Id	team	quality	AddType	buffId	generateFloor	photoId	region	probability	lableId	recCard	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
12177129	603	1	0	9200116	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20411	2	60	6		1	缉查	緝查	Pursuit Protocol	捜査	검거	ตรวจสอบและจับกุม	战斗开始时，对全体敌方施加1层【通缉】	戰鬥開始時，對全體敵方施加1層【通緝】	At the start of battles, inflicts 1 stack of [Warrant] on all enemies.	戦闘開始時、敵全体に【指名手配】を1スタック付与する	전투 시작 시, 전체 적에게 [지명 수배] 1스택 부여	เมื่อ​เริ่ม​ต่อสู้​ จะ​เพิ่ม​ [​หมายจับ​]​ 1​ ชั้น​แก่​ฝ่าย​ศัตรู​ทั้งหมด​
12177130	604	1	0	9200117	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20481	2	60	6		1	追击	追擊	Pursuit	追撃	추격	โจมตีตาม	敌方被施加【通缉】时，获得5%防御力降低效果，可叠加，最高8层	敵方被施加【通緝】時，獲得5%防禦力降低效果，可疊加，最高8層	While enemies are afflicted with [Warrant], they take an effect that reduces their DEF by 5%, stacking up to 8 times.	敵に【指名手配】が付与された時、対象敵の防御力‐5％（最大8スタックまで）	적이 [지명 수배]를 부여받을 시, 방어력 5% 감소 효과를 획득하며, 최대 8스택 중첩 가능	เมื่อ​ฝ่าย​ศัตรู​ติด​สถานะ​ [​หมายจับ​]​ จะ​ได้รับ​เอฟเฟกต์​ลด​ DEF​ 5%​ ซ้อนทับ​ได้​สูงสุด​ 8​ ชั้น​
12177131	605	1	0	9200118	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20262	2	60	6		1	爆裂弹	爆裂彈	Explosive Rounds	爆裂弾	폭렬탄	กระสุนระเบิด	获得【强化子弹】时，额外获得5%暴击率，可叠加，最高4层，溢出的暴击率可以转化为暴击伤害	獲得【強化子彈】時，額外獲得5%爆擊率，可疊加，最高4層，溢出的爆擊率可以轉化為爆擊傷害	When gaining [Boosted Ammo], gains an additional 5% CRIT Rate, stacking up to 4 times. The excess CRIT Rate will be converted into CRIT DMG.	自身に【強化弾丸】が付与された時、追加で会心率＋5％（最大4スタックまで）。上限を超えた会心率は会心ダメージに転換される。	[탄약 강화] 획득 시, 추가로 크리티컬 확률 5%가 증가하며, 최대 4스택 중첩 가능. 초과된 크리티컬 확률은 크리티컬 대미지로 전환된다	เมื่อได้รับ ​[กระสุนเสริมพลัง] ​จะได้รับ​อัตราคริติคอล​เพิ่มเติม ​5% ​ซ้อนทับ​ได้สูงสุด ​4 ชั้น ​อัตราคริติคอล​ที่เกิน​สามารถ​แปลง​เป็น​ดาเมจคริติคอล​ได้​
12177132	606	2	0	9200119	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20391	2	60	6		1	暴力破碎	暴力破碎	Violent Devastation	暴力破壊	폭력 파쇄	แตกสลายรุนแรง	造成【破碎伤害】后获得15%暴击伤害提升效果，可叠加，最高4层	造成【破碎傷害】後獲得15%爆擊傷害提升效果，可疊加，最高4層	After dealing [Sunder DMG], gains an effect that increases CRIT DMG by 15%, stacking up to 4 times.	【超会心ダメージ】を与えた後、自身の会心ダメージ＋15％（最大4スタックまで）	[파쇄 대미지]를 부여한 후, 크리티컬 대미지 15% 증가 효과를 획득하며, 최대 4스택 중첩 가능	หลังสร้าง ​[ดาเมจบดขยี้] ​จะได้รับ​เอฟเฟกต์​เพิ่ม​ดาเมจคริติคอล ​15% ​ซ้อนทับ​ได้​สูงสุด ​4 ชั้น​
12177133	607	2	0	9200120	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20262	2	60	6		1	弹匣袋	彈匣袋	Cartridge Pouch	弾倉	탄창 주머니	กระเป๋าแม็กกาซีน	获得【强化子弹】超出层数上限时，额外获得1层暴击率提升10%效果，可叠加，最高4层	獲得【強化子彈】超出層數上限時，額外獲得1層爆擊率提升10%效果，可疊加，最高4層	When exceeding the stack limit for [Boosted Ammo], gains an additional stack of effect that increases CRIT Rate by 10%, stacking up to 4 times.	所持している【強化弾丸】が最大スタック数を超えた場合、追加で会心率＋10％（最大4スタックまで）	획득한 [탄약 강화]가 스택 상한을 초과하면, 크리티컬 확률 10% 증가 효과를 추가로 획득하며, 최대 4스택 중첩 가능	เมื่อได้รับ ​[กระสุนเสริมพลัง] ​เกิน​จำนวน​ชั้น​สูงสุด ​จะได้รับ​เอฟเฟกต์​เพิ่ม​อัตราคริติคอล ​10% ​จำนวน ​1 ชั้น ​ซ้อนทับ​ได้​สูงสุด ​4 ชั้น​
12177134	608	2	0	9200121	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20681	2	60	6		1	千里通缉	千里通緝	Far-reaching Bounty	国際手配	천리 수배	หมายจับพันลี้	携带【通缉】的敌方单位受到伤害提升30%	攜帶【通緝】的敵方單位受到傷害提升30%	Enemies afflicted with [Warrant] take 30% increased DMG.	【指名手配】を持っている敵の被ダメージ＋30％	[지명 수배]를 보유한 적 유닛이 받는 대미지가 30% 증가	ศัตรู​ที่​ติด​สถานะ​ [​หมายจับ​]​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 30%​
12177135	609	2	0	9200122	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20791	2	60	6		1	强化通缉	強化通緝	Reinforced Bounty	賞金首	수배 강화	ตีบวกหมายจับ	敌方被施加【通缉】时，额外获得1层【通缉】	敵方被施加【通緝】時，額外獲得1層【通緝】	When an enemy is afflicted with [Warrant], they receive an additional stack of [Warrant].	敵に【指名手配】が付与された時、【指名手配】のスタック数は追加で＋1	적이 [지명 수배]를 부여받을 시, 추가로 [지명 수배]를 1스택 획득	เมื่อ​ฝ่าย​ศัตรู​ติด​สถานะ​ [​หมายจับ​]​ จะ​ได้รับ​ [​หมายจับ​]​ เพิ่มเติม​อีก​ 1​ ชั้น​
12177136	610	3	0	9200123	4,5,9,10,15,19	30:maze_buff_icon_20401	2	5	6		1	冷血追凶	冷血追凶	Death Hunt	逃亡者	냉혈적 추격	ตามรอยอย่างโหดร้าย	战斗开始时，对敌方攻击力最高单位施加【追凶】，目标死亡时自动转移给另一个敌人\n【追凶】： 受到伤害提升30%，回合开始时获得2层【通缉】	戰鬥開始時，對敵方攻擊力最高單位施加【追凶】，目標死亡時自動轉移給另一個敵人\n【追凶】： 受到傷害提升30%，回合開始時獲得2層【通緝】	At the start of battles, inflicts [Hunted] to the enemy with the highest ATK. When the target perishes, the effect automatically transfers to another enemy.\n[Hunted]: Receives 30% increased DMG. At the beginning of each turn, gains 2 stacks of [Warrant].	戦闘開始時、攻撃力が最も高い敵に【追捕】を付与し、対象死亡時に【追捕】は他の敵に転移される。\n【追捕】：被ダメージ＋30％、ターン開始時に自身に【指名手配】が2スタック付与される。	전투 시작 시, 공격력이 가장 높은 적에게 [뒤쫓기] 효과 부여. 목표가 사망하면, 자동으로 다른 적에게 전이된다.\n[뒤쫓기]: 적용받는 대미지 30% 증가. 턴 시작 시, [지명 수배] 2스택 획득	เมื่อเริ่มต่อสู้ ​เพิ่มสถานะ ​[ตามรอย] ​แก่​ศัตรู​ที่มี ​ATK ​สูงที่สุด ​และเมื่อ​เป้าหมาย​ถูกกำจัด ​สถานะ​จะย้าย​ไปยัง​ศัตรู​ตัวอื่น​โดย​อัตโนมัติ​\n[ตามรอย]: ​ได้รับ​ดาเมจ​เพิ่มขึ้น ​30% ​เมื่อ​เริ่มเทิร์น​จะได้รับ ​[หมายจับ] ​2 ชั้น​
12177137	611	3	0	9200124	4,5,9,10,15,19	30:maze_buff_icon_20341	2	5	6		1	红尘追凶	紅塵追凶	Afterglow Pursuit	紅塵追捕	속세 추격	คดีสีชาด	敌方被施加的【通缉】超出层数上限时，获得1层【红尘】\n对敌方使用单体进攻类奥义技能时会引爆目标身上所有【红尘】，按自身150%攻击力对敌方全体造成【破碎伤害】，每层【红尘】使基础伤害提升150%，可叠加，最高3层	敵方被施加的【通緝】超出層數上限時，獲得1層【紅塵】\n對敵方使用單體進攻類奧義技能時會引爆目標身上所有【紅塵】，按自身150%攻擊力對敵方全體造成【破碎傷害】，每層【紅塵】使基礎傷害提升150%，可疊加，最高3層	When an enemy's [Warrant] stacks exceed the limit, gains 1 stack of [Afterglow].\nWhen using a single-target offensive Ultimate on an enemy, detonates all their [Afterglow], dealing [Sunder DMG] to all enemies based on 150% of this Combatant's ATK. Each stack of [Afterglow] increases the base DMG by 150%, stacking up to 3 times.	敵に付与する【指名手配】が最大スタック数を超えた場合、対象に【紅塵】が1スタック付与される。\n敵に単体攻撃系SP技を使用するとき、対象にある【紅塵】は爆発し、敵全体に自身の攻撃力150％の【超会心ダメージ】を与え、【紅塵】1スタックにつき基本ダメージ＋150％（最大3スタックまで）	적이 획득한 [지명 수배]가 스택 상한을 초과할 경우, [속세] 1스택 획득.\n적에게 단일 공격 유형의 필살기 스킬을 사용하면, 목표가 보유한 모든 [속세] 효과가 발동되며, 전체 적에게 자신의 공격력 150%에 해당하는 [파쇄 대미지]를 입힌다. [속세]의 스택당 기본 대미지를 150% 증가시키며, 최대 3스택 중첩 가능	เมื่อศัตรูมีจำนวนชั้น ​[หมายจับ] ​เกินขีดจำกัด ​จะได้รับ ​[ฝุ่นสีแดง] ​1 ชั้น​\nเมื่อใช้​สกิล​อัลติเมท​ประเภท​โจมตีเดี่ยว​แก่ศัตรู ​จะจุด​ระเบิด ​[ฝุ่นสีแดง] ​ทุกชั้น​ที่อยู่​บนตัว​เป้าหมาย ​สร้าง ​[ดาเมจบดขยี้] ​แก่ศัตรู​ทั้งหมด ​150% ​ของ ATK ​ของตัวเอง ​ทุกๆ ชั้น​ของ ​[ฝุ่นสีแดง] ​จะเพิ่ม​ดาเมจ​พื้นฐาน​ขึ้น ​150% ​ซ้อนทับ​ได้​สูงสุด ​3 ชั้น​
12177138	612	3	0	9200125	4,5,9,10,15,19	30:maze_buff_icon_20281	2	5	6		1	追缉	追緝	Relentless Pursuit	逮捕	추적 수배	ตามล่า	敌方消耗所有【通缉】时，立即获得3层【通缉】，我方获得10%造成伤害提升效果，可叠加4层	敵方消耗所有【通緝】時，立即獲得3層【通緝】，我方獲得10%造成傷害提升效果，可疊加4層	When an enemy consumes all their [Warrant] stacks, they immediately gain 3 new stacks, and our allies receive an effect that increases damage dealt by 10%, stacking up to 4 times.	敵が【指名手配】をすべて消費した時、自身に【指名手配】を3スタック付与する。味方の与ダメージ＋10％(最大4スタックまで)	적이 모든 [지명 수배]를 소모할 시, 즉시 3스택의 [지명 수배]를 획득한다. 아군은 부여하는 대미지 10% 증가 효과를 획득하고, 최대 4스택 중첩 가능	เมื่อฝ่าย​ศัตรูใช้ ​[หมายจับ] ​ทั้งหมด ​จะได้รับ ​[หมายจับ] ​ทันที​จำนวน ​3 ชั้น ​ฝ่ายเรา​จะได้รับ​เอฟเฟกต์​สร้าง​ดาเมจ​เพิ่มขึ้น ​10% ​ซ้อนทับ​ได้สูงสุด ​4 ชั้น​
12177164	901	1	0	9200151	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20071	3	60	9		1	穿透	穿透	Penetration	貫通	관통	เจาะเกราะ	攻击时，若敌方存活单位大于3，穿透率提升18%	攻擊時，若敵方存活單位大於3，穿透率提升18%	When attacking, if there are more than 3 surviving enemies on the battlefield, increases Armor PEN by 18%.	攻撃発動する時、敵の生存数が3体以上であれば、貫通率＋18%	공격 시, 만약 적의 생존 인원이 3명을 초과한 상황일 경우, 관통률 18% 증가	เมื่อ​โจมตี​ หาก​ศัตรู​มีชีวิตรอด​มากกว่า​ 3​ ตัว​ อัตรา​เจาะ​เกราะ​เพิ่มขึ้น​ 18%​
12177165	902	1	0	9200152	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20011	3	60	9		1	群体进攻	群體進攻	Group Assault	一斉攻撃	집단 공격	โจมตีหมู่	使用群体攻击技能后，攻击力提升5%，可叠加，最多4层	使用群體攻擊技能後，攻擊力提升5%，可疊加，最多4層	After using an AoE skill, increases ATK by 5%, stacking up to 4 times.	全体攻撃スキルを使用した後、攻撃力＋5％（最大4スタックまで）	광역 공격 스킬 사용 후, 공격력이 5% 증가하며, 최대 4스택 중첩 가능	หลัง​ใช้​สกิล​โจมตี​หมู่​ ATK​ เพิ่มขึ้น​ 10%​ ซ้อนทับ​ได้​สูงสุด​ 4​ ชั้น​
12177166	903	1	0	9200153	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20091	3	60	9		1	好运	好運	Good Fortune	グッドラック	행운아	โชคดี	使用群体攻击技能后，幸运提升10%，可叠加，最多4层	使用群體攻擊技能後，幸運提升10%，可疊加，最多4層	After using an AoE attack skill, increases LUCK by 10%, stacking up to 4 times.	全体攻撃スキルを使用した後、幸運＋10%（最大4スタックまで)	광역 공격 스킬 사용 후, 행운이 10% 증가하며, 최대 4스택 중첩 가능	หลัง​ใช้​สกิล​โจมตี​หมู่​ โชค​ เพิ่มขึ้น​ 10%​ ซ้อนทับ​ได้​สูงสุด​ 4​ ชั้น​
12177167	904	1	0	9200154	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20631	3	60	9		1	减益驱散	減益驅散	Debuff Dispelling	デバフ解除	디버프 제거	ลบล้างดีบัฟ	使用进攻技能后，若自身穿透率高于30%，驱散自身1个减益效果	使用進攻技能後，若自身穿透率高於30%，驅散自身1個減益效果	After using an offensive skill, if this Combatant's Armor PEN exceeds 30%, dispels 1 debuff from this Combatant.	攻撃スキルを使用した後、自身の貫通率が30％以上であれば、自身に付与されたデバフを1スタック解除する。	공격 스킬 사용 후, 만약 자신의 관통률이 30%보다 높으면, 자신의 디버프 효과 1개 제거	หลังใช้สกิลโจมตี ​หาก​อัตราเจาะเกราะ​ของ​ตนเอง​สูงกว่า ​30% ​จะ​ลบล้าง​เอฟเฟกต์​ดีบัฟ​ของ​ตนเอง ​1 อย่าง​
12177168	905	1	0	9200155	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20121	3	60	9		1	护甲	護甲	Armor	シールド	갑주	เกราะ	受到攻击时，使自身受到护盾效果提升5%，可叠加，最高4层	受到攻擊時，使自身受到護盾效果提升5%，可疊加，最高4層	When attacked, increases this Combatant's Shield Gained by 5%, stacking up to 4 times.	攻撃を受けた時、被シールド耐久＋5％（最大4スタックまで)	공격을 받을 시, 자신이 부여받는 실드 효과가 5% 증가하며, 최대 4스택 중첩 가능	เมื่อได้รับการโจมตี ​จะทำให้​เอฟเฟกต์​เพิ่ม​โล่ป้องกัน​ของ​ตัวเอง​เพิ่มขึ้น ​5% ​ซ้อนทับ​ได้สูงสุด ​4 ชั้น​
12177169	906	2	0	9200156	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20072	3	60	9		1	穿透加深	穿透加深	Penetration Deepening	貫通強化	관통 강화	เพิ่มเจาะเกราะ	回合开始时，穿透率提升10%，可叠加，最高5层	回合開始時，穿透率提升10%，可疊加，最高5層	At the beginning of each turn, increases Armor PEN by 10%, stacking up to 5 times.	ターン開始時、貫通率＋10%（最大5スタックまで)	턴 시작 시, 관통률이 10% 증가하며, 최대 5스택 중첩 가능	เมื่อ​เริ่ม​เทิร์น​ อัตรา​เจาะ​เกราะ​เพิ่มขึ้น​ 10%​ ซ้อนทับ​ได้​สูงสุด​ 5​ ชั้น​
12177170	907	2	0	9200157	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20281	3	60	9		1	群体爆发	群體爆發	Group Burst	全員爆発	광역 폭발	ระเบิดดาเมจหมู่	造成的群体攻击伤害提升30%	造成的群體攻擊傷害提升30%	Increases AoE damage dealt by 30%.	与える全体攻撃スキルダメージ＋30％	부여하는 광역 공격 대미지가 30% 증가	สร้าง​ดา​เม​จ​โจมตี​หมู่​เพิ่มขึ้น​ 30%​
12177171	908	2	0	9200158	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20042	3	60	9		1	群伤升星	群傷升星	AoE Star-up	全体昇格	광역 대미지 별 상승	เพิ่มดาวดาเมจหมู่	使用群体攻击技能后，牌库中自身随机1张技能牌升1星	使用群體攻擊技能後，牌庫中自身隨機1張技能牌升1星	After using an AoE attack skill, randomly upgrades 1 of your skill cards in the deck by 1 star.	全体攻撃スキルを使用した後、自身のデッキに1枚のランダムなスキルカード＋1★。	광역 공격 스킬 사용 후, 랜덤으로 자신의 스킬 카드 1장이 1★ 증가	หลัง​ใช้​สกิล​โจมตี​หมู่​ จะ​สุ่ม​อัปเกรด​การ์ด​สกิล​ใน​คลัง​การ์ด​ของ​ตนเอง​ 1​ ใบ​เพิ่มขึ้น​ 1​ ดาว​
12177172	909	2	0	9200159	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20431	3	60	9		1	群伤回能	群傷回能	AoE SP Regen	全体SP回復	광역 공격 에너지 획득	ฟื้นพลังงานดาเมจหมู่	使用群体攻击技能后，额外获得1点奥义能量，每回合至多2次	使用群體攻擊技能後，額外獲得1點奧義能量，每回合至多2次	After using an AoE attack skill, gains 1 additional SP, up to 2 times per turn.	全体攻撃スキルを使用した後、追加でSP＋1（最大2スタックまで)	광역 공격 스킬 사용 후, 필살기 에너지를 추가로 1pt 획득하며, 매 턴마다 최대 2회 가능	หลัง​ใช้​สกิล​โจมตี​หมู่​ จะ​ได้รับ​พลังงาน​อัล​ติ​เมท​เพิ่มเติม​ 1​ แต้ม​ แต่ละ​เทิร์น​มาก​สุด​ 2​ ครั้ง​
12177173	910	2	0	9200160	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20262	3	60	9		1	护甲震裂	護甲震裂	Armor Shattering	シールド炸裂	갑주 균열	ทำลายเกราะ	使用进攻技能后，按自身所有剩余护盾量对攻击目标造成一段额外伤害	使用進攻技能後，按自身所有剩餘護盾量對攻擊目標造成一段額外傷害	After using an offensive skill, deals an additional instance of DMG to the target based on this Combatant's remaining Shield.	攻撃スキルを使用した後、自身の残りシールド量に相当するダメージを追加で与える。	공격 스킬 사용 후, 목표에게 자신에게 남은 모든 실드량에 해당하는 추가 대미지를 입힌다	หลังใช้สกิลโจมตี ​จะทำให้​เป้าหมาย​ได้รับ​ดาเมจ​เพิ่มเติม​ตาม​ปริมาณ​โล่ป้องกัน​ที่​ตนเอง​เหลืออยู่​
12177174	911	3	0	9200161	4,5,9,10,15,19	30:maze_buff_icon_20241	3	5	9		1	附加群伤	附加群傷	AoE DMG Bonus	追加全体ダメージ	광역 대미지 보너스	ติดดาเมจหมู่	使用群体攻击技能时，如果敌方存活数小于3，对敌方全体附带一段目标最大生命值30%的【真实伤害】，不超过自身攻击力的200%	使用群體攻擊技能時，如果敵方存活數小於3，對敵方全體附帶一段目標最大生命值30%的【真實傷害】，不超過自身攻擊力的200%	When using an AoE attack skill, if there are fewer than 3 surviving enemies, deals an additional instance of [True DMG] to all enemies equal to 30% of their max HP, capped at 200% of this Combatant's ATK.	全体攻撃スキルを発動した時、敵の生存数が3体未満であれば、敵全体に対象の最大HPの30％の「直撃ダメージ」を与える。自身攻撃力の200％を超えない。	광역 공격 스킬 사용 후, 만약 적의 생존 인원이 3명보다 낮을 경우, 전체 적에게 최대 HP 30%에 해당하는 [고정 대미지]를 부여하며, 자신의 공격력의 200%를 초과하지 않는다	หลังใช้สกิลโจมตีหมู่ ​หากศัตรู​มี​ชีวิตรอด​ต่ำกว่า ​3 คน ​ฝ่ายศัตรู​ทั้งหมด​จะได้รับ ​[ดาเมจจริง] ​30% ​ของ ​MaxHP ​ของเป้าหมาย ​โดยจะ​ไม่เกิน ​200% ​ของ ATK ​ของตัวเอง​
12177175	912	3	0	9200162	4,5,9,10,15,19	30:maze_buff_icon_20391	3	5	9		1	暴力穿刺	暴力穿刺	Violent Jab	暴力穿刺	폭력 관통	เจาะเกราะรุนแรง	暴击时，按自身30%攻击力对目标造成【穿刺伤害】	爆擊時，按自身30%攻擊力對目標造成【穿刺傷害】	On a critical hit, deals [Jab DMG] to the target equal to 30% of this Combatant's ATK.	会心発生時、攻撃力の30%の「穿刺ダメージ」を与える	크리티컬 발동 시, 목표에게 자신의 공격력 30%에 해당하는 [크리티컬 관통 대미지]를 입힌다.	เมื่อ​โจมตี​ติด​ค​ริ​ติ​คอ​ล​ จะ​สร้าง​ [​ดา​เม​จ​ทะลวง​]​ ต่อ​เป้าหมาย​ 30%​ ของ​ ATK​  ของ​ตนเอง​
12177176	913	3	0	9200163	4,5,9,10,15,19	30:maze_buff_icon_20301	3	5	9		1	群伤奥义	群傷奧義	Ultimate AoE DMG	全体ダメSP	광역 필살기 대미지	อัลติเมทหมู่	使用奥义技能造成伤害后，按自身250%攻击力对敌方全体造成伤害	使用奧義技能造成傷害後，按自身250%攻擊力對敵方全體造成傷害	After using the Ultimate and dealing DMG, deals DMG to all enemies based on 250% of this Combatant's ATK.	SP技を発動してダメージが発生した後、敵全体に自身の攻撃力250%のダメージを与える。	필살기 스킬로 대미지를 입힌 후, 전체 적에게 자신의 공격력 250%에 해당하는 대미지를 입힌다	หลังใช้สกิล​อัลติเมท​สร้างดาเมจ ​จะสร้าง​ดาเมจ​แก่​ฝ่ายศัตรู​ทั้งหมด ​250% ​ของ ​ATK ​ของตนเอง​
12177189	1101	1	0	9200188	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20251	3	60	12		1	链接	連結	Link	連結	링크	ลิงก์	敌方受到的【伤害传递】效果提升15%	敵方受到的【傷害傳遞】效果提升15%	The enemies' [Transferal] effects are increased by 15%.	敵が受ける【とばっちり】効果＋15％	적이 받는 [대미지 공유] 효과가 15% 증가	เอฟเฟกต์​ [​ถ่ายทอด​ดา​เม​จ​]​ ที่​ฝ่าย​ศัตรู​ได้รับ​จะ​เพิ่มขึ้น​ 15%​
12177190	1102	1	0	9200176	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20381	3	60	12		1	充能	充能	Charge Up	パワーチャージ	에너지 충전	เติมพลังงาน	攻击携带【伤害传递】的敌方额外获得1点奥义能量	攻擊攜帶【傷害傳遞】的敵方額外獲得1點奧義能量	When attacking enemies afflicted with [Transferal], gain 1 additional SP.	【とばっちり】を持っている敵を攻撃すると、SP＋1	[대미지 공유]를 보유한 적을 공격하면 필살기 에너지를 추가로 1pt 획득한다	เมื่อ​โจมตี​ใส่​ฝ่าย​ศัตรู​ที่​มี​ [​ถ่ายทอด​ดา​เม​จ​]​ จะ​ได้รับ​พลังงาน​อัล​ติ​เมท​เพิ่มเติม​ 1​ แต้ม​
12177191	1103	1	0	9200177	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20131	3	60	12		1	爆发	爆發	Burst Out	爆発	폭발	ปะทุ	攻击携带【伤害传递】的敌方额外拥有15%暴击率	攻擊攜帶【傷害傳遞】的敵方額外擁有15%爆擊率	When attacking enemies afflicted with [Transferal], gain a 15% boost to your CRIT Rate.	【とばっちり】を持っている敵を攻撃する場合、会心率を15％アップしてからダメージを与える。	[대미지 공유]를 보유한 적을 공격하면 크리티컬 확률이 추가로 15% 증가한다	การ​โจมตี​ใส่​ฝ่าย​ศัตรู​ที่​มี​ [​ถ่ายทอด​ดา​เม​จ​]​ จะ​มี​อัต​ราค​ริ​ติ​คอ​ล​เพิ่มเติม​ 15%​
12177192	1104	1	0	9200178	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20251	3	60	12		1	备战	備戰	Battle Prep	戦闘準備	전투 준비	เตรียมปะทะ	基础伤害造成的伤害提升15%	基礎傷害造成的傷害提升15%	Increases base DMG dealt by 15%.	基本ダメージによる与ダメージ＋15％	기본 대미지가 부여하는 대미지가 15% 증가한다	ดา​เม​จ​พื้นฐาน​ที่​สร้าง​เพิ่มขึ้น​ 15%​
12177193	1105	1	0	9200179	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20481	3	60	12		1	破防	破防	Shield Shatter	防御突破	방어 파괴	ทะลวง	携带【伤害传递】的敌方防御力降低15%	攜帶【傷害傳遞】的敵方防禦力降低15%	Enemies afflicted with [Transferal] have 15% reduced DEF.	【とばっちり】を持っている敵の防御力－15％	[대미지 공유]를 보유한 적의 방어력이 15% 감소한다	DEF​ ของ​ฝ่าย​ศัตรู​ที่​มี​ [​ถ่ายทอด​ดา​เม​จ​]​ ลดลง​ 15%​
12177194	1106	2	0	9200180	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20401	3	60	12		1	群体覆盖	群體覆蓋	Group Embrace	全体圧制	광역 커버	ครอบคลุมทั้งกลุ่ม	场上敌方多于4个时，群体攻击对敌方全体附带【无法逃离】效果，部分受到的伤害将传递给友军	場上敵方多於4個時，群體攻擊對敵方全體附帶【無法逃離】效果，部分受到的傷害將傳遞給友軍	If there are more than 4 enemies on the battlefield, AoE attacks inflict [Doomed Capture] on all enemies, transferring a portion of the damage taken to allies.	敵が4体以上生存する場合、全体攻撃をすると敵全体に【逃げ場なし】を付与し、受けたダメージの一部は他の敵に転移する。	전장에 적이 4명을 초과할 경우, 광역 공격으로 전체 적에게 [도망불가] 효과를 부여한다. 일부 적용받는 대미지가 적측의 동료에게 공유된다	เมื่อบนสนาม​มี​ฝ่ายศัตรู​มากกว่า ​4 ตัว ​การโจมตี​แบบหมู่​จะเพิ่ม​เอฟเฟกต์ ​[ไร้หนทางหลบหนี] ​แก่​ฝ่ายศัตรู​ทั้งหมด ​โดย​ดาเมจ​บางส่วน​ที่ได้รับ​จะถูก​ส่งต่อ​ไปยัง​เพื่อน​ร่วมทีม​
12177195	1107	2	0	9200181	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20441	3	60	12		1	感受痛苦	感受痛苦	Agony Sense	痛みを感じろ	고통의 감각	สัมผัสเจ็บปวด	对携带【伤害传递】类效果的敌方造成的伤害提高30%	對攜帶【傷害傳遞】類效果的敵方造成的傷害提高30%	Deals 30% more damage to enemies afflicted with [Transferal] effects.	【とばっちり】系効果を持っている敵への与ダメ＋30％	[대미지 공유] 유형의 효과를 보유한 적에게 부여하는 대미지가 30% 증가한다	สร้าง​ดา​เม​จ​แก่​ศัตรู​ที่​มี​เอฟเฟกต์​ประเภท​ [​ถ่ายทอด​ดา​เม​จ​]​ เพิ่มขึ้น​ 30%​
