id	group	floor	reward	rewardNum	stock	grandReward	weight	minimum	leastCallTimes	highLight	status
681	2	18	4102301	40	2	0	100				1
682	2	18	4102202	40	2	0	100				1
683	2	18	4102102	40	2	0	100				1
684	2	18	4101002	10	1	0	100				1
685	2	19	4190004	800	1	1	1000	24	18	1	1
686	2	19	4100031	5	1	0	50				1
687	2	19	4101003	5	1	0	100				1
688	2	19	4110001	10	3	0	100				1
689	2	19	4198002	2	1	0	100				1
690	2	19	4198001	50	1	0	100				1
691	2	19	4197002	3	1	0	100				1
692	2	19	3000018	100	1	0	100				1
693	2	19	4102902	1	1	0	100				1
694	2	19	4102903	1	1	0	100				1
695	2	19	4102901	1	1	0	100				1
696	2	19	4100032	5	1	0	100				1
697	2	19	4102502	20	2	0	100				1
698	2	19	4102402	20	2	0	100				1
699	2	19	4102301	40	2	0	100				1
700	2	19	4102202	40	2	0	100				1
701	2	19	4102102	40	2	0	100				1
702	2	19	4101002	10	1	0	100				1
703	2	20	5200050	1	1	1	1000	24	22	1	1
704	2	20	4100031	5	1	0	50				1
705	2	20	4101003	5	1	0	100				1
706	2	20	4110001	10	3	0	100				1
707	2	20	4198002	2	1	0	100				1
708	2	20	4198001	50	1	0	100				1
709	2	20	4197002	3	1	0	100				1
710	2	20	3000018	100	1	0	100				1
711	2	20	4102902	1	1	0	100				1
712	2	20	4102903	1	1	0	100				1
713	2	20	4102901	1	1	0	100				1
714	2	20	4100032	5	1	0	100				1
715	2	20	4102502	20	2	0	100				1
716	2	20	4102402	20	2	0	100				1
717	2	20	4102301	40	2	0	100				1
718	2	20	4102202	40	2	0	100				1
719	2	20	4102102	40	2	0	100				1
720	2	20	4101002	10	1	0	100				1
721	3	1	4190001	200	1	1	1000	24	5	1	1
722	3	1	4100031	5	1	0	50				1
723	3	1	4101003	5	1	0	100				1
724	3	1	4110001	10	3	0	300				1
725	3	1	4198002	2	1	0	100				1
726	3	1	4198001	50	1	0	100				1
727	3	1	4197002	3	1	0	100				1
728	3	1	3000018	100	1	0	100				1
729	3	1	4102902	1	1	0	100				1
730	3	1	4102903	1	1	0	100				1
731	3	1	4102901	1	1	0	100				1
732	3	1	4100032	5	1	0	100				1
733	3	1	4102502	20	2	0	200				1
734	3	1	4102402	20	2	0	200				1
735	3	1	4102301	40	2	0	200				1
736	3	1	4102202	40	2	0	200				1
737	3	1	4102102	40	2	0	200				1
738	3	1	4101002	10	1	0	100				1
739	3	2	4190004	100	1	1	1000	24	6	1	1
740	3	2	4100031	5	1	0	50				1
741	3	2	4101003	5	1	0	100				1
742	3	2	4110001	10	3	0	300				1
743	3	2	4198002	2	1	0	100				1
744	3	2	4198001	50	1	0	100				1
745	3	2	4197002	3	1	0	100				1
746	3	2	3000018	100	1	0	100				1
747	3	2	4102902	1	1	0	100				1
748	3	2	4102903	1	1	0	100				1
749	3	2	4102901	1	1	0	100				1
750	3	2	4100032	5	1	0	100				1
751	3	2	4102502	20	2	0	200				1
752	3	2	4102402	20	2	0	200				1
753	3	2	4102301	40	2	0	200				1
754	3	2	4102202	40	2	0	200				1
755	3	2	4102102	40	2	0	200				1
756	3	2	4101002	10	1	0	100				1
757	3	3	4190001	200	1	1	1000	24	7	1	1
758	3	3	4100031	5	1	0	50				1
759	3	3	4101003	5	1	0	100				1
760	3	3	4110001	10	3	0	300				1
761	3	3	4198002	2	1	0	100				1
762	3	3	4198001	50	1	0	100				1
763	3	3	4197002	3	1	0	100				1
764	3	3	3000018	100	1	0	100				1
765	3	3	4102902	1	1	0	100				1
766	3	3	4102903	1	1	0	100				1
767	3	3	4102901	1	1	0	100				1
768	3	3	4100032	5	1	0	100				1
769	3	3	4102502	20	2	0	200				1
770	3	3	4102402	20	2	0	200				1
771	3	3	4102301	40	2	0	200				1
772	3	3	4102202	40	2	0	200				1
773	3	3	4102102	40	2	0	200				1
774	3	3	4101002	10	1	0	100				1
775	3	4	6402002	1	1	1	1000	24	8	1	1
776	3	4	4100031	5	1	0	50				1
777	3	4	4101003	5	1	0	100				1
778	3	4	4110001	10	3	0	300				1
779	3	4	4198002	2	1	0	100				1
780	3	4	4198001	50	1	0	100				1
781	3	4	4197002	3	1	0	100				1
782	3	4	3000018	100	1	0	100				1
783	3	4	4102902	1	1	0	100				1
784	3	4	4102903	1	1	0	100				1
785	3	4	4102901	1	1	0	100				1
786	3	4	4100032	5	1	0	100				1
787	3	4	4102502	20	2	0	200				1
788	3	4	4102402	20	2	0	200				1
789	3	4	4102301	40	2	0	200				1
790	3	4	4102202	40	2	0	200				1
791	3	4	4102102	40	2	0	200				1
792	3	4	4101002	10	1	0	100				1
793	3	5	4190004	100	1	1	1000	24	13	1	1
794	3	5	4100031	5	1	0	50				1
795	3	5	4101003	5	1	0	100				1
796	3	5	4110001	10	3	0	300				1
797	3	5	4198002	2	1	0	100				1
798	3	5	4198001	50	1	0	100				1
799	3	5	4197002	3	1	0	100				1
800	3	5	3000018	100	1	0	100				1
801	3	5	4102902	1	1	0	100				1
802	3	5	4102903	1	1	0	100				1
803	3	5	4102901	1	1	0	100				1
804	3	5	4100032	5	1	0	100				1
805	3	5	4102502	20	2	0	200				1
806	3	5	4102402	20	2	0	200				1
807	3	5	4102301	40	2	0	200				1
808	3	5	4102202	40	2	0	200				1
809	3	5	4102102	40	2	0	200				1
810	3	5	4101002	10	1	0	100				1
811	3	6	4190001	200	1	1	1000	24	8	1	1
812	3	6	4100031	5	1	0	50				1
813	3	6	4101003	5	1	0	100				1
814	3	6	4110001	10	3	0	300				1
815	3	6	4198002	2	1	0	100				1
816	3	6	4198001	50	1	0	100				1
817	3	6	4197002	3	1	0	100				1
818	3	6	3000018	100	1	0	100				1
819	3	6	4102902	1	1	0	100				1
820	3	6	4102903	1	1	0	100				1
821	3	6	4102901	1	1	0	100				1
822	3	6	4100032	5	1	0	100				1
823	3	6	4102502	20	2	0	200				1
824	3	6	4102402	20	2	0	200				1
825	3	6	4102301	40	2	0	200				1
826	3	6	4102202	40	2	0	200				1
827	3	6	4102102	40	2	0	200				1
828	3	6	4101002	10	1	0	100				1
829	3	7	4190004	200	1	1	1000	24	9	1	1
830	3	7	4100031	5	1	0	50				1
831	3	7	4101003	5	1	0	100				1
832	3	7	4110001	10	3	0	300				1
833	3	7	4198002	2	1	0	100				1
834	3	7	4198001	50	1	0	100				1
835	3	7	4197002	3	1	0	100				1
836	3	7	3000018	100	1	0	100				1
837	3	7	4102902	1	1	0	100				1
838	3	7	4102903	1	1	0	100				1
839	3	7	4102901	1	1	0	100				1
840	3	7	4100032	5	1	0	100				1
841	3	7	4102502	20	2	0	200				1
842	3	7	4102402	20	2	0	200				1
843	3	7	4102301	40	2	0	200				1
844	3	7	4102202	40	2	0	200				1
845	3	7	4102102	40	2	0	200				1
846	3	7	4101002	10	1	0	100				1
847	3	8	4190001	200	1	1	1000	24	11	1	1
848	3	8	4100031	5	1	0	50				1
849	3	8	4101003	5	1	0	100				1
850	3	8	4110001	10	3	0	300				1
851	3	8	4198002	2	1	0	100				1
852	3	8	4198001	50	1	0	100				1
853	3	8	4197002	3	1	0	100				1
854	3	8	3000018	100	1	0	100				1
855	3	8	4102902	1	1	0	100				1
856	3	8	4102903	1	1	0	100				1
857	3	8	4102901	1	1	0	100				1
858	3	8	4100032	5	1	0	100				1
859	3	8	4102502	20	2	0	200				1
860	3	8	4102402	20	2	0	200				1
861	3	8	4102301	40	2	0	200				1
862	3	8	4102202	40	2	0	200				1
863	3	8	4102102	40	2	0	200				1
864	3	8	4101002	10	1	0	100				1
865	3	9	4190004	200	1	1	1000	24	13	1	1
866	3	9	4100031	5	1	0	50				1
867	3	9	4101003	5	1	0	100				1
868	3	9	4110001	10	3	0	300				1
869	3	9	4198002	2	1	0	100				1
870	3	9	4198001	50	1	0	100				1
871	3	9	4197002	3	1	0	100				1
872	3	9	3000018	100	1	0	100				1
873	3	9	4102902	1	1	0	100				1
874	3	9	4102903	1	1	0	100				1
875	3	9	4102901	1	1	0	100				1
876	3	9	4100032	5	1	0	100				1
877	3	9	4102502	20	2	0	200				1
878	3	9	4102402	20	2	0	200				1
879	3	9	4102301	40	2	0	200				1
880	3	9	4102202	40	2	0	200				1
881	3	9	4102102	40	2	0	200				1
882	3	9	4101002	10	1	0	100				1
883	3	10	6402002	1	1	1	1000	24	15	1	1
884	3	10	4100031	5	1	0	50				1
885	3	10	4101003	5	1	0	100				1
886	3	10	4110001	10	3	0	300				1
887	3	10	4198002	2	1	0	100				1
888	3	10	4198001	50	1	0	100				1
889	3	10	4197002	3	1	0	100				1
890	3	10	3000018	100	1	0	100				1
891	3	10	4102902	1	1	0	100				1
892	3	10	4102903	1	1	0	100				1
893	3	10	4102901	1	1	0	100				1
894	3	10	4100032	5	1	0	100				1
895	3	10	4102502	20	2	0	200				1
896	3	10	4102402	20	2	0	200				1
897	3	10	4102301	40	2	0	200				1
898	3	10	4102202	40	2	0	200				1
899	3	10	4102102	40	2	0	200				1
900	3	10	4101002	10	1	0	100				1
901	3	11	4190001	200	1	1	1000	24	1	1	1
902	3	11	4100031	5	1	0	50				1
903	3	11	4101003	5	1	0	100				1
904	3	11	4110001	10	3	0	300				1
905	3	11	4198002	2	1	0	100				1
906	3	11	4198001	50	1	0	100				1
907	3	11	4197002	3	1	0	100				1
908	3	11	3000018	100	1	0	100				1
909	3	11	4102902	1	1	0	100				1
910	3	11	4102903	1	1	0	100				1
911	3	11	4102901	1	1	0	100				1
912	3	11	4100032	5	1	0	100				1
913	3	11	4102502	20	2	0	200				1
914	3	11	4102402	20	2	0	200				1
915	3	11	4102301	40	2	0	200				1
916	3	11	4102202	40	2	0	200				1
917	3	11	4102102	40	2	0	200				1
918	3	11	4101002	10	1	0	100				1
919	3	12	4190004	500	1	1	1000	24	12	1	1
920	3	12	4100031	5	1	0	50				1
921	3	12	4101003	5	1	0	100				1
922	3	12	4110001	10	3	0	300				1
923	3	12	4198002	2	1	0	100				1
924	3	12	4198001	50	1	0	100				1
925	3	12	4197002	3	1	0	100				1
926	3	12	3000018	100	1	0	100				1
927	3	12	4102902	1	1	0	100				1
928	3	12	4102903	1	1	0	100				1
929	3	12	4102901	1	1	0	100				1
930	3	12	4100032	5	1	0	100				1
931	3	12	4102502	20	2	0	200				1
932	3	12	4102402	20	2	0	200				1
933	3	12	4102301	40	2	0	200				1
934	3	12	4102202	40	2	0	200				1
935	3	12	4102102	40	2	0	200				1
936	3	12	4101002	10	1	0	100				1
937	3	13	4190001	200	1	1	1000	24	14	1	1
938	3	13	4100031	5	1	0	50				1
939	3	13	4101003	5	1	0	100				1
940	3	13	4110001	10	3	0	300				1
941	3	13	4198002	2	1	0	100				1
942	3	13	4198001	50	1	0	100				1
943	3	13	4197002	3	1	0	100				1
944	3	13	3000018	100	1	0	100				1
945	3	13	4102902	1	1	0	100				1
946	3	13	4102903	1	1	0	100				1
947	3	13	4102901	1	1	0	100				1
948	3	13	4100032	5	1	0	100				1
949	3	13	4102502	20	2	0	200				1
950	3	13	4102402	20	2	0	200				1
951	3	13	4102301	40	2	0	200				1
952	3	13	4102202	40	2	0	200				1
953	3	13	4102102	40	2	0	200				1
954	3	13	4101002	10	1	0	100				1
955	3	14	4190004	500	1	1	1000	24	16	1	1
956	3	14	4100031	5	1	0	50				1
957	3	14	4101003	5	1	0	100				1
958	3	14	4110001	10	3	0	300				1
959	3	14	4198002	2	1	0	100				1
960	3	14	4198001	50	1	0	100				1
961	3	14	4197002	3	1	0	100				1
962	3	14	3000018	100	1	0	100				1
963	3	14	4102902	1	1	0	100				1
964	3	14	4102903	1	1	0	100				1
965	3	14	4102901	1	1	0	100				1
966	3	14	4100032	5	1	0	100				1
967	3	14	4102502	20	2	0	200				1
968	3	14	4102402	20	2	0	200				1
969	3	14	4102301	40	2	0	200				1
970	3	14	4102202	40	2	0	200				1
971	3	14	4102102	40	2	0	200				1
972	3	14	4101002	10	1	0	100				1
973	3	15	4105031	1	1	1	1000	24	2	1	1
974	3	15	4100031	5	1	0	50				1
975	3	15	4101003	5	1	0	100				1
976	3	15	4110001	10	3	0	300				1
977	3	15	4198002	2	1	0	100				1
978	3	15	4198001	50	1	0	100				1
979	3	15	4197002	3	1	0	100				1
980	3	15	3000018	100	1	0	100				1
981	3	15	4102902	1	1	0	100				1
982	3	15	4102903	1	1	0	100				1
983	3	15	4102901	1	1	0	100				1
984	3	15	4100032	5	1	0	100				1
985	3	15	4102502	20	2	0	200				1
986	3	15	4102402	20	2	0	200				1
987	3	15	4102301	40	2	0	200				1
988	3	15	4102202	40	2	0	200				1
989	3	15	4102102	40	2	0	200				1
990	3	15	4101002	10	1	0	100				1
991	3	16	4190001	200	1	1	1000	24	1	1	1
992	3	16	4100031	5	1	0	50				1
993	3	16	4101003	5	1	0	100				1
994	3	16	4110001	10	3	0	300				1
995	3	16	4198002	2	1	0	100				1
996	3	16	4198001	50	1	0	100				1
997	3	16	4197002	3	1	0	100				1
998	3	16	3000018	100	1	0	100				1
999	3	16	4102902	1	1	0	100				1
1000	3	16	4102903	1	1	0	100				1
1001	3	16	4102901	1	1	0	100				1
1002	3	16	4100032	5	1	0	100				1
1003	3	16	4102502	20	2	0	200				1
1004	3	16	4102402	20	2	0	200				1
1005	3	16	4102301	40	2	0	200				1
1006	3	16	4102202	40	2	0	200				1
1007	3	16	4102102	40	2	0	200				1
1008	3	16	4101002	10	1	0	100				1
1009	3	17	4190004	800	1	1	1000	24	13	1	1
1010	3	17	4100031	5	1	0	50				1
1011	3	17	4101003	5	1	0	100				1
1012	3	17	4110001	10	3	0	300				1
1013	3	17	4198002	2	1	0	100				1
1014	3	17	4198001	50	1	0	100				1
1015	3	17	4197002	3	1	0	100				1
1016	3	17	3000018	100	1	0	100				1
1017	3	17	4102902	1	1	0	100				1
1018	3	17	4102903	1	1	0	100				1
1019	3	17	4102901	1	1	0	100				1
1020	3	17	4100032	5	1	0	100				1
1021	3	17	4102502	20	2	0	200				1
1022	3	17	4102402	20	2	0	200				1
1023	3	17	4102301	40	2	0	200				1
1024	3	17	4102202	40	2	0	200				1
1025	3	17	4102102	40	2	0	200				1
1026	3	17	4101002	10	1	0	100				1
1027	3	18	4190001	200	1	1	1000	24	15	1	1
1028	3	18	4100031	5	1	0	50				1
1029	3	18	4101003	5	1	0	100				1
1030	3	18	4110001	10	3	0	300				1
1031	3	18	4198002	2	1	0	100				1
1032	3	18	4198001	50	1	0	100				1
1033	3	18	4197002	3	1	0	100				1
1034	3	18	3000018	100	1	0	100				1
1035	3	18	4102902	1	1	0	100				1
1036	3	18	4102903	1	1	0	100				1
1037	3	18	4102901	1	1	0	100				1
1038	3	18	4100032	5	1	0	100				1
1039	3	18	4102502	20	2	0	200				1
1040	3	18	4102402	20	2	0	200				1
1041	3	18	4102301	40	2	0	200				1
1042	3	18	4102202	40	2	0	200				1
1043	3	18	4102102	40	2	0	200				1
1044	3	18	4101002	10	1	0	100				1
1045	3	19	4190004	800	1	1	1000	24	18	1	1
1046	3	19	4100031	5	1	0	50				1
1047	3	19	4101003	5	1	0	100				1
1048	3	19	4110001	10	3	0	300				1
1049	3	19	4198002	2	1	0	100				1
1050	3	19	4198001	50	1	0	100				1
1051	3	19	4197002	3	1	0	100				1
1052	3	19	3000018	100	1	0	100				1
1053	3	19	4102902	1	1	0	100				1
1054	3	19	4102903	1	1	0	100				1
1055	3	19	4102901	1	1	0	100				1
1056	3	19	4100032	5	1	0	100				1
1057	3	19	4102502	20	2	0	200				1
1058	3	19	4102402	20	2	0	200				1
1059	3	19	4102301	40	2	0	200				1
1060	3	19	4102202	40	2	0	200				1
1061	3	19	4102102	40	2	0	200				1
1062	3	19	4101002	10	1	0	100				1
1063	3	20	5200057	1	1	1	1000	24	22	1	1
1064	3	20	4100031	5	1	0	50				1
1065	3	20	4101003	5	1	0	100				1
1066	3	20	4110001	10	3	0	300				1
1067	3	20	4198002	2	1	0	100				1
1068	3	20	4198001	50	1	0	100				1
1069	3	20	4197002	3	1	0	100				1
1070	3	20	3000018	100	1	0	100				1
1071	3	20	4102902	1	1	0	100				1
1072	3	20	4102903	1	1	0	100				1
1073	3	20	4102901	1	1	0	100				1
1074	3	20	4100032	5	1	0	100				1
1075	3	20	4102502	20	2	0	200				1
1076	3	20	4102402	20	2	0	200				1
1077	3	20	4102301	40	2	0	200				1
1078	3	20	4102202	40	2	0	200				1
1079	3	20	4102102	40	2	0	200				1
1080	3	20	4101002	10	1	0	100				1
1081	4	1	4190001	200	1	1	1000	24	5	1	1
1082	4	1	4100031	5	1	0	50				1
1083	4	1	4101003	5	1	0	100				1
1084	4	1	4110001	10	3	0	300				1
1085	4	1	4198002	2	1	0	100				1
1086	4	1	4198001	50	1	0	100				1
1087	4	1	4197002	3	1	0	100				1
1088	4	1	3000018	100	1	0	100				1
1089	4	1	4102902	1	1	0	100				1
1090	4	1	4102903	1	1	0	100				1
1091	4	1	4102901	1	1	0	100				1
1092	4	1	4100032	5	1	0	100				1
1093	4	1	4102502	20	2	0	200				1
1094	4	1	4102402	20	2	0	200				1
1095	4	1	4102301	40	2	0	200				1
1096	4	1	4102202	40	2	0	200				1
1097	4	1	4102102	40	2	0	200				1
1098	4	1	4101002	10	1	0	100				1
1099	4	2	4190004	100	1	1	1000	24	6	1	1
1100	4	2	4100031	5	1	0	50				1
1101	4	2	4101003	5	1	0	100				1
1102	4	2	4110001	10	3	0	300				1
1103	4	2	4198002	2	1	0	100				1
1104	4	2	4198001	50	1	0	100				1
1105	4	2	4197002	3	1	0	100				1
1106	4	2	3000018	100	1	0	100				1
1107	4	2	4102902	1	1	0	100				1
1108	4	2	4102903	1	1	0	100				1
1109	4	2	4102901	1	1	0	100				1
1110	4	2	4100032	5	1	0	100				1
1111	4	2	4102502	20	2	0	200				1
1112	4	2	4102402	20	2	0	200				1
1113	4	2	4102301	40	2	0	200				1
1114	4	2	4102202	40	2	0	200				1
1115	4	2	4102102	40	2	0	200				1
1116	4	2	4101002	10	1	0	100				1
1117	4	3	4190001	200	1	1	1000	24	7	1	1
1118	4	3	4100031	5	1	0	50				1
1119	4	3	4101003	5	1	0	100				1
1120	4	3	4110001	10	3	0	300				1
1121	4	3	4198002	2	1	0	100				1
1122	4	3	4198001	50	1	0	100				1
1123	4	3	4197002	3	1	0	100				1
1124	4	3	3000018	100	1	0	100				1
1125	4	3	4102902	1	1	0	100				1
1126	4	3	4102903	1	1	0	100				1
1127	4	3	4102901	1	1	0	100				1
1128	4	3	4100032	5	1	0	100				1
1129	4	3	4102502	20	2	0	200				1
1130	4	3	4102402	20	2	0	200				1
1131	4	3	4102301	40	2	0	200				1
1132	4	3	4102202	40	2	0	200				1
1133	4	3	4102102	40	2	0	200				1
1134	4	3	4101002	10	1	0	100				1
1135	4	4	4190004	100	1	1	1000	24	8	1	1
1136	4	4	4100031	5	1	0	50				1
1137	4	4	4101003	5	1	0	100				1
1138	4	4	4110001	10	3	0	300				1
1139	4	4	4198002	2	1	0	100				1
1140	4	4	4198001	50	1	0	100				1
1141	4	4	4197002	3	1	0	100				1
1142	4	4	3000018	100	1	0	100				1
1143	4	4	4102902	1	1	0	100				1
1144	4	4	4102903	1	1	0	100				1
1145	4	4	4102901	1	1	0	100				1
1146	4	4	4100032	5	1	0	100				1
1147	4	4	4102502	20	2	0	200				1
1148	4	4	4102402	20	2	0	200				1
1149	4	4	4102301	40	2	0	200				1
1150	4	4	4102202	40	2	0	200				1
1151	4	4	4102102	40	2	0	200				1
1152	4	4	4101002	10	1	0	100				1
1153	4	5	9000033	5	1	1	1000	24	13	1	1
1154	4	5	4100031	5	1	0	50				1
1155	4	5	4101003	5	1	0	100				1
1156	4	5	4110001	10	3	0	300				1
1157	4	5	4198002	2	1	0	100				1
1158	4	5	4198001	50	1	0	100				1
1159	4	5	4197002	3	1	0	100				1
1160	4	5	3000018	100	1	0	100				1
1161	4	5	4102902	1	1	0	100				1
1162	4	5	4102903	1	1	0	100				1
1163	4	5	4102901	1	1	0	100				1
1164	4	5	4100032	5	1	0	100				1
1165	4	5	4102502	20	2	0	200				1
1166	4	5	4102402	20	2	0	200				1
1167	4	5	4102301	40	2	0	200				1
1168	4	5	4102202	40	2	0	200				1
1169	4	5	4102102	40	2	0	200				1
1170	4	5	4101002	10	1	0	100				1
1171	4	6	4190001	200	1	1	1000	24	8	1	1
1172	4	6	4100031	5	1	0	50				1
1173	4	6	4101003	5	1	0	100				1
1174	4	6	4110001	10	3	0	300				1
1175	4	6	4198002	2	1	0	100				1
1176	4	6	4198001	50	1	0	100				1
1177	4	6	4197002	3	1	0	100				1
1178	4	6	3000018	100	1	0	100				1
1179	4	6	4102902	1	1	0	100				1
1180	4	6	4102903	1	1	0	100				1
1181	4	6	4102901	1	1	0	100				1
1182	4	6	4100032	5	1	0	100				1
1183	4	6	4102502	20	2	0	200				1
1184	4	6	4102402	20	2	0	200				1
1185	4	6	4102301	40	2	0	200				1
1186	4	6	4102202	40	2	0	200				1
1187	4	6	4102102	40	2	0	200				1
1188	4	6	4101002	10	1	0	100				1
1189	4	7	4190004	200	1	1	1000	24	9	1	1
1190	4	7	4100031	5	1	0	50				1
1191	4	7	4101003	5	1	0	100				1
1192	4	7	4110001	10	3	0	300				1
1193	4	7	4198002	2	1	0	100				1
1194	4	7	4198001	50	1	0	100				1
1195	4	7	4197002	3	1	0	100				1
1196	4	7	3000018	100	1	0	100				1
1197	4	7	4102902	1	1	0	100				1
1198	4	7	4102903	1	1	0	100				1
1199	4	7	4102901	1	1	0	100				1
1200	4	7	4100032	5	1	0	100				1
1201	4	7	4102502	20	2	0	200				1
1202	4	7	4102402	20	2	0	200				1
1203	4	7	4102301	40	2	0	200				1
1204	4	7	4102202	40	2	0	200				1
1205	4	7	4102102	40	2	0	200				1
1206	4	7	4101002	10	1	0	100				1
1207	4	8	4190001	200	1	1	1000	24	11	1	1
1208	4	8	4100031	5	1	0	50				1
1209	4	8	4101003	5	1	0	100				1
1210	4	8	4110001	10	3	0	300				1
1211	4	8	4198002	2	1	0	100				1
1212	4	8	4198001	50	1	0	100				1
1213	4	8	4197002	3	1	0	100				1
1214	4	8	3000018	100	1	0	100				1
1215	4	8	4102902	1	1	0	100				1
1216	4	8	4102903	1	1	0	100				1
1217	4	8	4102901	1	1	0	100				1
1218	4	8	4100032	5	1	0	100				1
1219	4	8	4102502	20	2	0	200				1
1220	4	8	4102402	20	2	0	200				1
1221	4	8	4102301	40	2	0	200				1
1222	4	8	4102202	40	2	0	200				1
1223	4	8	4102102	40	2	0	200				1
1224	4	8	4101002	10	1	0	100				1
1225	4	9	4190004	200	1	1	1000	24	13	1	1
1226	4	9	4100031	5	1	0	50				1
1227	4	9	4101003	5	1	0	100				1
1228	4	9	4110001	10	3	0	300				1
1229	4	9	4198002	2	1	0	100				1
1230	4	9	4198001	50	1	0	100				1
1231	4	9	4197002	3	1	0	100				1
1232	4	9	3000018	100	1	0	100				1
1233	4	9	4102902	1	1	0	100				1
1234	4	9	4102903	1	1	0	100				1
1235	4	9	4102901	1	1	0	100				1
1236	4	9	4100032	5	1	0	100				1
1237	4	9	4102502	20	2	0	200				1
1238	4	9	4102402	20	2	0	200				1
1239	4	9	4102301	40	2	0	200				1
1240	4	9	4102202	40	2	0	200				1
1241	4	9	4102102	40	2	0	200				1
1242	4	9	4101002	10	1	0	100				1
1243	4	10	9000033	5	1	1	1000	24	15	1	1
1244	4	10	4100031	5	1	0	50				1
1245	4	10	4101003	5	1	0	100				1
1246	4	10	4110001	10	3	0	300				1
1247	4	10	4198002	2	1	0	100				1
1248	4	10	4198001	50	1	0	100				1
1249	4	10	4197002	3	1	0	100				1
1250	4	10	3000018	100	1	0	100				1
1251	4	10	4102902	1	1	0	100				1
1252	4	10	4102903	1	1	0	100				1
1253	4	10	4102901	1	1	0	100				1
1254	4	10	4100032	5	1	0	100				1
1255	4	10	4102502	20	2	0	200				1
1256	4	10	4102402	20	2	0	200				1
1257	4	10	4102301	40	2	0	200				1
1258	4	10	4102202	40	2	0	200				1
1259	4	10	4102102	40	2	0	200				1
1260	4	10	4101002	10	1	0	100				1
1261	4	11	4190001	200	1	1	1000	24	10	1	1
1262	4	11	4100031	5	1	0	50				1
1263	4	11	4101003	5	1	0	100				1
1264	4	11	4110001	10	3	0	300				1
1265	4	11	4198002	2	1	0	100				1
1266	4	11	4198001	50	1	0	100				1
1267	4	11	4197002	3	1	0	100				1
1268	4	11	3000018	100	1	0	100				1
1269	4	11	4102902	1	1	0	100				1
1270	4	11	4102903	1	1	0	100				1
1271	4	11	4102901	1	1	0	100				1
1272	4	11	4100032	5	1	0	100				1
1273	4	11	4102502	20	2	0	200				1
1274	4	11	4102402	20	2	0	200				1
1275	4	11	4102301	40	2	0	200				1
1276	4	11	4102202	40	2	0	200				1
1277	4	11	4102102	40	2	0	200				1
1278	4	11	4101002	10	1	0	100				1
1279	4	12	4190004	500	1	1	1000	24	12	1	1
1280	4	12	4100031	5	1	0	50				1
1281	4	12	4101003	5	1	0	100				1
1282	4	12	4110001	10	3	0	300				1
1283	4	12	4198002	2	1	0	100				1
1284	4	12	4198001	50	1	0	100				1
1285	4	12	4197002	3	1	0	100				1
1286	4	12	3000018	100	1	0	100				1
1287	4	12	4102902	1	1	0	100				1
1288	4	12	4102903	1	1	0	100				1
1289	4	12	4102901	1	1	0	100				1
1290	4	12	4100032	5	1	0	100				1
1291	4	12	4102502	20	2	0	200				1
1292	4	12	4102402	20	2	0	200				1
1293	4	12	4102301	40	2	0	200				1
1294	4	12	4102202	40	2	0	200				1
1295	4	12	4102102	40	2	0	200				1
1296	4	12	4101002	10	1	0	100				1
1297	4	13	4190001	200	1	1	1000	24	14	1	1
1298	4	13	4100031	5	1	0	50				1
1299	4	13	4101003	5	1	0	100				1
1300	4	13	4110001	10	3	0	300				1
1301	4	13	4198002	2	1	0	100				1
1302	4	13	4198001	50	1	0	100				1
1303	4	13	4197002	3	1	0	100				1
1304	4	13	3000018	100	1	0	100				1
1305	4	13	4102902	1	1	0	100				1
1306	4	13	4102903	1	1	0	100				1
1307	4	13	4102901	1	1	0	100				1
1308	4	13	4100032	5	1	0	100				1
1309	4	13	4102502	20	2	0	200				1
1310	4	13	4102402	20	2	0	200				1
1311	4	13	4102301	40	2	0	200				1
1312	4	13	4102202	40	2	0	200				1
1313	4	13	4102102	40	2	0	200				1
1314	4	13	4101002	10	1	0	100				1
1315	4	14	4190004	500	1	1	1000	24	16	1	1
1316	4	14	4100031	5	1	0	50				1
1317	4	14	4101003	5	1	0	100				1
1318	4	14	4110001	10	3	0	300				1
1319	4	14	4198002	2	1	0	100				1
1320	4	14	4198001	50	1	0	100				1
1321	4	14	4197002	3	1	0	100				1
1322	4	14	3000018	100	1	0	100				1
1323	4	14	4102902	1	1	0	100				1
1324	4	14	4102903	1	1	0	100				1
1325	4	14	4102901	1	1	0	100				1
1326	4	14	4100032	5	1	0	100				1
1327	4	14	4102502	20	2	0	200				1
1328	4	14	4102402	20	2	0	200				1
1329	4	14	4102301	40	2	0	200				1
1330	4	14	4102202	40	2	0	200				1
1331	4	14	4102102	40	2	0	200				1
1332	4	14	4101002	10	1	0	100				1
1333	4	15	4105031	1	1	1	1000	24	20	1	1
1334	4	15	4100031	5	1	0	50				1
1335	4	15	4101003	5	1	0	100				1
1336	4	15	4110001	10	3	0	300				1
1337	4	15	4198002	2	1	0	100				1
1338	4	15	4198001	50	1	0	100				1
1339	4	15	4197002	3	1	0	100				1
1340	4	15	3000018	100	1	0	100				1
1341	4	15	4102902	1	1	0	100				1
1342	4	15	4102903	1	1	0	100				1
1343	4	15	4102901	1	1	0	100				1
1344	4	15	4100032	5	1	0	100				1
1345	4	15	4102502	20	2	0	200				1
1346	4	15	4102402	20	2	0	200				1
1347	4	15	4102301	40	2	0	200				1
