id	attackType	oneStarsPosition	oneStarsDirection	twoStarsPosition	twoStarsDirection	threeStarsPosition	threeStartDirection	threeStarsCam	mixTime	ifLook	ifOpenCam	ifLookTarget	endCam	skill3EndCam	status
62105003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			105003_skill2_TL_new	0	0	0	0	1	0	1
63105003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61105004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			105004_skill1_TL_new	0	0	0	0	1	0	1
62105004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			105004_skill2_TL_new	0	0	0	0	1	0	1
63105004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61105005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62105005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63105005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61105006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62105006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63105006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
64105006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61105008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			105008_skill1_TL_new	0	0	0	0	1	0	1
62105008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			105008_skill2_TL_new	0	0	0	0	1	0	1
63105008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61106001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			106001_skill1_TL_new	0	0	0	0	1	0	1
62106001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			106001_skill2_TL_new	0	0	0	0	1	0	1
63106001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61106002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			106002_skill1_TL_new	0	0	0	1	1	0	1
62106002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			106002_skill2_TL_new	0	0	0	0	1	0	1
63106002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61106003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62106003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63106003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61106004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62106004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63106004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61106005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62106005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63106005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61106006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62106006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63106006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61106008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			106008_skill1_TL_new	0	0	0	0	1	0	1
62106008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			106008_skill2_TL_new	0	0	0	0	1	0	1
63106008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61106009	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			106009_skill1_TL_new	0	0	0	0	1	0	1
62106009	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			106009_skill2_TL_new	0	0	0	0	1	0	1
63106009	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
64106009	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61106010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62106010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63106010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61106011	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			106011_skill1_TL_new	0	0	0	0	1	0	1
62106011	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			106011_skill2_TL_new	0	0	0	0	1	0	1
63106011	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
64106011	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61107001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62107001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63107001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61107002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	1	1	0	1
62107002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63107002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61107003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62107003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63107003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61107004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62107004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63107004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61107005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62107005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63107005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61107006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62107006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63107006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61107008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			107008_skill1_TL_new	0	0	0	0	1	0	1
62107008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			107008_skill2_TL_new	0	0	0	0	1	0	1
63107008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61107010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			107010_skill1_TL_new	0	0	0	0	1	0	1
62107010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			107010_skill2_TL_new	0	0	0	0	1	0	1
63107010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61108001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62108001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63108001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61108002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	1	1	0	1
62108002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63108002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61108003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62108003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63108003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61108004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62108004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63108004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61108005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62108005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63108005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61108006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			108006_skill1_TL_new	0	0	0	0	1	0	1
62108006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			108006_skill2_TL_new	0	0	0	0	1	0	1
63108006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
64108006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			108006_skill4_TL_new	0	0	0	0	1	0	1
65108006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			108006_skill5_TL_new	0	0	0	0	1	0	1
61108007	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			108007_skill1_TL_new	0	0	0	0	1	0	1
62108007	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			108007_skill2_TL_new	0	0	0	0	1	0	1
63108007	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
64108007	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			108007_skill4_TL_new	0	0	0	0	1	0	1
61108008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			108008_skill1_TL_new	0	0	0	0	1	0	1
62108008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			108008_skill2_TL_new	0	0	0	0	1	0	1
63108008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61109002	1	0;3;-6	0;2;0	0;3;-6	0;2;0			61100004	0	0	0	0	1	0	1
62109002	1	0;3;-6.5	0;2.2;0	0;3;-6.5	0;2.2;0			61100004	0	0	0	0	1	0	1
63109002	1	0;3;-6	0;1.5;0	0;3;-6	0;1.5;0			61100004	0	0	0	0	0	0	1
61109008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			109008_skill1_TL_new	0	0	0	0	1	0	1
62109008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			109008_skill2_TL_new	0	0	0	0	1	0	1
63109008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61110008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62110008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63110008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61111002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			111002_skill1_TL_new	0	0	0	0	1	0	1
62111002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			111002_skill2_TL_new	0	0	0	0	1	0	1
63111002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
64111002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
65111002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61111008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62111008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63111008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61112002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			112002_skill1_TL_new	0	0	0	0	1	0	1
62112002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			112002_skill2_TL_new	0	0	0	0	1	0	1
63112002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61112008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62112008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63112008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61113001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			113001_skill1_TL_new	0	0	0	0	1	0	1
62113001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			113001_skill2_TL_new	0	0	0	0	1	0	1
63113001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61113002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			113001_skill1_TL_new	0	0	0	0	1	0	1
62113002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			113001_skill2_TL_new	0	0	0	0	1	0	1
63113002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61113008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62113008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63113008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61114001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			114001_skill1_TL_new	0	0	0	0	1	0	1
62114001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			114001_skill2_TL_new	0	0	0	0	1	0	1
63114001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61114002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			114001_skill1_TL_new	0	0	0	0	1	0	1
62114002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			114001_skill2_TL_new	0	0	0	0	1	0	1
63114002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61114008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62114008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63114008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61115008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62115008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63115008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61116001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62116001	1	0;1.8;-6	0;1.5;0	0;1.8;-6	0;1.5;0			61100004	0	0	0	0	1	0	1
63116001	1	0;2.42;-5	0;1.84;0	0;2.42;-5	0;1.84;0			61100004	0	0	0	0	1	0	1
64116001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61116008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62116008	1	0;1.8;-6	0;1.5;0	0;1.8;-6	0;1.5;0			61100004	0	0	0	0	1	0	1
63116008	1	0;2.42;-5	0;1.84;0	0;2.42;-5	0;1.84;0			61100004	0	0	0	0	1	0	1
61117008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62117008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63117008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61119008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62119008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63119008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61120008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62120008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63120008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61122008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62122008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63122008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61123008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62123008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63123008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61125008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62125008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63125008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61127001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62127001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63127001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61127008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62127008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63127008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61129001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62129001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63129001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61129008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62129008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63129008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61130008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62130008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63130008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61131008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62131008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63131008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61133008	1	0;1.8;-6	0;1.5;0	0;1.8;-6	0;1.5;0			61100004	0	0	0	0	1	0	1
62133008	1	0;1.8;-6	0;1.5;0	0;1.8;-6	0;1.5;0			61100004	0	0	0	0	1	0	1
63133008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
64133008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61135008	1	0;1.8;-6	0;1.5;0	0;1.8;-6	0;1.5;0			61100004	0	0	0	0	1	0	1
62135008	1	0;1.8;-6	0;1.5;0	0;1.8;-6	0;1.5;0			61100004	0	0	0	0	1	0	1
63135008	1	0;2.42;-5	0;1.84;0	0;2.42;-5	0;1.84;0			61100004	0	0	0	0	1	0	1
61136008	1	0;1.8;-6	0;1.5;0	0;1.8;-6	0;1.5;0			61100004	0	0	0	0	1	0	1
62136008	1	0;1.8;-6	0;1.5;0	0;1.8;-6	0;1.5;0			61100004	0	0	0	0	1	0	1
63136008	1	0;2.42;-5	0;1.84;0	0;2.42;-5	0;1.84;0			61100004	0	0	0	0	1	0	1
61137008	1	0;1.8;-6	0;1.5;0	0;1.8;-6	0;1.5;0			61100004	0	0	0	0	1	0	1
62137008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63137008	1	0;2.42;-5	0;1.84;0	0;2.42;-5	0;1.84;0			61100004	0	0	0	0	1	0	1
61138001	1	0;1.8;-6	0;1.5;0	0;1.8;-6	0;1.5;0			61100004	0	0	0	0	1	0	1
62138001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63138001	1	0;2.42;-5	0;1.84;0	0;2.42;-5	0;1.84;0			61100004	0	0	0	0	1	0	1
61138008	1	0;1.8;-6	0;1.5;0	0;1.8;-6	0;1.5;0			61100004	0	0	0	0	1	0	1
62138008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63138008	1	0;2.42;-5	0;1.84;0	0;2.42;-5	0;1.84;0			61100004	0	0	0	0	1	0	1
61139008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62139008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63139008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61140008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62140008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63140008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61141008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62141008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63141008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61143008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62143008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63143008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61144008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62144008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63144008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61144001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62144001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
64144001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63144001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61149008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62149008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63149008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61152008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62152008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63152008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61801008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62801008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63801008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61802008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
