id	sceneId	camera	cameraDirection	battleCamera	battleCameraDirection	superCamera	superCameraDirection	superBattleCamera	superBattleCameraDirection	Switchover	uiWeight	superUiWeight	battleWeight	superBattleWeight	roleDirection	monsterDirection	directionFocus	sky	sceneEffect	sceneCam	enemyAoe	enemyAoeRotation	teamAoe	teamAoeRotation	roleSummon	roleSummonDirection	enemySummon	enemySummonDirection	catPosition	catDirection	rolePosition	enemyPosition	sceneCenter	view	voiceId	blockIndex	surroundingsId	enterCamera	enterSound	whetherBoss	cameraFuse	catEndCam	Limit	teamBg	regionBg	lateUpdateScript	ifRepertory	catEnd	towerScript	enemyLightDirection	status	address1	address1_zh_TW	address1_en_UK	address1_ja_JP	address1_ko_KR	address1_th_TH	address2	address2_zh_TW	address2_en_UK	address2_ja_JP	address2_ko_KR	address2_th_TH
20301	BFightmap03	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_BF03		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:BFightmap03	91:BG_BFightmap03		1	0,0,0;0,0,0			1	功能	功能	Feature	機能	기능	ฟังก์ชัน	绪晶空间	緒晶空間	Pathite Space	緒晶空間	이모션 크리스털 공간	พื้นที่พาไธต์
20401	BFightmap04	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.219795	bgm_battle_05		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:BFightmap04	91:BG_BFightmap04		1	0,0,0;0,0,0			1	南港区	南港區	Southport	南港区	사우스포트	เขตทะเลใต้	依依工厂的场景	依依工廠的場景	Elle Factory	Pending依依工厂的场景	엘리 공장의 풍경	ฉากโรงงานเอลลี่
20402	BFightmap1004	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_op_disorder		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap01	91:BG_fightmap01		1	0,0,0;0,0,0			1												
20501	BFightmap05	6.8;3.82;9.43	22.34005;208.59;0	5.7;2;9.07	7.04;193.21;0	6.8;3.82;9.43	22.34005;208.59;0	5.7;2;9.07	7.04;193.21;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	5.49;0;11.74	1	0	600001	2.83;0;-5.64	0;0;0	4.5;0;5.8	0;0;0	8.57;0;3.432093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-2.03,0,5.55;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-2.5,0,-4.05;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	3.62;0;-0.05	76.93446	bgm_battle_BF05		0	0		1	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:BFightmap05	91:BG_BFightmap05		1	0,0,0;0,0,0			1	南港区	南港區	Southport	南港区	사우스포트	เขตทะเลใต้	被破坏的厂区平地	被破壞的廠區平地	Ruined Plant Plain	破壊された工場敷地	파괴된 공장 지역	พื้นที่​โรงงาน​ที่​ถูก​ทํา​ลาย​
20502	BFightmap05	6.8;3.82;9.43	22.34005;208.59;0	5.7;2;9.07	7.04;193.21;0	6.8;3.82;9.43	22.34005;208.59;0	5.7;2;9.07	7.04;193.21;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	5.49;0;11.74	1	0	600001	2.83;0;-5.64	0;0;0	4.5;0;5.8	0;0;0	8.57;0;3.432093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-2.03,0,5.55;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-2.5,0,-4.05;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	3.62;0;-0.05	76.93446	bgm_battle_BF05		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:BFightmap05	91:BG_BFightmap05		1	0,0,0;0,0,0			1												
23701	fightmap1037	5.84;4.6;16.09	20.3;204.6;0	4.15;3.1;14.6	14.10006;189.55;359.61	5.84;4.6;16.09	20.3;204.6;0	4.15;3.1;14.6	14.10006;189.55;359.61	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	4.37;0;17.54	1	0	600001	1.68;0;1.86	0;0;0	3.1;0;9.9	0;0;0	6.72;0;7.76	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-3.4,0,9.7;0,10.68,0;9.9,0,1.63,0;7.59,0,2.04,0;5.36,0,1.9,0;3.03,0,1.46,0	-3.76,0,3.88;0,6.55,0;11.98,0,-1.524945,0;7.97,0,-1.773118,0;3.35,0,-1.184777,0;-0.5,0,0.07278576,0	2.49;0;6.27	57.22092	bgm_battle_jietoutuya		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap1037	91:BG_fightmap1037		1	0,0,0;0,0,0			1	离岛区	離島區	Castaway Island	離島区	캐스터웨이 섬	เขตเกาะนอกชายฝั่ง	拍卖行	拍賣行	Auction House	競売所	경매장	โรงประมูล
30101	fightmap_VR01	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.219795	bgm_battle_VR01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR01	91:BG_fightmap_VR01		1	0,0,0;0,0,0			1	功能	功能	Feature	機能	기능	ฟังก์ชัน	虚数空间α	虛數空間α	Mirage Domain α	虚数空間α	허수 공간 α	มิติอัลฟ่า α
30102	fightmap_VR01	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.219795	bgm_battle_VR01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR01	91:BG_fightmap_VR01		1	0,0,0;0,0,0			1	功能	功能	Feature	機能	기능	ฟังก์ชัน	虚数空间α变种	虛數空間α變種	Altered Mirage Domain α	虚数空間α変種	허수 공간 α 변종	ตัวแปรมิติอัลฟ่า α
30103	fightmap_VR01_02	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	16.747215	bgm_battle_VR01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR01	91:BG_fightmap_VR01		1	0,0,0;0,0,0			1	功能	功能	Feature	機能	기능	ฟังก์ชัน	虚数空间α变种	虛數空間α變種	Altered Mirage Domain α	虚数空間α変種	허수 공간 α 변종	ตัวแปรมิติอัลฟ่า α
30104	fightmap_VR01_03	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	16.747215	bgm_battle_VR01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR01	91:BG_fightmap_VR01		1	0,0,0;0,0,0			1	功能	功能	Feature	機能	기능	ฟังก์ชัน	虚数空间α变种	虛數空間α變種	Altered Mirage Domain α	虚数空間α変種	허수 공간 α 변종	ตัวแปรมิติอัลฟ่า α
30105	fightmap_VR01_04	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	16.747215	bgm_battle_VR01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR01	91:BG_fightmap_VR01		1	0,0,0;0,0,0			1	功能	功能	Feature	機能	기능	ฟังก์ชัน	虚数空间α变种	虛數空間α變種	Altered Mirage Domain α	虚数空間α変種	허수 공간 α 변종	ตัวแปรมิติอัลฟ่า α
30106	fightmap_VR01_05	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	16.747215	bgm_battle_VR01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR01	91:BG_fightmap_VR01		1	0,0,0;0,0,0			1	功能	功能	Feature	機能	기능	ฟังก์ชัน	虚数空间α变种	虛數空間α變種	Altered Mirage Domain α	虚数空間α変種	허수 공간 α 변종	ตัวแปรมิติอัลฟ่า α
30107	fightmap_VR01_06	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	16.747215	bgm_battle_VR01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR01	91:BG_fightmap_VR01		1	0,0,0;0,0,0			1	功能	功能	Feature	機能	기능	ฟังก์ชัน	虚数空间α变种	虛數空間α變種	Altered Mirage Domain α	虚数空間α変種	허수 공간 α 변종	ตัวแปรมิติอัลฟ่า α
30108	fightmap_VR01_07	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	16.747215	bgm_battle_VR01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR01	91:BG_fightmap_VR01		1	0,0,0;0,0,0			1	功能	功能	Feature	機能	기능	ฟังก์ชัน	虚数空间α变种	虛數空間α變種	Altered Mirage Domain α	虚数空間α変種	허수 공간 α 변종	ตัวแปรมิติอัลฟ่า α
30109	fightmap_VR01_08	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	16.747215	bgm_battle_VR01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR01	91:BG_fightmap_VR01		1	0,0,0;0,0,0			1	功能	功能	Feature	機能	기능	ฟังก์ชัน	虚数空间α变种	虛數空間α變種	Altered Mirage Domain α	虚数空間α変種	허수 공간 α 변종	ตัวแปรมิติอัลฟ่า α
30110	fightmap_VR01_09	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	16.747215	bgm_battle_VR01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR01	91:BG_fightmap_VR01		1	0,0,0;0,0,0			1	功能	功能	Feature	機能	기능	ฟังก์ชัน	虚数空间α变种	虛數空間α變種	Altered Mirage Domain α	虚数空間α変種	허수 공간 α 변종	ตัวแปรมิติอัลฟ่า α
30202	fightmap_VR02_01	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	16.747215	bgm_battle_VR01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR02	91:BG_fightmap_VR02		1	0,0,0;0,0,0			1	功能	功能	Feature	機能	기능	ฟังก์ชัน	虚数空间β变种	虛數空間β變種	Altered Mirage Domain β	虚数空間β変種	허수 공간 β 변종	ตัวแปรมิติอัลฟ่า β
30203	fightmap_VR02_02	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	16.747215	bgm_battle_VR01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR02	91:BG_fightmap_VR02		1	0,0,0;0,0,0			1	功能	功能	Feature	機能	기능	ฟังก์ชัน	虚数空间β变种	虛數空間β變種	Altered Mirage Domain β	虚数空間β変種	허수 공간 β 변종	ตัวแปรมิติอัลฟ่า β
30204	fightmap_VR02_03	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	16.747215	bgm_battle_VR01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR02	91:BG_fightmap_VR02		1	0,0,0;0,0,0			1	功能	功能	Feature	機能	기능	ฟังก์ชัน	虚数空间β变种	虛數空間β變種	Altered Mirage Domain β	虚数空間β変種	허수 공간 β 변종	ตัวแปรมิติอัลฟ่า β
30205	fightmap_VR02_04	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	16.747215	bgm_battle_VR01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR02	91:BG_fightmap_VR02		1	0,0,0;0,0,0			1	功能	功能	Feature	機能	기능	ฟังก์ชัน	虚数空间β变种	虛數空間β變種	Altered Mirage Domain β	虚数空間β変種	허수 공간 β 변종	ตัวแปรมิติอัลฟ่า β
30206	fightmap_VR02_05	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	16.747215	bgm_battle_VR01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR02	91:BG_fightmap_VR02		1	0,0,0;0,0,0			1	功能	功能	Feature	機能	기능	ฟังก์ชัน	虚数空间β变种	虛數空間β變種	Altered Mirage Domain β	虚数空間β変種	허수 공간 β 변종	ตัวแปรมิติอัลฟ่า β
30207	fightmap_VR02_06	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	16.747215	bgm_battle_VR01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR02	91:BG_fightmap_VR02		1	0,0,0;0,0,0			1	功能	功能	Feature	機能	기능	ฟังก์ชัน	虚数空间β变种	虛數空間β變種	Altered Mirage Domain β	虚数空間β変種	허수 공간 β 변종	ตัวแปรมิติอัลฟ่า β
30208	fightmap_VR02_07	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	16.747215	bgm_battle_VR01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR02	91:BG_fightmap_VR02		1	0,0,0;0,0,0			1	功能	功能	Feature	機能	기능	ฟังก์ชัน	虚数空间β变种	虛數空間β變種	Altered Mirage Domain β	虚数空間β変種	허수 공간 β 변종	ตัวแปรมิติอัลฟ่า β
30209	fightmap_VR02_08	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	16.747215	bgm_battle_VR01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap_VR02	91:BG_fightmap_VR02		1	0,0,0;0,0,0			1	功能	功能	Feature	機能	기능	ฟังก์ชัน	虚数空间β变种	虛數空間β變種	Altered Mirage Domain β	虚数空間β変種	허수 공간 β 변종	ตัวแปรมิติอัลฟ่า β
