id	talentId	level	attAddTypeId	param1	param2	param3	attAddNum	buffId	costItem	costNum	combat	status	descrp	descrp_zh_TW	descrp_en_UK	descrp_ja_JP	descrp_ko_KR	descrp_th_TH
99	1010901	3	3	3			0.006		4119001	20	45	1	初始品质为SSR的战斗员提供的助战位加成提升_num_	初始品質為SSR的戰鬥員提供的助戰位加成提升_num_	Assist Bonus provided by the Combatant with an initial Grade of SSR +_num_	レアリティSSRの戦闘員からのサポートボーナス＋_num_	태생 등급이 SSR인 전투원이 제공하는 서포터 버프 +_num_	โบนัส​ช่อง​ซัพพอร์ต​ของ​ตัวละคร​ที่​มีระดับ​เริ่มต้น​ SSR​ +_num_​
100	1011001	1	1	2	3		0.012	60101004_1	4119001	10	25	1	绿色情绪战斗员克制伤害提升_num_	綠色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Green Pathos Combatant +_num_	グリーン属性の戦闘員の有利属性ダメージ＋_num_	그린 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​เขียว​ +_num_​
101	1011001	2	1	2	3		0.024	60101004_2	4119001	10	38	1	绿色情绪战斗员克制伤害提升_num_	綠色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Green Pathos Combatant +_num_	グリーン属性の戦闘員の有利属性ダメージ＋_num_	그린 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​เขียว​ +_num_​
102	1011001	3	1	2	3		0.036	60101004_3	4119001	11	48	1	绿色情绪战斗员克制伤害提升_num_	綠色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Green Pathos Combatant +_num_	グリーン属性の戦闘員の有利属性ダメージ＋_num_	그린 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​เขียว​ +_num_​
103	1011001	4	1	2	3		0.048	60101004_4	4119001	11	57	1	绿色情绪战斗员克制伤害提升_num_	綠色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Green Pathos Combatant +_num_	グリーン属性の戦闘員の有利属性ダメージ＋_num_	그린 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​เขียว​ +_num_​
104	1011001	5	1	2	3		0.06	60101004_5	4119001	12	65	1	绿色情绪战斗员克制伤害提升_num_	綠色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Green Pathos Combatant +_num_	グリーン属性の戦闘員の有利属性ダメージ＋_num_	그린 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​เขียว​ +_num_​
105	1011002	1	1	1	2		0.012	60201004_1	4119001	10	25	1	红色情绪战斗员克制伤害提升_num_	紅色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Red Pathos Combatant +_num_	レッド属性の戦闘員の有利属性ダメージ＋_num_	레드 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​แดง​ +_num_​
106	1011002	2	1	1	2		0.024	60201004_2	4119001	10	38	1	红色情绪战斗员克制伤害提升_num_	紅色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Red Pathos Combatant +_num_	レッド属性の戦闘員の有利属性ダメージ＋_num_	레드 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​แดง​ +_num_​
107	1011002	3	1	1	2		0.036	60201004_3	4119001	11	48	1	红色情绪战斗员克制伤害提升_num_	紅色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Red Pathos Combatant +_num_	レッド属性の戦闘員の有利属性ダメージ＋_num_	레드 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​แดง​ +_num_​
108	1011002	4	1	1	2		0.048	60201004_4	4119001	11	57	1	红色情绪战斗员克制伤害提升_num_	紅色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Red Pathos Combatant +_num_	レッド属性の戦闘員の有利属性ダメージ＋_num_	레드 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​แดง​ +_num_​
109	1011002	5	1	1	2		0.06	60201004_5	4119001	12	65	1	红色情绪战斗员克制伤害提升_num_	紅色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Red Pathos Combatant +_num_	レッド属性の戦闘員の有利属性ダメージ＋_num_	레드 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​แดง​ +_num_​
110	1011003	1	1	3	1		0.012	60301004_1	4119001	10	25	1	蓝色情绪战斗员克制伤害提升_num_	藍色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Blue Pathos Combatant +_num_	ブルー属性の戦闘員の有利属性ダメージ＋_num_	블루 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​น้ำเงิน​ +_num_​
111	1011003	2	1	3	1		0.024	60301004_2	4119001	10	38	1	蓝色情绪战斗员克制伤害提升_num_	藍色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Blue Pathos Combatant +_num_	ブルー属性の戦闘員の有利属性ダメージ＋_num_	블루 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​น้ำเงิน​ +_num_​
112	1011003	3	1	3	1		0.036	60301004_3	4119001	11	48	1	蓝色情绪战斗员克制伤害提升_num_	藍色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Blue Pathos Combatant +_num_	ブルー属性の戦闘員の有利属性ダメージ＋_num_	블루 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​น้ำเงิน​ +_num_​
113	1011003	4	1	3	1		0.048	60301004_4	4119001	11	57	1	蓝色情绪战斗员克制伤害提升_num_	藍色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Blue Pathos Combatant +_num_	ブルー属性の戦闘員の有利属性ダメージ＋_num_	블루 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​น้ำเงิน​ +_num_​
114	1011003	5	1	3	1		0.06	60301004_5	4119001	12	65	1	蓝色情绪战斗员克制伤害提升_num_	藍色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Blue Pathos Combatant +_num_	ブルー属性の戦闘員の有利属性ダメージ＋_num_	블루 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​น้ำเงิน​ +_num_​
115	1011101	1	2	2	1		0.012	60202004_1	4119001	11	26	1	战斗员被红色情绪克制伤害减少_num_	戰鬥員被紅色情緒克制傷害減少_num_	Counter DMG received from Red Pathos Combatant -_num_	不利属性・レッドの敵から受けるダメージ−_num_	전투원의 레드 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะทาง​พาโธส​แดง​ที่​ตัวละคร​ได้​รับ​ -_num_
116	1011101	2	2	2	1		0.024	60202004_2	4119001	11	40	1	战斗员被红色情绪克制伤害减少_num_	戰鬥員被紅色情緒克制傷害減少_num_	Counter DMG received from Red Pathos Combatant -_num_	不利属性・レッドの敵から受けるダメージ−_num_	전투원의 레드 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะทาง​พาโธส​แดง​ที่​ตัวละคร​ได้​รับ​ -_num_
117	1011101	3	2	2	1		0.036	60202004_3	4119001	12	51	1	战斗员被红色情绪克制伤害减少_num_	戰鬥員被紅色情緒克制傷害減少_num_	Counter DMG received from Red Pathos Combatant -_num_	不利属性・レッドの敵から受けるダメージ−_num_	전투원의 레드 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะทาง​พาโธส​แดง​ที่​ตัวละคร​ได้​รับ​ -_num_
118	1011101	4	2	2	1		0.048	60202004_4	4119001	12	61	1	战斗员被红色情绪克制伤害减少_num_	戰鬥員被紅色情緒克制傷害減少_num_	Counter DMG received from Red Pathos Combatant -_num_	不利属性・レッドの敵から受けるダメージ−_num_	전투원의 레드 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะทาง​พาโธส​แดง​ที่​ตัวละคร​ได้​รับ​ -_num_
119	1011101	5	2	2	1		0.06	60202004_5	4119001	13	69	1	战斗员被红色情绪克制伤害减少_num_	戰鬥員被紅色情緒克制傷害減少_num_	Counter DMG received from Red Pathos Combatant -_num_	不利属性・レッドの敵から受けるダメージ−_num_	전투원의 레드 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะทาง​พาโธส​แดง​ที่​ตัวละคร​ได้​รับ​ -_num_
120	1011102	1	2	1	3		0.012	60302004_1	4119001	11	26	1	战斗员被蓝色情绪克制伤害减少_num_	戰鬥員被藍色情緒克制傷害減少_num_	Counter DMG received from Blue Pathos Combatant -_num_	不利属性・ブルーの敵から受けるダメージ−_num_	전투원의 블루 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​น้ำเงิน​ที่​ตัวละคร​ได้​รับ​ -_num_
121	1011102	2	2	1	3		0.024	60302004_2	4119001	11	40	1	战斗员被蓝色情绪克制伤害减少_num_	戰鬥員被藍色情緒克制傷害減少_num_	Counter DMG received from Blue Pathos Combatant -_num_	不利属性・ブルーの敵から受けるダメージ−_num_	전투원의 블루 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​น้ำเงิน​ที่​ตัวละคร​ได้​รับ​ -_num_
122	1011102	3	2	1	3		0.036	60302004_3	4119001	12	51	1	战斗员被蓝色情绪克制伤害减少_num_	戰鬥員被藍色情緒克制傷害減少_num_	Counter DMG received from Blue Pathos Combatant -_num_	不利属性・ブルーの敵から受けるダメージ−_num_	전투원의 블루 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​น้ำเงิน​ที่​ตัวละคร​ได้​รับ​ -_num_
123	1011102	4	2	1	3		0.048	60302004_4	4119001	12	61	1	战斗员被蓝色情绪克制伤害减少_num_	戰鬥員被藍色情緒克制傷害減少_num_	Counter DMG received from Blue Pathos Combatant -_num_	不利属性・ブルーの敵から受けるダメージ−_num_	전투원의 블루 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​น้ำเงิน​ที่​ตัวละคร​ได้​รับ​ -_num_
124	1011102	5	2	1	3		0.06	60302004_5	4119001	13	69	1	战斗员被蓝色情绪克制伤害减少_num_	戰鬥員被藍色情緒克制傷害減少_num_	Counter DMG received from Blue Pathos Combatant -_num_	不利属性・ブルーの敵から受けるダメージ−_num_	전투원의 블루 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​น้ำเงิน​ที่​ตัวละคร​ได้​รับ​ -_num_
125	1011103	1	2	3	2		0.012	60102004_1	4119001	11	26	1	战斗员被绿色情绪克制伤害减少_num_	戰鬥員被綠色情緒克制傷害減少_num_	Counter DMG received from Green Pathos Combatant -_num_	不利属性・グリーンの敵から受けるダメージ－−_num_	전투원의 그린 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​เขียว​ที่​ตัวละคร​ได้​รับ​ -_num_
126	1011103	2	2	3	2		0.024	60102004_2	4119001	11	40	1	战斗员被绿色情绪克制伤害减少_num_	戰鬥員被綠色情緒克制傷害減少_num_	Counter DMG received from Green Pathos Combatant -_num_	不利属性・グリーンの敵から受けるダメージ－−_num_	전투원의 그린 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​เขียว​ที่​ตัวละคร​ได้​รับ​ -_num_
127	1011103	3	2	3	2		0.036	60102004_3	4119001	12	51	1	战斗员被绿色情绪克制伤害减少_num_	戰鬥員被綠色情緒克制傷害減少_num_	Counter DMG received from Green Pathos Combatant -_num_	不利属性・グリーンの敵から受けるダメージ－−_num_	전투원의 그린 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​เขียว​ที่​ตัวละคร​ได้​รับ​ -_num_
128	1011103	4	2	3	2		0.048	60102004_4	4119001	12	61	1	战斗员被绿色情绪克制伤害减少_num_	戰鬥員被綠色情緒克制傷害減少_num_	Counter DMG received from Green Pathos Combatant -_num_	不利属性・グリーンの敵から受けるダメージ－−_num_	전투원의 그린 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​เขียว​ที่​ตัวละคร​ได้​รับ​ -_num_
129	1011103	5	2	3	2		0.06	60102004_5	4119001	13	69	1	战斗员被绿色情绪克制伤害减少_num_	戰鬥員被綠色情緒克制傷害減少_num_	Counter DMG received from Green Pathos Combatant -_num_	不利属性・グリーンの敵から受けるダメージ－−_num_	전투원의 그린 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​เขียว​ที่​ตัวละคร​ได้​รับ​ -_num_
130	1011201	1	3	1			0.007		4119001	24	28	1	初始品质为R的战斗员提供的助战位加成提升_num_	初始品質為R的戰鬥員提供的助戰位加成提升_num_	Assist Bonus provided by the Combatant with an initial Grade of R +_num_	レアリティRの戦闘員からのサポートボーナス＋_num_	태생 등급이 R인 전투원이 제공하는 서포터 버프 +_num_	โบนัส​ช่อง​ซัพพอร์ต​ของ​ตัวละคร​ที่​มีระดับ​เริ่มต้น​ R​ +_num_​
131	1011201	2	3	2			0.007		4119001	24	42	1	初始品质为SR的战斗员提供的助战位加成提升_num_	初始品質為SR的戰鬥員提供的助戰位加成提升_num_	Assist Bonus provided by the Combatant with an initial Grade of SR +_num_	レアリティSRの戦闘員からのサポートボーナス＋_num_	태생 등급이 SR인 전투원이 제공하는 서포터 버프 +_num_	โบนัส​ช่อง​ซัพพอร์ต​ของ​ตัวละคร​ที่​มีระดับ​เริ่มต้น​ SR​ +_num_​
132	1011201	3	3	3			0.007		4119001	26	54	1	初始品质为SSR的战斗员提供的助战位加成提升_num_	初始品質為SSR的戰鬥員提供的助戰位加成提升_num_	Assist Bonus provided by the Combatant with an initial Grade of SSR +_num_	レアリティSSRの戦闘員からのサポートボーナス＋_num_	태생 등급이 SSR인 전투원이 제공하는 서포터 버프 +_num_	โบนัส​ช่อง​ซัพพอร์ต​ของ​ตัวละคร​ที่​มีระดับ​เริ่มต้น​ SSR​ +_num_​
133	1011301	1	1	2	3		0.016	60101005_1	4119001	13	29	1	绿色情绪战斗员克制伤害提升_num_	綠色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Green Pathos Combatant +_num_	グリーン属性の戦闘員の有利属性ダメージ＋_num_	그린 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​เขียว​ +_num_​
134	1011301	2	1	2	3		0.032	60101005_2	4119001	13	44	1	绿色情绪战斗员克制伤害提升_num_	綠色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Green Pathos Combatant +_num_	グリーン属性の戦闘員の有利属性ダメージ＋_num_	그린 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​เขียว​ +_num_​
135	1011301	3	1	2	3		0.048	60101005_3	4119001	14	56	1	绿色情绪战斗员克制伤害提升_num_	綠色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Green Pathos Combatant +_num_	グリーン属性の戦闘員の有利属性ダメージ＋_num_	그린 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​เขียว​ +_num_​
136	1011301	4	1	2	3		0.064	60101005_4	4119001	14	67	1	绿色情绪战斗员克制伤害提升_num_	綠色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Green Pathos Combatant +_num_	グリーン属性の戦闘員の有利属性ダメージ＋_num_	그린 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​เขียว​ +_num_​
137	1011301	5	1	2	3		0.08	60101005_5	4119001	15	77	1	绿色情绪战斗员克制伤害提升_num_	綠色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Green Pathos Combatant +_num_	グリーン属性の戦闘員の有利属性ダメージ＋_num_	그린 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​เขียว​ +_num_​
138	1011302	1	1	1	2		0.016	60201005_1	4119001	13	29	1	红色情绪战斗员克制伤害提升_num_	紅色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Red Pathos Combatant +_num_	レッド属性の戦闘員の有利属性ダメージ＋_num_	레드 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​แดง​ +_num_​
139	1011302	2	1	1	2		0.032	60201005_2	4119001	13	44	1	红色情绪战斗员克制伤害提升_num_	紅色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Red Pathos Combatant +_num_	レッド属性の戦闘員の有利属性ダメージ＋_num_	레드 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​แดง​ +_num_​
140	1011302	3	1	1	2		0.048	60201005_3	4119001	14	56	1	红色情绪战斗员克制伤害提升_num_	紅色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Red Pathos Combatant +_num_	レッド属性の戦闘員の有利属性ダメージ＋_num_	레드 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​แดง​ +_num_​
141	1011302	4	1	1	2		0.064	60201005_4	4119001	14	67	1	红色情绪战斗员克制伤害提升_num_	紅色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Red Pathos Combatant +_num_	レッド属性の戦闘員の有利属性ダメージ＋_num_	레드 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​แดง​ +_num_​
142	1011302	5	1	1	2		0.08	60201005_5	4119001	15	77	1	红色情绪战斗员克制伤害提升_num_	紅色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Red Pathos Combatant +_num_	レッド属性の戦闘員の有利属性ダメージ＋_num_	레드 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​แดง​ +_num_​
143	1011303	1	1	3	1		0.016	60301005_1	4119001	13	29	1	蓝色情绪战斗员克制伤害提升_num_	藍色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Blue Pathos Combatant +_num_	ブルー属性の戦闘員の有利属性ダメージ＋_num_	블루 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​น้ำเงิน​ +_num_​
144	1011303	2	1	3	1		0.032	60301005_2	4119001	13	44	1	蓝色情绪战斗员克制伤害提升_num_	藍色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Blue Pathos Combatant +_num_	ブルー属性の戦闘員の有利属性ダメージ＋_num_	블루 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​น้ำเงิน​ +_num_​
145	1011303	3	1	3	1		0.048	60301005_3	4119001	14	56	1	蓝色情绪战斗员克制伤害提升_num_	藍色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Blue Pathos Combatant +_num_	ブルー属性の戦闘員の有利属性ダメージ＋_num_	블루 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​น้ำเงิน​ +_num_​
146	1011303	4	1	3	1		0.064	60301005_4	4119001	14	67	1	蓝色情绪战斗员克制伤害提升_num_	藍色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Blue Pathos Combatant +_num_	ブルー属性の戦闘員の有利属性ダメージ＋_num_	블루 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​น้ำเงิน​ +_num_​
147	1011303	5	1	3	1		0.08	60301005_5	4119001	15	77	1	蓝色情绪战斗员克制伤害提升_num_	藍色情緒戰鬥員克制傷害提升_num_	Counter DMG dealt by Blue Pathos Combatant +_num_	ブルー属性の戦闘員の有利属性ダメージ＋_num_	블루 이모션 전투원 역상성 대미지 +_num_	ดา​เม​จ​ชนะ​ทาง​ของ​ตัวละคร​พา​โธส​น้ำเงิน​ +_num_​
148	1011401	1	2	2	1		0.016	60202005_1	4119001	14	30	1	战斗员被红色情绪克制伤害减少_num_	戰鬥員被紅色情緒克制傷害減少_num_	Counter DMG received from Red Pathos Combatant -_num_	不利属性・レッドの敵から受けるダメージ−_num_	전투원의 레드 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะทาง​พาโธส​แดง​ที่​ตัวละคร​ได้​รับ​ -_num_
149	1011401	2	2	2	1		0.032	60202005_2	4119001	14	46	1	战斗员被红色情绪克制伤害减少_num_	戰鬥員被紅色情緒克制傷害減少_num_	Counter DMG received from Red Pathos Combatant -_num_	不利属性・レッドの敵から受けるダメージ−_num_	전투원의 레드 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะทาง​พาโธส​แดง​ที่​ตัวละคร​ได้​รับ​ -_num_
150	1011401	3	2	2	1		0.048	60202005_3	4119001	15	59	1	战斗员被红色情绪克制伤害减少_num_	戰鬥員被紅色情緒克制傷害減少_num_	Counter DMG received from Red Pathos Combatant -_num_	不利属性・レッドの敵から受けるダメージ−_num_	전투원의 레드 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะทาง​พาโธส​แดง​ที่​ตัวละคร​ได้​รับ​ -_num_
151	1011401	4	2	2	1		0.064	60202005_4	4119001	15	70	1	战斗员被红色情绪克制伤害减少_num_	戰鬥員被紅色情緒克制傷害減少_num_	Counter DMG received from Red Pathos Combatant -_num_	不利属性・レッドの敵から受けるダメージ−_num_	전투원의 레드 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะทาง​พาโธส​แดง​ที่​ตัวละคร​ได้​รับ​ -_num_
152	1011401	5	2	2	1		0.08	60202005_5	4119001	16	80	1	战斗员被红色情绪克制伤害减少_num_	戰鬥員被紅色情緒克制傷害減少_num_	Counter DMG received from Red Pathos Combatant -_num_	不利属性・レッドの敵から受けるダメージ−_num_	전투원의 레드 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะทาง​พาโธส​แดง​ที่​ตัวละคร​ได้​รับ​ -_num_
153	1011402	1	2	1	3		0.016	60302005_1	4119001	14	30	1	战斗员被蓝色情绪克制伤害减少_num_	戰鬥員被藍色情緒克制傷害減少_num_	Counter DMG received from Blue Pathos Combatant -_num_	不利属性・ブルーの敵から受けるダメージ−_num_	전투원의 블루 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​น้ำเงิน​ที่​ตัวละคร​ได้​รับ​ -_num_
154	1011402	2	2	1	3		0.032	60302005_2	4119001	14	46	1	战斗员被蓝色情绪克制伤害减少_num_	戰鬥員被藍色情緒克制傷害減少_num_	Counter DMG received from Blue Pathos Combatant -_num_	不利属性・ブルーの敵から受けるダメージ−_num_	전투원의 블루 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​น้ำเงิน​ที่​ตัวละคร​ได้​รับ​ -_num_
155	1011402	3	2	1	3		0.048	60302005_3	4119001	15	59	1	战斗员被蓝色情绪克制伤害减少_num_	戰鬥員被藍色情緒克制傷害減少_num_	Counter DMG received from Blue Pathos Combatant -_num_	不利属性・ブルーの敵から受けるダメージ−_num_	전투원의 블루 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​น้ำเงิน​ที่​ตัวละคร​ได้​รับ​ -_num_
156	1011402	4	2	1	3		0.064	60302005_4	4119001	15	70	1	战斗员被蓝色情绪克制伤害减少_num_	戰鬥員被藍色情緒克制傷害減少_num_	Counter DMG received from Blue Pathos Combatant -_num_	不利属性・ブルーの敵から受けるダメージ−_num_	전투원의 블루 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​น้ำเงิน​ที่​ตัวละคร​ได้​รับ​ -_num_
157	1011402	5	2	1	3		0.08	60302005_5	4119001	16	80	1	战斗员被蓝色情绪克制伤害减少_num_	戰鬥員被藍色情緒克制傷害減少_num_	Counter DMG received from Blue Pathos Combatant -_num_	不利属性・ブルーの敵から受けるダメージ−_num_	전투원의 블루 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​น้ำเงิน​ที่​ตัวละคร​ได้​รับ​ -_num_
158	1011403	1	2	3	2		0.016	60102005_1	4119001	14	30	1	战斗员被绿色情绪克制伤害减少_num_	戰鬥員被綠色情緒克制傷害減少_num_	Counter DMG received from Green Pathos Combatant -_num_	不利属性・グリーンの敵から受けるダメージ－−_num_	전투원의 그린 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​เขียว​ที่​ตัวละคร​ได้​รับ​ -_num_
159	1011403	2	2	3	2		0.032	60102005_2	4119001	14	46	1	战斗员被绿色情绪克制伤害减少_num_	戰鬥員被綠色情緒克制傷害減少_num_	Counter DMG received from Green Pathos Combatant -_num_	不利属性・グリーンの敵から受けるダメージ－−_num_	전투원의 그린 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​เขียว​ที่​ตัวละคร​ได้​รับ​ -_num_
160	1011403	3	2	3	2		0.048	60102005_3	4119001	15	59	1	战斗员被绿色情绪克制伤害减少_num_	戰鬥員被綠色情緒克制傷害減少_num_	Counter DMG received from Green Pathos Combatant -_num_	不利属性・グリーンの敵から受けるダメージ－−_num_	전투원의 그린 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​เขียว​ที่​ตัวละคร​ได้​รับ​ -_num_
161	1011403	4	2	3	2		0.064	60102005_4	4119001	15	70	1	战斗员被绿色情绪克制伤害减少_num_	戰鬥員被綠色情緒克制傷害減少_num_	Counter DMG received from Green Pathos Combatant -_num_	不利属性・グリーンの敵から受けるダメージ－−_num_	전투원의 그린 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​เขียว​ที่​ตัวละคร​ได้​รับ​ -_num_
162	1011403	5	2	3	2		0.08	60102005_5	4119001	16	80	1	战斗员被绿色情绪克制伤害减少_num_	戰鬥員被綠色情緒克制傷害減少_num_	Counter DMG received from Green Pathos Combatant -_num_	不利属性・グリーンの敵から受けるダメージ－−_num_	전투원의 그린 이모션 역상성으로 인한 대미지 -_num_	​ดาเมจ​ชนะ​ทาง​พาโธส​เขียว​ที่​ตัวละคร​ได้​รับ​ -_num_
163	1011501	1	3	1			0.008		4119001	30	32	1	初始品质为R的战斗员提供的助战位加成提升_num_	初始品質為R的戰鬥員提供的助戰位加成提升_num_	Assist Bonus provided by the Combatant with an initial Grade of R +_num_	レアリティRの戦闘員からのサポートボーナス＋_num_	태생 등급이 R인 전투원이 제공하는 서포터 버프 +_num_	โบนัส​ช่อง​ซัพพอร์ต​ของ​ตัวละคร​ที่​มีระดับ​เริ่มต้น​ R​ +_num_​
