talentId	type	floor	location	preId	preLevel	iconType	icon	map_line	systemId	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	nameDes	nameDes_zh_TW	nameDes_en_UK	nameDes_ja_JP	nameDes_ko_KR	nameDes_th_TH
1030201	2	2	1	1030101;1030102	1;1	1	169:talent_expStage	Line_1_2_0		1	经验本增效	經驗本增效	EXP Stage Boost	EXPステージ効率UP	EXP 던전	ดันเจี้ยน EXP+	经验副本消耗减降低	經驗副本消耗減降低	Reduces Pathos cost in EXP Stages.	EXPステージのエモーション消費量減少	EXP 던전 소모 감소	การใช้ในดันเจี้ยน EXP ลดลง
1030301	2	3	1	1030201	1	0	169:talent_fish	Line_2_2_0	233	1	大鱼概率I	大魚機率I	Big Catch Chance I	大物確率UPI	월척 획득 확률I	อัตราได้ปลาใหญ่ I	大鱼基础概率增加	大魚基礎機率增加	Increases Big Catch chances.	大物出現の確率UP	월척 기본 획득 확률 증가	เพิ่มอัตราพื้นฐานตกได้ปลาใหญ่
1030302	2	3	2	1030201	1	0	169:talent_fish	Line_2_2_0	233	1	钓鱼增伤I	釣魚增傷I	Fishing DMG Boost I	釣りダメージアップI	낚시 대미지 증가I	เพิ่มดาเมจตกปลา I	钓鱼伤害提高	釣魚傷害提高	Increases damage in Fishing.	釣りダメージアップ	낚시 대미지 증가	ดาเมจตกปลาเพิ่มขึ้น
1030401	2	4	1	1030301	1	0	169:talent_order	Line_2_2_0	3003	1	外卖增产II	外賣增產II	Delivery Boost II	出前報酬UPII	배달 생산량 증가II	กำไรส่งอาหาร+ II	外卖奖励产出加成	外賣獎勵產出加成	Delivery reward bonus.	出前報酬増加	배달 보상 획득량 증가	โบนัสผลผลิตรางวัลส่งอาหาร
1030402	2	4	2	1030302	1	0	169:talent_order	Line_2_2_0	3003	1	外卖增效II	外賣增效II	Delivery Efficiency II	出前効率UPII	배달 효율 상승II	ส่งอาหาร+ II	外卖员消耗心情值降低	外賣員消耗心情值降低	Reduces delivery's Mood cost.	気分値消費減少	배송원 이모션 파워 소모 감소	ใช้ค่าสภาพจิตใจของไรเดอร์ลดลง
1030501	2	5	1	1030401	1	0	169:talent_fish	Line_2_1_0	233	1	大鱼概率II	大魚機率II	Big Catch Chance II	大物確率UPII	월척 획득 확률II	อัตราได้ปลาใหญ่ II	大鱼基础概率增加	大魚基礎機率增加	Increases Big Catch chances.	大物出現の確率UP	월척 기본 획득 확률 증가	เพิ่มอัตราพื้นฐานตกได้ปลาใหญ่
1030502	2	5	2	1030402	1	0	169:talent_fish	Line_2_1_0	233	1	钓鱼增伤II	釣魚增傷II	Fishing DMG Boost II	釣りダメージアップII	낚시 대미지 증가II	เพิ่มดาเมจตกปลา II	钓鱼伤害提高	釣魚傷害提高	Increases damage in Fishing.	釣りダメージアップ	낚시 대미지 증가	ดาเมจตกปลาเพิ่มขึ้น
1030601	2	6	1	1030501;1030502	1;1	1	169:talent_Particle	Line_1_3_0		1	粒子本增效I	粒子本增效I	Particle Stage Boost I	粒子ステージ効率UPI	파티클 던전 효율 상승I	ดันเจี้ยนอนุภาค+ I	粒子副本体力降低	粒子副本體力降低	Reduces Pathos cost in Particle Stages.	粒子ステージのエモーション消費量減少	파티클 던전 행동력 소모 감소	ใช้พลังงานในดันเจี้ยนอนุภาคลดลง
1030701	2	7	1	1030601	1	0	169:talent_chipStage	Line_3_1_0		1	绿晶片本增效I	綠晶片本增效I	Green Chip Stage Boost I	チップ:緑ステージ効率UPI	그린 칩 던전 효율 상승I	ดันเจี้ยนชิปเขียว I	绿色晶片副本体力消耗降低	綠色晶片副本體力消耗降低	Pathos cost in Green Chip stages reduced.	チップ:緑ステージのエモーション消費量減少	그린 칩 던전 행동력 소모 감소	การใช้พลังงานในดันเจี้ยนชิปสีเขียวลดลง
1030702	2	7	2	1030601	1	0	169:talent_chipStage	Line_3_1_0		1	红晶片本增效I	紅晶片本增效I	Red Chip Stage Boost I	チップ:赤ステージ効率UPI	레드 칩 던전 효율 상승I	ดันเจี้ยนชิปแดง I	红色晶片副本体力消耗降低	紅色晶片副本體力消耗降低	Pathos cost in Red Chip stages reduced.	チップ:赤ステージのエモーション消費量減少	레드 칩 던전 행동력 소모 감소	การใช้พลังงานในดันเจี้ยนชิปสีแดงลดลง
1030703	2	7	3	1030601	1	0	169:talent_chipStage	Line_3_1_0		1	蓝晶片本增效I	藍晶片本增效I	Blue Chip Stage Boost I	チップ:青ステージ効率UPI	블루 칩 던전 효율 상승I	ดันเจี้ยนชิปน้ำเงิน I	蓝色晶片副本体力消耗降低	藍色晶片副本體力消耗降低	Pathos cost in Blue Chip stages reduced.	チップ:青ステージのエモーション消費量減少	블루 칩 던전 행동력 소모 감소	การใช้พลังงานในดันเจี้ยนชิปสีน้ำเงินลดลง
1030801	2	8	1	1030701;1030702;1030703	1;1;1	1	169:talent_Particle	Line_1_3_0		1	粒子本增效II	粒子本增效II	Particle Stage Boost II	粒子ステージ効率UPII	파티클 던전 효율 상승II	ดันเจี้ยนอนุภาค+ II	粒子副本体力降低	粒子副本體力降低	Reduces Pathos cost in Particle Stages.	粒子ステージのエモーション消費量減少	파티클 던전 행동력 소모 감소	ใช้พลังงานในดันเจี้ยนอนุภาคลดลง
1030901	2	9	1	1030801	1	0	169:talent_chipStage	Line_3_1_0		1	绿晶片本增效II	綠晶片本增效II	Green Chip Stage Boost II	チップ:緑ステージ効率UPII	그린 칩 던전 효율 상승II	ดันเจี้ยนชิปเขียว II	绿色晶片副本体力降低	綠色晶片副本體力降低	Pathos cost in Green Chip stages reduced.	チップ:緑ステージのエモーション消費量減少	그린 칩 던전 행동력 소모 감소	การใช้พลังงานในดันเขี้ยนชิปสีเขียวลดลง
1030902	2	9	2	1030801	1	0	169:talent_chipStage	Line_3_1_0		1	红晶片本增效II	紅晶片本增效II	Red Chip Stage Boost II	チップ:赤ステージ効率UPII	레드 칩 던전 효율 상승II	ดันเจี้ยนชิปแดง II	红色晶片副本体力降低	紅色晶片副本體力降低	Pathos cost in Red Chip stages reduced.	チップ:赤ステージのエモーション消費量減少	레드 칩 던전 행동력 소모 감소	การใช้พลังงานในดันเขี้ยนชิปสีแดงลดลง
1030903	2	9	3	1030801	1	0	169:talent_chipStage	Line_3_1_0		1	蓝晶片本增效II	藍晶片本增效II	Blue Chip Stage Boost II	チップ:青ステージ効率UPII	블루 칩 던전 효율 상승II	ดันเจี้ยนชิปน้ำเงิน II	蓝色晶片副本体力降低	藍色晶片副本體力降低	Pathos cost in Blue Chip stages reduced.	チップ:青ステージのエモーション消費量減少	블루 칩 던전 행동력 소모 감소	การใช้พลังงานในดันเขี้ยนชิปสีน้ำเงินลดลง
1031001	2	10	1	1030901;1030902;1030903	1;1;1	1	169:talent_hub	Line_1_3_0		1	中枢增产I	中樞增產I	Hub Supply Boost I	中枢補給報酬UPI	센터 획득량 증가I	ศูนย์เสบียง+ I	中枢补给产出加成	中樞補給產出加成	Increases Hub Supply bonus.	中枢補給報酬増加	훈련 허브 보급 획득량 버프	โบนัสผลผลิตศูนย์เสบียง
1031101	2	11	1	1031001	1	0	169:talent_equipmentStage	Line_3_1_0		1	暴伤本增效	爆傷本增效	CRIT DMG Set Boost	会心ダメージ装備ステージ効率UP	크리티컬 대미지 던전 효율 상승	ดันเจี้ยนดาเมจคริ+	旧城区装备本体力降低	舊城區裝備本體力降低	Reduces Pathos cost in Oldtown Equipment Stages.	オールドタウン装備ステージエモーション消費量ダウン	구시가지 장비 던전 행동력 소모 감소	การใช้พลังงานในดันเจี้ยนอุปกรณ์เขตเมืองโบราณลดลง
1031102	2	11	2	1031001	1	0	169:talent_equipmentStage	Line_3_1_0		1	暴抗本增效	暴抗本增效	Undaunted Set Boost	会心回避装備ステージ効率UP	크리티컬 저항 던전 효율 상승	ดันเจี้ยนต้านทานคริ+	中心区装备本体力降低	中心區裝備本體力降低	Reduces Pathos cost in Central District Equipment Stages.	中央区装備ステージエモーション消費量ダウン	센트럴 타운 장비 던전 행동력 소모 감소	การใช้พลังงานในดันเจี้ยนอุปกรณ์เขตศูนย์กลางลดลง
1031103	2	11	3	1031001	1	0	169:talent_equipmentStage	Line_3_1_0		1	生存本增效	生存本增效	Mastery Set Boost	HP装備ステージ効率UP	생존 던전 효율 상승	ดันเจี้ยนชำนาญ+	凛北区装备本体力降低	凜北區裝備本體力降低	Reduces Pathos cost in Boreala Equipment Stages.	凛北区装備ステージエモーション消費量ダウン	노스 타운 장비 던전 행동력 소모 감소	การใช้พลังงานในดันเจี้ยนอุปกรณ์เขตโบเรียร่าลดลง
1031201	2	12	1	1031101;1031102;1031103	1;1;1	1	169:talent_hub	Line_1_2_0		1	中枢增产II	中樞增產II	Hub Supply Boost II	中枢補給報酬UPII	센터 획득량 증가II	ศูนย์เสบียง+ II	中枢补给产出增加	中樞補給產出增加	Increases Hub Supply bonus.	中枢補給報酬増加	훈련 허브 보급 획득량 버프	เพิ่มผลผลิตที่ศูนย์เสบียง
1031301	2	13	1	1031201	1	0	169:talent_equipmentStage	Line_2_2_0		1	暴击本增效I	爆擊本增效I	Critical Set Boost I	会心装備ステージ効率UPI	크리티컬 던전 효율 상승I	ดันเจี้ยนคริติคอล+ I	南港区装备本体力降低	南港區裝備本體力降低	Reduces Pathos cost in Southport Equipment Stages.	南港区装備ステージエモーション消費量ダウン	사우스포트 장비 던전 행동력 감소	การใช้พลังงานในดันเจี้ยนอุปกรณ์เขตทะเลใต้ลดลง
1031302	2	13	2	1031201	1	0	169:talent_equipmentStage	Line_2_2_0		1	治疗本增效I	治療本增效I	Support Set Boost I	回復装備ステージ効率UPI	치유 던전 효율 상승I	ดันเจี้ยนฟื้นฟู+ I	耀州区装备本体力降低	耀州區裝備本體力降低	Reduces Pathos cost in Yaozhou Equipment Stages.	耀州区装備ステージエモーション消費量ダウン	요주 타운 장비 던전 행동력 감소	การใช้พลังงานในดันเจี้ยนอุปกรณ์เขตเหยาโจวลดลง
1031401	2	14	1	1031301	1	0	169:talent_equipmentStage	Line_2_1_0		1	暴击本增效II	爆擊本增效II	Critical Set Boost II	会心装備ステージ効率UPII	크리티컬 던전 효율 상승II	ดันเจี้ยนคริติคอล+ II	南港区装备本体力降低	南港區裝備本體力降低	Reduces Pathos cost in Southport Equipment Stages.	南港区装備ステージエモーション消費量ダウン	사우스포트 장비 던전 행동력 감소	การใช้พลังงานในดันเจี้ยนอุปกรณ์เขตทะเลใต้ลดลง
1031402	2	14	2	1031302	1	0	169:talent_equipmentStage	Line_2_1_0		1	治疗本增效II	治療本增效II	Support Set Boost II	回復装備ステージ効率UPII	치유 던전 효율 상승II	ดันเจี้ยนฟื้นฟู+ II	耀州区装备本体力降低	耀州區裝備本體力降低	Reduces Pathos cost in Yaozhou Equipment Stages.	耀州区装備ステージエモーション消費量ダウン	요주 타운 장비 던전 행동력 감소	การใช้พลังงานในดันเจี้ยนอุปกรณ์เขตเหยาโจวลดลง
1031501	2	15	1	1031401;1031402	1;1	1	169:talent_challengeStory	Line_1_2_0		1	挑战主线扫荡	挑戰主線掃蕩	Main Story Challenge Raids	メインストーリー掃討	메인 스토리 도전 모드 소탕	กวาดล้างเนื้อเรื่องหลัก	主线挑战模式可扫荡次数	主線挑戰模式可掃蕩次數	Raid chances in Main Story Challenge Mode	チャレンジモード掃討回数UP	메인 스토리 도전 모드 소탕 가능 횟수	จำนวนครั้งการกวาดล้างของโหมดท้าทายเนื้อเรื่องหลัก
1031601	2	16	1	1031501	1	0	169:talent_treasure	Line_2_2_0		1	寻宝增产I	尋寶增產I	Treasure Hunt Boost I	宝探し報酬UPI	보물찾기 획득량 증가I	ล่าสมบัติ+ I	猫球寻宝产出加成	貓球尋寶產出加成	Increased output from Cato Treasure	宝探し報酬増加	냥냥볼 보물찾기 생산량 증가	โบนัสผลผลิตแคทบอลล่าสมบัติ
1031602	2	16	2	1031501	1	0	169:talent_airlift	Line_2_2_0		1	空运增产I	空運增產I	Air Express Boost I	空便報酬UPI	항공 운송 획득량 증가I	ขนส่งทางอากาศ+ I	离岛空运产出加成	離島空運產出加成	Increased output from Air Express	離島空便報酬増加	항공 운송 생산량 증가	โบนัสเพิ่มผลผลิตขนส่งทางอากาศ
1031701	2	17	1	1031601	1	0	169:talent_treasure			1	寻宝增产II	尋寶增產II	Treasure Hunt Boost II	宝探し報酬UPII	보물찾기 획득량 증가II	ล่าสมบัติ+ II	猫球寻宝产出加成	貓球尋寶產出加成	Increased output from Cato Treasure	宝探し報酬増加	냥냥볼 보물찾기 생산량 증가	โบนัสผลผลิตแคทบอลล่าสมบัติ
1031702	2	17	2	1031602	1	0	169:talent_airlift			1	空运增产II	空運增產II	Air Express Boost II	空便報酬UPII	항공 운송 획득량 증가II	ขนส่งทางอากาศ+ II	离岛空运产出加成	離島空運產出加成	Increased output from Air Express	離島空便報酬増加	항공 운송 생산량 증가	โบนัสเพิ่มผลผลิตขนส่งทางอากาศ
9999999	2									1	封顶占位	封頂占位	无翻译	Pending封顶占位	상한 슬롯	ครอบครองจุดสูงสุด						
