id	chapter	monsteType	unlockNum	level	exp	cardExp	proposalLevel	costItem	costNum	costNumLose	SceneId	rounds	roleNun	status	label	label_zh_TW	label_en_UK	label_ja_JP	label_ko_KR	label_th_TH	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	effect	effect_zh_TW	effect_en_UK	effect_ja_JP	effect_ko_KR	effect_th_TH
309010	309	1	308040	0	40	0	420000	3000004	10	0	80714	8	4	1	9-1	9-1	9-1	9-1	9-1	9-1	困难9-1	困難9-1	Hard 9-1	HARD9-1	하드9-1	ยาก 9-1	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
309020	309	1	309010	0	80	0	430000	3000004	10	0	80715	8	4	1	9-2	9-2	9-2	9-2	9-2	9-2	困难9-2	困難9-2	Hard 9-2	HARD9-2	하드9-2	ยาก 9-2	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
309030	309	1	309020	0	44	0	440000	3000004	10	0	80801	8	4	1	9-3	9-3	9-3	9-3	9-3	9-3	困难9-3	困難9-3	Hard 9-3	HARD9-3	하드9-3	ยาก 9-3	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
309040	309	3	309030	0	44	0	460000	3000004	20	0	80804	8	4	1	9-4	9-4	9-4	9-4	9-4	9-4	困难9-4	困難9-4	Hard 9-4	HARD9-4	하드9-4	ยาก 9-4	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
310010	310	1	309040	0	66	0	480000	3000004	10	0	80805	8	4	1	10-1	10-1	10-1	10-1	10-1	10-1	困难10-1	困難10-1	Hard 10-1	HARD10-1	하드10-1	ยาก 10-1	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
310020	310	1	310010	0	44	0	490000	3000004	10	0	80808	8	4	1	10-2	10-2	10-2	10-2	10-2	10-2	困难10-2	困難10-2	Hard 10-2	HARD10-2	하드10-2	ยาก 10-2	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
310030	310	1	310020	0	44	0	500000	3000004	10	0	80809	8	4	1	10-3	10-3	10-3	10-3	10-3	10-3	困难10-3	困難10-3	Hard 10-3	HARD10-3	하드10-3	ยาก 10-3	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
310040	310	3	310030	0	88	0	520000	3000004	20	0	80812	8	4	1	10-4	10-4	10-4	10-4	10-4	10-4	困难10-4	困難10-4	Hard 10-4	HARD10-4	하드10-4	ยาก 10-4	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
311010	311	1	310040	0	48	0	540000	3000004	10	0	80813	8	4	1	11-1	11-1	11-1	11-1	11-1	11-1	困难11-1	困難11-1	Hard 11-1	HARD11-1	하드11-1	ยาก 11-1	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
311020	311	1	311010	0	48	0	550000	3000004	10	0	80814	8	4	1	11-2	11-2	11-2	11-2	11-2	11-2	困难11-2	困難11-2	Hard 11-2	HARD11-2	하드11-2	ยาก 11-2	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
311030	311	1	311020	0	72	0	560000	3000004	10	0	80815	8	4	1	11-3	11-3	11-3	11-3	11-3	11-3	困难11-3	困難11-3	Hard 11-3	HARD11-3	하드11-3	ยาก 11-3	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
311040	311	3	311030	0	48	0	580000	3000004	20	0	80823	8	4	1	11-4	11-4	11-4	11-4	11-4	11-4	困难11-4	困難11-4	Hard 11-4	HARD11-4	하드11-4	ยาก 11-4	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
312010	312	1	311040	0	48	0	600000	3000004	10	0	80824	8	4	1	12-1	12-1	12-1	12-1	12-1	12-1	困难12-1	困難12-1	Hard 12-1	HARD12-1	하드12-1	ยาก 12-1	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
312020	312	1	312010	0	96	0	610000	3000004	10	0	80825	8	4	1	12-2	12-2	12-2	12-2	12-2	12-2	困难12-2	困難12-2	Hard 12-2	HARD12-2	하드12-2	ยาก 12-2	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
312030	312	1	312020	0	52	0	620000	3000004	10	0	80827	8	4	1	12-3	12-3	12-3	12-3	12-3	12-3	困难12-3	困難12-3	Hard 12-3	HARD12-3	하드12-3	ยาก 12-3	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
312040	312	3	312030	0	52	0	640000	3000004	20	0	80826	8	4	1	12-4	12-4	12-4	12-4	12-4	12-4	困难12-4	困難12-4	Hard 12-4	HARD12-4	하드12-4	ยาก 12-4	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
313010	313	1	312040	0	78	0	400000	3000004	10	0	80837	8	4	1	13-1	13-1	13-1	13-1	13-1	13-1	困难13-1	困難13-1	Hard 13-1	HARD13-1	하드13-1	ยาก 13-1	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
313020	313	1	313010	0	52	0	400000	3000004	10	0	80831	8	4	1	13-2	13-2	13-2	13-2	13-2	13-2	困难13-2	困難13-2	Hard 13-2	HARD13-2	하드13-2	ยาก 13-2	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
313030	313	1	313020	0	52	0	400000	3000004	10	0	80835	8	4	1	13-3	13-3	13-3	13-3	13-3	13-3	困难13-3	困難13-3	Hard 13-3	HARD13-3	하드13-3	ยาก 13-3	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
313040	313	3	313030	0	104	0	400000	3000004	20	0	80836	8	4	1	13-4	13-4	13-4	13-4	13-4	13-4	困难13-4	困難13-4	Hard 13-4	HARD13-4	하드13-4	ยาก 13-4	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
314010	314	1	313040	0	56	0	400000	3000004	10	0	81102	8	4	1	14-1	14-1	14-1	14-1	14-1	14-1	困难14-1	困難14-1	Hard 14-1	HARD14-1	하드14-1	ยาก 14-1	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
314020	314	1	314010	0	56	0	400000	3000004	10	0	81107	8	4	1	14-2	14-2	14-2	14-2	14-2	14-2	困难14-2	困難14-2	Hard 14-2	HARD14-2	하드14-2	ยาก 14-2	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
314030	314	1	314020	0	84	0	400000	3000004	10	0	81111	8	4	1	14-3	14-3	14-3	14-3	14-3	14-3	困难14-3	困難14-3	Hard 14-3	HARD14-3	하드14-3	ยาก 14-3	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
314040	314	3	314030	0	56	0	400000	3000004	20	0	81108	8	4	1	14-4	14-4	14-4	14-4	14-4	14-4	困难14-4	困難14-4	Hard 14-4	HARD14-4	하드14-4	ยาก 14-4	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
315010	315	1	314040	0	56	0	400000	3000004	10	0	81201	8	4	1	15-1	15-1	15-1	15-1	15-1	15-1	困难15-1	困難15-1	Hard 15-1	HARD15-1	하드15-1	ยาก 15-1	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
315020	315	1	315010	0	112	0	400000	3000004	10	0	81207	8	4	1	15-2	15-2	15-2	15-2	15-2	15-2	困难15-2	困難15-2	Hard 15-2	HARD15-2	하드15-2	ยาก 15-2	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
315030	315	1	315020	0	60	0	400000	3000004	10	0	81207	8	4	1	15-3	15-3	15-3	15-3	15-3	15-3	困难15-3	困難15-3	Hard 15-3	HARD15-3	하드15-3	ยาก 15-3	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
315040	315	3	315030	0	60	0	400000	3000004	20	0	81209	8	4	1	15-4	15-4	15-4	15-4	15-4	15-4	困难15-4	困難15-4	Hard 15-4	HARD15-4	하드15-4	ยาก 15-4	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
316010	316	1	315040	0	90	0	400000	3000004	10	0	81305	8	4	1	16-1	16-1	16-1	16-1	16-1	16-1	困难16-1	困難16-1	Hard 16-1	HARD16-1	하드16-1	ยาก 16-1	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
316020	316	1	316010	0	60	0	400000	3000004	10	0	81307	8	4	1	16-2	16-2	16-2	16-2	16-2	16-2	困难16-2	困難16-2	Hard 16-2	HARD16-2	하드16-2	ยาก 16-2	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
316030	316	1	316020	0	60	0	400000	3000004	10	0	81309	8	4	1	16-3	16-3	16-3	16-3	16-3	16-3	困难16-3	困難16-3	Hard 16-3	HARD16-3	하드16-3	ยาก 16-3	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
316040	316	3	316030	0	120	0	400000	3000004	20	0	81319	8	4	1	16-4	16-4	16-4	16-4	16-4	16-4	困难16-4	困難16-4	Hard 16-4	HARD16-4	하드16-4	ยาก 16-4	<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>區域效果</color>:紅色、綠色、藍色情緒克制大幅提升。	<color=#66b032>District Effect</color>: The countering effect of Red, Green, and Blue Pathos is significantly increased.	Pending<color=#66b032>区域效果</color>:红色、绿色、蓝色情绪克制大幅提升。	<color=#66b032>구역 효과</color>: 레드, 그린, 블루 이모션 역상성 대폭 증가	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ดา​เม​จ​ชนะ​ทาง​พา​โธส​สีแดง​ เขียว​ น้ำเงิน​ เพิ่มขึ้น​อย่าง​มาก​
317010	317	1	316040	0	64	0	400000	3000004	10	0	81401	8	4	1																		
317020	317	1	317010	0	64	0	400000	3000004	10	0	81403	8	4	1																		
317030	317	1	317020	0	96	0	400000	3000004	10	0	81408	8	4	1																		
317040	317	3	317030	0	64	0	400000	3000004	20	0	81412	8	4	1																		
