id	type	listImageId	listImageB	listImageS	image	desc	head	weather	bgm	music	plotIdGroup1	taskPlotId	taskPlotEndId	plotIdGroup2	plotIdWave1	plotIdEndWave1	plotIdWave2	plotIdEndWave2	plotIdWave3	plotIdEndWave3	plotIdGroup3	plotIdRound	plotIdRounds	status	address1	address1_zh_TW	address1_en_UK	address1_ja_JP	address1_ko_KR	address1_th_TH	address2	address2_zh_TW	address2_en_UK	address2_ja_JP	address2_ko_KR	address2_th_TH
104070	2	06_07	29:story_list_06_07	29:story_list_06_07	57:story_cg_174_1	1006071	1;101008;102008;104008;108008	1	bgm_role_doctor_dark		0	0	0	0	1006071	1006073	0	0	0	0	0	0	0	1	中心区	中心區	Central District	中央区	센트럴 타운	เขตศูนย์กลาง	情绪干预中心	情緒干預中心	Emotion Remedy Center	エモーションリメディセンター	이모션 컨트롤 센터	ศูนย์เยียวยาพาโธซิส
104080	2	06_08	29:story_list_06_08	29:story_list_06_08	57:story_cg_177_1	1006081	1;101008;102008;104008;108008;129008;20004	1	bgm_bg_gx_tower01		0	0	0	0	1006081	1006083	0	0	0	0	0	0	0	1	南港区	南港區	Southport	南港区	사우스포트	เขตทะเลใต้	街道	街道	Street	ストリート	거리	ถนน
104090	2	06_09	29:story_list_06_09	29:story_list_06_09	57:story_cg_125_1	1006091	1;101008;102008;104008;108008;20004;4006	1			0	0	0	0	1006091	0	1006092	1006093	0	0	0	0	0	1	南港区	南港區	Southport	南港区	사우스포트	เขตทะเลใต้	街道	街道	Street	ストリート	거리	ถนน
104100	3	06_10	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;104008;108008	1			0		0	0	0	0	0	0	0	0	0	0	0	1	南港区	南港區	Southport	南港区	사우스포트	เขตทะเลใต้	街道	街道	Street	ストリート	거리	ถนน
104110	3	06_11	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;104008;108008	1			0		0	0	0	0	0	0	0	0	0	0	0	1	南港区	南港區	Southport	南港区	사우스포트	เขตทะเลใต้	街道	街道	Street	ストリート	거리	ถนน
104120	3	06_12	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;104008;108008	1	bgm_bg_gx_tower01		0		0	0	0	0	0	0	0	0	0	0	0	1	南港区	南港區	Southport	南港区	사우스포트	เขตทะเลใต้	街道	街道	Street	ストリート	거리	ถนน
104130	2	06_13	29:story_list_06_13	29:story_list_06_13	57:story_cg_088_1	1006131	1;101008;102008;104008;108008;130008	1	bgm_prologue_battle01		0		0	0	1006131	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
104140	2	06_14	29:story_list_06_14	29:story_list_06_14	57:story_cg_181_1	1006141	1;101008;102008;104008;108008;130008;143008	1			0		0	0	1006141	0	0	0	0	0	0	0	0	1	南港区	南港區	Southport	南港区	사우스포트	เขตทะเลใต้	工厂	工廠	Factory	工場	공장	โรงงาน
104150	3	06_15	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;104008;108008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	南港区	南港區	Southport	南港区	사우스포트	เขตทะเลใต้	工厂	工廠	Factory	工場	공장	โรงงาน
104151	3	06_16	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;104008;108008	1	bgm_story01_inter		0	0	0	0	0	0	0	0	0	0	0	0	0	1	南港区	南港區	Southport	南港区	사우스포트	เขตทะเลใต้	工厂	工廠	Factory	工場	공장	โรงงาน
104160	2	06_17	29:story_list_06_17	29:story_list_06_17	57:story_cg_173_1	1006171	1;101008;102008;104008;108008;20023	1	bgm_plot_evil01		0	0	0	0	1006171	1006173	0	0	0	0	0	0	0	1	南港区	南港區	Southport	南港区	사우스포트	เขตทะเลใต้	工厂	工廠	Factory	工場	공장	โรงงาน
104170	2	06_18	29:story_list_06_18	29:story_list_06_18	57:story_cg_126_1	1006181	1;101008;102008;103008;104008;108008;20023;20004	1	bgm_battle_BF05		0		0	0	1006181	1006183	0	0	0	0	0	0	0	1	南港区	南港區	Southport	南港区	사우스포트	เขตทะเลใต้	工厂	工廠	Factory	工場	공장	โรงงาน
104180	2	06_19	29:story_list_06_19	29:story_list_06_19	57:story_cg_055_1	1006191	1;101008;102008;103008;104008;108008;20023;4006;20004	1	bgm_universal_shadeoflove	5400006	0		0	0	1006191	1006193	0	0	0	0	0	0	0	1	南港区	南港區	Southport	南港区	사우스포트	เขตทะเลใต้	工厂	工廠	Factory	工場	공장	โรงงาน
104200	1	06_21	29:story_list_06_21	29:story_list_06_21	57:story_cg_154_2	1006210	1;101008;102008;103008;104008;108008;120008;143008;20020;20004	1	bgm_prologue_ditu		0	0	0	1006210	0	0	0	0	0	0	0	0	0	1	南港区	南港區	Southport	南港区	사우스포트	เขตทะเลใต้	工厂	工廠	Factory	工場	공장	โรงงาน
104270	2	06_28	29:story_list_06_28	29:story_list_06_28	57:dialg_bg_319	1006281	1;108008;126008;127008	1	bgm_plot_trust01		0		0	0	1006281	1006283	0	0	0	0	0	0	0	1	耀州区	耀州區	Yaozhou	耀州区	요주 타운	เขตเหยาโจว	街道	街道	Street	ストリート	거리	ถนน
104280	1	06_29	29:story_list_06_29	29:story_list_06_29	57:story_cg_229_1	1006290	1;108008;135008;136008;20035	1	bgm_universal_survey01		0		0	1006290	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	豪威尔家	豪威爾家	Howell's House	ホーウェル宅	하웰의 집	บ้านฮาวเวลล์
104290	2	06_30	29:story_list_06_30	29:story_list_06_30	57:dialg_bg_341	1006301	1;101008;102008;104008;108008	1	bgm_plot_trust01		0		0	0	1006301	1006303	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105010	2	07_01	29:story_list_07_01	29:story_list_07_01	57:story_cg_199_1	1007011	1;101008;102008;104008;108008	1			0	0	0	0	1007011	1007013	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105030	3	07_03	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;104008;108008	1	bgm_op_strange		0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105050	2	07_05	29:story_list_07_05	29:story_list_07_05	57:dialg_bg_351	1007051	1;101008;102008;104008;108008	1	bgm_bg_gx_tower01		0	0	0	0	1007051	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105060	2	07_06	29:story_list_07_06	29:story_list_07_06	57:story_cg_214_1	1007061	1;101008;102008;104008;108008;126008;127008	1	bgm_bg_gx_tower01		0	0	0	0	1007061	1007063	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105061	2	07_07	29:story_list_07_07	29:story_list_07_07	57:story_cg_202_1	1007071	1;101008;102008;104008;108008	1	bgm_story01_inter		0	0	0	0	1007071	1007073	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105070	2	07_08	29:story_list_07_08	29:story_list_07_08	57:story_cg_131_1	1007081	1;101008;102008;103008;104008;108008;136008	1	bgm_plot_evil01		0	0	0	0	1007081	1007083	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105071	1	07_09	29:story_list_07_09	29:story_list_07_09	57:dialg_bg_34	1007090	1;132008	1	bgm_op_strange		0	0	0	1007090	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105090	2	07_11	29:story_list_07_11	29:story_list_07_11	57:story_cg_206_1	1007113	1	1	bgm_plot_trust01		0	0	0	0	0	1007113	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105100	2	07_12	29:story_list_07_12	29:story_list_07_12	57:dialg_bg_251	1007121	1;103008	1			0	0	0	0	1007121	1007123	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105110	3	07_13	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;103008	1	bgm_plot_trust01		0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105120	2	07_14	29:story_list_07_14	29:story_list_07_14	57:story_cg_133_1	1007141	1;103008;128008	1	bgm_plot_trust01		0	0	0	0	1007141	1007143	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105121	1	07_15	29:story_list_07_15	29:story_list_07_15	57:story_cg_207_1	1007150	1;101008;102008;103008;104008;108008	1	bgm_universal_survey01		0	0	0	1007150	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105130	2	07_16	29:story_list_07_16	29:story_list_07_16	57:dialg_bg_93	1007161	1;101008;102008;103008;104008;108008	1	bgm_plot_evil01		0	0	0	0	1007161	0	0	0	0	0	0	1	1007162	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105131	2	07_17	29:story_list_07_17	29:story_list_07_17	57:dialg_bg_113	1007171	1;101008;102008;103008;104008;108008	1	bgm_role_doctor_dark		0	0	0	0	1007171	0	0	0	0	0	0	1	1007172	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105140	2	07_18	29:story_list_07_18	29:story_list_07_18	57:story_cg_211_1	1007181	1;101008;102008;103008;104008;108008;4006;20004	1			0	0	0	0	1007181	1007184	1007185	1007183	0	0	0	1	1007182	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105160	3	07_20	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105170	3	07_21	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105180	3	07_22	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105190	3	07_23	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1	bgm_zw_mainstreet01		0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105200	2	07_24	29:story_list_07_24	29:story_list_07_24	57:dialg_bg_41	1007241	1;101008;102008;103008;104008;108008;114008	1	bgm_role_qi		0	0	0	0	1007241	1007243	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105210	2	07_25	29:story_list_07_25	29:story_list_07_25	57:story_cg_134_1	1007251	1;101008;102008;103008;104008;108008;114008;127008	1			0	0	0	0	1007251	1007253	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105220	3	07_26	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;104008;108008;127008	1	bgm_role_qi		0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105240	2	07_28	29:story_list_07_28	29:story_list_07_28	57:story_cg_135_1	1007283	1;101008;102008;103008;104008;108008;127008	1	bgm_zw_mainstreet01		0	0	0	0	1007283	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
105250	2	07_29	29:story_list_07_29	29:story_list_07_29	57:story_cg_136_1	1007291	1;101008;102008;103008;104008;108008;127008;135008	1	bgm_universal_survey01		0	0	0	0	1007291	0	0	1007293	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106010	2	08_01	29:story_list_08_01	29:story_list_08_01	57:dialg_bg_61	1008011	1;101008;102008;103008;104008;108008;127008	1	bgm_bg_gx_tower01		0	0	0	0	1008011	1008013	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106020	2	08_02	29:story_list_08_02	29:story_list_08_02	57:story_cg_216_2	1008021	1;101008;102008;103008;104008;108008;127008	1	bgm_bg_gx_tower01		0	0	0	0	1008021	1008023	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106021	1	08_03	29:story_list_08_03	29:story_list_08_03	57:story_cg_217_1	1008030	1;103008;104008	1			0	0	0	1008030	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106030	3	08_04	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;103008;104008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106040	3	08_05	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;103008;104008	1	bgm_universal_survey01		0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106050	2	08_06	29:story_list_08_06	29:story_list_08_06	57:dialg_bg_196	1008061	1;101008;102008;103008;104008;108008;127008	1	bgm_universal_survey01		0	0	0	0	1008061	1008063	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106060	2	08_07	29:story_list_08_07	29:story_list_08_07	57:dialg_bg_319	1008071	1;101008;102008;103008;104008;108008;127008	1			0	0	0	0	1008071	1008073	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106070	3	08_08	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008;127008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106080	3	08_09	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008;127008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106090	3	08_10	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008;127008	1	bgm_universal_survey01		0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106100	2	08_11	29:story_list_08_11	29:story_list_08_11	57:dialg_bg_350	1008111	1;101008;102008;103008;104008;108008;127008	1	bgm_plot_trust01		0	0	0	0	1008111	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106110	2	08_12	29:story_list_08_12	29:story_list_08_12	57:story_cg_137_1	1008122	1;101008;102008;103008;104008;108008;127008	1	bgm_bg_gx_tower01		0	0	0	0	0	1008122;1008123	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106120	2	08_13	29:story_list_08_13	29:story_list_08_13	57:dialg_bg_348	1008131	1;101008;102008;103008;104008;108008;127008	1			0	0	0	0	1008131	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106130	3	08_14	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106140	3	08_15	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106150	3	08_16	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1	bgm_battle_BF04		0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106160	2	08_17	29:story_list_08_17	29:story_list_08_17	57:dialg_bg_348	1008171	1;101008;102008;103008;104008;108008	1	bgm_plot_evil01		0	0	0	0	1008171	1008173	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106170	2	08_18	29:story_list_08_18	29:story_list_08_18	57:story_cg_219_2	1008181	1;101008;102008;103008;104008;108008;121008	1	bgm_op_disorder		0	0	0	0	1008181	1008183	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106180	2	08_19	29:story_list_08_19	29:story_list_08_19	57:story_cg_221_1	1008191	1;101008;102008;103008;104008;108008;121008;135008	1			0	0	0	0	1008191	0	0	0	0	0	0	1	1008192	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106190	3	08_20	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1	bgm_world_boss		0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106240	2	08_25	29:story_list_08_25	29:story_list_08_25	57:story_cg_223_1	1008251	1;101008;102008;103008;104008;108008;121008	1	bgm_plot_trust01		0	0	0	0	1008251	1008254	0	0	0	0	0	1	1008252	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106250	2	08_26	29:story_list_08_26	29:story_list_08_26	57:story_cg_138_1	1008261	1;101008;102008;103008;104008;108008;121008	1	bgm_plot_trust01		0	0	0	0	1008261	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
106251	1	08_27	29:story_list_08_27	29:story_list_08_27	57:story_cg_226_1	1008270	1;101008;102008;103008;104008;108008;135008	1	bgm_plot_trust01		0	0	0	1008270	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107010	2	09_01	29:story_list_09_01	29:story_list_09_01	57:story_cg_139_1	1009011	1;101008;102008;103008;104008;108008;135008	1	bgm_op_strange		0	0	0	0	1009011	1009013	0	0	0	0	0	1	1009012	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107011	2	09_02	29:story_list_09_02	29:story_list_09_02	57:story_cg_237_1	1009021	1;101008;102008;103008;104008;108008	1			0	0	0	0	1009021	1009022	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107020	3	09_03	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1	bgm_bg_gx_tower01		0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107040	2	09_05	29:story_list_09_05	29:story_list_09_05	57:story_cg_140_1	1009051	1;101008;102008;103008;104008;108008;125008	1	bgm_prologue_ditu		0	0	0	0	1009051	1009053	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107050	2	09_06	29:story_list_09_06	29:story_list_09_06	57:story_cg_054_1	1009061	1;101008;102008;103008;104008;108008;105008;106008;107008	1	bgm_universal_survey01		0	0	0	0	1009061	1009063	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107060	2	09_07	29:story_list_09_07	29:story_list_09_07	57:story_cg_242_1	1009071	1;101008;102008;103008;104008;108008;105008;106008;107008;113008	1			0	0	0	0	1009071	1009073	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107080	3	09_09	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1			0	0	0	0			0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107090	3	09_10	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1	bgm_bg_gx_tower01		0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107100	2	09_11	29:story_list_09_11	29:story_list_09_11	57:story_cg_244_1	1009111	1;101008;102008;103008;104008;108008;113008;20019	1	bgm_bg_gx_tower01		0	0	0	0	1009111	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
