id	task	chapter	monsteType	type	monsterShow	unlockNum	level	teamlevel	costNum	costNumLose	exp	cardExp	battleRules	proposalLevel	costItem	SceneId	rounds	petLineup	roleRestrictions	roleNun	powerMin	powerRatioTeamID	status	label	label_zh_TW	label_en_UK	label_ja_JP	label_ko_KR	label_th_TH	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH
105190	506	109	1	3		105180	0	0	0	0	0		1	70000	3000004	10801	99	0	0	4	0	11	1	9-4	9-4	9-4	9-4	9-4	9-4	战斗员突破	戰鬥員突破	Ascension	戦闘員突破	전투원 돌파	ปลดลิมิตตัวละคร
105200	0	109	1	2		105190	0	0	9	1	10	200	1	70000	3000004	80712	99	0	0	4	0	11	1	9-5	9-5	9-5	9-5	9-5	9-5	学者的援手	學者的援手	Scholar's Aid	学者の援助	학자의 도움	ความช่วยเหลือ​จาก​ผู้​มี​ปัญญา​
105210	0	109	1	2		105200	0	0	9	1	10	200	1	70000	3000004	80713	99	0	0	4	0	11	1	9-6	9-6	9-6	9-6	9-6	9-6	牵线之人	牽線之人	The Informer	糸を引く人	주선자	คนกลาง
105220	507	109	1	3		105210	0	0	0	0	0		1	70000	3000004	10801	99	0	0	4	0	11	1	9-7	9-7	9-7	9-7	9-7	9-7	幻影特训场	幻影特訓場	Master Duel	ファントム特訓場	팬텀 특훈장	สนามซ้อมแฟนธอม
105240	0	109	1	2		105220	0	0	9	1	10	200	1	70000	3000004	80714	99	0	0	4	0	11	1	9-8	9-8	9-8	9-8	9-8	9-8	真心料理	真心料理	Dish Prepared with Love	真心料理	정성이 담긴 요리	อาหารที่ปรุงจากใจ
105250	0	109	3	2		105240	0	0	14	1	15	300	12	75000	3000004	80715	99	0	0	4	0	19	1	9-9	9-9	9-9	9-9	9-9	9-9	未尽的真相	未盡的真相	The Unveiling Truth	語れぬ真相	밝혀지지 않은 진실	ความจริง​ที่​ยัง​ไม่​สมบูรณ์​
106010	0	109	1	2		105250	0	0	9	1	10	200	1	75000	3000004	80801	99	0	0	4	0	13	1	9-10	9-10	9-10	9-10	9-10	9-10	威胁	威脅	Threat	脅迫	위협	ข่มขู่
106020	0	109	1	2		106010	0	0	9	1	10	200	1	75000	3000004	80802	99	0	0	4	0	13	1	9-11	9-11	9-11	9-11	9-11	9-11	失踪的少女	失蹤的少女	The Missing Girl	失踪した少女	실종된 소녀	สาวน้อยที่หายไป
106021	0	109	1	1		106020	0	0	0	0	0		1	75000	3000004	10801	99	0	0	4	0	13	1	9-12	9-12	9-12	9-12	9-12	9-12	孩子何时回家	孩子何時回家	When Will the Child Return?	子よ、何時に帰る	돌아오지 않는 아이	เมื่อไรเธอจะกลับมา
106030	601	109	1	3		106021	0	0	0	0	0		1	75000	3000004	10801	99	0	0	4	0	13	1	9-13	9-13	9-13	9-13	9-13	9-13	装备强化	裝備強化	Gear Enhancement	装備強化	장비 강화	ตีบวกอุปกรณ์
106040	602	109	1	3		106030	0	0	0	0	0		1	75000	3000004	10801	99	0	0	4	0	13	1	9-14	9-14	9-14	9-14	9-14	9-14	训练挑战	訓練挑戰	Training Challenge	訓練挑戦	훈련 도전	ความท้าทายในการฝึก
106050	0	109	1	2		106040	0	0	9	1	10	200	1	75000	3000004	80803	99	0	0	4	0	13	1	9-15	9-15	9-15	9-15	9-15	9-15	城下之影	城下之影	Shadow of the City	街の影	도시의 그림자	เงาใต้เมือง
106060	0	109	3	2		106050	0	0	9	1	10	200	12	80000	3000004	80804	99	0	0	4	0	13	1	9-16	9-16	9-16	9-16	9-16	9-16	揽月楼邂逅	攬月樓邂逅	Rendezvous at Moon Pavilion	攬月楼での出会い	남월루에서의 만남	พบกันที่หอชมจันทร์
106070	603	110	1	3		106060	0	0	0	0	0		1	80000	3000004	10801	99	0	0	4	0	13	1	10-1	10-1	10-1	10-1	10-1	10-1	天梯竞技场	天梯競技場	The Arena	アリーナランク戦	래더 아레나	สกายอารีน่า
106080	604	110	1	3		106070	0	0	0	0	0		1	80000	3000004	10801	99	0	0	4	0	13	1	10-2	10-2	10-2	10-2	10-2	10-2	天梯商店	天梯商店	Arena	アリーナ	래더 상점	ร้านค้าสกาย
106090	605	110	1	3		106080	0	0	0	0	0		1	80000	3000004	10801	99	0	0	4	0	13	1	10-3	10-3	10-3	10-3	10-3	10-3	战力提升	戰力提升	Power Boost	戦闘力を高める	전투력 증가	เพิ่มพลัง
106100	0	110	1	2		106090	0	0	9	1	10	200	1	80000	3000004	80805	99	0	0	4	0	13	1	10-4	10-4	10-4	10-4	10-4	10-4	料理之辩	料理之辯	Culinary Confrontation	料理論争	요리 대결	การถกเรื่องอาหาร
106110	0	110	1	2		106100	0	0	9	1	10	200	1	80000	3000004	80806	99	0	0	4	0	13	1	10-5	10-5	10-5	10-5	10-5	10-5	料理之间	料理之間	Culinary Duel	料理の間	요리 라이벌	ระหว่างทำอาหาร
106120	0	110	1	2		106110	0	0	9	1	10	200	1	80000	3000004	80807	99	0	0	4	0	13	1	10-6	10-6	10-6	10-6	10-6	10-6	美味的判决	美味的判決	Cuisine Verdict	おいしい審判	맛 평가	ตัดสินที่รสชาติ
106130	606	110	1	3		106120	0	0	0	0	0		1	80000	3000004	10801	99	0	0	4	0	13	1	10-7	10-7	10-7	10-7	10-7	10-7	离岛空运	離島空運	Air Express	離島空便	항공 운송	ขนส่งทางอากาศ
106140	607	110	1	3		106130	0	0	0	0	0		1	80000	3000004	10801	99	0	0	4	0	13	1	10-8	10-8	10-8	10-8	10-8	10-8	小费商店	小費商店	Tips	心付け	팁 상점	ร้านค้าทิป
106150	608	110	1	3		106140	0	0	0	0	0		1	80000	3000004	10801	99	0	0	4	0	13	1	10-9	10-9	10-9	10-9	10-9	10-9	时装提升	時裝提升	Outfit Upgrade	外観育成	스킨 레벨업	อัปเกรดคอสตูม
106160	0	110	1	2		106150	0	0	9	1	10	200	1	80000	3000004	80808	99	0	0	4	0	13	1	10-10	10-10	10-10	10-10	10-10	10-10	地道	地道	The Tunnels	トンネル	지하도	แบบฉบับพื้นเมือง
106170	0	110	1	2		106160	0	0	9	1	10	200	1	80000	3000004	80809	99	0	0	4	0	13	1	10-11	10-11	10-11	10-11	10-11	10-11	箭之名	箭之名	The Arrow	弓矢の名	화살의 이름	ชื่อลูกศร
106180	0	110	3	2		106170	0	0	9	1	10	200	12	85000	3000004	80810	99	0	0	4	0	13	1	10-12	10-12	10-12	10-12	10-12	10-12	关键点发现	關鍵點發現	Key Point Discovered	キーポイント	메인 스팟 발견	ค้นพบจุดสำคัญ
106190	609	110	1	3		106180	0	0	0	0	0		1	85000	3000004	10801	99	0	0	4	0	13	1	10-13	10-13	10-13	10-13	10-13	10-13	战力提升	戰力提升	Power Boost	戦闘力を高める	전투력 증가	เพิ่มพลัง
106240	0	110	1	2		106190	0	0	9	1	10	200	1	85000	3000004	80811	99	0	0	4	0	13	1	10-14	10-14	10-14	10-14	10-14	10-14	野猫	野貓	Stray Cat	野良猫	길고양이	แมวป่า
106250	0	110	3	2		106240	0	0	14	1	15	300	12	90000	3000004	80812	99	0	0	4	0	13	1	10-15	10-15	10-15	10-15	10-15	10-15	野猫的报恩	野貓的報恩	A Stray's Gratitude	野良猫の恩返し	길고양이의 보은	การตอบแทน​คุณ​ของ​แมวป่า​
106251	0	110	1	1		106250	0	0	0	0	0		1	90000	3000004	10801	99	0	0	4	0	13	1	10-16	10-16	10-16	10-16	10-16	10-16	幕后之人	幕後之人	The Mastermind	黒幕	배후의 인물	ผู้ชักใย\nอยู่เบื้องหลัง
107010	0	111	1	2		106251	0	0	9	1	10	200	1	90000	3000004	80813	99	0	0	4	0	13	1	11-1	11-1	11-1	11-1	11-1	11-1	光幕的彼界	光幕的彼界	Beyond the Curtain	光幕の彼方	빛의 장막 너머	อีกฝากฝั่ง\nของม่านแสง
107011	0	111	1	2		107010	0	0	9	1	10	200	1	90000	3000004	80814	99	0	0	4	0	13	1	11-2	11-2	11-2	11-2	11-2	11-2	芽与遗骸	芽與遺骸	Buds and Remnants	芽と遺骸	새싹과 유해	ต้นอ่อนและซากศพ
107020	701	111	1	3		107011	0	0	0	0	0		1	90000	3000004	10801	99	0	0	4	0	13	1	11-3	11-3	11-3	11-3	11-3	11-3	厨艺钻研	廚藝鑽研	Culinary Research	料理の腕を磨く	요리 연구	วิจัยอาหาร
107040	0	111	1	2		107020	0	0	9	1	10	200	1	90000	3000004	80815	99	0	0	4	0	13	1	11-4	11-4	11-4	11-4	11-4	11-4	月之谎言	月之謊言	Moon's Deceit	月の嘘	달의 거짓말	คำโกหกของจันทรา
107050	0	111	1	2		107040	0	0	9	1	10	200	1	90000	3000004	80816	99	0	0	4	0	13	1	11-5	11-5	11-5	11-5	11-5	11-5	英雄登场	英雄登場	Unexpected Heroes	ヒーロー登場	히어로 등장	ผู้กล้าปรากฏตัว
107060	0	111	3	2		107050	0	0	9	1	10	200	12	95000	3000004	80817	99	0	0	4	0	13	1	11-6	11-6	11-6	11-6	11-6	11-6	神秘接头人	神秘接頭人	Mysterious Contact	謎の連絡人	수수께끼의 연락책	ผู้ติดต่อลึกลับ
107080	702	111	1	3		107060	0	0	0	0	0		1	95000	3000004	10801	99	0	0	4	0	13	1	11-7	11-7	11-7	11-7	11-7	11-7	厨艺钻研	廚藝鑽研	Culinary Research	料理の腕を磨く	요리 연구	วิจัยอาหาร
107090	703	111	1	3		107080	0	0	0	0	0		1	95000	3000004	10801	99	0	0	4	0	13	1	11-8	11-8	11-8	11-8	11-8	11-8	区域探索	區域探索	District Exploration	エリア探索	지역 탐색	สำรวจพื้นที่
107100	0	111	1	2		107090	0	0	9	1	10	200	1	95000	3000004	80818	99	0	0	4	0	13	1	11-9	11-9	11-9	11-9	11-9	11-9	利兹城的规矩	利茲城的規矩	Leids Town's Rules	リーズダムの掟	리즈덤의 규칙	กฏของเมืองลิซ
107110	0	111	1	2		107100	0	0	9	1	10	200	1	95000	3000004	80819	99	0	0	4	0	13	1	11-10	11-10	11-10	11-10	11-10	11-10	鹫之继承人	鷲之繼承人	Heir of the Vultures	ドッペルアドラーの継承者	이글의 상속자	ทายาททวินอีเกิล
107120	704	111	1	3		107110	0	0	0	0	0		1	95000	3000004	10801	99	0	0	4	0	13	1	11-11	11-11	11-11	11-11	11-11	11-11	世界首领	世界首領	World Boss	ワールドBOSS	월드 보스	เวิลด์บอส
107130	705	111	1	3		107120	0	0	0	0	0		1	95000	3000004	10801	99	0	0	4	0	13	1	11-12	11-12	11-12	11-12	11-12	11-12	大召唤师	大召喚師	Master Summoner	大召喚士	대소환사	ซัมมอนเนอร์
107140	0	111	1	2		107130	0	0	9	1	10	200	1	95000	3000004	80820	99	0	0	4	0	13	1	11-13	11-13	11-13	11-13	11-13	11-13	交易	交易	The Deal	取引	거래	ซื้อขาย
107150	0	111	1	2		107140	0	0	9	1	10	200	1	95000	3000004	80821	99	0	0	4	0	13	1	11-14	11-14	11-14	11-14	11-14	11-14	遗迹医者	遺跡醫者	Healer in The Ruins	遺跡の医師	유적에서 만난 의사	นักซ่อมโบราณวัตถุ
107151	0	111	1	2		107150	0	0	9	1	10	200	1	95000	3000004	80822	99	0	0	4	0	13	1	11-15	11-15	11-15	11-15	11-15	11-15	记忆中的花朵	記憶中的花朵	Memories in Bloom	記憶の中の花	추억의 꽃	ดอกไม้ในความทรงจำ
107160	0	111	3	2		107151	0	0	9	1	10	200	12	100000	3000004	80823	99	0	0	4	0	13	1	11-16	11-16	11-16	11-16	11-16	11-16	撤退作战	撤退作戰	Tactical Withdrawal	撤退作戦	철수 작전	ถอนตัว
107180	706	112	1	3		107160	0	0	0	0	0		1	100000	3000004	10801	99	0	0	4	0	13	1	12-1	12-1	12-1	12-1	12-1	12-1	厨艺钻研	廚藝鑽研	Culinary Research	料理の腕を磨く	요리 연구	วิจัยอาหาร
107190	707	112	1	3		107180	0	0	0	0	0		1	100000	3000004	10801	99	0	0	4	0	13	1	12-2	12-2	12-2	12-2	12-2	12-2	外卖送餐	外賣送餐	Food Delivery	出前	배달	เดลิเวอรี่
107200	708	112	1	3		107190	0	0	0	0	0		1	100000	3000004	10801	99	0	0	4	0	13	1	12-3	12-3	12-3	12-3	12-3	12-3	餐厅升级	餐廳升級	Cafe Upgrade	レストランレベルアップ	카페테리아 레벨업	อัปเกรดคาเฟ่
107210	709	112	1	3		107200	0	0	0	0	0		1	100000	3000004	10801	99	0	0	4	0	13	1	12-4	12-4	12-4	12-4	12-4	12-4	战力提升	戰力提升	Power Boost	戦闘力を高める	전투력 증가	เพิ่มพลัง
107220	710	112	1	3		107210	0	0	0	0	0		1	100000	3000004	10801	99	0	0	4	0	13	1	12-5	12-5	12-5	12-5	12-5	12-5	训练挑战	訓練挑戰	Training Challenge	訓練挑戦	훈련 도전	ความท้าทายในการฝึก
107230	0	112	1	2		107220	0	0	9	1	10	200	1	100000	3000004	80824	99	0	0	4	0	13	1	12-6	12-6	12-6	12-6	12-6	12-6	新的盟友	新的盟友	New Ally	新たな盟友	새로운 동맹	พันธมิตรใหม่
107240	0	112	1	2		107230	0	0	9	1	10	200	1	100000	3000004	80825	99	0	0	4	0	13	1	12-7	12-7	12-7	12-7	12-7	12-7	兑现承诺	兌現承諾	Fulfilling the Promise	約束を守る	약속 이행	ทำตามสัญญา
107250	0	112	3	2		107240	0	0	14	1	15	300	12	110000	3000004	80826	99	0	0	4	0	13	1	12-8	12-8	12-8	12-8	12-8	12-8	旧事新伤	舊事新傷	Old Wounds, New Pain	新しい傷	지나간 일과 새로운 상처	แผลใหม่\nจากเรื่องเดิม
108010	0	112	1	2		107250	0	0	9	1	10	200	1	115000	3000004	80827	99	0	0	4	0	13	1	12-9	12-9	12-9	12-9	12-9	12-9	病房	病房	The Ward	病室	병실	ห้องพักผู้ป่วย
108011	0	112	1	1		108010	0	0	0	0	0		1	115000	3000004	10801	99	0	0	4	0	13	1	12-10	12-10	12-10	12-10	12-10	12-10	海蕾的心声	海蕾的心聲	Hailey's Plea	ヘイリーの気持ち	헤일리의 속마음	เสียงหัวใจเฮลีย์
108030	0	112	1	2		108011	0	0	9	1	10	200	1	115000	3000004	80828	99	0	0	4	0	13	1	12-11	12-11	12-11	12-11	12-11	12-11	以朗博曼之名	以朗博曼之名	In the Name of Lebardmann	エンパーマンの名において	엠퍼만의 이름으로	ด้วย​เกียรติ​ของ​แล​ม​เบอร์​แมน​
108040	0	112	1	2		108030	0	0	9	1	10	200	1	115000	3000004	80829	99	0	0	4	0	13	1	12-12	12-12	12-12	12-12	12-12	12-12	真心与伪饰	真心與偽飾	Sincerity and Facade	真心と偽装	진심과 위선	ความจริงใจ​และ​การเสแสร้ง​
108050	0	112	3	2		108040	0	0	9	1	10	200	12	115000	3000004	80830	99	0	0	4	0	13	1	12-13	12-13	12-13	12-13	12-13	12-13	云霞之宴	雲霞之宴	The Sunset Banquet	霞の宴	운하에서의 파티	งานเลี้ยงเมฆารุ้ง
108060	801	113	1	3		108050	0	0	0	0	0		1	120000	3000004	10801	99	0	0	4	0	13	1	13-1	13-1	13-1	13-1	13-1	13-1	装备挑战	裝備挑戰	Equipment Challenge	装備挑戦	장비 도전	ท้าทายด่านอุปกรณ์
108070	802	113	1	3		108060	0	0	0	0	0		1	120000	3000004	10801	99	0	0	4	0	13	1	13-2	13-2	13-2	13-2	13-2	13-2	装备强化	裝備強化	Gear Enhancement	装備強化	장비 강화	ตีบวกอุปกรณ์
108080	0	113	1	2		108070	0	0	9	1	10	200	1	120000	3000004	80831	99	0	0	4	0	13	1	13-3	13-3	13-3	13-3	13-3	13-3	荣光之戒	榮光之戒	The Ring of Glory	栄光の指輪	글로리 링	แหวนแห่งเกียรติยศ
108090	0	113	1	2		108080	0	0	9	1	10	200	1	120000	3000004	80832	99	0	0	4	0	13	1	13-4	13-4	13-4	13-4	13-4	13-4	不见硝烟的战斗	不見硝煙的戰鬥	The Masked Deal	冷たい戦争	총성 없는 전투	การต่อสู้เงียบงัน
108100	803	113	1	3		108090	0	0	0	0	0		1	130000	3000004	10801	99	0	0	4	0	13	1	13-5	13-5	13-5	13-5	13-5	13-5	外卖送餐	外賣送餐	Food Delivery	出前	배달	เดลิเวอรี่
108110	804	113	1	3		108100	0	0	0	0	0		1	130000	3000004	10801	99	0	0	4	0	13	1	13-6	13-6	13-6	13-6	13-6	13-6	区域探索	區域探索	District Exploration	エリア探索	지역 탐색	สำรวจพื้นที่
108140	0	113	1	2		108110	0	0	9	1	10	200	1	130000	3000004	80833	99	0	0	4	0	13	1	13-7	13-7	13-7	13-7	13-7	13-7	行动开始	行動開始	Operation Begins	作戦開始	작전 개시	เริ่มต้นปฏิบัติการ
108150	0	113	1	2		108140	0	0	9	1	10	200	1	130000	3000004	80834	99	0	0	4	0	13	1	13-8	13-8	13-8	13-8	13-8	13-8	步入深渊	步入深淵	Into the Abyss	深淵に落ちる	심연 속으로	มุ่งสู่ก้นบึ้ง
108190	0	113	1	2		108150	0	0	9	1	10	200	1	130000	3000004	80835	99	0	0	4	0	13	1	13-9	13-9	13-9	13-9	13-9	13-9	自我得之	自我得之	Self-Gain	自己を得る	얻은 것	ได้มาด้วยตนเอง
108200	0	113	3	2		108190	0	0	9	1	10	200	12	130000	3000004	80836	99	0	0	4	0	13	1	13-10	13-10	13-10	13-10	13-10	13-10	自我失之	自我失之	Self-Loss	自己喪失	잃은 것	สูญเสียตัวตน
108210	805	113	1	3		108200	0	0	0	0	0		1	135000	3000004	10801	99	0	0	4	0	13	1	13-11	13-11	13-11	13-11	13-11	13-11	垂钓时刻	垂釣時刻	Time to Fish	釣りの瞬間	낚시 시간	ช่วงเวลาตกปลา
108220	806	113	1	3		108210	0	0	0	0	0		1	135000	3000004	10801	99	0	0	4	0	13	1	13-12	13-12	13-12	13-12	13-12	13-12	大召唤师	大召喚師	Master Summoner	大召喚士	대소환사	ซัมมอนเนอร์
108230	0	113	1	2		108220	0	0	9	1	10	200	1	135000	3000004	80837	99	0	0	4	0	13	1	13-13	13-13	13-13	13-13	13-13	13-13	想活下去	想活下去	The Will to Live	生存意志	살고 싶다	อยากมีชีวิตรอด
108240	0	113	1	2		108230	0	0	9	1	10	200	1	135000	3000004	80838	99	0	0	4	0	13	1	13-14	13-14	13-14	13-14	13-14	13-14	变质的内脏	變質的內臟	Tainted Core	腐敗した内臓	변이된 몸	เครื่องในเสื่อมสภาพ
108241	0	113	1	2		108240	0	0	9	1	10	200	1	135000	3000004	80839	99	0	0	4	0	13	1	13-15	13-15	13-15	13-15	13-15	13-15	雨中的告别	雨中的告別	Farewell in the Rain	雨中の別れ	빗속의 작별인사	คำบอกลากลางสายฝน
108250	0	113	3	2		108241	0	0	14	1	15	300	12	135000	3000004	80840	99	0	0	4	0	13	1	13-16	13-16	13-16	13-16	13-16	13-16	局中之人	局中之人	Players on a Board	渦中の人	남은 사람들	ผู้ที่อยู่ในแผน
108251	0	113	1	1		108250	0	0	0	0	0		1	140000	3000004	10801	99	0	0	4	0	13	1	13-17	13-17	13-17	13-17	13-17	13-17	一段落幕	一段落幕	A Chapter Closes	ひと段落	일단락	ปิดฉาก
109010	0	114	1	2		108251	0	0	9	1	10	200	1	145000	3000004	81101	99	0	0	4	0	13	1	14-1	14-1	14-1	14-1	14-1	14-1	神秘歌谣	神秘歌謠	Mysterious Ballad	神秘的な歌声	신비한 노랫소리	เพลงพื้นบ้านลึกลับ
109020	0	114	1	2		109010	0	0	9	1	10	200	1	145000	3000004	81102	99	0	0	4	0	13	1	14-2	14-2	14-2	14-2	14-2	14-2	金色偶像	金色偶像	An Idol	ゴールデンアイドル	금빛 아이돌	โกลเด้นไอดอล
109030	901	114	1	3		109020	0	0	0	0	0		1	145000	3000004	81103	99	0	0	4	0	13	1	14-3	14-3	14-3	14-3	14-3	14-3	外卖送餐	外賣送餐	Food Delivery	出前	배달	เดลิเวอรี่
109040	902	114	1	3		109030	0	0	0	0	0		1	145000	3000004	81104	99	0	0	4	0	13	1	14-4	14-4	14-4	14-4	14-4	14-4	战力提升	戰力提升	Power Boost	戦闘力を高める	전투력 증가	เพิ่มพลัง
109050	903	114	1	3		109040	0	0	0	0	0		1	145000	3000004	81105	99	0	0	4	0	13	1	14-5	14-5	14-5	14-5	14-5	14-5	训练挑战	訓練挑戰	Training Challenge	訓練挑戦	훈련 도전	ความท้าทายในการฝึก
109060	0	114	1	2		109050	0	0	9	1	10	200	1	148000	3000004	81106	99	0	0	4	0	13	1	14-6	14-6	14-6	14-6	14-6	14-6	新星声明	新星聲明	A Rising Star's Declaration	新星の声明	뉴 스타 선언	คำแถลงดาราใหม่
109070	0	114	1	2		109060	0	0	9	1	10	200	1	148000	3000004	81107	99	0	0	4	0	13	1	14-7	14-7	14-7	14-7	14-7	14-7	未知来电	未知來電	Unknown Caller	未知なる来電	미지의 전화	สายนิรนาม
109080	0	114	3	2		109070	0	0	9	1	10	200	12	148000	3000004	81108	99	0	0	4	0	13	1	14-8	14-8	14-8	14-8	14-8	14-8	弗雷泽尔	弗雷澤爾	Frazier	フレイジャー	프레이저	เฟรเซอร์
109090	904	114	1	3		109080	0	0	0	0	0		1	148000	3000004	81109	99	0	0	4	0	13	1	14-9	14-9	14-9	14-9	14-9	14-9	餐厅升级	餐廳升級	Cafe Upgrade	レストランレベルアップ	카페테리아 레벨업	อัปเกรดคาเฟ่
109091	0	114	1	1		109090	0	0	0	0	0		1	148000	3000004	81110	99	0	0	4	0	13	1	14-10	14-10	14-10	14-10	14-10	14-10	高空之人	高空之人	On a Precipice	天上人	옥상 위에 있던 사람	ชายหัวสูง
109100	0	114	1	2		109091	0	0	9	1	10	200	1	148000	3000004	81111	99	0	0	4	0	13	1	14-11	14-11	14-11	14-11	14-11	14-11	应期而死	應期而死	Demise on Demand	定められた死	아직 오지 않은 사신	ความตายที่ถูกกำหนด
109110	0	114	1	0		109100	0	0	9	1	10	200	1	148000	3000004	81112	99	0	0	4	0	13	1	14-12	14-12	14-12	14-12	14-12	14-12	冷漠的看客	冷漠的看客	Indifferent Onlooker	冷ややかな観客たち	차가운 반응	ผู้ชมที่ไร้ความรู้สึก
109120	905	114	1	3		109110	0	0	0	0	0		1	148000	3000004	81113	99	0	0	4	0	13	1	14-13	14-13	14-13	14-13	14-13	14-13	厨艺钻研	廚藝鑽研	Culinary Research	料理の腕を磨く	요리 연구	วิจัยอาหาร
109160	0	114	1	2		109120	0	0	9	1	10	200	1	148000	3000004	81114	99	0	0	4	0	13	1	14-14	14-14	14-14	14-14	14-14	14-14	沉默螺旋	沉默螺旋	Spiral of Silence	沈黙のスパイラル	침묵의 소용돌이	วังวนความเงียบงัน
109161	0	114	1	1		109160	0	0	0	0	0		1	148000	3000004	81115	99	0	0	4	0	13	1	14-15	14-15	14-15	14-15	14-15	14-15	四十二号	四十二號	Number Forty-Two	No.42	42호	No. 42
109170	0	114	3	2		109161	0	0	9	1	10	200	12	134000	3000004	81116	99	10917	0	4	0	13	1	14-16	14-16	14-16	14-16	14-16	14-16	弗露依亚	弗露依亞	Fluvia	フレイヤ	플루비아	ฟลูย่า
109180	0	115	1	2		109170	0	0	9	1	10	200	1	152000	3000004	81201	99	0	0	4	0	13	1	15-1	15-1	15-1	15-1	15-1	15-1	安全地带	安全地帶	Safe Zone	安全地帯	안전지대	พื้นที่ปลอดภัย
109181	0	115	1	1		109180	0	0	0	0	0		1	152000	3000004	81202	99	0	0	4	0	13	1	15-2	15-2	15-2	15-2	15-2	15-2	为谁而赢	為誰而贏	For Whom We Win	誰が為の勝利	누구를 위한 승리인가	ชนะเพื่อใคร
109190	0	115	1	0		109181	0	0	9	1	10	200	1	152000	3000004	81203	99	0	0	4	0	13	1	15-3	15-3	15-3	15-3	15-3	15-3	黑暗的演奏者	黑暗的演奏者	Dark Performer	暗闇の演奏者	어둠 속 연주자	นักดนตรีแห่งรัตติกาล
109200	0	115	1	0		109190	0	0	9	1	10	200	1	152000	3000004	81204	99	0	0	4	0	13	1	15-4	15-4	15-4	15-4	15-4	15-4	音乐革命	音樂革命	Musical Revolution	音楽革命	뮤직 레볼루션	ปฏิวัติดนตรี
109210	906	115	1	3		109200	0	0	0	0	0		1	152000	3000004	81205	99	0	0	4	0	13	1	15-5	15-5	15-5	15-5	15-5	15-5	幻影斗技	幻影鬥技	Phantom Clash	ファントム闘技場	팬텀 투기장	แฟนธอมอารีน่า
109240	0	115	3	2		109210	0	0	9	1	10	200	12	154000	3000004	81206	99	0	0	4	0	13	1	15-6	15-6	15-6	15-6	15-6	15-6	休止符	休止符	Interlude	休止符	쉼표	โน้ตหยุด
109250	0	115	1	2		109240	0	0	14	1	15	300	1	154000	3000004	81207	99	0	0	4	0	13	1	15-7	15-7	15-7	15-7	15-7	15-7	歌者	歌者	The Singer	歌手	노래하는 자	ผู้ขับร้อง
110010	0	115	1	2		109250	0	0	9	1	10	200	1	154000	3000004	81208	99	0	0	4	0	13	1	15-8	15-8	15-8	15-8	15-8	15-8	彗星小队	彗星小隊	Comet Squad	チーム・コメット	코멧 팀	หน่วยโคเม็ต
110020	0	115	1	2		110010	0	0	9	1	10	200	1	154000	3000004	81209	99	0	0	4	0	13	1	15-9	15-9	15-9	15-9	15-9	15-9	山雨欲来	山雨欲來	Gathering Storm	嵐の前の静けさ	심상치 않은 징조	พายุกำลังมา
110030	0	115	1	2		110020	0	0	9	1	10	200	1	154000	3000004	81210	99	0	0	4	0	13	1	15-10	15-10	15-10	15-10	15-10	15-10	寻踪觅迹	尋蹤覓跡	Tracing Shadows	痕跡を辿って	추적	เสาะหาร่องรอย
110040	1001	115	1	3		110030	0	0	0	0	0		1	154000	3000004	81211	99	0	0	4	0	13	1	15-11	15-11	15-11	15-11	15-11	15-11	外卖送餐	外賣送餐	Food Delivery	出前	배달	เดลิเวอรี่
110050	1002	115	1	3		110040	0	0	0	0	0		1	154000	3000004	81212	99	0	0	4	0	13	1	15-12	15-12	15-12	15-12	15-12	15-12	战斗员升星	戰鬥員升星	Star-up	戦闘員昇格	전투원 승급	เพิ่มดาวตัวละคร
110060	1003	115	1	3		110050	0	0	0	0	0		1	154000	3000004	81213	99	0	0	4	0	13	1	15-13	15-13	15-13	15-13	15-13	15-13	装备强化	裝備強化	Gear Enhancement	装備強化	장비 강화	ตีบวกอุปกรณ์
110070	1004	115	1	3		110060	0	0	0	0	0		1	154000	3000004	81214	99	0	0	4	0	13	1	15-14	15-14	15-14	15-14	15-14	15-14	训练挑战	訓練挑戰	Training Challenge	訓練挑戦	훈련 도전	ความท้าทายในการฝึก
110080	0	115	1	2		110070	0	0	9	1	10	200	1	154000	3000004	81215	99	0	0	4	0	13	1	15-15	15-15	15-15	15-15	15-15	15-15	惊梦	驚夢	Troubled Dreams	夢から覚める	경악한 꿈	ตื่นจากฝัน
110081	0	115	1	1		110080	0	0	0	0	0		1	154000	3000004	81216	99	0	0	4	0	13	1	15-16	15-16	15-16	15-16	15-16	15-16	疑罪从无	疑罪從無	Innocent Until Proven Guilty	推定無罪	무죄 추정의 원칙	สิ้นข้อสงสัย
110090	0	115	1	2		110081	0	0	9	1	10	200	1	154000	3000004	81217	99	0	0	4	0	13	1	15-17	15-17	15-17	15-17	15-17	15-17	夜色深处	夜色深處	Into the Night	夜更けに	깊은 밤	มุมมืดกลางดึก
110100	0	115	3	2		110090	0	0	9	1	10	200	12	158000	3000004	81218	99	0	11010	4	0	13	1	15-18	15-18	15-18	15-18	15-18	15-18	她的面纱	她的面紗	Her Veil	彼女のベール	베일 속 그녀	ผ้าคลุมหน้าของเธอ
110110	1005	116	1	3		110100	0	0	0	0	0		1	156000	3000004	81301	99	0	0	4	0	13	1	16-1	16-1	16-1	16-1	16-1	16-1	区域探索	區域探索	District Exploration	エリア探索	지역 탐색	สำรวจพื้นที่
