questId	ids	status
92201	92201_1	1
92202	92202_1	1
92203	92203_1	1
92204	92204_1	1
92205	92205_1	1
92206	92206_1	1
92207	92207_1	1
92208	92208_1	1
92209	92209_1	1
92210	92210_1	1
92211	92211_1	1
92212	92212_1	1
92213	92213_1	1
92214	92214_1	1
92215	92215_1	1
92216	92216_1	1
92217	92217_1,92217_2	1
92218	92218_1,92218_2	1
92219	92219_1,92219_2	1
92220	92220_1,92220_2	1
92231	92231_1	1
92232	92232_1	1
92233	92233_1	1
92234	92234_1	1
92235	92235_1	1
92236	92236_1	1
92237	92237_1	1
92238	92238_1	1
92239	92239_1	1
92240	92240_1	1
92241	92241_1	1
92242	92242_1	1
92243	92243_1	1
92244	92244_1	1
92245	92245_1	1
92246	92246_1	1
92247	92247_1,92247_2	1
92248	92248_1,92248_2	1
92249	92249_1,92249_2	1
92250	92250_1,92250_2	1
92261	92261_1	1
92262	92262_1	1
92263	92263_1	1
92264	92264_1	1
92265	92265_1	1
92266	92266_1	1
92267	92267_1	1
92268	92268_1	1
92269	92269_1	1
92270	92270_1	1
92271	92271_1	1
92272	92272_1	1
92273	92273_1	1
92274	92274_1	1
92275	92275_1	1
92276	92276_1	1
92277	92277_1,92277_2	1
92278	92278_1,92278_2	1
92279	92279_1,92279_2	1
92280	92280_1,92280_2	1
92281	92281_1	1
92282	92282_1	1
92283	92283_1	1
92284	92284_1	1
92285	92285_1	1
92286	92286_1	1
92301	92301_1	1
92302	92302_1	1
92303	92303_1	1
92304	92304_1	1
92305	92305_1	1
92306	92306_1	1
92307	92307_1	1
92308	92308_1	1
92309	92309_1	1
92310	92310_1	1
92311	92311_1	1
92312	92312_1	1
92313	92313_1	1
92314	92314_1	1
92315	92315_1	1
92316	92316_1	1
92317	92317_1,92317_2	1
92318	92318_1,92318_2	1
92319	92319_1,92319_2	1
92320	92320_1,92320_2	1
92331	92331_1	1
92332	92332_1	1
92333	92333_1	1
92334	92334_1	1
92335	92335_1	1
92336	92336_1	1
92337	92337_1	1
92338	92338_1	1
92339	92339_1	1
92340	92340_1	1
92341	92341_1	1
92342	92342_1	1
92343	92343_1	1
92344	92344_1	1
92345	92345_1	1
92346	92346_1	1
92347	92347_1,92347_2	1
92348	92348_1,92348_2	1
92349	92349_1,92349_2	1
92350	92350_1,92350_2	1
92361	92361_1	1
92362	92362_1	1
92363	92363_1	1
92364	92364_1	1
92365	92365_1	1
92366	92366_1	1
92367	92367_1	1
92368	92368_1	1
92369	92369_1	1
92370	92370_1	1
92371	92371_1	1
92372	92372_1	1
92373	92373_1	1
92374	92374_1	1
92375	92375_1	1
92376	92376_1	1
92377	92377_1,92377_2	1
92378	92378_1,92378_2	1
92379	92379_1,92379_2	1
92380	92380_1,92380_2	1
92401	92401_1	1
92402	92402_1	1
92403	92403_1	1
92404	92404_1	1
92405	92405_1	1
92406	92406_1	1
92407	92407_1	1
92408	92408_1	1
92409	92409_1	1
92410	92410_1	1
92411	92411_1	1
92412	92412_1	1
92413	92413_1	1
92414	92414_1	1
92415	92415_1	1
92416	92416_1	1
92417	92417_1,92417_2	1
92418	92418_1,92418_2	1
92419	92419_1,92419_2	1
92420	92420_1,92420_2	1
92431	92431_1	1
92432	92432_1	1
92433	92433_1	1
92434	92434_1	1
92435	92435_1	1
92436	92436_1	1
92437	92437_1	1
92438	92438_1	1
92439	92439_1	1
92440	92440_1	1
92441	92441_1	1
92442	92442_1	1
92443	92443_1	1
92444	92444_1	1
92445	92445_1	1
92446	92446_1	1
92447	92447_1,92447_2	1
92448	92448_1,92448_2	1
92449	92449_1,92449_2	1
92450	92450_1,92450_2	1
92461	92461_1	1
92462	92462_1	1
92463	92463_1	1
92464	92464_1	1
92465	92465_1	1
92466	92466_1	1
92467	92467_1	1
92468	92468_1	1
92469	92469_1	1
92470	92470_1	1
92471	92471_1	1
92472	92472_1	1
92473	92473_1	1
92474	92474_1	1
92475	92475_1	1
92476	92476_1	1
92477	92477_1,92477_2	1
92478	92478_1,92478_2	1
92479	92479_1,92479_2	1
92480	92480_1,92480_2	1
92501	92501_1	1
92502	92502_1	1
92503	92503_1	1
92504	92504_1	1
92505	92505_1	1
92506	92506_1	1
92507	92507_1	1
92508	92508_1	1
92509	92509_1	1
92510	92510_1	1
92511	92511_1	1
92512	92512_1	1
92513	92513_1	1
92514	92514_1	1
92515	92515_1	1
92516	92516_1	1
92517	92517_1,92517_2	1
92518	92518_1,92518_2	1
92519	92519_1,92519_2	1
92520	92520_1,92520_2	1
92531	92531_1	1
92532	92532_1	1
92533	92533_1	1
92534	92534_1	1
92535	92535_1	1
92536	92536_1	1
92537	92537_1	1
92538	92538_1	1
92539	92539_1	1
92540	92540_1	1
92541	92541_1	1
92542	92542_1	1
92543	92543_1	1
92544	92544_1	1
92545	92545_1	1
92546	92546_1	1
92547	92547_1,92547_2	1
92548	92548_1,92548_2	1
92549	92549_1,92549_2	1
92550	92550_1,92550_2	1
92561	92561_1	1
92562	92562_1	1
92563	92563_1	1
92564	92564_1	1
92565	92565_1	1
92566	92566_1	1
92567	92567_1	1
92568	92568_1	1
92569	92569_1	1
92570	92570_1	1
92571	92571_1	1
92572	92572_1	1
92573	92573_1	1
92574	92574_1	1
92575	92575_1	1
92576	92576_1	1
92577	92577_1,92577_2	1
92578	92578_1,92578_2	1
92579	92579_1,92579_2	1
92580	92580_1,92580_2	1
92601	92601_1	1
92602	92602_1	1
92603	92603_1	1
92604	92604_1	1
92605	92605_1	1
92606	92606_1	1
92607	92607_1	1
92608	92608_1	1
92609	92609_1	1
92610	92610_1	1
92611	92611_1	1
92612	92612_1	1
92613	92613_1	1
92614	92614_1	1
92615	92615_1	1
92616	92616_1	1
92617	92617_1,92617_2	1
92618	92618_1,92618_2	1
92619	92619_1,92619_2	1
92620	92620_1,92620_2	1
92631	92631_1	1
92632	92632_1	1
92633	92633_1	1
92634	92634_1	1
92635	92635_1	1
92636	92636_1	1
92637	92637_1	1
92638	92638_1	1
92639	92639_1	1
92640	92640_1	1
92641	92641_1	1
92642	92642_1	1
92643	92643_1	1
92644	92644_1	1
92645	92645_1	1
92646	92646_1	1
92647	92647_1,92647_2	1
92648	92648_1,92648_2	1
92649	92649_1,92649_2	1
92650	92650_1,92650_2	1
92661	92661_1	1
92662	92662_1	1
92663	92663_1	1
92664	92664_1	1
92665	92665_1	1
92666	92666_1	1
92667	92667_1	1
92668	92668_1	1
92669	92669_1	1
92670	92670_1	1
92671	92671_1	1
92672	92672_1	1
92673	92673_1	1
92674	92674_1	1
92675	92675_1	1
92676	92676_1	1
92677	92677_1,92677_2	1
92678	92678_1,92678_2	1
92679	92679_1,92679_2	1
92680	92680_1,92680_2	1
92701	92701_1	1
92702	92702_1	1
92703	92703_1	1
92704	92704_1	1
92705	92705_1	1
92706	92706_1	1
92707	92707_1	1
92708	92708_1	1
92709	92709_1	1
92710	92710_1	1
92711	92711_1	1
92712	92712_1	1
92713	92713_1	1
92714	92714_1	1
92715	92715_1	1
92716	92716_1	1
92717	92717_1,92717_2	1
92718	92718_1,92718_2	1
92719	92719_1,92719_2	1
92720	92720_1,92720_2	1
92731	92731_1	1
92732	92732_1	1
92733	92733_1	1
92734	92734_1	1
92735	92735_1	1
92736	92736_1	1
92737	92737_1	1
92738	92738_1	1
92739	92739_1	1
92740	92740_1	1
92741	92741_1	1
92742	92742_1	1
92743	92743_1	1
92744	92744_1	1
92745	92745_1	1
92746	92746_1	1
92747	92747_1,92747_2	1
92748	92748_1,92748_2	1
92749	92749_1,92749_2	1
92750	92750_1,92750_2	1
92761	92761_1	1
92762	92762_1	1
92763	92763_1	1
92764	92764_1	1
92765	92765_1	1
92766	92766_1	1
92767	92767_1	1
92768	92768_1	1
92769	92769_1	1
92770	92770_1	1
92771	92771_1	1
92772	92772_1	1
92773	92773_1	1
92774	92774_1	1
92775	92775_1	1
92776	92776_1	1
92777	92777_1,92777_2	1
92778	92778_1,92778_2	1
92779	92779_1,92779_2	1
92780	92780_1,92780_2	1
92801	92801_1	1
92802	92802_1	1
92803	92803_1	1
92804	92804_1	1
92805	92805_1	1
92806	92806_1	1
92807	92807_1	1
92808	92808_1	1
92809	92809_1	1
92810	92810_1	1
92811	92811_1	1
92812	92812_1	1
92813	92813_1	1
92814	92814_1	1
92815	92815_1	1
92816	92816_1	1
92817	92817_1,92817_2	1
92818	92818_1,92818_2	1
92819	92819_1,92819_2	1
92820	92820_1,92820_2	1
92831	92831_1	1
92832	92832_1	1
92833	92833_1	1
92834	92834_1	1
92835	92835_1	1
92836	92836_1	1
92837	92837_1	1
92838	92838_1	1
92839	92839_1	1
92840	92840_1	1
92841	92841_1	1
92842	92842_1	1
92843	92843_1	1
92844	92844_1	1
92845	92845_1	1
92846	92846_1	1
92847	92847_1,92847_2	1
92848	92848_1,92848_2	1
92849	92849_1,92849_2	1
92850	92850_1,92850_2	1
92861	92861_1	1
92862	92862_1	1
92863	92863_1	1
92864	92864_1	1
92865	92865_1	1
92866	92866_1	1
92867	92867_1	1
92868	92868_1	1
92869	92869_1	1
92870	92870_1	1
92871	92871_1	1
92872	92872_1	1
92873	92873_1	1
92874	92874_1	1
92875	92875_1	1
92876	92876_1	1
92877	92877_1,92877_2	1
92878	92878_1,92878_2	1
92879	92879_1,92879_2	1
92880	92880_1,92880_2	1
92901	92901_1	1
92902	92902_1	1
92903	92903_1	1
92904	92904_1	1
92905	92905_1	1
92906	92906_1	1
92907	92907_1	1
92908	92908_1	1
92909	92909_1	1
92910	92910_1	1
92911	92911_1	1
92912	92912_1	1
92913	92913_1	1
92914	92914_1	1
92915	92915_1	1
92916	92916_1	1
92917	92917_1,92917_2	1
92918	92918_1,92918_2	1
92919	92919_1,92919_2	1
92920	92920_1,92920_2	1
92931	92931_1	1
92932	92932_1	1
92933	92933_1	1
92934	92934_1	1
92935	92935_1	1
92936	92936_1	1
92937	92937_1	1
92938	92938_1	1
92939	92939_1	1
92940	92940_1	1
92941	92941_1	1
92942	92942_1	1
92943	92943_1	1
92944	92944_1	1
92945	92945_1	1
92946	92946_1	1
92947	92947_1,92947_2	1
92948	92948_1,92948_2	1
92949	92949_1,92949_2	1
92950	92950_1,92950_2	1
92961	92961_1	1
92962	92962_1	1
92963	92963_1	1
92964	92964_1	1
92965	92965_1	1
92966	92966_1	1
92967	92967_1	1
92968	92968_1	1
92969	92969_1	1
92970	92970_1	1
92971	92971_1	1
92972	92972_1	1
92973	92973_1	1
92974	92974_1	1
92975	92975_1	1
92976	92976_1	1
92977	92977_1,92977_2	1
92978	92978_1,92978_2	1
92979	92979_1,92979_2	1
92980	92980_1,92980_2	1
93001	93001_1	1
93002	93002_1	1
93003	93003_1	1
93004	93004_1	1
93005	93005_1	1
93006	93006_1	1
93007	93007_1	1
93008	93008_1	1
93009	93009_1	1
93010	93010_1	1
93011	93011_1	1
93012	93012_1	1
93013	93013_1	1
93014	93014_1	1
93015	93015_1	1
93016	93016_1	1
93017	93017_1,93017_2	1
93018	93018_1,93018_2	1
93019	93019_1,93019_2	1
93020	93020_1,93020_2	1
93031	93031_1	1
93032	93032_1	1
93033	93033_1	1
93034	93034_1	1
93035	93035_1	1
93036	93036_1	1
93037	93037_1	1
93038	93038_1	1
93039	93039_1	1
93040	93040_1	1
93041	93041_1	1
93042	93042_1	1
93043	93043_1	1
93044	93044_1	1
93045	93045_1	1
93046	93046_1	1
93047	93047_1,93047_2	1
93048	93048_1,93048_2	1
93049	93049_1,93049_2	1
93050	93050_1,93050_2	1
93061	93061_1	1
93062	93062_1	1
93063	93063_1	1
93064	93064_1	1
93065	93065_1	1
93066	93066_1	1
93067	93067_1	1
93068	93068_1	1
93069	93069_1	1
93070	93070_1	1
93071	93071_1	1
93072	93072_1	1
93073	93073_1	1
93074	93074_1	1
93075	93075_1	1
93076	93076_1	1
93077	93077_1,93077_2	1
93078	93078_1,93078_2	1
93079	93079_1,93079_2	1
93080	93080_1,93080_2	1
93081	93081_1	1
93082	93082_1	1
93083	93083_1	1
93084	93084_1	1
93085	93085_1	1
93086	93086_1	1
93101	93101_1	1
93102	93102_1	1
93103	93103_1	1
93104	93104_1	1
93105	93105_1	1
93106	93106_1	1
93107	93107_1	1
93108	93108_1	1
93109	93109_1	1
93110	93110_1	1
93111	93111_1	1
93112	93112_1	1
93113	93113_1	1
93114	93114_1	1
93115	93115_1	1
93116	93116_1	1
93117	93117_1,93117_2	1
93118	93118_1,93118_2	1
93119	93119_1,93119_2	1
93120	93120_1,93120_2	1
93131	93131_1	1
93132	93132_1	1
93133	93133_1	1
93134	93134_1	1
93135	93135_1	1
93136	93136_1	1
93137	93137_1	1
93138	93138_1	1
93139	93139_1	1
93140	93140_1	1
93141	93141_1	1
93142	93142_1	1
93143	93143_1	1
93144	93144_1	1
93145	93145_1	1
93146	93146_1	1
93147	93147_1,93147_2	1
93148	93148_1,93148_2	1
93149	93149_1,93149_2	1
93150	93150_1,93150_2	1
93161	93161_1	1
93162	93162_1	1
93163	93163_1	1
93164	93164_1	1
93165	93165_1	1
93166	93166_1	1
93167	93167_1	1
93168	93168_1	1
93169	93169_1	1
93170	93170_1	1
93171	93171_1	1
93172	93172_1	1
93173	93173_1	1
93174	93174_1	1
93175	93175_1	1
93176	93176_1	1
93177	93177_1,93177_2	1
93178	93178_1,93178_2	1
93179	93179_1,93179_2	1
93180	93180_1,93180_2	1
93181	93181_1	1
93182	93182_1	1
93183	93183_1	1
93184	93184_1	1
93185	93185_1	1
93186	93186_1	1
93201	93201_1	1
93202	93202_1	1
93203	93203_1	1
93204	93204_1	1
93205	93205_1	1
93206	93206_1	1
93207	93207_1	1
93208	93208_1	1
93209	93209_1	1
93210	93210_1	1
93211	93211_1	1
93212	93212_1	1
93213	93213_1	1
93214	93214_1	1
93215	93215_1	1
93216	93216_1	1
93217	93217_1,93217_2	1
93218	93218_1,93218_2	1
93219	93219_1,93219_2	1
93220	93220_1,93220_2	1
93231	93231_1	1
93232	93232_1	1
93233	93233_1	1
93234	93234_1	1
93235	93235_1	1
93236	93236_1	1
93237	93237_1	1
93238	93238_1	1
93239	93239_1	1
93240	93240_1	1
93241	93241_1	1
93242	93242_1	1
93243	93243_1	1
93244	93244_1	1
93245	93245_1	1
93246	93246_1	1
93247	93247_1,93247_2	1
93248	93248_1,93248_2	1
93249	93249_1,93249_2	1
93250	93250_1,93250_2	1
93261	93261_1	1
93262	93262_1	1
93263	93263_1	1
93264	93264_1	1
93265	93265_1	1
93266	93266_1	1
93267	93267_1	1
93268	93268_1	1
93269	93269_1	1
93270	93270_1	1
93271	93271_1	1
93272	93272_1	1
93273	93273_1	1
93274	93274_1	1
93275	93275_1	1
93276	93276_1	1
93277	93277_1,93277_2	1
93278	93278_1,93278_2	1
93279	93279_1,93279_2	1
93280	93280_1,93280_2	1
93301	93301_1	1
93302	93302_1	1
93303	93303_1	1
93304	93304_1	1
93305	93305_1	1
93306	93306_1	1
93307	93307_1	1
93308	93308_1	1
93309	93309_1	1
93310	93310_1	1
93311	93311_1	1
93312	93312_1	1
93313	93313_1	1
93314	93314_1	1
93315	93315_1	1
93316	93316_1	1
93317	93317_1,93317_2	1
93318	93318_1,93318_2	1
93319	93319_1,93319_2	1
93320	93320_1,93320_2	1
93331	93331_1	1
93332	93332_1	1
93333	93333_1	1
93334	93334_1	1
93335	93335_1	1
93336	93336_1	1
93337	93337_1	1
93338	93338_1	1
93339	93339_1	1
93340	93340_1	1
93341	93341_1	1
93342	93342_1	1
93343	93343_1	1
93344	93344_1	1
93345	93345_1	1
93346	93346_1	1
93347	93347_1,93347_2	1
93348	93348_1,93348_2	1
93349	93349_1,93349_2	1
93350	93350_1,93350_2	1
93361	93361_1	1
93362	93362_1	1
93363	93363_1	1
93364	93364_1	1
93365	93365_1	1
93366	93366_1	1
93367	93367_1	1
93368	93368_1	1
93369	93369_1	1
93370	93370_1	1
93371	93371_1	1
93372	93372_1	1
93373	93373_1	1
93374	93374_1	1
93375	93375_1	1
93376	93376_1	1
93377	93377_1,93377_2	1
93378	93378_1,93378_2	1
93379	93379_1,93379_2	1
93380	93380_1,93380_2	1
93401	93401_1	1
93402	93402_1	1
93403	93403_1	1
93404	93404_1	1
93405	93405_1	1
93406	93406_1	1
93407	93407_1	1
93408	93408_1	1
93409	93409_1	1
93410	93410_1	1
93411	93411_1	1
93412	93412_1	1
93413	93413_1	1
93414	93414_1	1
93415	93415_1	1
93416	93416_1	1
93417	93417_1,93417_2	1
93418	93418_1,93418_2	1
93419	93419_1,93419_2	1
93420	93420_1,93420_2	1
93431	93431_1	1
93432	93432_1	1
93433	93433_1	1
93434	93434_1	1
93435	93435_1	1
93436	93436_1	1
93437	93437_1	1
93438	93438_1	1
93439	93439_1	1
93440	93440_1	1
93441	93441_1	1
93442	93442_1	1
93443	93443_1	1
93444	93444_1	1
93445	93445_1	1
93446	93446_1	1
93447	93447_1,93447_2	1
93448	93448_1,93448_2	1
93449	93449_1,93449_2	1
93450	93450_1,93450_2	1
93461	93461_1	1
93462	93462_1	1
93463	93463_1	1
93464	93464_1	1
93465	93465_1	1
93466	93466_1	1
93467	93467_1	1
93468	93468_1	1
93469	93469_1	1
93470	93470_1	1
93471	93471_1	1
93472	93472_1	1
93473	93473_1	1
93474	93474_1	1
93475	93475_1	1
93476	93476_1	1
93477	93477_1,93477_2	1
93478	93478_1,93478_2	1
93479	93479_1,93479_2	1
93480	93480_1,93480_2	1
93501	93501_1	1
93502	93502_1	1
93503	93503_1	1
93504	93504_1	1
93505	93505_1	1
93506	93506_1	1
93507	93507_1	1
93508	93508_1	1
93509	93509_1	1
93510	93510_1	1
93511	93511_1	1
93512	93512_1	1
93513	93513_1	1
93514	93514_1	1
93515	93515_1	1
93516	93516_1	1
93517	93517_1,93517_2	1
93518	93518_1,93518_2	1
93519	93519_1,93519_2	1
93520	93520_1,93520_2	1
93531	93531_1	1
93532	93532_1	1
93533	93533_1	1
93534	93534_1	1
93535	93535_1	1
93536	93536_1	1
93537	93537_1	1
93538	93538_1	1
93539	93539_1	1
93540	93540_1	1
93541	93541_1	1
93542	93542_1	1
93543	93543_1	1
93544	93544_1	1
93545	93545_1	1
93546	93546_1	1
93547	93547_1,93547_2	1
93548	93548_1,93548_2	1
93549	93549_1,93549_2	1
93550	93550_1,93550_2	1
93561	93561_1	1
93562	93562_1	1
93563	93563_1	1
93564	93564_1	1
93565	93565_1	1
93566	93566_1	1
93567	93567_1	1
93568	93568_1	1
93569	93569_1	1
93570	93570_1	1
93571	93571_1	1
93572	93572_1	1
93573	93573_1	1
93574	93574_1	1
93575	93575_1	1
93576	93576_1	1
93577	93577_1,93577_2	1
93578	93578_1,93578_2	1
93579	93579_1,93579_2	1
93580	93580_1,93580_2	1
93601	93601_1	1
93602	93602_1	1
93603	93603_1	1
93604	93604_1	1
93605	93605_1	1
93606	93606_1	1
93607	93607_1	1
93608	93608_1	1
93609	93609_1	1
93610	93610_1	1
93611	93611_1	1
93612	93612_1	1
93613	93613_1	1
93614	93614_1	1
93615	93615_1	1
93616	93616_1	1
93617	93617_1,93617_2	1
93618	93618_1,93618_2	1
93619	93619_1,93619_2	1
93620	93620_1,93620_2	1
93631	93631_1	1
93632	93632_1	1
93633	93633_1	1
93634	93634_1	1
93635	93635_1	1
93636	93636_1	1
93637	93637_1	1
93638	93638_1	1
93639	93639_1	1
93640	93640_1	1
93641	93641_1	1
93642	93642_1	1
93643	93643_1	1
93644	93644_1	1
93645	93645_1	1
93646	93646_1	1
93647	93647_1,93647_2	1
93648	93648_1,93648_2	1
93649	93649_1,93649_2	1
93650	93650_1,93650_2	1
93661	93661_1	1
93662	93662_1	1
93663	93663_1	1
93664	93664_1	1
93665	93665_1	1
93666	93666_1	1
93667	93667_1	1
93668	93668_1	1
93669	93669_1	1
93670	93670_1	1
93671	93671_1	1
93672	93672_1	1
93673	93673_1	1
93674	93674_1	1
93675	93675_1	1
93676	93676_1	1
93677	93677_1,93677_2	1
93678	93678_1,93678_2	1
93679	93679_1,93679_2	1
93680	93680_1,93680_2	1
93801	93801_1	1
93802	93802_1	1
93803	93803_1	1
93804	93804_1	1
93805	93805_1	1
93806	93806_1	1
93807	93807_1	1
93808	93808_1	1
93809	93809_1	1
93810	93810_1	1
93811	93811_1	1
93812	93812_1	1
93813	93813_1	1
93814	93814_1	1
93815	93815_1	1
93816	93816_1	1
93817	93817_1,93817_2	1
93818	93818_1,93818_2	1
93819	93819_1,93819_2	1
93820	93820_1,93820_2	1
93831	93831_1	1
93832	93832_1	1
93833	93833_1	1
93834	93834_1	1
93835	93835_1	1
93836	93836_1	1
93837	93837_1	1
93838	93838_1	1
93839	93839_1	1
93840	93840_1	1
93841	93841_1	1
93842	93842_1	1
93843	93843_1	1
93844	93844_1	1
93845	93845_1	1
93846	93846_1	1
93847	93847_1,93847_2	1
93848	93848_1,93848_2	1
93849	93849_1,93849_2	1
93850	93850_1,93850_2	1
93861	93861_1	1
93862	93862_1	1
93863	93863_1	1
93864	93864_1	1
93865	93865_1	1
93866	93866_1	1
93867	93867_1	1
93868	93868_1	1
93869	93869_1	1
93870	93870_1	1
93871	93871_1	1
93872	93872_1	1
93873	93873_1	1
93874	93874_1	1
93875	93875_1	1
93876	93876_1	1
93877	93877_1,93877_2	1
93878	93878_1,93878_2	1
93879	93879_1,93879_2	1
93880	93880_1,93880_2	1
93701	93701_1	1
93702	93702_1	1
93703	93703_1	1
93704	93704_1	1
93705	93705_1	1
93706	93706_1	1
93707	93707_1	1
93708	93708_1	1
93709	93709_1	1
93710	93710_1	1
93711	93711_1	1
93712	93712_1	1
93713	93713_1	1
93714	93714_1	1
93715	93715_1	1
93716	93716_1	1
93717	93717_1,93717_2	1
93718	93718_1,93718_2	1
93719	93719_1,93719_2	1
93720	93720_1,93720_2	1
93731	93731_1	1
93732	93732_1	1
93733	93733_1	1
93734	93734_1	1
93735	93735_1	1
93736	93736_1	1
93737	93737_1	1
93738	93738_1	1
93739	93739_1	1
93740	93740_1	1
93741	93741_1	1
93742	93742_1	1
93743	93743_1	1
93744	93744_1	1
93745	93745_1	1
93746	93746_1	1
93747	93747_1,93747_2	1
93748	93748_1,93748_2	1
93749	93749_1,93749_2	1
93750	93750_1,93750_2	1
93761	93761_1	1
93762	93762_1	1
93763	93763_1	1
93764	93764_1	1
93765	93765_1	1
93766	93766_1	1
93767	93767_1	1
93768	93768_1	1
93769	93769_1	1
93770	93770_1	1
93771	93771_1	1
93772	93772_1	1
93773	93773_1	1
93774	93774_1	1
93775	93775_1	1
93776	93776_1	1
93777	93777_1,93777_2	1
93778	93778_1,93778_2	1
93779	93779_1,93779_2	1
93780	93780_1,93780_2	1
93901	93901_1	1
93902	93902_1	1
93903	93903_1	1
93904	93904_1	1
93905	93905_1	1
93906	93906_1	1
93907	93907_1	1
93908	93908_1	1
93909	93909_1	1
93910	93910_1	1
93911	93911_1	1
93912	93912_1	1
93913	93913_1	1
93914	93914_1	1
93915	93915_1	1
93916	93916_1	1
93917	93917_1,93917_2	1
93918	93918_1,93918_2	1
93919	93919_1,93919_2	1
93920	93920_1,93920_2	1
93931	93931_1	1
93932	93932_1	1
93933	93933_1	1
93934	93934_1	1
93935	93935_1	1
93936	93936_1	1
93937	93937_1	1
93938	93938_1	1
93939	93939_1	1
93940	93940_1	1
93941	93941_1	1
93942	93942_1	1
93943	93943_1	1
93944	93944_1	1
93945	93945_1	1
93946	93946_1	1
93947	93947_1,93947_2	1
93948	93948_1,93948_2	1
93949	93949_1,93949_2	1
93950	93950_1,93950_2	1
93961	93961_1	1
93962	93962_1	1
93963	93963_1	1
93964	93964_1	1
93965	93965_1	1
93966	93966_1	1
93967	93967_1	1
93968	93968_1	1
93969	93969_1	1
93970	93970_1	1
93971	93971_1	1
93972	93972_1	1
93973	93973_1	1
93974	93974_1	1
93975	93975_1	1
93976	93976_1	1
93977	93977_1,93977_2	1
93978	93978_1,93978_2	1
93979	93979_1,93979_2	1
93980	93980_1,93980_2	1
93981	93981_1,93981_2	1
93982	93982_1,93982_2	1
93983	93983_1,93983_2	1
93984	93984_1,93984_2	1
94101	94101_1	1
94102	94102_1	1
94103	94103_1	1
94104	94104_1	1
94105	94105_1	1
94106	94106_1	1
94107	94107_1	1
94108	94108_1	1
94109	94109_1	1
94110	94110_1	1
94111	94111_1	1
94112	94112_1	1
94113	94113_1	1
94114	94114_1	1
94115	94115_1	1
94116	94116_1	1
94117	94117_1,94117_2	1
94118	94118_1,94118_2	1
94119	94119_1,94119_2	1
94120	94120_1,94120_2	1
94131	94131_1	1
94132	94132_1	1
94133	94133_1	1
94134	94134_1	1
94135	94135_1	1
94136	94136_1	1
94137	94137_1	1
94138	94138_1	1
94139	94139_1	1
94140	94140_1	1
94141	94141_1	1
94142	94142_1	1
94143	94143_1	1
94144	94144_1	1
94145	94145_1	1
94146	94146_1	1
94147	94147_1,94147_2	1
94148	94148_1,94148_2	1
94149	94149_1,94149_2	1
94150	94150_1,94150_2	1
94161	94161_1	1
94162	94162_1	1
94163	94163_1	1
94164	94164_1	1
94165	94165_1	1
94166	94166_1	1
94167	94167_1	1
94168	94168_1	1
94169	94169_1	1
94170	94170_1	1
94171	94171_1	1
94172	94172_1	1
94173	94173_1	1
94174	94174_1	1
94175	94175_1	1
94176	94176_1	1
94177	94177_1,94177_2	1
94178	94178_1,94178_2	1
94179	94179_1,94179_2	1
94180	94180_1,94180_2	1
94301	94301_1	1
94302	94302_1	1
94303	94303_1	1
94304	94304_1	1
94305	94305_1	1
94306	94306_1	1
94307	94307_1	1
94308	94308_1	1
94309	94309_1	1
94310	94310_1	1
94311	94311_1	1
94312	94312_1	1
94313	94313_1	1
94314	94314_1	1
94315	94315_1	1
94316	94316_1	1
94317	94317_1,94317_2	1
94318	94318_1,94318_2	1
94319	94319_1,94319_2	1
94320	94320_1,94320_2	1
94331	94331_1	1
94332	94332_1	1
94333	94333_1	1
94334	94334_1	1
94335	94335_1	1
94336	94336_1	1
94337	94337_1	1
94338	94338_1	1
94339	94339_1	1
94340	94340_1	1
94341	94341_1	1
94342	94342_1	1
94343	94343_1	1
94344	94344_1	1
94345	94345_1	1
94346	94346_1	1
94347	94347_1,94347_2	1
94348	94348_1,94348_2	1
94349	94349_1,94349_2	1
94350	94350_1,94350_2	1
94361	94361_1	1
94362	94362_1	1
94363	94363_1	1
94364	94364_1	1
94365	94365_1	1
94366	94366_1	1
94367	94367_1	1
94368	94368_1	1
94369	94369_1	1
94370	94370_1	1
94371	94371_1	1
94372	94372_1	1
94373	94373_1	1
94374	94374_1	1
94375	94375_1	1
94376	94376_1	1
94377	94377_1,94377_2	1
94378	94378_1,94378_2	1
94379	94379_1,94379_2	1
94380	94380_1,94380_2	1
94001	94001_1	1
94002	94002_1	1
94003	94003_1	1
94004	94004_1	1
94005	94005_1	1
94006	94006_1	1
94007	94007_1	1
94008	94008_1	1
94009	94009_1	1
94010	94010_1	1
94011	94011_1	1
94012	94012_1	1
94013	94013_1	1
94014	94014_1	1
94015	94015_1	1
94016	94016_1	1
94017	94017_1,94017_2	1
94018	94018_1,94018_2	1
94019	94019_1,94019_2	1
94020	94020_1,94020_2	1
94031	94031_1	1
94032	94032_1	1
94033	94033_1	1
94034	94034_1	1
94035	94035_1	1
94036	94036_1	1
94037	94037_1	1
94038	94038_1	1
94039	94039_1	1
94040	94040_1	1
94041	94041_1	1
94042	94042_1	1
94043	94043_1	1
94044	94044_1	1
94045	94045_1	1
94046	94046_1	1
94047	94047_1,94047_2	1
94048	94048_1,94048_2	1
94049	94049_1,94049_2	1
94050	94050_1,94050_2	1
94061	94061_1	1
94062	94062_1	1
94063	94063_1	1
94064	94064_1	1
94065	94065_1	1
94066	94066_1	1
94067	94067_1	1
94068	94068_1	1
94069	94069_1	1
94070	94070_1	1
94071	94071_1	1
