id	chapterId	pic	status	title	title_zh_TW	title_en_UK	title_ja_JP	title_ko_KR	title_th_TH	text	text_zh_TW	text_en_UK	text_ja_JP	text_ko_KR	text_th_TH
31	110	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时105天。赢得料理挑战，进入地道，救回被绑架的小曼。	倒數計時105天。贏得料理挑戰，進入地道，救回被綁架的小曼。	105 days remain. Win the cooking challenge, venture into the tunnel, and rescue the kidnapped Mandy.	残り105日。トンネルに入り、誘拐されたマンを救出するための料理チャレンジに勝利せよ。	D-105. 요리 도전에서 승리하세요. 지하도에 들어가 붙잡힌 맨디를 구출하세요.	นับ​ถอยหลัง​ 105​ วัน​ ชนะ​การแข่งขัน​ทำอาหาร​ เข้าสู่​อุโมงค์ใต้ดิน​ ช่วย​แมน​ดี้​ที่​ถูก​ลักพาตัว​ไป​
32	110	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	9月30日 周六 气温：13~23℃ 阴 东北风3~4级	9月30日 週六 氣溫：13~23℃ 陰 東北風3~4級	Sept. 30, Saturday: 13-23℃, Overcast. NE wind at force 3-4.	9月30日（土） 気温：13～23℃ 曇り 北東の風 3～4	9월 30일 토요일 기온: 13~23℃ 흐림 북동풍 4~7m/s	วัน​เสาร์​ที่​ 30​ กันยายน​:​ อุณหภูมิ​ 13​ -​ 23​ ℃​ มืดครึ้ม​ มี​ลม​ตะวันออกเฉียงเหนือ​ ระดับ​ 3​ -​ 4​
33	110	41:main_ico_bubble_1	1	新海速报	新海速報	News Flash Catto City	ニューシー・エクスプレス	뉴오션 속보	ข่าวด่วนแคทโตะ	官宣！闪金财团进军乳品行业！近日闪金财团全资收购乳品行业第二巨头：光暗乳业，交易总价923亿。	官宣！閃金財團進軍乳品行業！近日閃金財團全資收購乳品行業第二巨頭：光暗乳業，交易總價923億。	It's Official! Spangler Inc. is venturing into the dairy industry! Recently, Spangler Inc. acquired the second-largest dairy company, Light & Dark Dairy, in a deal worth 92.3 billion.	公式発表 フラッシュ・ゴールド・コンソーシアムが酪農業界に参入！ 最近、フラッシュ・ゴールド・コンソーシアムは酪農業界第2位の明暗酪農を923億で完全買収した。	오피셜! 골드 재단이 유제품 산업에 진출합니다! 최근 골드 재단이 유제품 산업의 두 번째 거물, 라이트 다크 유업을 923억에 인수하였습니다.	ประกาศ​!​ กลุ่ม​ทุน​โกลด์​แค​ท​บุก​ตลาด​อุตสาหกรรม​ผลิตภัณฑ์​นม​!​ เมื่อไม่นานมานี้​กลุ่ม​ทุน​โกลด์​แค​ท​ได้​เข้า​ซื้อ​กิจการ​บริษัท​ผลิตภัณฑ์​นม​รายใหญ่​อันดับ​สอง​:​ ด้วย​มูลค่า​การซื้อขาย​รวม​ 92.3​ พัน​ล้าน​
34	111	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时104天。进入旧城区，调查问题古董源头。	倒數計時104天。進入舊城區，調查問題古董源頭。	104 days remain. Head to Oldtown to trace the origin of the questionable antiques.	残り104日。旧市街に入り、問題のアンティークの出所を調査せよ。	D-104. 구시가지에 가서 문제의 골동품 출품지를 조사하세요.	นับ​ถอยหลัง​ 104​ วัน​ เข้าสู่​เขตเมือง​โบราณ​ ตรวจสอบ​แหล่งที่มา​วัตถุ​โบราณ​
35	111	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	10月1日 周日 气温：13~18℃ 阴转多云 西北风3级	10月1日 周日 氣溫：13~18℃ 陰轉多雲 西北風3級	Oct. 1, Sunday: 13-18℃, Overcast becoming partly cloudy. NW wind at force 3.	10月1日（日） 気温：13~18℃ 曇りから曇り 北西の風 風力3	10월 1일 일요일 기온: 13~18℃ 흐림 뒤 구름 많음 북서풍 3~5m/s	วันอาทิตย์​ที่​ 1​ ตุลาคม​:​ อุณหภูมิ​ 13​ -​ 18​ ℃​ มืดครึ้ม​ มี​เมฆมาก​ มี​ลม​ตะวันตกเฉียงเหนือ​ ระดับ​ 3​
36	111	41:main_ico_bubble_1	1	收藏家指南	收藏家指南	Collector's Guide	コレクターズガイド	수집가 가이드	คู่มือนักสะสม	复古风格成潮流，利兹丹姆古董艺术品受到追捧！「专家」表示因其艺术风格的特异化，及有限的存量，利兹丹姆古董存在相当的升值空间。	復古風格成潮流，利茲丹姆古董藝術品受到追捧！「專家」表示因其藝術風格的特異化，及有限的存量，利茲丹姆古董存在相當的升值空間。	Retro style is all the rage, making Leidsdam's antique art pieces highly sought-after. "Experts" claim that Leidsdam's limited stock of distinctive artistic pieces holds significant potential for appreciation.	リーズ・デンハムのアンティーク・アート作品の需要が高まり、ヴィンテージ・スタイルがトレンドに！ "専門家によると、リーダム・アンティークスには、その特殊な芸術的スタイルと限られた在庫のため、かなりのアップサイドがあるという。	복고풍이 트렌드가 되었습니다. 리즈덤 예술 골동품이 인기를 끌고 있습니다! 「전문가」들은 예술 스타일의 특이함과 한정된 수량 때문에 리즈덤 골동품의 가격이 더 오를 여지가 있다고 말합니다.	สไตล์​ย้อนยุค​กลายเป็น​กระแส​ ผล​งานศิลปะ​โบราณวัตถุ​จาก​ลิ​ซแดนม์​ได้รับ​ความชื่นชม​!​ "​ผู้เชี่ยวชาญ​"​ กล่าวว่า​ ด้วย​สไตล์​ที่​แปลกตา​และ​ความ​พิเศษ​ของ​ศิลปะ​ อีก​ทั้ง​ยังมี​จำนวน​ที่​จำกัด​ ทำให้​มูลค่า​ของ​โบราณวัตถุ​ลิ​ซแดนม์​มีโอกาส​เพิ่มขึ้น​สูง​
37	112	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时102天。接触旧城区三大家族之一「黑鹫」的首领维托，获取关键信息。	倒數計時102天。接觸舊城區三大家族之一「黑鷲」的首領維托，獲取關鍵資訊。	102 days remain. Establish contact with Vito, the leader of Black Vulture, one of the three prominent families in Oldtown, to gather crucial information.	残り102日。旧市街にある御三家のひとつ、ブラック・ヴァルチャー（黒いハゲタカ）のリーダー、ヴィトと連絡を取り、重要な情報を入手する。	D-102일 구시가지의 3대가문의 하나인 「블랙 이글」의 보스 빅터와 만나 중요한 정보를 획득하세요.	นับ​ถอยหลัง​ 102​ วัน​ เข้าหา​วี​โต้​ท่าน​ผู้นำ​ของ​ "​ทวิ​น​อีเกิล​"​ หนึ่ง​ใน​สาม​ตระกูล​ใหญ่​ของ​เขตเมือง​โบราณ​ เพื่อ​ตรวจหา​และ​เก็บ​ข้อมูล​สำคัญ​
38	112	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	10月3日 周二 气温：13~18℃ 阴转多云 西北风4~5级	10月3日 週二 氣溫：13~18℃ 陰轉多雲 西北風4~5級	Oct. 3, Tuesday: 13-18℃, Overcast becoming partly cloudy. NW wind at force 4-5.	10月3日（火） 気温：13~18℃ 曇りのち曇り 北西の風 4~5	10월 3일 화요일 기온: 13~18℃ 흐림 뒤 구름 많음 북서풍 7~10m/s	วัน​อังคาร​ที่​ 3​ ตุลาคม​:​ อุณหภูมิ​ 13​ -​ 18​ ℃​ มืดครึ้ม​ มี​เมฆมาก​ มี​ลม​ตะวันตกเฉียงเหนือ​ ระดับ​ 4​ -​ 5​
39	112	41:main_ico_bubble_1	1	新海速报	新海速報	News Flash Catto City	ニューシー・エクスプレス	뉴오션 속보	ข่าวด่วนแคทโตะ	注意！本月第三起藏品诈骗案。二手交易有风险，认准正规渠道，谨防上当受骗。	注意！本月第三起藏品詐騙案。二手交易有風險，認准正規管道，謹防上當受騙。	Attention! We have encountered the third case of fraudulent collections this month. Second-hand transactions carry inherent risks. Please utilize legitimate channels to avoid falling victim to scams.	注意！ 今月3件目の集金詐欺事件。 中古品取引は危険です。正規のルートを認識し、騙されないように気をつけましょう。	주의! 이번 달 세 번째로 발생한 소장품 사기 사건입니다. 중고 거래는 사기의 위험이 있으니 정식 루트를 통해 거래하셔서 사기를 당하지 않도록 조심하십시오.	โปรด​ระวัง​!​ คดี​ฉ้อโกง​ของ​สะสม​ราย​ที่​ 3​ ใน​เดือน​นี้​ การค้าขาย​มือสอง​มี​ความเสี่ยง​ กรุณา​เลือก​ใช้​ช่องทาง​ที่​เป็นทางการ​และ​ระวัง​การ​ถูก​หลอกลวง​
40	113	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时101天。锁定杰克皇，参加古董拍卖会，获取对方信任，完成调查。	倒數計時101天。鎖定杰克皇，參加古董拍賣會，獲取對方信任，完成調查。	101 days remain. Target Jack Roy. Participate in the antique auction, earn his trust, and complete the investigation.	残り101日。 ジャック・ロイヤルを封鎖し、アンティーク・オークションに参加し、お互いの信頼を得て、捜査を完了せよ。	D-101. 잭 로이에게 집중해서 골동품 경매에 참가하여 상대방의 신뢰를 얻고 조사를 완료하세요.	นับ​ถอยหลัง​ 101​ วัน​ จับตาดู​คิง​แจ็ค​ เข้า​ร่วมงาน​ประมูล​วัตถุ​โบราณ​ ได้รับ​ความ​เชื่อใจ​จาก​เขา​ ดำเนินการ​ตรวจสอบ​ให้​สำเร็จ​
41	113	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	10月4日 周三 气温：9~17℃ 多云转阵雨 西北风3~4级	10月4日 週三 氣溫：9~17℃ 多雲轉陣雨 西北風3~4級	Oct. 4, Wednesday: 9-17℃, Partly cloudy turning to scattered showers. NW wind at force 3-4.	10月4日（水） 気温：9～17℃ 曇りのちにわか雨 北西の風 3～4	10월 4일 수요일 기온: 9~17℃ 구름 많음 뒤 비 북서풍 4~7m/s	วัน​พุธ​ที่​ 4​ ตุลาคม​:​ อุณหภูมิ​ 9​ -​ 17​ ℃​ มี​เมฆมาก​ มี​ฝน​ มี​ลม​ตะวันตกเฉียงเหนือ​ ระดับ​ 3​ -​ 4​
42	113	41:main_ico_bubble_1	1	美食指南	美食指南	Culinary Guide	フードガイド	맛집 가이드	คู่มือทำอาหาร	曾经贵族宴会必备的美食，如今会做的人寥寥无几——旧利兹丹姆王室食谱曝光，揭秘被严重低估的宝藏美食菜系。	曾經貴族宴會必備的美食，如今會做的人寥寥無幾——舊利茲丹姆王室食譜曝光，揭秘被嚴重低估的寶藏美食菜系。	Once a highlight of noble banquets, this exquisite gourmet dish has become a rarity. The ancient Leidsdam royal cookbook has resurfaced, unveiling an underrated culinary gem.	かつては貴族の晩餐会の必需品だったが、今ではほとんど使われなくなった-リーズ・デナム王室御用達の古いレシピが公開され、グルメ料理の深刻な過小評価の宝庫が明らかになる。	한때 귀족 연회에 필수였던 음식을 요리할 줄 아는 사람이 거의 없는데, 과거 리즈덤 왕실 요리법이 공개되며 심각하게 과소평가된 그 요리의 실체가 밝혀졌습니다.	อาหาร​ที่​เคย​เป็น​เมนู​สำคัญ​ใน​งานเลี้ยง​ชนชั้นสูง​ ปัจจุบัน​เหลือ​เพียง​ไม่​กี่​คน​ที่​ยังคง​ทำได้​—​ตำราอาหาร​ราชวงศ์​แห่ง​ลิ​ซแดนม์​ถูก​เปิดเผย​ เผยความลับ​ของ​เมนู​อัน​ล้ำ​ค่าที่​เคย​ถูก​มองข้าม​
43	114	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时91天。前往总部进行述职。	倒數計時91天。前往總部進行述職。	91 days remain. Proceed to headquarters to present your progress report.	残り91日。 報告のため本部へ移動。	D-91. 본부에 가서 보고하세요.	นับ​ถอยหลัง​ 91​ วัน​ เดินทาง​ไป​ยัง​สำนักงานใหญ่​เพื่อ​รายงานตัว​
44	114	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	10月9日 周一 气温：19~25℃ 阴转晴 北风3~4级	10月9日 週一 氣溫：19~25℃ 陰轉晴 北風3~4級	Oct. 9, Monday: 19-25℃, Overcast clearing to sunny. North wind at force 3-4.	10月9日（月） 気温：19~25℃ 曇りのち晴れ 北風強さ3~4	10월 9일 월요일 기온: 19~25℃ 흐림 뒤 맑음 북풍 4~7m/s	วัน​จันทร์​ที่​ 9​ ตุลาคม​:​ อุณหภูมิ​ 19​ -​ 25​ ℃​ มืดครึ้ม​ ฟ้า​โปร่ง​ มี​ลม​เหนือ​ ระดับ​ 3​ -​ 4​
45	114	41:main_ico_bubble_1	1	新海速报	新海速報	News Flash Catto City	ニューシー・エクスプレス	뉴오션 속보	ข่าวด่วนแคทโตะ	关于娱乐场所的大范围整治行动仍在继续。请相关单位自觉中止活动、及时停业，接受统一整改。	關於娛樂場所的大範圍整治行動仍在繼續。請相關單位自覺中止活動、及時停業，接受統一調整。	The extensive crackdown on entertainment establishments is still underway. All relevant parties are required to cease their activities promptly and comply with the unified rectification measures.	娯楽施設に関する広範な是正措置が続いている。 統一的な是正を受けるため、適時の活動停止、廃業をお願いします。	유흥업소에 대한 대대적인 단속이 계속되고 있습니다. 관련 업소는 스스로 제때 활동 및 영업을 정지하여 일관적인 지침을 따르십시오.	การ​ดำเนินการ​ปราบปราม​สถานบันเทิง​ใน​วงกว้าง​ยังคง​ดำเนินต่อไป​ ขอให้​กิจการ​ที่​เกี่ยวข้อง​หยุด​กิจกรรม​ด้วย​จิตสำนึก​ ปิดกิจการ​ทันที​ และ​ให้ความร่วมมือ​ตา​มก​ฏ​
46	115	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时87天。参加音乐节，维护现场秩序，保证绪能点-宴会厅的安全。	倒數計時87天。參加音樂節，維護現場秩序，保證緒能點-宴會廳的安全。	87 days remain. Attend the music festival, maintain on-site order, and ensure the security of the Pathos Drop Point located at the Banquet Hall.	残り87日。 音楽祭に参加し、会場の秩序を保ち、オゴヨポイントバンケットホールの安全を確保してください。	D-87. 뮤직 페스티벌에 참가하여 현장 질서 확립 및 이모션 에너지 스팟-행사장의 안전을 확보하십시오.	นับ​ถอยหลัง​ 87​ วัน​ เข้าร่วม​เทศกาล​ดนตรี​ รักษา​ความสงบเรียบร้อย​ของ​สถานที่​ รับประกัน​ความปลอดภัย​ใน​จุด​พา​โธส​รั่วไหล​-​ ห้อง​จัด​เลี้ยง​
47	115	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	10月13日 周五 气温：17~25℃ 多云转阴 微风	10月13日 週五 氣溫：17~25℃ 多雲轉陰 微風	Oct. 13, Friday: 17-25℃, Partly cloudy to overcast. Light air.	10月13日（金） 気温：17～25℃ 曇りのち曇り 風強し	10월 13일 금요일 기온: 17~25℃ 구름 많음 뒤 흐림 약한 바람	วัน​ศุกร์​ที่​ 13​ ตุลาคม​:​ อุณหภูมิ​ 17​ -​ 25​ ℃​ มี​เมฆมาก​ มืดครึ้ม​ มี​ลม​เล็กน้อย​
48	115	41:main_ico_bubble_1	1	FIRECAT	FIRECAT	FIRECAT	FIRECAT	FIRECAT	FIRECAT	FIRECAT提醒广大市民，进入公众聚集场所时，留意安全出口的位置，遇到意外不要惊慌，及时从安全出口撤离。	FIRECAT提醒廣大市民，進入公眾聚集場所時，留意安全出口的位置，遇到意外不要驚慌，及時從安全出口撤離。	FIRECAT kindly advises citizens to take note of the safety exits when entering public venues and, in the event of an emergency, to remain calm and evacuate promptly through the nearest exit.	FIRECATは、一般市民に対し、人が集まる場所に入る際は、安全口の位置に注意し、事故が発生した場合は慌てず、時間内に安全口から避難するよう呼びかけている。	FIRECAT이 시민 여러분께 안내 드립니다. 많은 사람들이 모이는 장소에서는 비상 출구의 위치를 반드시 확인하셔서 사고가 발생하더라도 당황하지 마시고 곧바로 비상 출구로 나가시기 바랍니다.	FIRECAT​ ขอ​เตือน​ชาวเมือง​ทั่วไป​ว่า​ เมื่อ​เข้าไป​ใน​สถานที่​ชุมนุม​ ควร​สังเกต​ทางออก​ฉุกเฉิน​ และ​เมื่อ​เกิด​อุบัติเหตุ​หรือ​ภัยพิบัติ​ ของ​ให้​ทุกคน​อย่า​ตื่นตระหนก​ และ​อพยพ​ออกจาก​สถานที่เกิดเหตุ​ด้วย​ทางออก​ฉุกเฉิน​ให้​เร็ว​ที่สุด​
49	116	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时86天。前往情绪干预中心，调查血液科病患。	倒數計時86天。前往情緒干預中心，調查血液科病患。	86 days remain. Visit the Emotion Remedy Center to check on the hematology patients.	残り86日。感情介入センターを訪問し、血液内科の患者を調査。	D-86. 이모션 컨트롤 센터로 가서 혈액내과 환자를 조사하세요.	นับ​ถอยหลัง​ 86​ วัน​ ไป​ที่​ศูนย์​เยียวยา​พา​โธ​ซิ​ส​เพื่อ​ตรวจสอบ​ผู้ป่วย​โรค​โลหิต​
50	116	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	10月14日 周六 气温：18~27℃ 阴转晴 微风	10月14日 週六 氣溫：18~27℃ 陰轉晴 微風	Oct. 14, Saturday: 18~27℃, Overcast clearing to sunny. Light air.	10月14日（土） 気温：18～27℃ 曇りのち晴れ 風が強い	10월 14일 토요일 기온: 18~27℃ 흐림 뒤 맑음 약한 바람	วัน​เสาร์​ที่​ 14​ ตุลาคม​:​ อุณหภูมิ​ 18​ -​ 27​ ℃​ มืดครึ้ม​ ฟ้า​โปร่ง​ มี​ลม​เล็กน้อย​
51	116	41:main_ico_bubble_1	1	新海速报	新海速報	News Flash Catto City	ニューシー・エクスプレス	뉴오션 속보	ข่าวด่วนแคทโตะ	来自樱岛的千金-赤沼莲小姐将于近日在中心区开展茶道交流活动，预约渠道请往这边戳~	來自櫻島的千金-赤沼蓮小姐將于近日在中心區開展茶道交流活動，預約管道請往這邊戳~	Miss Akanuma Ren from Sakura Island will soon be hosting a tea ceremony event in the Central District. Tap here to make a reservation!	桜島の娘、赤沼蓮が中央地区で茶会を開く。	사쿠라 섬에서 온 영애-아카누마 렌 씨가 머지않아 센트럴 타운에서 다과교류회를 개최한다고 합니다. 예약은 이쪽에서 도와드리겠습니다.	คุณหญิง​อาคานุมะ เร็น​ จาก​เกาะ​ซากุระ​ จะ​จัด​พิธี​ชงชา​ใน​เขต​ศูนย์กลาง​เร็ว​ๆ​ นี้​ ช่อง​ทางการ​นัดหมาย​กรุณา​คลิ๊ก​ตรงนี้​เลย​~​
52	117	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时85天。支援南弥生和特莉丝！	倒數計時85天。支援南彌生和特莉絲！	85 days remain. Provide backup to Minami and Triss!	残り85日。 南弥生とトリスを応援！	D-85. 미나미와 트리스를 지원하세요!	นับ​ถอยหลัง​ 85​ วัน​ ซัพพอร์ต​มิ​นา​มิ​และ​ท​ริ​ส​!​
53	117	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	10月15日 周日 气温：14~26°C 晴	10月15日 周日 氣溫：14~26°C 晴	Oct. 15, Sunday: 14-26℃, Sunny.	10月15日（日） 気温：14~26℃ 晴れ	10월 15일 일요일 기온: 14~26℃ 맑음	วันอาทิตย์​ที่​ 15​ ตุลาคม​:​ อุณหภูมิ​ 14​ -​ 26​ ℃​ ฟ้า​โปร่ง​
54	117	41:main_ico_bubble_1	1	新海速报	新海速報	News Flash Catto City	ニューシー・エクスプレス	뉴오션 속보	ข่าวด่วนแคทโตะ	凛北区雪将军广场遭遇重大袭击！请附近居民暂时留守家中，等待通知！	凜北區雪將軍廣場遭遇重大襲擊！請附近居民暫時留守家中，等待通知！	A major attack has occurred in Snowhawk Square in Boreala! Residents in the vicinity are instructed to stay indoors and await further instructions.	凛北区の雪将軍広場で大規模な襲撃があった！ 近隣の住民の皆さんは、当分の間、自宅で連絡を待つように！	노스 타운의 제네럴 스노우 프라자에 대규모 습격이 발생했습니다! 근처에 계신 주민 여러분은 집에서 나오지 마시고 공지를 기다리십시오!	จัตุรัส​ส​โน​ว์​ เขต​โบ​เรีย​ร่า​ ถูก​โจมตี​อย่าง​หนัก​!​ ขอให้​ประชาชน​ใน​พื้นที่​ใกล้เคียง​หลบ​อยู่​ใน​บ้าน​ชั่วคราว​และ​รอ​การ​แจ้ง​เตือน​!​
55	118	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时84天。找出信息泄露的幕后黑手。	倒數計時84天。找出資訊洩露的幕後黑手。	84 days remain. Uncover the mastermind behind the information leak.	カウントダウン84日。情報漏洩した黒幕をあぶり出す。	D-84. 정보를 누출시키는 흑막을 찾아내십시오.	นับ​ถอยหลัง​ 84​ วัน​ หา​ตัวผู้​ที่อยู่​เบื้องหลัง​การรั่วไหล​ของ​ข้อมูล​
56	118	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	10月21日 周六 气温：12~23℃ 多云转阴 微风	10月21日 週六 氣溫：12~23℃ 多雲轉陰 微風	Oct. 21, Saturday: 12-23℃, Partly cloudy to overcast. Light air.	10月21日 土曜日 気温：12~23℃ 薄曇り後曇り そよ風	10월 21일 토요일 기온: 12~23℃ 구름 많음 뒤 흐림 약한 바람	วัน​เสาร์​ที่​ 21​ ตุลาคม​:​ อุณหภูมิ​ 12​ -​ 23​ ℃​ มี​เมฆมาก​ มืดครึ้ม​ มี​ลม​เล็กน้อย​
57	118	41:main_ico_bubble_1	1	新海速报	新海速報	News Flash Catto City	ニューシー・エクスプレス	뉴오션 속보	ข่าวด่วนแคทโตะ	暴风眼调查长副官，斯泰茜。新海市内的波斯猫族独女……	暴風眼調查長副官，斯泰茜。新海市內的波斯貓族獨女……	Stacey, Chief Inspector's deputy officer of the StormEye. The lone Persian daughter of Catto City...	ストームアイ調査長副官・ステイシ。新海市内ペルシャフェリニアンスの一人娘……	스톰아이 조사국장의 부관 스테이시입니다. 뉴오션 시티 내의 페르시아 캣족의 무남독녀로......	ส​เต​ซี่​ เลขานุการ​ของ​หัวหน้า​สืบสวน​แห่ง​สตอร์ม​อาย​ ลูกสาว​เพียง​คนเดียว​ของ​เผ่า​แมว​เปอร์เซีย​ใน​แค​ทโตะ​ ซิตี้​
58	119	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时83天。等待议会决议。	倒數計時83天。等待議會決議。	83 days remain. Awaiting the council's verdict.	カウントダウン83日。議会決議待ち。	D-83. 의회의 결정을 기다리세요.	นับ​ถอยหลัง​ 83​ วัน​ รอ​มติ​ของ​รัฐสภา​
59	119	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	10月22日 周日 气温：11~23℃ 阴转晴 微风	10月22日 周日 氣溫：11~23℃ 陰轉晴 微風	Oct. 22, Sunday: 11-23℃, Overcast clearing to sunny. Light air.	10月22日 日曜日 気温：11~23℃ 曇り後晴れ そよ風	10월 22일 일요일 기온: 11~23℃ 흐림 뒤 맑음 약한 바람	วันอาทิตย์​ที่​ 22​ ตุลาคม​:​ อุณหภูมิ​ 11​ -​ 23​ ℃​ มืดครึ้ม​ ฟ้า​โปร่ง​ มี​ลม​เล็กน้อย​
60	119	41:main_ico_bubble_1	1	新海速报	新海速報	News Flash Catto City	ニューシー・エクスプレス	뉴오션 속보	ข่าวด่วนแคทโตะ	暴风眼调查署署长寅虎涉嫌多项罪名，已接受停职查办 。	暴風眼調查署署長寅虎涉嫌多項罪名，已接受停職查辦 。	Leona, the Chief of the StormEye Bureau of Investigation, is currently under investigation for multiple charges and has consequently been suspended from duty.	ストームアイ署長・トラが複数罪の疑いで停職処分。	스톰아이 조사국 국장 인호는 여러 혐의로 정직 처분을 받았습니다.	ไทเกอร์​ ผู้​อํา​นวย​การ​สำนักงาน​สืบสวน​สตอร์ม​อาย​ ถูก​สงสัย​ใน​หลาย​ข้อหา​ ซึ่ง​ตอนนี้​ถูก​พักงาน​และ​อยู่​ระหว่าง​การ​สอบสวน​
61	120	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时77天。接任署长，查找暴风眼隐藏资料。	倒數計時77天。接任署長，查找暴風眼隱藏資料。	77 days remain. Assume the role of Chief and uncover the hidden data within StormEye.	残り77日。署長の職務を引き継ぎ、ストームアイの秘密資料を探し出す。	카운트다운 77일. 국장직을 승계하고 폭풍의 눈에 숨겨진 자료를 찾는다.	นับ​ถอยหลัง​ 77​ วัน​ รับ​ตำแหน่ง​ผู้อำนวยการ​ ตรวจสอบ​ข้อมูล​ลับ​ของ​สตอร์ม​อาย​
62	120	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	10月28日 周六 气温：11~16℃ 阴转多云 微风	10月28日 週六 氣溫：11~16℃ 陰轉多雲 微風	Oct. 28, Saturday: 11-16℃, Overcast becoming partly cloudy. Light air.	10月28日（土）　気温：11~16℃　曇りのち曇り　そよ風	10월 28일 토요일 기온: 11~16℃ 흐리다 맑음 미풍	วัน​เสาร์​ที่​ 28​ ตุลาคม​:​ อุณหภูมิ​ 11​ -​ 16​ ℃​ มืดครึ้ม​ มี​เมฆมาก​ มี​ลม​เล็กน้อย​
63	120	41:main_ico_bubble_1	1	新海速报	新海速報	News Flash Catto City	ニューシー・エクスプレス	뉴오션 속보	ข่าวด่วนแคทโตะ	全民英雄竟是新人调查官，接任暴风眼署长是众望所归，还是另有隐情？	全民英雄竟是新人調查官，接任暴風眼署長是眾望所歸，還是另有隱情？	The nation's revered hero is, in fact, a novice Inspector. Is he/she truly the ideal choice for the position of Chief at StormEye, or is there more to this story?	国民的ヒーローの正体は新人調査官？！ストームアイ署長に飛び級昇進、実力か裏事情か？	국민 영웅이 신인 조사관이라니, 폭풍의 눈 국장 승계는 당연한 것인가, 아니면 숨은 사정이 있는가?	ฮีโร่​ของ​ชาวเมือง​กลับเป็น​ผู้ตรวจการ​หน้าใหม่​ การ​เข้า​รับ​ตำแหน่ง​ผู้อำนวยการ​สตอร์ม​อาย​เพราะ​ความไว้วางใจ​หรือ​มี​เบื้องหลัง​กัน​แน่​?​
64	121	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时56天。完善议案，促成绪能点和情绪餐厅解绑。	倒數計時56天。完善議案，促成緒能點和情緒餐廳解綁。	56 days remain. Finalize the proposal to separate Pathos Drop Points from Pathos Cafes.	残り56日。議案を改善し、ドロップポイントに建てられたパトスレストランの移転を促進する。	카운트다운 56일. 법안을 완성하고, 감정 에너지 포인트와 감정 레스토랑의 분리를 촉진한다.	นับ​ถอยหลัง​ 56​ วัน​ ปิด​คดี​ได้​สำเร็จ​ ผลักดัน​ให้​แยก​การ​เชื่อมโยง​ระหว่าง​จุด​พา​โธส​รั่วไหล​กับ​พา​โธส​คาเฟ่​
