index	id	desc	wave	wave1NpcId	wave1Level	wave1NpcType	classId	classUpDate	intiSp	maxSp	ai	skinId	attribute	hpCount	equipId	summonPool	summonLevel	enemyNum	summonPoolSpecial	summonLevelSpecial	halo	behavior	SceneList	wavefront	waveafter	waveInitAction	waveLoopAction	script	scriptState	MonsterDialogue	PlayerDialogue	victory	defeat	tips	bubble	status
93541_1	93541	困难·噩梦回响CN第3期-06	1	31042051;34004051;31024051	628;695;628	1;3;1	1111;3111;1111	1,1.15;3,2.3	1;2;0				2;2;2	5				3			8010116	0										0	-1	900025		1
93542_1	93542	困难·噩梦回响CN第3期-06	1	31023051;34004051;31103051	428;473;428	1;3;1	1111;3111;1111	1,1;3,1.5	1;2;0				2;2;2	5				3			8010138	0										0	-1	900044		1
93543_1	93543	困难·噩梦回响CN第3期-07	1	31013051;34035051;31104051	653;722;653	1;3;1	1111;3111;1111	1,1.15;3,2.4	1;2;0				2;2;2	5				3			8010116	0										0	-1	900025		1
93544_1	93544	困难·噩梦回响CN第3期-07	1	31013051;34037051;31046052	453;500;453	1;3;1	1111;3111;1111	1,1;3,1.55	1;2;0				2;2;2	5				3			8010138	0										0	-1	900044		1
93545_1	93545	困难·噩梦回响CN第3期-08	1	31104051;34041051;31104051	679;750;679	1;3;1	1111;3111;1111	1,1.15;3,2.5	1;2;0				2;2;2	5				3			8010116	0										0	-1	900025		1
93546_1	93546	困难·噩梦回响CN第3期-08	1	31031051;34016051;31005051	478;529;478	1;3;1	1111;3111;1111	1,1;3,1.6	1;2;0				2;2;2	5				3			8010138	0										0	-1	900044		1
93547_1	93547	困难·噩梦回响CN第3期-09	1	31044051;31044051;31030051	716;791;716	1;1;1	1111;3111;1111	1,1.15;3,1.53	1;2;0				2;2;2					3			8010116	0										0	-1	900025		1
93547_2	93547	困难·噩梦回响CN第3期-09	2	31044051;34031053;31030051	716;791;716	1;3;1	1111;3111;1111	1,1.15;3,3.11	0;2;1				2;2;2	5				3			8010116	0										0	-1	900025		1
93548_1	93548	困难·噩梦回响CN第3期-09	1	31022051;31031051;31031051	503;556;503	1;1;1	1111;3111;1111	1,1.1;3,1.18	1;2;0				2;2;2					3			8010138	0										0	-1	900044		1
93548_2	93548	困难·噩梦回响CN第3期-09	2	31022051;34018051;31031051	503;556;503	1;3;1	1111;3111;1111	1,1.1;3,1.82	0;2;1				2;2;2	5				3			8010138	0										0	-1	900044		1
93549_1	93549	困难·噩梦回响CN第3期-10	1	34026051;34014051	789;789	1;1	2111;2111	1,1.15;3,1.87	1;2				2;2					3			8010116	0										0	-1	900025		1
93549_2	93549	困难·噩梦回响CN第3期-10	2	34026051;34021051;34014051	651;720;651	1;3;1	2111;3111;2111	1,1.15;3,3.74	1;2;0				2;2;2	5				3			8010116	0										0	-1	900025		1
93550_1	93550	困难·噩梦回响CN第3期-10	1	34026051;34001051	553;553	1;1	2111;2111	1,1.15;3,1.22	2;1				2;2;2					3			8010138	0										0	-1	900044		1
93550_2	93550	困难·噩梦回响CN第3期-10	2	34026051;34030051;34001051	456;504;456	1;3;1	2111;3111;2111	1,1.15;3,1.87	0;2;1				2;2;2	5				3			8010138	0										0	-1	900044		1
93561_1	93561	绝境·噩梦回响CN第3期-01	1	31024051;34025051;31006051	868;956;868	1;2;1	1111;3111;1111	1,1;3,4.44	1;1;0				2;2;2	5				3			8010116	0										0	-1	900025		1
93562_1	93562	绝境·噩梦回响CN第3期-01	1	31040051;34025051;31004051	868;956;868	1;2;1	1111;3111;1111	1,1.1;3,4.44	1;1;0				2;2;2	5				3			8010138	0										0	-1	900044		1
93563_1	93563	绝境·噩梦回响CN第3期-02	1	31104051;34006051;31104051	920;1014;920	1;2;1	1111;3111;1111	1,1.1;3,4.94	1;1;0				2;2;2	5				3			8010116	0										0	-1	900025		1
93564_1	93564	绝境·噩梦回响CN第3期-02	1	31023051;34043051;31005051	920;1014;920	1;2;1	1111;3111;1111	1,1.1;3,4.94	1;1;0				2;2;2	5				3			8010138	0										0	-1	900044		1
93565_1	93565	绝境·噩梦回响CN第3期-03	1	31012051;34008051;31104051	972;1071;972	1;2;1	1111;3111;1111	1,1.1;3,5.43	1;1;0				2;2;2	5				3			8010116	0										0	-1	900025		1
93566_1	93566	绝境·噩梦回响CN第3期-03	1	31012051;34002051;31031051	972;1071;972	1;2;1	1111;3111;1111	1,1.1;3,5.43	1;1;0				2;2;2	5				3			8010138	0										0	-1	900044		1
93567_1	93567	绝境·噩梦回响CN第3期-04	1	31017051;34003051;31017051	1024;1128;1024	1;2;1	1111;3111;1111	1,1.15;3,5.93	1;1;0				2;2;2	5				3			8010116	0										0	-1	900025		1
93568_1	93568	绝境·噩梦回响CN第3期-04	1	31004051;34043051;31004051	1024;1128;1024	1;2;1	1111;3111;1111	1,1.15;3,5.93	1;1;0				2;2;2	5				3			8010138	0										0	-1	900044		1
93569_1	93569	绝境·噩梦回响CN第3期-05	1	31059051;34026051;31009051	1075;1184;1075	1;2;1	1111;3111;1111	1,1.15;3,6.42	1;1;0				2;2;2	5				3			8010116	0										0	-1	900025		1
93570_1	93570	绝境·噩梦回响CN第3期-05	1	31004051;34001051;31041051	1075;1184;1075	1;2;1	1111;3111;1111	1,1.15;3,6.42	1;1;0				2;2;2	5				3			8010138	0										0	-1	900044		1
93571_1	93571	绝境·噩梦回响CN第3期-06	1	31042051;34004051;31024051	1127;1242;1127	1;3;1	1111;3111;1111	1,1.15;3,6.92	1;2;0				2;2;2	5				3			8010116	0										0	-1	900025		1
93572_1	93572	绝境·噩梦回响CN第3期-06	1	31023051;34004051;31103051	1127;1242;1127	1;3;1	1111;3111;1111	1,1.15;3,6.92	1;2;0				2;2;2	5				3			8010138	0										0	-1	900044		1
93573_1	93573	绝境·噩梦回响CN第3期-07	1	31013051;34035051;31104051	1178;1299;1178	1;3;1	1111;3111;1111	1,1.15;3,7.41	1;2;0				2;2;2	5				3			8010116	0										0	-1	900025		1
93574_1	93574	绝境·噩梦回响CN第3期-07	1	31013051;34037051;31046052	1178;1299;1178	1;3;1	1111;3111;1111	1,1.15;3,7.41	1;2;0				2;2;2	5				3			8010138	0										0	-1	900044		1
93575_1	93575	绝境·噩梦回响CN第3期-08	1	31104051;34041051;31104051	1230;1356;1230	1;3;1	1111;3111;1111	1,1.15;3,7.91	1;2;0				2;2;2	5				3			8010116	0										0	-1	900025		1
93576_1	93576	绝境·噩梦回响CN第3期-08	1	31031051;34016051;31005051	1230;1356;1230	1;3;1	1111;3111;1111	1,1.15;3,7.91	1;2;0				2;2;2	5				3			8010138	0										0	-1	900044		1
93577_1	93577	绝境·噩梦回响CN第3期-09	1	31044051;31044051;31030051	1282;1413;1282	1;1;1	1111;3111;1111	1,1.15;3,4.89	1;2;0				2;2;2					3			8010116	0										0	-1	900025		1
93577_2	93577	绝境·噩梦回响CN第3期-09	2	31044051;34031053;31030051	1282;1413;1282	1;3;1	1111;3111;1111	1,1.15;3,8.4	0;2;1				2;2;2	5				3			8010116	0										0	-1	900025		1
93578_1	93578	绝境·噩梦回响CN第3期-09	1	31022051;31031051;31031051	1282;1413;1282	1;1;1	1111;3111;1111	1,1.15;3,4.89	1;2;0				2;2;2					3			8010138	0										0	-1	900044		1
93578_2	93578	绝境·噩梦回响CN第3期-09	2	31022051;34018051;31031051	1282;1413;1282	1;3;1	1111;3111;1111	1,1.15;3,8.4	0;2;1				2;2;2	5				3			8010138	0										0	-1	900044		1
93579_1	93579	绝境·噩梦回响CN第3期-10	1	34026051;34014051	1478;1478	1;1	2111;2111	1,1.15;3,5.18	1;2				2;2					3			8010116	0										0	-1	900025		1
93579_2	93579	绝境·噩梦回响CN第3期-10	2	34026051;34021051;34014051	1224;1271;1224	1;3;1	2111;3111;2111	1,1.15;3,8.9	1;2;0				2;2;2	5				3			8010116	0										0	-1	900025		1
93580_1	93580	绝境·噩梦回响CN第3期-10	1	34026051;34001051	1478;1478	1;1	2111;2111	1,1.15;3,5.18	2;1				2;2;2					3			8010138	0										0	-1	900044		1
93580_2	93580	绝境·噩梦回响CN第3期-10	2	34026051;34030051;34001051	1224;1271;1224	1;3;1	2111;3111;2111	1,1.15;3,8.9	0;2;1				2;2;2	5				3			8010138	0										0	-1	900044		1
93601_1	93601	噩梦回响JP第2期-01	1	31104051;34025051;31006051	303;334;303	1;2;1	1111;3111;1111	1,1;3,1.5	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93602_1	93602	噩梦回响JP第2期-01	1	31046051;34026051;31046052	303;334;303	1;2;1	1111;3111;1111	1,1.1;3,1.5	1;1;0				1;1;1	5				3			8010111	0										0	-1	900020		1
93603_1	93603	噩梦回响JP第2期-02	1	31104051;34006051;31104051	327;362;327	1;2;1	1111;3111;1111	1,1.1;3,1.56	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93604_1	93604	噩梦回响JP第2期-02	1	31012051;34006051;31012051	327;362;327	1;2;1	1111;3111;1111	1,1.1;3,1.56	1;1;0				1;1;1	5				3			8010111	0										0	-1	900020		1
93605_1	93605	噩梦回响JP第2期-03	1	31012051;34002051;31104051	353;390;353	1;2;1	1111;3111;1111	1,1.1;3,1.6	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93606_1	93606	噩梦回响JP第2期-03	1	31014051;34004051;31014051	353;390;353	1;2;1	1111;3111;1111	1,1.1;3,1.6	1;1;0				1;1;1	5				3			8010111	0										0	-1	900020		1
93607_1	93607	噩梦回响JP第2期-04	1	31004051;34043051;31004051	378;417;378	1;2;1	1111;3111;1111	1,1.1;3,1.65	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93608_1	93608	噩梦回响JP第2期-04	1	31016051;34003051;31016051	378;417;378	1;2;1	1111;3111;1111	1,1.1;3,1.65	1;1;0				1;1;1	5				3			8010111	0										0	-1	900020		1
93609_1	93609	噩梦回响JP第2期-05	1	31004051;34001051;31004051	402;445;402	1;2;1	1111;3111;1111	1,1.1;3,1.72	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93610_1	93610	噩梦回响JP第2期-05	1	31046051;34026051	382;423	1;2	1111;3111	1,1.1;3,1.72	1;1				1;1	5				3			8010111	0										0	-1	900020		1
93611_1	93611	噩梦回响JP第2期-06	1	31023051;34004051;31024051	428;473;428	1;3;1	1111;3111;1111	1,1.1;3,1.77	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93612_1	93612	噩梦回响JP第2期-06	1	31059051;34006051	406;449	1;3	1111;3111	1,1.1;3,1.77	1;2				1;1	5				3			8010111	0										0	-1	900020		1
93613_1	93613	噩梦回响JP第2期-07	1	31013051;34037051;31104051	453;500;453	1;3;1	1111;3111;1111	1,1.1;3,1.82	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93614_1	93614	噩梦回响JP第2期-07	1	31046052;34001051	430;475	1;3	1111;3111	1,1.1;3,1.82	1;2				1;1	5				3			8010111	0										0	-1	900020		1
93615_1	93615	噩梦回响JP第2期-08	1	31104051;34016051;31104051	478;529;478	1;3;1	1111;3111;1111	1,1.1;3,1.89	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93616_1	93616	噩梦回响JP第2期-08	1	31022051;34016051	454;501	1;3	1111;3111	1,1.1;3,1.89	1;2				1;1	5				3			8010111	0										0	-1	900020		1
93617_1	93617	噩梦回响JP第2期-09	1	31044051;31042051;31042051	503;556;503	1;1;1	1111;3111;1111	1,1.1;3,1.18	1;2;0				1;1;1					3			8010133	0										0	-1	900039		1
93617_2	93617	噩梦回响JP第2期-09	2	31044051;34010051;31042051	503;556;503	1;3;1	1111;3111;1111	1,1.1;3,2.12	0;2;1				1;1;1	5				3			8010133	0										0	-1	900039		1
93618_1	93618	噩梦回响JP第2期-09	1	31019051	1063	1	2111	1,1.1;3,1.18	2				1					3			8010111	0										0	-1	900020		1
93618_2	93618	噩梦回响JP第2期-09	2	31046052;34041051	476;527	1;3	1111;3111	1,1.1;3,2.12	1;2				1;1	5				3			8010111	0										0	-1	900020		1
93619_1	93619	噩梦回响JP第2期-10	1	34026051;34001051	553;553	1;1	2111;2111	1,1.1;3,1.22	1;2				1;1					3			8010133	0										0	-1	900039		1
93619_2	93619	噩梦回响JP第2期-10	2	34026051;34033051;34001051	456;504;456	1;3;1	2111;3111;2111	1,1.1;3,2.34	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93620_1	93620	噩梦回响JP第2期-10	1	34004051	1115	1	2111	1,1.1;3,1.22	2				1					3			8010111	0										0	-1	900020		1
93620_2	93620	噩梦回响JP第2期-10	2	34031053;34010051	453;500	1;3	2111;3111	1,1.1;3,2.34	1;2				1;1	5				3			8010111	0										0	-1	900020		1
93631_1	93631	困难·噩梦回响JP第2期-01	1	31104051;34025051;31006051	503;556;503	1;2;1	1111;3111;1111	1,1;3,2.28	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93632_1	93632	困难·噩梦回响JP第2期-01	1	31046051;34026051;31046052	503;556;503	1;2;1	1111;3111;1111	1,1.1;3,2.04	1;1;0				1;1;1	5				3			8010111	0										0	-1	900020		1
93633_1	93633	困难·噩梦回响JP第2期-02	1	31104051;34006051;31104051	528;583;528	1;2;1	1111;3111;1111	1,1.1;3,2.34	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93634_1	93634	困难·噩梦回响JP第2期-02	1	31012051;34006051;31012051	528;583;528	1;2;1	1111;3111;1111	1,1.1;3,2.09	1;1;0				1;1;1	5				3			8010111	0										0	-1	900020		1
93635_1	93635	困难·噩梦回响JP第2期-03	1	31012051;34002051;31104051	553;612;553	1;2;1	1111;3111;1111	1,1.1;3,2.39	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93636_1	93636	困难·噩梦回响JP第2期-03	1	31014051;34004051;31014051	553;612;553	1;2;1	1111;3111;1111	1,1.1;3,2.13	1;1;0				1;1;1	5				3			8010111	0										0	-1	900020		1
93637_1	93637	困难·噩梦回响JP第2期-04	1	31004051;34043051;31004051	578;639;578	1;2;1	1111;3111;1111	1,1.15;3,2.45	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93638_1	93638	困难·噩梦回响JP第2期-04	1	31016051;34003051;31016051	578;639;578	1;2;1	1111;3111;1111	1,1.15;3,2.19	1;1;0				1;1;1	5				3			8010111	0										0	-1	900020		1
93639_1	93639	困难·噩梦回响JP第2期-05	1	31004051;34001051;31004051	604;667;604	1;2;1	1111;3111;1111	1,1.15;3,3.2	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93640_1	93640	困难·噩梦回响JP第2期-05	1	31046051;34026051	571;632	1;2	1111;3111	1,1.15;3,2.86	1;1				1;1	5				3			8010111	0										0	-1	900020		1
93641_1	93641	困难·噩梦回响JP第2期-06	1	31023051;34004051;31024051	628;695;628	1;3;1	1111;3111;1111	1,1.15;3,3.51	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93642_1	93642	困难·噩梦回响JP第2期-06	1	31059051;34006051	595;658	1;3	1111;3111	1,1.15;3,3.14	1;2				1;1	5				3			8010111	0										0	-1	900020		1
93643_1	93643	困难·噩梦回响JP第2期-07	1	31013051;34037051;31104051	653;722;653	1;3;1	1111;3111;1111	1,1.15;3,3.82	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93644_1	93644	困难·噩梦回响JP第2期-07	1	31046052;34001051	619;684	1;3	1111;3111	1,1.15;3,3.41	1;2				1;1	5				3			8010111	0										0	-1	900020		1
93645_1	93645	困难·噩梦回响JP第2期-08	1	31104051;34016051;31104051	679;750;679	1;3;1	1111;3111;1111	1,1.15;3,4.13	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93646_1	93646	困难·噩梦回响JP第2期-08	1	31022051;34016051	643;710	1;3	1111;3111	1,1.15;3,3.69	1;2				1;1	5				3			8010111	0										0	-1	900020		1
93647_1	93647	困难·噩梦回响JP第2期-09	1	31044051;31042051;31042051	716;791;716	1;1;1	1111;3111;1111	1,1.15;3,2.98	1;2;0				1;1;1					3			8010133	0										0	-1	900039		1
93647_2	93647	困难·噩梦回响JP第2期-09	2	31044051;34010051;31042051	716;791;716	1;3;1	1111;3111;1111	1,1.15;3,4.92	0;2;1				1;1;1	5				3			8010133	0										0	-1	900039		1
93648_1	93648	困难·噩梦回响JP第2期-09	1	31019051	1507	1	2111	1,1.15;3,2.98	2				1					3			8010111	0										0	-1	900020		1
93648_2	93648	困难·噩梦回响JP第2期-09	2	31046052;34041051	678;749	1;3	1111;3111	1,1.15;3,4.92	1;2				1;1	5				3			8010111	0										0	-1	900020		1
93649_1	93649	困难·噩梦回响JP第2期-10	1	34026051;34001051	789;789	1;1	2111;2111	1,1.15;3,3.28	1;2				1;1					3			8010133	0										0	-1	900039		1
93649_2	93649	困难·噩梦回响JP第2期-10	2	34026051;34033051;34001051	651;720;651	1;3;1	2111;3111;2111	1,1.15;3,5.41	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93650_1	93650	困难·噩梦回响JP第2期-10	1	34004051	1585	1	2111	1,1.15;3,3.28	2				1					3			8010111	0										0	-1	900020		1
93650_2	93650	困难·噩梦回响JP第2期-10	2	34031053;34010051	645;712	1;3	2111;3111	1,1.15;3,5.41	1;2				1;1	5				3			8010111	0										0	-1	900020		1
93661_1	93661	绝境·噩梦回响JP第2期-01	1	31104051;34025051;31006051	791;874;791	1;2;1	1111;3111;1111	1,1;3,5.33	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93662_1	93662	绝境·噩梦回响JP第2期-01	1	31046051;34026051;31046052	791;874;791	1;2;1	1111;3111;1111	1,1.1;3,4.44	1;1;0				1;1;1	5				3			8010111	0										0	-1	900020		1
93663_1	93663	绝境·噩梦回响JP第2期-02	1	31104051;34006051;31104051	841;930;841	1;2;1	1111;3111;1111	1,1.1;3,5.92	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93664_1	93664	绝境·噩梦回响JP第2期-02	1	31012051;34006051;31012051	841;930;841	1;2;1	1111;3111;1111	1,1.1;3,4.94	1;1;0				1;1;1	5				3			8010111	0										0	-1	900020		1
93665_1	93665	绝境·噩梦回响JP第2期-03	1	31012051;34002051;31104051	892;985;892	1;2;1	1111;3111;1111	1,1.1;3,6.52	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93666_1	93666	绝境·噩梦回响JP第2期-03	1	31014051;34004051;31014051	892;985;892	1;2;1	1111;3111;1111	1,1.1;3,5.43	1;1;0				1;1;1	5				3			8010111	0										0	-1	900020		1
93667_1	93667	绝境·噩梦回响JP第2期-04	1	31004051;34043051;31004051	942;1041;942	1;2;1	1111;3111;1111	1,1.15;3,7.11	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93668_1	93668	绝境·噩梦回响JP第2期-04	1	31016051;34003051;31016051	942;1041;942	1;2;1	1111;3111;1111	1,1.15;3,5.93	1;1;0				1;1;1	5				3			8010111	0										0	-1	900020		1
93669_1	93669	绝境·噩梦回响JP第2期-05	1	31004051;34001051;31004051	992;1097;992	1;2;1	1111;3111;1111	1,1.15;3,7.71	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93670_1	93670	绝境·噩梦回响JP第2期-05	1	31046051;34026051	938;1037	1;2	1111;3111	1,1.15;3,6.42	1;1				1;1	5				3			8010111	0										0	-1	900020		1
93671_1	93671	绝境·噩梦回响JP第2期-06	1	31023051;34004051;31024051	1042;1151;1042	1;3;1	1111;3111;1111	1,1.15;3,8.3	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93672_1	93672	绝境·噩梦回响JP第2期-06	1	31059051;34006051	986;1089	1;3	1111;3111	1,1.15;3,6.92	1;2				1;1	5				3			8010111	0										0	-1	900020		1
93673_1	93673	绝境·噩梦回响JP第2期-07	1	31013051;34037051;31104051	1092;1207;1092	1;3;1	1111;3111;1111	1,1.15;3,8.89	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93674_1	93674	绝境·噩梦回响JP第2期-07	1	31046052;34001051	1033;1142	1;3	1111;3111	1,1.15;3,7.41	1;2				1;1	5				3			8010111	0										0	-1	900020		1
93675_1	93675	绝境·噩梦回响JP第2期-08	1	31104051;34016051;31104051	1142;1263;1142	1;3;1	1111;3111;1111	1,1.15;3,9.49	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93676_1	93676	绝境·噩梦回响JP第2期-08	1	31022051;34016051	1080;1193	1;3	1111;3111	1,1.15;3,7.91	1;2				1;1	5				3			8010111	0										0	-1	900020		1
93677_1	93677	绝境·噩梦回响JP第2期-09	1	31044051;31042051;31042051	1193;1318;1193	1;1;1	1111;3111;1111	1,1.15;3,6.11	1;2;0				1;1;1					3			8010133	0										0	-1	900039		1
93677_2	93677	绝境·噩梦回响JP第2期-09	2	31044051;34010051;31042051	1193;1318;1193	1;3;1	1111;3111;1111	1,1.15;3,10.42	0;2;1				1;1;1	5				3			8010133	0										0	-1	900039		1
93678_1	93678	绝境·噩梦回响JP第2期-09	1	31019051	2500	1	2111	1,1.15;3,6.11	2				1					3			8010111	0										0	-1	900020		1
93678_2	93678	绝境·噩梦回响JP第2期-09	2	31046052;34041051	1127;1246	1;3	1111;3111	1,1.15;3,8.74	1;2				1;1	5				3			8010111	0										0	-1	900020		1
93679_1	93679	绝境·噩梦回响JP第2期-10	1	34026051;34001051	1298;1298	1;1	2111;2111	1,1.15;3,6.47	1;2				1;1					3			8010133	0										0	-1	900039		1
93679_2	93679	绝境·噩梦回响JP第2期-10	2	34026051;34033051;34001051	1074;1187;1074	1;3;1	2111;3111;2111	1,1.15;3,11.03	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
93680_1	93680	绝境·噩梦回响JP第2期-10	1	34004051	2604	1	2111	1,1.15;3,6.47	2				1					3			8010111	0										0	-1	900020		1
93680_2	93680	绝境·噩梦回响JP第2期-10	2	34031053;34010051	1063;1174	1;3	2111;3111	1,1.15;3,11.03	1;2				1;1	5				3			8010111	0										0	-1	900020		1
93801_1	93801	噩梦回响ZM第4期-01	1	31059051;34018051;31009051	303;334;303	1;2;1	1111;3111;1111	1,0.95;3,1.28	1;1;0				1;1;1	5				3			8010122	0										0	-1	900029		1
93802_1	93802	噩梦回响ZM第4期-01	1	31024051;34025051;31006051	303;334;303	1;2;1	1111;3111;1111	1,0.95;3,1.28	1;1;0				2;2;2	5				3			8010123	0										0	-1	900030		1
93803_1	93803	噩梦回响ZM第4期-02	1	31006051;34010051;31041051	327;362;327	1;2;1	1111;3111;1111	1,0.95;3,1.32	1;1;0				1;1;1	5				3			8010122	0										0	-1	900029		1
93804_1	93804	噩梦回响ZM第4期-02	1	31046051;34006051;31104051	327;362;327	1;2;1	1111;3111;1111	1,0.95;3,1.32	1;1;0				2;2;2	5				3			8010123	0										0	-1	900030		1
93805_1	93805	噩梦回响ZM第4期-03	1	31018051;34043051;31012051	353;390;353	1;2;1	1111;3111;1111	1,0.95;3,1.36	1;1;0				1;1;1	5				3			8010122	0										0	-1	900029		1
93806_1	93806	噩梦回响ZM第4期-03	1	31012051;34008051;31104051	353;390;353	1;2;1	1111;3111;1111	1,0.95;3,1.36	1;1;0				2;2;2	5				3			8010123	0										0	-1	900030		1
93807_1	93807	噩梦回响ZM第4期-04	1	31031051;34002051;31042051	378;417;378	1;2;1	1111;3111;1111	1,0.95;3,1.4	1;1;0				1;1;1	5				3			8010122	0										0	-1	900029		1
93808_1	93808	噩梦回响ZM第4期-04	1	31017051;34003051;31046051	378;417;378	1;2;1	1111;3111;1111	1,0.95;3,1.4	1;1;0				2;2;2	5				3			8010123	0										0	-1	900030		1
93809_1	93809	噩梦回响ZM第4期-05	1	31031051;34001051;31004051	402;445;402	1;2;1	1111;3111;1111	1,1;3,1.46	1;1;0				1;1;1	5				3			8010122	0										0	-1	900029		1
93810_1	93810	噩梦回响ZM第4期-05	1	31059051;34026051;31009051	402;445;402	1;2;1	1111;3111;1111	1,1;3,1.46	1;1;0				2;2;2	5				3			8010123	0										0	-1	900030		1
93811_1	93811	噩梦回响ZM第4期-06	1	31104051;34033051;31104051	426;471;426	1;3;1	1211;3111;1111	1,1;3,1.5	1;2;0				1;1;1	5				3			8010122	0										0	-1	900029		1
93812_1	93812	噩梦回响ZM第4期-06	1	31042051;34004051;31024051	428;473;428	1;3;1	1111;3111;1111	1,1;3,1.5	1;2;0				2;2;2	5				3			8010123	0										0	-1	900030		1
93813_1	93813	噩梦回响ZM第4期-07	1	31059051;34036051;31042051	451;498;451	1;3;1	1211;3111;1111	1,1;3,1.55	1;2;0				1;1;1	5				3			8010122	0										0	-1	900029		1
93814_1	93814	噩梦回响ZM第4期-07	1	31013051;34035051;31104051	453;500;453	1;3;1	1111;3111;1111	1,1;3,1.55	1;2;0				2;2;2	5				3			8010123	0										0	-1	900030		1
93815_1	93815	噩梦回响ZM第4期-08	1	31005051;34001051;31022051	475;526;475	1;3;1	1211;3111;1111	1,1;3,1.6	1;2;0				1;1;1	5				3			8010122	0										0	-1	900029		1
93816_1	93816	噩梦回响ZM第4期-08	1	31104051;34041051;31104051	478;529;478	1;3;1	1111;3111;1111	1,1;3,1.6	1;2;0				2;2;2	5				3			8010123	0										0	-1	900030		1
93817_1	93817	噩梦回响ZM第4期-09	1	31042051;31024051;31024051	498;551;498	1;1;1	1211;3111;1211	1,1.1;3,1.18	1;2;0				1;1;1					3			8010122	0										0	-1	900029		1
93817_2	93817	噩梦回响ZM第4期-09	2	31042051;34003051;31024051	498;551;498	1;3;1	1211;3111;1211	1,1.1;3,1.82	0;2;1				1;1;1	5				3			8010122	0										0	-1	900029		1
93818_1	93818	噩梦回响ZM第4期-09	1	31046051;31046051;31030051	503;556;503	1;1;1	1111;3111;1111	1,1.1;3,1.18	1;2;0				2;2;2					3			8010123	0										0	-1	900030		1
93818_2	93818	噩梦回响ZM第4期-09	2	31046051;34031053;31030051	503;556;503	1;3;1	1111;3111;1111	1,1.1;3,1.82	0;2;1				2;2;2	5				3			8010123	0										0	-1	900030		1
93819_1	93819	噩梦回响ZM第4期-10	1	34037051;34016051	544;544	1;1	2111;2211	1,1.15;3,1.22	1;2				1;1					3			8010122	0										0	-1	900029		1
93819_2	93819	噩梦回响ZM第4期-10	2	34037051;34030051;34016051	451;498;451	1;3;1	2111;3111;2211	1,1.15;3,1.87	1;2;0				1;1;1	5				3			8010122	0										0	-1	900029		1
93820_1	93820	噩梦回响ZM第4期-10	1	34026051;34041051	553;553	1;1	2111;2111	1,1.15;3,1.22	2;1				2;2					3			8010123	0										0	-1	900030		1
93820_2	93820	噩梦回响ZM第4期-10	2	34026051;34021051;34041051	456;504;456	1;3;1	2111;3111;2111	1,1.15;3,1.87	0;2;1				2;2;2	5				3			8010123	0										0	-1	900030		1
93831_1	93831	困难·噩梦回响ZM第4期-01	1	31059051;34018051;31009051	503;556;503	1;2;1	1111;3111;1111	1,1;3,1.92	1;1;0				1;1;1	5				3			8010122	0										0	-1	900029		1
93832_1	93832	困难·噩梦回响ZM第4期-01	1	31024051;34025051;31006051	503;556;503	1;2;1	1111;3111;1111	1,1.1;3,1.92	1;1;0				2;2;2	5				3			8010123	0										0	-1	900030		1
93833_1	93833	困难·噩梦回响ZM第4期-02	1	31006051;34010051;31041051	528;583;528	1;2;1	1111;3111;1111	1,1.1;3,1.99	1;1;0				1;1;1	5				3			8010122	0										0	-1	900029		1
93834_1	93834	困难·噩梦回响ZM第4期-02	1	31046051;34006051;31104051	528;583;528	1;2;1	1111;3111;1111	1,1.1;3,1.99	1;1;0				2;2;2	5				3			8010123	0										0	-1	900030		1
