"Title_Default","Default","Str_UI_UserTitleName_Default","Assets/Data/Content/Achievement/Prefab/AchievementBasicElement.prefab","","","True","Mission_Title_Default"
"Title_Hero_101_S01_01","Hero","Str_UI_UserTitleName_Hero_101_S01_01","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","6Lv","","True","Mission_Title_Hero_101_S01_01"
"Title_Hero_101_S01_02","Hero","Str_UI_UserTitleName_Hero_101_S01_02","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","12Lv","","True","Mission_Title_Hero_101_S01_02"
"Title_Hero_101_S01_03","Hero","Str_UI_UserTitleName_Hero_101_S01_03","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","18Lv","","True","Mission_Title_Hero_101_S01_03"
"Title_Hero_103_S01_01","Hero","Str_UI_UserTitleName_Hero_103_S01_01","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","6Lv","","True","Mission_Title_Hero_103_S01_01"
"Title_Hero_103_S01_02","Hero","Str_UI_UserTitleName_Hero_103_S01_02","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","12Lv","","True","Mission_Title_Hero_103_S01_02"
"Title_Hero_103_S01_03","Hero","Str_UI_UserTitleName_Hero_103_S01_03","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","18Lv","","True","Mission_Title_Hero_103_S01_03"
"Title_Hero_104_S01_01","Hero","Str_UI_UserTitleName_Hero_104_S01_01","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","6Lv","","False","Mission_Title_Hero_104_S01_01"
"Title_Hero_104_S01_02","Hero","Str_UI_UserTitleName_Hero_104_S01_02","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","12Lv","","False","Mission_Title_Hero_104_S01_02"
"Title_Hero_104_S01_03","Hero","Str_UI_UserTitleName_Hero_104_S01_03","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","18Lv","","False","Mission_Title_Hero_104_S01_03"
"Title_Hero_105_S01_01","Hero","Str_UI_UserTitleName_Hero_105_S01_01","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","6Lv","","False","Mission_Title_Hero_105_S01_01"
"Title_Hero_105_S01_02","Hero","Str_UI_UserTitleName_Hero_105_S01_02","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","12Lv","","False","Mission_Title_Hero_105_S01_02"
"Title_Hero_105_S01_03","Hero","Str_UI_UserTitleName_Hero_105_S01_03","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","18Lv","","False","Mission_Title_Hero_105_S01_03"
"Title_Hero_106_S01_01","Hero","Str_UI_UserTitleName_Hero_106_S01_01","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","6Lv","","False","Mission_Title_Hero_106_S01_01"
"Title_Hero_106_S01_02","Hero","Str_UI_UserTitleName_Hero_106_S01_02","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","12Lv","","False","Mission_Title_Hero_106_S01_02"
"Title_Hero_106_S01_03","Hero","Str_UI_UserTitleName_Hero_106_S01_03","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","18Lv","","False","Mission_Title_Hero_106_S01_03"
"Title_Hero_110_S01_01","Hero","Str_UI_UserTitleName_Hero_110_S01_01","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","6Lv","","True","Mission_Title_Hero_110_S01_01"
"Title_Hero_110_S01_02","Hero","Str_UI_UserTitleName_Hero_110_S01_02","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","12Lv","","True","Mission_Title_Hero_110_S01_02"
"Title_Hero_110_S01_03","Hero","Str_UI_UserTitleName_Hero_110_S01_03","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","18Lv","","True","Mission_Title_Hero_110_S01_03"
"Title_Hero_111_S01_01","Hero","Str_UI_UserTitleName_Hero_111_S01_01","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","6Lv","","True","Mission_Title_Hero_111_S01_01"
"Title_Hero_111_S01_02","Hero","Str_UI_UserTitleName_Hero_111_S01_02","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","12Lv","","True","Mission_Title_Hero_111_S01_02"
"Title_Hero_111_S01_03","Hero","Str_UI_UserTitleName_Hero_111_S01_03","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","18Lv","","True","Mission_Title_Hero_111_S01_03"
"Title_Hero_112_S01_01","Hero","Str_UI_UserTitleName_Hero_112_S01_01","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","6Lv","","True","Mission_Title_Hero_112_S01_01"
"Title_Hero_112_S01_02","Hero","Str_UI_UserTitleName_Hero_112_S01_02","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","12Lv","","True","Mission_Title_Hero_112_S01_02"
"Title_Hero_112_S01_03","Hero","Str_UI_UserTitleName_Hero_112_S01_03","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","18Lv","","True","Mission_Title_Hero_112_S01_03"
"Title_Hero_113_S01_01","Hero","Str_UI_UserTitleName_Hero_113_S01_01","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","6Lv","","False","Mission_Title_Hero_113_S01_01"
"Title_Hero_113_S01_02","Hero","Str_UI_UserTitleName_Hero_113_S01_02","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","12Lv","","False","Mission_Title_Hero_113_S01_02"
"Title_Hero_113_S01_03","Hero","Str_UI_UserTitleName_Hero_113_S01_03","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","18Lv","","False","Mission_Title_Hero_113_S01_03"
"Title_Hero_114_S01_01","Hero","Str_UI_UserTitleName_Hero_114_S01_01","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","6Lv","","True","Mission_Title_Hero_114_S01_01"
"Title_Hero_114_S01_02","Hero","Str_UI_UserTitleName_Hero_114_S01_02","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","12Lv","","True","Mission_Title_Hero_114_S01_02"
"Title_Hero_114_S01_03","Hero","Str_UI_UserTitleName_Hero_114_S01_03","Assets/Data/Content/Achievement/Prefab/AchievementHeroElement.prefab","18Lv","","True","Mission_Title_Hero_114_S01_03"
"Title_Arena_01","Ranking","Str_UI_UserTitleName_Arena_01","Assets/Data/Content/Achievement/Prefab/AchievementArenaElement.prefab","Arena_1","Achievement_Icon_Arena_1","True","Mission_Title_Arena_01"
"Title_Arena_02","Ranking","Str_UI_UserTitleName_Arena_02","Assets/Data/Content/Achievement/Prefab/AchievementArenaElement.prefab","Arena_2","Achievement_Icon_Arena_2","True","Mission_Title_Arena_02"
"Title_Arena_03","Ranking","Str_UI_UserTitleName_Arena_03","Assets/Data/Content/Achievement/Prefab/AchievementArenaElement.prefab","Arena_3","Achievement_Icon_Arena_3","True","Mission_Title_Arena_03"
"Title_TotalWar_Leshy_01","TotalWar","Str_UI_UserTitleName_TotalWar_Leshy_01","Assets/Data/Content/Achievement/Prefab/AchievementTotalWarElement.prefab","TotalWar_Difficulty3","Achievement_Icon_TotalWar_01","False","Mission_Title_TotalWar_Leshy_01"
"Title_TotalWar_Leshy_02","TotalWar","Str_UI_UserTitleName_TotalWar_Leshy_02","Assets/Data/Content/Achievement/Prefab/AchievementTotalWarElement.prefab","TotalWar_Difficulty4","Achievement_Icon_TotalWar_01","False","Mission_Title_TotalWar_Leshy_02"
"Title_TotalWar_Leshy_03","TotalWar","Str_UI_UserTitleName_TotalWar_Leshy_03","Assets/Data/Content/Achievement/Prefab/AchievementTotalWarElement.prefab","TotalWar_Difficulty5","Achievement_Icon_TotalWar_01","False","Mission_Title_TotalWar_Leshy_03"
"Title_TotalWar_Zephyrus_01","TotalWar","Str_UI_UserTitleName_TotalWar_Zephyrus_01","Assets/Data/Content/Achievement/Prefab/AchievementTotalWarElement.prefab","TotalWar_Difficulty3","Achievement_Icon_TotalWar_02","False","Mission_Title_TotalWar_Zephyrus_01"
"Title_TotalWar_Zephyrus_02","TotalWar","Str_UI_UserTitleName_TotalWar_Zephyrus_02","Assets/Data/Content/Achievement/Prefab/AchievementTotalWarElement.prefab","TotalWar_Difficulty4","Achievement_Icon_TotalWar_02","False","Mission_Title_TotalWar_Zephyrus_02"
"Title_TotalWar_Zephyrus_03","TotalWar","Str_UI_UserTitleName_TotalWar_Zephyrus_03","Assets/Data/Content/Achievement/Prefab/AchievementTotalWarElement.prefab","TotalWar_Difficulty5","Achievement_Icon_TotalWar_02","False","Mission_Title_TotalWar_Zephyrus_03"
"Title_EventAdventure_001","Event","Str_UI_UserTitleName_EventAdventure_001","Assets/Data/Content/Achievement/Prefab/AchievementEventElement.prefab","","Achievement_EventBg_A","False","Mission_Title_EventAdventure_001"
"Title_CBT_01","Beta","Str_UI_UserTitleName_Event_CBT_01","Assets/Data/Content/Achievement/Prefab/AchievementBetaElement.prefab","Beta_1","","True","Mission_Title_CBT_01"
"Title_CBT_02","Beta","Str_UI_UserTitleName_Event_CBT_02","Assets/Data/Content/Achievement/Prefab/AchievementBetaElement.prefab","Beta_2","","True","Mission_Title_CBT_02"
"Title_Challenge_001","Challenge","Str_UI_UserTitleName_Challenge_001","Assets/Data/Content/Achievement/Prefab/AchievementChallengeElement.prefab","Challenge_Type2","Achievement_Icon_Challenge_01","True","Mission_Title_Challenge_001"
"Title_Challenge_002","Challenge","Str_UI_UserTitleName_Challenge_002","Assets/Data/Content/Achievement/Prefab/AchievementChallengeElement.prefab","Challenge_Type2","Achievement_Icon_Challenge_02","True","Mission_Title_Challenge_002"
"Title_Challenge_003","Challenge","Str_UI_UserTitleName_Challenge_003","Assets/Data/Content/Achievement/Prefab/AchievementChallengeElement.prefab","Challenge_Type3","Achievement_Icon_Challenge_03","True","Mission_Title_Challenge_003"
"Title_Challenge_004","Challenge","Str_UI_UserTitleName_Challenge_004","Assets/Data/Content/Achievement/Prefab/AchievementChallengeElement.prefab","Challenge_Type2","Achievement_Icon_Challenge_04","True","Mission_Title_Challenge_004"
"Title_Challenge_005","Challenge","Str_UI_UserTitleName_Challenge_005","Assets/Data/Content/Achievement/Prefab/AchievementChallengeElement.prefab","Challenge_Type2","Achievement_Icon_Challenge_05","True","Mission_Title_Challenge_005"
"Title_Challenge_006","Challenge","Str_UI_UserTitleName_Challenge_006","Assets/Data/Content/Achievement/Prefab/AchievementChallengeElement.prefab","Challenge_Type2","Achievement_Icon_Challenge_06","True","Mission_Title_Challenge_006"
"Title_Challenge_007","Challenge","Str_UI_UserTitleName_Challenge_007","Assets/Data/Content/Achievement/Prefab/AchievementChallengeElement.prefab","Challenge_Type2","Achievement_Icon_Challenge_07","True","Mission_Title_Challenge_007"
"Title_Challenge_008","Challenge","Str_UI_UserTitleName_Challenge_008","Assets/Data/Content/Achievement/Prefab/AchievementChallengeElement.prefab","Challenge_Type3","Achievement_Icon_Challenge_08","True","Mission_Title_Challenge_008"
"Title_Challenge_009","Challenge","Str_UI_UserTitleName_Challenge_009","Assets/Data/Content/Achievement/Prefab/AchievementChallengeElement.prefab","Challenge_Type3","Achievement_Icon_Challenge_09","True","Mission_Title_Challenge_009"
"Title_Challenge_010","Challenge","Str_UI_UserTitleName_Challenge_010","Assets/Data/Content/Achievement/Prefab/AchievementChallengeElement.prefab","Challenge_Type2","Achievement_Icon_Challenge_10","True","Mission_Title_Challenge_010"
"Title_Challenge_011","Challenge","Str_UI_UserTitleName_Challenge_011","Assets/Data/Content/Achievement/Prefab/AchievementChallengeElement.prefab","Challenge_Type2","Achievement_Icon_Challenge_11","True","Mission_Title_Challenge_011"
"Title_Challenge_012","Challenge","Str_UI_UserTitleName_Challenge_012","Assets/Data/Content/Achievement/Prefab/AchievementChallengeElement.prefab","Challenge_Type1","Achievement_Icon_Challenge_12","True","Mission_Title_Challenge_012"
"Title_Challenge_013","Challenge","Str_UI_UserTitleName_Challenge_013","Assets/Data/Content/Achievement/Prefab/AchievementChallengeElement.prefab","Challenge_Type1","Achievement_Icon_Challenge_13","True","Mission_Title_Challenge_013"
"Title_Challenge_014","Challenge","Str_UI_UserTitleName_Challenge_014","Assets/Data/Content/Achievement/Prefab/AchievementChallengeElement.prefab","Challenge_Type1","Achievement_Icon_Challenge_14","True","Mission_Title_Challenge_014"
"Title_Challenge_015","Challenge","Str_UI_UserTitleName_Challenge_015","Assets/Data/Content/Achievement/Prefab/AchievementChallengeElement.prefab","Challenge_Type3","Achievement_Icon_Challenge_15","True","Mission_Title_Challenge_015"
