id	catId	map	mapType	action	animation	random	status	line	line_zh_TW	line_en_UK	line_ja_JP	line_ko_KR	line_th_TH
40108	401	4	1	3	cat_104_map_standby_1	0	1	呼~究竟是哪个幸运的家伙吃到了客人做的料理……吉拉娜也好想尝尝客人的味道~	呼~究竟是哪個幸運的傢伙吃到了客人做的料理……吉拉娜也好想嘗嘗客人的味道~	Whoo! Who was the lucky one to savor your dishes... I really want a taste too!	お客様の手料理を食べた運のいい奴は誰かな？あーあ、ギラナもお客様を味わってみたいよ～	후~ 대체 어느 운 좋은 사람이 손님의 요리를 먹은 걸까요... 질라나도 손님이 만든 음식을 맛보고 싶어요	เฮ้อ​~​ สุดท้าย​เป็น​ใคร​กัน​แน่​นะ​ที่​ได้​ชิม​อาหาร​ที่​คุณ​ลูกค้า​ทำ​...​จิ​ลา​น่า​ก็​อยาก​ลอง​ชิม​รสชาติ​จาก​ฝีมือ​ของ​คุณ​ลูกค้า​บ้าง​เหมือนกัน​นะ​~​
40109	401	4	1	3	cat_104_map_standby_1	0	1	吉拉娜想在以前皇室御用的取水池旁边做些过分的事……唔，是不是太出格了呢~	吉拉娜想在以前皇室御用的取水池旁邊做些過分的事……嗚，是不是太出格了呢~	I have a mischievous idea... What if we sneak over to the old royal water pool? Hmm, is that too daring?	ギラナ、王室御用達だった水くみ場で悪いことをしてみたいの。うっ……ちょっとやりすぎかしら～	질라나는 옛 왕실에서 사용하던 물가 옆에서 좀 과한 짓을 해보고 싶어요... 음, 너무 지나쳤나요?	จิ​ลา​น่า​อยาก​จะ​ทำ​เรื่อง​เหลือเชื่อ​ที่​ข้าง​บ่อน้ำ​ที่​ราชวงศ์​เคย​ใช้​ใน​อดีต​...​อืม​ แบบนี้​จะ​ดู​เกินไป​หน่อย​ไหม​นะ​~​
40110	401	4	1	4	cat_104_map_enter_4	0	1	那个超大的家伙，超级可怕~客人想要突破自我的话，就去试试看吧~	那個超大的傢伙，超級可怕~客人想要突破自我的話，就去試試看吧~	That big guy over there looks really intimidating. But if you want to test your limits, go ahead and challenge it.	あのでっかいの、超こわ～い。お客様、自分の殻を破りたかったら、挑戦してみてね。	저 덩치 큰 녀석은 정말이지 엄청 무섭거든요~ 자신을 뛰어넘고 싶으시다면, 도전해 보세요~ 	เจ้า​คน​ที่​ตัว​ใหญ่​เบิ้ม​คน​นั้น​ น่ากลัว​สุด​ๆ​ ~​ ถ้า​คุณ​ลูกค้า​อยาก​จะ​ท้าทาย​ขีดจำกัด​ของ​ตัวเอง​ล่ะ​ก็​ ไป​ลองดู​ได้​นะ​~​
40111	401	4	2	1	cat_104_idle_1	0	1						
40118	401	4	3	1	cat_104_idle_1	0	1						
40119	401	4	3	9	cat_104_map_enter_1	0	1	去做些有趣的事吧？吉拉娜会等着客人回来的~	去做些有趣的事吧？吉拉娜會等著客人回來的~	Let's do something fun, shall we? I'll be here, eagerly waiting for your return.	面白いことがたくさん待ってるわ。ギラナもここでお客様の帰還を待ってるからね～	재밌는 일을 하러 가볼까요? 질라나는 손님 돌아오시길 기다릴 거예요	ไป​ทำ​เรื่อง​สนุก​ๆ​ เถอะ​?​ จิ​ลา​น่าจะ​รอ​คุณ​ลูกค้า​กลับ​มานะ​~​
40121	401	4	3	11	cat_104_shop_trigger_3	0	1	是时候，和客人一起……开启新的体验了~	是時候，和客人一起……開啟新的體驗了~	It's time for us to embark on a new adventure together!	さて、そろそろお客様と一緒に……新たな体験を始めようかしら～	이제 손님과 함께... 새로운 체험을 시작할 시간이에요~	ถึง​เวลา​ที่จะ​เปิด​ประสบการณ์​ใหม่​ๆ​ กับ​ลูกค้า​...​ แล้ว​ล่ะ​~​
40122	401	4	3	12	cat_104_map_enter_2	0	1	客人的用心吉拉娜感受到了~不过，吉拉娜不会独占客人哦~尽情体验整个新海市吧？	客人的用心吉拉娜感受到了~不過，吉拉娜不會獨佔客人哦~盡情體驗整個新海市吧？	I can sense your dedication, but I won't keep you all to myself! Go and explore all of Catto City, alright?	お客様の気持ちはギラナにも伝わったわ。でも、ギラナはお客様を一人占めしないよ。思う存分、新海市を楽しんでね。	손님의 세심함은 질라나가 느꼈답니다~ 하지만, 질라나가 손님을 독차지하지는 않을 거예요~ 뉴오션 시티 전체를 마음껏 탐험해보세요	จิ​ลา​น่า​รู้สึก​ถึง​ความตั้งใจ​ของ​คุณ​ลูกค้า​แล้ว​~​ แต่ว่า​~​ จิ​ลา​น่าจะ​ไม่​เก็บ​คุณ​ลูกค้า​ไว้​คนเดียว​หรอก​นะ​~​ ไป​เพลิดเพลิน​กับ​ประสบการณ์​ใน​แค​ทโตะ​ ซิตี้​เถอะ​?​
40123	401	4	3	13	cat_104_shop_trigger_3	0	1	客人真是相当厉害啊~吉拉娜的心在为了客人怦怦跳~	客人真是相當厲害啊~吉拉娜的心在為了客人怦怦跳~	You're truly remarkable. My heart races for you.	お客様、やるわね～ギラナの心がお客様のせいでドキドキしちゃったよ～	손님 정말 대단하시네요~ 질라나의 마음은 손님때문에 두근두근 하답니다~	คุณ​ลูกค้า​ช่าง​เก่งกาจ​จริงๆ​ ~​ หัวใจ​ของ​จิ​ลา​น่า​เต้น​แรง​เพราะ​ลูกค้า​เลย​~​
40125	401	4	3	14	cat_104_map_standby_1	0	1	吉拉娜让客人分心了吗？呼呼，吉拉娜的荣幸~	吉拉娜讓客人分心了嗎？呼呼，吉拉娜的榮幸~	Did I distract you? Heh-heh, I'll take that as a compliment!	ギラナに気を取られたの？ふふっ、光栄に思うわ、お客様～	질라나가 손님을 신경 쓰게 했군요? 후후, 질라나의 영광이에요~	จิ​ลา​น่า​ทำให้​คุณ​ลูกค้า​เสีย​สมาธิ​เหรอ​?​ หุหุ​ เป็นเกียรติ​ของ​จิ​ลา​น่า​~​
50101	501	5	1	1	cat_105_idle_1	0	1						
50103	501	5	1	2	cat_105_map_enter_2	0	1	中心区，市政中枢、科研集成……「中心」一词的含金量不用我多说吧？	中心區，市政中樞、科研集成……「中心」一詞的含金量不用我多說吧？	Central District, the heart of the city, and a hub for research... The importance of "Central" speaks for itself, doesn't it?	中央区、市政と科研の中枢……「中央」という言葉にどれほどの価値があるか、言うまでもないよね？	센트럴 타운에는, 시정부중추, 과학연구집단 등이 몰려 있지... 「센트럴」이란 단어를 쓴 이유를 더 말할 필요는 없겠지?	เขต​ศูนย์กลาง​ ศูนย์กลาง​เทศบาลเมือง​ ศูนย์รวม​รวม​งานวิจัย​...​ คุณค่า​ของ​คำ​ว่า​ "​ศูนย์กลาง​"​ คง​ไม่ต้อง​ให้​ฉัน​อธิบาย​ให้​มากความ​แล้ว​ใช่ไหม​?​
50104	501	5	1	2	cat_105_map_enter_2	0	1	只要在中心区，无论站在哪里，都可以望见那座被赋予了无尽意义的白塔。	只要在中心區，無論站在哪裡，都可以望見那座被賦予了無盡意義的白塔。	From any spot in the Central District, you can see the Ivorus, a tower of profound significance.	中央区のどこに立っても、無数の意義を秘めたあの白い塔を眺めることができる。	센트럴 타운에서는 어디에 서 있든 끝없는 의미가 부여된 브라이트 타워를 볼 수 있어.	เพียงแค่​อยู่​ใน​เขต​ศูนย์กลาง​ ไม่​ว่า​จะ​ยืน​อยู่​ที่ไหน​ ก็​สามารถ​มองเห็น​ไวท์​ทาวเวอร์​ที่​เต็มไปด้วย​ความหมาย​อัน​ไม่​สิ้นสุด​นั้น​ได้​
50105	501	5	1	2	cat_105_map_enter_2	0	1	某些无聊的政客，格外痴迷「微服私访」。因此，在中心区的一言一行都请多加小心。	某些無聊的政客，格外癡迷「微服私訪」。因此，在中心區的一言一行都請多加小心。	Some politicians here are strangely obsessed with "undercover inspections." So, be cautious of what you say and do in the Central District.	つまらない政治家の中には、「お忍び」を好む人がいるんだ。だから、中央区での言動は気を付けるように。	지루함을 느끼는 어떤 정치인들은 특히나「잠행놀이」에 푹 빠져 있어. 그러니까 센트럴 타운에서는 말 한마디, 행동 하나도 조심해야 해.	นักการเมือง​ที่​น่าเบื่อ​บางคน​ มักจะ​หมกมุ่น​กับ​การ​ "​ปลอมตัว​ตรวจตรา​"​ ดังนั้น​ โปรด​ระมัดระวัง​ทุก​คำพูด​และ​การกระทำ​ของ​คุณ​ใน​เขต​ศูนย์กลาง​ให้​มาก​
50106	501	5	1	2	cat_105_map_enter_3	0	1	有失远迎，为了迎接贵客我特意换了一副墨镜……和之前的当然不一样，没看出来么？	有失遠迎，為了迎接貴客我特意換了一副墨鏡……和之前的當然不一樣，沒看出來嗎？	Apologies for not greeting you outside. I was changing my sunglasses just for you... Did you notice the difference?	ようこそいらっしゃいました。お客様をお迎えするために、サングラスを変えましたわ……もちろん、前のとは違うよ、わからないの？	귀한 손님을 맞이하고자 특별히 선글라스를 바꿔 봤어. 예전이랑은 당연히 다르지. 눈치채지 못했구나?	ขอโทษ​ที่​ต้อน​รับได้​ไม่​ดี​นัก​ เพื่อ​ให้การ​ต้อนรับ​แก่​แขก​ผู้มีเกียรติ​ ฉัน​ก็​เลย​เปลี่ยน​แว่นกันแดด​ใหม่​มา​โดยเฉพาะ​...​ มัน​ต่าง​จาก​อัน​เก่า​มาก​ ดู​ไม่​ออก​เหรอ​?​
50108	501	5	1	3	cat_105_map_standby_1	0	1	嗯……无论观摩多少次这种……另类的获取食材方式，我都还是会感到惊讶。	嗯……無論觀摩多少次這種……另類的獲取食材方式，我都還是會感到驚訝。	Hmm... No matter how many times I witness this unique method of gathering ingredients, I'm always surprised.	うーん……こんな斬新な食材の獲得方法は……何度見ても、驚いてしまうね。	음... 이런 특이한 식재료 획득 방식은... 몇 번을 봐도 놀랍네.	อืม​...​ ไม่​ว่า​ฉัน​จะ​ดู​วิธีการ​หา​วัตถุดิบ​ที่​แปลก​แบบนี้​อีก​สัก​กี่​ครั้ง​...​ ก็​ยังคง​รู้สึก​ประหลาดใจ​อยู่ดี​
50109	501	5	1	3	cat_105_map_standby_1	0	1	湖湾公园是中心区植被最多的地方，空气非常清新。贵客需要放松时，可以去那里活动。	湖灣公園是中心區植被最多的地方，空氣非常清新。貴客需要放鬆時，可以去那裡活動。	Lakecurve Park in the Central District is known for its lush greenery and incredibly fresh air. It's the perfect place to relax whenever you need a break.	レイクパークは、中央区で最も緑豊かなエリアだから、空気が澄んでいるんだ。リラックスしたい時は、そこでのんびり過ごすといいよ。	레이크베이 공원은 센트럴 타운에서 가장 녹지가 많은 곳이야. 공기도 맑지. 쉬고 싶거나 힐링하고 싶을 때 가보도록	สวนสาธารณะ​เลค​เบย์​เป็น​สถานที่​ที่​มี​พืชพรรณ​มาก​ที่สุด​ใน​เขต​ศูนย์กลาง​ อากาศ​สดชื่น​สุด​ๆ​ แขก​ผู้มีเกียรติ​ท่าน​ที่​ต้อง​การผ่อนคลาย​ สามารถ​ไป​พักผ่อน​ที่นั่น​ได้​
50110	501	5	1	4	cat_105_map_enter_4	0	1	特别的战斗会带来特别的机遇。如果想要进步，值得一试。	特別的戰鬥會帶來特別的機遇。如果想要進步，值得一試。	Special battles offer unique opportunities. If you want to improve, it's worth a try.	特別な戦いは特別なチャンスをもたらす。成長したいのなら、挑戦する価値があるよ。	특별한 전투는 특별한 기회를 만들지. 성장하고 싶다면, 시험해 봐.	การต่อสู้​แบบ​พิเศษ​จะ​นำมาซึ่ง​โอกาส​ที่​พิเศษ​ หาก​ต้องการ​ความก้าวหน้า​ ก็​ควรค่า​แก่​การ​ลอง​
50111	501	5	2	1	cat_105_idle_1	0	1						
50118	501	5	3	1	cat_105_idle_1	0	1						
50119	501	5	3	9	cat_105_map_standby_1	0	1	地尽其利、物尽其用、人尽其才，贵客别忘了，中心区还有很多活动等待着探索呢！	地盡其利、物盡其用、人盡其才，貴客別忘了，中心區還有很多活動等待著探索呢！	As they say, one should make the most of their land, resources, and talents. So don't forget that there's still much to explore in the Central District!	せっかくここに来たんだ、すべてを探索し尽くすといい。中央区には、まだたくさんのイベントが待っているよ。	땅은 그 쓸모를 다하고, 물건은 그 용도를 다하며, 사람은 그 재능을 다해. 손님, 잊지 마. 센트럴 타운에는 아직 탐험할 많은 활동이 기다리고 있어!	ใช้ประโยชน์​จาก​พื้นที่​ ทรัพยากร​ และ​ความสามารถ​ของ​ทุกคน​ให้​คุ้มค่า​อย่าง​เต็มที่​ แขก​ผู้มีเกียรติ​โปรด​อย่า​ลืม​ ยังมี​อีก​หลาย​กิจกรรม​ใน​เขต​ศูนย์กลาง​ที่​รอ​ให้​คุณ​ได้​สำรวจ​อยู่​!​
50121	501	5	3	11	cat_105_shop_trigger_2	0	1	稳扎稳打地迎接新的阶段吧。	穩紮穩打地迎接新的階段吧。	Embrace the next phase steadily and confidently.	堅実な態度で新たな局面に挑もう。	차근차근 새로운 단계를 맞이할 준비하자	เผชิญหน้า​กับ​ช่วงเวลา​ใหม่​ด้วย​ความมั่นคง​และ​ความ​รอบคอบ​เถอะ​
50122	501	5	3	12	cat_105_shop_trigger_1	0	1	突然悠闲下来真不习惯啊。要不要去其他区域看看呢……	突然悠閒下來真不習慣啊。要不要去其他區域看看呢……	It feels strange to suddenly have some free time. How about exploring other districts?	急に暇になるのは慣れないな。他のエリアに行ってみようかな……	갑자기 한가해져서 진짜 익숙하지 않네. 다른 지역도 둘러볼까…	จู่ๆ​ ว่าง​ขึ้น​มา​รู้สึก​ไม่​ชิน​เลย​จริงๆ​ หรือ​จะ​ไปดู​เขต​พื้น​ที่อื่น​กัน​ดี​ไห​ม.​..​
50123	501	5	3	13	cat_105_shop_standby_1	0	1	贵客的专注力与执行力，令人佩服。我也会继续向前的！	貴客的專注力與執行力，令人佩服。我也會繼續向前的！	Your dedication and execution are truly impressive. I will continue moving forward as well!	お客様の集中力と実行力は立派です。私も引き続き努力します！	손님의 집중력하고 실행력, 정말 대단해. 난 계속 앞으로 나아갈 거야!	ความมุ่งมั่น​และ​การตัดสินใจ​ของ​แขก​ผู้มีเกียรติ​ ช่าง​น่าชื่นชม​อย่างยิ่ง​ ฉัน​ก็​จะ​เดินหน้า​ต่อไป​เช่นกัน​!​
50125	501	5	3	14	cat_105_shop_enter_1	0	1	咳……！请贵客，专注工作……	咳……！請貴客，專注工作……	Ahem! Please focus on your work...	（咳払い）……お客様、仕事に集中してください……	쿨럭……! 당신은 업무에 집중해 주시기 바랍니다	อะ​แฮ่​ม.​..!​ ท่าน​แขก​ผู้มีเกียรติ​ กรุณา​ตั้งใจ​กับ​งา​น.​..​
60101	601	6	1	1	cat_106_idle_1	0	1						
60103	601	6	1	2	cat_106_map_enter_2	0	1	凛北区作为军事中心，监管相较而言更严格。请遵守相关纪律，以免遇到不必要的麻烦。	凜北區作為軍事中心，監管相較而言更嚴格。請遵守相關紀律，以免遇到不必要的麻煩。	Boreala, being a military center, has stricter regulations. Please follow the rules to avoid unnecessary trouble.	軍事中心である凛北区は、ほかの区と比べて規制が厳しい。トラブルを起こさないよう、ルールを守ってください。	노스 타운은 군사 중심지로, 감독이 상대적으로 더 엄격합니다. 관련 규율을 준수하여 불필요한 문제를 피하시기 바랍니다	เขต​โบ​เรีย​ร่า​ใน​ฐานะ​ศูนย์กลาง​ทางการทหาร​ การควบคุมดูแล​จะ​เข้มงวด​เป็นพิเศษ​ กรุณา​ปฏิบัติ​ตามระเบียบ​ข้อบังคับ​ที่​เกี่ยวข้อง​ เพื่อ​หลีกเลี่ยง​ปัญหา​ที่​ไม่​จำเป็น​
60104	601	6	1	2	cat_106_map_enter_2	0	1	很多人第一次来凛北区的时候都不习惯这里的氛围。但我认为这也是凛北区的魅力所在。	很多人第一次來凜北區的時候都不習慣這裡的氛圍。但我認為這也是凜北區的魅力所在。	Many first-time visitors feel out of place in Boreala, but I believe that's where its charm lies.	初めて凛北区に訪れた人の多くは、この雰囲気に慣れないそうだ。でも、私にとって、それこそが凛北区の魅力だと思う。	많은 사람들이 처음 노스 타운에 올 때 여기의 분위기에 익숙하지 않습니다. 하지만 저는 이것이 노스 타운의 매력이라고 생각합니다.	เมื่อ​มา​ที่​เขต​โบ​เรีย​ร่า​ครั้งแรก​ หลาย​คน​มักจะ​ไม่​คุ้นชิน​กับ​บรรยากาศ​ของ​ที่นี่​ แต่​ฉัน​คิด​ว่า​นี่​คือ​เสน่ห์​ของ​เขต​โบ​เรีย​ร่า​
60105	601	6	1	2	cat_106_map_enter_2	0	1	深度探索新边森林，需要一位老练的向导。你可以考虑和我一起。	深度探索新邊森林，需要一位老練的嚮導。你可以考慮和我一起。	To explore the depths of the Edgewoods, you'll need an experienced guide. You can come with me if you'd like.	森を深く探索するには、ベテランのガイドが必要だ。私と一緒に行くという選択肢も検討するといい。	뉴엣지 숲을 깊이 탐험하려면 경험 많은 가이드가 필요합니다. 저와 함께하는 것을 고려해 보십시오.	การสำรวจ​ป่า​นิวเอดจ์​เชิง​ลึก​ ต้องการ​คนนำทาง​ผู้​มาก​ประสบการณ์​ คุณ​สามารถ​พิจารณา​ที่จะ​ไป​กับ​ฉัน​ได้​
60106	601	6	1	2	cat_106_map_enter_3	0	1	有段时间没见了，我还以为……不，没什么。如果遇到了困难，可以告诉我。	有段時間沒見了，我還以為……不，沒什麼。如果遇到了困難，可以告訴我。	Long time no see. I thought... never mind. If you have any issues, just let me know.	最後に会ってから随分と時間が経ったな。私はてっきり…いや、なんでもない。困ったことがあれば、相談に乗るよ。	오랜만에 뵙습니다, 저는……아니, 별일 아닙니다. 어려움을 겪으시면 저에게 알려주십시오.	ไม่​ได้​เจอกัน​มา​พัก​นึง​แล้ว​ ฉัน​ยัง​คิด​ว่า​...​ ไม่​...​ ไม่​มี​อะไร​ ถ้า​เจอ​ปัญหา​อะไร​ก็​บอก​ฉัน​ได้​นะ​
60108	601	6	1	3	cat_106_map_standby_1	0	1	能够果腹的食物，就是最好的食物。	能夠果腹的食物，就是最好的食物。	The best food is the one that satisfies you.	腹を満たせるのなら、それが最高の食べ物だ。	배를 채울 수 있는 음식이 바로 최고의 음식입니다.	อาหาร​ที่​สามารถ​ทำให้​ท้อง​อิ่ม​ได้​ คือ​อาหาร​ที่​ดี​ที่สุด​
60109	601	6	1	3	cat_106_map_standby_1	0	1	和其他地区不一样的注意事项是——在这里钓鱼……要小心勾到路人的衣领。	和其他地區不一樣的注意事項是——在這裡釣魚……要小心勾到路人的衣領。	One thing to note here is to be careful when fishing compared to other areas—you might hook someone's collar.	他のエリアと異なる注意点と言えば――ここで釣りをする時は…釣り針が通行人の襟に引っかからないように気を付けなければならない。	다른 지역과 다른 주의 사항은 —— 여기서 낚시를 할 때……주의해서 행인의 옷깃을 걸리지 않게 하십시오.	ข้อควรระวัง​ที่​แตกต่าง​จาก​พื้นที่​อื่นๆ​ ก็​คือ​ การตกปลา​ที่นี่​...​ ต้อง​ระวัง​อย่า​ไป​เกี่ยว​คอเสื้อ​ของ​คน​ที่​เดินผ่าน​ไปมา​
60110	601	6	1	4	cat_106_map_enter_4	0	1	在强大的敌人身上，一定能找到变强的启示。要学会物尽其用啊。	在強大的敵人身上，一定能找到變強的啟示。要學會物盡其用啊。	From powerful enemies, you can always gain insights and become stronger. You need to learn to make the most of every opportunity.	強い敵からは、強くなる方法を見つけられるものだ。今あるものを最大限に生かすことを学べ。	강력한 적에게서 반드시 강해질 수 있는 교훈을 찾을 수 있습니다. 물건을 최대한 활용하는 법을 배우십시오.	สามารถ​หา​คำแนะนำ​ใน​การ​ทำให้​ตัวเอง​แข็งแกร่ง​ขึ้น​ได้​จาก​ศัตรู​ที่​แข็งแกร่ง​ ต้อง​เรียนรู้​ที่จะ​ใช้​สิ่ง​ต่างๆ​ ให้​เกิด​ประโยชน์​สูงสุด​
60111	601	6	2	1	cat_106_idle_1	0	1						
60118	601	6	3	1	cat_106_idle_1	0	1						
60119	601	6	3	9	cat_106_map_enter_1	0	1	没想好做什么？那就四处转转吧，或许会有意外的收获。	沒想好做什麼？那就四處轉轉吧，或許會有意外的收穫。	Not sure what to do? Just take a stroll, and you might stumble upon something unexpected.	これから何するか決めていないのか？この辺りを散策するといい、意外な収穫を得られるかもしれないよ。	무엇을 하실지 결정하지 못하셨습니까? 그렇다면 주위를 돌아다니며 둘러보세요, 아마도 예상치 못한 수확이 있을 것입니다	ยัง​คิดไม่ออก​ว่า​จะ​ทำ​อะไร​ดี​เหรอ​?​ งั้น​ไป​เดินเล่น​รอบ​ๆ​ ดู​สิ​ บางที​อาจจะ​มี​สิ่ง​ดี​ๆ​ บังเอิญ​เกิดขึ้น​ก็ได้​นะ​
60121	601	6	3	11	cat_106_shop_trigger_3	0	1	准备好迈入新的阶段了吗？	準備好邁入新的階段了嗎？	Are you ready for the next stage?	次の段階に足を踏み入れる準備は出来たか？	새로운 단계로 나아갈 준비가 되셨습니까?	พร้อม​ที่จะ​ก้าว​เข้าสู่​ขั้นตอน​ใหม่​แล้ว​หรือยัง​?​
60122	601	6	3	12	cat_106_map_enter_2	0	1	不用一直守在这里。\n有我在，你可以放心去其他地方看看。	不用一直守在這裡。有我在，你可以放心去其他地方看看。	You don't need to stay here all the time.\nFeel free to explore. I've got this under control.	ずっとここに居残る必要はない。私がいるから、安心してほかの場所を回るといい。	계속 여기에만 있을 필요는 없습니다. 제가 여기 있으니, 안심하고 다른 곳을 둘러보세요	ไม่ต้อง​เฝ้า​อยู่​ที่นี่​ตลอดเวลา​หรอก​ มี​ฉัน​อยู่​ คุณ​สามารถ​ไปดู​ที่อื่น​ได้​อย่าง​สบายใจ​
60123	601	6	3	13	cat_106_shop_trigger_3	0	1	这么长时间的努力，就是为了这一刻。	這麼長時間的努力，就是為了這一刻。	All the time and effort I've put in has led to this moment.	長きに渡る努力は、全てこの時のためにあるんだ。	이렇게 오랜 시간 동안의 노력은 바로 이 순간을 위한 것입니다.	พยายาม​อย่าง​ยาวนาน​มา​ขนาด​นี้​ ก็​เพื่อ​ช่วง​เวลานี้​
60125	601	6	3	14	cat_106_map_standby_1	0	1	我会尽力为你提供帮助。	我會盡力為你提供幫助。	I'll do my best to assist you.	できるだけ協力してあげるよ。	제 힘이 닿는 데까지 도와드리겠습니다.	ฉัน​จะ​ให้​ความช่วยเหลือ​คุณ​อย่าง​สุดความสามารถ​
