id	regionBelong	areaLv	taskGroup	before	startType	taskContentType	taskContentId	taskContenNum	rewardId	rewardNum	openType	openParameter	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH
203080	2	3	20308	0	1	1103		3	4102021;3000003	3;150000	236		1	累计通关3次「协力战」	累計通關3次「協力戰」	Complete the Invasion 3 times.	「協同作戦」を3回クリアする	협력전 누적 3회 클리어	ผ่านด่าน [ผนึกกำลัง] 3 ครั้ง
204010	2	4	20401	0	2	1110	2020105	5	5600030;3000003	5;25000	234	2020105	1	通关5次「花园街·主食2」	通關5次「花園街·主食2」	Clear "Garden Street - Main Dish II" 5 times.	「ガーデンストリート・メインディッシュ2」を5回クリアする	「가든 스트리트 메인요리 2」 5회 클리어	ผ่านด่าน [ถนนการ์เด้น-จานหลัก 2] 5 ครั้ง
204011	2	4	20401	204010	1	1412	5710006	2	4198001;3000003	25;50000	511	5510006	1	将「孤独焦糖拿铁」升至评级C	將「孤獨焦糖拿鐵」升至評級C	Raise the "Lonely Caramel Latte" rating to C.	「キャラメルラテ」がランクCに達する	「고독의 카라멜 라테」를 C급까지 업그레이드	อัป [โลนลี่คาราเมลลาเต้] ถึงระดับ C
204020	2	4	20402	0	2	1110	2020103	5	5600050;3000003	5;25000	234	2020103	1	通关5次「花园街·饮品3」	通關5次「花園街·飲品3」	Clear "Garden Street - Drinks III" 5 times.	「ガーデンストリート・ドリンク3」を5回クリアする	「가든 스트리트 음료 3」 5회 클리어	ผ่านด่าน [ถนนการ์เด้น-เครื่องดื่ม 3] 5 ครั้ง
204021	2	4	20402	204020	1	1412	5720006	2	4198001;3000003	25;50000	512	5520006	1	将「豪华狂欢热狗」升至评级C	將「豪華狂歡熱狗」升至評級C	Raise the "Grand Carnival Hot Dog" rating to C.	「ウルトラカーニバルドッグ」がランクCに達する	「프리미엄 광란의 핫도그」를 C급까지 업그레이드	อัป [ฮอทดอกคาร์นิวัลดีลักซ์] ถึงระดับ C
204030	2	4	20403	0	2	1110	2020109	5	5600096;3000003	5;25000	234	2020109	1	通关5次「花园街·甜品3」	通關5次「花園街·甜品3」	Clear "Garden Street - Dessert III" 5 times.	「ガーデンストリート・デザート3」を5回クリアする	「가든 스트리트 디저트 3」 5회 클리어	ผ่านด่าน [ถนนการ์เด้น-ขนมหวาน 3] 5 ครั้ง
204031	2	4	20403	204030	1	1412	5740006	2	4198001;3000003	25;50000	514	5540006	1	将「满足酸奶油煎饼」升至评级C	將「滿足優酪乳油煎餅」升至評級C	Raise the "Hearty Sour Cream Pancake" rating to C.	「大満足サワークリームパンケーキ」がランクCに達する	「만족의 사워크림 크레이프」를 C급까지 업그레이드	อัป [แพนเค้กครีมเปรี้ยวสุดฟิน] ถึงระดับ C
204040	2	4	20404	0	1	1404	2	7	4104041;3000003	40;2000	517	2	1	累计派送7单南港区外卖	累計派送7單南港區外賣	Complete 7 delivery orders in Southport.	南港区出前を7回完了する	사우스포트로 누적 7회 배달	ส่งอาหารในเขตทะเลใต้ 7 ออเดอร์
204060	2	4	20406	0	2	1110	2015104	1	4100011;3000003	20;75000	233	2015104	1	通关1次「废弃工厂4」	通關1次「廢棄工廠4」	Clear "Derelict Factory IV" 1 time.	「廃工場4」を1回クリアする	「폐공장 지대 4」1회 클리어	ผ่านด่าน [โรงงานร้าง 4] 1 ครั้ง
204061	2	4	20406	204060	1	1723	104	8	4100011;3000003	15;30000	701		1	将任意「暴击套」装备升至1星+3	將任意「爆擊套」裝備升至1星+3	Upgrade any Critical Set piece to 1★ +3.	「会心セット」の任意装備が★1＋3に達する	임의의「크리티컬 세트」장비 1★을 +3까지 강화	อัปเกรดอุปกรณ์ [เซ็ตคริติคอล] ใดก็ได้ถึง 1★ +3
204070	2	4	20407	0	2	6	8000251	10	4199001;3000003	4;25000	240	8000251	1	获得10条「彩虹带鱼」	獲得10條「彩虹帶魚」	Obtain 10 "Rainbow Hairtail".	「ニジタチウオ」を10匹獲得する	「무지개 갈치」 10마리 획득	ได้รับ [ปลาหางนกยูงสีรุ้ง] 10 ตัว
204071	2	4	20407	204070	1	1412	5730005	2	4198001;3000003	25;50000	513	5530005	1	将「彩虹奇迹」升至评级C	將「彩虹奇跡」升至評級C	Raise the "Rainbow Miracle" rating to C.	「レインボーミラクル」がランクCに達する	「레인보우 미라클」을 C급까지 업그레이드	อัป [ปาฏิหาริย์สายรุ้ง] ถึงระดับ C
204080	2	4	20408	0	1	1103		4	4102021;3000003	4;200000	236		1	累计通关4次「协力战」	累計通關4次「協力戰」	Complete the Invasion 4 times.	「協同作戦」を4回クリアする	협력전 누적 4회 클리어	ผ่านด่าน [ผนึกกำลัง] 4 ครั้ง
205010	2	5	20501	0	2	1110	2020101	10	5600002;3000003	20;50000	234	2020101	1	通关10次「花园街·饮品1」	通關10次「花園街·飲品1」	Clear "Garden Street - Drinks I" 10 times.	「ガーデンストリート・ドリンク1」を10回クリアする	「가든 스트리트 음료 1」 10회 클리어	ผ่านด่าน [ถนนการ์เด้น-เครื่องดื่ม 1] 10 ครั้ง
205011	2	5	20501	205010	1	1412	5710004	3	4198001;3000003	50;100000	511	5510004	1	将「苦涩咖啡」升至评级B	將「苦澀咖啡」升至評級B	Raise the "Bitter Coffee" rating to B.	「にがにがコーヒー」がランクBに達する	「쓰디쓴 커피」를 B급까지 업그레이드	อัป [กาแฟขม] ถึงระดับ B
205020	2	5	20502	0	2	1110	2020104	10	5600094;3000003	20;50000	234	2020104	1	通关10次「花园街·主食1」	通關10次「花園街·主食1」	Clear "Garden Street - Main Dish I" 10 times.	「ガーデンストリート・メインディッシュ1」を10回クリアする	「가든 스트리트 메인요리 1」 10회 클리어	ผ่านด่าน [ถนนการ์เด้น-จานหลัก 1] 10 ครั้ง
205021	2	5	20502	205020	1	1412	5720004	3	4198001;3000003	50;100000	512	5520004	1	将「狂欢烤肠」升至评级B	將「狂歡烤腸」升至評級B	Raise the "Party Grill Sausage" rating to B.	「カーニバルソーセージ」がランクBに達する	「광란의 소시지」를 B급까지 업그레이드	อัป [ไส้กรอกคาร์นิวัล] ถึงระดับ B
205030	2	5	20503	0	2	1110	2020107	10	5600095;3000003	20;50000	234	2020107	1	通关10次「花园街·甜品1」	通關10次「花園街·甜品1」	Clear "Garden Street - Dessert I" 10 times.	「ガーデンストリート・デザート1」を10回クリアする	「가든 스트리트 디저트 1」 10회 클리어	ผ่านด่าน [ถนนการ์เด้น-ขนมหวาน 1] 10 ครั้ง
205031	2	5	20503	205030	1	1412	5740004	3	4198001;3000003	50;100000	514	5540004	1	将「满足薄饼」升至评级B	將「滿足薄餅」升至評級B	Raise the "Hearty Pancake" rating to B.	「大満足パンケーキ」がランクBに達する	「만족의 팬케이크」를 B급까지 업그레이드	อัป [พิซซ่าแห่งความสุข] ถึงระดับ B
205040	2	5	20504	0	1	1404	2	10	4104041;3000003	50;2500	517	2	1	累计派送10单南港区外卖	累計派送10單南港區外賣	Complete 10 delivery orders in Southport.	南港区出前を10回完了する	사우스포트로 누적 10회 배달	ส่งอาหารในเขตทะเลใต้ 10 ออเดอร์
205060	2	5	20506	0	2	1110	2015105	1	4100011;3000003	25;100000	233	2015105	1	通关1次「废弃工厂5」	通關1次「廢棄工廠5」	Clear "Derelict Factory V" 1 time.	「廃工場5」を1回クリアする	「폐공장 지대 5」1회 클리어	ผ่านด่าน [โรงงานร้าง 5] 1 ครั้ง
205061	2	5	20506	205060	1	1724	104	2	4100011;3000003	20;40000	701		1	将任意「暴击套」装备升至2星	將任意「爆擊套」裝備升至2星	Upgrade any Critical Set piece to 2★.	「会心セット」の任意装備が★2に達する	임의의「크리티컬 세트」장비 2성으로 승급	อัปเกรดอุปกรณ์ [เซ็ตคริติคอล] ใดก็ได้ถึง 2★
205062	2	5	20506	205061	1	1725	104	1	4100032;3000003	1;60000	701		1	将任意「暴击套」装备洗练1次	將任意「爆擊套」裝備洗練1次	Refine any Critical Set piece once.	「会心セット」の任意装備を1回洗練する	임의의「크리티컬 세트」장비 제련 1회	รีไฟน์อุปกรณ์ [เซ็ตคริติคอล] ใดก็ได้ 1 ครั้ง
205070	2	5	20507	0	2	6	8000261	10	4199001;3000003	5;25000	240	8000261	1	获得10条「黑线银鲛」	獲得10條「黑線銀鮫」	Obtain 10 "Sliver Chimaera".	「ギンザメ」を10匹獲得する	「은상어」 10마리 획득	ได้รับ [ปลาฉลามเงินลายดำ] 10 ตัว
205071	2	5	20507	205070	1	1412	5730006	2	4198001;3000003	25;50000	513	5530006	1	将「银鲛鱼汤」升至评级C	將「銀鮫魚湯」升至評級C	Raise the "Ratfish Stew" rating to C.	「ギンザメスープ」がランクCに達する	「은상어탕」을 C급까지 업그레이드	อัป [ซุปปลาคิเมียรา] ถึงระดับ C
205080	2	5	20508	0	1	1103		15	4102021;3000003	5;250000	236		1	累计通关15次「协力战」	累計通關15次「協力戰」	Complete the Invasion 15 times.	「協同作戦」を15回クリアする	협력전 누적 15회 클리어	ผ่านด่าน [ผนึกกำลัง] 15 ครั้ง
301010	3	1	30101	0	2	1110	2030501	3	5600001;3000003	6;3000	248	2030501	1	通关3次「美食街·饮品1」	通關3次「美食街·飲品1」	Clear "Food Court - Drinks I" 3 times.	「屋台街･ドリンク1」を3回クリアする	「맛남의 거리 음료 1」 3회 클리어	ผ่านด่าน [ถนนเลิศรส-ครื่องดื่ม 1] 3 ครั้ง
301011	3	1	30101	301010	1	1412	5710007	2	4198001;3000003	25;10000	511	5510007	1	将「悠然绿茶」升至评级C	將「悠然綠茶」升至評級C	Raise the "Carefree Green Tea" rating to C.	「ゆるゆる緑茶」がランクCに達する	「여유의 녹차」를 C급까지 업그레이드	อัป [ชาเขียวผ่อนคลาย] ถึงระดับ C
301020	3	1	30102	0	1	1404	3	1	4104041;3000016	10;100	517	3	1	累计派送1单耀州区外卖	累計派送1單耀州區外賣	Complete 1 delivery order in Yaozhou.	耀州区出前を1回完了する	요주 타운으로 누적 1회 배달	ส่งอาหารในเขตเหยาโจว 1 ออเดอร์
301030	3	1	30103	0	2	1110	2015201	1	4100011;3000003	5;10000	243	2015201	1	通关1次「通天阙1」	通關1次「通天闕1」	Clear "Skyward Palace I" 1 time.	「通天街1」を1回クリアする	「통천궁 1」1회 클리어	ผ่านด่าน [หอคอยเทียมฟ้า 1] 1 ครั้ง
301040	3	1	30104	0	2	6	8000311	10	4199001;3000003	1;5000	250	8000311	1	获得10条「白腹沙丁鱼」	獲得10條「白腹沙丁魚」	Obtain 10 "Sharpnose Sardines".	「ニシン」を10匹獲得する	「정어리」 10마리 획득	ได้รับ [ปลาซาร์ดีนท้องขาว] 10 ตัว
301041	3	1	30104	301040	1	1412	5730030	2	4198001;3000003	25;10000	513	5530030	1	将「洋葱沙丁鱼」升至评级C	將「洋蔥沙丁魚」升至評級C	Raise the "Sardines with Onion" rating to C.	「ニシンのガーリックソテー」がランクCに達する	「양파정어리」를 C급까지 업그레이드	อัป [ปลาซาดีนผัดหอมใหญ่] ถึงระดับ C
302010	3	2	30201	0	2	1110	2030504	3	5600082;3000003	6;3000	248	2030504	1	通关3次「美食街·主食1」	通關3次「美食街·主食1」	Clear "Food Court - Main Dish I" 3 times.	「屋台街･メインディッシュ1」を3回クリアする	「맛남의 거리 메인요리 1」 3회 클리어	ผ่านด่าน [ถนนเลิศรส-จานหลัก 1] 3 ครั้ง
302011	3	2	30201	302010	1	1412	5720007	2	4198001;3000003	25;10000	512	5520007	1	将「乐观馒头」升至评级C	將「樂觀饅頭」升至評級C	Raise the "Sunny Side Bun" rating to C.	「前向き饅頭」がランクCに達する	「낙관의 찐빵」을 C급까지 업그레이드	อัป [หมั่นโถวสุขใจ] ถึงระดับ C
302020	3	2	30202	0	2	1110	2030507	3	5600017;3000003	6;3000	248	2030507	1	通关3次「美食街·甜品1」	通關3次「美食街·甜品1」	Clear "Food Court - Dessert I" 3 times.	「屋台街･デザート1」を3回クリアする	「맛남의 거리 디저트 1」 3회 클리어	ผ่านด่าน [ถนนเลิศรส-ขนมหวาน 1] 3 ครั้ง
302021	3	2	30202	302020	1	1412	5740007	2	4198001;3000003	25;10000	514	5540007	1	将「懒散蛋挞」升至评级C	將「懶散蛋撻」升至評級C	Raise the "Sluggish Egg Tart" rating to C.	「だらだらエッグタルト」がランクCに達する	「나태의 에그타르트」를 C급까지 업그레이드	อัป [ทาร์ตไข่ขี้เกียจ] ถึงระดับ C
302030	3	2	30203	0	1	1404	3	3	4104041;3000016	20;200	517	3	1	累计派送3单耀州区外卖	累計派送3單耀州區外賣	Complete 3 delivery orders in Yaozhou.	耀州区出前を3回完了する	요주 타운으로 누적 3회 배달	ส่งอาหารในเขตเหยาโจว 3 ออเดอร์
302050	3	2	30205	0	2	1110	2015202	1	4100011;3000003	10;10000	243	2015202	1	通关1次「通天阙2」	通關1次「通天闕2」	Clear "Skyward Palace II" 1 time.	「通天街2」を1回クリアする	「통천궁 2」1회 클리어	ผ่านด่าน [หอคอยเทียมฟ้า 2] 1 ครั้ง
302051	3	2	30205	302050	1	1723	108	3	4100011;4100011	5;2	701		1	将任意「援护套」装备升至+3	將任意「援護套」裝備升至+3	Upgrade any Support Set piece to +3.	「援護セット」のの任意装備が＋3に達する	임의의「엄호 세트」장비 +3까지 강화	อัปเกรดอุปกรณ์ [เซ็ตซัพพอร์ต] ใดก็ได้ถึง +3
302060	3	2	30206	0	2	6	8000341	10	4199001;3000003	2;5000	250	8000341	1	获得10条「青石斑鱼」	獲得10條「青石斑魚」	Obtain 10 "Yellow Groupers".	「アオハタ」を10匹獲得する	「도도바리」 10마리 획득	ได้รับ [ปลาเก๋าสีคราม] 10 ตัว
302061	3	2	30206	302060	1	1412	5730017	2	4198001;3000003	25;10000	513	5530017	1	将「石斑乌冬」升至评级C	將「石斑烏冬」升至評級C	Raise the "Udon with Grouper" rating to C.	「ハタうどん」がランクCに達する	「도도바리 우동」을 C급까지 업그레이드	อัป [อุด้งปลาเก๋า] ถึงระดับ C
303010	3	3	30301	0	2	1110	2030502	5	5600019;5600001	5;5	248	2030502	1	通关5次「美食街·饮品2」	通關5次「美食街·飲品2」	Clear "Food Court - Drinks II" 5 times.	「屋台街･ドリンク2」を5回クリアする	「맛남의 거리 음료 2」 5회 클리어	ผ่านด่าน [ถนนเลิศรส-จานหลัก 2] 5 ครั้ง
303011	3	3	30301	303010	1	1412	5710008	2	4198001;3000003	25;10000	511	5510008	1	将「悠然奶茶」升至评级C	將「悠然奶茶」升至評級C	Raise the "Carefree Milk Tea" rating to C.	「ゆるゆるミルクティー」がランクCに達する	「여유의 밀크티」를 C급까지 업그레이드	อัป [ชานมสบายใจ] ถึงระดับ C
303020	3	3	30302	0	2	1110	2030508	5	5600099;5600017	5;5	248	2030508	1	通关5次「美食街·甜品2」	通關5次「美食街·甜品2」	Clear "Food Court - Dessert II" 5 times.	「屋台街･デザート2」を5回クリアする	「맛남의 거리 디저트 2」 5회 클리어	ผ่านด่าน [ถนนเลิศรส-ขนมหวาน 2] 5 ครั้ง
303021	3	3	30302	303020	1	1412	5720008	2	4198001;3000003	25;10000	512	5520008	1	将「活力小笼包」升至评级C	將「活力小籠包」升至評級C	Raise the "Invigorating Steamed Bun" rating to C.	「元気いっぱい小籠包」がランクCに達する	「활력의 만두」를 C급까지 업그레이드	อัป [เสี่ยวหลงเปาสดชื่น] ถึงระดับ C
303030	3	3	30303	0	2	1110	2030506	5	5600098;5600037	5;5	248	2030506	1	通关5次「美食街·主食3」	通關5次「美食街·主食3」	Clear "Food Court - Main Dish III" 5 times.	「屋台街･メインディッシュ3」を5回クリアする	「맛남의 거리 메인요리 3」 5회 클리어	ผ่านด่าน [ถนนเลิศรส-จานหลัก 3] 5 ครั้ง
303031	3	3	30303	303030	1	1412	5740008	2	4198001;3000003	25;10000	514	5540008	1	将「惆怅蛋挞」升至评级C	將「惆悵蛋塔」升至評級C	Raise the "Anxious Egg Tart" rating to C.	「幽愁エッグタルト」がランクCに達する	「낙심의 에그타르트」를 C급까지 업그레이드	อัป [ทาร์ตไข่หมองหม่น] ถึงระดับ C
303040	3	3	30304	0	1	1404	3	5	4104041;3000016	30;300	517	3	1	累计派送5单耀州区外卖	累計派送5單耀州區外賣	Complete 5 delivery orders in Yaozhou.	耀州区出前を5回完了する	요주 타운으로 누적 5회 배달	ส่งอาหารในเขตเหยาโจว 5 ออเดอร์
303060	3	3	30306	0	2	1110	2015203	1	4100011;3000003	15;15000	243	2015203	1	通关1次「通天阙3」	通關1次「通天闕3」	Clear "Skyward Palace III" 1 time.	「通天街3」を1回クリアする	「통천궁 3」1회 클리어	ผ่านด่าน [หอคอยเทียมฟ้า 3] 1 ครั้ง
303061	3	3	30306	303060	1	1724	108	1	4100011;4100011	10;4	701		1	将任意「援护套」装备升至1星	將任意「援護套」裝備升至1星	Upgrade any Support Set piece to 1★.	「援護セット」の任意装備が★1に達する	임의의「엄호 세트」장비 1★으로 승급	อัปเกรดอุปกรณ์ [เซ็ตซัพพอร์ต] ใดก็ได้ถึง 1★
303070	3	3	30307	0	2	6	8000332	10	4199001;3000003	3;5000	250	8000332	1	获得10条「黑鳍金枪鱼」	獲得10條「黑鰭金槍魚」	Obtain 10 "Blackfin Tunas".	「本マグロ」を10匹獲得する	「검은등 참치」 10마리 획득	ได้รับ [ปลาทูน่าครีบดำ] 10 ตัว
303071	3	3	30307	303070	1	1412	5730019	2	4198001;3000003	25;10000	513	5530019	1	将「黑鳍寿司」升至评级C	將「黑鰭壽司」升至評級C	Raise the "Blackfin Sushi" rating to C.	「大西洋クロマグロ寿司」がランクCに達する	「검은등 참치 초밥」을 C급까지 업그레이드	อัป [ซูชิปลาทูครีบดำ] ถึงระดับ C
304010	3	4	30401	0	2	1110	2030505	5	5600037;5600082	5;5	248	2030505	1	通关5次「美食街·主食2」	通關5次「美食街·主食2」	Clear "Food Court - Main Dish II" 5 times.	「屋台街･メインディッシュ2」を5回クリアする	「맛남의 거리 메인요리 2」 5회 클리어	ผ่านด่าน [ถนนเลิศรส-จานหลัก 2] 5 ครั้ง
304011	3	4	30401	304010	1	1412	5710009	2	4198001;3000003	25;10000	511	5510009	1	将「悠然珍珠奶茶」升至评级C	將「悠然珍珠奶茶」升至評級C	Raise the "Carefree Bubble Tea" rating to C.	「ゆるゆるタピオカミルクティー」がランクCに達する	「여유의 버블티」를 C급까지 업그레이드	อัป [เพิร์ลมิลก์ทีสบายใจ] ถึงระดับ C
304020	3	4	30402	0	2	1110	2030503	5	5600097;5600019	5;5	248	2030503	1	通关5次「美食街·饮品3」	通關5次「美食街·飲品3」	Clear "Food Court - Drinks III" 5 times.	「屋台街･ドリンク3」を5回クリアする	「맛남의 거리 음료 3」 5회 클리어	ผ่านด่าน [ถนนเลิศรส-เครื่องดื่ม 3] 5 ครั้ง
304021	3	4	30402	304020	1	1412	5720009	2	4198001;3000003	25;10000	512	5520009	1	将「自信蟹黄汤包」升至评级C	將「自信蟹黃湯包」升至評級C	Raise the "Confident Soup Dumplings" rating to C.	「自信たっぷり蟹みそ湯包」がランクCに達する	「자신의 게맛 만두」를 C급까지 업그레이드	อัป [ซุปเสี่ยวหลงเปาไข่ปูมั่นใจ] ถึงระดับ C
304030	3	4	30403	0	2	1110	2030509	5	5600100;5600099	5;5	248	2030509	1	通关5次「美食街·甜品3」	通關5次「美食街·甜品3」	Clear "Food Court - Dessert III" 5 times.	「屋台街･デザート3」を5回クリアする	「맛남의 거리 디저트 3」 5회 클리어	ผ่านด่าน [ถนนเลิศรส-ขนมหวาน 3] 5 ครั้ง
304031	3	4	30403	304030	1	1412	5740009	2	4198001;3000003	25;10000	514	5540009	1	将「颓废蛋挞」升至评级C	將「頹廢蛋塔」升至評級C	Raise the "Decadent Egg Tart" rating to C.	「退廃エッグタルト」がランクCに達する	「의기소침의 에그타르트」를 C급까지 업그레이드	อัป [ทาร์ตไข่สิ้นหวัง] ถึงระดับ C
304040	3	4	30404	0	1	1404	3	7	4104041;3000016	40;400	517	3	1	累计派送7单耀州区外卖	累計派送7單耀州區外賣	Complete 7 delivery orders in Yaozhou.	耀州区出前を7回完了する	요주 타운으로 누적 7회 배달	ส่งอาหารในเขตเหยาโจว 7 ออเดอร์
304060	3	4	30406	0	2	1110	2015204	1	4100011;3000003	20;15000	243	2015204	1	通关1次「通天阙4」	通關1次「通天闕4」	Clear "Skyward Palace IV" 1 time.	「通天街4」を1回クリアする	「통천궁 4」1회 클리어	ผ่านด่าน [หอคอยเทียมฟ้า 4] 1 ครั้ง
304061	3	4	30406	304060	1	1723	108	8	4100011;4100011	15;6	701		1	将任意「援护套」装备升至1星+3	將任意「援護套」裝備升至1星+3	Upgrade any Support Set piece to 1★ +3.	「援護セット」の任意装備が★1＋3に達する	임의의「엄호 세트」장비 1★을 +3까지 강화	อัปเกรดอุปกรณ์ [เซ็ตซัพพอร์ต] ใดก็ได้ถึง 1★ +3
304070	3	4	30407	0	2	6	8000361	10	4199001;3000003	4;5000	250	8000361	1	获得10条「宝刀鱼」	獲得10條「寶刀魚」	Obtain 10 "Wolf Herrings".	「オキイワシ」を10匹獲得する	「왕갈치」 10마리 획득	ได้รับ [ปลาดาบยาว] 10 ตัว
304071	3	4	30407	304070	1	1412	5730008	2	4198001;3000003	25;10000	513	5530008	1	将「酸角汁宝刀鱼」升至评级C	將「酸角汁寶刀魚」升至評級C	Raise the "Tamarind Wolf Herring" rating to C.	「オキイワシのタマリンドジュース煮込み」がランクCに達する	「왕갈치조림」을 C급까지 업그레이드	อัป [ปลาดาบยาวซอสเปรี้ยวหวาน] ถึงระดับ C
305010	3	5	30501	0	2	1110	2030501	10	5600001;3000003	20;10000	248	2030501	1	通关10次「美食街·饮品1」	通關10次「美食街·飲品1」	Clear "Food Court - Drinks I" 10 times.	「屋台街･ドリンク1」を10回クリアする	「맛남의 거리 음료 1」 10회 클리어	ผ่านด่าน [ถนนเลิศรส-ครื่องดื่ม 1] 10 ครั้ง
305011	3	5	30501	305010	1	1412	5710007	3	4198001;3000003	50;20000	511	5510007	1	将「悠然绿茶」升至评级B	將「悠然綠茶」升至評級B	Raise the "Carefree Green Tea" rating to B.	「ゆるゆる緑茶」がランクBに達する	「여유의 녹차」를 B급까지 업그레이드	อัป [ชาเขียวผ่อนคลาย] ถึงระดับ B
305020	3	5	30502	0	2	1110	2030504	10	5600082;3000003	20;10000	248	2030504	1	通关10次「美食街·主食1」	通關10次「美食街·主食1」	Clear "Food Court - Main Dish I" 10 times.	「屋台街･メインディッシュ1」を10回クリアする	「맛남의 거리 메인요리 1」 10회 클리어	ผ่านด่าน [ถนนเลิศรส-จานหลัก 1] 10 ครั้ง
305021	3	5	30502	305020	1	1412	5720007	3	4198001;3000003	50;20000	512	5520007	1	将「乐观馒头」升至评级B	將「樂觀饅頭」升至評級B	Raise the "Sunny Side Bun" rating to B.	「前向き饅頭」がランクBに達する	「낙관의 찐빵」을 B급까지 업그레이드	อัป [หมั่นโถวสุขใจ] ถึงระดับ B
305030	3	5	30503	0	2	1110	2030507	10	5600017;3000003	20;10000	248	2030507	1	通关10次「美食街·甜品1」	通關10次「美食街·甜品1」	Clear "Food Court - Dessert I" 10 times.	「屋台街･デザート1」を10回クリアする	「맛남의 거리 디저트 1」 10회 클리어	ผ่านด่าน [ถนนเลิศรส-ขนมหวาน 1] 10 ครั้ง
305031	3	5	30503	305030	1	1412	5740007	3	4198001;3000003	50;20000	514	5540007	1	将「懒散蛋挞」升至评级B	將「懶散蛋塔」升至評級B	Raise the "Sluggish Egg Tart" rating to B.	「だらだらエッグタルト」がランクBに達する	「나태의 에그타르트」를 B급까지 업그레이드	อัป [ทาร์ตไข่ขี้เกียจ] ถึงระดับ B
305040	3	5	30504	0	1	1404	3	10	4104041;3000016	50;500	517	3	1	累计派送10单耀州区外卖	累計派送10單耀州區外賣	Complete 10 delivery orders in Yaozhou.	耀州区出前を10回完了する	요주 타운으로 누적 10회 배달	ส่งอาหารในเขตเหยาโจว 10 ออเดอร์
305060	3	5	30506	0	2	1110	2015205	1	4100011;3000003	25;20000	243	2015205	1	通关1次「通天阙5」	通關1次「通天闕5」	Clear "Skyward Palace V" 1 time.	「通天街5」を1回クリアする	「통천궁 5」1회 클리어	ผ่านด่าน [หอคอยเทียมฟ้า 5] 1 ครั้ง
305061	3	5	30506	305060	1	1724	108	2	4100011;4100011	20;8	701		1	将任意「援护套」装备升至2星	將任意「援護套」裝備升至2星	Upgrade any Support Set piece to 2★.	「援護セット」の任意装備が★2に達する	임의의「엄호 세트」장비 2★까지 승급	อัปเกรดอุปกรณ์ [เซ็ตซัพพอร์ต] ใดก็ได้ถึง 2★
305062	3	5	30506	305061	1	1725	108	1	4100032;3000003	1;12000	701		1	将任意「援护套」装备洗练1次	將任意「援護套」裝備洗練1次	Refine any Support Set piece once.	「援護セット」の任意装備を1回洗練する	임의의「엄호 세트」장비 제련 1회	รีไฟน์อุปกรณ์ [เซ็ตซัพพอร์ต] 1 ครั้ง
305070	3	5	30507	0	2	6	8000351	10	4199001;3000003	5;5000	250	8000351	1	获得10条「蓝鳍金枪鱼」	獲得10條「藍鰭金槍魚」	Obtain 10 "Bluefin Tunas".	「ミナミマグロ」を10匹獲得する	「푸른등 참치」 10마리 획득	ได้รับ [ปลาทูน่าครีบน้ำเงิน] 10 ตัว
305071	3	5	30507	305070	1	1412	5730007	2	4198001;3000003	25;10000	513	5530007	1	将「蓝鳍刺身」升至评级C	將「藍鰭刺身」升至評級C	Raise the "Bluefin Tuna Sashimi" rating to C.	「マグロの刺身」がランクCに達する	「푸른등 참치회」를 C급까지 업그레이드	อัป [ซาชิมิบลูฟิน] ถึงระดับ C
401010	4	1	40101	0	2	1110	2040501	3	5600004;3000003	6;3000	258	2040501	1	通关3次「乌鸦巷·饮品1」	通關3次「烏鴉巷·飲品1」	Clear "Ravens Alley - Drinks I" 3 times.	「カラス横丁･ドリンク1」を3回クリアする	「크로우로드 음료 1」 3회 클리어	ผ่านด่าน [ตรอกเรเวน-ครื่องดื่ม 1] 3 ครั้ง
401011	4	1	40101	401010	1	1412	5710010	2	4198001;3000003	25;10000	511	5510010	1	将「安宁红茶」升至评级C	將「安寧紅茶」升至評級C	Raise the "Soothing Black Tea" rating to C.	「ほのぼの紅茶」がランクCに達する	「평안의 홍차」를 C급까지 업그레이드	อัป [แบล็กทีสุขใจ] ถึงระดับ C
401020	4	1	40102	0	1	1404	4	1	4104041;3000016	10;100	517	4	1	累计派送1单旧城区外卖	累計派送1單舊城區外賣	Complete 1 delivery order in Oldtown.	オールドタウン出前を1回完了する	구시가지로 누적 1회 배달	ส่งอาหารในเขตเมืองโบราณ 1 ออเดอร์
401030	4	1	40103	0	2	1110	2015301	1	4100011;3000003	5;10000	253	2015301	1	通关1次「利兹大道1」	通關1次「利茲大道1」	Clear "Leids Avenue I" 1 time.	「リーズストリート1」を1回クリアする	「리즈 에비뉴 1」1회 클리어	ผ่านด่าน [ถนนสายหลักลิซ 1] 1 ครั้ง
401040	4	1	40104	0	2	6	8000421	10	4199001;3000003	1;5000	260	8000421	1	获得10条「白鲑」	獲得10條「白鮭」	Obtain 10 "Chubs".	「シルバーヘイク」を10匹獲得する	「흰연어」 10마리 획득	ได้รับ [ปลาไวต์ฟิซ] 10 ตัว
401041	4	1	40104	401040	1	1412	5730002	2	4198001;3000003	25;10000	513	5530002	1	将「白鲑煎饼」升至评级C	將「白鮭煎餅」升至評級C	Raise the "Seafood Crepes" rating to C.	「シロザケ餅」がランクCに達する	「흰연어 크레이프」를 C급까지 업그레이드	อัป [แพนเค้กปลาไวต์ฟิซ] ถึงระดับ C
