id	showItem	showItemNum	showItemTag	fristRewards	fristRewardsNum	regularReward	regularRewardNum	rewardID	rewardNum	totalWeight	rewardWeight	basicExp	basicRoleExp	currencyID	currencyNum	raidRewardID	raidRewardNum	status	boxNumRand	rewardRandom	gRewardItem	gRewardNum	gRewardItemRandom	sRewardItem	sRewardNum	sRewardItemRandom	cRewardItem	cRewardNum	cRewardItemRandom
2060401	5510016;5600112;5600112;5600112;4101001	1;10;5;10;2	3;1;2;2;6	5510016	1	5600112	10	5600112,5600112	5,10	10000	7000,3000	5	100	3000003	200	4101001	2	1	4;6	10000;0;0	0	0	0	0	0	0	5600064;5600049	1;1	5000;5000
2060402	5510017;5600015;5600112;5600015;4101001	1;5;5;5;2	3;1;2;2;6	5510017	1	5600015	5	5600112,5600015	5,5	10000	5000,5000	5	100	3000003	200	4101001	2	1	4;6	10000;0;0	0	0	0	0	0	0	5600067;5600026;5600075	1;1;1	4000;3000;3000
2060403	5510018;5600113;5600112;5600015;5600113;4101001	1;5;5;5;5;2	3;1;2;2;2;6	5510018	1	5600113	5	5600112,5600015,5600113	5,5,5	10000	4000,3000,3000	5	100	3000003	200	4101001	2	1	4;6	10000;0;0	0	0	0	0	0	0	5600060;5600019	1;1	5000;5000
2060404	5520016;5600114;5600114;5600114;4101001	1;10;5;10;2	3;1;2;2;6	5520016	1	5600114	10	5600114,5600114	5,10	10000	7000,3000	5	100	3000003	200	4101001	2	1	4;6	10000;0;0	0	0	0	0	0	0	5600024;5600017	1;1	5000;5000
2060405	5520017;5600115;5600114;5600115;4101001	1;5;5;5;2	3;1;2;2;6	5520017	1	5600115	5	5600114,5600115	5,5	10000	5000,5000	5	100	3000003	200	4101001	2	1	4;6	10000;0;0	0	0	0	0	0	0	5600063;5600039;5600043	1;1;1	4000;3000;3000
2060406	5520018;5600090;5600114;5600115;5600090;4101001	1;5;5;5;5;2	3;1;2;2;2;6	5520018	1	5600090	5	5600114,5600115,5600090	5,5,5	10000	4000,3000,3000	5	100	3000003	200	4101001	2	1	4;6	10000;0;0	0	0	0	0	0	0	5600068;5600048;5600022	1;1;1	4000;3000;3000
2060407	5540016;5600116;5600116;5600116;4101001	1;10;5;10;2	3;1;2;2;6	5540016	1	5600116	10	5600116,5600116	5,10	10000	7000,3000	5	100	3000003	200	4101001	2	1	4;6	10000;0;0	0	0	0	0	0	0	5600067;5600024;5600075	1;1;1	4000;3000;3000
2060408	5540017;5600044;5600116;5600044;4101001	1;5;5;5;2	3;1;2;2;6	5540017	1	5600044	5	5600116,5600044	5,5	10000	5000,5000	5	100	3000003	200	4101001	2	1	4;6	10000;0;0	0	0	0	0	0	0	5600028;5600073;5600086	1;1;1	4000;3000;3000
2060409	5540018;5600024;5600116;5600044;5600024;4101001	1;5;5;5;5;2	3;1;2;2;2;6	5540018	1	5600024	5	5600116,5600044,5600024	5,5,5	10000	4000,3000,3000	5	100	3000003	200	4101001	2	1	4;6	10000;0;0	0	0	0	0	0	0	5600036;5600037;5600038	1;1;1	4000;3000;3000
2015501	4100032;5011092;5011091;4101001	1;1;1;6	2;2;2;6	5011092	1			4100032;5011091,5011092;5011091,5011092;5011091,5011092;5011091,5011092	1;1,1;1,1;1,1;1,1	10000;10000;15000;15000;15000	2000;5000,5000;5000,5000;5000,5000;5000,5000	10	200	3000003	600	4101001	4	1	2;4	6000;3300;700	4010132	1	700	4010122	1	3300	4010112;4104021;4104101;4104102	1;1;1;1	1000;1000;2000;2000
2015502	4100032;5011093;5011092;5011091;4101001	1;1;1;1;6	2;2;2;2;6	5011093	1			4100032;5011091,5011092,5011093;5011091,5011092,5011093;5011091,5011092,5011093;5011091,5011092,5011093	1;1,1,1;1,1,1;1,1,1;1,1,1	10000;10000;15000;15000;15000	2000;2000,6000,2000;3000,9000,3000;3000,9000,3000;3000,9000,3000	12	240	3000003	720	4101001	5	1	3;5	6500;3000;500	4010142	1	500	4010132	1	3000	4010122;4104021;4104101;4104102	1;1;1;1	1500;1000;2000;2000
2015503	4100032;5011093;5011092;4101001	1;1;1;6	2;2;2;6	5011093	1			4100032;5011092,5011093;5011092,5011093;5011092,5011093;5011092,5011093	1;1,1;1,1;1,1;1,1	10000;10000;15000;15000;15000	2000;5000,5000;7500,7500;7500,7500;7500,7500	14	280	3000003	840	4101001	6	1	4;6	7000;2700;300	4010152	1	300	4010142	1	2700	4010132;4104021;4104101;4104102	1;1;1;1	2000;1000;2000;2000
2015504	4100032;5011094;5011093;5011092;4101001	1;1;1;1;6	2;2;2;2;6	5011094	1			4100032;5011092,5011093,5011094;5011092,5011093,5011094;5011092,5011093,5011094;5011092,5011093,5011094	1;1,1,1;1,1,1;1,1,1;1,1,1	10000;10000;15000;15000;15000	2000;2000,6000,2000;3000,9000,3000;3000,9000,3000;3000,9000,3000	16	320	3000003	960	4101001	7	1	2;4	6000;3300;700	4010133	1	700	4010123	1	3300	4010113;4104031;4104102;4104103	1;1;1;1	1000;1000;2000;2000
2015505	4100032;5011094;5011093;4101001	1;1;1;6	2;2;2;6	5011094	1			4100032;5011093,5011094;5011093,5011094;5011093,5011094;5011093,5011094	1;1,1;1,1;1,1;1,1	10000;10000;15000;15000;15000	2000;5000,5000;7500,7500;7500,7500;7500,7500	18	360	3000003	1080	4101001	8	1	3;5	6500;3000;500	4010143	1	500	4010133	1	3000	4010123;4104031;4104102;4104103	1;1;1;1	1500;1000;2000;2000
2015506	4100032;5011095;5011094;4101001	1;1;1;6	2;2;2;6	5011095	1			4100032;5011094,5011095;5011094,5011095;5011094,5011095;5011094,5011095	1;1,1;1,1;1,1;1,1	10000;10000;15000;15000;15000	2000;9000,1000;13500,1500;13500,1500;13500,1500	20	400	3000003	1200	4101001	8	1	4;6	7000;2700;300	4010153	1	300	4010143	1	2700	4010133;4104031;4104102;4104103	1;1;1;1	2000;1000;2000;2000
