id	desc	effects	refresh	isUnique	isUniqueAll	levelUpType	buffType	endType	endNum	endOrder	stackingType	sameBuffStackingType	effectTrigger	triggerCd	triggerClickType	effectTarget	effectType	triggerOrder	effectId	isClear	isStolen	isIgnore	removeByMaster	showId	showDesc	buffTags	status
310300603	疯人院-专武被动2-回合开始时，对自己挂310300604	10001					0				2	1	1102	3	3	301	1	1	310300604	0	0	1				2	1
310300604	疯人院-专武效果-全部能力+0.6%，可叠加3层	310300602;310300603;310300604;310300605;310300606;310300607;310300608;310300609;310300610;310300611;310300612;310300613;310300614					0				2	3								0	0	1				2	1
310300605	疯人院-专武被动1-释放42103006前，对自己挂1回合310300606	10001					0				2	1	1008	2	3	301	1	1	310300606	0	0	1				2	1
310300606	疯人院-专武效果-造成愤怒伤害+20%	310300615					0	1002	1	1	2	1								0	0	1				2	1
310300607	疯人院-专武被动2-回合开始时，对自己挂310300608	10001					0				2	1	1102	3	3	301	1	1	310300608	0	0	1				2	1
310300608	疯人院-专武效果-全部能力+1.2%，可叠加3层	310300616;310300617;310300618;310300619;310300620;310300621;310300622;310300623;310300624;310300625;310300626;310300627;310300628					0				2	3								0	0	1				2	1
314000801	囚鸟绮愿-专武被动1-释放42140008前，对自己挂1回合314000802	10001					0				2	1	1008	2	3	301	1	1	314000802	0	0	1				2	1
314000802	囚鸟绮愿-专武效果-造成最终伤害+8%	314000801					0	1002	1	1	2	1								0	0	1				2	1
314000803	囚鸟绮愿-专武被动2-己方全红，对自己挂314000804	10001					0				2	1	9294	3	3	301	1	2	314000804	0	0	1				2	1
314000804	囚鸟绮愿-专武效果-造成间接伤害+1.8%	314000802					0				2	1								0	0	1				2	1
314000805	囚鸟绮愿-专武被动1-释放42140008前，对自己挂1回合314000806	10001					0				2	1	1008	2	3	301	1	1	314000806	0	0	1				2	1
314000806	囚鸟绮愿-专武效果-造成最终伤害+16%	314000803					0	1002	1	1	2	1								0	0	1				2	1
314000807	囚鸟绮愿-专武被动2-己方全红，对自己挂314000808	10001					0				2	1	9294	3	3	301	1	2	314000808	0	0	1				2	1
314000808	囚鸟绮愿-专武效果-造成间接伤害+3.6%	314000804					0				2	1								0	0	1				2	1
312900101	致圣雪夜-专武被动1-释放42129001前，对自己挂1回合312900102	10001					0				2	1	1008	2	3	301	1	1	312900102	0	0	1				2	1
312900102	致圣雪夜-专武效果-造成最终伤害+8%	312900101					0	1002	1	1	2	1								0	0	1				2	1
312900103	致圣雪夜-专武被动2-每次获得112900105，对自己挂312900104	10001					0				2	1	7002	3	3	301	1	1	312900104	0	0	1				2	1
312900104	致圣雪夜-专武效果-暴击率+1.5%，可叠加6层	312900102					0				2	3								0	0	1				2	1
312900105	致圣雪夜-专武被动1-释放42129001前，对自己挂1回合312900106	10001					0				2	1	1008	2	3	301	1	1	312900106	0	0	1				2	1
312900106	致圣雪夜-专武效果-造成最终伤害+16%	312900103					0	1002	1	1	2	1								0	0	1				2	1
312900107	致圣雪夜-专武被动2-每次获得112900105，对自己挂312900104	10001					0				2	1	7002	3	3	301	1	1	312900108	0	0	1				2	1
312900108	致圣雪夜-专武效果-暴击率+3%，可叠加6层	312900104					0				2	3								0	0	1				2	1
310800601	涤荡者-专武被动1-释放41108006前，对自己挂1回合310800602	10001					0				2	1	1008	2	3	301	1	1	310800602	0	0	1				2	1
310800602	涤荡者-专武效果-造成破灭伤害+8%	310800601					0	1002	1	1	2	1								0	0	1				2	1
310800603	涤荡者-专武被动2-战斗开始时，给其他友方挂310800604	10001					0				2	1	7322	3	3	251	1	2	310800604	0	0	1				2	1
310800604	涤荡者-专武效果2.1-获得310800604时，若自身是三相，则给己方涤荡者施加310800609	10001					0				2	1	9293	3	3	308	1	2	310800609	0	0	1				2	1
310800605	涤荡者-专武被动1-释放41108006前，对自己挂1回合310800606	10001					0				2	1	1008	2	3	301	1	1	310800606	0	0	1				2	1
310800606	涤荡者-专武效果-造成破灭伤害+16%	310800603					0	1002	1	1	2	1								0	0	1				2	1
310800607	涤荡者-专武被动2-战斗开始时，给其他友方挂310800608	10001					0				2	1	7322	3	3	251	1	2	310800608	0	0	1				2	1
310800608	涤荡者-专武效果2.2-获得310800608时，若自身是三相，则给己方涤荡者施加310800610	10001					0				2	1	9293	3	3	308	1	2	310800610	0	0	1				2	1
310800609	涤荡者-实际效果，暴击率+2.5%（3层）	310800602					0				2	3								0	0	1				2	1
310800610	涤荡者-实际效果，暴击率+5%（3层）	310800604					0				2	3								0	0	1				2	1
311700801	秘域访客-专武被动1-释放42117008前，对自己挂1回合311700802	10001					0				2	1	1008	2	3	301	1	1	311700802	0	0	1				2	1
311700802	秘域访客-专武效果-造成真实伤害+8%	311700801					0	1002	1	1	2	1								0	0	1				2	1
311700803	秘域访客-专武被动2-释放41117008前，对自己挂1回合311700804	10001					0				2	1	1008	2	3	301	1	1	311700804	0	0	1				2	1
311700804	秘域访客-专武效果-吸血效果+10%	311700802					0	1002	1	1	2	1								0	0	1				2	1
311700805	秘域访客-专武被动1-释放42117008前，对自己挂1回合311700806	10001					0				2	1	1008	2	3	301	1	1	311700806	0	0	1				2	1
311700806	秘域访客-专武效果-造成真实伤害+16%	311700803					0	1002	1	1	2	1								0	0	1				2	1
311700807	秘域访客-专武被动2-释放41117008前，对自己挂1回合311700808	10001					0				2	1	1008	2	3	301	1	1	311700808	0	0	1				2	1
311700808	秘域访客-专武效果-吸血效果+20%	311700804					0	1002	1	1	2	1								0	0	1				2	1
310800101	战略潜艇-专武被动1-标记1	10001					0				2	1								0	0	1				2	1
310800102	战略潜艇-专武效果-攻击相关能力提升2.5%，2/2/3回合	310800101;310800102;310800103;310800104					0				2	1								0	0	1				2	1
310800103	战略潜艇-专武被动2-战斗开始时，给自己挂310800104	10001					0				2	1	7322	3	3	301	1	1	310800104	0	0	1				2	1
310800104	战略潜艇-专武效果-每有1点sp，攻击力提升0.8%	310800105	1				0				2	1								0	0	1				2	1
310800105	战略潜艇-专武被动1-标记2	10001					0				2	1								0	0	1				2	1
310800106	战略潜艇-专武效果-攻击相关能力提升5%，2/2/3回合	310800106;310800107;310800108;310800109					0				2	1								0	0	1				2	1
310800107	战略潜艇-专武被动2-战斗开始时，给自己挂310800108	10001					0				2	1	7322	3	3	301	1	1	310800108	0	0	1				2	1
310800108	战略潜艇-专武效果-每有1点sp，攻击力提升1.6%	310800110	1				0				2	1								0	0	1				2	1
312700801	碧魂灯-专武被动1-释放42127008前，对自己挂1回合312700802	10001					0				2	1	1008	2	3	301	1	1	312700802	0	0	1				2	1
312700802	碧魂灯-专武效果-造成破盾伤害+8%	312700801					0	1002	1	1	2	1								0	0	1				2	1
312700803	碧魂灯-专武被动2-奥义能量满时，对友方全体挂312700804	10001					0				2	1	9261	3	3	202	1	1	312700804	0	0	1				2	1
312700804	碧魂灯-专武效果-攻击力+1.4%	312700802					0				2	1								0	0	1				2	1
312700805	碧魂灯-专武被动1-释放42127008前，对自己挂1回合312700806	10001					0				2	1	1008	2	3	301	1	1	312700806	0	0	1				2	1
312700806	碧魂灯-专武效果-造成破盾伤害+16%	312700803					0	1002	1	1	2	1								0	0	1				2	1
312700807	碧魂灯-专武被动2-奥义能量满时，对友方全体挂312700808	10001					0				2	1	9261	3	3	202	1	1	312700808	0	0	1				2	1
312700808	碧魂灯-专武效果-攻击力+2.8%	312700804					0				2	1								0	0	1				2	1
311400101	夕雪晚照-专武被动1-标记1	10001					0				2	1								0	0	1				2	1
311400102	夕雪晚照-专武效果-受到间接伤害提升5%，1/2/2回合	311400101					0				2	1								0	0	1				2	1
311400103	夕雪晚照-专武被动2-释放42114001时，给自己挂311400104	10001					0				2	1	1008	2	3	301	1	1	311400104	0	0	1				2	1
311400104	夕雪晚照-专武效果-造成最终伤害+8%	311400102					0	1002	1	1	2	1								0	0	1				2	1
311400105	夕雪晚照-专武被动1-标记2	10001					0				2	1								0	0	1				2	1
311400106	夕雪晚照-专武效果-受到间接伤害提升10%，1/2/2回合	311400103					0				2	1								0	0	1				2	1
311400107	夕雪晚照-专武被动2-释放42114001时，给自己挂311400108	10001					0				2	1	1008	2	3	301	1	1	311400108	0	0	1				2	1
311400108	夕雪晚照-专武效果-造成最终伤害+16%	311400104					0	1002	1	1	2	1								0	0	1				2	1
310101301	森林守护者-专武被动1-释放41101013前，对自己挂1回合310101302	10001					0				2	1	1008	2	3	301	1	1	310101302	0	0	1				2	1
310101302	森林守护者-专武效果-造成破碎伤害+8%	310101301					0	1002	1	1	2	1								0	0	1				2	1
310101303	森林守护者-专武被动2-回合开始时，给自己挂310101304	10001					0				2	1	1102	3	3	301	1	1	310101304	0	0	1				2	1
310101304	森林守护者-专武效果-穿透率+1%	310101302					0				2	3								0	0	1				2	1
310101305	森林守护者-专武被动1-释放41101013前，对自己挂1回合310101306	10001					0				2	1	1008	2	3	301	1	1	310101306	0	0	1				2	1
310101306	森林守护者-专武效果-造成破碎伤害+16%	310101303					0	1002	1	1	2	1								0	0	1				2	1
310101307	森林守护者-专武被动2-回合开始时，给自己挂310101308	10001					0				2	1	1102	3	3	301	1	1	310101308	0	0	1				2	1
310101308	森林守护者-专武效果-穿透率+2%	310101304					0				2	3								0	0	1				2	1
313000801	暗巷星火-专武被动1-释放42130008前，给自己挂1回合313000802	10001					0				2	1	1008	2	3	301	1	1	313000802	0	0	1				2	1
313000802	暗巷星火-专武效果-穿透率+8%	313000801					0	1002	1	1	2	1								0	0	1				2	1
313000803	暗巷星火-专武被动2-释放41130008前，给自己挂1回合313000804	10001					0				2	1	1008	2	3	301	1	1	313000804	0	0	1				2	1
313000804	暗巷星火-专武效果-造成最终伤害+8%	313000802					0	1002	1	1	2	1								0	0	1				2	1
313000805	暗巷星火-专武被动1-释放42130008前，给自己挂1回合313000806	10001					0				2	1	1008	2	3	301	1	1	313000806	0	0	1				2	1
313000806	暗巷星火-专武效果-穿透率+16%	313000803					0	1002	1	1	2	1								0	0	1				2	1
313000807	暗巷星火-专武被动2-释放41130008前，给自己挂1回合313000808	10001					0				2	1	1008	2	3	301	1	1	313000808	0	0	1				2	1
313000808	暗巷星火-专武效果-造成最终伤害+16%	313000804					0	1002	1	1	2	1								0	0	1				2	1
310302101	心动疗愈-专武被动1-释放42103021前，对自己挂1回合310302102	10001					0				2	1	1008	2	3	301	1	1	310302102	0	0	1				2	1
310302102	心动疗愈-专武效果-造成治疗提升+8%	310302101					0	1002	1	1	2	1								0	0	1				2	1
310302103	心动疗愈-专武被动2-战斗开始时对所有绿色情绪友方挂310302104	10001					0				2	1	7322	3	3	239	1	1	310302104	0	0	1				2	1
310302104	心动疗愈-专武效果-攻击力+1.1%	310302102					0				2	1								0	0	1				2	1
310302105	心动疗愈-专武被动1-释放42103021前，对自己挂1回合310302106	10001					0				2	1	1008	2	3	301	1	1	310302106	0	0	1				2	1
310302106	心动疗愈-专武效果-造成治疗提升+16%	310302103					0	1002	1	1	2	1								0	0	1				2	1
310302107	心动疗愈-专武被动2-战斗开始时对所有绿色情绪友方挂310302108	10001					0				2	1	7322	3	3	239	1	1	310302108	0	0	1				2	1
310302108	心动疗愈-专武效果-攻击力+2.2%	310302104					0				2	1								0	0	1				2	1
311100201	长夜冰冕-专武被动1-释放42111002前，给自己挂1回合311100202	10001					0				2	1	1008	2	3	301	1	1	311100202	0	0	1				2	1
311100202	长夜冰冕-专武效果-造成护盾提升+8%	311100201					0	1002	1	1	2	1								0	0	1				2	1
311100203	长夜冰冕-专武被动2-战斗开始时，给绿色友方挂311100204	10001					0				2	1	7322	3	3	239	1	1	311100204	0	0	1				2	1
311100204	长夜冰冕-专武效果-生命值+2.5%	311100202					0				2	1								0	0	1				2	1
311100205	长夜冰冕-专武被动1-释放42111002前，给自己挂1回合311100206	10001					0				2	1	1008	2	3	301	1	1	311100206	0	0	1				2	1
311100206	长夜冰冕-专武效果-造成护盾提升+16%	311100203					0	1002	1	1	2	1								0	0	1				2	1
311100207	长夜冰冕-专武被动2-战斗开始时，给绿色友方挂311100208	10001					0				2	1	7322	3	3	239	1	1	311100208	0	0	1				2	1
311100208	长夜冰冕-专武效果-生命值+5%	311100204					0				2	1								0	0	1				2	1
310600901	耀夜之星-专武被动1-释放41106009前，对自己挂1回合310600902	10001					0				2	1	1008	2	3	301	1	1	310600902	0	0	1				2	1
310600902	耀夜之星-专武效果-造成真实伤害+8%	310600901					0	1002	1	1	2	1								0	0	1				2	1
310600903	耀夜之星-专武被动2-标记1	10001					0				2	1								0	0	1				2	1
310600904	耀夜之星-专武效果-攻击力+3%	310600902					0				2	1								0	0	1				2	1
310600905	耀夜之星-专武被动1-释放41106009前，对自己挂1回合310600906	10001					0				2	1	1008	2	3	301	1	1	310600906	0	0	1				2	1
310600906	耀夜之星-专武效果-造成真实伤害+16%	310600903					0	1002	1	1	2	1								0	0	1				2	1
310600907	耀夜之星-专武被动2-标记2	10001					0				2	1								0	0	1				2	1
310600908	耀夜之星-专武效果-攻击力+6%	310600904					0				2	1								0	0	1				2	1
311000801	秘密调查-专武被动1-释放41110008前，给自己挂1回合311000802	10001					0				2	1	1008	2	3	301	1	1	311000802	0	0	1				2	1
311000802	秘密调查-专武效果-造成最终伤害+8%	311000801					0	1002	1	1	2	1								0	0	1				2	1
311000803	秘密调查-专武被动2-标记1	10001					0				2	1								0	0	1				2	1
311000804	秘密调查-专武效果-攻击相关能力+2.25%	311000802;311000803;311000804;311000805					0				2	1								0	0	1				2	1
311000805	秘密调查-专武被动1-释放41110008前，给自己挂1回合311000806	10001					0				2	1	1008	2	3	301	1	1	311000806	0	0	1				2	1
311000806	秘密调查-专武效果-造成最终伤害+16%	311000806					0	1002	1	1	2	1								0	0	1				2	1
311000807	秘密调查-专武被动2-标记2	10001					0				2	1								0	0	1				2	1
311000808	秘密调查-专武效果-攻击相关能力+4.5%	311000807;311000808;311000809;311000810					0				2	1								0	0	1				2	1
313100801	粉红风暴-专武被动1-释放41131008前，对自己挂1回合313100802	10001					0				2	1	1008	2	3	301	1	1	313100802	0	0	1				2	1
313100802	粉红风暴-专武效果-造成破碎伤害+8%	313100801					0	1002	1	1	2	1								0	0	1				2	1
313100803	粉红风暴-专武被动2-战斗开始时，给所有方波友方加313100804	10001					0				2	1	7322	3	3	246	1	1	313100804	0	0	1				2	1
313100804	粉红风暴-专武效果-基础能力+1%	313100802;313100803;313100804					0				2	1								0	0	1				2	1
313100805	粉红风暴-专武被动1-释放41131008前，对自己挂1回合313100806	10001					0				2	1	1008	2	3	301	1	1	313100806	0	0	1				2	1
313100806	粉红风暴-专武效果-造成破碎伤害+16%	313100805					0	1002	1	1	2	1								0	0	1				2	1
313100807	粉红风暴-专武被动2-战斗开始时，给所有方波友方加313100808	10001					0				2	1	7322	3	3	246	1	1	313100808	0	0	1				2	1
313100808	粉红风暴-专武效果-基础能力+2%	313100806;313100807;313100808					0				2	1								0	0	1				2	1
311200201	冬季奇遇-专武被动1-释放42112002前，对自己挂1回合311200202	10001					0				2	1	1008	2	3	301	1	1	311200202	0	0	1				2	1
311200202	冬季奇遇-专武效果-造成治疗提升+8%	311200201					0	1002	1	1	2	1								0	0	1				2	1
311200203	冬季奇遇-专武被动2-战斗开始时，给蓝色友方挂311200204	10001					0				2	1	7322	3	3	240	1	1	311200204	0	0	1				2	1
311200204	冬季奇遇-专武效果-攻击力+1.1%	311200202					0				2	1								0	0	1				2	1
311200205	冬季奇遇-专武被动1-释放42112002前，对自己挂1回合311200206	10001					0				2	1	1008	2	3	301	1	1	311200206	0	0	1				2	1
311200206	冬季奇遇-专武效果-造成治疗提升+16%	311200203					0	1002	1	1	2	1								0	0	1				2	1
311200207	冬季奇遇-专武被动2-战斗开始时，给蓝色友方挂311200208	10001					0				2	1	7322	3	3	240	1	1	311200208	0	0	1				2	1
311200208	冬季奇遇-专武效果-攻击力+2.2%	311200204					0				2	1								0	0	1				2	1
310900201	白瑰绮晶-专武效果1-释放技能1之前，加310900202	10001					0				2	1	1008	2	3	301	1	1	310900202	0	0	1				2	1
310900202	白瑰绮晶-专武效果1-提升自身最终伤害+5%	310900201					0	1002	1	1	2	1								0	0	1				2	1
310900203	白瑰绮晶-专武效果2-开场给所有人加判定触发器	10001					0				2	1	7322	1	3	202	1;1	1	310900204;310900205	0	0	1				2	1
310900204	白瑰绮晶-专武效果2-判定冰盾1结束时，触发额外回血	10001					0	1002	1	1	2	1	7024	3	3	301	2	1	50109002	0	0	1				2	1
310900205	白瑰绮晶-专武效果2-判定冰盾2结束时，触发额外回血	10001					0	1002	1	1	2	1	7024	3	3	301	2	1	51109002	0	0	1				2	1
310900206	白瑰绮晶-专武效果1-释放技能1之前，加310900202	10001					0				2	1	1008	2	3	301	1	1	310900207	0	0	1				2	1
310900207	白瑰绮晶-专武效果1-提升自身最终伤害+5%	310900202					0	1002	1	1	2	1								0	0	1				2	1
310900208	白瑰绮晶-专武效果2-开场给所有人加判定触发器	10001					0				2	1	7322	1	3	202	1;1	1	310900209;310900210	0	0	1				2	1
310900209	白瑰绮晶-专武效果2-判定冰盾1结束时，触发额外回血	10001					0	1002	1	1	2	1	7024	3	3	301	2	1	52109002	0	0	1				2	1
310900210	白瑰绮晶-专武效果2-判定冰盾2结束时，触发额外回血	10001					0	1002	1	1	2	1	7024	3	3	301	2	1	53109002	0	0	1				2	1
310900211	白瑰绮晶-专武效果1-释放技能2之前，加310900202	10001					0				2	1	1008	2	3	301	1	1	310900202	0	0	1				2	1
310900212	白瑰绮晶-专武效果1-释放技能2之前，加310900207	10001					0				2	1	1008	2	3	301	1	1	310900207	0	0	1				2	1
310900213	白瑰绮晶-专武效果1-释放升星后技能2之前，加310900202	10001					0				2	1	1008	2	3	301	1	1	310900202	0	0	1				2	1
310900214	白瑰绮晶-专武效果1-释放升星后技能2之前，加310900207	10001					0				2	1	1008	2	3	301	1	1	310900207	0	0	1				2	1
313000809	暗巷星火-专武被动2-释放44130008前，给自己挂1回合313000804	10001					0				2	1	1008	2	3	301	1	1	313000804	0	0	1				2	1
313000810	暗巷星火-专武效果-造成最终伤害+8%	313000802					0	1002	1	1	2	1								0	0	1				2	1
313000811	暗巷星火-专武被动2-释放44130008前，给自己挂1回合313000808	10001					0				2	1	1008	2	3	301	1	1	313000808	0	0	1				2	1
313000812	暗巷星火-专武效果-造成最终伤害+16%	313000804					0	1002	1	1	2	1								0	0	1				2	1
313700801	青之回旋-专武被动1-释放41137008前，对自己挂1回合313700802	10001					0				2	1	1008	2	3	301	1	1	313700802	0	0	1				2	1
313700802	青之回旋-专武效果-穿透率+8%	313700801					0	1002	1	1	2	1								0	0	1				2	1
313700803	青之回旋-专武被动2-释放42137008前，对自己挂1回合313700804	10001					0				2	1	1008	2	3	301	1	1	313700804	0	0	1				2	1
313700804	青之回旋-专武效果-造成最终伤害+8%	313700802					0	1002	1	1	2	1								0	0	1				2	1
313700805	青之回旋-专武被动1-释放41137008前，对自己挂1回合313700806	10001					0				2	1	1008	2	3	301	1	1	313700806	0	0	1				2	1
313700806	青之回旋-专武效果-穿透率+16%	313700803					0	1002	1	1	2	1								0	0	1				2	1
313700807	青之回旋-专武被动2-释放42137008前，对自己挂1回合313700808	10001					0				2	1	1008	2	3	301	1	1	313700808	0	0	1				2	1
313700808	青之回旋-专武效果-造成最终伤害+16%	313700804					0	1002	1	1	2	1								0	0	1				2	1
313700809	青之回旋-5星专武被动1-释放44137008前，对自己挂1回合313700802	10001					0				2	1	1008	2	3	301	1	1	313700802	0	0	1				2	1
313700810	青之回旋-5星专武被动1-释放44137008前，对自己挂1回合313700806	10001					0				2	1	1008	2	3	301	1	1	313700806	0	0	1				2	1
310200701	电音骑士-专武被动1-标记1	10001					0				2	1								0	0	1				2	1
310200702	电音骑士-专武效果-暴击伤害+5%	310200701					0				2	1								0	0	1				2	1
310200703	电音骑士-专武被动2-战斗开始时，给红色友方挂310200704	10001					0				2	1	7322	3	3	238	1	1	310200704	0	0	1				2	1
310200704	电音骑士-专武效果-穿透率+1%	310200702					0				2	1								0	0	1				2	1
310200705	电音骑士-专武被动1-标记2	10001					0				2	1								0	0	1				2	1
310200706	电音骑士-专武效果-暴击伤害+10%	310200703					0				2	1								0	0	1				2	1
310200707	电音骑士-专武被动2-战斗开始时，给红色友方挂310200708	10001					0				2	1	7322	3	3	238	1	1	310200708	0	0	1				2	1
310200708	电音骑士-专武效果-穿透率+2%	310200704					0				2	1								0	0	1				2	1
310400101	绯红武士-专武被动1-释放42104001前，对自己挂1回合310400102	10001					0				2	1	1008	2	3	301	1	1	310400102	0	0	1				2	1
310400102	绯红武士-专武效果-造成最终伤害+8%	310400101					0	1002	1	1	2	1								0	0	1				2	1
310400103	绯红武士-专武被动2-标记1	10001					0				2	1								0	0	1				2	1
310400104	绯红武士-专武效果-攻击相关能力降低2.5%	310400102;310400103;310400104;310400105					0				2	1								0	0	1				2	1
310400105	绯红武士-专武被动1-释放42104001前，对自己挂1回合310400106	10001					0				2	1	1008	2	3	301	1	1	310400106	0	0	1				2	1
310400106	绯红武士-专武效果-造成最终伤害+16%	310400106					0	1002	1	1	2	1								0	0	1				2	1
310400107	绯红武士-专武被动2-标记2	10001					0				2	1								0	0	1				2	1
310400108	绯红武士-专武效果-攻击相关能力降低5%	310400107;310400108;310400109;310400110					0				2	1								0	0	1				2	1
310201101	102011-专武被动1-释放42102011前，对自己挂1回合310201102	10001					0				2	1	1008	2	3	301	1	1	310201102	0	0	1				2	1
310201102	102011-专武效果-造成护盾提升+8%	310201101					0	1002	1	1	2	1								0	0	1				2	1
310201103	102011-专武被动2-战斗开始时，给友方全体挂310201104	10001					0				2	1	7322	3	3	202	1	1	310201104	0	0	1				2	1
310201104	102011-专武效果-防御相关能力+1.5%	310201102;310201103;310201104;310201105					0				2	1								0	0	1				2	1
310201105	102011-专武被动1-释放42102011前，对自己挂1回合310201106	10001					0				2	1	1008	2	3	301	1	1	310201106	0	0	1				2	1
310201106	102011-专武效果-造成护盾提升+16%	310201106					0	1002	1	1	2	1								0	0	1				2	1
310201107	102011-专武被动2-战斗开始时，给友方全体挂310201108	10001					0				2	1	7322	3	3	202	1	1	310201108	0	0	1				2	1
310201108	102011-专武效果-防御相关能力+3%	310201107;310201108;310201109;310201110					0				2	1								0	0	1				2	1
310900215	白瑰绮晶-专武被动1-战斗开始时，给友方挂310900216	10001					0				2	1	1102	3	3	202	1	1	310900216	0	0	1				2	1
310900216	白瑰綺晶-专武效果-获得110900202时，获得310900217	10001					0				2	1	7002	3	3	301	1	1	310900217	0	0	1				2	1
310900217	白瑰綺晶-专武效果-受到治疗提升+11%，2回合	310900203					0				2	1								0	0	1				2	1
310900218	白瑰绮晶-专武被动2-战斗开始时，给友方挂310900219	10001					0				2	1	1102	3	3	202	1	1	310900219	0	0	1				2	1
310900219	白瑰綺晶-专武效果-获得110900202时，获得310900220	10001					0				2	1	7002	3	3	301	1	1	310900220	0	0	1				2	1
310900220	白瑰綺晶-专武效果-受到治疗提升+11%，2回合	310900204					0				2	1								0	0	1				2	1
310600201	幽灵社团-专武被动1-释放41106002后，对自己挂2回合310600202	10001					0				2	1	7001	2	3	301	1	1	310600202	0	0	1				2	1
310600202	幽灵社团-专武效果-受到伤害提升-3%	310600201					0				2	1								0	0	1				2	1
310600203	幽灵社团-专武被动2-释放sp技能后，给友方全体挂2回合310600204	10001					0				2	1	1105	2	3	202	1	1	310600204	0	0	1				2	1
310600204	幽灵社团-专武效果-攻击力+3%	310600202					0				2	1								0	0	1				2	1
310600205	幽灵社团-专武被动1-释放41106002后，对自己挂2回合310600206	10001					0				2	1	7001	2	3	301	1	1	310600206	0	0	1				2	1
310600206	幽灵社团-专武效果-受到伤害提升-6%	310600203					0				2	1								0	0	1				2	1
310600207	幽灵社团-专武被动2-释放sp技能后，给友方全体挂2回合310600208	10001					0				2	1	1105	2	3	202	1	1	310600208	0	0	1				2	1
310600208	幽灵社团-专武效果-攻击力+6%	310600204					0				2	1								0	0	1				2	1
390401401	苍白舞者-专武被动1-释放424014后，对友方全体挂2回合390401402	10001					0				2	1	7001	2	3	202	1	1	390401402	0	0	1				2	1
390401402	苍白舞者-专武效果-穿透率+2%	390401401					0				2	1								0	0	1				2	1
390401403	苍白舞者-专武被动2-回合开始时，给圆振友方加390401404	10001					0				2	1	1102	3	3	244	1	1	390401404	0	0	1				2	1
390401404	苍白舞者-专武效果-攻击力+1.1%	390401402					0				2	1								0	0	1				2	1
390401405	苍白舞者-专武被动1-释放424014后，对自己挂2回合390401406	10001					0				2	1	7001	2	3	202	1	1	390401406	0	0	1				2	1
390401406	苍白舞者-专武效果-穿透率+4%	390401403					0				2	1								0	0	1				2	1
390401407	苍白舞者-专武被动2-回合开始时，给圆振友方加390401408	10001					0				2	1	1102	3	3	244	1	1	390401408	0	0	1				2	1
390401408	苍白舞者-专武效果-攻击力+2.2%	390401404					0				2	1								0	0	1				2	1
311300101	火树流光-专武被动1-释放41113001前，给自己挂311300102	10001					0				2	1	1008	2	3	301	1	1	311300102	0	0	1				2	1
311300102	火树流光-专武效果-造成破盾伤害+8%	311300101					0	1002	1	1	2	1								0	0	1				2	1
311300103	火树流光-专武被动2-回合开始时，给星流友方加311300104	10001					0				2	1	1102	3	3	247	1	1	311300104	0	0	1				2	1
311300104	火树流光-专武效果-基础能力+0.8%	311300102;311300103;311300104					0				2	1								0	0	1				2	1
311300105	火树流光-专武被动1-释放41113001前，给自己挂311300106	10001					0				2	1	1008	2	3	301	1	1	311300106	0	0	1				2	1
311300106	火树流光-专武效果-造成破盾伤害+16%	311300105					0	1002	1	1	2	1								0	0	1				2	1
311300107	火树流光-专武被动2-回合开始时，给星流友方加311300108	10001					0				2	1	1102	3	3	247	1	1	311300108	0	0	1				2	1
311300108	火树流光-专武效果-基础能力+1.6%	311300106;311300107;311300108					0				2	1								0	0	1				2	1
310700101	烈火战线-专武被动1-释放42107001前，给自己挂310700102	10001					0				2	1	1008	2	3	301	1	1	310700102	0	0	1				2	1
310700102	烈火战线-专武效果-造成破碎伤害+8%	310700101					0	1002	1	1	2	1								0	0	1				2	1
310700103	烈火战线-专武被动2-每次使用技能后，给自己加310700104	10001					0				2	1	1002	2	3	301	1	1	310700104	0	0	1				2	1
310700104	烈火战线-专武效果-暴击伤害+0.9%（10层）	310700102					0				2	3								0	0	1				2	1
310700105	烈火战线-专武被动1-释放42107001前，给自己挂310700106	10001					0				2	1	1008	2	3	301	1	1	310700106	0	0	1				2	1
310700106	烈火战线-专武效果-造成破碎伤害+16%	310700103					0	1002	1	1	2	1								0	0	1				2	1
310700107	烈火战线-专武被动2-每次使用技能后，给自己加310700108	10001					0				2	1	1002	2	3	301	1	1	310700108	0	0	1				2	1
310700108	烈火战线-专武效果-暴击伤害+1.8%（10层）	310700104					0				2	3								0	0	1				2	1
311500801	除障者-专武被动1-释放42115008前，对自己挂1回合311500802	10001					0				2	1	1008	2	3	301	1	1	311500802	0	0	1				2	1
311500802	除障者-专武效果-造成最终伤害+8%	311500801					0	1002	1	1	2	1								0	0	1				2	1
311500803	除障者-专武被动2-释放41115008前，对自己挂1回合311500804	10001					0				2	1	1008	2	3	301	1	1	311500804	0	0	1				2	1
311500804	除障者-专武效果-造成最终伤害+8%	311500802					0	1002	1	1	2	1								0	0	1				2	1
311500805	除障者-专武被动1-释放42115008前，对自己挂1回合311500806	10001					0				2	1	1008	2	3	301	1	1	311500806	0	0	1				2	1
311500806	除障者-专武效果-造成最终伤害+16%	311500803					0	1002	1	1	2	1								0	0	1				2	1
311500807	除障者-专武被动2-释放41115008前，对自己挂1回合311500808	10001					0				2	1	1008	2	3	301	1	1	311500808	0	0	1				2	1
311500808	除障者-专武效果-造成最终伤害+16%	311500804					0	1002	1	1	2	1								0	0	1				2	1
