Id	roleId	attackId	hitId	delayHitId	aoeHitId	aoeDelayHitId	bulletId	effectScale	isAoe	attackType	actionId	readyId	readyFrame	scriptName	actionSe	hitSe	readySe	superSkillBgm	soundCard	weight	interval	camSkillId	ifScale	ifLobby	status
41104010	104010	10401011	104010121;104010122	0	0	0	10401014;104010141	1	0	2	31104010	prepare1	69	0	role_104010_atk_skill_01		role_104010_pos_skill_01			30	8	61104010	1	0	1
42104010	104010	10401021	10401022	0	0	0	0	1	0	3	32104010	prepare2	69	0	role_104010_atk_skill_02		role_104010_pos_skill_02			0	8	62104010	1	0	1
40104010	104010	10401031	10401032	0	0	0	0	1	1	4	33104010	prepare1	62	0	role_104010_atk_skill_03	role_104010_hit_skill_03		superskill1		30	8	63104010	1	1	1
4110401099	104010	10401011	104010121;104010122	0	0	0	10401014;104010141	1	0	2	31104010	prepare1	69	0	role_104010_atk_skill_01		role_104010_pos_skill_01			30	8	61104010	1	0	1
4210401099	104010	10401021	10401022	0	0	0	0	1	0	3	32104010	prepare2	69	0	role_104010_atk_skill_02		role_104010_pos_skill_02			0	8	62104010	1	0	1
4010401099	104010	10401031	10401032	0	0	0	0	1	1	4	33104010	prepare1	62	0	role_104010_atk_skill_03	role_104010_hit_skill_03		superskill1		30	8	63104010	1	1	1
41104013	104013	10401311	0	10401312	0	0	0	1	0	5	31104013	prepare1	69	0	role_104013_atk_skill_01	role_104013_hit_skill_01	role_104013_pos_skill_01			30	8	61104013	1	0	1
42104013	104013	10401321	0	10401322	0	0	0	1	1	5	32104013	prepare2	79	0	role_104013_atk_skill_02	role_104013_hit_skill_02	role_104013_pos_skill_02			30	8	62104013	1	0	1
40104013	104013	10401331	0	0	10401332	0	0	1	1	4	33104013	prepare2	79	0	role_104013_atk_skill_03	role_104013_hit_skill_03		superskill1		30	8	63104013	1	1	1
4110401399	104013	10401311	0	10401312	0	0	0	1	0	5	31104013	prepare1	69	0	role_104013_atk_skill_01	role_104013_hit_skill_01	role_104013_pos_skill_01			30	8	61104013	1	0	1
4210401399	104013	10401321	0	10401322	0	0	0	1	1	5	32104013	prepare2	79	0	role_104013_atk_skill_02	role_104013_hit_skill_02	role_104013_pos_skill_02			30	8	62104013	1	0	1
4010401399	104013	10401331	0	0	10401332	0	0	1	1	4	33104013	prepare2	79	0	role_104013_atk_skill_03	role_104013_hit_skill_03		superskill1		30	8	63104013	1	1	1
4110401302	104013	10401311	0	10401312	0	0	0	1	0	5	31104013	prepare1	69	0	role_104013_atk_skill_01	role_104013_hit_skill_01	role_104013_pos_skill_01			30	8	61104013	1	0	1
4210401302	104013	10401321	0	10401322	0	0	0	1	1	5	32104013	prepare2	79	0	role_104013_atk_skill_02	role_104013_hit_skill_02	role_104013_pos_skill_02			30	8	62104013	1	0	1
4010401302	104013	10401331	0	0	10401332	0	0	1	1	4	33104013	prepare2	79	0	role_104013_atk_skill_03	role_104013_hit_skill_03		superskill1		30	8	63104013	1	1	1
41104016	104016	10401611	0	0	0	0	0	1	0	1	31104016	prepare1	66	0	role_104016_atk_skill_01		role_104016_pos_skill_01			30	8	61104016	1	0	1
42104016	104016	10401621	0	0	0	0	0	1	0	3	32104016	prepare2	83	0	role_104016_atk_skill_02		role_104016_pos_skill_02			30	8	62104016	1	0	1
40104016	104016	10401631	10401632	0	0	0	0	1	0	4	33104016	prepare1	69	0	role_104016_atk_skill_03	role_104016_hit_skill_03		superskill1		30	8	63104016	1	1	1
4110401699	104016	10401611	0	0	0	0	0	1	0	1	31104016	prepare1	69	0	role_104016_atk_skill_01		role_104016_pos_skill_01			30	8	61104016	1	0	1
4210401699	104016	10401621	0	0	0	0	0	1	0	3	32104016	prepare2	83	0	role_104016_atk_skill_02		role_104016_pos_skill_02			30	8	62104016	1	0	1
4010401699	104016	10401631	10401632	0	0	0	0	1	0	4	33104016	prepare1	69	0	role_104016_atk_skill_03	role_104016_hit_skill_03		superskill1		30	8	63104016	1	1	1
41104017	104017	10401711;104017151	10401712	0	0	0	10401714	1	0	2	31104017	prepare1	60	0	role_104017_atk_skill_01	role_104017_hit_skill_01	role_104017_pos_skill_01			30	8	61104017	1	0	1
42104017	104017	10401721	10401722	0	0	0	10401724	1	0	3	32104017	prepare2	47	0	role_104017_atk_skill_02	role_104017_hit_skill_02	role_104017_pos_skill_02			0	8	62104017	1	0	1
40104017	104017	10401731	10401732	0	0	0	0	1	0	4	33104017	prepare1	60	0	role_104017_atk_skill_03	role_104017_hit_skill_03		superskill1		30	8	63104017	1	1	1
43104017	104017	10401741;104017451	10401742	0	0	0	10401744	1	0	3	34104017	prepare1	60	0	role_104017_atk_skill_04	role_104017_hit_skill_04	role_104017_pos_skill_01			0	8	64104017	1	0	1
4110401799	104017	10401711;104017151	10401712	0	0	0	10401714	1	0	2	31104017	prepare1	60	0	role_104017_atk_skill_01	role_104017_hit_skill_01	role_104017_pos_skill_01			30	8	61104017	1	0	1
4210401799	104017	10401721	10401722	0	0	0	10401724	1	0	3	32104017	prepare2	47	0	role_104017_atk_skill_02	role_104017_hit_skill_02	role_104017_pos_skill_02			0	8	62104017	1	0	1
4010401799	104017	10401731	10401732	0	0	0	0	1	0	4	33104017	prepare1	60	0	role_104017_atk_skill_03	role_104017_hit_skill_03		superskill1		30	8	63104017	1	1	1
4310401799	104017	10401741;104017451	10401742	0	0	0	10401744	1	0	3	34104017	prepare1	60	0	role_104017_atk_skill_04	role_104017_hit_skill_04	role_104017_pos_skill_01			0	8	64104017	1	0	1
41105001	105001	10500111	10500112	0	0	0	0	1	0	3	31105001	prepare1	51	0	role_105001_atk_skill_01		role_105001_pos_skill_01			0	8	61105001	1	0	1
42105001	105001	10500121	0	0	0	0	0	1	0	1	32105001	prepare2	59	0	role_105001_atk_skill_02		role_105001_pos_skill_02			30	8	62105001	1	0	1
40105001	105001	10500131	10500132	0	0	0	0	1	0	4	33105001	prepare1	51	0	role_105001_atk_skill_03	role_105001_hit_skill_03		superskill1		30	8	63105001	1	1	1
4110500199	105001	10500111	10500112	0	0	0	0	1	0	3	31105001	prepare1	51	0	role_105001_atk_skill_01		role_105001_pos_skill_01			0	8	61105001	1	0	1
4210500199	105001	10500121	0	0	0	0	0	1	0	1	32105001	prepare2	59	0	role_105001_atk_skill_02		role_105001_pos_skill_02			30	8	62105001	1	0	1
4010500199	105001	10500131	10500132	0	0	0	0	1	0	4	33105001	prepare1	51	0	role_105001_atk_skill_03	role_105001_hit_skill_03		superskill1		30	8	63105001	1	1	1
41105002	105002	10500211	0	0	0	0	0	1	0	1	31105002	prepare1	54	0	role_105002_atk_skill_01		role_105002_pos_skill_01			30	8	61105002	1	0	1
42105002	105002	10500221	10500222	0	0	0	10500224	1	0	2	32105002	prepare2	67	0	role_105002_atk_skill_02		role_105002_pos_skill_02			30	8	62105002	1	0	1
40105002	105002	10500231	10500232	0	0	0	0	1	1	4	33105002	prepare1	54	0	role_105002_atk_skill_03	role_105002_hit_skill_03		superskill1		30	8	63105002	1	1	1
4110500299	105002	10500211	0	0	0	0	0	1	0	1	31105002	prepare1	54	0	role_105002_atk_skill_01		role_105002_pos_skill_01			30	8	61105002	1	0	1
4210500299	105002	10500221	10500222	0	0	0	10500224	1	0	2	32105002	prepare2	67	0	role_105002_atk_skill_02		role_105002_pos_skill_02			30	8	62105002	1	0	1
4010500299	105002	10500231	10500232	0	0	0	0	1	1	4	33105002	prepare1	54	0	role_105002_atk_skill_03	role_105002_hit_skill_03		superskill1		30	8	63105002	1	1	1
41105003	105003	10500311;10500313	0	10500312	0	0	0	1	0	5	31105003	prepare1	67	0	role_105003_atk_skill_01		role_105003_pos_skill_01			30	8	61105003	1	0	1
42105003	105003	10500321	0	0	0	0	0	1	0	1	32105003	prepare2	51	0	role_105003_atk_skill_02		role_105003_pos_skill_02			30	8	62105003	1	0	1
40105003	105003	10500331	10500332	0	0	0	0	1	0	4	33105003	prepare1	67	0	role_105003_atk_skill_03	role_105003_hit_skill_03		superskill1		30	8	63105003	1	1	1
4110500399	105003	10500311;10500313	0	10500312	0	0	0	1	0	5	31105003	prepare1	67	0	role_105003_atk_skill_01		role_105003_pos_skill_01			30	8	61105003	1	0	1
4210500399	105003	10500321	0	0	0	0	0	1	0	1	32105003	prepare2	51	0	role_105003_atk_skill_02		role_105003_pos_skill_02			30	8	62105003	1	0	1
4010500399	105003	10500331	10500332	0	0	0	0	1	0	4	33105003	prepare1	67	0	role_105003_atk_skill_03	role_105003_hit_skill_03		superskill1		30	8	63105003	1	1	1
41105004	105004	10500411	0	0	0	0	0	1	0	1	31105004	prepare1	38	0	role_105004_atk_skill_01		role_105004_pos_skill_01			30	8	61105004	1	0	1
42105004	105004	10500421	0	0	0	0	0	1	0	1	32105004	prepare2	59	0	role_105004_atk_skill_02		role_105004_pos_skill_02			30	8	62105004	1	0	1
40105004	105004	10500431	10500432	0	0	0	0	1	0	4	33105004	prepare1	67	0	role_105004_atk_skill_03	role_105004_hit_skill_03		superskill1		30	8	63105004	1	1	1
4110500499	105004	10500411	0	0	0	0	0	1	0	1	31105004	prepare1	38	0	role_105004_atk_skill_01		role_105004_pos_skill_01			30	8	61105004	1	0	1
4210500499	105004	10500421	0	0	0	0	0	1	0	1	32105004	prepare2	59	0	role_105004_atk_skill_02		role_105004_pos_skill_02			30	8	62105004	1	0	1
4010500499	105004	10500431	10500432	0	0	0	0	1	0	4	33105004	prepare1	67	0	role_105004_atk_skill_03	role_105004_hit_skill_03		superskill1		30	8	63105004	1	1	1
41105006	105006	10500611	0	0	0	0	0	1	0	1	31105006	prepare1	49	0	role_105006_atk_skill_01		role_105006_pos_skill_01			30	8	61105006	1	0	1
42105006	105006	10500621	105006221;105006222;105006223	0	0	0	105006241;105006242;105006243	1	0	2	32105006	prepare2	39	0	role_105006_atk_skill_02		role_105006_pos_skill_02			30	8	62105006	1	0	1
40105006	105006	10500631	10500632	0	0	0	0	1	0	4	33105006	prepare1	49	0	role_105006_atk_skill_03	role_105006_hit_skill_03		superskill1		30	8	63105006	1	1	1
44105006	105006	10500641	10500642	0	0	0	10500644	1	0	2	34105006	prepare1	49	0						30	8	64105006	1	0	1
4110500699	105006	10500611	0	0	0	0	0	1	0	1	31105006	prepare1	49	0	role_105006_atk_skill_01		role_105006_pos_skill_01			30	8	61105006	1	0	1
4210500699	105006	10500621	105006221;105006222;105006223	0	0	0	105006241;105006242;105006243	1	0	2	32105006	prepare2	39	0	role_105006_atk_skill_02		role_105006_pos_skill_02			30	8	62105006	1	0	1
4010500699	105006	10500631	10500632	0	0	0	0	1	0	4	33105006	prepare1	49	0	role_105006_atk_skill_03	role_105006_hit_skill_03		superskill1		30	8	63105006	1	1	1
4410500699	105006	10500641	10500642	0	0	0	10500644	1	0	2	34105006	prepare1	49	0						30	8	64105006	1	0	1
41105008	105008	10500811	0	0	0	0	0	1	0	1	31105008	prepare1	80	0	role_105008_atk_skill_01		role_105008_pos_skill_01			30	8	61105008	1	0	1
42105008	105008	10500821	0	0	0	0	0	1	0	1	32105008	prepare2	118	0	role_105008_atk_skill_02		role_105008_pos_skill_02			30	8	62105008	1	0	1
40105008	105008	10500831	10500832	0	0	0	0	1	0	4	33105008	prepare1	80	0	role_105008_atk_skill_03	role_105008_hit_skill_03		superskill1		30	8	63105008	1	1	1
4110500899	105008	10500811	0	0	0	0	0	1	0	1	31105008	prepare1	80	0	role_105008_atk_skill_01		role_105008_pos_skill_01			30	8	61105008	1	0	1
4210500899	105008	10500821	0	0	0	0	0	1	0	1	32105008	prepare2	118	0	role_105008_atk_skill_02		role_105008_pos_skill_02			30	8	62105008	1	0	1
4010500899	105008	10500831	10500832	0	0	0	0	1	0	4	33105008	prepare1	80	0	role_105008_atk_skill_03	role_105008_hit_skill_03		superskill1		30	8	63105008	1	1	1
41106001	106001	10600111;106001151	10600112	0	0	0	10600114	1	0	2	31106001	prepare1	59	0	role_106001_atk_skill_01		role_106001_pos_skill_01			30	8	61106001	1	0	1
42106001	106001	10600121	0	0	0	0	0	1	0	1	32106001	prepare2	129	0	role_106001_atk_skill_02		role_106001_pos_skill_02			30	8	62106001	1	0	1
40106001	106001	10600131	10600132	0	0	0	0	1	0	4	33106001	prepare1	59	0	role_106001_atk_skill_03	role_106001_hit_skill_03		superskill1		30	8	63106001	1	1	1
4110600199	106001	10600111;106001151	10600112	0	0	0	10600114	1	0	2	31106001	prepare1	59	0	role_106001_atk_skill_01		role_106001_pos_skill_01			30	8	61106001	1	0	1
4210600199	106001	10600121	0	0	0	0	0	1	0	1	32106001	prepare2	129	0	role_106001_atk_skill_02		role_106001_pos_skill_02			30	8	62106001	1	0	1
4010600199	106001	10600131	10600132	0	0	0	0	1	0	4	33106001	prepare1	59	0	role_106001_atk_skill_03	role_106001_hit_skill_03		superskill1		30	8	63106001	1	1	1
41106002	106002	10600211	0	10600212	0	0	0	1	0	3	31106002	prepare1	79	0	role_106002_atk_skill_01		role_106002_pos_skill_01			0	8	61106002	1	0	1
42106002	106002	10600221;106002251	0	0	0	10600222	10600224	1	1	2	32106002	prepare2	59	0	role_106002_atk_skill_02		role_106002_pos_skill_02			30	8	62106002	1	0	1
40106002	106002	10600231	10600232	0	0	0	0	1	0	4	33106002	prepare1	69	0	role_106002_atk_skill_03	role_106002_hit_skill_03		superskill1		30	8	63106002	1	1	1
4110600299	106002	10600211	0	10600212	0	0	0	1	0	3	31106002	prepare1	79	0	role_106002_atk_skill_01		role_106002_pos_skill_01			0	8	61106002	1	0	1
4210600299	106002	10600221;106002251	0	0	0	10600222	10600224	1	1	2	32106002	prepare2	59	0	role_106002_atk_skill_02		role_106002_pos_skill_02			30	8	62106002	1	0	1
4010600299	106002	10600231	10600232	0	0	0	0	1	0	4	33106002	prepare1	69	0	role_106002_atk_skill_03	role_106002_hit_skill_03		superskill1		30	8	63106002	1	1	1
41106008	106008	10600811	0	0	0	0	0	1	0	3	31106008	prepare1	85	0	role_106008_atk_skill_01		role_106008_pos_skill_01			0	8	61106008	1	0	1
42106008	106008	10600821	106008221;106008222;106008223	0	0	0	106008241;106008242;106008243	1	0	2	32106008	prepare2	84	0	role_106008_atk_skill_02		role_106008_pos_skill_02			30	8	62106008	1	0	1
40106008	106008	10600831	10600832	0	0	0	0	1	0	4	33106008	prepare1	85	0	role_106008_atk_skill_03	role_106008_hit_skill_03		superskill1		30	8	63106008	1	1	1
4110600899	106008	10600811	0	0	0	0	0	1	0	3	31106008	prepare1	85	0	role_106008_atk_skill_01		role_106008_pos_skill_01			0	8	61106008	1	0	1
4210600899	106008	10600821	106008221;106008222;106008223	0	0	0	106008241;106008242;106008243	1	0	2	32106008	prepare2	84	0	role_106008_atk_skill_02		role_106008_pos_skill_02			30	8	62106008	1	0	1
4010600899	106008	10600831	10600832	0	0	0	0	1	0	4	33106008	prepare1	85	0	role_106008_atk_skill_03	role_106008_hit_skill_03		superskill1		30	8	63106008	1	1	1
41106009	106009	10600911	0	0	10600912	106009121	10600914	1	1	2	31106009	prepare1	59	0	role_106009_atk_skill_01		role_106009_pos_skill_01			0	8	61106009	1	0	1
42106009	106009	10600921	0	10600922	0	0	0	1	0	3	32106009	prepare2	59	0	role_106009_atk_skill_02	role_106009_hit_skill_02	role_106009_pos_skill_01			30	8	62106009	1	0	1
40106009	106009	10600931	0	10600932	0	0	0	1	0	4	33106009	prepare1	0	0	role_106009_atk_skill_03	role_106009_hit_skill_03		superskill1		30	8	63106009	1	1	1
44106009	106009	10600941	0	0	0	10600942	0	1	1	1	34106009	prepare2	59	0	role_106009_atk_skill_04					30	8	64106009	1	0	1
45106009	106009	10600951	0	0	0	10600952	0	1	1	1	35106009	prepare2	59	0	role_106009_atk_skill_05					30	8	64106009	1	0	1
4110600999	106009	10600911	0	0	10600912	106009121	10600914	1	1	2	31106009	prepare1	59	0	role_106009_atk_skill_01		role_106009_pos_skill_01			0	8	61106009	1	0	1
4210600999	106009	10600921	0	10600922	0	0	0	1	0	3	32106009	prepare2	59	0	role_106009_atk_skill_02	role_106009_hit_skill_02	role_106009_pos_skill_01			30	8	62106009	1	0	1
4010600999	106009	10600931	0	10600932	0	0	0	1	0	4	33106009	prepare1	0	0	role_106009_atk_skill_03	role_106009_hit_skill_03		superskill1		30	8	63106009	1	1	1
4410600999	106009	10600941	0	0	0	10600942	0	1	1	1	34106009	prepare2	59	0	role_106009_atk_skill_04					30	8	62106009	1	0	1
4510600999	106009	10600951	0	0	0	10600952	0	1	1	1	35106009	prepare2	59	0	role_106009_atk_skill_05					30	8	64106009	1	0	1
41106010	106010	10601011	10601012	0	0	0	10601014	1	0	2	31106010	prepare1	62	0	role_106010_atk_skill_01		role_106010_pos_skill_01			30	8	61106010	1	0	1
42106010	106010	10601021	10601022	0	0	0	0	1	1	1	32106010	prepare2	70	0	role_106010_atk_skill_02		role_106010_pos_skill_02			30	8	62106010	1	0	1
40106010	106010	10601031	10601032	0	0	0	0	1	0	4	33106010	prepare1	62	0	role_106010_atk_skill_03	role_106010_hit_skill_03		superskill1		30	8	63106010	1	1	1
4110601099	106010	10601011	10601012	0	0	0	10601014	1	0	2	31106010	prepare1	62	0	role_106010_atk_skill_01		role_106010_pos_skill_01			30	8	61106010	1	0	1
4210601099	106010	10601021	10601022	0	0	0	0	1	1	1	32106010	prepare2	70	0	role_106010_atk_skill_02		role_106010_pos_skill_02			30	8	62106010	1	0	1
4010601099	106010	10601031	10601032	0	0	0	0	1	0	4	33106010	prepare1	62	0	role_106010_atk_skill_03	role_106010_hit_skill_03		superskill1		30	8	63106010	1	1	1
41106011	106011	10601111	0	0	0	0	0	1	0	1	31106011	prepare1	59	0	role_106011_atk_skill_01		role_106011_pos_skill_01			30	8	61106011	1	0	1
42106011	106011	10601121	10601122	0	0	0	10601124	1	0	2	32106011	prepare2	59	0	role_106011_atk_skill_02		role_106011_pos_skill_02			30	8	62106011	1	0	1
44106011	106011	10601141	0	0	0	0	0	1	0	3	34106011	prepare2	59	0	role_106011_atk_skill_03					30	8	64106011	1	0	1
40106011	106011	10601131	10601132	0	0	0	0	1	0	4	33106011	prepare2	59	0	role_106011_atk_skill_03	role_106011_hit_skill_03		superskill1		30	8	63106011	1	1	1
4110601199	106011	10601111	0	0	0	0	0	1	0	1	31106011	prepare1	59	0	role_106011_atk_skill_01		role_106011_pos_skill_01			30	8	61106011	1	0	1
4210601199	106011	10601121	10601122	0	0	0	10601124	1	0	2	32106011	prepare2	59	0	role_106011_atk_skill_02		role_106011_pos_skill_02			30	8	62106011	1	0	1
4410601199	106011	10601141	0	0	0	0	0	1	0	3	34106011	prepare2	59	0	role_106011_atk_skill_03					30	8	64106011	1	0	1
4010601199	106011	10601131	10601132	0	0	0	0	1	0	4	33106011	prepare2	59	0	role_106011_atk_skill_03	role_106011_hit_skill_03		superskill1		30	8	63106011	1	1	1
41107001	107001	107001111;107001112	0	107001124	0	0	10700114	1	0	2	31107001	prepare1	82	0	role_107001_atk_skill_01		role_107001_pos_skill_01			30	8	61107001	1	0	1
42107001	107001	10700121	0	0	0	0	0	1	0	1	32107001	prepare2	54	0	role_107001_atk_skill_02		role_107001_pos_skill_02			30	8	62107001	1	0	1
40107001	107001	10700131	10700132	0	0	0	0	1	0	4	33107001	prepare1	82	0	role_107001_atk_skill_03	role_107001_hit_skill_03		superskill1		30	8	63107001	1	1	1
4110700199	107001	107001111;107001112	0	107001124	0	0	10700114	1	0	2	31107001	prepare1	82	0	role_107001_atk_skill_01		role_107001_pos_skill_01			30	8	61107001	1	0	1
4210700199	107001	10700121	0	0	0	0	0	1	0	1	32107001	prepare2	54	0	role_107001_atk_skill_02		role_107001_pos_skill_02			30	8	62107001	1	0	1
4010700199	107001	10700131	10700132	0	0	0	0	1	0	4	33107001	prepare1	82	0	role_107001_atk_skill_03	role_107001_hit_skill_03		superskill1		30	8	63107001	1	1	1
41107005	107005	10700511	0	0	0	0	0	1	0	3	31107005	prepare1	38	0	role_107005_atk_skill_01		role_107005_pos_skill_01			30	8	61107005	1	0	1
42107005	107005	10700521;10700523	10700522	0	0	0	10700524	1	0	2	32107005	prepare2	35	0	role_107005_atk_skill_02		role_107005_pos_skill_02			30	8	62107005	1	0	1
40107005	107005	10700531	10700532	0	0	0	0	1	0	4	33107005	prepare1	62	0	role_107005_atk_skill_03	role_107005_hit_skill_03				30	8	63107005	1	1	1
4110700599	107005	10700511	0	0	0	0	0	1	0	3	31107005	prepare1	38	0	role_107005_atk_skill_01		role_107005_pos_skill_01			30	8	61107005	1	0	1
4210700599	107005	10700521;10700523	10700522	0	0	0	10700524	1	0	2	32107005	prepare2	35	0	role_107005_atk_skill_02		role_107005_pos_skill_02			30	8	62107005	1	0	1
4010700599	107005	10700531	10700532	0	0	0	0	1	0	4	33107005	prepare1	62	0	role_107005_atk_skill_03	role_107005_hit_skill_03				30	8	63107005	1	1	1
41107008	107008	10700811	0	10700812	0	0	10700814	1	0	2	31107008	prepare1	62	0	role_107008_atk_skill_01		role_107008_pos_skill_01			30	8	61107008	1	0	1
42107008	107008	10700821	0	0	0	0	0	1	0	1	32107008	prepare2	52	0	role_107008_atk_skill_02		role_107008_pos_skill_02			30	8	62107008	1	0	1
40107008	107008	10700831	10700832	0	0	0	0	1	0	4	33107008	prepare1	62	0	role_107008_atk_skill_03	role_107008_hit_skill_03		superskill1		30	8	63107008	1	1	1
4110700899	107008	10700811	0	10700812	0	0	10700814	1	0	2	31107008	prepare1	62	0	role_107008_atk_skill_01		role_107008_pos_skill_01			30	8	61107008	1	0	1
4210700899	107008	10700821	0	0	0	0	0	1	0	1	32107008	prepare2	52	0	role_107008_atk_skill_02		role_107008_pos_skill_02			30	8	62107008	1	0	1
4010700899	107008	10700831	10700832	0	0	0	0	1	0	4	33107008	prepare1	62	0	role_107008_atk_skill_03	role_107008_hit_skill_03		superskill1		30	8	63107008	1	1	1
41107010	107010	107010111	10701012	0	0	0	0	1	0	1	31107010	prepare1	54	0	role_107010_atk_skill_01		role_107010_pos_skill_01			0	8	61107010	1	0	1
42107010	107010	10701021	10701022	0	0	0	10701024	1	0	2	32107010	prepare2	65	0	role_107010_atk_skill_02	role_107010_hit_skill_02	role_107010_pos_skill_02			30	8	62107010	1	0	1
40107010	107010	10701031	10701032	0	0	0	0	1	0	4	33107010	prepare1	54	0	role_107010_atk_skill_03	role_107010_hit_skill_03		superskill1		30	8	63107010	1	1	1
44107010	107010	107010411;107010412;107010421	107010422	0	0	0	0	1	1	1	34107010	prepare1	54	0	role_107010_atk_skill_01		role_107010_pos_skill_01			30	8	61107010	1	0	1
45107010	107010	10701051	10701052	0	0	0	10701054	1	0	2	35107010	prepare2	65	0	role_107010_atk_skill_02	role_107010_hit_skill_02	role_107010_pos_skill_02			30	8	62107010	1	0	1
4110701099	107010	107010111	10701012	0	0	0	0	1	0	1	31107010	prepare1	54	0	role_107010_atk_skill_01		role_107010_pos_skill_01			0	8	61107010	1	0	1
4210701099	107010	10701021	10701022	0	0	0	10701024	1	0	2	32107010	prepare2	65	0	role_107010_atk_skill_02	role_107010_hit_skill_02	role_107010_pos_skill_02			30	8	62107010	1	0	1
4010701099	107010	10701031	10701032	0	0	0	0	1	0	4	33107010	prepare1	54	0	role_107010_atk_skill_03	role_107010_hit_skill_03		superskill1		30	8	63107010	1	1	1
4410701099	107010	107010411;107010412;107010421	107010422	0	0	0	0	1	1	1	34107010	prepare1	54	0	role_107010_atk_skill_01		role_107010_pos_skill_01			30	8	61107010	1	0	1
4510701099	107010	10701051	10701052	0	0	0	10701054	1	0	2	35107010	prepare2	65	0	role_107010_atk_skill_02	role_107010_hit_skill_02	role_107010_pos_skill_02			30	8	62107010	1	0	1
4110701002	107010	107010111	10701012	0	0	0	0	1	0	1	31107010	prepare1	54	0	role_107010_atk_skill_01		role_107010_pos_skill_01			0	8	61107010	1	0	1
4210701002	107010	10701021	10701022	0	0	0	10701024	1	0	2	32107010	prepare2	65	0	role_107010_atk_skill_02	role_107010_hit_skill_02	role_107010_pos_skill_02			30	8	62107010	1	0	1
4010701002	107010	10701031	10701032	0	0	0	0	1	0	4	33107010	prepare1	54	0	role_107010_atk_skill_03	role_107010_hit_skill_03		superskill1		30	8	63107010	1	1	1
4410701002	107010	107010411;107010412;107010421	107010422	0	0	0	0	1	1	1	34107010	prepare1	54	0	role_107010_atk_skill_01		role_107010_pos_skill_01			30	8	61107010	1	0	1
4510701002	107010	10701051	10701052	0	0	0	10701054	1	0	2	35107010	prepare2	65	0	role_107010_atk_skill_02	role_107010_hit_skill_02	role_107010_pos_skill_02			30	8	62107010	1	0	1
41108001	108001	10800111	0	0	0	0	0	1	0	1	31108001	prepare1	59	0	role_108001_atk_skill_01		role_108001_pos_skill_01			30	8	61108001	1	0	1
42108001	108001	10800121	10800122	0	0	0	0	1	0	3	32108001	prepare2	59	0	role_108001_atk_skill_02		role_108001_pos_skill_02			0	8	62108001	1	0	1
40108001	108001	10800131	10800132	0	0	0	0	1	0	4	33108001	prepare1	59	0	role_108001_atk_skill_03	role_108001_hit_skill_03		superskill1		30	8	63108001	1	1	1
44108001	108001	10800141	10800142	0	0	0	0	1	0	5	34108001	prepare1	59	0						30	8	64108001	1	0	1
4110800199	108001	10800111	0	0	0	0	0	1	0	1	31108001	prepare1	59	0	role_108001_atk_skill_01		role_108001_pos_skill_01			30	8	61108001	1	0	1
4210800199	108001	10800121	10800122	0	0	0	0	1	0	3	32108001	prepare2	59	0	role_108001_atk_skill_02		role_108001_pos_skill_02			0	8	62108001	1	0	1
4010800199	108001	10800131	10800132	0	0	0	0	1	0	4	33108001	prepare1	59	0	role_108001_atk_skill_03	role_108001_hit_skill_03		superskill1		30	8	63108001	1	1	1
4410800199	108001	10800141	10800142	0	0	0	0	1	0	5	34108001	prepare1	59	0						30	8	64108001	1	0	1
41108004	108004	10800411	10800412	0	0	0	10800414	1	0	2	31108004	prepare1	27	0	role_108004_atk_skill_01		role_108004_pos_skill_01			30	8	61108004	1	0	1
42108004	108004	10800421	0	10800422	0	0	0	1	0	3	32108004	prepare2	45	0	role_108004_atk_skill_02		role_108004_pos_skill_02			0	8	62108004	1	0	1
40108004	108004	10800431	10800432	0	0	0	0	1	0	4	33108004	prepare1	27	0	role_108004_atk_skill_03	role_108004_hit_skill_03		superskill1		30	8	63108004	1	1	1
44108004	108004	10800441	0	0	0	10800442	0	1	1	5	34108004	prepare1	27	0						30	8	64108004	1	0	1
4110800499	108004	10800411	10800412	0	0	0	10800414	1	0	2	31108004	prepare1	27	0	role_108004_atk_skill_01		role_108004_pos_skill_01			30	8	61108004	1	0	1
4210800499	108004	10800421	0	10800422	0	0	0	1	0	3	32108004	prepare2	45	0	role_108004_atk_skill_02		role_108004_pos_skill_02			0	8	62108004	1	0	1
4010800499	108004	10800431	10800432	0	0	0	0	1	0	4	33108004	prepare1	27	0	role_108004_atk_skill_03	role_108004_hit_skill_03		superskill1		30	8	63108004	1	1	1
4410800499	108004	10800441	0	0	0	10800442	0	1	1	5	34108004	prepare1	27	0						30	8	64108004	1	0	1
41108006	108006	10800611	0	0	0	0	0	1	0	1	31108006	prepare1	24	0	role_108006_atk_skill_01		role_108006_pos_skill_01			30	8	61108006	1	0	1
42108006	108006	10800621	0	10800622	0	0	10800624	1	0	2	32108006	prepare2	60	0	role_108006_atk_skill_02	role_108006_hit_skill_02	role_108006_pos_skill_02			30	8	62108006	1	0	1
40108006	108006	10800631	10800632	0	0	0	0	1	0	4	33108006	prepare1	24	0	role_108006_atk_skill_03	role_108006_hit_skill_03		superskill1		30	8	63108006	1	1	1
44108006	108006	10800641	0	10800642	0	0	0	1	0	1	34108006	prepare1	24	0	role_108006_atk_skill_04		role_108006_pos_skill_01			30	8	64108006	1	0	1
