id	type	desc	mainType	condition1	condition1IsTure	condition2	condition2IsTure	condition3	condition3IsTure	condition4	condition4IsTure	condition5	condition5IsTure	isFinal	status
7300	1	释放技能时，自身颜色为	10	98	1	88	1	81	1	0	0	0	0		1
7301	1	释放进攻技能时，目标数量等于1	12	88	1	101	1	0	0	0	0	0	0		1
7302	1	被SP技能攻击时	20	88	1	86	1	0	0	0	0	0	0		1
7303	1	释放技能时，身上SP点数大于3	12	85	1	0	0	0	0	0	0	0	0		1
7304	1	护盾类BUFF消失时	52	83	1	41	1	0	0	0	0	0	0		1
7305	1	技能释放结束时，生命值大于50%	11	12	1	0	0	0	0	0	0	0	0		1
7306	1	释放治疗技能时	12	88	1	0	0	0	0	0	0	0	0		1
7307	1	友方技能释放结束时	59	80	1	0	0	0	0	0	0	0	0		1
7308	1	释放技能时目标身上IDBUFF小于等于	12	87	0	0	0	0	0	0	0	0	0		1
7309	1	释放技能前，判断技能的标签类型=参数1，判断目标身上是否存在id=参数2_1的buff>参数2_2层	12	88	1	87	1	0	0	0	0	0	0		1
7310	1	敌方释放BUFF技能时	59	88	1	81	1	0	0	0	0	0	0		1
7311	1	回合开始时，判断自身颜色	32	98	1	0	0	0	0	0	0	0	0		1
7312	1	攻击时，单段攻击伤害/目标最大生命 > 参数1时触发	10	99	1	101	1	0	0	0	0	0	0		1
7313	1	被攻击时，受到的单段攻击伤害/自身最大生命 > 参数1时触发	20	99	1	0	0	0	0	0	0	0	0		1
7314	1	受击攻击技能时，有概率触发	20	88	1	1	1	0	0	0	0	0	0		1
7315	1	回合结束，当前生命值/自身最大生命值<参数1时触发	33	12	0	0	0	0	0	0	0	0	0		1
7316	1	友方技能释放结束时有概率	59	80	1	1	1	0	0	0	0	0	0		1
7317	1	回合开始时，当前生命值/自身最大生命值<参数1时触发	32	12	0	0	0	0	0	0	0	0	0		1
7318	1	自己身上有某个id=条件参数1的buff的层数>条件参数2	11	40	1	0	0	0	0	0	0	0	0		1
7319	1	释放的技能在技能表上的字段label=条件参数1触发	12	88	1	0	0	0	0	0	0	0	0		1
7320	1	释放的技能在技能表上的字段label=条件参数1,有参数2概率触发	12	88	1	1	1	0	0	0	0	0	0		1
7321	1	释放的技能在技能表上的字段label不等于条件参数1触发	12	88	0	0	0	0	0	0	0	0	0		1
7322	1	战斗开始时	65	0	0	0	0	0	0	0	0	0	0		1
7323	1	敌方释放进攻3星技能时	20	93	1	86	0	0	0	0	0	0	0		1
7324	1	敌方开始释放技能时，技能ID=X时	60	76	1	0	0	0	0	0	0	0	0		1
7325	1	敌方开始释放技能时，技能星级=X时	60	93	1	0	0	0	0	0	0	0	0		1
7326	1	敌方释放技能结束时，技能ID=X结束时	59	76	1	0	0	0	0	0	0	0	0		1
7327	1	敌方开始释放技能时，技能ID=X时，技能星级=X时	60	76	1	93	1	0	0	0	0	0	0		1
7328	1	敌方结束释放技能时，技能ID=X时，技能星级=X时	59	76	1	93	1	0	0	0	0	0	0		1
7329	1	获得效果时，idbuff>X	51	40	1	0	0	0	0	0	0	0	0		1
7330	1	敌方释放sp技能开始时	60	86	1	81	1	0	0	0	0	0	0		1
7331	1	造成伤害时，敌方死亡，切伤害>0	10	60	1	99	1	0	0	0	0	0	0		1
7332	1	造成伤害时，目标血量<参数1	10	11	0	0	0	0	0	0	0	0	0		1
7333	1	技能开始释放时，生命值低于，生命值高于	12	12	1	12	0	0	0	0	0	0	0		1
7334	1	受到攻击时，技能段数大于3	55	88	1	100	1	103	1	0	0	0	0		1
7335	1	自身为敌方SP技能的目标时	60	88	1	86	1	103	1	0	0	0	0		1
7336	1	攻击时，目标血量大于X有X概率	10	11	1	1	1	0	0	0	0	0	0		1
7337	1	释放非进攻技能时，且技能为X星	12	88	0	93	1	86	0	0	0	0	0		1
7338	1	释放进攻技能时，不是单体，且技能为X星	12	88	1	93	1	101	0	86	0	0	0		1
7339	1	其他人释放进攻技能时，技能释放者身上的buff大于	60	81	1	87	1	0	0	0	0	0	0		1
7340	1	其他人释放进攻技能时，技能释放者身上的buff小于	60	81	1	87	0	0	0	0	0	0	0		1
7341	1	造成伤害时，技能为进攻技能	10	88	1	101	0	81	1	0	0	0	0		1
7342	1	造成伤害时目标为BOSS	10	104	1	11	1	1	1	88	1	81	1		1
7343	1	敌方释放治疗技能时，且自身buff层数大于	59	88	1	81	1	40	1	0	0	0	0		1
7344	1	敌方释放治疗技能时，且自身buff层数小于	59	88	1	81	1	40	0	0	0	0	0		1
7345	1	释放单体技能时，目标不是召唤物	12	88	1	101	1	107	0	0	0	0	0		1
7400	1	其他角色释放技能结束后，如果段数>条件参数1，并且施法者阵容=友方，有条件参数3的概率触发	59	100	1	80	1	1	1	0	0	0	0		1
7401	1	其他角色释放技能结束后，如果label=条件参数1，施法者阵容=敌方，则触发	59	88	1	81	1	0	0	0	0	0	0		1
7402	1	其他角色释放技能结束后，如果段数>条件参数1，施法者阵容=友方，则触发	59	100	1	80	1	0	0	0	0	0	0		1
7403	1	其他角色释放技能hit后，如果目标阵容=敌方，目标身上有buff层数>条件参数2_2，有条件参数3的概率去触发	54	81	1	87	1	1	1	0	0	0	0		1
7404	1	其他角色释放技能开始后，如果label=条件参数1，施法者阵容=友方，则触发	60	88	1	80	1	0	0	0	0	0	0		1
7405	1	其他角色释放技能hit后，如果label=条件参数1，施法者阵容=友方，则触发	58	88	1	80	1	0	0	0	0	0	0		1
7406	1	其他角色释放技能结束后，如果label=条件参数1，施法者阵容=友方，则触发	59	88	1	80	1	0	0	0	0	0	0		1
7407	1	其他角色释放技能开始时，如果label=条件参数1，施法者职业=条件参数2，施法者阵容=友方，则触发	60	88	1	97	1	80	1	0	0	0	0		1
7408	1	其他人施法结束后，如果isAoe=条件参数1，职业=条件参数2，施法者阵容=友方	59	101	0	94	1	80	1	0	0	0	0		1
7409	1	失去buff时，如果buff的二类=条件1，三类=条件2则触发	50	83	1	43	1	0	0	0	0	0	0		1
7410	1	技能结束时，如果目标身上某个类型的buff层数<=条件参数1_5则触发	11	35	0	0	0	0	0	0	0	0	0		1
7411	1	技能结束时，如果技能ID=条件参数1则触发	11	76	1	40	1	0	0	0	0	0	0		1
7412	1	造成hit时，如果技能的id=条件参数1，则触发	10	76	1	1	1	0	0	0	0	0	0		1
7413	1	HIT后，如果暴击，并且自身hp<=条件参数2_1则触发	10	72	1	12	0	0	0	0	0	0	0		1
7414	1	其他友方释放技能结束后，如果星级为条件参数1，阵营为友方	59	93	1	80	1	86	0	0	0	0	0		1
7415	1	其他角色释放技能结束后，如果label=条件参数1，施法者阵容=敌方，则触发	59	88	1	81	1	1	1	0	0	0	0		1
7416	1	回合开始时判断我方人数	33	74	0	0	0	0	0	0	0	0	0		1
7417	1	技能释放结束后，如果hit>条件参数1，则触发	11	100	1	0	0	0	0	0	0	0	0		1
7418	1	友方被攻击时有概率触发	61	80	1	1	1	0	0	0	0	0	0		1
7419	1	入场时释放3星专用技能	66	0	0	0	0	0	0	0	0	0	0		1
7420	1	释放单体技能时	12	101	1	81	1	0	0	0	0	0	0		1
7421	1	其他人技能结束时（目标为客体），如果自己身上某个BUFF>参数1，技能id=条件参数2，客体阵营=敌方，则触发	55	40	1	76	1	81	1	0	0	0	0		1
7422	1	敌方技能释放结束时，自身生命值低于X	59	12	0	81	1	0	0	0	0	0	0		1
7423	1	进攻技能攻击时有X概率	10	88	1	1	1	81	1	0	0	0	0		1
7424	1	当受到攻击时概率返还敌人目标自身攻击伤害	20	88	1	1	1	81	1	0	0	0	0		1
7425	1	攻击时目标血量低于	10	88	1	11	0	1	1	81	1	0	0		1
7426	1	攻击时判定目标身上是否有某个BUFFID	10	88	1	87	1	81	1	0	0	0	0		1
7427	1	被攻击时判定自身身上是否有某个BUFFID	59	81	1	88	1	40	1	0	0	0	0		1
7428	1	释放进攻技能时，目标数量等于1	12	88	1	101	1	81	1	0	0	0	0		1
7429	1	受到敌人进攻技能攻击时	20	88	1	81	1	0	0	0	0	0	0		1
7430	1	攻击时，自身颜色为X，则概率触发	10	98	1	81	1	0	0	0	0	0	0		1
7431	1	敌方释放进攻技能结束时，自身buff大于	59	88	1	40	1	81	1	0	0	0	0		1
7432	1	敌方释放进攻技能结束	59	88	1	81	1	0	0	0	0	0	0		1
7433	1	友方技能释放结束时，自身sp满	59	85	1	80	1	0	0	0	0	0	0		1
7434	1	释放进攻技能开始时，目标血量低于X%	12	88	1	11	0	81	1	0	0	0	0		1
7435	1	释放减益技能结束时，目标为敌方	11	88	1	81	1	101	1	0	0	0	0		1
7436	1	释放单体进攻技能开始时	12	88	1	81	1	101	1	0	0	0	0		1
7437	1	释放群体进攻技能开始时	12	88	1	81	1	101	0	0	0	0	0		1
7438	1	技能命中时，目标身上没有BUFFID	10	88	1	87	0	81	1	0	0	0	0		1
7439	1	技能结束时，技能ID不等于	11	76	0	0	0	0	0	0	0	0	0		1
7440	1	进攻自身的人技能结束时	55	88	1	80	1	0	0	0	0	0	0		1
7441	1	友方技能释放结束时，自身sp满,且某IDBUFF<=	59	85	1	40	0	80	1	0	0	0	0		1
7442	1	获得某个buff时，如果这个buff的id=参数1，且自身生命值<=参数2则触发	51	42	1	12	0	0	0	0	0	0	0		1
8001	1	大回合开始时，自己身上某个BUFF（id=条件参数1_1）的叠加层数>条件参数1_2	32	40	1	0	0	0	0	0	0	0	0		1
8004	1	攻击时有X概率	10	1	1	81	1	0	0	0	0	0	0		1
8005	1	攻击时若此攻击牌的类型=X	11	88	1	0	0	0	0	0	0	0	0		1
8007	1	释放sp技能时有概率	11	86	1	1	1	0	0	0	0	0	0		1
8009	1	如果被暴击，有概率触发	20	72	1	1	1	81	1	0	0	0	0		1
8010	1	技能开始释放时，自身的生命值小于NUM	12	12	0	0	0	0	0	0	0	0	0		1
8012	1	技能开始释放时有概率	12	1	1	81	1	0	0	0	0	0	0		1
8013	1	敌方的技能结束后	59	81	1	0	0	0	0	0	0	0	0		1
8014	1	我方的技能结束后	59	80	1	0	0	0	0	0	0	0	0		1
8015	1	携带者使用非必杀技时触发	12	86	0	0	0	0	0	0	0	0	0		1
8016	1	携带者使用X星技能时有概率触发	12	93	0	1	1	86	0	0	0	0	0		1
8017	1	暴击时有概率触发	10	72	1	1	1	0	0	0	0	0	0		1
8018	1	携带者获得某个（大类；二类；三类）buff时有概率	51	83	1	1	1	0	0	0	0	0	0		1
8019	1	技能开始释放时目标为被克制属性	12	91	1	0	0	0	0	0	0	0	0		1
8020	1	敌方释放大招后	59	81	1	86	1	0	0	0	0	0	0		1
8021	1	其他人造成hit时（客体施法者），客体如果有参数1_1的buff层数>参数1_2，并且产生暴击，则有参数3的概率触发	58	87	1	72	1	1	1	0	0	0	0		1
9021	1	当受到攻击时概率返还敌人目标自身攻击伤害	20	1	1	81	1	0	0	0	0	0	0		1
9024	1	50%生命一下时受到伤害时35%概率回复最大生命5%	20	12	0	1	1	0	0	0	0	0	0		1
9033	1	抽卡本被动技能攻击敌方时，触发效果-【给目标添加破甲效果效果】	10	12	0	0	0	0	0	0	0	0	0		1
9035	1	抽卡本被动技能攻击敌方时，触发效果-【给目标添加debuff效果】	10	0	1	0	0	0	0	0	0	0	0		1
9038	1	抽卡本被动技能回合开始时，触发效果-【100%攻击的生命盾】	32	12	0	0	0	0	0	0	0	0	0		1
9050	1	v3版主线-BOSS-获得效果时，某buffID大于条件触发	51	40	1	0	0	0	0	0	0	0	0		1
9051	1	v3版主线-BOSS-受到攻击时如果是暴击则触发	20	72	1	0	0	0	0	0	0	0	0		1
9052	1	v3版主线-BOSS-释放时，如果释放攻击技能则触发	10	88	1	81	1	0	0	0	0	0	0		1
9053	1	v3版主线-回合结束时判断buff层数	33	40	0	75	1	0	0	0	0	0	0		1
9054	1	v3版主线-攻击时判定目标身上是否有某个BUFFID	10	87	1	0	0	0	0	0	0	0	0		1
9055	1	v3版主线-回合结束时，概率触发	33	1	1	0	0	0	0	0	0	0	0		1
9060	1	v3版主线-某个BUFF消失时，判断BUFF是否自然消失	33	40	1	75	1	0	0	0	0	0	0		1
9061	1	v3版抽卡-判断目标身上BUFF类型	10	32	1	0	0	0	0	0	0	0	0		1
9062	1	v3版抽卡-判断自身释放技能是否是SP大招	10	86	1	0	0	0	0	0	0	0	0		1
9064	1	v3版抽卡-判断回合结束时自身生命值低于10%时触发	31	12	0	0	0	0	0	0	0	0	0		1
9065	1	v3版主线-某个BUFF消失时，判断是否是BUFF自身	52	44	1	41	1	0	0	0	0	0	0		1
9067	1	v3版主线-当敌方目标死亡时	41	81	1	0	0	0	0	0	0	0	0		1
9068	1	v4版试炼-受到治疗时	20	88	1	0	0	0	0	0	0	0	0		1
9069	1	v4.5版世界BOSS-己方回合结束时，如果自身生命值低于25%则有10%概率触发	31	12	0	1	1	0	0	0	0	0	0		1
9070	1	v3版弓女-判斷釋放570400701時，判斷目標BUFF給自身添加BUFF	12	76	1	87	1	0	0	0	0	0	0		1
9072	1	竹林PT-友方死亡后	41	80	1	0	0	0	0	0	0	0	0		1
9073	1	50%生命以下后，受到攻击时有50%概率触发	20	1	1	12	0	0	0	0	0	0	0		1
9074	1	造成hit时，如果技能的id=条件参数1，则触发	10	76	1	0	0	0	0	0	0	0	0		1
9075	1	回合结束时，判断某个BUFF	33	87	1	0	0	0	0	0	0	0	0		1
9076	1	其他人释放技能开始时【施法者为客体】，如果客体阵营为敌方，并且客体身上的110100502层数>0则触发	60	81	1	87	1	0	0	0	0	0	0		1
9077	1	回合结束时，判断某个BUFF	33	40	0	0	0	0	0	0	0	0	0		1
9078	1	回合结束时，判断某个BUFF	33	40	1	0	0	0	0	0	0	0	0		1
9079	1	攻击前判断是否是单体技能	12	90	0	0	0	0	0	0	0	0	0		1
9080	1	攻击后判断是否是单体技能	11	90	0	0	0	0	0	0	0	0	0		1
9081	1	敌方阵容中，释放治疗技能时，会触发	59	88	1	81	1	0	0	0	0	0	0		1
9082	1	造成伤害时，如果目标身上有增益效果，则有50%概率晕眩目标一回合。	10	32	1	1	1	0	0	0	0	0	0		1
9083	1	他人释放技能结束	55	0	0	0	0	0	0	0	0	0	0		1
9084	1	失去BUFF时，判断自身失去的BUFFID=参数1的BUFF层数是否>X层	50	40	1	0	0	0	0	0	0	0	0		1
9085	1	失去BUFF时，判断自身失去的BUFFID=参数1的BUFF层数是否>X层（参数1） <Y层（参数2）	50	40	1	40	0	0	0	0	0	0	0		1
9086	1	携带者攻击造成目标死亡时	10	60	1	0	0	0	0	0	0	0	0		1
9087	1	失去某个buff时，如果这个buff的id=条件1则触发，判断非自然BUFF消失	50	42	1	41	0	0	0	0	0	0	0		1
9088	1	角色自身死亡时（全体无须填写0）	40	41	0	0	0	0	0	0	0	0	0		1
9089	1	敌方技能释放时，判断技能类型	60	88	1	81	1	103	1	0	0	0	0		1
9090	1	敌方技能释放时，判断是否SP技能	60	86	1	0	0	0	0	0	0	0	0		1
9091	1	释放攻击技能时，判断自身BUFFid,层数	12	40	1	0	0	0	0	0	0	0	0		1
9092	1	世界BOSS增益-获得BUFF时判断是否是护盾	51	36	1	0	0	0	0	0	0	0	0		1
9093	1	世界BOSS增益-失去BUFF时判断自身是否存在护盾	50	36	0	0	0	0	0	0	0	0	0		1
9094	1	世界BOSS增益-技能命中并且暴击时有概率触发	10	1	1	72	1	0	0	0	0	0	0	1	1
9095	1	世界BOSS增益-受到攻击时有概率	20	1	1	0	0	0	0	0	0	0	0		1
9096	1	世界BOSS增益-受到攻击时格挡有概率	20	71	1	0	0	0	0	0	0	0	0		1
10001	1	弱点机制开始触发器	30	12	0	0	0	0	0	0	0	0	0		1
10002	1	解体机制开始触发器	50	83	1	84	1	0	0	0	0	0	0		1
10003	1	休眠机制开始触发器	50	83	1	84	1	0	0	0	0	0	0		1
10004	1	再一次弱点机制开始触发器	50	83	1	84	1	0	0	0	0	0	0		1
10005	1	弱点机制开始触发器-回合数	32	75	1	0	0	0	0	0	0	0	0		1
10006	1	单回合内血量判断弱点结束	51	83	1	0	0	0	0	0	0	0	0		1
9097	1	大回合开始时	32	75	1	0	0	0	0	0	0	0	0		1
10007	1	携带者的技能结束时，如果此技能的tag=1，则触发	11	105	1	0	0	0	0	0	0	0	0		1
9098	1	世界BOSS增益-失去BUFF时判断自身是否存在护盾	50	44	1	41	1	0	0	0	0	0	0		1
9099	1	轮次结束时，有参数1（大类/二类/三类）的buff，没有参数2（大类/二类/三类）的buff	31	36	1	36	0	0	0	0	0	0	0		1
9110	1	其他人的技能结束后，如果携带者身上参数1的buff>参数2层，受攻击者（客体）为敌方，技能id=条件参数2，则触发	55	40	1	76	1	81	1	0	0	0	0		1
9111	1	其他人的技能结束后，如果携带者身上参数1的buff<参数2层，受攻击者（客体）为敌方，技能id=条件参数2，则触发	55	40	0	76	1	81	1	0	0	0	0		1
9112	1	其他人的技能结束后，如果携带者的sp>条件参数1则触发	59	85	1	0	0	0	0	0	0	0	0		1
9113	1	携带者的技能结束后，如果携带者的sp>条件参数1则触发	11	85	1	0	0	0	0	0	0	0	0		1
9114	1	携带者的技能结束后，如果携带者身上参数1的buff>参数2层，并有技能id=条件参数2，则强制结束	55	40	1	76	1	0	0	0	0	0	0		1
9115	1	携带者的技能结束后，如果携带者身上参数1的buff>参数2层，并有技能id=条件参数2，则强制结束	11	40	1	76	1	0	0	0	0	0	0		1
3001	1	通用追击触发器，其他人对敌方单体释放技能结束后，如果为进攻卡，且目标未死亡，则触发	55	88	1	81	1	60	0	101	1	0	0		1
9116	1	被hit后，如果技能类型为条件参数1，并且技能id<>条件参数2，技能id<>条件参数3，则触发	20	88	1	76	0	76	0	0	0	0	0		1
9117	1	友方释放技能时，技能的skilltagl=参数1	59	105	1	80	1	0	0	0	0	0	0		1
9118	1	友方释放技能完全结束时，携带者身上ID=参数1的buff层数>参数2	55	87	1	80	1	0	0	0	0	0	0		1
9119	1	攻击时判定是否有某个类型的buff	11	35	1	0	0	0	0	0	0	0	0		1
9120	1	其他人的技能结束时，如果技能id=条件参数1，则强制结束	55	76	1	0	0	0	0	0	0	0	0		1
9121	1	技能结束时，如果技能tag带有条件参数1，则触发	11	150	1	0	1	0	0	0	0	0	0		1
9122	1	友方释放技能时，技能的skilltag=参数1；概率=参数2	56	105	1	1	1	80	1	0	0	0	0		1
9123	1	攻击目标时-存在debuff效果则触发	10	33	1	81	1	0	0	0	0	0	0		1
9124	1	攻击自身的人技能开始释放时,如果攻击者身上某个id的BUFF<=条件参数1_1层，则触发	60	81	1	87	0	0	0	0	0	0	0		1
9125	1	释放技label=参数1的技能时触发	12	88	1	0	0	0	0	0	0	0	0		1
9126	1	释放技能后，目标身上大类/2类/3类的BUFF数>0则触发	51	83	1	0	0	0	0	0	0	0	0		1
9201	1	其他技能结束后，如果施法者是敌方，技能类型为条件参数1，并且目标未死亡，则触发	59	88	1	81	1	60	0	0	0	0	0		1
9202	1	大回合开始时，如果回合数=条件参数1，则触发	32	106	1	0	0	0	0	0	0	0	0		1
9203	1	大回合开始时	32	74	1	0	0	0	0	0	0	0	0		1
9204	1	某种类型的buff是否自然消失	50	83	1	41	1	0	0	0	0	0	0		1
9205	1	被hit后，如果技能类型不为条件参数1也不为条件参数2，则触发	20	88	0	88	0	0	0	0	0	0	0		1
9206	1	轮次结束时，如果携带者身上存在【大类=参数1_1，二类=参数1_2，三类=参数1_3，增减益=参数1_4】的Buff数量>参数1_5则触发	31	36	1	1	1	0	0	0	0	0	0		1
9207	1	释放技能结束时，目标的血量<NUM1	11	11	0	81	1	0	0	0	0	0	0		1
9208	1	HIT结束时，如果技能id=条件参数1_1，并且目标死亡则触发	10	76	1	60	1	0	0	0	0	0	0		1
9209	1	主效果目标数>参数1时触发	12	90	1	81	1	0	0	0	0	0	0		1
9210	1	有角色死亡时，死者阵营=敌方，并且携带者身上buffID=条件参数2_1的buff层数<=条件参数2_2	41	81	1	40	0	0	0	0	0	0	0		1
9211	1	有角色死亡时，如果我方人数<=1，则触发	41	74	0	0	0	0	0	0	0	0	0		1
9212	1	自己的技能释放结束后，有条件参数1的概率发动，条件参数2约束技能label	11	1	1	88	1	0	0	0	0	0	0		1
9213	1	大回合结束时，如果携带者身上的sp点>条件参数1_1则触发	33	85	1	0	0	0	0	0	0	0	0		1
9214	1	携带者的技能结束后，如果技能的星级=条件参数1_1(与运算)，并且不为sp技则触发	11	93	1	86	0	0	0	0	0	0	0		1
9215	1	其他人（以敌方为客体时）的技能结束后，如果技能的星级=条件参数1_1(与运算)，并且技能LABEL为条件参数2_1，不为sp技则触发	55	93	1	88	1	86	0	81	1	0	0		1
9216	1	其他人技能释放时，目标带有的BUFFID=参数1_1>参数1_2；技能类型 = 参数2	56	87	1	88	1	81	1	0	0	0	0		1
9217	1	其他人释放技能结束后，如果星级满足条件参数1_1，并且施法者是友方，则触发	59	93	1	80	1	0	0	0	0	0	0		1
9218	1	其他人释放技能结束后，如果星级满足条件参数1_1，概率满足条件参数2_1，并且施法者是友方，则触发	59	93	1	1	1	80	1	0	0	0	0		1
9219	1	自己释放技能结束后，如果星级满足条件参数1_1，概率满足条件参数2_1，则触发	11	93	1	1	1	0	0	0	0	0	0		1
9220	1	技能释放时，目标带有的BUFFID=参数1_1>参数1_2；技能类型 = 参数2	12	87	1	88	1	81	1	0	0	0	0		1
9221	1	其他人（被HIT者为客体）打出技能卡后，若星级符合条件参数1_1，（2）不为sp卡，（3）进攻卡，（4）客体为敌方	55	86	0	88	1	81	1	93	1	0	0		1
9222	1	其他人释放技能结束后，如果tag=条件参数1，则触发	59	105	1	0	0	0	0	0	0	0	0		1
9223	1	技能开始释放时，如果tag=条件参数1，则触发	12	105	1	0	0	0	0	0	0	0	0		1
9224	1	行动开始时，生命值<NUM1	34	12	0	0	0	0	0	0	0	0	0		1
9225	1	角色出牌操作完成后，优先于其他目标出牌前触发	11	75	0	0	0	0	0	0	0	0	0		1
9226	1	其他角色释放技能时，如果客体（被攻击者）是敌方，并且技能id=条件参数1，技能星级=条件参数3，则触发	55	76	1	81	1	93	1	0	0	0	0		1
9227	1	技能结束时，判断己方势力	60	74	0	0	0	0	0	0	0	0	0		1
9228	1	技能开始释放时有概率（包括对友方）	12	1	1	0	0	0	0	0	0	0	0		1
9229	1	友方被攻击击破护盾时，有概率	61	42	1	1	1	80	1	0	0	0	0		1
9230	1	友方释放技能时，技能的skilltagl=参数1，有概率触发	59	105	1	1	1	80	1	0	0	0	0		1
9231	1	敌方释放sp技能开始时	60	86	1	81	1	40	1	0	0	0	0		1
9232	1	释放技能开始时，判断该技能ID	60	76	1	0	0	0	0	0	0	0	0		1
9233	1	释放AOE技能时	12	101	0	0	0	0	0	0	0	0	0		1
9234	1	攻击时有X概率-伪随机触发器	10	108	1	81	1	0	0	0	0	0	0		1
9235	1	技能开始释放时有概率-伪随机触发器	12	108	1	0	0	0	0	0	0	0	0		1
9236	1	受到治疗效果时	67	0	0	0	0	0	0	0	0	0	0		1
9237	1	受击触发时，buff>多少层且 	20	40	1	81	1	0	0	0	0	0	0		1
9238	1	多少回时行动开始前	34	106	1	0	0	0	0	0	0	0	0		1
9239	1	大回合结束时	33	75	1	0	0	0	0	0	0	0	0		1
9240	1	造成伤害时，目标带有的BUFFID=参数1_1>参数1_2；技能类型 = 参数2	10	87	1	88	1	81	1	0	0	0	0		1
9241	1	有人受到伤害时，目标带有的BUFFID=参数1_1>参数1_2；技能类型 = 参数2	54	87	1	88	1	81	1	101	1	0	0		1
9242	1	技能卡触发失败时	69	110	1	77	0	0	0	0	0	0	0		1
9243	1	敌方角色释放SP技能时后	59	86	1	81	1	0	0	0	0	0	0		1
9244	1	自身释放SP技能时后	11	86	1	0	0	0	0	0	0	0	0		1
9245	1	获得buff时，buffid=，buff星级和自身星级一致	51	42	1	112	1	0	0	0	0	0	0		1
9246	1	护盾被打爆时，buffid=，buff星级和自身星级一致	53	42	1	111	1	0	0	0	0	0	0		1
9247	1	某指定固定ID的BUFF自然消失时，1.判断BUFFID 2.判断是否自然消失。（将消未消时）	52	42	1	41	1	0	0	0	0	0	0		1
9248	1	携带者受到伤害时，且自身身上有嘲讽，有概率对友方全体施加护盾	20	36	1	1	1	81	1	0	0	0	0		1
9249	1	携带者使用必杀技时触发-判断目标自身SP点数	11	85	0	86	1	0	0	0	0	0	0		1
9250	1	携带者受到伤害时，有概率对友方全体施加护盾	20	1	1	81	1	0	0	0	0	0	0		1
9251	1	单体技能释放结束时	11	101	1	0	0	0	0	0	0	0	0		1
9252	1	群体技能释放结束时	11	101	0	0	0	0	0	0	0	0	0		1
9253	1	敌方释放技能结束时，身上的BUFFID>	59	87	1	81	1	0	0	0	0	0	0		1
9254	1	友方被HIT时，身上BUFFID>，概率	61	87	1	1	1	80	1	0	0	0	0		1
9255	1	友方死亡时	41	80	1	0	0	0	0	0	0	0	0		1
9256	1	受到治疗时生命值>NUM1	67	12	1	0	0	0	0	0	0	0	0		1
9257	1	友方死亡，且阵营=NUM2方场上没有characterId=NUM1时	41	116	0	0	0	0	0	0	0	0	0		1
9258	1	战斗开始，且阵营=NUM2方场上有characterId=NUM1时	65	116	1	0	0	0	0	0	0	0	0		1
9259	1	技能开始释放时，目标的sp点小于NUM1	12	34	0	0	0	0	0	0	0	0	0		1
9260	1	非sp技能完全结束	11	86	0	0	0	0	0	0	0	0	0		1
9261	1	sp充满时	70	85	1	0	0	0	0	0	0	0	0		1
9262	1	战斗开始时，我方上阵角色全为race=NUM1	65	120	1	0	0	0	0	0	0	0	0		1
9263	1	大回合结束时，当回合数=NUM时	33	106	1	0	0	0	0	0	0	0	0		1
9264	1	技能开始时，如果携带者身上存在【大类=参数1_1，二类=参数1_2，三类=参数1_3，增减益=参数1_4】的Buff数量>参数1_5则触发	12	36	0	0	0	0	0	0	0	0	0		1
9265	1	开始行动前	65	0	0	0	0	0	0	0	0	0	0		1
9266	2	我方存活人数>NUM1	1	74	1	0	0	0	0	0	0	0	0	0	1
9267	1	回合结束时，如果回合数为奇/偶触发	33	89	1	0	0	0	0	0	0	0	0		1
9268	1	释放攻击技能开始时，是AOE	12	88	1	81	1	101	0	0	0	0	0		1
9269	1	释放攻击技能开始时，不是AOE	12	88	1	81	1	101	1	0	0	0	0		1
9270	1	回合开始时，若敌方存活人数<=参数1，则触发	32	73	0	0	0	0	0	0	0	0	0		1
9271	1	获得某个buff时，如果这个buff的id=参数1，自身增益数量>参数2	51	42	1	20	1	0	0	0	0	0	0		1
9272	1	获得BUFF后，如果这个BUFF的ID=条件参数1_1，并且自己身上某个id=条件参数2_1的BUFF的层数<=条件参数2_2则触发	51	42	1	40	0	0	0	0	0	0	0		1
9273	1	获得BUFF后，如果这个BUFF的ID=条件参数1_1，并且自己身上不存在大类为参数2_1的护盾效果，则触发	51	42	1	36	0	0	0	0	0	0	0		1
9274	1	释放技能开始时，如果此技能=sp技，并且目标的sp>条件参数2，则触发	12	86	1	34	1	0	0	0	0	0	0		1
9275	1	技能结束时，如果此技能id=参数1，并且目标的sp<=条件参数2，则触发	11	76	1	34	0	0	0	0	0	0	0		1
9276	1	释放攻击技能开始时，若目标身上存在护盾，则触发	12	88	1	35	1	0	0	0	0	0	0		1
9277	1	释放进攻技能开始时，目标血量高于X%	12	88	1	11	1	81	1	0	0	0	0		1
9278	1	大回合开始时，如果回合数不等于条件参数1，则触发	32	106	0	0	0	0	0	0	0	0	0		1
9279	1	大回合开始时，如果回合数不等于条件参数1，条件参数2则触发	32	106	0	106	0	0	0	0	0	0	0		1
9280	1	携带者的护盾被打爆	53	0	0	0	0	0	0	0	0	0	0		1
9281	1	NUM1（1.增益，2.减益）效果消失时触发	50	43	1	0	0	0	0	0	0	0	0		1
9282	1	大回合开始时，如果回合数不等于条件参数1，条件参数2，条件参数3，条件参数4，则触发	32	106	0	106	0	106	0	106	0	106	0		1
