id	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	skillDesc	skillDesc_zh_TW	skillDesc_en_UK	skillDesc_ja_JP	skillDesc_ko_KR	skillDesc_th_TH
400001	1	真实伤害	真實傷害	True DMG	直撃ダメージ	고정 대미지	ดาเมจจริง	攻击时，无视目标的防御力	攻擊時，無視目標的防禦力	Ignores the target's DEF when attacking.	攻撃時、対象の防御力に関係なくダメージを与える。	공격 시 목표의 방어력을 무시한다.	เมื่อ​โจมตี​ จะ​ไม่​สน​ DEF​ ของ​เป้าหมาย​
400002	1	穿透伤害	穿透傷害	Piercing DMG	貫通ダメージ	관통 대미지	ดาเมจเจาะเกราะ	攻击时，无视目标的忍耐率	攻擊時，無視目標的忍耐率	Ignores the target's Endurance when attacking.	攻撃時、対象の忍耐率に関係なくダメージを与える。	공격 시 목표의 인내율을 무시한다.	เมื่อ​โจมตี​ ไม่​สน​อัตรา​อดทน​ของ​เป้าหมาย​
400003	1	穿刺伤害	穿刺傷害	Jab DMG	穿刺ダメージ	크리티컬 관통 대미지	ดาเมจทะลวง	攻击时，穿透率提升至3倍	攻擊時，穿透率提升至3倍	Increases Armor PEN to 3 times when attacking.	攻撃は3倍の貫通率でダメージを与える。	공격 시 관통률이 3배로 증가한다.	เมื่อ​โจมตี​ จะ​เพิ่ม​อัตรา​เจาะ​เกราะ​ขึ้น​เป็น​ 3​ เท่า​
400004	1	破碎伤害	破碎傷害	Sunder DMG	超会心ダメージ	파쇄 대미지	ดาเมจบดขยี้	攻击时，暴击伤害提升至2倍	攻擊時，爆擊傷害提升至2倍	Increases CRIT DMG dealt to 2 times when attacking.	攻撃中、会心ダメージが2倍にアップする。	공격 시 크리티컬 대미지가 2배로 증가한다.	เมื่อ​โจมตี​ จะ​เพิ่ม​ดา​เม​จค​ริ​ติ​คอ​ล​เข​ึ้น​เป็น​ 2​ เท่า​
400005	1	暴烈伤害	暴烈傷害	Savage DMG	暴擊ダメージ	폭열 대미지	ดาเมจปะทุ	攻击时，暴击率提升至3倍	攻擊時，爆擊率提升至3倍	Increases CRIT Rate to 3 times when attacking.	攻撃は3倍の会心率でダメージを与える。	공격 시 크리티컬율이 3배로 증가한다.	เมื่อ​โจมตี​ จะ​เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​ขึ้น​เป็น​ 3​ เท่า​
400006	1	破盾伤害	破盾傷害	Shield Break DMG	シールドダメージ	실드 파괴 대미지	ดาเมจทำลายโล่	攻击时，对护盾造成3.5倍的伤害	攻擊時，對護盾造成3.5倍的傷害	Deal 3.5x DMG to shields when attacking.	対象のシールドに与えるダメージが3.5倍になる。	공격 시 실드에 3.5배의 대미지를 부여한다.	เมื่อ​โจมตี​ จะ​สร้าง​ดา​เม​จ​ให้​กับ​โล่​ 3.5​ เท่า​
400007	1	处决伤害	處決傷害	Execution DMG	処刑ダメージ	처단 대미지	ดาเมจสังหาร	攻击时，无视目标的锁血效果	攻擊時，無視目標的鎖血效果	Ignores the target's HP Lock when attacking.	攻撃が「即死回避」を無視できる	공격 시 목표의 HP 고정 효과를 무시한다.	เมื่อ​โจมตี​ จะ​ไม่​สน​เอฟเฟกต์​ล็อก​พลัง​ชีวิต​ของ​เป้าหมาย​
400008	1	破裂伤害	破裂傷害	Overload DMG	バフ特攻ダメージ	파열 대미지	ดาเมจฉีกกระชาก	攻击时，对有增益效果的目标造成2倍伤害	攻擊時，對有增益效果的目標造成2倍傷害	Deals double DMG when attacking targets with buffs.	バフ効果を保有する対象に与えるダメージが2倍に上昇する。	공격 시 버프 효과를 가진 대상에게 2배의 대미지를 부여한다.	เมื่อ​โจมตี​ สร้าง​ดา​เม​จ​ 2​ เท่า​ให้​กับ​เป้าหมาย​ที่​มี​เอฟเฟกต์​บัฟ​
400009	1	破灭伤害	破滅傷害	Dire DMG	弱体特攻ダメージ	파멸 대미지	ดาเมจทำลายล้าง	攻击时，对有减益效果的目标造成3倍伤害	攻擊時，對有減益效果的目標造成3倍傷害	Deals triple DMG when attacking targets with debuffs.	デバフ効果を保有する対象に与えるダメージが3倍に上昇する。	공격 시 디버프 효과를 가진 대상에게 3배의 대미지를 부여한다.	เมื่อ​โจมตี​ สร้าง​ดา​เม​จ​ 3​ เท่า​ให้​กับ​เป้าหมาย​ที่​มี​เอฟเฟกต์​ดี​บัฟ​
400010	1	弱点伤害	弱點傷害	Weakness DMG	弱点ダメージ	약점 대미지	ดาเมจจุดอ่อน	攻击时，目标每有1层减益效果，提升30%伤害	攻擊時，目標每有1層減益效果，提升30%傷害	Increases DMG by 30% for each stack of debuff on the target when attacking.	攻撃時、対象にあるデバフ効果１スタックにつき、与ダメージ＋30%	공격 시 대상에게 걸린 디버프 효과 1스택당 대미지가 30% 증가한다.	เมื่อ​โจมตี​ เป้าหมาย​จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 30%​ ต่อ​เอฟเฟกต์​ดี​บัฟ​แต่ละ​ชั้น​ที่​มี​อยู่​
400011	1	增幅伤害	增幅傷害	Amplifying DMG	増幅ダメージ	대미지 증폭	ดาเมจเสริมพลัง	攻击时，自己每有1层增益效果，提升30%伤害	攻擊時，自己每有1層增益效果，提升30%傷害	Increases DMG by 30% for each stack of buff on this Combatant when attacking.	攻撃時、自身にあるバフ効果1スタックにつき、与ダメージ＋30%	공격 시 자신이 가진 버프 효과 1스택당 대미지가 30% 증가한다.	เมื่อ​โจมตี​ เป้าหมาย​จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 30%​ ต่อ​เอฟเฟกต์​บัฟ​แต่ละ​ชั้น​ที่​มี​อยู่​
400012	1	破势伤害	破勢傷害	Fierce DMG	破勢ダメージ	파탄 대미지	ดาเมจตัดกำลัง	攻击时，目标生命值大于70%，造成2倍伤害	攻擊時，目標生命值大於70%，造成2倍傷害	Deals double DMG when attacking targets with HP above 70%.	攻撃時、HPが70%以上の対象に与えるダメージが2倍になる。	공격 시 목표의 HP가 70% 이상이면 2배의 대미지를 부여한다.	เมื่อ​โจมตี​ หาก​เป้าหมาย​เหลือ​ HP​ มากกว่า​ 70%​ จะ​สร้าง​ดา​เม​จ​เป็น​ 2​ เท่า​
400013	1	心眼伤害	心眼傷害	Insight DMG	心眼ダメージ	마인드 아이 대미지	ดาเมจจุดตาย	攻击时，目标生命值小于30%，造成2倍伤害	攻擊時，目標生命值小於30%，造成2倍傷害	Deals double DMG when attacking targets with HP below 30%.	攻撃時、HPが30%以下の対象に与えるダメージが2倍になる。	공격 시 목표의 HP가 30% 미만이면 2배의 대미지를 부여한다.	เมื่อ​โจมตี​ หาก​เป้าหมาย​เหลือ​ HP​ ต่ำกว่า​ 30%​ จะ​สร้าง​ดา​เม​จ​เป็น​ 2​ เท่า​
400014	1	粉碎伤害	粉碎傷害	Crush DMG	粉砕ダメージ	분쇄 대미지	ดาเมจบดละเอียด	攻击时，目标最大生命值每大于自己1%，提升1%伤害，最多提升200%	攻擊時，目標最大生命值每大於自己1%，提升1%傷害，最多提升200%	When attacking, increases DMG by 1% for every 1% the target's max HP exceeds that of this Combatant, capped at 200%.	攻撃時、対象のHPが自身のHPより1%大きいごとに、ダメージ＋1%（最大200%まで）	공격 시 목표의 최대 HP>자신의 HP 시 초과되는 1%당 대미지가 1%씩, 최대 200%까지 증가한다.	เมื่อ​โจมตี​ หาก​ MaxHP​ ของ​เป้าหมาย​มากกว่า​ตัวเอง​ทุกๆ​ 1​ %​ จะ​เพิ่ม​ดา​เม​จ​ขึ้น​ 1%​ โดย​เพิ่ม​ได้​สูงสุด​ 200%​
400015	1	裁决伤害	裁決傷害	Finisher DMG	裁決ダメージ	판결 대미지	ดาเมจชี้ขาด	攻击时，目标每损失1%生命值，提升1.3%伤害	攻擊時，目標每損失1%生命值，提升1.3%傷害	When attacking, increases DMG by 1.3% for every 1% of the target's HP lost.	攻撃時、対象の失った最大HP1%につき、ダメージ＋1.3%	공격 시 목표가 잃은 HP 1%당 대미지가 1.3% 증가한다.	เมื่อ​โจมตี​ ทุกๆ​ ค่า​ HP​ 1%​ ที่​หาย​ไป​ของ​ศัตรู​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 1.3%​
400016	1	愤怒伤害	憤怒傷害	Fury DMG	憤怒ダメージ	분노 대미지	ดาเมจเดือดดาล	攻击时，自己每损失1%生命值，提升1%伤害	攻擊時，自己每損失1%生命值，提升1%傷害	When attacking, increases DMG by 1% for every 1% of this Combatant's HP lost.	攻撃時、1%最大HPを失うごとに、対象に与えるダメージ＋1%	공격 시 자신이 잃은 HP 1%당 대미지가 1% 증가한다.	เมื่อ​โจมตี​ ทุกๆ​ ค่า​ HP​ 1%​ ที่​หาย​ไป​ของ​ตัวเอง​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 1%​
400017	1	强击伤害	強擊傷害	Surge DMG	強撃ダメージ	파워 대미지	ดาเมจรุนแรง	攻击时，自己当前生命值每有1%，提升0.8%伤害	攻擊時，自己當前生命值每有1%，提升0.8%傷害	When attacking, increases DMG by 0.8% for every 1% of this Combatant's current HP.	攻撃時、現在自身のHPの1%につき、ダメージ＋0.8%	공격 시 자신의 현재 HP 1%당 대미지가 0.8% 증가한다.	เมื่อ​โจมตี​ ทุกๆ​ ค่า​ HP​ 1%​ ที่​ตัวเอง​เหลืออยู่​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 0.8%​
400018	1	能量伤害	能量傷害	Energy Strike DMG	エネルギーダメージ	게이지 대미지	ดาเมจพลังงาน	攻击时，目标每有1点SP，提升20%伤害	攻擊時，目標每有1點SP，提升20%傷害	When attacking, increases DMG by 20% for every 1 SP the target has.	攻撃時、対象にあるSP1点につき、ダメージ＋20%	공격 시 목표가 보유한 SP 1포인트당 대미지가 20% 증가한다.	เมื่อ​โจมตี​ ทุกๆ​ ค่า​ SP​ 1​ หน่วย​ที่​เป้าหมาย​มี​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 20%​
400019	1	秘技伤害	秘技傷害	Technique DMG	秘技ダメージ	히든 대미지	ดาเมจสกิลลับ	攻击时，牌库中每有一张自己的技能卡，提升20%伤害	攻擊時，牌庫中每有一張自己的技能卡，提升20%傷害	When attacking, increases DMG by 20% for each of your skill cards in the deck.	攻撃時、デッキにある自身のスキルカード1枚につき、ダメージ＋20%	공격 시 카드 슬롯 안에 있는 자신의 스킬 카드 1장당 대미지가 20% 증가한다.	เมื่อ​โจมตี​ จะ​เพิ่ม​ดา​เม​จ​ 20%​ ต่อ​การ์ด​สกิล​ของ​ตัวเอง​แต่ละ​ใบ​ที่อยู่​ใน​คลัง​การ์ด​
400020	1	间接伤害	間接傷害	Indirect DMG	間接ダメージ	간접 대미지	ดาเมจต่อเนื่อง	只受效果相关属性影响的固定值伤害	只受效果相關屬性影響的固定值傷害	Receives a set amount of DMG based on the effect-related stats.	関連する効果のステータスにしか影響されないダメージ。	해당되는 속성에 영향을 주는 대미지 확정값만 적용된다.	ดา​เม​จ​ DOT​ ที่​ได้รับ​ผลกระทบ​จาก​เอฟเฟกต์​เท่านั้น​
400021	1	纯粹伤害	純粹傷害	Pure DMG	純ダメージ	순수 대미지	ดาเมจเพียว	只受效果相关属性影响的固定值伤害	只受效果相關屬性影響的固定值傷害	Receives a set amount of DMG based on the effect-related stats.	関連する効果のステータスにしか影響されないダメージ。	해당되는 속성에 영향을 주는 대미지 확정값만 적용된다.	ดา​เม​จ​ DOT​ ที่​ได้รับ​ผลกระทบ​จาก​เอฟเฟกต์​เท่านั้น​
500001	1	自爆	自爆	Self-Destruct	自爆	자폭	ระเบิดตนเอง	2回合后会自爆并造成攻击力200%的「蓄能伤害」，「蓄能伤害」：攻击时每拥有1点奥义能量，提升20%伤害	2回合後會自爆並造成攻擊力200%的「蓄能傷害」，「蓄能傷害」：攻擊時每擁有1點奧義能量，提升20%傷害	Explodes after 2 turns, dealing 200% ATK as Energy DMG. Energy DMG: Increases DMG by 20% for each SP possessed when attacking.	2ターン経過後自爆し、攻撃力200%の「蓄能ダメージ」を与える。「蓄能ダメージ」：攻撃時、自身にあるエネルギー1点につき、ダメージ＋20%。	2턴 후 자폭하고 공격력 200%의 「차지 대미지」를 부여한다. 「차지 대미지」: 공격 시 보유한 필살기 게이지 1포인트당 대미지가 20% 증가한다.	หลังจาก​ผ่าน​ไป​ 2​ เทิร์น​ จะ​ระเบิด​ตนเอง​และ​ทำให้เกิด​ [​ดา​เม​จ​ชาร์จ​พลัง​]​ 200%​ ของ​ ATK​ [​ดา​เม​จ​ชาร์จ​พลัง​]:​ เมื่อ​โจมตี​ทุกๆ​ พลังงาน​อัล​ติ​เมท​ 1​ แต้ม​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 20%​
500002	1	自愈	自愈	Self-Healing	自癒	자가치유	รักษาตนเอง	回合结束时，恢复自身最大生命15%的生命值	回合結束時，恢復自身最大生命15%的生命值	At the end of the turn, restores HP based on 15% of this Combatant's max HP.	ターン終了時、自身のHPを最大HP15%回復する。	턴 종료 시 자신의 최대 HP 15%만큼 HP를 회복한다.	เมื่อ​จบ​เทิร์น​ จะ​ฟื้นฟู​ค่า​ HP​ ให้​ตนเอง​ 15%​ ของ​ MaxHP​ ตนเอง​
70000004	1	攻击力提升	攻擊力提升	ATK Boost	攻撃力アップ	공격력 증가	ATK เพิ่มขึ้น	攻击力<color="#f20c68">+20</color>	攻擊力<color="#f20c68">+20</color>	ATK <color="#f20c68">+20</color>	攻撃力<color="#f20c68">＋20</color>	공격력 <color="#f20c68">+20</color>	ATK <color="#f20c68">+20</color>
70000005	1	防御力提升	防禦力提升	DEF Boost	防御力アップ	방어력 증가	DEF เพิ่มขึ้น	防御力<color="#f20c68">+30</color>	防禦力<color="#f20c68">+30</color>	DEF <color=#f20c68>+30</color>	防御力<color="#f20c68">＋30</color>	방어력 <color="#f20c68">+30</color>	DEF <color="#f20c68">+30</color>
70000006	1	生命值提升	生命值提升	HP Boost	最大HPアップ	HP 증가	HP เพิ่มขึ้น	生命值<color="#f20c68">+150</color>	生命值<color="#f20c68">+150</color>	HP <color="#f20c68">+150</color>	HP<color="#f20c68">＋150</color>	HP <color="#f20c68">+150</color>	HP <color="#f20c68">+150</color>
70000007	1	暴击率提升	爆擊率提升	CRIT Rate UP	会心率アップ	크리티컬 확률 증가	อัตราคริติคอลเพิ่มขึ้น	暴击率<color="#f20c68">+4.5%</color>	爆擊率<color="#f20c68">+4.5%</color>	CRIT Rate <color=#f20c68>+4.5%</color>	会心率<color="#f20c68">＋4.5%</color>	크리티컬율 <color="#f20c68">+4.5%</color>	อัตราคริติคอล <color="#f20c68">+4.5%</color>
70000008	1	暴击伤害提升	爆擊傷害提升	CRIT DMG Boost	会心ダメージアップ	크리티컬 대미지 증가	ดาเมจคริติคอลเพิ่มขึ้น	暴击伤害<color="#f20c68">+9%</color>	爆擊傷害<color="#f20c68">+9%</color>	CRIT DMG <color=#f20c68>+9%</color>	会心ダメージ<color="#f20c68">＋9%</color>	크리티컬 대미지 <color="#f20c68">+9%</color>	ดาเมจคริติคอล <color="#f20c68">+9%</color>
70000009	1	暴击率抵抗提升	爆擊率抵抗提升	CRIT RES UP	会心回避率アップ	크리티컬 확률 저항 증가	ต้านทาน​อัต​ราค​ริ​เพิ่มขึ้น​	暴击率抵抗<color="#f20c68">+4.5%</color>	爆擊率抵抗<color="#f20c68">+4.5%</color>	CRIT RES <color=#f20c68>+4.5%</color>	会心回避率<color="#f20c68">＋4.5%</color>	크리티컬율 저항 <color="#f20c68">+4.5%</color>	ต้านทานอัตราคริ <color="#f20c68">+4.5%</color>
70000010	1	暴击伤害抵抗提升	爆擊傷害抵抗提升	CRIT DMG UP	会心ダメージ抵抗率アップ	크리티컬 대미지 저항 증가	ต้านทาน​ดา​เม​จค​ริ​เพิ่มขึ้น​	暴击伤害抵抗<color="#f20c68">+9%</color>	爆擊傷害抵抗<color="#f20c68">+9%</color>	CRIT DMG RES <color=#f20c68>+9%</color>	会心ダメージ抵抗率<color="#f20c68">＋9%</color>	크리티컬 대미지 저항 <color="#f20c68">+9%</color>	ต้านทานดาเมจคริ <color="#f20c68">+9%</color>
70000011	1	穿透率提升	穿透率提升	Armor PEN UP	貫通率アップ	관통률 증가	อัตรา​เจาะ​เกราะ​เพิ่มขึ้น​	穿透率<color="#f20c68">+4.5%</color>	穿透率<color="#f20c68">+4.5%</color>	Armor PEN <color=#f20c68>+4.5%</color>	貫通率<color="#f20c68">＋4.5%</color>	관통률 <color="#f20c68">+4.5%</color>	อัตราเจาะเกราะ <color="#f20c68">+4.5%</color>
70000012	1	忍耐率提升	忍耐率提升	Endurance UP	忍耐率アップ	인내율 증가	อัตราอดทนเพิ่มขึ้น	忍耐率<color="#f20c68">+8%</color>	忍耐率<color="#f20c68">+8%</color>	Endurance <color=#f20c68>+8%</color>	忍耐率<color="#f20c68">＋8%</color>	인내율 <color="#f20c68">+8%</color>	อัตราอดทน <color="#f20c68">+8%</color>
70000013	1	造成治疗提升	造成治療提升	Healing Boost	与回復効果アップ	부여하는 치유 증가	สร้างการฟื้นฟูเพิ่มขึ้น	造成治疗提升<color="#f20c68">+8%</color>	造成治療提升<color="#f20c68">+8%</color>	Healing Effect <color=#f20c68>+8%</color>	与回復効果アップ<color="#f20c68">＋8%</color>	부여하는 치유 <color="#f20c68">+8%</color>	สร้าง​การฟื้นฟู​เพิ่มขึ้น​ <color="#f20c68">+8%</color>​
70000014	1	受到治疗提升	受到治療提升	Received Healing UP	被回復効果アップ	적용되는 치유 증가	ได้รับการฟื้นฟูเพิ่มขึ้น	受到治疗提升<color="#f20c68">+8%</color>	受到治療提升<color="#f20c68">+8%</color>	Healing Received <color=#f20c68>+8%</color>	被回復効果アップ<color="#f20c68">＋8%</color>	적용되는 치유 <color="#f20c68">+8%</color>	ได้รับ​การฟื้นฟู​เพิ่มขึ้น​ <color="#f20c68">+8%</color>​
70000015	1	造成护盾提升	造成護盾提升	Shield Effect UP	与シールド耐久アップ	부여하는 실드	สร้างโล่ป้องกันเพิ่มขึ้น	造成护盾提升<color="#f20c68">+8%</color>	造成護盾提升<color="#f20c68">+8%</color>	Shield Effect <color=#f20c68>+8%</color>	与シールド耐久アップ<color="#f20c68">＋8%</color>	부여하는 실드 <color="#f20c68">+8%</color>	สร้าง​โล่​ป้องกัน​เพิ่มขึ้น​ <color="#f20c68">+8%</color>​
70000016	1	受到护盾提升	受到護盾提升	Shield Gained UP	被シールド耐久アップ	적용되는 실드	ได้รับโล่ป้องกันเพิ่มขึ้น	受到护盾提升<color="#f20c68">+8%</color>	受到護盾提升<color="#f20c68">+8%</color>	Shield Gained <color=#f20c68>+8%</color>	被シールド耐久アップ<color="#f20c68">＋8%</color>	적용되는 실드 <color="#f20c68">+8%</color>	ได้รับ​โล่​ป้องกัน​เพิ่มขึ้น​ <color="#f20c68">+8%</color>​
10402001	1	被动	被動	Passive	パッシブ	패시브	พาสซีฟ	回合内自身获得增益或者减益效果，回合结束时，恢复_#num_num_1_1_1_点SP	回合內自身獲得增益或者減益效果，回合結束時，恢復_#num_num_1_1_1_點SP	If this Combatant gains buffs or debuffs during a turn, regenerates _#num_num_1_1_1_ SP at the end of the turn.	1ターンの間、自身にバフ・デバフ効果が付与された場合、ターン終了時、SP＋_#num_num_1_1_1_	턴 동안 버프 또는 디버프 효과를 획득하면 턴 종료 시 SP를 _#num_num_1_1_1_pt 회복한다.	เมื่อ​ได้รับ​บัฟ​หรือ​ดี​บัฟ​ใน​ระหว่าง​เทิร์น​ หลังจาก​จบ​เทิร์น​ จะ​ฟื้นฟู​แต้ม​ SP​ _#num_num_1_1_1_​ แต้ม​
10104001	1	被动	被動	Passive	パッシブ	패시브	พาสซีฟ	回合内生命值没有减少，回合结束时，恢复_#num_num_1_1_1_点SP	回合內生命值沒有減少，回合結束時，恢復_#num_num_1_1_1_點SP	If your HP does not decrease during a turn, restores _#num_num_1_1_1_ SP at the end of the turn.	1ターンの間、HPが減少しなかった場合、ターン終了時、SP＋_#num_num_1_1_1_	턴 동안 HP가 감소하지 않으면 턴 종료 시 SP를 _#num_num_1_1_1_pt 회복한다.	หาก​ค่า​ HP​ ไม่​ลดลง​ใน​ระหว่าง​เทิร์น​ เมื่อ​จบ​เทิร์น​ จะ​ฟื้นฟู​แต้ม​ SP​ _#num_num_1_1_1_​ แต้ม​
10000050	1	被动	被動	Passive	パッシブ	패시브	พาสซีฟ	额外增加三次行动次数	額外增加三次行動次數	Adds three additional action attempts.	追加行動回数＋3	행동 횟수를 3회 추가 획득한다.	เพิ่มจำนวน​การ​ใช้​สกิล​ 3​ ครั้ง​
10000051	1	被动	被動	Passive	パッシブ	패시브	พาสซีฟ	额外增加一次行动次数	額外增加一次行動次數	Adds an additional action attempt.	追加行動回数＋1	행동 횟수를 1회 추가 획득한다.	เพิ่มจำนวน​การ​ใช้​สกิล​ 1​ ครั้ง​
10000052	1	被动	被動	Passive	パッシブ	패시브	พาสซีฟ	额外增加两次行动次数	額外增加兩次行動次數	Adds two additional action attempts.	追加行動回数＋2	행동 횟수를 2회 추가 획득한다.	เพิ่มจำนวน​การ​ใช้​สกิล​ 2​ ครั้ง​
10000053	1	被动	被動	Passive	パッシブ	패시브	พาสซีฟ	每回合开始时，获得50%忍耐率，每次受到伤害，加成值会降低5%	每回合開始時，獲得50%忍耐率，每次受到傷害，加成值會降低5%	At the beginning of each turn, gains 50% Endurance, which decreases by 5% for each hit taken.	毎ターン開始時、忍耐率＋50%。ダメージを受けるたびに、忍耐率アップ効果が5%減少する。	매 턴 시작 시 인내율을 50% 획득하고, 대미지를 받을 때마다 보너스가 5% 감소한다.	ใน​แต่ละ​เทิร์น​ จะ​ได้รับ​อัตรา​อดทน​ 50%​ ทุกครั้งที่​ได้รับ​ดา​เม​จ​ ค่า​โบนัส​จะ​ลดลง​ 5%​
10000054	1	被动	被動	Passive	パッシブ	패시브	พาสซีฟ	暴击率提升_#num_percent_0_1_1_	爆擊率提升_#num_percent_0_1_1_	Increases CRIT Rate by _#num_percent_0_1_1_.	会心率＋_#num_percent_0_1_1_	크리티컬율 +_#num_percent_0_1_1_	อัต​ราค​ริ​ติ​คอ​ล​เพิ่มขึ้น​ _#num_percent_0_1_1_​
14021055	1	被动	被動	Passive	パッシブ	패시브	พาสซีฟ	每回合开始时，如果自身没有护盾则获得一层攻击力_#num_percent_1_1_1_的护盾	每回合開始時，如果自身沒有護盾則獲得一層攻擊力_#num_percent_1_1_1_的護盾	At the beginning of each turn, if this Combatant has no shield, gains a shield equal to _#num_percent_1_1_1_ of ATK.	毎ターン開始時、自身にシールドがない場合、攻撃力_#num_percent_1_1_1_分のシールドを獲得	매 턴 시작 시, 자신이 실드를 보유하지 않는다면 공격력의 _#num_percent_1_1_1_에 해당하는 실드를 1스택 적용한다.	ใน​แต่ละ​เทิร์น​ หาก​ตนเอง​ไม่​มี​โล่​ป้องกัน​ จะ​ได้รับ​โล่​ป้องกัน​ _#num_percent_1_1_1_​ ของ​ ATK​
104025053	1	被动	被動	Passive	パッシブ	패시브	พาสซีฟ	回合结束时，自身变更为红色情绪	回合結束時，自身變更為紅色情緒	Changes this Combatant's Elemental to Red Pathos at the end of the turn.	ターン終了時、自身がレッドエネルギーになる。	턴 종료 시 자신이 레드 이모션으로 변한다.	เมื่อ​จบ​เทิร์น​ จะ​เปลี่ยน​ตนเอง​เป็น​พา​โธส​สีแดง​
104025054	1	被动	被動	Passive	パッシブ	패시브	พาสซีฟ	回合结束时，自身变更为绿色情绪	回合結束時，自身變更為綠色情緒	Changes this Combatant's Elemental to Green Pathos at the end of the turn.	ターン終了時、自身がグリーンエネルギーになる。	턴 종료 시 자신이 그린 이모션으로 변한다.	เมื่อ​จบ​เทิร์น​ จะ​เปลี่ยน​ตนเอง​เป็น​พา​โธส​สี​เขียว​
104025055	1	被动	被動	Passive	パッシブ	패시브	พาสซีฟ	回合结束时，自身变更为蓝色情绪	回合結束時，自身變更為藍色情緒	Changes this Combatant's Elemental to Blue Pathos at the end of the turn.	ターン終了時、自身がブルーエネルギーになる。	턴 종료 시 자신이 블루 이모션으로 변한다.	เมื่อ​จบ​เทิร์น​ จะ​เปลี่ยน​ตนเอง​เป็น​พา​โธส​สีน้ำเงิน​
104005053	1	被动	被動	Passive	パッシブ	패시브	พาสซีฟ	每次受到治疗效果，攻击力永久提升_#num_percent_1_1_1_	每次受到治療效果，攻擊力永久提升_#num_percent_1_1_1_	Permanently increases ATK by _#num_percent_1_1_1_ each time receiving healing effects.	回復を受けるたびに、攻撃力＋_#num_percent_1_1_1_、戦闘終了まで持続する。	치유 효과를 받을 때마다 공격력이 _#num_percent_1_1_1_ 영구적으로 증가한다.	ทุกครั้งที่​ได้รับ​เอฟเฟกต์​ฟื้นฟู​ จะ​เพิ่ม​ ATK​ _#num_percent_1_1_1_​ ถาวร​
104030053	1	被动	被動	Passive	パッシブ	패시브	พาสซีฟ	攻击时无视目标的增益效果造成伤害	攻擊時無視目標的增益效果造成傷害	Deals DMG ignoring the target's buffs when attacking.	攻撃時、対象のバフ効果に関係なくダメージを与える。	공격 시 목표의 버프 효과를 무시하고 대미지를 부여한다.	เมื่อ​โจมตี​ สร้าง​ดา​เม​จ​แบบ​ไม่​สนใจ​เอฟเฟกต์​บัฟ​ของ​เป้าหมาย​
10701002	1	战斗姿态	戰鬥姿態	Battle Stance	戦闘態勢	전투태세	ฟอร์มการต่อสู้	非奥义技能造成的伤害提升	非奧義技能造成的傷害提升	Increases DMG dealt by non-Ultimate skills.	SP技以外のスキルダメージアップ	필살기를 제외한 스킬의 대미지가 증가한다.	เพิ่ม​ดา​เม​จ​ของ​สกิล​ทุก​ประเภท​ยกเว้น​อัล​ติ​เมท​
5010023	1	箬叶之护	箬葉之護	Foliage Guard	竹葉の加護	대나무의 가호	ใบไผ่พิทักษ์	回合结束时，按全队基础攻击力之和的_#num_percent_0_1_1_回复生命值	回合結束時，按全隊基礎攻擊力之和的_#num_percent_0_1_1_回復生命值	At the end of the turn, restores HP based on _#num_percent_0_1_1_ of the sum of the team's Base ATK.	ターン終了時、自身のHPをチームの合計攻撃力の_#num_percent_0_1_1_分回復する。	턴 종료 시 팀의 기본 공격력 총합의 _#num_percent_0_1_1_에 비례해 HP를 회복한다.	เมื่อ​จบ​เทิร์น​ จะ​ฟื้นฟู​ HP​ ให้​กับ​ฝ่าย​เรา​ทุกคน​ _#num_percent_0_1_1_​ ของ​ค่าเฉลี่ย​ ATK​ พื้นฐาน​ทั้ง​ทีม​
5010032	1	神秘学	神秘學	Mysticism	オカルティズム	신비학	ศาสตร์เร้นลับ	回合结束时，按自身最大生命值的_#num_percent_0_1_2_回复生命值	回合結束時，按自身最大生命值的_#num_percent_0_1_2_回復生命值	At the end of the turn, restores HP based on _#num_percent_0_1_2_ of this Combatant's max HP.	ターン終了時、HPを自身の最大HP_#num_percent_0_1_2_回復する。	턴 종료 시 자신의 최대 HP의 _#num_percent_0_1_2_에 비례해 HP를 회복한다.	เมื่อ​จบ​เทิร์น​ จะ​ฟื้นฟู​ HP​ _#num_percent_0_1_2_​ ของ​ MaxHP​ ตนเอง​
