id	produceId	loopId	triggerId	disappearId	uiTriggerId	showRegisterValue	isWord	bulletId	effectSe	triggerSe	specialIdle	specialIdlePriority	addBuffSwitchController	removeBuffSwitchController	icon	showText	passiveShow	status	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
210207	10300943	0	10300942	0	0		1	0			0	0			16:buff_icon_210207	0		1	烈风	烈風	Gale	烈風	강풍	พายุ
210208	0	30026	30027	0	0		1	0			0	0			16:buff_icon_210208	0		1						
210209	0	30001	0	0	0		1	0			0	0			16:buff_icon_210202	0		1	血魔法	血魔法	Blood Spell	鮮血魔法	혈마법	มนต์โลหิต
210301	0	50004	0	0	0		1	0			201	2			16:buff_icon_210301	0		1	眩晕	眩暈	Stun	スタン	스턴	มึนงง
210302	60003	61003	0	62003	0		1	0			0	0			16:buff_icon_210302	0		1	挑衅	挑釁	Taunt	挑発	도전	ยั่วยุ
210303	60001	61001	0	62001	0		1	0			0	0			16:buff_icon_210303	0		1	沉默	沉默	Silence	沈黙	침묵	ใบ้
210304	20057	0	0	0	0		1	0			0	0			16:buff_icon_210304	0		1	禁止进攻技能	禁止進攻技能	Offensive Block Skills	攻撃スキル使用不可	공격 스킬 금지	ปิดกั้นสกิลโจมตี
210305	20058	0	0	0	0		1	0			0	0			16:buff_icon_210305	0		1	禁止治疗技能	禁止治療技能	Healing Block Skills	回復スキル使用不可	치유 스킬 금지	ปิดกั้นสกิลฟื้นฟู
210306	20059	0	0	0	0		1	0			0	0			16:buff_icon_210306	0		1	禁止增益技能	禁止增益技能	Buff-impairing Skills	バフスキル使用不可	버프 스킬 금지	ปิดกั้นสกิลบัฟ
210307	20060	0	0	0	0		0	0			0	0			16:buff_icon_210307	0		1	禁止减益技能	禁止減益技能	Debuff-impairing Skills	デバフスキル使用不可	디버프 스킬 금지	ปิดกั้นสกิลดีบัฟ
210308	0	20061	0	0	0		0	0			201	2			16:buff_icon_210308	0		1	睡眠	睡眠	Slumber	睡眠	수면	หลับ
210309	0	20062	0	0	0		0	0			0	0			16:buff_icon_210309	0		1	冰封	冰封	Frozen	凍結	빙결	แช่แข็ง
210310	20063	0	0	0	0		0	0			0	0			16:buff_icon_210310	0		1	无法获得奥义能量	無法獲得奧義能量	Unable to receive SP.	SP回復不可。	필살기 게이지를 획득할 수 없다.	ไม่​สามารถ​รับ​พลังงาน​อัล​ติ​เมท​ได้​
210311	0	20064	0	0	0		0	0			0	0			16:buff_icon_210311	0		1	上瘾	上癮	Addiction	依存性	중독	เสพติด
210312	20065	0	0	0	0		0	0			0	0			16:buff_icon_210312	0		1	免疫增益	免疫增益	Immune to Buff	バフ無効	면역 버프	บัฟต้านทาน
210313	20066	0	0	0	0		0	0			0	0			16:buff_icon_210313	0		1	免疫增益属性改写	免疫增益屬性改寫	Immune to Buff	Pending免疫增益属性改写	면역 버프 속성 수정	แก้ไข​คุณสมบัติ​บัฟ​ต้านทาน​
210314	20067	0	0	0	0		0	0			0	0			16:buff_icon_210314	0		1	奥义能量持续扣除	奧義能量持續扣除	Deducts SP over time	SPは継続的に減少する	필살기 게이지 지속 차감	หักลบ​พลังงาน​อัล​ติ​เมท​อย่าง​ต่อเนื่อง​
210315	20068	0	0	0	0		0	0			0	0			16:buff_icon_210315	0		1	只能使用增益技能	只能使用增益技能	Only allowed to use buff skills.	バフスキルのみ使用可能。	버프 스킬만 사용할 수 있다.	ใช้ได้​เพียง​สกิลบัฟ​เท่านั้น​
210316	20069	0	0	0	0		0	0			0	0			16:buff_icon_210316	0		1	只能使用攻击技能	只能使用攻擊技能	Offensive skills only	攻撃スキルのみ発動可能	공격 스킬만 사용	ใช้ได้เพียงสกิลโจมตี
210317	20070	0	0	0	0		0	0			0	0			16:buff_icon_210317	0		1	只能使用治疗技能	只能使用治療技能	Only allowed to use healing skills.	回復スキルのみ使用可能	치유 스킬만 사용할 수 있다.	ใช้ได้​เพียง​สกิล​ฟื้นฟู​เท่านั้น​
210318	20071	0	0	0	0		0	0			0	0			16:buff_icon_210318	0		1	只能使用减益技能	只能使用減益技能	Only allowed to use debuff skills.	デバフスキルのみ使用可能。	디버프 스킬만 사용할 수 있다.	ใช้ได้​เพียง​สกิล​ดี​บัฟ​เท่านั้น​
210319	20072	0	0	0	0		0	0			0	0			16:buff_icon_210319	0		1	感染	感染	Infected	感染	감염	ติดเชื้อ
210320	20073	0	0	0	0		0	0			0	0			16:buff_icon_210320	0		1	无法获得护盾	無法獲得護盾	Unable to receive shield.	シールドが付与されない	실드 획득 불가	ไม่​สามารถ​ได้รับ​โล่​ป้องกัน​
210321	20074	0	0	0	0		0	0			0	0			16:buff_icon_210321	0		1	易伤	易傷	Vulnerability	被ダメージ増加	취약	เปราะบาง
210322	20074	0	0	0	0		0	0			0	0			16:buff_icon_210321	0		1	霜寒	霜寒	Frostgale	フロスト	프로스트	น้ำแข็งเยือก
210323	20074	0	0	0	0		0	0			0	0			16:buff_icon_210323	0		1	霜寒·极	霜寒·極	Frostgale EX	フロスト・極	프로스트·인피티트	น้ำแข็งเยือก·สูงสุด
210401	0	30010	0	0	0		1	0			0	0			16:buff_icon_210401	0		1	伤害扩散	傷害擴散	Spread	ダメージ拡散（与）	대미지 확산	กระจายดาเมจ
210402	0	30010	0	0	0		0	0			0	0			16:buff_icon_210402	0		1	伤害被扩散	傷害被擴散	Dispersed	ダメージ拡散（被）	대미지 전파	ดาเมจถูกกระจาย
210403	0	31010	0	0	0		0	0			0	0			16:buff_icon_210403	0		1	伤害传递	傷害傳遞	Transferal	とばっちり	대미지 공유	ถ่ายทอดดาเมจ
210404	50007	51007	0	0	0		0	0			201	2			16:buff_icon_300014	0		1						
300001	60002	61002	0	62002	0		1	0			0	0			16:buff_icon_300001	0		1	嘲讽	嘲諷	Taunt	挑発	도발	ยั่วยุ
300002	30013	0	0	0	0		1	0			0	0			16:buff_icon_300002	0		1	暴露	暴露	Exposed	暴露	폭로	เปิดช่องโหว่
300003	0	0	0	0	0		1	0			0	0			16:buff_icon_300003	0		1	隐身	隱身	Stealth	不可視	은신	พลางตัว
300004	30014	0	0	0	0		1	0			0	0			16:buff_icon_300004	0		1	守护	守護	Guardian	庇護	수호	คุ้มกัน
300005	30015	0	0	0	0		1	0			0	0			16:buff_icon_300005	0		1	被守护	被守護	Guarded	かばわれる	수호됨	ถูกคุ้มกัน
300006	30016	0	0	0	0		1	0			0	0			16:buff_icon_300006	0		1	反击	反擊	Counterstrike	カウンター	카운터	โต้กลับ
300007	30017	0	0	0	0		1	0			0	0			16:buff_icon_300007	0		1	重击	重擊	Blow	重撃	스매시	อัดกระแทก
300008	30018	0	0	0	0		1	0			0	0			16:buff_icon_300008	0		1	连击	連擊	Combo	連撃	콤보	คอมโบ
300009	30019	0	0	0	0		1	0			0	0			16:buff_icon_300009	0		1	追击	追擊	Pursuit	追撃	추격	โจมตีตาม
300010	0	10200501	0	0	0		1	0			0	0			16:buff_icon_300010	0		1	电痕	電痕	Lightning Mark	電痕	전기자국	ประกายช็อต
300011	30020	0	0	0	0		1	0			0	0			16:buff_icon_300011	0		1	冰霜	冰霜	Frost	氷霜	얼음서리	เกล็ดน้ำแข็ง
300012	0	403162	0	0	0		0	0			0	0			16:buff_icon_102901	0		1	重击	重擊	Blow	重撃	스매시	อัดกระแทก
300013	0	0	0	0	0		0	0			0	0			16:buff_icon_300013	0		1	冰棺	冰棺	Glacier Casket	氷の棺	얼음 관	โรงศพน้ำแข็ง
3000131	0	50010	0	0	0		0	0			0	0			0	0		1						
3000132	0	50011	0	0	0		0	0			0	0			0	0		1						
300014	0	0	0	0	0		0	0			0	0			16:buff_icon_300014	0		1						
300015	0	0	0	0	0		0	0			0	0			16:buff_icon_300015	0		1						
300016	0	0	0	0	0		0	0			0	0			16:buff_icon_300016	0		1						
300017	0	0	0	0	0		0	0			0	0			16:buff_icon_300017	0		1						
300018	0	10800671	0	0	0		1	0			0	0			16:buff_icon_300007	0		1	强化	強化	Enhance	強化	강화	เสริมพลัง
303301	10036	0	0	0	0		1	0			0	0			16:buff_icon_303301	0		1						
303401	10037	0	0	0	0		1	0			0	0			16:buff_icon_303401	0		1						
303501	10038	0	0	0	0		1	0			0	0			16:buff_icon_303501	0		1						
303601	10039	0	0	0	0		1	0			0	0			16:buff_icon_303601	0		1						
303701	10040	0	0	0	0		1	0			0	0			16:buff_icon_303701	0		1						
303801	10041	0	0	0	0		1	0			0	0			16:buff_icon_303801	0		1						
303901	10042	0	0	0	0		1	0			0	0			16:buff_icon_303901	0		1						
304001	10043	0	0	0	0		1	0			0	0			16:buff_icon_304001	0		1						
310214	0	0	0	0	0		0	0			0	0			16:buff_icon_310214	0		1						
310204	0	50002	0	51002	0		1	0			0	0			16:buff_icon_310204	0		1						
310205	0	0	0	0	0		1	0			0	0			16:buff_icon_310205	0		1						
310206	0	0	0	0	0		1	0			0	0			16:buff_icon_310204	0		1						
302301	20027	0	0	0	0		1	0			0	0			16:buff_icon_302301	0		1						
302401	20028	0	0	0	0		1	0			0	0			16:buff_icon_302401	0		1						
302501	20029	0	0	0	0		1	0			0	0			16:buff_icon_302501	0		1						
302601	20030	0	0	0	0		1	0			0	0			16:buff_icon_302601	0		1						
302701	20031	0	0	0	0		1	0			0	0			16:buff_icon_302701	0		1						
302801	20032	0	0	0	0		1	0			0	0			16:buff_icon_302801	0		1						
302901	20033	0	0	0	0		1	0			0	0			16:buff_icon_302901	0		1						
303001	20034	0	0	0	0		1	0			0	0			16:buff_icon_303001	0		1						
303101	20035	0	0	0	0		1	0			0	0			16:buff_icon_303101	0		1						
303201	20036	0	0	0	0		1	0			0	0			16:buff_icon_303201	0		1						
304101	0	30033	0	0	0		0	0			0	0			16:buff_icon_210104	0		1						
340001	0	30031	30032	0	0		0	0			0	0			16:buff_icon_110104	0		1						
340002	0	0	0	0	0		0	0			0	0			16:buff_icon_300009	0		1						
340003	0	0	0	0	0		0	0			0	0			16:buff_icon_300001	0		1						
340004	0	0	0	0	0		0	0			0	0			16:buff_icon_300010	0		1						
340005	0	0	0	0	0		0	0			0	0			16:buff_icon_300009	0		1						
340006	0	0	0	0	0		0	0			0	0			16:buff_icon_300013	0		1						
340007	0	418010551	0	0	0		0	0			0	0			16:buff_icon_101701	0		1						
340008	0		30032	0	0		0	0			0	0			16:buff_icon_110104	0		1						
341001	0			0	0		0	0			0	0			16:buff_icon_300006	0		1						
341002	20074	0	0	0	0		0	0			0	0			16:buff_icon_300008	0		1						
341003	0	0	0	0	0		0	0			0	0			16:buff_icon_101601	0		1						
310022	0	0	0	0	0		0	0			101	1			0	0		1						
310001	30025	0	30025	0	0		1	0			0	0			16:buff_icon_310001	0		1	涂鸦印记	塗鴉印記	Graffiti Mark	落書きマーク	그래피티	ตรากราฟฟิตี
310002	30026	0	30026	0	0		1	0			0	0			16:buff_icon_310002	0		1	工业污染	工業污染	Industrial Pollution	工業汚染	산업오염	มลพิษอุตสาหกรรม
310003	30027	0	30027	0	0		1	0			0	0			16:buff_icon_310003	0		1	美食疗法	美食療法	Food Therapy	美食療法	식이요법	รักษาด้วยอาหาร
310004	30028	0	30028	0	0		1	0			0	0			16:buff_icon_310004	0		1	荣光庇佑	榮光庇佑	Blessing of Glory	栄光庇護	영광의 가호	กาเดี้ยนไลต์
310005	30029	0	30029	0	0		1	0			0	0			16:buff_icon_310005	0		1	纳米护甲	納米護甲	Nano Armor	ナノアーマー	나노 실드	เกราะนาโน
310006	30030	0	30030	0	0		1	0			0	0			16:buff_icon_310006	0		1	军备支援	軍備支援	Military Support	物資支援	군비 지원	สนับสนุนอาวุธ
800601	0	8006551	0	0	0		0	0			0	0			0	0		1						
800602	0	8006552	0	0	0		0	0			0	0			0	0		1						
61101008	0	0	0	0	0		1	0			0	0			0	1		1	加速轮滑	加速輪滑	Hyper Skates	加速度	스케이팅 가속	เสริมความเร็วสเก็ต
61101011	0	0	0	0	0		1	0			0	0			0	1		1	进垒	進壘	Base Running	フォース	진루	เข้าฐาน
61101005	0	0	0	0	0		1	0			0	0			0	1		1	战意高昂	戰意高昂	Fighting Spirit	戦意高揚	드높은 투지	จิตต่อสู้อันสูงส่ง
61101006	0	0	0	0	0		1	0			0	0			0	1		1	清凉解渴	清涼解渴	Chill Quencher	水分補給	갈증 해소	เย็นดับร้อน
61102008	0	0	0	0	0		1	0			0	0			0	1		1	机械秘术	機械秘術	Mecha Art	機械の秘術	머신 미스틱	กลไกลึกลับ
61102007	0	0	0	0	0		1	0			0	0			0	1		1	伊莱克声援	伊萊克聲援	Elik's Support	エレクエール	일렉트릭 서포트	อีลิคซัพพอร์ต
61102011	0	0	0	0	0		1	0			0	0			0	1		1	护卫	護衛	Safeguard	ガード	가드	พิทักษ์คาบสมุทร
61102001	0	0	0	0	0		1	0			0	0			0	1		1	星星炮	星星炮	Galaxy Gun	スターシューター	스타 캐논	ปืนใหญ่ดวงดาว
61102021	0	0	0	0	0		1	0			0	0			0	1		1	贴身服务	貼身服務	Personal Service	パーソナルサービス	밀착 서비스	บริการเฉพาะคุณ
61103008	0	0	0	0	0		1	0			0	0			0	1		1	雨后初晴	雨後初晴	Sunshine After Rain	雨のち晴れ	비 온 뒤 맑음	ฟ้าหลังฝน
61103002	0	0	0	0	0		1	0			0	0			0	1		1	秘境仙铃	秘境仙鈴	Mystery Bell	フェアリーベル	신비한 방울	กระดิ่งลึกลับ
61103007	0	0	0	0	0		1	0			0	0			0	1		1	春日歌	春日歌	Melody of Spring	春歌	봄의 노래	ทำนองใบไม้ผลิ
61103019	0	0	0	0	0		1	0			0	0			0	1		1	呓语	囈語	Dream Whisper	ねごと	잠꼬대	เสียงเพ้อ
61103021	0	0	0	0	0		1	0			0	0			0	1		1	暖心服侍	暖心服侍	Heartfelt Care	おもてなし	따뜻한 서비스	บริการแสนอบอุ่น
61104003	0	0	0	0	0		1	0			0	0			0	1		1	徒手格斗	徒手格鬥	Fist Fight	丸腰	맨손 격투	ต่อสู้ด้วยมือเปล่า
61104005	0	0	0	0	0		1	0			0	0			0	1		1	午时将至	午時將至	High Noon	ハイヌーン	애프터눈	ลางแห่งเที่ยงวัน
61104001	0	0	0	0	0		1	0			0	0			0	1		1	无烬	無燼	Eternal Blaze	残忍	무신	เพลิงนิรันดร์
61104008	0	0	0	0	0		1	0			0	0			0	1		1	医检	醫檢	Medical Checkup	医療検査	건강 검진	ตรวจรักษา
61105008	0	0	0	0	0		1	0			0	0			0	1		1	暗流	暗流	Undercurrent	暗流	암류	กระแสใต้น้ำ
61105001	0	0	0	0	0		1	0			0	0			0	1		1	勃然奋励	勃然奮勵	Relentless Boost	奮起	자기 격려	พลังฮึกเหิม
61105002	0	0	0	0	0		1	0			0	0			0	1		1	纠察有方	糾察有方	Discipline Master	清き正しく	능숙한 조사	รักษาความสงบ
61105006	0	0	0	0	0		1	0			0	0			0	1		1	海上冒险者	海上冒險者	Ocean Voyager	海上の冒険者	바다 모험가	นักผจญภัยท้องทะเล
61106008	0	0	0	0	0		1	0			0	0			0	1		1	纯真心愿	純真心願	Innocent Wish	純粋な願い	순수한 소원	ปรารถนาบริสุทธิ์
61106001	0	0	0	0	0		1	0			0	0			0	1		1	大吃一斤	大吃一斤	Big Bag Bash	がつがつ	크게 한입	จัดหนักจัดเต็ม
61106002	0	0	0	0	0		1	0			0	0			0	1		1	百宝	百寶	Treasure Trove	百宝	수많은 보물	ร้อยสมบัติ
61106010	0	0	0	0	0		1	0			0	0			0	1		1	鸭鸭的嘲笑	鴨鴨的嘲笑	Quacking Taunt	嘲笑	오리는 꽥꽥	เสียงหัวเราะเจ้าเป็ด
61107008	0	0	0	0	0		1	0			0	0			0	1		1	等候时机	等候時機	Seize the Moment	タイミングキャッチ	기회 포착	รอคอยโอกาส
61107001	0	0	0	0	0		1	0			0	0			0	1		1	开拓	開拓	Trailblazer	開拓	개척	ผู้บุกเบิก
61107005	0	0	0	0	0		1	0			0	0			0	1		1	雪地护具	雪地護具	Snowboard Protective Gear	スノーギア	보드용품	เกราะป้องกันหิมะ
61108008	0	0	0	0	0		1	0			0	0			0	1		1	弱点定位	弱點定位	Weak Spot Finder	弱点ロックオン	약점 포착	ตรวจจับจุดอ่อน
61108001	0	0	0	0	0		1	0			0	0			0	1		1	自主运算	自主運算	Independent Processing	自主運算	자율 연산	ประมวลผลอิสระ
61108006	0	0	0	0	0		1	0			0	0			0	1		1	力场加固	力場加固	Field Reinforcement	フィールド固化	역장 강화	สนามพลังงาน
61108004	0	0	0	0	0		1	0			0	0			0	1		1	真理眷顾	真理眷顧	Gift of Truth	真理のまなざし	진리를 찾아서	พรแห่งสัจธรรม
61109008	0	0	0	0	0		1	0			0	0			0	1		1	和声	和聲	Power Chord	ハーモニー	하모니	พาวเวอร์คอร์ด
61110008	0	0	0	0	0		1	0			0	0			0	1		1	生存法则	生存法則	Thrive or Die	生存のルール	생존 법칙	กฎแห่งการอยู่รอด
61111008	0	0	0	0	0		1	0			0	0			0	1		1	暗局	暗局	Dark Match	暗黙	어둠의 국면	กลเกมมืด
61111002	0	0	0	0	0		1	0			0	0			0	1		1	霜冻	霜凍	Permafrost	凍結	서리	หิมะเยือกแข็ง
61112008	0	0	0	0	0		1	0			0	0			0	1		1	光彩重现	光彩重現	Glamor Returns	蘇りし光彩	영광의 재현	แสงคืนประกาย
61112002	0	0	0	0	0		1	0			0	0			0	1		1	雪之庇佑	雪之庇佑	Snow's Embrace	雪の加護	눈의 가호	พรแห่งหิมะ
61113008	0	0	0	0	0		1	0			0	0			0	1		1	点染	點染	Artisan's Touch	点染	붓질	จุดไฟ
61113001	0	0	0	0	0		1	0			0	0			0	1		1	灼心	灼心	Blazing Soul	灼心	타오르는 마음	เพลิงที่ลุกโชน
61114008	0	0	0	0	0		1	0			0	0			0	1		1	逐真	逐真	Path to Truth	逐真	진실을 찾아	วิถีความจริง
61114001	0	0	0	0	0		1	0			0	0			0	1		1	覆雪	覆雪	Shrouded in Snow	覆雪	적설	หิมะปกคลุม
61115008	0	0	0	0	0		1	0			0	0			0	1		1	无畏	無畏	Dauntless	無畏	용맹	ไร้ความกลัว
61117008	0	0	0	0	0		1	0			0	0			0	1		1	命运之佑	命運之佑	Blessing of Destiny	運命の加護	운명의 가호	โชคชะตาคุ้มครอง
61121008	0	0	0	0	0		1	0			0	0			0	1		1	耻辱	恥辱	Bane of Honor	恥辱	치욕	ตราบาป
61127008	0	0	0	0	0		1	0			0	0			0	1		1	灵能共振	靈能共振	Psychic Resonance	霊能共振	영혼 공명	สะท้อนวิญญาณ
61130008	0	0	0	0	0		1	0			0	0			0	1		1	底城主场	底城主場	Rogue's Haven	アウェー有利	언더 월드	ฐานเมืองใต้ดิน
61131008	0	0	0	0	0		1	0			0	0			0	1		1	血月之夜	血月之夜	Crimson Nightfall	ブラッディムーンナイト	홍월의 밤	คืนแห่งบลัดมูน
61904001	0	0	0	0	0		1	0			0	0			0	1		1	兴奋毒素	興奮毒素	Frenzy Toxin	興奮毒素	엑시토 톡신	พิษกระตุ้น
61904002	0	0	0	0	0		1	0			0	0			0	1		1	感同身受	感同身受	Shared Senses	共感	벅찬 감동	ห้วงคำนึง
61904005	0	0	0	0	0		1	0			0	0			0	1		1	一心	一心	Synced Spirit	一心	한마음	ใจหนึ่งเดียว
61904006	0	0	0	0	0		1	0			0	0			0	1		1	重伤	重傷	Mortal Wound	重傷	중상	บาดเจ็บหนัก
61904009	0	0	0	0	0		1	0			0	0			0	1		1	魔术手	魔術手	Magic Hands	マジックハンド	매직 핸드	มือมายากล
61904010	0	0	0	0	0		1	0			0	0			0	1		1	寻衅滋事	尋釁滋事	Trouble Seeker	大暴れ	도발의 즐거움	สร้างความวุ่นวาย
61904014	0	0	0	0	0		1	0			0	0			0	1		1	同化	同化	Sweet Sync	同化	동기화	ผสมกลมกลืน
61904015	0	0	0	0	0		1	0			0	0			0	1		1	堆叠	堆疊	Stacking Up	積み重ね	누적	สะสมซ้อน
61904020	0	0	0	0	0		1	0			0	0			0	1		1	趁人之危	趁人之危	Predatory Pounce	付け込む	위기 속 기회	ฉกฉวยโอกาส
61904022	0	0	0	0	0		1	0			0	0			0	1		1	病毒肆意	病毒肆意	Plague Unleashed	ウイルス	바이러스 폭주	แพร่โรคระบาด
61904025	0	0	0	0	0		1	0			0	0			0	1		1	坚守	堅守	Noble Stand	守る抜く	굳건한 수호	ยืนหยัด
61904026	0	0	0	0	0		1	0			0	0			0	1		1	护卫	護衛	Safeguard	ガード	가드	พิทักษ์คาบสมุทร
61904031	0	0	0	0	0		1	0			0	0			0	1		1	钢铁之躯	鋼鐵之軀	Steelforged Stance	鋼鉄の体	아이언 바디	กายาเหล็ก
61904033	0	0	0	0	0		1	0			0	0			0	1		1	能源充足	能源充足	Power Overflow	フルエネルギー	에너지 풀 차지	พลังงานล้นเหลือ
61904034	0	0	0	0	0		1	0			0	0			0	1		1	羊群效应	羊群效應	Herd Behavior	群集心理	집단 효과	เอฟเฟกต์ฝูงแกะ
61904041	0	0	0	0	0		1	0			0	0			0	1		1	疯狂	瘋狂	Crimson Mania	狂気	광폭화	บ้าคลั่ง
61904043	0	0	0	0	0		1	0			0	0			0	1		1	强电流	強電流	Mega Volt	強電流	전력 과부하	กระแสไฟฟ้า
61908002	0	0	0	0	0		1	0			0	0			0	1		1	渴血	渴血	Bloodthirst	血への渇き	피의 갈망	กระหายเลือด
61103006	0	0	0	0	0		1	0			0	0			0	1		1	断罪	斷罪	Judgement	断罪	단죄	นักโทษ
61105004	0	0	0	0	0		1	0			0	0			0	1		1	正义加护	正義加護	Justice's Blessing	正義の加護	정의의 가호	โล่ความยุติธรรม
61106009	0	0	0	0	0		1	0			0	0			0	1		1	猫猫快援团	貓貓快援團	Cat Fan Club	にゃんこ応援団	냥냥 지원군	แมวรัตติกาล
61107010	0	0	0	0	0		1	0			0	0			0	1		1	循势而行	循勢而行	Go With The Flow	勢いに順ずる	본능적으로	วิถีแห่งกระแส
61129008	0	0	0	0	0		1	0			0	0			0	1		1	花骸洗尘	花骸洗塵	Floral Cleanse	花骸の洗礼	플라워 리버스	ดอกไม้ชำระล้าง
61116001	0	0	0	0	0		1	0			0	0			0	1		1	雪之祝祷	雪之祝禱	Winter's Grace	雪の祝祷	눈의 가호	พรหิมะขาว
61137008	0	0	0	0	0		1	0			0	0			0	1		1	帽子戏法	帽子戲法	Hat Trick	ハットトリック	해트트릭	แฮตทริก
61129001	0	0	0	0	0		1	0			0	0			0	1		1	恶魔之友	惡魔之友	Devil's Hand	悪魔の友	악마의 친구	สหายปีศาจ
61140008	0	0	0	0	0		1	0			0	0			0	1		1	血色荆棘	血色荊棘	Scarlet Thorn	血の茨	피 묻은 가시	หนามสีโลหิต
61167008	20018	0	0	0	0		1	0			0	0			16:buff_icon_201801	0		1	爪痕	爪痕	Claw Marks	爪痕	발톱의 흔적	รอยกรงเล็บ
61167018	10001	0	0	0	0		1	0			0	0			16:buff_icon_100101	0		1	极限突破	極限突破	Limit Break	限界突破	극한 돌파	ทะลวงขีดจำกัด
70000001	0	0	0	0	0		1	0			0	0			0	1		1	攻击力提升	攻擊力提升	ATK Boost	攻撃力アップ	공격력 증가	ATK เพิ่มขึ้น
70000002	0	0	0	0	0		1	0			0	0			0	1		1	防御力提升	防禦力提升	DEF Boost	防御力アップ	방어력 증가	DEF เพิ่มขึ้น
70000003	0	0	0	0	0		1	0			0	0			0	1		1	生命值提升	生命值提升	HP Boost	最大HPアップ	HP 증가	HP เพิ่มขึ้น
70000004	0	0	0	0	0		1	0			0	0			0	1		1	羁绊：攻击力提升	羈絆：攻擊力提升	Assist: ATK UP	キズナ：攻撃力アップ	연계: 공격력 증가	สายสัมพันธ์​:​ ATK​ เพิ่มขึ้น​
70000005	0	0	0	0	0		1	0			0	0			0	1		1	羁绊：防御力提升	羈絆：防禦力提升	Assist: DEF UP	キズナ：防御力アップ	연계: 방어력 증가	สายสัมพันธ์​:​ DEF​ เพิ่มขึ้น​
70000006	0	0	0	0	0		1	0			0	0			0	1		1	羁绊：生命值提升	羈絆：生命值提升	Assist: HP UP	キズナ：HPアップ	연계: HP 증가	สายสัมพันธ์​:​ HP​ เพิ่มขึ้น​
70000007	0	0	0	0	0		1	0			0	0			0	1		1	羁绊：暴击率提升	羈絆：爆擊率提升	Assist: CRIT Rate UP	キズナ：会心率アップ	연계: 크리티컬율 증가	สายสัมพันธ์​:​ อัต​ราค​ริ​ติ​คอ​ล​เพิ่มขึ้น​
70000008	0	0	0	0	0		1	0			0	0			0	1		1	羁绊：暴击伤害提升	羈絆：爆擊傷害提升	Assist: CRIT DMG UP	キズナ：会心ダメージアップ	연계: 크리티컬 대미지 증가	สายสัมพันธ์​:​ ดา​เม​จค​ริ​ติ​คอ​ล​เพิ่มขึ้น​
70000009	0	0	0	0	0		1	0			0	0			0	1		1	羁绊：暴击率抵抗提升	羈絆：爆擊率抵抗提升	Assist: CRIT RES UP	キズナ：会心回避率アップ	연계: 크리티컬율 저항 증가	สายสัมพันธ์​:​ ต้านทาน​อัต​ราค​ริ​เพิ่มขึ้น​
70000010	0	0	0	0	0		1	0			0	0			0	1		1	羁绊：暴击伤害抵抗提升	羈絆：爆擊傷害抵抗提升	Assist: CRIT DMG RES UP	キズナ：会心ダメージ抵抗率アップ	연계: 크리티컬 대미지 저항 증가	สายสัมพันธ์​:​ ต้านทาน​ดา​เม​จค​ริ​เพิ่มขึ้น​
70000011	0	0	0	0	0		1	0			0	0			0	1		1	羁绊：穿透率提升	羈絆：穿透率提升	Assist: Armor PEN UP	キズナ：貫通率アップ	연계: 관통률 증가	สายสัมพันธ์​:​ อัตรา​เจาะ​เกราะ​เพิ่มขึ้น​
70000012	0	0	0	0	0		1	0			0	0			0	1		1	羁绊：忍耐率提升	羈絆：忍耐率提升	Assist: Endurance UP	キズナ：忍耐率アップ	연계: 인내율 증가	สายสัมพันธ์​:​ อัตรา​อดทน​เพิ่มขึ้น​
70000013	0	0	0	0	0		1	0			0	0			0	1		1	羁绊：造成治疗提升	羈絆：造成治療提升	Assist: Healing UP	キズナ：与回復効果アップ	연계: 부여하는 치유	สายสัมพันธ์​:​ สร้าง​การฟื้นฟู​เพิ่มขึ้น​
70000014	0	0	0	0	0		1	0			0	0			0	1		1	羁绊：受到治疗提升	羈絆：受到治療提升	Assist: Healing Received UP	キズナ：被回復効果アップ	연계: 적용되는 치유	สายสัมพันธ์​:​ ได้รับ​การฟื้นฟู​เพิ่มขึ้น​
70000015	0	0	0	0	0		1	0			0	0			0	1		1	羁绊：造成护盾提升	羈絆：造成護盾提升	Assist: Shield Effect UP	キズナ：与シールド耐久アップ	연계: 부여하는 실드 증가	สายสัมพันธ์​:​ โล่​ป้อง​กันที่​สร้าง​เพิ่มขึ้น​
70000016	0	0	0	0	0		1	0			0	0			0	1		1	羁绊：受到护盾提升	羈絆：受到護盾提升	Assist: Shield Received UP	キズナ：被シールド耐久アップ	연계: 적용되는 실드	สายสัมพันธ์​:​ โล่​ป้อง​กันที่​ได้รับ​เพิ่มขึ้น​
70000017	0	0	0	0	0		1	0			0	0			0	1		1	猫球：攻击力提升	貓球：攻擊力提升	Cato: ATK UP	ガト：攻撃力アップ	냥냥볼: 공격력 증가	แคทบอล: ATK เพิ่มขึ้น
70000018	0	0	0	0	0		1	0			0	0			0	1		1	猫球：防御力提升	貓球：防禦力提升	Cato: DEF UP	ガト：防御力アップ	냥냥볼: 방어력 증가	แคทบอล: DEF เพิ่มขึ้น
70000019	0	0	0	0	0		1	0			0	0			0	1		1	猫球：生命值提升	貓球：生命值提升	Cato: HP UP	ガト：最大HPアップ	냥냥볼: HP 증가	แคทบอล: HP เพิ่มขึ้น
