index	buffId	star	crowdControl	buffConditionPara	stackTime	buffEndPara	triggerCdNum	round	stackingMax	status
110101301_1	110101301	1						999	10	1
110101301_2	110101301	2						999	10	1
110101301_3	110101301	3						999	10	1
110101301_4	110101301	4						999	10	1
110101301_5	110101301	5						999	10	1
110101301_6	110101301	6						999	10	1
110101301_7	110101301	7						999	10	1
110101302_1	110101302	1					1	999	1	1
110101302_2	110101302	2					1	999	1	1
110101302_3	110101302	3					1	999	1	1
110101302_4	110101302	4					1	999	1	1
110101302_5	110101302	5					1	999	1	1
110101302_6	110101302	6					1	999	1	1
110101302_7	110101302	7					1	999	1	1
110101303_1	110101303	1					1	999	1	1
110101304_1	110101304	1						999	1	1
101054051_1	101054051	1						2	1	1
101055051_1	101055051	1						2	1	1
99999991_1	99999991	1						999	1	1
99999972_1	99999972	1		99999982,0			1	999	1	1
99999982_1	99999982	1					1	2	1	1
99999992_1	99999992	1					1	999	1	1
99999993_1	99999993	1		1			1	999	1	1
99999994_1	99999994	1		1			1	999	1	1
99999984_1	99999984	1					1	999	1	1
99999995_1	99999995	1					1	999	1	1
99999985_1	99999985	1					1	1	10	1
99999996_1	99999996	1		3		3	1	999	1	1
99999986_1	99999986	1					2	999	1	1
99999976_1	99999976	1					2	999	1	1
104023051_1	104023051	1						2	1	1
104023052_1	104023052	1						2	1	1
141100501_1	141100501	1						999	2	1
141101251_1	141101251	1						2	1	1
1010008_1	1010008	1					1	999	99	1
1010009_1	1010009	1					1	999	10	1
1010010_1	1010010	1					3	999	1	1
1010011_1	1010011	1					1	999	1	1
1010012_1	1010012	1					2	999	1	1
1010013_1	1010013	1					1	999	1	1
1010014_1	1010014	1					1	999	1	1
1010015_1	1010015	1					1	999	1	1
1010016_1	1010016	1					1	1	1	1
1010019_1	1010019	1					1	999	1	1
1010020_1	1010020	1					1	1	1	1
1010021_1	1010021	1					1	1	1	1
1010022_1	1010022	1					1	999	1	1
1010023_1	1010023	1					1	999	15	1
1010024_1	1010024	1					1	999	1	1
1010025_1	1010025	1					1	999	1	1
1010028_1	1010028	1					1	1	1	1
1010029_1	1010029	1					1	999	1	1
1010030_1	1010030	1					1	999	1	1
1010031_1	1010031	1						2	1	1
1010032_1	1010032	1						2	1	1
1010033_1	1010033	1						999	1	1
1010034_1	1010034	1						1	1	1
1010035_1	1010035	1						1	1	1
1010036_1	1010036	1						1	1	1
5010001_1	5010001	1						999	1	1
5010001_2	5010001	2						999	1	1
5010001_3	5010001	3						999	1	1
5010001_4	5010001	4						999	1	1
50100010_1	50100010	1					1	1	1	1
50100010_2	50100010	2					1	1	1	1
50100010_3	50100010	3					1	1	1	1
50100010_4	50100010	4					1	1	1	1
5010002_1	5010002	1						999	1	1
5010002_2	5010002	2						999	1	1
5010002_3	5010002	3						999	1	1
5010002_4	5010002	4						999	1	1
50100020_1	50100020	1					1	1	1	1
50100020_2	50100020	2					1	1	1	1
50100020_3	50100020	3					1	1	1	1
50100020_4	50100020	4					1	1	1	1
5010003_1	5010003	1						999	1	1
5010003_2	5010003	2						999	1	1
5010003_3	5010003	3						999	1	1
5010003_4	5010003	4						999	1	1
50100030_1	50100030	1					1	1	1	1
50100030_2	50100030	2					1	1	1	1
50100030_3	50100030	3					1	1	1	1
50100030_4	50100030	4					1	1	1	1
5010004_1	5010004	1						999	1	1
5010004_2	5010004	2						999	1	1
5010004_3	5010004	3						999	1	1
5010004_4	5010004	4						999	1	1
50100040_1	50100040	1					1	1	1	1
50100040_2	50100040	2					1	1	1	1
50100040_3	50100040	3					1	1	1	1
50100040_4	50100040	4					1	1	1	1
5010005_1	5010005	1						999	1	1
5010005_2	5010005	2						999	1	1
5010005_3	5010005	3						999	1	1
5010005_4	5010005	4						999	1	1
50100050_1	50100050	1					1	1	1	1
50100050_2	50100050	2					1	1	1	1
50100050_3	50100050	3					1	1	1	1
50100050_4	50100050	4					1	1	1	1
5010006_1	5010006	1						999	1	1
5010006_2	5010006	2						999	1	1
5010006_3	5010006	3						999	1	1
5010006_4	5010006	4						999	1	1
50100060_1	50100060	1					1	1	1	1
50100060_2	50100060	2					1	1	1	1
50100060_3	50100060	3					1	1	1	1
50100060_4	50100060	4					1	1	1	1
5010007_1	5010007	1						999	1	1
5010007_2	5010007	2						999	1	1
5010007_3	5010007	3						999	1	1
5010007_4	5010007	4						999	1	1
50100070_1	50100070	1					1	1	1	1
50100070_2	50100070	2					1	1	1	1
50100070_3	50100070	3					1	1	1	1
50100070_4	50100070	4					1	1	1	1
5010008_1	5010008	1						999	1	1
5010008_2	5010008	2						999	1	1
5010008_3	5010008	3						999	1	1
5010008_4	5010008	4						999	1	1
50100080_1	50100080	1					1	1	1	1
50100080_2	50100080	2					1	1	1	1
50100080_3	50100080	3					1	1	1	1
50100080_4	50100080	4					1	1	1	1
5010009_1	5010009	1						999	1	1
5010009_2	5010009	2						999	1	1
5010009_3	5010009	3						999	1	1
5010009_4	5010009	4						999	1	1
50100090_1	50100090	1					1	1	1	1
50100090_2	50100090	2					1	1	1	1
50100090_3	50100090	3					1	1	1	1
50100090_4	50100090	4					1	1	1	1
5010010_1	5010010	1						999	1	1
5010010_2	5010010	2						999	1	1
5010010_3	5010010	3						999	1	1
5010010_4	5010010	4						999	1	1
50100100_1	50100100	1					1	1	1	1
50100100_2	50100100	2					1	1	1	1
50100100_3	50100100	3					1	1	1	1
50100100_4	50100100	4					1	1	1	1
5010011_1	5010011	1						1	1	1
50100111_1	50100111	1						2	1	1
50100112_1	50100112	1						2	1	1
50100113_1	50100113	1						2	1	1
5010012_1	5010012	1						2	1	1
50100121_1	50100121	1						2	1	1
50100122_1	50100122	1						2	1	1
50100123_1	50100123	1						2	1	1
5010013_1	5010013	1						2	1	1
50100131_1	50100131	1						2	1	1
50100132_1	50100132	1						2	1	1
50100133_1	50100133	1						2	1	1
5010014_1	5010014	1						2	1	1
50100141_1	50100141	1						2	1	1
50100142_1	50100142	1						2	1	1
50100143_1	50100143	1						2	1	1
5010015_1	5010015	1						2	1	1
50100151_1	50100151	1						2	1	1
50100152_1	50100152	1						2	1	1
50100153_1	50100153	1						2	1	1
5010016_1	5010016	1						999	1	1
5010017_1	5010017	1						2	1	1
50100171_1	50100171	1						2	1	1
50100172_1	50100172	1						2	1	1
50100173_1	50100173	1						2	1	1
5010018_1	5010018	1						2	1	1
50100181_1	50100181	1						2	1	1
50100182_1	50100182	1						2	1	1
50100183_1	50100183	1						2	1	1
5010019_1	5010019	1						2	1	1
50100191_1	50100191	1						2	1	1
50100192_1	50100192	1						2	1	1
50100193_1	50100193	1						2	1	1
5010020_1	5010020	1						2	1	1
50100201_1	50100201	1						2	1	1
50100202_1	50100202	1						2	1	1
50100203_1	50100203	1						2	1	1
5010021_1	5010021	1						2	1	1
50100211_1	50100211	1						2	1	1
50100212_1	50100212	1						2	1	1
50100213_1	50100213	1						2	1	1
5010022_1	5010022	1						2	1	1
50100221_1	50100221	1						2	1	1
50100222_1	50100222	1						2	1	1
50100223_1	50100223	1						2	1	1
5010023_1	5010023	1						2	1	1
50100231_1	50100231	1						2	1	1
50100232_1	50100232	1						2	1	1
50100233_1	50100233	1						2	1	1
5010024_1	5010024	1						2	1	1
50100241_1	50100241	1						2	1	1
50100242_1	50100242	1						2	1	1
50100243_1	50100243	1						2	1	1
108010001_1	108010001	1					1	999	1	1
108010002_1	108010002	1					1	4	1	1
108010003_1	108010003	1				108010004	1	999	5	1
108010004_1	108010004	1		2			999	3	1	1
108010005_1	108010005	1					1	999	1	1
5010025_1	5010025	1						9999	1	1
5010025_2	5010025	2						9999	1	1
5010025_3	5010025	3						9999	1	1
5010025_4	5010025	4						9999	1	1
50100250_1	50100250	1						1	1	1
50100250_2	50100250	2						1	1	1
50100250_3	50100250	3						1	1	1
50100250_4	50100250	4						1	1	1
50100251_1	50100251	1						1	1	1
50100251_2	50100251	2						1	1	1
50100251_3	50100251	3						1	1	1
50100251_4	50100251	4						1	1	1
5010026_1	5010026	1						9999	1	1
5010026_2	5010026	2						9999	1	1
5010026_3	5010026	3						9999	1	1
5010026_4	5010026	4						9999	1	1
50100260_1	50100260	1					1	9999	1	1
50100260_2	50100260	2					1	9999	1	1
50100260_3	50100260	3					1	9999	1	1
50100260_4	50100260	4					1	9999	1	1
5010027_1	5010027	1		2			1	9999	1	1
5010027_2	5010027	2		2			1	9999	1	1
5010027_3	5010027	3		2			1	9999	1	1
5010027_4	5010027	4		2			1	9999	1	1
50100270_1	50100270	1					1	1	1	1
50100270_2	50100270	2					1	1	1	1
50100270_3	50100270	3					1	1	1	1
50100270_4	50100270	4					1	1	1	1
50100271_1	50100271	1						1	3	1
50100271_2	50100271	2						1	3	1
50100271_3	50100271	3						1	3	1
50100271_4	50100271	4						1	3	1
5010028_1	5010028	1					1	9999	1	1
5010028_2	5010028	2					1	9999	1	1
5010028_3	5010028	3					1	9999	1	1
5010028_4	5010028	4					1	9999	1	1
50100280_1	50100280	1					1	1	1	1
50100280_2	50100280	2					1	1	1	1
50100280_3	50100280	3					1	1	1	1
50100280_4	50100280	4					1	1	1	1
50100281_1	50100281	1						9999	3	1
50100281_2	50100281	2						9999	3	1
50100281_3	50100281	3						9999	3	1
50100281_4	50100281	4						9999	3	1
5010029_1	5010029	1						9999	1	1
5010029_2	5010029	2						9999	1	1
5010029_3	5010029	3						9999	1	1
5010029_4	5010029	4						9999	1	1
50100290_1	50100290	1					1	1	1	1
50100290_2	50100290	2					1	1	1	1
50100290_3	50100290	3					1	1	1	1
50100290_4	50100290	4					1	1	1	1
50100291_1	50100291	1						1	3	1
50100291_2	50100291	2						1	3	1
50100291_3	50100291	3						1	3	1
50100291_4	50100291	4						1	3	1
5010030_1	5010030	1						1	1	1
5010030_2	5010030	2						1	1	1
5010030_3	5010030	3						1	1	1
5010030_4	5010030	4						1	1	1
50100301_1	50100301	1					1	9999	1	1
50100301_2	50100301	2					1	9999	1	1
50100301_3	50100301	3					1	9999	1	1
50100301_4	50100301	4					1	9999	1	1
5010031_1	5010031	1						3	1	1
5010031_2	5010031	2						3	1	1
5010031_3	5010031	3						3	1	1
5010031_4	5010031	4						3	1	1
50100311_1	50100311	1					1	1	1	1
50100311_2	50100311	2					1	1	1	1
50100311_3	50100311	3					1	1	1	1
50100311_4	50100311	4					1	1	1	1
5010032_1	5010032	1						3	1	1
5010032_2	5010032	2						3	1	1
5010032_3	5010032	3						3	1	1
5010032_4	5010032	4						3	1	1
50100321_1	50100321	1					1	1	1	1
50100321_2	50100321	2					1	1	1	1
50100321_3	50100321	3					1	1	1	1
50100321_4	50100321	4					1	1	1	1
5010033_1	5010033	1		4			1	9999	1	1
5010033_2	5010033	2		4			1	9999	1	1
5010033_3	5010033	3		4			1	9999	1	1
5010033_4	5010033	4		4			1	9999	1	1
50100330_1	50100330	1					1	1	1	1
50100330_2	50100330	2					1	1	1	1
50100330_3	50100330	3					1	1	1	1
50100330_4	50100330	4					1	1	1	1
50100331_1	50100331	1						9999	3	1
50100331_2	50100331	2						9999	3	1
50100331_3	50100331	3						9999	3	1
50100331_4	50100331	4						9999	3	1
5010034_1	5010034	1		0.3			3	9999	1	1
5010034_2	5010034	2		0.4			3	9999	1	1
5010034_3	5010034	3		0.6			3	9999	1	1
5010034_4	5010034	4		1			3	9999	1	1
50100341_1	50100341	1					1	1	1	1
50100341_2	50100341	2					1	1	1	1
50100341_3	50100341	3					1	1	1	1
50100341_4	50100341	4					1	1	1	1
50100342_1	50100342	1						1	1	1
50100342_2	50100342	2						1	1	1
50100342_3	50100342	3						1	1	1
50100342_4	50100342	4						1	1	1
5010035_1	5010035	1		4			1	9999	1	1
5010035_2	5010035	2		4			1	9999	1	1
5010035_3	5010035	3		4			1	9999	1	1
5010035_4	5010035	4		4			1	9999	1	1
50100350_1	50100350	1						1	1	1
50100350_2	50100350	2						1	1	1
50100350_3	50100350	3						1	1	1
50100350_4	50100350	4						1	1	1
50100351_1	50100351	1						1	1	1
50100351_2	50100351	2						1	1	1
50100351_3	50100351	3						1	1	1
50100351_4	50100351	4						1	1	1
50100352_1	50100352	1						1	1	1
50100352_2	50100352	2						1	1	1
50100352_3	50100352	3						1	1	1
50100352_4	50100352	4						1	1	1
5010036_1	5010036	1		0.5			1	9999	1	1
5010036_2	5010036	2		0.5			1	9999	1	1
5010036_3	5010036	3		0.5			1	9999	1	1
5010036_4	5010036	4		0.5			1	9999	1	1
50100361_1	50100361	1					1	1	1	1
50100361_2	50100361	2					1	1	1	1
50100361_3	50100361	3					1	1	1	1
50100361_4	50100361	4					1	1	1	1
50100362_1	50100362	1						1	1	1
50100362_2	50100362	2						1	1	1
50100362_3	50100362	3						1	1	1
50100362_4	50100362	4						1	1	1
102121101_1	102121101	1	-1					3	8	1
102221101_1	102221101	1	-1					4	1	1
102221102_1	102221102	1	-1					3	1	1
102221103_1	102221103	1	-1					3	1	1
102321101_1	102321101	1	-1					1	1	1
102421101_1	102421101	1	-1					1	1	1
102521101_1	102521101	1	-1					999	999	1
102121111_1	102121111	1	-1					2	8	1
102221111_1	102221111	1	-1					2	1	1
102221112_1	102221112	1	-1					2	1	1
102221113_1	102221113	1	-1					2	1	1
102321111_1	102321111	1	-1					2	1	1
102421111_1	102421111	1	-1					2	1	1
5010037_1	5010037	1		1			1	9999	1	1
5010037_2	5010037	2		1			1	9999	1	1
5010037_3	5010037	3		1			1	9999	1	1
5010037_4	5010037	4		1			1	9999	1	1
50100370_1	50100370	1					1	1	1	1
50100370_2	50100370	2					1	1	1	1
50100370_3	50100370	3					1	1	1	1
50100370_4	50100370	4					1	1	1	1
50100371_1	50100371	1				2		9999	3	1
50100371_2	50100371	2				2		9999	3	1
50100371_3	50100371	3				2		9999	3	1
50100371_4	50100371	4				2		9999	3	1
5010038_1	5010038	1						3	1	1
5010038_2	5010038	2						3	1	1
5010038_3	5010038	3						3	1	1
5010038_4	5010038	4						3	1	1
50100380_1	50100380	1						1	1	1
50100380_2	50100380	2						1	1	1
50100380_3	50100380	3						1	1	1
50100380_4	50100380	4						1	1	1
5010039_1	5010039	1						3	1	1
5010039_2	5010039	2						3	1	1
5010039_3	5010039	3						3	1	1
5010039_4	5010039	4						3	1	1
50100390_1	50100390	1						1	1	1
50100390_2	50100390	2						1	1	1
50100390_3	50100390	3						1	1	1
50100390_4	50100390	4						1	1	1
5010040_1	5010040	1						3	1	1
5010040_2	5010040	2						3	1	1
5010040_3	5010040	3						3	1	1
5010040_4	5010040	4						3	1	1
50100400_1	50100400	1						1	1	1
50100400_2	50100400	2						1	1	1
50100400_3	50100400	3						1	1	1
50100400_4	50100400	4						1	1	1
50100410_1	50100410	1						2	1	1
50100411_1	50100411	1						2	1	1
50100412_1	50100412	1						2	1	1
50100413_1	50100413	1						2	1	1
50100420_1	50100420	1						2	1	1
50100421_1	50100421	1						2	1	1
50100422_1	50100422	1						2	1	1
50100423_1	50100423	1						2	1	1
6100101_1	6100101	1					1	999	1	1
6100201_1	6100201	1		1			2	999	1	1
6100202_1	6100202	1						2	1	1
6100203_1	6100203	1		6100203			3	1	1	1
6100301_1	6100301	1		1			2	999	1	1
6100302_1	6100302	1						2	1	1
6100303_1	6100303	1						2	1	1
6100304_1	6100304	1		6100304			2	1	1	1
6100401_1	6100401	1					1	999	1	1
6100402_1	6100402	1						999	1	1
6200101_1	6200101	1		5,0,0			1	999	1	1
6200102_1	6200102	1				5,0,0		999	1	1
6300101_1	6300101	1					1	999	1	1
6000001_1	6000001	1						999	1	1
6000002_1	6000002	1						999	1	1
6000003_1	6000003	1						999	1	1
6000004_1	6000004	1						999	1	1
6000005_1	6000005	1						999	1	1
6000006_1	6000006	1						999	1	1
71000101_1	71000101	1						999	1	1
71000201_1	71000201	1		1			1	999	1	1
71000301_1	71000301	1					1	999	1	1
71000401_1	71000401	1					1	999	1	1
71000501_1	71000501	1					1	999	1	1
71000601_1	71000601	1		2;2			1	999	1	1
71000602_1	71000602	1						1	1	1
71000701_1	71000701	1					1	999	1	1
71000702_1	71000702	1						1	1	1
71000801_1	71000801	1					1	999	1	1
71000802_1	71000802	1						1	1	1
71000901_1	71000901	1					1	999	1	1
71000902_1	71000902	1		71000902;0.5			1	1	1	1
71000903_1	71000903	1		71000905			1	999	1	1
71000904_1	71000904	1						1	1	1
71000905_1	71000905	1						1	1	1
71001001_1	71001001	1					1	999	1	1
71001002_1	71001002	1		71001002;0.5			1	1	1	1
71001003_1	71001003	1		71001005			1	999	1	1
71001004_1	71001004	1						1	1	1
71001005_1	71001005	1						1	1	1
71001101_1	71001101	1		1			1	999	1	1
71001102_1	71001102	1						1	1	1
71001201_1	71001201	1					3	999	1	1
71001202_1	71001202	1						1	3	1
71001301_1	71001301	1					1	1	1	1
71001302_1	71001302	1						999	1	1
71001401_1	71001401	1					1	1	1	1
71001402_1	71001402	1						999	1	1
71001501_1	71001501	1					1	1	1	1
71001502_1	71001502	1						999	1	1
71001601_1	71001601	1					1	1	1	1
71001602_1	71001602	1						999	1	1
71001701_1	71001701	1					1	1	1	1
71001702_1	71001702	1						999	1	1
71001801_1	71001801	1					1	1	1	1
71001802_1	71001802	1						999	1	1
71001901_1	71001901	1					1	1	1	1
71001902_1	71001902	1						999	1	1
71002001_1	71002001	1					1	1	1	1
71002002_1	71002002	1						999	1	1
71002101_1	71002101	1					1	1	1	1
71002102_1	71002102	1						999	1	1
71002201_1	71002201	1					1	1	1	1
71002202_1	71002202	1						999	1	1
71002301_1	71002301	1					1	1	1	1
71002302_1	71002302	1						999	1	1
71002401_1	71002401	1					1	1	1	1
71002402_1	71002402	1						999	1	1
71002501_1	71002501	1					1	1	1	1
71002502_1	71002502	1						999	1	1
71002601_1	71002601	1					1	1	1	1
71002602_1	71002602	1						999	1	1
71002701_1	71002701	1					1	1	1	1
71002702_1	71002702	1						999	1	1
71002801_1	71002801	1					1	1	1	1
71002802_1	71002802	1						999	1	1
71002901_1	71002901	1					1	1	1	1
71002902_1	71002902	1						999	1	1
71003001_1	71003001	1					1	1	1	1
71003002_1	71003002	1						999	1	1
71003101_1	71003101	1					1	1	1	1
71003102_1	71003102	1						999	1	1
71003201_1	71003201	1					1	1	1	1
71003202_1	71003202	1						999	1	1
71003301_1	71003301	1					1	1	1	1
71003302_1	71003302	1						999	1	1
71003401_1	71003401	1					1	1	1	1
71003402_1	71003402	1						999	1	1
71003501_1	71003501	1					1	1	1	1
71003502_1	71003502	1						999	1	1
71003601_1	71003601	1					1	1	1	1
71003602_1	71003602	1						999	1	1
71003701_1	71003701	1					1	1	1	1
71003702_1	71003702	1						999	1	1
71003801_1	71003801	1					1	1	1	1
71003802_1	71003802	1						999	1	1
71003901_1	71003901	1					1	1	1	1
71003902_1	71003902	1						999	1	1
9999999_1	9999999	1						999	1	1
8888888_1	8888888	1						999	1	1
8999999_1	8999999	1						999	1	1
9888888_1	9888888	1						999	1	1
9999998_1	9999998	1					999	1	1	1
8888889_1	8888889	1					999	1	1	1
8999998_1	8999998	1					999	1	1	1
9888889_1	9888889	1					999	1	1	1
6110101_1	6110101	1		2			1	999	1	1
6110102_1	6110102	1						999	999	1
6110201_1	6110201	1		2			1	999	1	1
6110202_1	6110202	1				2	1	999	1	1
6110203_1	6110203	1					1	2	1	1
6110301_1	6110301	1					1	999	1	1
6110302_1	6110302	1						999	1	1
6110303_1	6110303	1		6110302			999	999	1	1
6110501_1	6110501	1					1	999	1	1
6110601_1	6110601	1		5,0,0			1	999	1	1
6110602_1	6110602	1						999	999	1
6110701_1	6110701	1		2			1	999	1	1
6110702_1	6110702	1				2		999	999	1
61059001_1	61059001	1					1	999	3	1
61059002_1	61059002	1						999	1	1
61059003_1	61059003	1		61059001,2			1	999	1	1
61059004_1	61059004	1		61059001,2			1	999	1	1
6110901_1	6110901	1		2;3;4;6;8			1	999	1	1
6110921_1	6110921	1		6110921			1	1	1	1
6110902_1	6110902	1				2		1	1	1
6110903_1	6110903	1		6110902;1			1	2	1	1
6110904_1	6110904	1		2			1	999	1	1
6110924_1	6110924	1		6110924			1	1	1	1
6110905_1	6110905	1						1	2	1
6110906_1	6110906	1		6110905;1			1	2	1	1
6110907_1	6110907	1		1;2;4;5;7			1	999	1	1
6110927_1	6110927	1		6110927			1	1	1	1
6110908_1	6110908	1						1	2	1
6110909_1	6110909	1		6110908;1			1	2	1	1
6110910_1	6110910	1		4			1	999	1	1
6110930_1	6110930	1		6110930			1	1	1	1
6110911_1	6110911	1				1		1	1	1
6110912_1	6110912	1		6110911;1			1	2	1	1
6111001_1	6111001	1					1	999	1	1
6111002_1	6111002	1						2	1	1
6111101_1	6111101	1					1	999	1	1
6999999_1	6999999	1						999	1	1
1010037_1	1010037	1						999	1	1
1010038_1	1010038	1		0.001			1	999	1	1
1010039_1	1010039	1		0.001			1	999	1	1
1010040_1	1010040	1		0.001			1	999	1	1
1010041_1	1010041	1		1			99	999	1	1
1010042_1	1010042	1						999	1	1
1010043_1	1010043	1						999	1	1
1010044_1	1010044	1						999	1	1
1010045_1	1010045	1						999	1	1
1010046_1	1010046	1						999	1	1
1010047_1	1010047	1						3	3	1
1010048_1	1010048	1		6				999	1	1
104037051_1	104037051	1						2	1	1
10000000_1	10000000	1					1	999	1	1
10000001_1	10000001	1						1	1	1
6000011_1	6000011	1						999	1	1
6000012_1	6000012	1						999	1	1
6000013_1	6000013	1						999	1	1
6000014_1	6000014	1						999	1	1
6000015_1	6000015	1						999	1	1
6000016_1	6000016	1						999	1	1
6000017_1	6000017	1						999	1	1
6000018_1	6000018	1						999	1	1
6500101_1	6500101	1					1	999	1	1
6500102_1	6500102	1					1	999	1	1
6500103_1	6500103	1					1	999	1	1
6500201_1	6500201	1						999	1	1
6500202_1	6500202	1					1	1	1	1
6500203_1	6500203	1						999	1	1
6500301_1	6500301	1					1	2	1	1
6500302_1	6500302	1		6500301,0;1			1	2	1	1
6500303_1	6500303	1		6500301,0;1			1	2	1	1
6500304_1	6500304	1		6500301,0;1			1	2	1	1
6500305_1	6500305	1						999	1	1
6500306_1	6500306	1						999	1	1
6500307_1	6500307	1						999	1	1
6500308_1	6500308	1		4			1	999	1	1
6500309_1	6500309	1		4			1	999	1	1
6500310_1	6500310	1		4			1	999	1	1
6500401_1	6500401	1					1	999	1	1
6500402_1	6500402	1					1	999	1	1
6500403_1	6500403	1					1	999	1	1
6500404_1	6500404	1						999	1	1
6500405_1	6500405	1						999	1	1
6500406_1	6500406	1						999	1	1
6500407_1	6500407	1						999	1	1
6500408_1	6500408	1						999	1	1
6500409_1	6500409	1						999	1	1
6500501_1	6500501	1						999	1	1
6500502_1	6500502	1						999	1	1
6500503_1	6500503	1						999	1	1
6500601_1	6500601	1					1	999	1	1
6500602_1	6500602	1					1	999	1	1
6500603_1	6500603	1					1	999	1	1
6500604_1	6500604	1						999	999	1
6500605_1	6500605	1						999	999	1
6500606_1	6500606	1						999	999	1
104022101_1	104022101	1						2	5	1
104022102_1	104022102	1						999	1	1
104022103_1	104022103	1						999	1	1
104022104_1	104022104	1		1			0	999	1	1
104022105_1	104022105	1						999	1	1
104022106_1	104022106	1						999	1	1
101018101_1	101018101	1						999	1	1
101018102_1	101018102	1						999	1	1
101018103_1	101018103	1						999	1	1
1105051_1	1105051	1						3	1	1
1102051_1	1102051	1						3	1	1
1104151_1	1104151	1						3	1	1
1104251_1	1104251	1						3	1	1
1101351_1	1101351	1						3	1	1
1104051_1	1104051	1						2	1	1
1104651_1	1104651	1						3	1	1
1401651_1	1401651	1						3	1	1
1401851_1	1401851	1					1	2	1	1
1401852_1	1401852	1						999	999	1
1401751_1	1401751	1					1	2	1	1
1401752_1	1401752	1						999	999	1
1105651_1	1105651	1						3	1	1
1110351_1	1110351	1						3	1	1
1100251_1	1100251	1						3	1	1
1400351_1	1400351	1					999	2	1	1
1400352_1	1400352	1						999	999	1
403551_1	403551	1						3	1	1
1401551_1	1401551	1						3	1	1
120601291_1	120601291	1					1	999	1	1
120601292_1	120601292	1					1	999	1	1
120601293_1	120601293	1					1	999	1	1
120601294_1	120601294	1					1	999	1	1
120601295_1	120601295	1					1	999	1	1
120601296_1	120601296	1					1	999	1	1
54018001_1	54018001	1						999	4	1
54018002_1	54018002	1						999	6	1
54018103_1	54018103	1		54018002,5				999	4	1
54005101_1	54005101	1						3	1	1
54005102_1	54005102	1						3	2	1
54004101_1	54004101	1					1	2	20	1
54004102_1	54004102	1						2	3	1
54004103_1	54004103	1						2	3	1
54004104_1	54004104	1						999	1	1
58006101_1	58006101	1						999	1	1
58006102_1	58006102	1						3	4	1
58006103_1	58006103	1						999	1	1
58006104_1	58006104	1						999	20	1
58006105_1	58006105	1		3				999	1	1
58006106_1	58006106	1						999	1	1
58006107_1	58006107	1						999	1	1
51009101_1	51009101	1						3	1	1
51009102_1	51009102	1						999	1	1
51009103_1	51009103	1						999	1	1
54008101_1	54008101	1						999	1	1
54008102_1	54008102	1						999	1	1
51041101_1	51041101	1						3	999	1
51041102_1	51041102	1						999	1	1
51041103_1	51041103	1						999	1	1
51041104_1	51041104	1						999	1	1
51041105_1	51041105	1						999	1	1
54021101_1	54021101	1						999	1	1
54021102_1	54021102	1						999	1	1
54021103_1	54021103	1						999	1	1
54021104_1	54021104	1						999	1	1
54021105_1	54021105	1						3	5	1
108010101_1	108010101	1						1	1	1
108010102_1	108010102	1						2	1	1
108010103_1	108010103	1			3			3	1	1
108010104_1	108010104	1				108010105		999	5	1
108010105_1	108010105	1		2				3	1	1
108010106_1	108010106	1						3	1	1
6600101_1	6600101	1					1	999	1	1
6600102_1	6600102	1					9	999	1	1
6600103_1	6600103	1					1	999	1	1
6600104_1	6600104	1					1	1	2	1
6600105_1	6600105	1					10	999	1	1
6600201_1	6600201	1					1	999	1	1
6600202_1	6600202	1						999	1	1
6600301_1	6600301	1						999	1	1
6600302_1	6600302	1					1	1	1	1
7100101_1	7100101	1						999	1	1
7100102_1	7100102	1						999	1	1
7100103_1	7100103	1						999	1	1
7100104_1	7100104	1						999	1	1
7100105_1	7100105	1					1	999	1	1
7100106_1	7100106	1						2	1	1
7100107_1	7100107	1						2	1	1
7100108_1	7100108	1						999	1	1
7100109_1	7100109	1						999	1	1
7100110_1	7100110	1						999	1	1
7100111_1	7100111	1						999	1	1
7100112_1	7100112	1						999	1	1
7100113_1	7100113	1						999	1	1
7100114_1	7100114	1						999	1	1
7100115_1	7100115	1						999	1	1
7100116_1	7100116	1						999	1	1
7100117_1	7100117	1						999	1	1
7100118_1	7100118	1						999	5	1
7100119_1	7100119	1						999	1	1
7100120_1	7100120	1						999	1	1
7100121_1	7100121	1						1	1	1
7100122_1	7100122	1						1	1	1
108010107_1	108010107	1					1	1	3	1
108010108_1	108010108	1						999	1	1
8100101_1	8100101	1						999	1	1
8100102_1	8100102	1						999	1	1
8100103_1	8100103	1						999	1	1
8100104_1	8100104	1						999	1	1
8100105_1	8100105	1						999	1	1
8100106_1	8100106	1						999	1	1
8100107_1	8100107	1						999	1	1
8100108_1	8100108	1						999	1	1
8100109_1	8100109	1						999	1	1
8100110_1	8100110	1						999	1	1
8100111_1	8100111	1						999	1	1
8100112_1	8100112	1						999	1	1
8100113_1	8100113	1						999	1	1
8100114_1	8100114	1		0,0,0,2,0	1		1	999	1	1
8100115_1	8100115	1		0,0,0,2,1	1		1	999	1	1
8100116_1	8100116	1		0,0,0,2,2	1		1	999	1	1
8100117_1	8100117	1		0,0,0,2,3	1		1	999	1	1
8100118_1	8100118	1		0,0,0,2,4	1		1	999	1	1
8100119_1	8100119	1						1	5	1
8100120_1	8100120	1		1				999	1	1
8100121_1	8100121	1						999	1	1
8100123_1	8100123	1						1	10	1
8100122_1	8100122	1		8100127,0				2	1	1
8100124_1	8100124	1		8100127,1				2	1	1
8100125_1	8100125	1		8100127,2				2	1	1
8100126_1	8100126	1		8100127,3				2	1	1
