actionId	actionName	forwardStart	forwardEnd	bulletLaunch	hits	hitsType	hitPause	hitShowType	returnStart	returnEnd	motionBlur	speedLine	frame	skillFuse	hitType	attackPos	status
33108008	skill3	0	0	0	1	3	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31109002	skill1	0	0	0	39;49;59;69;81	1;1;1;1;2	0	1	0	0	0;0	0;0	111	81	2	0;0;0	1
32109002	skill2	0	0	24	54;64;74;84	1;1;1;2	0	2	0	0	0;0	0;0	140	110	2	0;0;0	1
33109002	skill3	0	0	0	1	2	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31109008	skill1	68	81	38	41;92;96;100;106	2;1;1;1;1	0;3;1;1;1	1	93	128	68;88	68;88	164	130	3	0;0;1.5	1
32109008	skill2	0	0	85	95	2	0	2	0	0	0;0	0;0	146	116	1	0;0;0	1
33109008	skill3	0	0	0	1	7	0	2	0	0	0;0	0;0	50	50	1	0;0;0	1
31110008	skill1	1	10	0	16;28;37;50	3;3;3;7	0;1;1;2	1	75	90	0;0	0;0	105	92	1	0;0;1.25	1
32110008	skill2	0	0	0	16	0	0	1	0	0	0;0	0;0	56	26	1	0;0;0	1
33110008	skill3	0	0	0	1	0	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31111002	skill1	0	0	0	45;48;49;50	1;1;1;1	0	2	0	0	0;0	0;0	91	61	1	0;0;0	1
32111002	skill2	0	0	0	49	0	0	2	0	0	0;0	0;0	119	79	1	0;0;0	1
34111002	skill4	0	0	43;48;53;58	48;53;58;62	1;1;1;1	0	2	0	0	0;0	0;0	94	65	1	0;0;0	1
35111002	skill5	0	0	0	69	0	0	2	0	0	0;0	0;0	107	77	1	0;0;0	1
33111002	skill3	0	0	0	1	0	0	2	0	0	0;0	0;0	107	77	1	0;0;0	1
31111008	skill1	0	0	46	52	2	0	2	0	0	0;0	0;0	85	65	1	0;0;0	1
32111008	skill2	0	0	0	27	0	0	2	0	0	0;0	0;0	100	70	1	0;0;0	1
33111008	skill3	0	0	0	1	7	0	2	0	0	0;0	0;0	50	50	1	0;0;0	1
31112002	skill1	0	0	0	30	1	0	1	0	0	0;0	0;0	80	50	1	0;0;0	1
32112002	skill2	0	0	0	40	0	0	1	0	0	0;0	0;0	88	58	1	0;0;0	1
33112002	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31112008	skill1	0	0	0	55	0	0	1	0	0	0;0	0;0	91	61	1	0;0;0	1
32112008	skill2	0	0	0	38	0	0	1	0	0	0;0	0;0	90	60	1	0;0;0	1
33112008	skill3	0	0	0	1	0	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31113001	skill1	0	0	0	46	1	0	2	0	0	0;0	0;0	90	60	3	0;0;0	1
32113001	skill2	0	0	0	63	1	0	2	0	0	0;0	0;0	127	97	3	0;0;0	1
33113001	skill3	0	0	0	1	3	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31113002	skill1	1	19	0	22;44;66	1;1;2	1;1;2	1	87	111	0;0	0;0	133	113	1	0;0;1.5	1
32113002	skill2	1	15	0	28;44;59	1;1;1	0	1	90	110	0;0	0;0	127	112	1	0;0;5	1
33113002	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31113008	skill1	9	22	0	32	1	2	1	51	65	0;0	0;0	110	67	1	0;0;3	1
32113008	skill2	0	0	46	58	1	0	2	0	0	0;0	0;0	105	75	1	0;0;0	1
33113008	skill3	0	0	0	1	3	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31114001	skill1	0	0	45	58;70;76	1;1;2	0	2	0	0	0;0	0;0	123	93	1	0;0;0	1
32114001	skill2	0	0	24	31;33;35;37	1;1;1;1	0	2	0	0	0;0	0;0	110	80	1	0;0;0	1
33114001	skill3	0	0	0	1;6;11;16;21;26	1;1;1;1;1;1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31114002	skill1	0	0	22;26;30	32;36;40	1;1;1	0	2	0	0	0;0	0;0	65	35	1	0;0;0	1
32114002	skill2	0	0	0	57	0	0	1	0	0	0;0	0;0	100	70	1	0;0;0	1
33114002	skill3	0	0	0	1	0	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31114008	skill1	0	0	0	57	0	0	1	0	0	0;0	0;0	88	58	1	0;0;0	1
32114008	skill2	0	0	0	57	0	0	1	0	0	0;0	0;0	100	70	1	0;0;0	1
33114008	skill3	0	0	0	1	0	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31115008	skill1	7	20	0	21	1	2	1	35	52	0;0	0;0	64	54	1	0;0;2.5	1
32115008	skill2	0	0	0	51	2	0	2	0	0	0;0	0;0	90	60	1	0;0;0	1
33115008	skill3	0	0	0	1	2	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31116001	skill1	5	17	0	20;23;27;30;33;55	1;1;1;1;1;2	1;1;1;1;1;2	1	69	80	0;0	0;0	91	81	1	-0.5;0;2	1
32116001	skill2	0	0	0	57	0	0	1	0	0	0;0	0;0	81	51	1	0;0;0	1
33116001	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
34116001	skill4	5	17	0	20;23;27;30;33	1;1;1;1;1	1;1;1;1;1	1	39	50	0;0	0;0	61	52	1	-0.5;0;2	1
31116008	skill1	17	28	6	15;30	1;2	1;2	2	45	60	0;0	0;0	80	62	1	0;0;2	1
32116008	skill2	0	0	0	25	0	0	1	0	0	0;0	0;0	46	16	1	0;0;0	1
33116008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31117008	skill1	0	0	8;9	26;27	1;1	0	2	0	0	0;0	0;0	66	36	1	0;0;0	1
32117008	skill2	1	8	0	10;21;27;50	1;1;1;7	1;1;2;2	1	62	77	0;0	0;0	102	79	1	0;0;1.5	1
33117008	skill3	0	0	0	1	3	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31119008	skill1	3	29	0	60	2	0	1	58	70	0;0	0;0	98	88	1	0;0;2	1
32119008	skill2	0	0	0	75	2	0	1	0	0	0;0	0;0	73	73	1	0;0;0	1
33119008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31120008	skill1	4	22	0	27;37;55	1;3;2	2;2;3	1	77	88	0;0	0;0	120	100	1	0;0;1.5	1
32120008	skill2	0	0	0	42	0	0	1	0	0	0;0	0;0	82	62	1	0;0;0	1
33120008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31122008	skill1	9	32	0	39;85	3;2	0	1	109	139	0;0	0;0	157	157	1	0;0;1.35	1
32122008	skill2	0	0	0	74	0	0	1	0	0	0;0	0;0	93	93	1	0;0;0	1
33122008	skill3	0	0	0	1	0	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
34122008	skill3	39	57	0	63	2	0	1	92	118	0;0	0;0	135	135	1	0;0;4.5	1
35122008	skill4	0	0	0	84	0	0	1	0	0	0;0	0;0	108	108	1	0;0;0	1
36122008	skill5	0	0	0	1	0	0	1	0	0	0;0	0;0	82	82	1	0;0;0	1
31123008	skill1	0	0	25	35	0	0	2	0	0	0;0	0;0	65	40	1	0;0;0	1
32123008	skill2	5	18	0	24;34;58	3;1;2	2;2;3	1	89	102	0;0	0;0	116	110	1	0;0;1.5	1
33123008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31125008	skill1	0	0	0	40;45;50	1;1;1	0	1	0	0	0;0	0;0	126	86	1	0;0;0	1
32125008	skill2	0	0	0	20;30;40;50	2;1;1;2	0	1	0	0	0;0	0;0	70	60	1	0;0;0	1
33125008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31126008	skill1	0	0	0	45	1	0	1	0	0	0;0	0;0	126	86	1	0;0;0	1
32126008	skill2	0	0	36;40	50;54	2	3	2	0	0	0;0	0;0	55	50	1	0;0;0	1
33126008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
34126008	skill2	0	0	36;39;42;45	50;53;56;59	2	3	2	0	0	0;0	0;0	64	50	1	0;0;0	1
35126008	skill2	0	0	36;39;42;45;48;51	50;53;56;59;62;65	2	3	2	0	0	0;0	0;0	65	50	1	0;0;0	1
31127001	skill1	0	0	63	79	1	0	1	0	0	0;0	0;0	115	110	1	0;0;0	1
32127001	skill2	0	0	67	104	1	0	1	0	0	0;0	0;0	126	120	1	0;0;0	1
33127001	skill3	0	0	0	16	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31127008	skill1	22	34	0	33;35;36	1;1;1	2;1;1	1	47	59	0;0	0;0	83	61	1	0;0;1.5	1
32127008	skill2	0	0	28;28	40	1	0	2	0	0	0;0	0;0	70	40	1	0;0;0	1
33127008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31129001	skill1	12	20	0	20;29;34;40;47;60	1;1;1;1;1;2	1;1;1;2;2;2	1	77	83	0;0	0;0	104	85	1	-0.25;0;1.8	1
32129001	skill2	0	0	0	50;58;63;69;78	1;1;1;1;2	0	1	0	0	0;0	0;0	119	96	1	0;0;0	1
33129001	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31129008	skill1	5	9	0	10;14;18;24;28	1;1;1;1;1	1;1;1;1;1	1	32	38	0;0	0;0	55	40	1	0;0;1.5	1
32129008	skill2	3	12	0	15;26;37;48;56;65;85	3;1;1;1;1;1;1	2;1;1;1;1;1;2	1	93	100	0;0	0;0	116	102	1	0;0;1.5	1
33129008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31130008	skill1	9	17	0	22;41;82	1;3;7	1;2;3	1	107	127	0;0	0;0	146	129	1	0;0;1.8	1
32130008	skill2	19	36	0	45;49;53;57;72	1;1;1;1;2	0;0;0;0;2	1	107	122	0;0	0;0	141	123	1	0.25;0;1.8	1
33130008	skill3	0	0	0	1	2	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31131008	skill1	5	34	0	45;48;55	1;1;2	0	1	54	66	0;0	0;0	108	106	1	0;0;7	1
32131008	skill2	0	0	27	34	2	0	2	0	0	0;0	0;0	81	51	1	0;0;0	1
33131008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31133008	skill1	0	0	53	63	3	0	1	0	0	0;0	0;0	84	74	1	0;0;0	1
32133008	skill2	0	0	0	75	0	0	1	0	0	0;0	0;0	96	86	1	0;0;0	1
33133008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
34133008	skill4	0	0	53	63	1	0	2	0	0	0;0	0;0	84	74	1	0;0;0	1
31135008	skill1	0	0	0	54	0	0	1	0	0	0;0	0;0	77	57	1	0;0;0	1
32135008	skill2	0	0	0	36	0	0	1	0	0	0;0	0;0	72	42	1	0;0;0	1
33135008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31136008	skill1	0	0	36	80	1	0	2	0	0	0;0	0;0	92	62	1	0;0;0	1
32136008	skill2	0	0	30	40	0	0	1	0	0	0;0	0;0	54	44	1	0;0;0	1
33136008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31137008	skill1	0	0	0	70	1	0	1	0	0	0;0	0;0	75	65	1	0;0;0	1
32137008	skill2	0	0	42	47	1	0	2	0	0	0;0	0;0	60	50	1	0;0;0	1
33137008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31138001	skill1	0	0	0	84;90;96	1;1;2	0	1	0	0	0;0	0;0	121	111	1	0;0;0	1
32138001	skill2	0	0	0	99	0	0	1	0	0	0;0	0;0	119	109	1	0;0;0	1
33138001	skill3	0	0	0	1	0	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31138008	skill1	0	0	0	54	1	0	1	0	0	0;0	0;0	73	43	1	0;0;0	1
32138008	skill2	0	0	0	74	1	0	1	0	0	0;0	0;0	97	67	1	0;0;0	1
33138008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31139008	skill1	2	13	0	19;24;29;34;39;45;50;71	1;1;1;1;1;1;1;2	1;1;1;1;1;1;1;2	1	81	100	0;0	0;0	107	102	1	0;0;1.3	1
32139008	skill2	6	14	0	18;27;28;35;43;51;52;67	1;1;1;1;1;1;1;2	1;1;1;1;1;1;1;2	1	88	116	0;0	0;0	123	118	1	0;0;1.3	1
33139008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31140008	skill1	0	0	0	77	1	0	1	0	0	0;0	0;0	97	87	1	0;0;0	1
32140008	skill2	9	31	0	64;105	1;3	0	1	164	165	0;0	0;0	207	205	1	0;0;0	1
33140008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31141008	skill1	0	0	8	41;67	1;1	0	1	0	0	0;0	0;0	102	82	1	0;0;0	1
32141008	skill2	0	0	5	45	0	0	1	0	0	0;0	0;0	89	69	1	0;0;0	1
33141008	skill3	0	0	0	1	0	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31143008	skill1	0	0	7;14	33;35;37;39;41;66	1;1;1;1;1;2	0	1	0		0;0	0;0	97	97	1	0;0;0	1
32143008	skill2	0	0	1	52	0	0	1	0		0;0	0;0	120	120	1	0;0;0	1
33143008	skill3	0	0	0	1	2	0	1	0		0;0	0;0	50	50	1	0;0;0	1
31144001	skill1	0	0	0	46;60;99	1;1;2	0	1	0	0	0;0	0;0	112	102	1	0;0;0	1
32144001	skill4	0	0	0	72	0	0	1	0	0	0;0	0;0	89	79	1	0;0;0	1
34144001	skill2	0	0	0	72	0	0	1	0	0	0;0	0;0	88	78	1	0;0;0	1
33144001	skill3	0	0	0	1;4;7;10;13	1;1;1;1;1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31144008	skill1	0	0	46	74	1	0	1	0	0	0;0	0;0	73	73	1	0;0;0	1
32144008	skill2	0	0	0	42	1	0	2	0	0	0;0	0;0	66	50	1	0;0;0	1
33144008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31147001	skill1	0	0	0	45	1	0	1	0	0	0;0	0;0	70	70	1	0;0;0	1
32147001	skill2	0	0	0	72	0	0	1	0	0	0;0	0;0	86	86	1	0;0;0	1
33147001	skill3	0	0	0	0	0	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31149008	skill1	2	30	0	28;44	1;2	0	1	56	89	0;0	0;0	96	96	1	0;0;2	1
32149008	skill2	1	16	0	19	2	0	1	46	61	0;0	0;0	76	76	1	0;0;4	1
33149008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31152008	skill1	1	21	0	72	1	0	1	78	122	0;0	0;0	124	124	1	0;0;4	1
32152008	skill2	0	0	0	38	0	0	1	0	0	0;0	0;0	68	68	1	0;0;0	1
33152008	skill3	0	0	0	1	0	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31801008	skill1	0	0	0	22;38;85	1;1;1	0	1	0	0	0;0	0;0	100	100	1	0;0;0	1
32801008	skill2	30	41	0	43;49;56;60;70;80;86;93	1;1;1;1;1;1;1;1	0	2	130	152	0;0	0;0	163	154	1	0;0;3.5	1
33801008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31802008	skill1	0	0	0	34;35;38;41;44;47;49	1;1;1;1;1;1;1	0	1	0	0	0;0	0;0	66	56	1	0;0;0	1
32802008	skill2	23	35	0	36;46;67;72;77	1;3;1;1;1	2;2;0;0;0	1	92	107	0;0	0;0	128	109	1	0;0;1.5	1
33802008	skill3	0	0	0	1	1	1	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31803008	skill1	0	0	44	56	1	0	2	0	0	0;0	0;0	86	66	1	0;0;0	1
32803008	skill2	0	0	0	52;58;64;70;76	2;2;2;2;2	0	1	0	0	0;0	0;0	129	99	1	0;0;0	1
33803008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31804008	skill1	4	33	0	36	2	2	1	55	66	0;0	0;0	82	68	1	0;0;1.2	1
32804008	skill2	4	15	0	42;46;50;54;76	1;1;1;1;2	1;1;1;1;2	1	90	103	0;0	0;0	117	105	1	0;0;1.2	1
33804008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31805008	skill1	0	0	20;61	32;73	1;1	0	2	0	0	0;0	0;0	99	79	1	0;0;0	1
32805008	skill2	0	0	0	68	0	0	1	0	0	0;0	0;0	134	104	1	0;0;0	1
33805008	skill3	0	0	0	1	0	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31806008	skill1	4	13	0	22	2	2	1	42	61	0;0	0;0	98	63	1	0;0;0.5	1
32806008	skill2	9	21	0	26;42	3;1	2;2	1	44	53	0;0	0;0	79	55	1	0;0;1	1
33806008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
301101	skill0	46	87	0	87	1	0	1	120	121	0;0	0;0	120	129	1	0;0;0.5	1
311101	skill1	12	39	0	48;64;75	1;1;2	0	1	76	115	0;0	0;0	122	117	1	0;0;0.5	1
321101	skill2	0	0	0	30	0	0	1	0	0	0;0	0;0	80	50	1	0;0;0	1
301102	skill0	23	26	0	26;30;42;64	1;1;1;2	0	1	81	93	0;0	0;0	122	95	1	0;0;2.5	1
311102	skill1	15	18	0	17	1	0	1	34	54	0;0	0;0	99	56	1	0;0;2	1
321102	skill2	0	0	0	35	0	0	1	0	0	0;0	0;0	59	40	1	0;0;0	1
301103	skill3	0	0	45;53;77	50;55;86;96	1;1;1;2	0	2	0	0	0;0	0;0	117	142	1	0;0;0	1
311103	skill1	0	0	32	37	1	0	2	0	0	0;0	0;0	74	44	1	0;0;0	1
321103	skill2	0	0	29	50	1	0	2	0	0	0;0	0;0	68	56	1	0;0;0	1
301106	skill3	33	48	0	50	1	2	1	60	71	0;0	0;0	110	73	1	0;0;1	1
311106	skill1	0	0	48	53	2	0	2	0	0	0;0	0;0	90	60	1	0;0;0	1
301002	skill0	1	50	0	51	2	0	1	55	69	0;0	0;0	70	71	1	0;0;1.46	1
311002	skill1	1	25	0	24	1	0	1	35	50	0;0	0;0	65	52	1	0;0;1.46	1
321002	skill2	1	25	0	24	1	0	1	35	50	0;0	0;0	65	52	1	0;0;1.46	1
331002	skill3	1	25	0	24	1	0	1	35	50	0;0	0;0	65	52	1	0;0;1.46	1
341002	skill4	1	25	0	24	1	0	1	35	50	0;0	0;0	65	52	1	0;0;1.46	1
351002	skill5	1	25	0	24	1	0	1	35	50	0;0	0;0	65	52	1	0;0;1.46	1
361002	skill6	1	25	0	24	1	0	1	35	50	0;0	0;0	65	52	1	0;0;1.46	1
301003	skill0	0	0	0	45	1	0	1	0	0	0;0	0;0	110	80	1	0;0;0	1
311003	skill1	7	21	0	21	1	0	1	39	51	0;0	0;0	65	53	1	0;0;1.5	1
321003	skill2	0	0	0	61	1	0	1	0	0	0;0	0;0	110	80	1	0;0;0	1
331003	skill3	7	21	0	22	1	0	1	39	51	0;0	0;0	65	65	1	0;0;1.5	1
341003	skill4	7	21	0	21	1	0	1	39	51	0;0	0;0	65	53	1	0;0;1.5	1
351003	skill5	7	21	0	21	1	0	1	39	51	0;0	0;0	65	53	1	0;0;1.5	1
361003	skill6	7	21	0	21	1	0	1	39	51	0;0	0;0	65	53	1	0;0;1.5	1
301004	skill0	0	0	48	60	1	0	2	0	0	0;0	0;0	96	66	1	0;0;0	1
311004	skill1	0	0	8	18	1	0	2	0	0	0;0	0;0	28	28	1	0;0;0	1
321004	skill2	0	0	0	25	1	0	1	0	0	0;0	0;0	30	30	1	0;0;0	1
331004	skill3	0	0	0	25	1	0	1	0	0	0;0	0;0	30	30	1	0;0;0	1
341004	skill4	0	0	8	23	1	0	2	0	0	0;0	0;0	28	28	1	0;0;0	1
351004	skill5	0	0	8	23	1	0	2	0	0	0;0	0;0	28	28	1	0;0;0	1
361004	skill6	0	0	8	23	1	0	2	0	0	0;0	0;0	28	28	1	0;0;0	1
301005	skill0	0	0	0	29	1	0	1	0	0	0;0	0;0	61	31	1	0;0;0	1
311005	skill1	1	14	0	24	1	0	1	26	44	0;0	0;0	48	46	1	0;0;0.913	1
321005	skill2	1	14	0	24	1	0	1	26	44	0;0	0;0	48	46	1	0;0;2.5	1
331005	skill3	1	14	0	20	1	0	1	26	44	0;0	0;0	48	46	1	0;0;0.913	1
341005	skill4	1	14	0	20	1	0	1	26	44	0;0	0;0	48	46	1	0;0;0.913	1
351005	skill5	1	14	0	20	1	0	1	26	44	0;0	0;0	48	46	1	0;0;0.913	1
361005	skill6	1	14	0	20	1	0	1	26	44	0;0	0;0	48	46	1	0;0;0.913	1
301006	skill0	34	39	0	45;48;51;54	1;1;1;1	0	1	56	65	0;0	0;0	82	67	1	0;0;1.5	1
311006	skill1	8	19	0	18	1	0	1	21	38	0;0	0;0	41	40	1	0;0;0.6	1
321006	skill2	8	19	0	18	1	0	1	21	38	0;0	0;0	41	40	1	0;0;0.6	1
331006	skill3	8	19	0	18	1	0	1	21	38	0;0	0;0	41	40	1	0;0;0.6	1
341006	skill4	8	19	0	18	1	0	1	21	38	0;0	0;0	41	40	1	0;0;0.6	1
351006	skill5	8	19	0	18	1	0	1	21	38	0;0	0;0	41	40	1	0;0;0.6	1
361006	skill6	8	19	0	18	1	0	1	21	38	0;0	0;0	41	40	1	0;0;0.6	1
301007	skill0	18	23	0	33	1	0	1	53	57	0;0	0;0	65	156	1	0;0;0.86	1
311007	skill1	6	9	0	11	1	0	1	19	29	0;0	0;0	48	31	1	0;0;0.48	1
321007	skill2	0	0	0	25	1	0	1	0	0	0;0	0;0	38	30	1	0;0;0	1
331007	skill3	0	0	0	25	1	0	1	0	0	0;0	0;0	38	30	1	0;0;0	1
341007	skill4	6	9	0	9	1	0	1	19	29	0;0	0;0	48	31	1	0;0;0.48	1
351007	skill5	6	9	0	9	1	0	1	19	29	0;0	0;0	48	31	1	0;0;0.48	1
361007	skill6	6	9	0	9	1	0	1	19	29	0;0	0;0	48	31	1	0;0;0.48	1
301009	skill0	9	24	0	29	1	0	1	63	74	0;0	0;0	80	76	1	0;0;2	1
311009	skill1	9	18	0	21;27;33;34	1;1;1;1	0	1	52	63	0;0	0;0	69	65	1	0;0;2	1
321009	skill2	9	18	0	21;27;33;34	1;1;1;1	0	1	52	63	0;0	0;0	69	65	1	0;0;2	1
331009	skill3	9	18	0	21;27;33;34	1;1;1;1	0	1	52	63	0;0	0;0	69	65	1	0;0;2	1
341009	skill4	9	18	0	21;27;33;34	1;1;1;1	0	1	52	63	0;0	0;0	69	65	1	0;0;2	1
351009	skill5	9	18	0	21;27;33;34	1;1;1;1	0	1	52	63	0;0	0;0	69	65	1	0;0;2	1
361009	skill6	9	18	0	21;27;33;34	1;1;1;1	0	1	52	63	0;0	0;0	69	65	1	0;0;2	1
301010	skill0	3	18	0	67	1	0	1	98	112	0;0	0;0	126	114	1	0;0;3.5	1
311010	skill1	3	18	0	33	1	0	1	57	70	0;0	0;0	87	72	1	0;0;2.5	1
321010	skill2	3	18	0	67	1	0	1	98	112	0;0	0;0	126	114	1	0;0;3.5	1
331010	skill3	3	18	0	36	1	0	1	57	70	0;0	0;0	87	72	1	0;0;2	1
341010	skill4	3	18	0	36	1	0	1	57	70	0;0	0;0	87	72	1	0;0;2	1
351010	skill5	3	18	0	36	1	0	1	57	70	0;0	0;0	87	72	1	0;0;2	1
361010	skill6	3	18	0	36	1	0	1	57	70	0;0	0;0	87	72	1	0;0;2	1
301011	skill0	1	15	0	90	1;1	0	1	92	101	0;0	0;0	116	103	1	0;0;3.5	1
311011	skill1	1	15	0	18;32	1;1	0	1	63	76	0;0	0;0	86	78	1	0;0;2	1
321011	skill0	1	15	0	89	1;1	0	1	92	101	0;0	0;0	116	103	1	0;0;3.5	1
331011	skill3	1	15	0	18;32	1;1	0	1	63	76	0;0	0;0	86	78	1	0;0;2	1
341011	skill4	1	15	0	18;32	1;1	0	1	63	76	0;0	0;0	86	78	1	0;0;2	1
351011	skill5	1	15	0	18;32	1;1	0	1	63	76	0;0	0;0	86	78	1	0;0;2	1
361011	skill6	1	15	0	18;32	1;1	0	1	63	76	0;0	0;0	86	78	1	0;0;2	1
301012	skill0	0	0	0	100	1	0	1	0	0	0;0	0;0	140	110	4	0;0;0	1
311012	skill1	13	30	0	70;85;100;115;135	1	0	1	167	184	0;0	0;0	200	186	1	0;0;1.25	1
321012	skill2	0	0	0	30;40;45	1;1;1	0	1	0	0	0;0	0;0	70	50	4	0;0;0	1
301013	skill0	0	0	0	49;54;59;64	1;1;1;1	0	1	0	0	0;0	0;0	90	70	1	0;0;2	1
311013	skill1	3	25	0	33;66	1;1	0	1	89	101	0;0	0;0	115	103	1	0;0;1.6	1
321013	skill2	25	30	0	54	1	0	1	87	99	0;0	0;0	113	101	1	0;0;3	1
301014	skill0	6	17	0	110	1	0	1	142	150	0;0	0;0	152	152	1	0;0;2	1
311014	skill1	6	17	0	84	1	0	1	114	124	0;0	0;0	125	126	1	0;0;2	1
321014	skill2	0	0	0	78	1	0	1	0	0	0;0	0;0	90	85	1	0;0;0	1
301015	skill2	0	0	0	80	1	0	1	0	0	0;0	0;0	90	86	1	0;0;0	1
311015	skill1	9	25	0	27	1	0	1	40	65	0;0	0;0	88	67	1	0;0;0.8	1
321015	skill2	0	0	0	80	1	0	1	0	0	0;0	0;0	90	86	1	0;0;0	1
301016	skill1	13	44	0	66	2	0	1	75	94	0;0	0;0	128	96	1	0;0;1.5	1
311016	skill1	13	44	0	66	2	0	1	75	94	0;0	0;0	128	96	1	0;0;1.5	1
321016	skill2	0	0	0	73	1	0	1	0	0	0;0	0;0	104	79	1	0;0;0	1
301017	skill1	1	11	0	20	1	0	1	40	87	0;0	0;0	99	89	1	0;0;3	1
311017	skill1	1	11	0	20	1	0	1	40	87	0;0	0;0	99	89	1	0;0;3	1
321017	skill2	0	0	0	107	1	0	1	0	0	0;0	0;0	158	128	1	0;0;0	1
301018	skill0	0	0	0	110	1	0	1	0	0	0;0	0;0	136	115	1	0;0;0	1
311018	skill1	5	44	0	75	1	0	1	98	105	0;0	0;0	123	107	1	0;0;2	1
321018	skill2	5	25	0	75	1	0	1	98	105	0;0	0;0	123	107	1	0;0;2.5	1
301019	skill0	0	0	0	52;58;79	1;1;1	0	1	0	0	0;0	0;0	115	85	4	0;0;0	1
311019	skill1	0	0	0	75	1	0	1	0	0	0;0	0;0	87	81	4	0;0;0	1
321019	skill2	0	0	0	73;77;82	1;1;1	0	1	0	0	0;0	0;0	147	117	4	0;0;0	1
301020	skill0	0	0	0	62	1	0	1	0	0	0;0	0;0	74	68	1	0;0;0	1
311020	skill1	2	17	0	31;36	1	0	1	57	63	0;0	0;0	72	65	1	0;0;1	1
321020	skill2	4	15	0	36	1	0	1	59	64	0;0	0;0	74	66	1	0;0;1	1
301021	skill0	15	40	0	85;100	1;1	0	1	112	126	0;0	0;0	143	128	1	0;0;3	1
311021	skill1	15	40	0	85;100	1;1	0	1	112	126	0;0	0;0	143	128	2	0;0;3	1
321021	skill2	15	40	0	85;100	1;1	0	1	112	126	0;0	0;0	143	128	3	0;0;3	1
301022	skill0	0	0	0	54	2	0	1	0	0	0;0	0;0	81	61	1	0;0;0	1
311022	skill1	6	21	0	21	1	0	1	29	38	0;0	0;0	49	40	1	0;0;1	1
321022	skill2	11	39	0	41	1	0	1	54	69	0;0	0;0	74	71	1	0;0;1.2	1
