index	buffId	star	effectNum1	status
401030701_2	401030701	2	0.09	1
401030701_3	401030701	3	0.108	1
401030701_4	401030701	4	0.126	1
401030701_5	401030701	5	0.052	1
401030701_6	401030701	6	0.056	1
401030701_7	401030701	7	0.06	1
411701103_1	411701103	1	0.0036	1
411701103_2	411701103	2	0.0044	1
411701103_3	411701103	3	0.0052	1
411701103_4	411701103	4	0.006	1
411701103_5	411701103	5	0.0052	1
411701103_6	411701103	6	0.0056	1
411701103_7	411701103	7	0.006	1
411701107_1	411701107	1	0.05	1
411701108_1	411701108	1	0.15	1
411701109_1	411701109	1	0.1	1
411601102_1	411601102	1	0.06	1
411601102_2	411601102	2	0.09	1
411601104_1	411601104	1	0.04	1
411601104_2	411601104	2	0.06	1
411601105_1	411601105	1	0.035	1
411601105_2	411601105	2	0.042	1
411601105_3	411601105	3	0.048	1
411601105_4	411601105	4	0.055	1
411601105_5	411601105	5	0.048	1
411601105_6	411601105	6	0.052	1
411601105_7	411601105	7	0.055	1
411601106_1	411601106	1	0.15	1
411601107_1	411601107	1	0.1	1
411601108_1	411601108	1	0.2	1
411303121_1	411303121	1	0.5;0.15	1
411303121_2	411303121	2	0.5;0.2	1
411303121_3	411303121	3	0.5;0.25	1
411303121_4	411303121	4	0.5;0.3	1
411303121_5	411303121	5	0.5;0.25	1
411303121_6	411303121	6	0.5;0.275	1
411303121_7	411303121	7	0.5;0.3	1
411303122_1	411303122	1	0.1	1
411303122_2	411303122	2	0.117	1
411303122_3	411303122	3	0.133	1
411303122_4	411303122	4	0.15	1
411021101_1	411021101	1	0.5;0.144	1
411021101_2	411021101	2	0.5;0.176	1
411021101_3	411021101	3	0.5;0.208	1
411021101_4	411021101	4	0.5;0.24	1
411021101_5	411021101	5	0.5;0.22	1
411021101_6	411021101	6	0.5;0.23	1
411021101_7	411021101	7	0.5;0.24	1
417030112_1	417030112	1	0.05	1
417030112_2	417030112	2	0.06	1
417030112_3	417030112	3	0.07	1
417030112_4	417030112	4	0.08	1
417030112_5	417030112	5	0.07	1
417030112_6	417030112	6	0.075	1
417030112_7	417030112	7	0.08	1
417030113_1	417030113	1	0.1	1
417030116_1	417030116	1	0.15	1
417030117_1	417030117	1	0.3	1
417030119_1	417030119	1	0.045	1
417030119_2	417030119	2	0.055	1
417030119_3	417030119	3	0.065	1
417030119_4	417030119	4	0.075	1
417031001_1	417031001	1	0.012	1
411020115_1	411020115	1	0.025	1
411020115_2	411020115	2	0.03	1
411020115_3	411020115	3	0.035	1
411020115_4	411020115	4	0.04	1
411020115_5	411020115	5	0.035	1
411020115_6	411020115	6	0.038	1
411020115_7	411020115	7	0.04	1
411020116_1	411020116	1	0.05	1
411020116_2	411020116	2	0.055	1
411020116_3	411020116	3	0.06	1
411020116_4	411020116	4	0.065	1
411020116_5	411020116	5	0.07	1
411020116_6	411020116	6	0.075	1
411020116_7	411020116	7	0.08	1
411020119_1	411020119	1	0.003	1
411020119_2	411020119	2	0.0035	1
411020119_3	411020119	3	0.004	1
411020119_4	411020119	4	0.0045	1
411020119_5	411020119	5	0.004	1
411020119_6	411020119	6	0.0043	1
411020119_7	411020119	7	0.005	1
411020120_1	411020120	1	0.025	1
411020120_2	411020120	2	0.04	1
411020120_3	411020120	3	0.055	1
411020120_4	411020120	4	0.07	1
411020120_5	411020120	5	0.06	1
411020120_6	411020120	6	0.065	1
411020120_7	411020120	7	0.07	1
411020121_1	411020121	1	0.15	1
411020122_1	411020122	1	-0.4	1
411020123_1	411020123	1	0.3	1
411020134_1	411020134	1	0.08	1
411020134_2	411020134	2	0.093	1
411020134_3	411020134	3	0.107	1
411020134_4	411020134	4	0.12	1
411021201_1	411021201	1	0.5;0.3	1
407020101_1	407020101	1	1;5;0;0;1	1
407020101_2	407020101	2	1;5;0;0;1	1
407020101_3	407020101	3	1;5;0;0;1	1
417030107_1	417030107	1	0.2	1
417030107_2	417030107	2	0.3	1
417030107_3	417030107	3	0.5	1
405010101_1	405010101	1	2.5	1
405010101_2	405010101	2	3.75	1
405010101_3	405010101	3	6.25	1
412020106_1	412020106	1	0.1	1
412020106_2	412020106	2	0.2	1
412020106_3	412020106	3	0.3	1
411303106_1	411303106	1	0.2	1
411303106_2	411303106	2	0.3	1
411303106_3	411303106	3	0.5	1
411020108_1	411020108	1	-0.15	1
411020108_2	411020108	2	-0.25	1
411020108_3	411020108	3	-0.4	1
416030107_1	416030107	1	-0.15	1
416030107_2	416030107	2	-0.25	1
416030107_3	416030107	3	-0.4	1
417030108_1	417030108	1	-0.15	1
417030108_2	417030108	2	-0.25	1
417030108_3	417030108	3	-0.4	1
411203106_1	411203106	1	-0.15	1
411203106_2	411203106	2	-0.25	1
411203106_3	411203106	3	-0.4	1
411502102_1	411502102	1	0.1	1
411502102_2	411502102	2	0.1	1
411502102_3	411502102	3	0.1	1
411502102_4	411502102	4	0.1	1
411502102_5	411502102	5	0.1	1
411502102_6	411502102	6	0.1	1
411020110_1	411020110	1	0.1	1
411020110_2	411020110	2	0.15	1
411020110_3	411020110	3	0.2	1
412020107_1	412020107	1	0.1	1
412020107_2	412020107	2	0.15	1
412020107_3	412020107	3	0.2	1
413020105_1	413020105	1	0.1	1
413020105_2	413020105	2	0.15	1
413020105_3	413020105	3	0.2	1
411502103_1	411502103	1	-0.15	1
411502103_2	411502103	2	-0.25	1
411502103_3	411502103	3	-0.4	1
410020101_1	410020101	1	0	1
410020101_2	410020101	2	0	1
410020101_3	410020101	3	0	1
410001103_1	410001103	1	0	1
410001103_2	410001103	2	0	1
410001103_3	410001103	3	0	1
411502104_1	411502104	1	-0.4	1
411502104_2	411502104	2	-0.5	1
411502104_3	411502104	3	-0.55	1
411020111_1	411020111	1	-0.2	1
411020111_2	411020111	2	-0.3	1
411020111_3	411020111	3	-0.4	1
411701104_1	411701104	1	0.2	1
411701104_2	411701104	2	0.3	1
411701104_3	411701104	3	0.4	1
411701105_1	411701105	1	0.15	1
411701105_2	411701105	2	0.25	1
411701105_3	411701105	3	0.35	1
412020109_1	412020109	1	1	1
412020109_2	412020109	2	1	1
412020109_3	412020109	3	1	1
404040102_1	404040102	1	0	1
404040102_2	404040102	2	0	1
404040102_3	404040102	3	0	1
404040102_4	404040102	4	0	1
404040102_5	404040102	5	0	1
404040102_6	404040102	6	0	1
404030101_1	404030101	1	0	1
404030101_2	404030101	2	0	1
404030101_3	404030101	3	0	1
413020106_1	413020106	1	0.2	1
413020106_2	413020106	2	0.3	1
413020106_3	413020106	3	0.5	1
411010102_1	411010102	1	0.2	1
411010102_2	411010102	2	0.3	1
411010102_3	411010102	3	0.4	1
405010102_1	405010102	1	2.5	1
405010102_2	405010102	2	3.75	1
405010102_3	405010102	3	6.25	1
405010103_1	405010103	1	1	1
405010103_2	405010103	2	1.5	1
405010103_3	405010103	3	2	1
405010104_1	405010104	1	0.8	1
405010104_2	405010104	2	1.2	1
405010104_3	405010104	3	1.6	1
405010106_1	405010106	1	0.9	1
405010106_2	405010106	2	1.35	1
405010106_3	405010106	3	2.25	1
405070101_1	405070101	1	0.33;0	1
405070101_2	405070101	2	0.5;0	1
405070101_3	405070101	3	0.67;0	1
405070102_1	405070102	1	0.26;0	1
405070102_2	405070102	2	0.4;0	1
405070102_3	405070102	3	0.54;0	1
405070105_1	405070105	1	0.2;0	1
405070105_2	405070105	2	0.33;0	1
405070103_1	405070103	1	0.76;0	1
405070104_1	405070104	1	0.6;0	1
403020101_1	403020101	1	0;0.14	1
403020101_2	403020101	2	0;0.17	1
403020101_3	403020101	3	0;0.21	1
403020102_1	403020102	1	0.33;0	1
411020112_1	411020112	1	0.15	1
411020112_2	411020112	2	0.2	1
411020112_3	411020112	3	0.25	1
411602102_1	411602102	1	0.2	1
411602102_2	411602102	2	0.3	1
411602102_3	411602102	3	0.5	1
411020114_1	411020114	1	0.15	1
411020114_2	411020114	2	0.2	1
411020114_3	411020114	3	0.3	1
416030110_1	416030110	1	0.15	1
416030110_2	416030110	2	0.2	1
416030110_3	416030110	3	0.3	1
417030111_1	417030111	1	0.1	1
417030111_2	417030111	2	0.15	1
417030111_3	417030111	3	0.25	1
417030118_1	417030118	1	0.15	1
417030118_2	417030118	2	0.2	1
417030118_3	417030118	3	0.25	1
411203109_1	411203109	1	0.15	1
411203109_2	411203109	2	0.2	1
411203109_3	411203109	3	0.3	1
411203110_1	411203110	1	0.2	1
411203110_2	411203110	2	0.3	1
411203110_3	411203110	3	0.5	1
411203111_1	411203111	1	0.12	1
411203111_2	411203111	2	0.16	1
411203111_3	411203111	3	0.24	1
411203119_1	411203119	1	0.15	1
411203119_2	411203119	2	0.2	1
411203119_3	411203119	3	0.25	1
412020110_1	412020110	1	0.3	1
412020110_2	412020110	2	0.4	1
412020110_3	412020110	3	0.5	1
412010801_1	412010801	1	0.2;0.2;2;2	1
412010801_2	412010801	2	0.3;0.3;2;2	1
412010801_3	412010801	3	0.5;0.5;2;2	1
412010901_1	412010901	1	-0.2;0.2;2;2	1
412010901_2	412010901	2	-0.3;0.3;2;2	1
412010901_3	412010901	3	-0.5;0.5;2;2	1
416030111_1	416030111	1	0.1	1
416030111_2	416030111	2	0.15	1
416030111_3	416030111	3	0.25	1
416030114_1	416030114	1	0.1	1
416030114_2	416030114	2	0.15	1
416030114_3	416030114	3	0.2	1
416030118_1	416030118	1	0.15	1
416030118_2	416030118	2	0.2	1
416030118_3	416030118	3	0.25	1
412020111_1	412020111	1	0.3	1
412020111_2	412020111	2	0.45	1
412020111_3	412020111	3	0.75	1
404010101_1	404010101	1	0	1
404010101_2	404010101	2	0	1
404010101_3	404010101	3	0	1
404010101_4	404010101	4	0	1
404010101_5	404010101	5	0	1
404010101_6	404010101	6	0	1
407020102_1	407020102	1	1;2;0;0;2	1
407020102_2	407020102	2	1;2;0;0;2	1
407020102_3	407020102	3	1;2;0;0;2	1
407020103_1	407020103	1	1;3;0;0;1	1
407020103_2	407020103	2	1;3;0;0;1	1
407020103_3	407020103	3	1;3;0;0;1	1
411303107_1	411303107	1	-0.1	1
411303107_2	411303107	2	-0.15	1
411303107_3	411303107	3	-0.25	1
411303110_1	411303110	1	-0.2	1
411303110_2	411303110	2	-0.3	1
411303110_3	411303110	3	-0.4	1
411303111_1	411303111	1	-0.3	1
411303111_2	411303111	2	-0.45	1
411303111_3	411303111	3	-0.6	1
404070101_1	404070101	1	0	1
404070101_2	404070101	2	0	1
404070101_3	404070101	3	0	1
412020113_1	412020113	1	0.2	1
412020113_2	412020113	2	0.2	1
412020113_3	412020113	3	0.35	1
412020116_1	412020116	1	-0.2	1
412020116_2	412020116	2	-0.3	1
412020116_3	412020116	3	-0.4	1
412020117_1	412020117	1	-0.3	1
412020117_2	412020117	2	-0.4	1
412020117_3	412020117	3	-0.5	1
412020121_1	412020121	1	-0.25	1
412020121_2	412020121	2	-0.25	1
412020121_3	412020121	3	-0.25	1
418030104_1	418030104	1	-0.15	1
418030104_2	418030104	2	-0.15	1
418030104_3	418030104	3	-0.25	1
418030107_1	418030107	1	-0.2	1
418030107_2	418030107	2	-0.3	1
418030107_3	418030107	3	-0.4	1
418030108_1	418030108	1	-0.3	1
418030108_2	418030108	2	-0.45	1
418030108_3	418030108	3	-0.6	1
419030103_1	419030103	1	0	1
419030103_2	419030103	2	-0.3	1
419030103_3	419030103	3	-0.5	1
419030106_1	419030106	1	-0.2	1
419030106_2	419030106	2	-0.3	1
419030106_3	419030106	3	-0.4	1
419030107_1	419030107	1	-0.3	1
419030107_2	419030107	2	-0.45	1
419030107_3	419030107	3	-0.6	1
412202101_1	412202101	1	0.2	1
412202101_2	412202101	2	0.2	1
412202101_3	412202101	3	0.3	1
411020109_1	411020109	1	-0.3	1
411020109_2	411020109	2	-0.33	1
411020109_3	411020109	3	-0.36	1
411020109_4	411020109	4	-0.39	1
411020109_5	411020109	5	-0.42	1
411020109_6	411020109	6	-0.45	1
410001102_1	410001102	1	0	1
410001102_2	410001102	2	0	1
410001102_3	410001102	3	0	1
410001102_4	410001102	4	0	1
410001102_5	410001102	5	0	1
410001102_6	410001102	6	0	1
411010103_1	411010103	1	0.25	1
411010103_2	411010103	2	0.275	1
411010103_3	411010103	3	0.3	1
411010103_4	411010103	4	0.325	1
411010103_5	411010103	5	0.35	1
411010103_6	411010103	6	0.375	1
412020108_1	412020108	1	1	1
412020108_2	412020108	2	1	1
412020108_3	412020108	3	1	1
412020108_4	412020108	4	1	1
412020108_5	412020108	5	1	1
412020108_6	412020108	6	1	1
404040101_1	404040101	1	0	1
404040101_2	404040101	2	0	1
404040101_3	404040101	3	0	1
404040101_4	404040101	4	0	1
404040101_5	404040101	5	0	1
404040101_6	404040101	6	0	1
412002101_1	412002101	1	0.4	1
412002101_2	412002101	2	0.4	1
412002101_3	412002101	3	0.4	1
412002101_4	412002101	4	0.4	1
412002101_5	412002101	5	0.4	1
412002101_6	412002101	6	0.4	1
416030108_1	416030108	1	-0.3	1
416030108_2	416030108	2	-0.33	1
416030108_3	416030108	3	-0.36	1
416030108_4	416030108	4	-0.39	1
416030108_5	416030108	5	-0.42	1
416030108_6	416030108	6	-0.45	1
417030109_1	417030109	1	-0.3	1
417030109_2	417030109	2	-0.33	1
417030109_3	417030109	3	-0.36	1
417030109_4	417030109	4	-0.39	1
417030109_5	417030109	5	-0.42	1
417030109_6	417030109	6	-0.45	1
411203107_1	411203107	1	-0.3	1
411203107_2	411203107	2	-0.33	1
411203107_3	411203107	3	-0.36	1
411203107_4	411203107	4	-0.39	1
411203107_5	411203107	5	-0.42	1
411203107_6	411203107	6	-0.45	1
411020113_1	411020113	1	0.25	1
411020113_2	411020113	2	0.22	1
411020113_3	411020113	3	0.24	1
411020113_4	411020113	4	0.26	1
411020113_5	411020113	5	0.28	1
411020113_6	411020113	6	0.3	1
416030109_1	416030109	1	0.27	1
416030109_2	416030109	2	0.22	1
416030109_3	416030109	3	0.24	1
416030109_4	416030109	4	0.26	1
416030109_5	416030109	5	0.28	1
416030109_6	416030109	6	0.3	1
416030119_1	416030119	1	0.4	1
417030110_1	417030110	1	0.41	1
417030110_2	417030110	2	0.22	1
417030110_3	417030110	3	0.24	1
417030110_4	417030110	4	0.26	1
417030110_5	417030110	5	0.28	1
417030110_6	417030110	6	0.3	1
411203108_1	411203108	1	0.4	1
411203108_2	411203108	2	0.22	1
411203108_3	411203108	3	0.24	1
411203108_4	411203108	4	0.26	1
411203108_5	411203108	5	0.28	1
411203108_6	411203108	6	0.3	1
418030103_1	418030103	1	0.4	1
418030103_2	418030103	2	0.44	1
418030103_3	418030103	3	0.48	1
418030103_4	418030103	4	0.52	1
418030103_5	418030103	5	0.56	1
418030103_6	418030103	6	0.6	1
412020120_1	412020120	1	0.3	1
418030110_1	418030110	1	0.3	1
419030109_1	419030109	1	0.3	1
411303113_1	411303113	1	0.3	1
412020127_1	412020127	1	0.45	1
418030113_1	418030113	1	0.45	1
419030113_1	419030113	1	0.45	1
411303119_1	411303119	1	0.45	1
411601103_1	411601103	1	-0.15	1
411601205_1	411601205	1	-0.15	1
411601206_1	411601206	1	0.15	1
412101103_1	412101103	1	-0.15	1
412102102_1	412102102	1	-0.15	1
406040101_1	406040101	1	10403105;1;0.65;0.35	1
406040101_2	406040101	2	10403105;1;0.725;0.275	1
406040101_3	406040101	3	10403105;1;0.7;0.3	1
406040101_4	406040101	4	10403105;1;0.675;0.325	1
406040101_5	406040101	5	10403105;1;0.65;0.35	1
406040101_6	406040101	6	10403105;1;0.625;0.375	1
406040102_1	406040102	1	10600904;1;1;0.35	1
406040102_2	406040102	2	10600904;1;1;0.35	1
406040102_3	406040102	3	10600904;1;1;0.35	1
406040102_4	406040102	4	10600904;1;1;0.35	1
406040102_5	406040102	5	10600904;1;1;0.35	1
406040102_6	406040102	6	10600904;1;1;0.35	1
406040103_1	406040103	1	111100211;1;0.6;0.4	1
406040103_2	406040103	2	111100211;1;0.56;0.44	1
406040103_3	406040103	3	111100211;1;0.52;0.48	1
406040103_4	406040103	4	111100211;1;0.48;0.52	1
406040103_5	406040103	5	111100211;1;0.44;0.56	1
406040103_6	406040103	6	111100211;1;0.4;0.6	1
406040104_1	406040104	1	10600908;1;1;0.35	1
406040105_1	406040105	1	111600802;1;1;0.25	1
406040105_2	406040105	2	111600802;1;1;0.25	1
406040105_3	406040105	3	111600802;1;1;0.35	1
412020112_1	412020112	1	0.5	1
412020112_2	412020112	2	0.5	1
412020112_3	412020112	3	0.5	1
412020112_4	412020112	4	0.5	1
412020112_5	412020112	5	0.5	1
412020112_6	412020112	6	0.5	1
412020118_1	412020118	1	1	1
412020118_2	412020118	2	1	1
412020118_3	412020118	3	1	1
412020118_4	412020118	4	1	1
412020118_5	412020118	5	1	1
412020118_6	412020118	6	1	1
413020108_1	413020108	1	0.5	1
413020108_2	413020108	2	0.5	1
413020108_3	413020108	3	0.5	1
413020108_4	413020108	4	0.5	1
413020108_5	413020108	5	0.5	1
413020108_6	413020108	6	0.5	1
413020111_1	413020111	1	-0.15	1
413020112_1	413020112	1	0.3	1
404060101_1	404060101	1	0	1
404060101_2	404060101	2	0	1
404060101_3	404060101	3	0	1
404060101_4	404060101	4	0	1
404060101_5	404060101	5	0	1
404060101_6	404060101	6	0	1
405010105_1	405010105	1	1.83	1
405010105_2	405010105	2	3.85	1
405010105_3	405010105	3	4.2	1
405010105_4	405010105	4	4.55	1
405010105_5	405010105	5	4.9	1
405010105_6	405010105	6	5.25	1
405010107_1	405010107	1	2.29	1
405010107_2	405010107	2	3.85	1
405010107_3	405010107	3	4.2	1
405010107_4	405010107	4	4.55	1
405010107_5	405010107	5	4.9	1
405010107_6	405010107	6	5.25	1
411501106_1	411501106	1	0.2	1
411501106_2	411501106	2	0.33	1
411501106_3	411501106	3	0.46	1
411501106_4	411501106	4	0.6	1
411501106_5	411501106	5	0.73	1
411501106_6	411501106	6	1	1
411701106_1	411701106	1	0.5	1
411701106_2	411701106	2	0.5	1
411701106_3	411701106	3	0.5	1
411701106_4	411701106	4	0.5	1
411701106_5	411701106	5	0.5	1
411701106_6	411701106	6	0.5	1
416030153_1	416030153	1	0.5	1
416030154_1	416030154	1	0.15	1
416030155_1	416030155	1	0.3	1
416030156_1	416030156	1	-0.2	1
416030157_1	416030157	1	-0.3	1
406040151_1	406040151	1	104031057;1;0.7;0.3	1
406040152_1	406040152	1	1	1
404080151_1	404080151	1	1	1
403010152_1	403010152	1	2	1
403010153_1	403010153	1	0.3	1
412010154_1	412010154	1	-0.3	1
412010155_1	412010155	1	0.15	1
412010156_1	412010156	1	0.4	1
412010157_1	412010157	1	1.4	1
412010158_1	412010158	1	0.5	1
412010159_1	412010159	1	-0.6	1
403020151_1	403020151	1	1;0.25	1
403010154_1	403010154	1	0.5	1
411701151_1	411701151	1	1	1
411701152_1	411701152	1	0.5	1
411701153_1	411701153	1	0.3	1
411701154_1	411701154	1	3	1
499999_1	499999	1	0.3	1
419030151_1	419030151	1	-0.3	1
419030152_1	419030152	1	0.15	1
413020151_1	413020151	1	-0.1	1
413020152_1	413020152	1	0.15	1
413020153_1	413020153	1	0.3	1
413020154_1	413020154	1	0.5	1
467051_1	467051	1	0.2	1
467052_1	467052	1	1	1
414031051_1	414031051	1	0.2	1
414031052_1	414031052	1	-0.2	1
414071051_1	414071051	1	0.2	1
414071052_1	414071052	1	-0.2	1
414051051_1	414051051	1	0.2	1
414051052_1	414051052	1	-0.2	1
400405151_1	400405151	1	0	1
413011151_1	413011151	1	0.3	1
413071151_1	413071151	1	0.3	1
413111151_1	413111151	1	0.3	1
414111151_1	414111151	1	0.3	1
411028101_1	411028101	1	0.25;0.25;1;1	1
411028101_2	411028101	2	0.25;0.25;1;1	1
411028101_3	411028101	3	0.25;0.25;1;1	1
411028101_4	411028101	4	0.25;0.25;1;1	1
411028101_5	411028101	5	0.25;0.25;1;1	1
411028101_6	411028101	6	0.25;0.25;1;1	1
411029101_1	411029101	1	-0.25;0.25;1;1	1
411029101_2	411029101	2	-0.25;0.25;1;1	1
411029101_3	411029101	3	-0.25;0.25;1;1	1
411029101_4	411029101	4	-0.25;0.25;1;1	1
411029101_5	411029101	5	-0.25;0.25;1;1	1
411029101_6	411029101	6	-0.25;0.25;1;1	1
888888_1	888888	1	1	1
417030151_1	417030151	1	0.15	1
412102151_1	412102151	1	0.15	1
412102152_1	412102152	1	0.5	1
412102153_1	412102153	1	0.3	1
412102154_1	412102154	1	1	1
411601151_1	411601151	1	0.15	1
411601152_1	411601152	1	0.3	1
412101151_1	412101151	1	0.15	1
412101152_1	412101152	1	0.5	1
412101153_1	412101153	1	1	1
412101154_1	412101154	1	0.3	1
411303154_1	411303154	1	0.2	1
411303155_1	411303155	1	-0.2	1
411303156_1	411303156	1	0.4	1
411303157_1	411303157	1	0.5	1
411303158_1	411303158	1	0.05	1
411303159_1	411303159	1	1	1
411303163_1	411303163	1	-0.5	1
411303164_1	411303164	1	0.03	1
411303165_1	411303165	1	0.6	1
411303166_1	411303166	1	0.7	1
405050151_1	405050151	1	0.5;0	1
407020151_1	407020151	1	2;4;0;0;1	1
407020152_1	407020152	1	2;10;0;0;2	1
407020153_1	407020153	1	2;17;0;0;2	1
407020155_1	407020155	1	1;2;0;0;2	1
407020156_1	407020156	1	1;0;0;0;1	1
409020151_1	409020151	1	0;0;0;1	1
412029051_1	412029051	1	0.2;0.2;2;2	1
412029052_1	412029052	1	-0.5;0.5;2;2	1
401102157_1	401102157	1	-0.3	1
401102159_1	401102159	1	-0.6	1
401102160_1	401102160	1	0.5	1
401102161_1	401102161	1	-0.1	1
407020154_1	407020154	1	2;0;0;0;1	1
401102158_1	401102158	1	0.1	1
409020152_1	409020152	1	0;0;0;2	1
407020157_1	407020157	1	1;3;0;0;1	1
402121101_1	402121101	1	0.3	1
402221101_1	402221101	1	0.25	1
402221102_1	402221102	1	0.4	1
402221103_1	402221103	1	0.7	1
402321101_1	402321101	1	0.08;1.5	1
402421101_1	402421101	1	0.12;1.5	1
402521101_1	402521101	1	0.05;999999	1
5010001_1	5010001	1	24	1
5010001_2	5010001	2	36	1
5010001_3	5010001	3	42	1
5010001_4	5010001	4	48	1
5010002_1	5010002	1	12	1
5010002_2	5010002	2	16.5	1
5010002_3	5010002	3	21	1
5010002_4	5010002	4	24	1
5010003_1	5010003	1	72	1
5010003_2	5010003	2	99	1
5010003_3	5010003	3	126	1
5010003_4	5010003	4	144	1
5010004_1	5010004	1	0.04	1
5010004_2	5010004	2	0.06	1
5010004_3	5010004	3	0.07	1
5010004_4	5010004	4	0.08	1
5010005_1	5010005	1	0.08	1
5010005_2	5010005	2	0.11	1
5010005_3	5010005	3	0.14	1
5010005_4	5010005	4	0.16	1
5010006_1	5010006	1	0.08	1
5010006_2	5010006	2	0.11	1
5010006_3	5010006	3	0.14	1
5010006_4	5010006	4	0.16	1
5010007_1	5010007	1	0.08	1
5010007_2	5010007	2	0.11	1
5010007_3	5010007	3	0.14	1
5010007_4	5010007	4	0.16	1
5010008_1	5010008	1	0.04	1
5010008_2	5010008	2	0.06	1
5010008_3	5010008	3	0.07	1
5010008_4	5010008	4	0.08	1
5010009_1	5010009	1	0.08	1
5010009_2	5010009	2	0.11	1
5010009_3	5010009	3	0.14	1
5010009_4	5010009	4	0.16	1
5010010_1	5010010	1	0.08	1
5010010_2	5010010	2	0.11	1
5010010_3	5010010	3	0.14	1
5010010_4	5010010	4	0.16	1
5010011_1	5010011	1	0.15;0.9	1
50100111_1	50100111	1	0.15;0.9	1
50100112_1	50100112	1	0.15;0.9	1
50100113_1	50100113	1	0.15;0.9	1
5010012_1	5010012	1	5010016;1;1;0.12	1
50100121_1	50100121	1	5010016;1;1;0.14	1
50100122_1	50100122	1	5010016;1;1;0.17	1
50100123_1	50100123	1	5010016;1;1;0.18	1
5010013_1	5010013	1	5010016;1;1;0.17	1
50100131_1	50100131	1	5010016;1;1;0.2	1
50100132_1	50100132	1	5010016;1;1;0.24	1
50100133_1	50100133	1	5010016;1;1;0.26	1
5010014_1	5010014	1	5010016;1;1;0.06	1
50100141_1	50100141	1	5010016;1;1;0.08	1
50100142_1	50100142	1	5010016;1;1;0.12	1
50100143_1	50100143	1	5010016;1;1;0.20	1
5010015_1	5010015	1	5010016;1;1;0.09	1
50100151_1	50100151	1	5010016;1;1;0.11	1
50100152_1	50100152	1	5010016;1;1;0.13	1
50100153_1	50100153	1	5010016;1;1;0.14	1
5010017_1	5010017	1	0.19	1
50100171_1	50100171	1	0.23	1
50100172_1	50100172	1	0.27	1
50100173_1	50100173	1	0.29	1
5010018_1	5010018	1	0.2	1
50100181_1	50100181	1	0.24	1
50100182_1	50100182	1	0.28	1
50100183_1	50100183	1	0.3	1
5010019_1	5010019	1	0.35	1
50100191_1	50100191	1	0.42	1
50100192_1	50100192	1	0.49	1
50100193_1	50100193	1	0.53	1
5010020_1	5010020	1	0.09	1
50100201_1	50100201	1	0.12	1
50100202_1	50100202	1	0.15	1
50100203_1	50100203	1	0.18	1
5010021_1	5010021	1	0.14	1
50100211_1	50100211	1	0.17	1
50100212_1	50100212	1	0.2	1
50100213_1	50100213	1	0.21	1
5010022_1	5010022	1	0.23	1
50100221_1	50100221	1	0.28	1
50100222_1	50100222	1	0.32	1
50100223_1	50100223	1	0.35	1
5010023_1	5010023	1	0.1	1
50100231_1	50100231	1	0.13	1
50100232_1	50100232	1	0.2	1
50100233_1	50100233	1	0.34	1
50100241_1	50100241	1	-0.06	1
501002411_1	501002411	1	-0.07	1
501002421_1	501002421	1	-0.08	1
501002431_1	501002431	1	-0.09	1
50100242_1	50100242	1	-0.06	1
501002412_1	501002412	1	-0.07	1
501002422_1	501002422	1	-0.08	1
501002432_1	501002432	1	-0.09	1
50100243_1	50100243	1	-0.06	1
501002413_1	501002413	1	-0.07	1
501002423_1	501002423	1	-0.08	1
501002433_1	501002433	1	-0.09	1
50100244_1	50100244	1	-0.06	1
501002414_1	501002414	1	-0.07	1
501002424_1	501002424	1	-0.08	1
501002434_1	501002434	1	-0.09	1
50100251_1	50100251	1	0.07	1
50100251_2	50100251	2	0.09	1
50100251_3	50100251	3	0.14	1
50100251_4	50100251	4	0.24	1
411501151_1	411501151	1	0.05	1
411501152_1	411501152	1	0.1	1
411501153_1	411501153	1	-0.5	1
411501154_1	411501154	1	-0.7	1
411501155_1	411501155	1	-1	1
5010026_1	5010026	1	0.1	1
5010026_2	5010026	2	0.14	1
5010026_3	5010026	3	0.17	1
5010026_4	5010026	4	0.2	1
50100271_1	50100271	1	-0.05	1
50100271_2	50100271	2	-0.07	1
50100271_3	50100271	3	-0.09	1
50100271_4	50100271	4	-0.1	1
50100281_1	50100281	1	0.06	1
50100281_2	50100281	2	0.08	1
50100281_3	50100281	3	0.1	1
50100281_4	50100281	4	0.12	1
50100291_1	50100291	1	-0.06	1
50100291_2	50100291	2	-0.08	1
50100291_3	50100291	3	-0.1	1
50100291_4	50100291	4	-0.12	1
5010030_1	5010030	1	0.07	1
5010030_2	5010030	2	0.098	1
5010030_3	5010030	3	0.119	1
5010030_4	5010030	4	0.14	1
5010031_1	5010031	1	0.2	1
5010031_2	5010031	2	0.28	1
5010031_3	5010031	3	0.34	1
5010031_4	5010031	4	0.4	1
5010032_1	5010032	1	0;0.05	1
5010032_2	5010032	2	0;0.07	1
5010032_3	5010032	3	0;0.09	1
5010032_4	5010032	4	0;0.10	1
50100331_1	50100331	1	0.06	1
50100331_2	50100331	2	0.08	1
50100331_3	50100331	3	0.1	1
50100331_4	50100331	4	0.12	1
50100342_1	50100342	1	0.3	1
50100342_2	50100342	2	0.4	1
50100342_3	50100342	3	0.6	1
50100342_4	50100342	4	1	1
50100350_1	50100350	1	0.18;50100352	1
50100350_2	50100350	2	0.25;50100352	1
50100350_3	50100350	3	0.31;50100352	1
50100350_4	50100350	4	0.36;50100352	1
