index	skillId	star	effectConditionPara1	effectConditionPara2	effectConditionPara3	effectConditionPara4	effectConditionPara5	effectConditionPara6	effectConditionPara7	stackTime1	stackTime2	stackTime3	stackTime4	stackTime5	stackTime6	stackTime7	cd	disAtkNum	status
43103008_2	43103008	2								1	1	1	1	1	1	1			1
43103008_3	43103008	3								1	1	1	1	1	1	1			1
43103008_4	43103008	4								1	1	1	1	1	1	1			1
43103008_5	43103008	5								1	1	1	1	1	1	1			1
43103008_6	43103008	6								1	1	1	1	1	1	1			1
41103002_1	41103002	1								1	1	1	1	1	1	1			1
41103002_2	41103002	2								1	1	1	1	1	1	1			1
41103002_3	41103002	3								1	1	1	1	1	1	1			1
42103002_1	42103002	1								1	1	1	1	1	1	1			1
42103002_2	42103002	2								1	1	1	1	1	1	1			1
42103002_3	42103002	3								1	1	1	1	1	1	1			1
43103002_1	43103002	1								1	1	1	1	1	1	1			1
43103002_2	43103002	2								1	1	1	1	1	1	1			1
43103002_3	43103002	3								1	1	1	1	1	1	1			1
43103002_4	43103002	4								1	1	1	1	1	1	1			1
43103002_5	43103002	5								1	1	1	1	1	1	1			1
43103002_6	43103002	6								1	1	1	1	1	1	1			1
41103007_1	41103007	1								1	1	1	1	1	1	1			1
41103007_2	41103007	2								1	1	1	1	1	1	1			1
41103007_3	41103007	3								1	1	1	1	1	1	1			1
42103007_1	42103007	1								1	1	1	1	1	1	1			1
42103007_2	42103007	2								1	1	1	1	1	1	1			1
42103007_3	42103007	3								1	1	1	1	1	1	1			1
43103007_1	43103007	1								1	1	1	1	1	1	1			1
43103007_2	43103007	2								1	1	1	1	1	1	1			1
43103007_3	43103007	3								1	1	1	1	1	1	1			1
43103007_4	43103007	4								1	1	1	1	1	1	1			1
43103007_5	43103007	5								1	1	1	1	1	1	1			1
43103007_6	43103007	6								1	1	1	1	1	1	1			1
41103019_1	41103019	1								1	1	1	1	1	1	1			1
41103019_2	41103019	2								1	1	1	1	1	1	1			1
41103019_3	41103019	3								1	1	1	1	1	1	1			1
42103019_1	42103019	1								1	1	1	1	1	1	1			1
42103019_2	42103019	2								1	1	1	1	1	1	1			1
42103019_3	42103019	3								1	1	1	1	1	1	1			1
43103019_1	43103019	1								1	1	1	1	1	1	1			1
43103019_2	43103019	2								1	1	1	1	1	1	1			1
43103019_3	43103019	3								1	1	1	1	1	1	1			1
43103019_4	43103019	4								1	1	1	1	1	1	1			1
43103019_5	43103019	5								1	1	1	1	1	1	1			1
43103019_6	43103019	6								1	1	1	1	1	1	1			1
41103021_1	41103021	1								1	1	1	1	1	1	1			1
41103021_2	41103021	2								1	1	1	1	1	1	1			1
41103021_3	41103021	3								1	1	1	1	1	1	1			1
42103021_1	42103021	1								1	1	1	1	1	1	1			1
42103021_2	42103021	2								1	1	1	1	1	1	1			1
42103021_3	42103021	3								1	1	1	1	1	1	1			1
43103021_1	43103021	1								1	1	1	1	1	1	1			1
43103021_2	43103021	2								1	1	1	1	1	1	1			1
43103021_3	43103021	3								1	1	1	1	1	1	1			1
43103021_4	43103021	4								1	1	1	1	1	1	1			1
43103021_5	43103021	5								1	1	1	1	1	1	1			1
43103021_6	43103021	6								1	1	1	1	1	1	1			1
41104003_1	41104003	1								1	1	1	1	1	1	1			1
41104003_2	41104003	2								1	1	1	1	1	1	1			1
41104003_3	41104003	3								1	1	1	1	1	1	1			1
42104003_1	42104003	1								1	1	1	1	1	1	1			1
42104003_2	42104003	2								1	1	1	1	1	1	1			1
42104003_3	42104003	3								1	1	1	1	1	1	1			1
43104003_1	43104003	1								1	1	1	1	1	1	1			1
43104003_2	43104003	2								1	1	1	1	1	1	1			1
43104003_3	43104003	3								1	1	1	1	1	1	1			1
43104003_4	43104003	4								1	1	1	1	1	1	1			1
43104003_5	43104003	5								1	1	1	1	1	1	1			1
43104003_6	43104003	6								1	1	1	1	1	1	1			1
41104005_1	41104005	1								1	1	1	1	1	1	1			1
41104005_2	41104005	2								1	1	1	1	1	1	1			1
41104005_3	41104005	3								1	1	1	1	1	1	1			1
42104005_1	42104005	1								1	1	1	1	1	1	1			1
42104005_2	42104005	2								1	1	1	1	1	1	1			1
42104005_3	42104005	3								1	1	1	1	1	1	1			1
43104005_1	43104005	1								1	1	1	1	1	1	1			1
43104005_2	43104005	2								1	1	1	1	1	1	1			1
43104005_3	43104005	3								1	1	1	1	1	1	1			1
43104005_4	43104005	4								1	1	1	1	1	1	1			1
43104005_5	43104005	5								1	1	1	1	1	1	1			1
43104005_6	43104005	6								1	1	1	1	1	1	1			1
41104001_1	41104001	1				310400103,0	310400107,0			1	1	1	1	1	1	1			1
41104001_2	41104001	2				310400103,0	310400107,0			1	1	1	1	1	1	1			1
41104001_3	41104001	3				310400103,0	310400107,0			1	1	1	1	1	1	1			1
42104001_1	42104001	1								1	1	1	1	1	1	1			1
42104001_2	42104001	2								1	1	1	1	1	1	1			1
42104001_3	42104001	3								1	1	1	1	1	1	1			1
43104001_1	43104001	1								1	1	1	1	1	1	1			1
43104001_2	43104001	2								1	1	1	1	1	1	1			1
43104001_3	43104001	3								1	1	1	1	1	1	1			1
43104001_4	43104001	4								1	1	1	1	1	1	1			1
43104001_5	43104001	5								1	1	1	1	1	1	1			1
43104001_6	43104001	6								1	1	1	1	1	1	1			1
41104008_1	41104008	1								1	1	1	1	1	1	1			1
41104008_2	41104008	2								1	1	1	1	1	1	1			1
41104008_3	41104008	3								1	1	1	1	1	1	1			1
42104008_1	42104008	1								1	1	1	1	1	1	1			1
42104008_2	42104008	2								1	1	1	1	1	1	1			1
42104008_3	42104008	3								1	1	1	1	1	1	1			1
43104008_1	43104008	1								1	1	1	1	1	1	1			1
43104008_2	43104008	2								1	1	1	1	1	1	1			1
43104008_3	43104008	3								1	1	1	1	1	1	1			1
43104008_4	43104008	4								1	1	1	1	1	1	1			1
43104008_5	43104008	5								1	1	1	1	1	1	1			1
43104008_6	43104008	6								1	1	1	1	1	1	1			1
41105008_1	41105008	1								1	1	1	1	1	1	1			1
41105008_2	41105008	2								1	1	1	1	1	1	1			1
41105008_3	41105008	3								1	1	1	1	1	1	1			1
42105008_1	42105008	1								1	1	1	1	1	1	1			1
42105008_2	42105008	2								1	1	1	1	1	1	1			1
42105008_3	42105008	3								1	1	2	1	1	1	1			1
43105008_1	43105008	1								1	1	1	1	1	1	1			1
43105008_2	43105008	2								1	1	1	1	1	1	1			1
43105008_3	43105008	3								1	1	1	1	1	1	1			1
43105008_4	43105008	4								1	1	1	1	1	1	1			1
43105008_5	43105008	5								1	1	1	1	1	1	1			1
43105008_6	43105008	6								1	1	1	1	1	1	1			1
41105001_1	41105001	1								1	1	1	1	1	1	1			1
41105001_2	41105001	2								1	1	1	1	1	1	1			1
41105001_3	41105001	3								1	1	1	1	1	1	1			1
42105001_1	42105001	1								1	1	1	1	1	1	1			1
42105001_2	42105001	2								1	1	1	1	1	1	1			1
42105001_3	42105001	3								1	1	1	1	1	1	1			1
43105001_1	43105001	1								1	1	1	1	1	1	1			1
43105001_2	43105001	2								1	1	1	1	1	1	1			1
43105001_3	43105001	3								1	1	1	1	1	1	1			1
43105001_4	43105001	4								1	1	1	1	1	1	1			1
43105001_5	43105001	5								1	1	1	1	1	1	1			1
43105001_6	43105001	6								1	1	1	1	1	1	1			1
41105002_1	41105002	1								1	1	1	1	1	1	1			1
41105002_2	41105002	2								1	1	1	1	1	1	1			1
41105002_3	41105002	3								1	1	1	1	1	1	1			1
42105002_1	42105002	1								1	1	1	1	1	1	1			1
42105002_2	42105002	2								1	1	1	1	1	1	1			1
42105002_3	42105002	3								1	1	1	1	1	1	1			1
43105002_1	43105002	1								1	1	1	1	1	1	1			1
43105002_2	43105002	2								1	1	1	1	1	1	1			1
43105002_3	43105002	3								1	1	1	1	1	1	1			1
43105002_4	43105002	4								1	1	1	1	1	1	1			1
43105002_5	43105002	5								1	1	1	1	1	1	1			1
43105002_6	43105002	6								1	1	1	1	1	1	1			1
41105006_1	41105006	1								1	1	1	1	1	1	1			1
41105006_2	41105006	2								1	1	1	1	1	1	1			1
41105006_3	41105006	3								1	1	1	1	1	1	1			1
42105006_1	42105006	1								1	1	1	1	1	1	1			1
42105006_2	42105006	2								1	1	1	1	1	1	1			1
42105006_3	42105006	3								1	1	1	1	1	1	1			1
43105006_1	43105006	1								1	1	1	1	1	1	1			1
43105006_2	43105006	2								1	1	1	1	1	1	1			1
43105006_3	43105006	3								1	1	1	1	1	1	1			1
43105006_4	43105006	4								1	1	1	1	1	1	1			1
43105006_5	43105006	5								1	1	1	1	1	1	1			1
43105006_6	43105006	6								1	1	1	1	1	1	1			1
41106008_1	41106008	1								1	1	1	1	1	1	1			1
41106008_2	41106008	2								1	1	1	1	1	1	1			1
41106008_3	41106008	3								1	1	1	1	1	1	1			1
42106008_1	42106008	1								1	1	1	1	1	1	1			1
42106008_2	42106008	2								1	1	1	1	1	1	1			1
42106008_3	42106008	3								1	1	1	1	1	1	1			1
43106008_1	43106008	1								1	1	1	1	1	1	1			1
43106008_2	43106008	2								1	1	1	1	1	1	1			1
43106008_3	43106008	3								1	1	1	1	1	1	1			1
43106008_4	43106008	4								1	1	1	1	1	1	1			1
43106008_5	43106008	5								1	1	1	1	1	1	1			1
43106008_6	43106008	6								1	1	1	1	1	1	1			1
41106001_1	41106001	1								1	1	1	1	1	1	1			1
41106001_2	41106001	2								1	1	1	1	1	1	1			1
41106001_3	41106001	3								1	1	1	1	1	1	1			1
42106001_1	42106001	1								1	1	1	1	1	1	1			1
42106001_2	42106001	2								1	1	1	1	1	1	1			1
42106001_3	42106001	3								1	1	1	1	1	1	1			1
43106001_1	43106001	1								1	1	1	1	1	1	1			1
43106001_2	43106001	2								1	1	1	1	1	1	1			1
43106001_3	43106001	3								1	1	1	1	1	1	1			1
43106001_4	43106001	4								1	1	1	1	1	1	1			1
43106001_5	43106001	5								1	1	1	1	1	1	1			1
43106001_6	43106001	6								1	1	1	1	1	1	1			1
41106002_1	41106002	1								1	1	1	1	1	1	1			1
41106002_2	41106002	2								1	1	1	1	1	1	1			1
41106002_3	41106002	3								1	1	1	1	1	1	1			1
42106002_1	42106002	1								1	1	1	1	1	1	1			1
42106002_2	42106002	2								1	1	1	1	1	1	1			1
42106002_3	42106002	3								1	1	1	1	1	1	1			1
43106002_1	43106002	1								1	1	1	1	1	1	1			1
43106002_2	43106002	2								1	1	1	1	1	1	1			1
43106002_3	43106002	3								1	1	1	1	1	1	1			1
43106002_4	43106002	4								1	1	1	1	1	1	1			1
43106002_5	43106002	5								1	1	1	1	1	1	1			1
43106002_6	43106002	6								1	1	1	1	1	1	1			1
41106010_1	41106010	1								1	1	1	1	1	1	1			1
41106010_2	41106010	2								1	1	1	1	1	1	1			1
41106010_3	41106010	3								1	1	1	1	1	1	1			1
42106010_1	42106010	1								1	1	1	1	1	1	1			1
42106010_2	42106010	2								1	1	1	1	1	1	1			1
42106010_3	42106010	3								1	1	1	1	1	1	1			1
43106010_1	43106010	1								1	1	1	1	1	1	1			1
43106010_2	43106010	2								1	1	1	1	1	1	1			1
43106010_3	43106010	3								1	1	1	1	1	1	1			1
43106010_4	43106010	4								1	1	1	1	1	1	1			1
43106010_5	43106010	5								1	1	1	1	1	1	1			1
43106010_6	43106010	6								1	1	1	1	1	1	1			1
41107008_1	41107008	1								1	1	1	1	1	1	1			1
41107008_2	41107008	2								1	1	1	1	1	1	1			1
41107008_3	41107008	3								1	1	1	1	1	1	1			1
42107008_1	42107008	1								1	1	1	1	1	1	1			1
42107008_2	42107008	2								1	1	1	1	1	1	1			1
42107008_3	42107008	3								1	1	1	1	1	1	1			1
43107008_1	43107008	1								1	1	1	1	1	1	1			1
43107008_2	43107008	2								1	1	1	1	1	1	1			1
43107008_3	43107008	3								1	1	1	1	1	1	1			1
43107008_4	43107008	4								1	1	1	1	1	1	1			1
43107008_5	43107008	5								1	1	1	1	1	1	1			1
43107008_6	43107008	6								1	1	1	1	1	1	1			1
41107001_1	41107001	1								1	1	1	1	1	1	1			1
41107001_2	41107001	2								1	1	1	1	1	1	1			1
41107001_3	41107001	3								1	1	1	1	1	1	1			1
42107001_1	42107001	1								1	1	1	1	1	1	1			1
42107001_2	42107001	2								1	1	1	1	1	1	1			1
42107001_3	42107001	3								1	1	1	1	1	1	1			1
43107001_1	43107001	1								1	1	1	1	1	1	1			1
43107001_2	43107001	2								1	1	1	1	1	1	1			1
43107001_3	43107001	3								1	1	1	1	1	1	1			1
43107001_4	43107001	4								1	1	1	1	1	1	1			1
43107001_5	43107001	5								1	1	1	1	1	1	1			1
43107001_6	43107001	6								1	1	1	1	1	1	1			1
41107005_1	41107005	1								1	1	1	1	1	1	1			1
41107005_2	41107005	2								1	1	1	1	1	1	1			1
41107005_3	41107005	3								1	1	1	1	1	1	1			1
42107005_1	42107005	1								1	1	1	1	1	1	1			1
42107005_2	42107005	2								1	1	1	1	1	1	1			1
42107005_3	42107005	3								1	1	1	1	1	1	1			1
43107005_1	43107005	1								1	1	1	1	1	1	1			1
43107005_2	43107005	2								1	1	1	1	1	1	1			1
43107005_3	43107005	3								1	1	1	1	1	1	1			1
43107005_4	43107005	4								1	1	1	1	1	1	1			1
43107005_5	43107005	5								1	1	1	1	1	1	1			1
43107005_6	43107005	6								1	1	1	1	1	1	1			1
41108008_1	41108008	1								1	1	1	1	1	1	1			1
41108008_2	41108008	2								1	1	1	1	1	1	1			1
41108008_3	41108008	3								1	1	1	1	1	1	1			1
42108008_1	42108008	1								1	1	1	1	1	1	1			1
42108008_2	42108008	2								1	1	1	1	1	1	1			1
42108008_3	42108008	3								1	1	1	1	1	1	1			1
43108008_1	43108008	1								1	1	1	1	1	1	1			1
43108008_2	43108008	2								1	1	1	1	1	1	1			1
43108008_3	43108008	3								1	1	1	1	1	1	1			1
43108008_4	43108008	4								1	1	1	1	1	1	1			1
43108008_5	43108008	5								1	1	1	1	1	1	1			1
43108008_6	43108008	6								1	1	1	1	1	1	1			1
41108001_1	41108001	1								1	1	1	1	1	1	1			1
41108001_2	41108001	2								1	1	1	1	1	1	1			1
41108001_3	41108001	3								1	1	1	1	1	1	1			1
42108001_1	42108001	1			310800101,0	310800105,0				1	1	1	1	1	1	1			1
42108001_2	42108001	2			310800101,0	310800105,0				1	1	1	1	1	1	1			1
42108001_3	42108001	3			310800101,0	310800105,0				1	1	1	1	1	1	1			1
43108001_1	43108001	1								1	1	1	1	1	1	1			1
43108001_2	43108001	2								1	1	1	1	1	1	1			1
43108001_3	43108001	3								1	1	1	1	1	1	1			1
43108001_4	43108001	4								1	1	1	1	1	1	1			1
43108001_5	43108001	5								1	1	1	1	1	1	1			1
43108001_6	43108001	6								1	1	1	1	1	1	1			1
41108006_1	41108006	1								1	1	1	1	1	1	1			1
41108006_2	41108006	2								1	1	1	1	1	1	1			1
41108006_3	41108006	3								1	1	1	1	1	1	1			1
42108006_1	42108006	1								1	1	1	1	1	1	1			1
42108006_2	42108006	2								1	1	1	1	1	1	1			1
42108006_3	42108006	3								1	1	2	1	1	1	1			1
43108006_1	43108006	1								1	1	1	1	1	1	1			1
43108006_2	43108006	2								1	1	1	1	1	1	1			1
43108006_3	43108006	3								1	1	1	1	1	1	1			1
43108006_4	43108006	4								1	1	1	1	1	1	1			1
43108006_5	43108006	5								1	1	1	1	1	1	1			1
43108006_6	43108006	6								1	1	1	1	1	1	1			1
44108006_1	44108006	1								1	1	1	1	1	1	1			1
44108006_2	44108006	2								1	1	1	1	1	1	1			1
44108006_3	44108006	3								1	1	1	1	1	1	1			1
45108006_1	45108006	1								1	1	1	1	1	1	1			1
45108006_2	45108006	2								1	1	1	1	1	1	1			1
45108006_3	45108006	3								1	1	2	1	1	1	1			1
46108006_1	46108006	1								1	1	1	1	1	1	1			1
46108006_2	46108006	2								1	1	1	1	1	1	1			1
46108006_3	46108006	3								1	1	1	1	1	1	1			1
46108006_4	46108006	4								1	1	1	1	1	1	1			1
46108006_5	46108006	5								1	1	1	1	1	1	1			1
46108006_6	46108006	6								1	1	1	1	1	1	1			1
41108004_1	41108004	1								1	1	1	1	1	1	1			1
41108004_2	41108004	2								1	1	1	1	1	1	1			1
41108004_3	41108004	3								1	1	1	1	1	1	1			1
42108004_1	42108004	1								1	1	1	1	1	1	1			1
42108004_2	42108004	2								1	1	1	1	1	1	1			1
42108004_3	42108004	3								1	1	1	1	1	1	1			1
43108004_1	43108004	1								1	1	1	1	1	1	1			1
43108004_2	43108004	2								1	1	1	1	1	1	1			1
43108004_3	43108004	3								1	1	1	1	1	1	1			1
43108004_4	43108004	4								1	1	1	1	1	1	1			1
43108004_5	43108004	5								1	1	1	1	1	1	1			1
43108004_6	43108004	6								1	1	1	1	1	1	1			1
41109008_1	41109008	1								1	1	1	1	1	1	1			1
41109008_2	41109008	2								1	1	1	1	1	1	1			1
41109008_3	41109008	3								1	1	1	1	1	1	1			1
42109008_1	42109008	1								1	1	1	1	1	1	1			1
42109008_2	42109008	2								1	1	1	1	1	1	1			1
42109008_3	42109008	3								1	1	1	1	1	1	1			1
43109008_1	43109008	1								1	1	1	1	1	1	1			1
43109008_2	43109008	2								1	1	1	1	1	1	1			1
43109008_3	43109008	3								1	1	1	1	1	1	1			1
43109008_4	43109008	4								1	1	1	1	1	1	1			1
43109008_5	43109008	5								1	1	1	1	1	1	1			1
43109008_6	43109008	6								1	1	1	1	1	1	1			1
41110008_1	41110008	1								1	1	1	1	1	1	1			1
41110008_2	41110008	2								1	1	1	1	1	1	1			1
41110008_3	41110008	3								1	1	1	1	1	1	1			1
42110008_1	42110008	1			311000803,0	311000807,0				1	1	1	1	1	1	1			1
42110008_2	42110008	2			311000803,0	311000807,0				1	1	1	1	1	1	1			1
42110008_3	42110008	3			311000803,0	311000807,0				1	1	1	1	1	1	1			1
43110008_1	43110008	1								1	1	1	1	1	1	1			1
43110008_2	43110008	2								1	1	1	1	1	1	1			1
43110008_3	43110008	3								1	1	1	1	1	1	1			1
43110008_4	43110008	4								1	1	1	1	1	1	1			1
43110008_5	43110008	5								1	1	1	1	1	1	1			1
43110008_6	43110008	6								1	1	1	1	1	1	1			1
41111008_1	41111008	1								1	1	1	1	1	1	1			1
41111008_2	41111008	2								1	1	1	1	1	1	1			1
41111008_3	41111008	3								1	1	1	1	1	1	1			1
42111008_1	42111008	1								1	1	1	1	1	1	1			1
42111008_2	42111008	2								1	1	1	1	1	1	1			1
42111008_3	42111008	3								1	1	1	1	1	1	1			1
43111008_1	43111008	1								1	1	1	1	1	1	1			1
43111008_2	43111008	2								1	1	1	1	1	1	1			1
43111008_3	43111008	3								1	1	1	1	1	1	1			1
43111008_4	43111008	4								1	1	1	1	1	1	1			1
43111008_5	43111008	5								1	1	1	1	1	1	1			1
43111008_6	43111008	6								1	1	1	1	1	1	1			1
41111002_1	41111002	1								1	1	1	1	1	1	1			1
41111002_2	41111002	2								1	1	1	1	1	1	1			1
41111002_3	41111002	3								1	1	1	1	1	1	1			1
42111002_1	42111002	1								1	1	1	1	1	1	1			1
42111002_2	42111002	2								1	1	1	1	1	1	1			1
42111002_3	42111002	3								1	1	1	1	1	1	1			1
43111002_1	43111002	1								1	1	1	1	1	1	1			1
43111002_2	43111002	2								1	1	1	1	1	1	1			1
43111002_3	43111002	3								1	1	1	1	1	1	1			1
43111002_4	43111002	4								1	1	1	1	1	1	1			1
43111002_5	43111002	5								1	1	1	1	1	1	1			1
43111002_6	43111002	6								1	1	1	1	1	1	1			1
44111002_1	44111002	1								1	1	1	1	1	1	1			1
44111002_2	44111002	2								1	1	1	1	1	1	1			1
44111002_3	44111002	3								1	1	1	1	1	1	1			1
44111002_4	44111002	4								1	1	1	1	1	1	1			1
44111002_5	44111002	5								1	1	1	1	1	1	1			1
44111002_6	44111002	6								1	1	1	1	1	1	1			1
45111002_1	45111002	1								1	1	1	1	1	1	1			1
45111002_2	45111002	2								1	1	1	1	1	1	1			1
45111002_3	45111002	3								1	1	1	1	1	1	1			1
45111002_4	45111002	4								1	1	1	1	1	1	1			1
45111002_5	45111002	5								1	1	1	1	1	1	1			1
45111002_6	45111002	6								1	1	1	1	1	1	1			1
46111002_1	46111002	1								1	1	1	1	1	1	1			1
46111002_2	46111002	2								1	1	1	1	1	1	1			1
46111002_3	46111002	3								1	1	1	1	1	1	1			1
46111002_4	46111002	4								1	1	1	1	1	1	1			1
46111002_5	46111002	5								1	1	1	1	1	1	1			1
46111002_6	46111002	6								1	1	1	1	1	1	1			1
41112008_1	41112008	1								1	1	1	1	1	1	1			1
41112008_2	41112008	2								1	1	1	1	1	1	1			1
41112008_3	41112008	3								1	1	1	1	1	1	1			1
42112008_1	42112008	1								1	1	1	1	1	1	1			1
42112008_2	42112008	2								1	1	1	1	1	1	1			1
42112008_3	42112008	3								1	1	1	1	1	1	1			1
43112008_1	43112008	1								1	1	1	1	1	1	1			1
43112008_2	43112008	2								1	1	1	1	1	1	1			1
43112008_3	43112008	3								1	1	1	1	1	1	1			1
43112008_4	43112008	4								1	1	1	1	1	1	1			1
43112008_5	43112008	5								1	1	1	1	1	1	1			1
43112008_6	43112008	6								1	1	1	1	1	1	1			1
41112002_1	41112002	1								1	1	1	1	1	1	1			1
41112002_2	41112002	2								1	1	1	1	1	1	1			1
41112002_3	41112002	3								1	1	1	1	1	1	1			1
42112002_1	42112002	1								1	1	1	1	1	1	1			1
42112002_2	42112002	2								1	1	1	1	1	1	1			1
42112002_3	42112002	3								1	1	1	1	1	1	1			1
43112002_1	43112002	1								1	1	1	1	1	1	1			1
43112002_2	43112002	2								1	1	1	1	1	1	1			1
43112002_3	43112002	3								1	1	1	1	1	1	1			1
43112002_4	43112002	4								1	1	1	1	1	1	1			1
43112002_5	43112002	5								1	1	1	1	1	1	1			1
43112002_6	43112002	6								1	1	1	1	1	1	1			1
41113008_1	41113008	1								1	1	1	1	1	1	1			1
41113008_2	41113008	2								1	1	1	1	1	1	1			1
41113008_3	41113008	3								1	1	1	1	1	1	1			1
42113008_1	42113008	1								1	1	1	1	1	1	1			1
42113008_2	42113008	2								1	1	1	1	1	1	1			1
42113008_3	42113008	3								1	1	1	1	1	1	1			1
43113008_1	43113008	1								1	1	1	1	1	1	1			1
43113008_2	43113008	2								1	1	1	1	1	1	1			1
43113008_3	43113008	3								1	1	1	1	1	1	1			1
43113008_4	43113008	4								1	1	1	1	1	1	1			1
43113008_5	43113008	5								1	1	1	1	1	1	1			1
43113008_6	43113008	6								1	1	1	1	1	1	1			1
41113001_1	41113001	1								1	1	1	1	1	1	1			1
41113001_2	41113001	2								1	1	1	1	1	1	1			1
41113001_3	41113001	3								1	1	1	1	1	1	1			1
42113001_1	42113001	1								1	1	1	1	1	1	1			1
42113001_2	42113001	2								1	1	1	1	1	1	1			1
42113001_3	42113001	3								1	1	1	1	1	1	1			1
43113001_1	43113001	1								1	1	1	1	1	1	1			1
43113001_2	43113001	2								1	1	1	1	1	1	1			1
43113001_3	43113001	3								1	1	1	1	1	1	1			1
43113001_4	43113001	4								1	1	1	1	1	1	1			1
43113001_5	43113001	5								1	1	1	1	1	1	1			1
43113001_6	43113001	6								1	1	1	1	1	1	1			1
41114008_1	41114008	1								1	1	1	1	1	1	1			1
41114008_2	41114008	2								1	1	1	1	1	1	1			1
41114008_3	41114008	3								1	1	1	1	1	1	1			1
42114008_1	42114008	1								1	1	1	1	1	1	1			1
42114008_2	42114008	2								1	1	1	1	1	1	1			1
42114008_3	42114008	3								1	1	1	1	1	1	1			1
43114008_1	43114008	1								1	1	1	1	1	1	1			1
43114008_2	43114008	2								1	1	1	1	1	1	1			1
43114008_3	43114008	3								1	1	1	1	1	1	1			1
43114008_4	43114008	4								1	1	1	1	1	1	1			1
43114008_5	43114008	5								1	1	1	1	1	1	1			1
43114008_6	43114008	6								1	1	1	1	1	1	1			1
41114001_1	41114001	1				311400101,0	311400105,0			1	1	1	1	1	1	1			1
41114001_2	41114001	2				311400101,0	311400105,0			1	1	1	1	1	1	1			1
41114001_3	41114001	3				311400101,0	311400105,0			1	1	1	1	1	1	1			1
42114001_1	42114001	1								1	1	1	1	1	1	1			1
42114001_2	42114001	2								1	1	1	1	1	1	1			1
42114001_3	42114001	3								1	1	1	1	1	1	1			1
43114001_1	43114001	1								1	1	1	1	1	1	1			1
43114001_2	43114001	2								1	1	1	1	1	1	1			1
43114001_3	43114001	3								1	1	1	1	1	1	1			1
43114001_4	43114001	4								1	1	1	1	1	1	1			1
43114001_5	43114001	5								1	1	1	1	1	1	1			1
43114001_6	43114001	6								1	1	1	1	1	1	1			1
414001_1	414001	1								1	1	1	1	1	1	1			1
414001_2	414001	2								1	1	1	1	1	1	1			1
414001_3	414001	3								1	1	1	1	1	1	1			1
424001_1	424001	1								1	1	1	1	1	1	1			1
424001_2	424001	2								1	1	1	1	1	1	1			1
424001_3	424001	3								1	1	1	1	1	1	1			1
434001_1	434001	1								1	1	1	1	1	1	1			1
434001_2	434001	2								1	1	1	1	1	1	1			1
434001_3	434001	3								1	1	1	1	1	1	1			1
434001_4	434001	4								1	1	1	1	1	1	1			1
434001_5	434001	5								1	1	1	1	1	1	1			1
434001_6	434001	6								1	1	1	1	1	1	1			1
414002_1	414002	1								1	1	1	1	1	1	1			1
414002_2	414002	2								1	1	1	1	1	1	1			1
414002_3	414002	3								1	1	1	1	1	1	1			1
424002_1	424002	1								1	1	1	1	1	1	1			1
424002_2	424002	2								1	1	1	1	1	1	1			1
424002_3	424002	3								1	1	1	1	1	1	1			1
434002_1	434002	1								1	1	1	1	1	1	1			1
434002_2	434002	2								1	1	1	1	1	1	1			1
434002_3	434002	3								1	1	1	1	1	1	1			1
434002_4	434002	4								1	1	1	1	1	1	1			1
434002_5	434002	5								1	1	1	1	1	1	1			1
434002_6	434002	6								1	1	1	1	1	1	1			1
414005_1	414005	1								1	1	1	1	1	1	1			1
414005_2	414005	2								1	1	1	1	1	1	1			1
414005_3	414005	3								1	1	1	1	1	1	1			1
424005_1	424005	1								1	1	1	1	1	1	1			1
424005_2	424005	2								1	1	1	1	1	1	1			1
424005_3	424005	3								1	1	1	1	1	1	1			1
434005_1	434005	1								1	1	1	1	1	1	1			1
434005_2	434005	2								1	1	1	1	1	1	1			1
434005_3	434005	3								1	1	1	1	1	1	1			1
434005_4	434005	4								1	1	1	1	1	1	1			1
434005_5	434005	5								1	1	1	1	1	1	1			1
434005_6	434005	6								1	1	1	1	1	1	1			1
414006_1	414006	1								1	1	1	1	1	1	1			1
414006_2	414006	2								1	1	1	1	1	1	1			1
414006_3	414006	3								1	1	1	1	1	1	1			1
424006_1	424006	1								1	1	1	1	1	1	1			1
424006_2	424006	2								1	1	1	1	1	1	1			1
424006_3	424006	3								1	1	1	1	1	1	1			1
434006_1	434006	1								1	1	1	1	1	1	1			1
434006_2	434006	2								1	1	1	1	1	1	1			1
434006_3	434006	3								1	1	1	1	1	1	1			1
434006_4	434006	4								1	1	1	1	1	1	1			1
434006_5	434006	5								1	1	1	1	1	1	1			1
434006_6	434006	6								1	1	1	1	1	1	1			1
41121008_1	41121008	1								1	1	1	1	1	1	1			1
41121008_2	41121008	2								1	1	1	1	1	1	1			1
41121008_3	41121008	3								1	1	1	1	1	1	1			1
42121008_1	42121008	1								1	1	1	1	1	1	1			1
42121008_2	42121008	2								1	1	1	1	1	1	1			1
42121008_3	42121008	3								1	1	1	1	1	1	1			1
43121008_1	43121008	1								1	1	1	1	1	1	1			1
43121008_2	43121008	2								1	1	1	1	1	1	1			1
43121008_3	43121008	3								1	1	1	1	1	1	1			1
43121008_4	43121008	4								1	1	1	1	1	1	1			1
43121008_5	43121008	5								1	1	1	1	1	1	1			1
43121008_6	43121008	6								1	1	1	1	1	1	1			1
414009_1	414009	1								1	1	1	1	1	1	1			1
414009_2	414009	2								1	1	1	1	1	1	1			1
414009_3	414009	3								1	1	1	1	1	1	1			1
