id	desc	mainEffectType	subEffectType	miniEffectType	effectLv	dispelLv	status
404030101	角色通用-技能-禁止BUFF类技能	4	3	1		1	1
404040102	角色通用-技能-禁止进攻类技能	4	4	1		1	1
404070101	角色通用-技能-沉默	4	7	1		1	1
405010101	角色通用-技能-按250%/375%/625%攻击力施加护盾	5	1	1		3	1
405010102	角色通用-技能-按250%/375%/625%攻击力提供护盾	5	1	1		3	1
405010103	角色通用-技能-按100%/150%/200%攻击力提供护盾——单体护盾	5	1	1		3	1
405010104	角色通用-技能-按80%/120%/160%攻击力提供护盾——群体护盾	5	1	1		3	1
405010106	角色通用-技能-按90%/135%/225%攻击力提供护盾	5	1	1		3	1
405070101	角色通用-技能-按施法者33%/50%/67%最大生命值提供护盾——单体护盾	5	7	1		3	1
405070102	角色通用-技能-按施法者26%/40%/54%最大生命值提供护盾——群体护盾	5	7	1		3	1
405070105	角色通用-技能-按施法者20/33%%最大生命值提供护盾-111002的3星护盾效果	5	7	1		3	1
406040104	角色通用-5破被动不升级-全体20%伤害传递	6	4	1		3	1
406040105	血夜密探-技能-25/25/35%伤害扩散	6	4	1		3	1
407020101	角色通用-技能-无法获得护盾效果	7	2	1		3	1
407020102	角色通用-技能-无法获得治疗效果	7	2	1		3	1
407020103	角色通用-技能-无法获得持续治疗效果	7	2	1		3	1
410001103	角色通用-技能-嘲讽	100	1	1		3	1
410020101	角色通用-技能-挑衅	100	2	1		1	1
411010102	角色通用-技能-按20%/30%/40%基础攻击力提供攻击力	1	101	2		1	1
411020108	角色通用-技能-攻击力减少15%/25/40%	1	102	1		1	1
411020110	角色通用-技能-攻击力提升10%/15%/20%——基础能力提升，单体	1	102	1		1	1
411020111	角色通用-技能-攻击力降低20%/30%/40%	1	102	1		1	1
411020112	角色通用-技能-攻击力提升15%/20%/25%——攻击相关能力提升，单体	1	102	1		1	1
411020114	角色通用-技能-攻击力提升15%/20/30%——提升自身/友方单体	1	102	1		1	1
411203106	角色通用-技能-穿透率减少15%/25/40%	1	1203	1		1	1
411203109	角色通用-技能-穿透率提升15%/20/30%	1	1203	1		1	1
411203110	角色通用-技能-穿透率提升20%/30%/50%	1	1203	1		1	1
411203111	角色通用-技能-穿透率提升12%/16%/24%-友方全体2回合	1	1203	1		1	1
411203119	角色通用-技能-穿透率提升15%/20%/25%——攻击相关能力提升，单体	1	1203	1		1	1
411303106	角色通用-技能-忍耐率提升20%/30%/50%	1	1303	1		1	1
411303107	角色通用-技能-忍耐率降低10%/15%/25%	1	1303	1		1	1
411303110	角色通用-技能-忍耐率降低20%/30%/40%	1	1303	1		1	1
411303111	角色通用-技能-忍耐率降低30%/45%/60%	1	1303	1		1	1
411502102	角色通用-技能-受到伤害提升10%	1	1502	1		1	1
411502103	角色通用-技能-受到伤害降低15%/25%/40%——单体	1	1502	1		1	1
411502104	角色通用-技能-受到伤害降低40%/50%/55%	1	1502	1		1	1
411602102	角色通用-技能-提升受到治疗效果20%/30%/50%	1	1602	1		1	1
411701104	角色通用-技能-获得20%/30%/40%吸血	1	1701	1		1	1
411701105	角色通用-技能-获得15%/25%/35%吸血——单体	1	1701	1		1	1
412010801	角色通用-技能-增加目标20%/30%/50%防御，不超过目标防御力的20%/30%/50%	1	201	8		1	1
412010901	角色通过-技能-降低目标20%/30%/50%防御，不超过自己防御力的20%/30%/50%	1	201	9		1	1
412020106	角色通用-技能-提升10%/20%/30%防御力	1	202	1		1	1
412020107	角色通用-技能-防御力提升10%/15%/20%——基础能力提升，单体	1	202	1		1	1
412020109	角色通用-技能-防御力提升100%	1	202	1		1	1
412020110	角色通用-技能-防御力提升30%/40%/50%——钢铁傀儡	1	202	1		1	1
412020111	角色通用-技能-防御力提升30%/45%/75%	1	202	1		1	1
412020113	角色通用-技能-防御力提升20/20%/35%	1	202	1		1	1
412020116	角色通用-技能-防御力降低20%/30%/40%	1	202	1		1	1
412020117	角色通用-技能-防御力降低30%/45%/60%	1	202	1		1	1
412020121	角色通用-技能-防御力降低25%——技能附带效果，单体，130008的5星用	1	202	1		1	1
413020105	角色通用-被动-生命值提升10%/15%/20%——基础能力提升，单体	1	302	1		1	1
413020106	角色通用-技能-生命值提高20%/30%/50%	1	302	1		1	1
416030107	角色通用-技能-暴击率减少15%/25/40%	1	603	1		1	1
416030110	角色通用-技能-暴击率提升15%/20%/30%——友方单体	1	603	1		1	1
416030111	角色通用-技能-暴击率提升10%/15/25%	1	603	1		1	1
416030114	角色通用-技能-暴击率提升10%/15/20%	1	603	1		1	1
416030118	角色通用-技能-暴击率提升15%/20%/25%——攻击相关能力提升，单体	1	603	1		1	1
417030107	角色通用-技能-提升暴击伤害20%/30%/50%	1	703	1		1	1
417030108	角色通用-技能-暴击伤害减少15%/25/40%	1	703	1		1	1
417030111	角色通用-技能-暴击伤害提升15%/20/30%	1	703	1		1	1
417030118	角色通用-技能-暴击伤害提升15%/20%/25%——攻击相关能力提升，单体	1	703	1		1	1
418030104	角色通用-技能-暴击抵抗降低15%/15%/25%——敌方单体，双抗降低，搭配419030103	1	803	1		1	1
418030107	角色通用-技能-暴击抵抗降低20%/30%/40%	1	803	1		1	1
418030108	角色通用-技能-暴击抵抗降低30%/45%/60%	1	803	1		1	1
419030103	角色通用-技能-暴伤抵抗降低0/30%/50%——敌方单体，双抗降低，搭配418030104	1	903	1		1	1
419030106	角色通用-技能-暴伤抵抗降低20%/30%/40%	1	903	1		1	1
419030107	角色通用-技能-暴伤抵抗降低30%/45%/60%	1	903	1		1	1
412202101	角色通用-技能-受到间接伤害提升x%	1	2202	1		1	1
404040101	角色通用-大招-禁止进攻类技能	4	4	1		1	1
404060101	角色通用-大招-禁止治疗技能	4	6	1		1	1
405010105	角色通用-大招-按183%攻击力提供护盾——友方全体	5	1	1		3	1
405010107	角色通用-大招-按183%攻击力提供护盾——友方单体	5	1	1		3	1
405070103	角色通用-大招-按施法者76%最大生命值提供护盾——单体护盾	5	7	1		3	1
405070104	角色通用-大招-按施法者60%最大生命值提供护盾——群体护盾	5	7	1		3	1
406040101	铠甲骑士-大招-承担友方25%/27.5%/30%/32.5%/35%/37.5%所受伤害	6	4	1		3	1
406040102	暗夜小音-大招-35%伤害传递	6	4	1		3	1
406040103	长夜冰冕-大招-承担友方40%/44%/48%/52%/56%/60%所受伤害	6	4	1		3	1
410001102	角色通用-大招-嘲讽	100	1	1		3	1
411010103	角色通用-大招-按25%/27.5%/30%/32.5%/35%/37.5%基础攻击力为友方提供攻击力	1	101	2		1	1
411020109	角色通用-大招-攻击力降低30%/33%/36%/39%/42%/45%	1	102	1		1	1
411020113	角色通用-大招-攻击力提高18%——冬季奇遇大招群体	1	102	1		1	1
411028101	角色通用-大招-增加目标25%攻击力，不超过目标攻击力的25%	1	101	8		1	1
411029101	角色通过-大招-降低目标25%攻击力，不超过自己攻击力的25%	1	101	9		1	1
411203107	角色通用-大招-穿透率降低30%/33%/36%/39%/42%/45%	1	1203	1		1	1
411203108	角色通用-大招-穿透率提高40%——攻击相关能力提升，单体	1	1203	1		1	1
411501106	角色通用-大招-造成最终伤害提升10%/20%/30%/40%/50%/60%	1	1501	1		1	1
411701106	角色通用-大招-获得吸血50%	1	1701	1		1	1
412002101	角色通用-大招-获得40%反伤	1	2002	1		1	1
412020108	角色通用-大招-防御力提升100%	1	202	1		1	1
412020112	角色通用-大招-防御力提升50%-104003	1	202	1		1	1
412020118	角色通用-大招-防御力提升100%/100%/100%/100%/100%/100%	1	202	1		1	1
413020108	角色通用-大招-生命值提升50%	1	302	1		1	1
413020111	角色通用-大招-生命值降低15%	1	302	1		1	1
413020112	角色通用-大招-生命值提升30%	1	302	1		1	1
416030108	角色通用-大招-暴击率降低30%/33%/36%/39%/42%/45%	1	603	1		1	1
416030109	角色通用-大招-暴击率提高27%——友方全体	1	603	1		1	1
416030119	角色通用-大招-暴击率提高40%——攻击相关能力提升，单体	1	603	1		1	1
417030109	角色通用-大招-暴击伤害降低30%/33%/36%/39%/42%/45%	1	703	1		1	1
417030110	角色通用-大招-暴击伤害提高40%——云沛sr大招单体	1	703	1		1	1
418030103	角色通用-大招-暴击抵抗提升40%/44%/48%/52%/56%/60%	1	803	1		1	1
412020120	角色通用-大招-防御力提升30%-SR自身防御相关能力提升	1	202	1		1	1
412020127	角色通用-大招-防御力提升45%-SSR友单防御相关能力提升	1	202	1		1	1
418030110	角色通用-大招-暴击抵抗提升30%-SR自身防御相关能力提升	1	803	1		1	1
418030113	角色通用-大招-暴击抵抗提升45%-SSR友单防御相关能力提升	1	803	1		1	1
419030109	角色通用-大招-暴伤抵抗提升30%-SR自身防御相关能力提升	1	903	1		1	1
419030113	角色通用-大招-暴伤抵抗提升45%-SSR友单防御相关能力提升	1	903	1		1	1
411303113	角色通用-大招-忍耐率提升30%-SR自身防御相关能力提升	1	1303	1		1	1
411303119	角色通用-大招-忍耐率提升45%-SSR友单防御相关能力提升	1	1303	1		1	1
411601103	角色通用-大招-造成治疗效果降低15%	1	1601	1		1	1
411601205	角色通用-大招-受到治疗效果降低15%	1	1602	1		1	1
412101103	角色通用-大招-造成护盾效果降低15%	1	2101	1		1	1
412102102	角色通用-大招-受到护盾效果降低15%	1	2102	1		1	1
411020124	角色通用-被动-113001/131008-攻击力提高4%/4.7%/5.3%/6%	1	102	1		999	1
411020125	角色通用-被动-113001/131008-防御力提高4%/4.7%/5.3%/6%	1	202	1		999	1
411020126	角色通用-被动-113001/131008-血量提高4%/4.7%/5.3%/6%	1	302	1		999	1
411020127	角色通用-被动-127008-攻击力9%/11%/13%/15%	1	102	1		999	1
410900201	角色通用-被动-受到伤害提升40%/50%/60%/80%	1	1502	1		999	1
410900202	角色通用-被动-受到伤害提升30%	1	1502	1		999	1
410900203	角色通用-被动-受到伤害降低10%	1	1502	1		999	1
410900204	角色通用-被动-受到伤害提升8%	1	1502	1		1	1
410900205	角色通用-技能-攻击力降低10%/10%/15%	1	102	1		1	1
410900206	角色通用-30%生命生成护盾	5	7	1		3	1
410900207	白瑰绮晶-被动-攻击力提升12%/20%/20%/30%	1	102	1		999	1
410900208	白瑰绮晶-被动-暴击提升12%/20%/20%/30%	1	603	1		999	1
410900209	白瑰绮晶-被动-暴伤提升12%/20%/20%/30%	1	703	1		999	1
410900210	白瑰绮晶-被动-力提升4%/6.7%/6.7%/10%	1	102	1		999	1
410900211	白瑰绮晶-被动-暴击提升4%/6.7%/6.7%/10%	1	603	1		999	1
410900212	白瑰绮晶-被动-暴伤提升4%/6.7%/6.7%/10%	1	703	1		999	1
410900213	白瑰绮晶-1星升星被动-造成护盾提升30%	1	2101	1		999	1
410900214	角色通用-28%生命生成护盾	5	7	1		3	1
410900215	白瑰绮晶-锁血至1	6	8	1		999	1
411020132	SR角色通用-3星升星被动-攻击力提升8%	1	102	1		999	1
411020133	R角色通用-3星升星被动-攻击力提升5%	1	102	1		999	1
412020125	SR角色通用-3星升星被动-防御力提升15%	1	202	1		999	1
412020126	R角色通用-3星升星被动-最防御力提升10%	1	202	1		999	1
413020116	SR角色通用-3星升星被动-最大生命值提升15%	1	302	1		999	1
413020117	R角色通用-3星升星被动-最大生命值提升10%	1	302	1		999	1
416030121	SR角色通用-5星升星被动-暴击率+6%	1	603	1		999	1
416030122	SR角色通用-5星升星被动-暴击率+12%	1	603	1		999	1
417030120	SR角色通用-5星升星被动-暴击伤害+12%	1	703	1		999	1
417030121	SR角色通用-5星升星被动-暴击伤害+24%	1	703	1		999	1
411203122	SR角色通用-5星升星被动-穿透率+4.5%	1	1203	1		999	1
411203123	SR角色通用-5星升星被动-穿透率+9%	1	1203	1		999	1
418030111	SR角色通用-5星升星被动-暴击抵抗+6%	1	803	1		999	1
418030112	SR角色通用-5星升星被动-暴击抵抗+12%	1	803	1		999	1
419030110	SR角色通用-5星升星被动-暴伤抵抗+12%	1	903	1		999	1
419030111	SR角色通用-5星升星被动-暴伤抵抗+24%	1	903	1		999	1
411303116	SR角色通用-5星升星被动-忍耐率+9%	1	1303	1		999	1
411303117	SR角色通用-5星升星被动-忍耐率+18%	1	1303	1		999	1
411601109	SR角色通用-5星升星被动-造成治疗提升+8%	1	1601	1		999	1
411601110	SR角色通用-5星升星被动-造成治疗提升+16%	1	1601	1		999	1
411602103	SR角色通用-5星升星被动-受到治疗提升+8%	1	1602	1		999	1
411602104	SR角色通用-5星升星被动-受到治疗提升+16%	1	1602	1		999	1
412102106	SR角色通用-5星升星被动-受到护盾提升+8%	1	2102	1		999	1
412102107	SR角色通用-5星升星被动-受到护盾提升+16%	1	2102	1		999	1
412101107	SR角色通用-5星升星被动-造成护盾提升8%	1	2101	1		999	1
412101108	SR角色通用-5星升星被动-造成护盾提升16%	1	2101	1		999	1
416030123	SR角色通用-5星升星被动-暴击率+8%	1	603	1		999	1
417030122	SR角色通用-5星升星被动-暴击伤害+16%	1	703	1		999	1
411203124	SR角色通用-5星升星被动-穿透率+6%	1	1203	1		999	1
419030112	SR角色通用-5星升星被动-暴伤抵抗+16%	1	903	1		999	1
411303118	SR角色通用-5星升星被动-忍耐率+12%	1	1303	1		999	1
499999		1	202	1		1	1
888888	测试	5	4	1		3	1
5010001	猫球被动-R-攻击力增加24/36/42/48	1	101	1		3	1
5010002	猫球被动-R-防御力增加12/16.5/21/24	1	201	1		3	1
5010003	猫球被动-R-最大生命值增加72/99/126/144	1	301	1		3	1
5010004	猫球被动-SR-加攻击力百分比4/6/7/8%	1	102	1		3	1
5010005	猫球被动-SR-加防御力百分比8/11/14/16%	1	202	1		3	1
5010006	猫球被动-SR-加最大生命值百分比8/11/14/16%	1	302	1		3	1
5010007	猫球被动-SR-加忍耐率8/11/14/16%	1	1303	1		3	1
5010008	猫球被动-SR-加穿透率4/6/7/8%	1	1203	1		3	1
5010009	猫球被动-SR-加受到护盾增加8/11/14/16%	1	2102	1		3	1
5010010	猫球被动-SR-加受到治疗增加8/11/14/16%	1	1602	1		3	1
5010011	猫球技能-诅咒-回合结束，造成最大生命值15%的间接伤害，伤害量不超过施法者90%攻击力	2	3	21		3	1
50100111	猫球技能-诅咒-回合结束，造成最大生命值15%的间接伤害，伤害量不超过施法者90%攻击力	2	3	21		3	1
50100112	猫球技能-诅咒-回合结束，造成最大生命值15%的间接伤害，伤害量不超过施法者90%攻击力	2	3	21		3	1
50100113	猫球技能-诅咒-回合结束，造成最大生命值15%的间接伤害，伤害量不超过施法者90%攻击力	2	3	21		3	1
5010012	猫球技能-SR-单体12%伤害扩散，持续2回合	6	4	1		3	1
50100121	猫球技能-SR-单体14%伤害扩散，持续2回合	6	4	1		3	1
50100122	猫球技能-SR-单体17%伤害扩散，持续2回合	6	4	1		3	1
50100123	猫球技能-SR-单体18%伤害扩散，持续2回合	6	4	1		3	1
5010013	猫球技能-SSR-单体17%伤害扩散，持续2回合	6	4	1		3	1
50100131	猫球技能-SSR-单体20%伤害扩散，持续2回合	6	4	1		3	1
50100132	猫球技能-SSR-单体24%伤害扩散，持续2回合	6	4	1		3	1
50100133	猫球技能-SSR-单体26%伤害扩散，持续2回合	6	4	1		3	1
5010014	猫球技能-SR-群体6%伤害传递，持续2回合	6	4	1		3	1
50100141	猫球技能-SR-群体8%伤害传递，持续2回合	6	4	1		3	1
50100142	猫球技能-SR-群体12%伤害传递，持续2回合	6	4	1		3	1
50100143	猫球技能-SR-群体20%伤害传递，持续2回合	6	4	1		3	1
5010015	猫球技能-SSR-群体9%伤害传递，持续2回合	6	4	1		3	1
50100151	猫球技能-SSR-群体11%伤害传递，持续2回合	6	4	1		3	1
50100152	猫球技能-SSR-群体13%伤害传递，持续2回合	6	4	1		3	1
50100153	猫球技能-SSR-群体14%伤害传递，持续2回合	6	4	1		3	1
5010017	猫球技能-R-单体19%攻击力护盾，持续2回合	5	1	1		3	1
50100171	猫球技能-R-单体23%攻击力护盾，持续2回合	5	1	1		3	1
50100172	猫球技能-R-单体27%攻击力护盾，持续2回合	5	1	1		3	1
50100173	猫球技能-R-单体29%攻击力护盾，持续2回合	5	1	1		3	1
5010018	猫球技能-SR-单体20%攻击力护盾，持续2回合	5	1	1		3	1
50100181	猫球技能-SR-单体24%攻击力护盾，持续2回合	5	1	1		3	1
50100182	猫球技能-SR-单体28%攻击力护盾，持续2回合	5	1	1		3	1
50100183	猫球技能-SR-单体30%攻击力护盾，持续2回合	5	1	1		3	1
5010019	猫球技能-SSR-单体35%攻击力护盾，持续2回合	5	1	1		3	1
50100191	猫球技能-SSR-单体42%攻击力护盾，持续2回合	5	1	1		3	1
50100192	猫球技能-SSR-单体49%攻击力护盾，持续2回合	5	1	1		3	1
50100193	猫球技能-SSR-单体53%攻击力护盾，持续2回合	5	1	1		3	1
5010020	猫球技能-R-群体攻击力护盾，持续2回合	5	1	1		3	1
50100201	猫球技能-R-群体攻击力护盾，持续2回合	5	1	1		3	1
50100202	猫球技能-R-群体攻击力护盾，持续2回合	5	1	1		3	1
50100203	猫球技能-R-群体攻击力护盾，持续2回合	5	1	1		3	1
5010021	猫球技能-SR-群体14%攻击力护盾，持续2回合	5	1	1		3	1
50100211	猫球技能-SR-群体17%攻击力护盾，持续2回合	5	1	1		3	1
50100212	猫球技能-SR-群体20%攻击力护盾，持续2回合	5	1	1		3	1
50100213	猫球技能-SR-群体21%攻击力护盾，持续2回合	5	1	1		3	1
5010022	猫球技能-SSR-群体23%攻击力护盾，持续2回合	5	1	1		3	1
50100221	猫球技能-SSR-群体28%攻击力护盾，持续2回合	5	1	1		3	1
50100222	猫球技能-SSR-群体32%攻击力护盾，持续2回合	5	1	1		3	1
50100223	猫球技能-SSR-群体35%攻击力护盾，持续2回合	5	1	1		3	1
5010023	猫球技能-SSR-技能-猫球10%攻击力HOT，持续3回合	3	1	1		3	1
50100231	猫球技能-SSR-技能-猫球13%攻击力HOT，持续3回合	3	1	1		3	1
50100232	猫球技能-SSR-技能-猫球20%攻击力HOT，持续3回合	3	1	1		3	1
50100233	猫球技能-SSR-技能-猫球34%攻击力HOT，持续3回合	3	1	1		3	1
50100241	猫球技能-SSR-降低6%攻击相关能力-攻击力，持续2回合	1	102	1		3	1
501002411	猫球技能-SSR-降低7%攻击相关能力-攻击力，持续2回合	1	102	1		3	1
501002421	猫球技能-SSR-降低8%攻击相关能力-攻击力，持续2回合	1	102	1		3	1
501002431	猫球技能-SSR-降低9%攻击相关能力-攻击力，持续2回合	1	102	1		3	1
50100242	猫球技能-SSR-降低6%攻击相关能力-暴击率，持续2回合	1	603	1		3	1
501002412	猫球技能-SSR-降低7%攻击相关能力-暴击率，持续2回合	1	603	1		3	1
501002422	猫球技能-SSR-降低8%攻击相关能力-暴击率，持续2回合	1	603	1		3	1
501002432	猫球技能-SSR-降低9%攻击相关能力-暴击率，持续2回合	1	603	1		3	1
50100243	猫球技能-SSR-降低6%攻击相关能力-暴击伤害，持续2回合	1	703	1		3	1
501002413	猫球技能-SSR-降低7%攻击相关能力-暴击伤害，持续2回合	1	703	1		3	1
501002423	猫球技能-SSR-降低8%攻击相关能力-暴击伤害，持续2回合	1	703	1		3	1
501002433	猫球技能-SSR-降低9%攻击相关能力-暴击伤害，持续2回合	1	703	1		3	1
50100244	猫球技能-SSR-降低6%攻击相关能力-穿透率，持续2回合	1	1203	1		3	1
501002414	猫球技能-SSR-降低7%攻击相关能力-穿透率，持续2回合	1	1203	1		3	1
501002424	猫球技能-SSR-降低8%攻击相关能力-穿透率，持续2回合	1	1203	1		3	1
501002434	猫球技能-SSR-降低9%攻击相关能力-穿透率，持续2回合	1	1203	1		3	1
50100251	猫球占位符通用-7/9/14/24%	1	102	1		3	1
5010026	猫球技能-SSR-被动-每回合首次释放技能，造成最终伤害提升10/14/17/20%	1	1501	1		3	1
50100271	猫球技能-SSR-被动-防御力降低5/7/9/10%	1	202	1		3	1
50100281	猫球技能-SSR-被动-释放sp技能后，造成最终伤害提升6/8/10/12%	1	1501	1		3	1
50100291	猫球技能-SSR-被动-受到伤害时，最终伤害减免6/8/10/12%	1	1502	1		3	1
5010030	猫球技能-SSR-被动-每回合7/9.8/11.9/14%最大生命值护盾	5	4	1		3	1
5010031	猫球技能-SSR-被动-战斗开始时，3回合20/28/34/40%最大生命值护盾	5	4	1		3	1
5010032	猫球技能-SSR-被动-战斗开始时3回合治愈，5/7/9/10%自身最大生命值HOT，持续3回合	3	3	1		3	1
50100331	猫球被动-SSR-被动-使用治疗技能后，治疗效果提升6/8/10/12%	1	1601	1		3	1
50100342	猫球占位符通用-30/42/51/60%	1	102	1		3	1
50100350	猫球被动-SSR-被动-溢出治疗18/25/31/36%转为护盾	8	1	1		3	1
50100352	猫球被动-SSR-被动-固定护盾id	5	8	1		3	1
50100362	猫球占位符通用-4.5/6/9/15%	1	102	1		1	1
50100371	猫球被动-SSR-被动-释放增益技能后，使友方全体最终伤害提升6/8/10/12%	1	1501	1		1	1
50100381	猫球被动-SSR-被动-攻击相关能力提升-攻击力提升3/4/5/6%	1	102	1		1	1
50100382	猫球被动-SSR-被动-攻击相关能力提升-暴击率3/4/5/6%	1	603	1		1	1
50100383	猫球被动-SSR-被动-攻击相关能力提升-暴击伤害3/4/5/6%	1	703	1		1	1
50100384	猫球被动-SSR-被动-攻击相关能力提升-穿透率3/4/5/6%	1	1203	1		1	1
50100391	猫球被动-SSR-被动-防御相关能力提升-防御力提升6/8/10/12%	1	202	1		1	1
50100392	猫球被动-SSR-被动-防御相关能力提升-暴击抵抗6/8/10/12%	1	803	1		1	1
50100393	猫球被动-SSR-被动-防御相关能力提升-暴击伤害抵抗6/8/10/12%	1	903	1		1	1
50100394	猫球被动-SSR-被动-防御相关能力提升-忍耐率6/8/10/12%	1	1303	1		1	1
50100401	猫球被动-SSR-被动-生命相关能力提升-最大生命值提升6/8/10/12%	1	302	1		1	1
50100402	猫球被动-SSR-被动-生命相关能力提升-受到治疗6/8/10/12%	1	1601	1		1	1
50100403	猫球被动-SSR-被动-生命相关能力提升-受到护盾6/8/10/12%	1	1602	1		1	1
50100404	猫球被动-SSR-被动-生命相关能力提升-造成治疗提升6/8/10/12%	1	2101	1		1	1
50100405	猫球被动-SSR-被动-生命相关能力提升-造成护盾提升6/8/10/12%	1	2102	1		1	1
50100410	猫球技能-SR-群体防御力降低6%	1	202	1		1	1
50100411	猫球技能-SR-群体防御力降低8%	1	202	1		1	1
50100412	猫球技能-SR-群体防御力降低9%	1	202	1		1	1
50100413	猫球技能-SR-群体防御力降低10%	1	202	1		1	1
501004201	猫球被动-SSR-被动-防御相关能力降低-防御力降低6%	1	202	1		1	1
501004202	猫球被动-SSR-被动-防御相关能力降低-暴击抵抗6%	1	803	1		1	1
501004203	猫球被动-SSR-被动-防御相关能力降低-暴击伤害抵抗6%	1	903	1		1	1
501004204	猫球被动-SSR-被动-防御相关能力降低-忍耐率6%	1	1303	1		1	1
501004211	猫球被动-SSR-被动-防御相关能力降低-防御力降低8%	1	202	1		1	1
501004212	猫球被动-SSR-被动-防御相关能力降低-暴击抵抗8%	1	803	1		1	1
501004213	猫球被动-SSR-被动-防御相关能力降低-暴击伤害抵抗8%	1	903	1		1	1
501004214	猫球被动-SSR-被动-防御相关能力降低-忍耐率8%	1	1303	1		1	1
501004221	猫球被动-SSR-被动-防御相关能力降低-防御力降低9%	1	202	1		1	1
501004222	猫球被动-SSR-被动-防御相关能力降低-暴击抵抗9%	1	803	1		1	1
501004223	猫球被动-SSR-被动-防御相关能力降低-暴击伤害抵抗9%	1	903	1		1	1
501004224	猫球被动-SSR-被动-防御相关能力降低-忍耐率9%	1	1303	1		1	1
501004231	猫球被动-SSR-被动-防御相关能力降低-防御力降低10%	1	202	1		1	1
501004232	猫球被动-SSR-被动-防御相关能力降低-暴击抵抗10%	1	803	1		1	1
501004233	猫球被动-SSR-被动-防御相关能力降低-暴击伤害抵抗10%	1	903	1		1	1
501004234	猫球被动-SSR-被动-防御相关能力降低-忍耐率10%	1	1303	1		1	1
405040101	爬塔-100%最大生命值护盾	5	4	1		3	1
411020118	爬塔-100%攻击力	1	102	1		1	1
401101801	爬塔-将自身50%攻击力给目标	1	101	8		1	1
401201801	爬塔-将自身50%防御力给目标	1	201	8		1	1
401101802	世界BOSS-将自身50%攻击力给BOSS	1	101	8		1	1
401201802	世界BOSS-将自身50%防御力给BOSS	1	201	8		1	1
401101803	世界BOSS-将自身50%攻击力给小怪	1	101	8		1	1
401201803	世界BOSS-将自身50%防御力给小怪	1	201	8		1	1
413111152	爬塔-受到破灭伤害提升70%	1	3111	1		1	1
413111153	爬塔-受到破灭伤害提升50%	1	3111	1		1	1
413111154	爬塔-受到破灭伤害提升25%	1	3111	1		1	1
418030156	爬塔，提升40%暴击抵抗	1	803	1		1	1
418030157	爬塔，提升70%暴击抵抗	1	803	1		1	1
418030158	爬塔，提升100%暴击抵抗	1	803	1		1	1
416030158	爬塔，提升100%暴击率	1	603	1		1	1
416030159	爬塔，提升50%暴击率	1	603	1		1	1
416030160	爬塔，提升20%暴击率	1	603	1		1	1
411303160	怪物通用，提升50%忍耐	1	1303	1		1	1
411303161	怪物通用，提升60%忍耐	1	1303	1		1	1
411303162	怪物通用，提升70%忍耐	1	1303	1		1	1
413141151	怪物通用，提升100%造成护盾伤害提升	1	3141	1		1	1
54018001	社团BOSS，提升30%攻击力	1	102	1		1	1
54018002	社团BOSS，降低10%攻击力	1	102	1		1	1
54004101	社团BOSS，最终伤害降低30%	1	1501	1		1	1
54004103	社团BOSS，被动-暴击伤害提升40%/60%	1	703	1		1	1
54004104	社团BOSS，被动-每有1点SP攻击力提升10%	1	102	1		1	1
58006102	社团BOSS，降低30%防御	1	202	1		1	1
58006104	社团BOSS，被动-攻击力提升10%	1	102	1		1	1
58006106	社团BOSS，被动-暴击抵抗降低50%	1	803	1		1	1
58006107	社团BOSS-通用-克制减伤提升25%	6	7	1		1	1
51009101	社团BOSS-贩卖机-减疗50%	1	1602	1		1	1
51009103	社团BOSS-贩卖机-被动-自身耐力提升100%	1	1303	1		1	1
54008102	社团BOSS-挖掘机-被动-自身防御提升100%	1	202	1		1	1
51041101	社团BOSS-傀剑鼠-流血DOT	2	2	21		1	1
414010151	爬塔-幸运提升100%	1	401	1		1	1
403020152	爬塔-按10%最大生命值施加HOT	3	2	1		1	1
813071151	噩梦回响，怪物通用，受到破碎伤害提升30%	1	3071	1		1	1
813091151	噩梦回响，怪物通用，受到破裂伤害提升30%	1	3091	1		1	1
813051151	噩梦回响，怪物通用，受到穿刺伤害提升30%	1	3051	1		1	1
812202151	噩梦回响，怪物通用，受到间接伤害提升30%	1	2202	1		1	1
813011151	噩梦回响，怪物通用，受到真实伤害提升30%	1	3011	1		1	1
814031051	噩梦回响，怪物通用，受到三相的伤害提升30%	1	4031	1		1	1
814071051	噩梦回响，怪物通用，受到星流的伤害提升30%	1	4071	1		1	1
814051051	噩梦回响，怪物通用，受到方波的伤害提升30%	1	4051	1		1	1
814011051	噩梦回响，怪物通用，受到圆振的伤害提升30%	1	4011	1		1	1
817030101	噩梦回响，怪物通用，暴击伤害降低80%	1	703	1		1	1
816030161	噩梦回响，怪物通用，降低50%暴击率	1	603	1		1	1
7100109	【BOSS首领战】治疗转伤害BUFF效果	8	2	1		1	1
7100110	【BOSS首领战】治疗享受暴击爆伤效果	8	3	1		1	1
7100114	【BOSS首领战】吸血1000%	1	1701	1		1	1
7100115	【BOSS首领战】治疗效果提升500%	1	1602	1		1	1
310202101	【专武】完美效劳-造成破裂伤害+8%	1	3101	1		1	1
310202102	【专武】完美效劳-穿透率+8%	1	1203	1		1	1
310202103	【专武】完美效劳-造成破裂伤害+16%	1	3101	1		1	1
310202104	【专武】完美效劳-穿透率+16%	1	1203	1		1	1
310300601	【专武】疯人院-造成愤怒伤害+10%	1	3161	1		1	1
310300602	【专武】疯人院-攻击力+0.6%	1	102	1		1	1
