Id	remark	catalogue	voiceId	type	voiceTime	voiceTime_zh_CN	status
vo_Yilianna_00_02	vo_Yilianna_00_02	Audio/vo_modality_yilianna	vo_Yilianna_00_02	1	528	528	1
vo_Yilianna_00_03	vo_Yilianna_00_03	Audio/vo_modality_yilianna	vo_Yilianna_00_03	1	843	843	1
vo_Yinhu_00_01	vo_Yinhu_00_01	Audio/vo_general_modality	vo_Yinhu_00_01	1	1398	0	1
vo_Yinhu_00_02	vo_Yinhu_00_02	Audio/vo_general_modality	vo_Yinhu_00_02	1	769	0	1
vo_Yinhu_00_03	vo_Yinhu_00_03	Audio/vo_general_modality	vo_Yinhu_00_03	1	452	0	1
vo_Yisheng_00_01	vo_Yisheng_00_01	Audio/vo_general_modality	vo_Yisheng_00_01	1	678	0	1
vo_Yiyi_00_01	vo_Yiyi_00_01	Audio/vo_general_modality	vo_Yiyi_00_01	1	1243	0	1
vo_Yiyi_00_02	vo_Yiyi_00_02	Audio/vo_general_modality	vo_Yiyi_00_02	1	1638	0	1
vo_Yiyi_00_03	vo_Yiyi_00_03	Audio/vo_general_modality	vo_Yiyi_00_03	1	1200	0	1
vo_Yiyi_00_04	vo_Yiyi_00_04	Audio/vo_general_modality	vo_Yiyi_00_04	1	1140	0	1
vo_Yiyi_00_05	vo_Yiyi_00_05	Audio/vo_general_modality	vo_Yiyi_00_05	1	1664	0	1
vo_Yiyi_00_06	vo_Yiyi_00_06	Audio/vo_general_modality	vo_Yiyi_00_06	1	822	0	1
vo_Yuncan_00_01	vo_Yuncan_00_01	Audio/vo_general_modality	vo_Yuncan_00_01	1	944	0	1
vo_Yuncan_00_02	vo_Yuncan_00_02	Audio/vo_general_modality	vo_Yuncan_00_02	1	655	0	1
vo_Yuncan_00_03	vo_Yuncan_00_03	Audio/vo_general_modality	vo_Yuncan_00_03	1	978	0	1
vo_Yuncan_00_04	vo_Yuncan_00_04	Audio/vo_general_modality	vo_Yuncan_00_04	1	712	0	1
vo_Yuncan_00_05	vo_Yuncan_00_05	Audio/vo_general_modality	vo_Yuncan_00_05	1	1639	0	1
vo_Yuncan_00_06	vo_Yuncan_00_06	Audio/vo_general_modality	vo_Yuncan_00_06	1	2081	0	1
vo_Yuncan_00_07	vo_Yuncan_00_07	Audio/vo_general_modality	vo_Yuncan_00_07	1	695	0	1
vo_Yuncan_00_08	vo_Yuncan_00_08	Audio/vo_general_modality	vo_Yuncan_00_08	1	1617	0	1
vo_Yuncan_00_09	vo_Yuncan_00_09	Audio/vo_general_modality	vo_Yuncan_00_09	1	444	0	1
vo_Yuncan_00_10	vo_Yuncan_00_10	Audio/vo_general_modality	vo_Yuncan_00_10	1	1999	0	1
vo_Yunpei_00_01	vo_Yunpei_00_01	Audio/vo_general_modality	vo_Yunpei_00_01	1	472	0	1
vo_Yunpei_00_02	vo_Yunpei_00_02	Audio/vo_general_modality	vo_Yunpei_00_02	1	1272	0	1
vo_Yunpei_00_03	vo_Yunpei_00_03	Audio/vo_general_modality	vo_Yunpei_00_03	1	3552	0	1
vo_Zhouyan_00_01	vo_Zhouyan_00_01	Audio/vo_general_modality	vo_Zhouyan_00_01	1	708	0	1
vo_Zhouyan_00_02	vo_Zhouyan_00_02	Audio/vo_general_modality	vo_Zhouyan_00_02	1	528	0	1
vo_battle_fail_101005	vo_battle_fail_101005	Audio/vo_role_101005	vo_battle_fail_101005	1	3138	3138	1
vo_battle_start_101005	vo_battle_start_101005	Audio/vo_role_101005	vo_battle_start_101005	1	2695	2695	1
vo_battle_win_101005	vo_battle_win_101005	Audio/vo_role_101005	vo_battle_win_101005	1	4143	4143	1
vo_cuting_101005	vo_cuting_101005	Audio/vo_role_101005	vo_cuting_101005	1	1565	1565	1
vo_death_101005	vo_death_101005	Audio/vo_role_101005	vo_death_101005	1	4762	4762	1
vo_get_card_101005	vo_get_card_101005	Audio/vo_role_101005	vo_get_card_101005	1	2157	2157	1
vo_give_gift_101005	vo_give_gift_101005	Audio/vo_role_101005	vo_give_gift_101005	1	5301	5301	1
vo_hello_101005_01	vo_hello_101005_01	Audio/vo_role_101005	vo_hello_101005_01	1	1942	1942	1
vo_hello_101005_02	vo_hello_101005_02	Audio/vo_role_101005	vo_hello_101005_02	1	2401	2401	1
vo_hello_gift_101005	vo_hello_gift_101005	Audio/vo_role_101005	vo_hello_gift_101005	1	4141	4141	1
vo_idle_101005	vo_idle_101005	Audio/vo_role_101005	vo_idle_101005	1	3431	3431	1
vo_levelup_101005	vo_levelup_101005	Audio/vo_role_101005	vo_levelup_101005	1	3696	3696	1
vo_skill1_101005	vo_skill1_101005	Audio/vo_role_101005	vo_skill1_101005	1	2646	2646	1
vo_skill2_101005	vo_skill2_101005	Audio/vo_role_101005	vo_skill2_101005	1	1599	1599	1
vo_skill3_101005	vo_skill3_101005	Audio/vo_role_101005	vo_skill3_101005	1	9535	9535	1
vo_starup_101005	vo_starup_101005	Audio/vo_role_101005	vo_starup_101005	1	1628	1628	1
vo_touch_101005_01	vo_touch_101005_01	Audio/vo_role_101005	vo_touch_101005_01	1	8016	8016	1
vo_touch_101005_02	vo_touch_101005_02	Audio/vo_role_101005	vo_touch_101005_02	1	3038	3038	1
vo_touch_101005_03	vo_touch_101005_03	Audio/vo_role_101005	vo_touch_101005_03	1	4032	4032	1
vo_touch_101005_04	vo_touch_101005_04	Audio/vo_role_101005	vo_touch_101005_04	1	13118	13118	1
vo_touch_101005_05	vo_touch_101005_05	Audio/vo_role_101005	vo_touch_101005_05	1	12018	12018	1
vo_touch_card_101005	vo_touch_card_101005	Audio/vo_role_101005	vo_touch_card_101005	1	3153	3153	1
vo_attack_hit_101_01	vo_attack_hit_101_01	Audio/vo_role_101008	vo_attack_hit_101_01	1	521	521	1
vo_attack_hit_101_02	vo_attack_hit_101_02	Audio/vo_role_101008	vo_attack_hit_101_02	1	1753	1753	1
vo_battle_fail_101008	vo_battle_fail_101008	Audio/vo_role_101008	vo_battle_fail_101008	1	1654	1654	1
vo_battle_start_101008	vo_battle_start_101008	Audio/vo_role_101008	vo_battle_start_101008	1	3023	3023	1
vo_battle_win_101008	vo_battle_win_101008	Audio/vo_role_101008	vo_battle_win_101008	1	5111	5111	1
vo_birthday_101	vo_birthday_101	Audio/vo_role_101008	vo_birthday_101	1	4523	4523	1
vo_cuting_101008	vo_cuting_101008	Audio/vo_role_101008	vo_cuting_101008	1	2856	2856	1
vo_death_101008	vo_death_101008	Audio/vo_role_101008	vo_death_101008	1	3127	3127	1
vo_get_card_101008	vo_get_card_101008	Audio/vo_role_101008	vo_get_card_101008	1	1975	1975	1
vo_give_gift_101008	vo_give_gift_101008	Audio/vo_role_101008	vo_give_gift_101008	1	2602	2602	1
vo_heavy_hit_101_01	vo_heavy_hit_101_01	Audio/vo_role_101008	vo_heavy_hit_101_01	1	562	562	1
vo_heavy_hit_101_02	vo_heavy_hit_101_02	Audio/vo_role_101008	vo_heavy_hit_101_02	1	979	979	1
vo_hello_101008_01	vo_hello_101008_01	Audio/vo_role_101008	vo_hello_101008_01	1	7891	7891	1
vo_hello_101008_02	vo_hello_101008_02	Audio/vo_role_101008	vo_hello_101008_02	1	8857	8857	1
vo_hello_gift_101008	vo_hello_gift_101008	Audio/vo_role_101008	vo_hello_gift_101008	1	2453	2453	1
vo_idle_101008	vo_idle_101008	Audio/vo_role_101008	vo_idle_101008	1	4096	4096	1
vo_levelup_101008	vo_levelup_101008	Audio/vo_role_101008	vo_levelup_101008	1	3604	3604	1
vo_skill1_101008	vo_skill1_101008	Audio/vo_role_101008	vo_skill1_101008	1	1165	1165	1
vo_skill2_101008	vo_skill2_101008	Audio/vo_role_101008	vo_skill2_101008	1	1871	1871	1
vo_skill3_101008	vo_skill3_101008	Audio/vo_role_101008	vo_skill3_101008	1	8152	8152	1
vo_starup_101008	vo_starup_101008	Audio/vo_role_101008	vo_starup_101008	1	1173	1173	1
vo_touch_101008_01	vo_touch_101008_01	Audio/vo_role_101008	vo_touch_101008_01	1	9712	9712	1
vo_touch_101008_02	vo_touch_101008_02	Audio/vo_role_101008	vo_touch_101008_02	1	2475	2475	1
vo_touch_101008_03	vo_touch_101008_03	Audio/vo_role_101008	vo_touch_101008_03	1	6549	6549	1
vo_touch_101008_04	vo_touch_101008_04	Audio/vo_role_101008	vo_touch_101008_04	1	7376	7376	1
vo_touch_101008_05	vo_touch_101008_05	Audio/vo_role_101008	vo_touch_101008_05	1	3506	3506	1
vo_touch_card_101008	vo_touch_card_101008	Audio/vo_role_101008	vo_touch_card_101008	1	2997	2997	1
vo_battle_fail_101011	vo_battle_fail_101011	Audio/vo_role_101011	vo_battle_fail_101011	1	2942	2942	1
vo_battle_start_101011	vo_battle_start_101011	Audio/vo_role_101011	vo_battle_start_101011	1	5462	5462	1
vo_battle_win_101011	vo_battle_win_101011	Audio/vo_role_101011	vo_battle_win_101011	1	2205	2205	1
vo_cuting_101011	vo_cuting_101011	Audio/vo_role_101011	vo_cuting_101011	1	1643	1643	1
vo_death_101011	vo_death_101011	Audio/vo_role_101011	vo_death_101011	1	3305	3305	1
vo_get_card_101011	vo_get_card_101011	Audio/vo_role_101011	vo_get_card_101011	1	1415	1415	1
vo_give_gift_101011	vo_give_gift_101011	Audio/vo_role_101011	vo_give_gift_101011	1	5281	5281	1
vo_hello_101011_01	vo_hello_101011_01	Audio/vo_role_101011	vo_hello_101011_01	1	7142	7142	1
vo_hello_101011_02	vo_hello_101011_02	Audio/vo_role_101011	vo_hello_101011_02	1	4671	4671	1
vo_hello_gift_101011	vo_hello_gift_101011	Audio/vo_role_101011	vo_hello_gift_101011	1	3922	3922	1
vo_idle_101011	vo_idle_101011	Audio/vo_role_101011	vo_idle_101011	1	2842	2842	1
vo_levelup_101011	vo_levelup_101011	Audio/vo_role_101011	vo_levelup_101011	1	5337	5337	1
vo_skill1_101011	vo_skill1_101011	Audio/vo_role_101011	vo_skill1_101011	1	5167	5167	1
vo_skill2_101011	vo_skill2_101011	Audio/vo_role_101011	vo_skill2_101011	1	3098	3098	1
vo_skill3_101011	vo_skill3_101011	Audio/vo_role_101011	vo_skill3_101011	1	4119	4119	1
vo_starup_101011	vo_starup_101011	Audio/vo_role_101011	vo_starup_101011	1	3161	3161	1
vo_touch_101011_01	vo_touch_101011_01	Audio/vo_role_101011	vo_touch_101011_01	1	4236	4236	1
vo_touch_101011_02	vo_touch_101011_02	Audio/vo_role_101011	vo_touch_101011_02	1	4520	4520	1
vo_touch_101011_03	vo_touch_101011_03	Audio/vo_role_101011	vo_touch_101011_03	1	6014	6014	1
vo_touch_101011_04	vo_touch_101011_04	Audio/vo_role_101011	vo_touch_101011_04	1	10503	10503	1
vo_touch_101011_05	vo_touch_101011_05	Audio/vo_role_101011	vo_touch_101011_05	1	2870	2870	1
vo_touch_card_101011	vo_touch_card_101011	Audio/vo_role_101011	vo_touch_card_101011	1	3994	3994	1
vo_battle_fail_101013	vo_battle_fail_101013	Audio/vo_role_101013	vo_battle_fail_101013	1	4414	4414	1
vo_battle_start_101013	vo_battle_start_101013	Audio/vo_role_101013	vo_battle_start_101013	1	2976	2976	1
vo_battle_win_101013	vo_battle_win_101013	Audio/vo_role_101013	vo_battle_win_101013	1	2490	2490	1
vo_cuting_101013	vo_cuting_101013	Audio/vo_role_101013	vo_cuting_101013	1	1176	1176	1
vo_death_101013	vo_death_101013	Audio/vo_role_101013	vo_death_101013	1	4025	4025	1
vo_get_card_101013	vo_get_card_101013	Audio/vo_role_101013	vo_get_card_101013	1	1199	1199	1
vo_give_gift_101013	vo_give_gift_101013	Audio/vo_role_101013	vo_give_gift_101013	1	5481	5481	1
vo_hello_101013_01	vo_hello_101013_01	Audio/vo_role_101013	vo_hello_101013_01	1	7328	7328	1
vo_hello_101013_02	vo_hello_101013_02	Audio/vo_role_101013	vo_hello_101013_02	1	9388	9388	1
vo_hello_gift_101013	vo_hello_gift_101013	Audio/vo_role_101013	vo_hello_gift_101013	1	3857	3857	1
vo_levelup_101013	vo_levelup_101013	Audio/vo_role_101013	vo_levelup_101013	1	1786	1786	1
vo_skill1_101013	vo_skill1_101013	Audio/vo_role_101013	vo_skill1_101013	1	781	781	1
vo_skill2_101013	vo_skill2_101013	Audio/vo_role_101013	vo_skill2_101013	1	740	740	1
vo_skill3_101013	vo_skill3_101013	Audio/vo_role_101013	vo_skill3_101013	1	10362	10362	1
vo_starup_101013	vo_starup_101013	Audio/vo_role_101013	vo_starup_101013	1	2125	2125	1
vo_touch_101013_01	vo_touch_101013_01	Audio/vo_role_101013	vo_touch_101013_01	1	3163	3163	1
vo_touch_101013_02	vo_touch_101013_02	Audio/vo_role_101013	vo_touch_101013_02	1	4295	4295	1
vo_touch_101013_03	vo_touch_101013_03	Audio/vo_role_101013	vo_touch_101013_03	1	5305	5305	1
vo_touch_101013_04	vo_touch_101013_04	Audio/vo_role_101013	vo_touch_101013_04	1	9198	9198	1
vo_touch_101013_05	vo_touch_101013_05	Audio/vo_role_101013	vo_touch_101013_05	1	8092	8092	1
vo_touch_card_101013	vo_touch_card_101013	Audio/vo_role_101013	vo_touch_card_101013	1	2791	2791	1
vo_idle_101013	vo_idle_101013	Audio/vo_role_101013	vo_idle_101013	1	1002	1002	1
vo_battle_fail_102001	vo_battle_fail_102001	Audio/vo_role_102001	vo_battle_fail_102001	1	2873	2873	1
vo_battle_start_102001	vo_battle_start_102001	Audio/vo_role_102001	vo_battle_start_102001	1	2338	2338	1
vo_battle_win_102001	vo_battle_win_102001	Audio/vo_role_102001	vo_battle_win_102001	1	4633	4633	1
vo_cuting_102001	vo_cuting_102001	Audio/vo_role_102001	vo_cuting_102001	1	2286	2286	1
vo_death_102001	vo_death_102001	Audio/vo_role_102001	vo_death_102001	1	3812	3812	1
vo_get_card_102001	vo_get_card_102001	Audio/vo_role_102001	vo_get_card_102001	1	4410	4410	1
vo_give_gift_102001	vo_give_gift_102001	Audio/vo_role_102001	vo_give_gift_102001	1	4150	4150	1
vo_hello_102001_01	vo_hello_102001_01	Audio/vo_role_102001	vo_hello_102001_01	1	7086	7086	1
vo_hello_102001_02	vo_hello_102001_02	Audio/vo_role_102001	vo_hello_102001_02	1	11455	11455	1
vo_hello_gift_102001	vo_hello_gift_102001	Audio/vo_role_102001	vo_hello_gift_102001	1	3195	3195	1
vo_idle_102001	vo_idle_102001	Audio/vo_role_102001	vo_idle_102001	1	868	868	1
vo_levelup_102001	vo_levelup_102001	Audio/vo_role_102001	vo_levelup_102001	1	2481	2481	1
vo_skill1_102001	vo_skill1_102001	Audio/vo_role_102001	vo_skill1_102001	1	1597	1597	1
vo_skill2_102001	vo_skill2_102001	Audio/vo_role_102001	vo_skill2_102001	1	2813	2813	1
vo_skill3_102001	vo_skill3_102001	Audio/vo_role_102001	vo_skill3_102001	1	2504	2504	1
vo_starup_102001	vo_starup_102001	Audio/vo_role_102001	vo_starup_102001	1	2713	2713	1
vo_touch_102001_01	vo_touch_102001_01	Audio/vo_role_102001	vo_touch_102001_01	1	10933	10933	1
vo_touch_102001_02	vo_touch_102001_02	Audio/vo_role_102001	vo_touch_102001_02	1	8388	8388	1
vo_touch_102001_03	vo_touch_102001_03	Audio/vo_role_102001	vo_touch_102001_03	1	15920	15920	1
vo_touch_102001_04	vo_touch_102001_04	Audio/vo_role_102001	vo_touch_102001_04	1	8482	8482	1
vo_touch_102001_05	vo_touch_102001_05	Audio/vo_role_102001	vo_touch_102001_05	1	11720	11720	1
vo_touch_card_102001	vo_touch_card_102001	Audio/vo_role_102001	vo_touch_card_102001	1	8363	8363	1
vo_battle_fail_102007	vo_battle_fail_102007	Audio/vo_role_102007	vo_battle_fail_102007	1	3394	3394	1
vo_battle_start_102007	vo_battle_start_102007	Audio/vo_role_102007	vo_battle_start_102007	1	3185	3185	1
vo_battle_win_102007	vo_battle_win_102007	Audio/vo_role_102007	vo_battle_win_102007	1	2862	2862	1
vo_cuting_102007	vo_cuting_102007	Audio/vo_role_102007	vo_cuting_102007	1	3475	3475	1
vo_death_102007	vo_death_102007	Audio/vo_role_102007	vo_death_102007	1	4632	4632	1
vo_get_card_102007	vo_get_card_102007	Audio/vo_role_102007	vo_get_card_102007	1	4506	4506	1
vo_give_gift_102007	vo_give_gift_102007	Audio/vo_role_102007	vo_give_gift_102007	1	4752	4752	1
vo_hello_102007_01	vo_hello_102007_01	Audio/vo_role_102007	vo_hello_102007_01	1	4472	4472	1
vo_hello_gift_102007	vo_hello_gift_102007	Audio/vo_role_102007	vo_hello_gift_102007	1	3675	3675	1
vo_idle_102007	vo_idle_102007	Audio/vo_role_102007	vo_idle_102007	1	1938	1938	1
vo_levelup_102007	vo_levelup_102007	Audio/vo_role_102007	vo_levelup_102007	1	2347	2347	1
vo_skill1_102007	vo_skill1_102007	Audio/vo_role_102007	vo_skill1_102007	1	3025	3025	1
vo_skill2_102007	vo_skill2_102007	Audio/vo_role_102007	vo_skill2_102007	1	2026	2026	1
vo_skill3_102007	vo_skill3_102007	Audio/vo_role_102007	vo_skill3_102007	1	15587	15587	1
vo_starup_102007	vo_starup_102007	Audio/vo_role_102007	vo_starup_102007	1	3781	3781	1
vo_touch_102007_01	vo_touch_102007_01	Audio/vo_role_102007	vo_touch_102007_01	1	10268	10268	1
vo_touch_102007_02	vo_touch_102007_02	Audio/vo_role_102007	vo_touch_102007_02	1	9118	9118	1
vo_touch_102007_03	vo_touch_102007_03	Audio/vo_role_102007	vo_touch_102007_03	1	3915	3915	1
vo_touch_102007_04	vo_touch_102007_04	Audio/vo_role_102007	vo_touch_102007_04	1	4682	4682	1
vo_touch_102007_05	vo_touch_102007_05	Audio/vo_role_102007	vo_touch_102007_05	1	5122	5122	1
vo_touch_card_102007	vo_touch_card_102007	Audio/vo_role_102007	vo_touch_card_102007	1	6906	6906	1
vo_hello_102007_02	vo_hello_102007_02	Audio/vo_role_102007	vo_hello_102007_02	1	17963	17963	1
vo_attack_hit_102_01	vo_attack_hit_102_01	Audio/vo_role_102008	vo_attack_hit_102_01	1	575	575	1
vo_attack_hit_102_02	vo_attack_hit_102_02	Audio/vo_role_102008	vo_attack_hit_102_02	1	772	772	1
vo_battle_fail_102008	vo_battle_fail_102008	Audio/vo_role_102008	vo_battle_fail_102008	1	4681	4681	1
vo_battle_start_102008	vo_battle_start_102008	Audio/vo_role_102008	vo_battle_start_102008	1	4036	4036	1
vo_battle_win_102008	vo_battle_win_102008	Audio/vo_role_102008	vo_battle_win_102008	1	3735	3735	1
vo_birthday_102	vo_birthday_102	Audio/vo_role_102008	vo_birthday_102	1	19211	19211	1
vo_cuting_102008	vo_cuting_102008	Audio/vo_role_102008	vo_cuting_102008	1	4414	4414	1
vo_death_102008	vo_death_102008	Audio/vo_role_102008	vo_death_102008	1	4067	4067	1
vo_get_card_102008	vo_get_card_102008	Audio/vo_role_102008	vo_get_card_102008	1	2962	2962	1
vo_give_gift_102008	vo_give_gift_102008	Audio/vo_role_102008	vo_give_gift_102008	1	5137	5137	1
vo_heavy_hit_102_01	vo_heavy_hit_102_01	Audio/vo_role_102008	vo_heavy_hit_102_01	1	729	729	1
vo_heavy_hit_102_02	vo_heavy_hit_102_02	Audio/vo_role_102008	vo_heavy_hit_102_02	1	1756	1756	1
vo_hello_102008_01	vo_hello_102008_01	Audio/vo_role_102008	vo_hello_102008_01	1	4531	4531	1
vo_hello_102008_02	vo_hello_102008_02	Audio/vo_role_102008	vo_hello_102008_02	1	15045	15045	1
vo_hello_gift_102008	vo_hello_gift_102008	Audio/vo_role_102008	vo_hello_gift_102008	1	1905	1905	1
vo_idle_102008	vo_idle_102008	Audio/vo_role_102008	vo_idle_102008	1	1763	1763	1
vo_levelup_102008	vo_levelup_102008	Audio/vo_role_102008	vo_levelup_102008	1	2065	2065	1
vo_skill1_102008	vo_skill1_102008	Audio/vo_role_102008	vo_skill1_102008	1	1747	1747	1
vo_skill2_102008	vo_skill2_102008	Audio/vo_role_102008	vo_skill2_102008	1	3195	3195	1
vo_skill3_102008	vo_skill3_102008	Audio/vo_role_102008	vo_skill3_102008	1	7743	7743	1
vo_starup_102008	vo_starup_102008	Audio/vo_role_102008	vo_starup_102008	1	3389	3389	1
vo_touch_102008_01	vo_touch_102008_01	Audio/vo_role_102008	vo_touch_102008_01	1	11372	11372	1
vo_touch_102008_02	vo_touch_102008_02	Audio/vo_role_102008	vo_touch_102008_02	1	5476	5476	1
vo_touch_102008_03	vo_touch_102008_03	Audio/vo_role_102008	vo_touch_102008_03	1	10920	10920	1
vo_touch_102008_04	vo_touch_102008_04	Audio/vo_role_102008	vo_touch_102008_04	1	4345	4345	1
vo_touch_102008_05	vo_touch_102008_05	Audio/vo_role_102008	vo_touch_102008_05	1	12301	12301	1
vo_touch_card_102008	vo_touch_card_102008	Audio/vo_role_102008	vo_touch_card_102008	1	6240	6240	1
vo_battle_fail_102011	vo_battle_fail_102011	Audio/vo_role_102011	vo_battle_fail_102011	1	4711	4711	1
vo_battle_start_102011	vo_battle_start_102011	Audio/vo_role_102011	vo_battle_start_102011	1	2262	2262	1
vo_battle_win_102011	vo_battle_win_102011	Audio/vo_role_102011	vo_battle_win_102011	1	3798	3798	1
vo_cuting_102011	vo_cuting_102011	Audio/vo_role_102011	vo_cuting_102011	1	2140	2140	1
vo_death_102011	vo_death_102011	Audio/vo_role_102011	vo_death_102011	1	4314	4314	1
vo_get_card_102011	vo_get_card_102011	Audio/vo_role_102011	vo_get_card_102011	1	2025	2025	1
vo_give_gift_102011	vo_give_gift_102011	Audio/vo_role_102011	vo_give_gift_102011	1	6218	6218	1
vo_hello_102011_01	vo_hello_102011_01	Audio/vo_role_102011	vo_hello_102011_01	1	7222	7222	1
vo_hello_102011_02	vo_hello_102011_02	Audio/vo_role_102011	vo_hello_102011_02	1	6362	6362	1
vo_hello_gift_102011	vo_hello_gift_102011	Audio/vo_role_102011	vo_hello_gift_102011	1	2361	2361	1
vo_idle_102011	vo_idle_102011	Audio/vo_role_102011	vo_idle_102011	1	2790	2790	1
vo_levelup_102011	vo_levelup_102011	Audio/vo_role_102011	vo_levelup_102011	1	2688	2688	1
vo_skill1_102011	vo_skill1_102011	Audio/vo_role_102011	vo_skill1_102011	1	1904	1904	1
vo_skill2_102011	vo_skill2_102011	Audio/vo_role_102011	vo_skill2_102011	1	2870	2870	1
vo_skill3_102011	vo_skill3_102011	Audio/vo_role_102011	vo_skill3_102011	1	7551	7551	1
vo_starup_102011	vo_starup_102011	Audio/vo_role_102011	vo_starup_102011	1	1654	1654	1
vo_touch_102011_01	vo_touch_102011_01	Audio/vo_role_102011	vo_touch_102011_01	1	5930	5930	1
vo_touch_102011_02	vo_touch_102011_02	Audio/vo_role_102011	vo_touch_102011_02	1	18291	18291	1
vo_touch_102011_03	vo_touch_102011_03	Audio/vo_role_102011	vo_touch_102011_03	1	7024	7024	1
vo_touch_102011_04	vo_touch_102011_04	Audio/vo_role_102011	vo_touch_102011_04	1	10285	10285	1
vo_touch_102011_05	vo_touch_102011_05	Audio/vo_role_102011	vo_touch_102011_05	1	18510	18510	1
vo_touch_card_102011	vo_touch_card_102011	Audio/vo_role_102011	vo_touch_card_102011	1	3336	3336	1
vo_battle_fail_102021	vo_battle_fail_102021	Audio/vo_role_102021	vo_battle_fail_102021	1	5460	5460	1
vo_battle_start_102021	vo_battle_start_102021	Audio/vo_role_102021	vo_battle_start_102021	1	3329	3329	1
vo_battle_win_102021	vo_battle_win_102021	Audio/vo_role_102021	vo_battle_win_102021	1	7143	7143	1
vo_cuting_102021	vo_cuting_102021	Audio/vo_role_102021	vo_cuting_102021	1	3176	3176	1
vo_death_102021	vo_death_102021	Audio/vo_role_102021	vo_death_102021	1	5498	5498	1
vo_get_card_102021	vo_get_card_102021	Audio/vo_role_102021	vo_get_card_102021	1	9808	9808	1
vo_give_gift_102021	vo_give_gift_102021	Audio/vo_role_102021	vo_give_gift_102021	1	5726	5726	1
vo_hello_102021_01	vo_hello_102021_01	Audio/vo_role_102021	vo_hello_102021_01	1	14464	14464	1
vo_hello_102021_02	vo_hello_102021_02	Audio/vo_role_102021	vo_hello_102021_02	1	14139	14139	1
vo_hello_gift_102021	vo_hello_gift_102021	Audio/vo_role_102021	vo_hello_gift_102021	1	4076	4076	1
vo_idle_102021	vo_idle_102021	Audio/vo_role_102021	vo_idle_102021	1	3245	3245	1
vo_levelup_102021	vo_levelup_102021	Audio/vo_role_102021	vo_levelup_102021	1	2892	2892	1
vo_skill1_102021	vo_skill1_102021	Audio/vo_role_102021	vo_skill1_102021	1	2853	2853	1
vo_skill2_102021	vo_skill2_102021	Audio/vo_role_102021	vo_skill2_102021	1	1952	1952	1
vo_skill3_102021	vo_skill3_102021	Audio/vo_role_102021	vo_skill3_102021	1	18098	18098	1
vo_starup_102021	vo_starup_102021	Audio/vo_role_102021	vo_starup_102021	1	3896	3896	1
vo_touch_102021_01	vo_touch_102021_01	Audio/vo_role_102021	vo_touch_102021_01	1	4214	4214	1
vo_touch_102021_02	vo_touch_102021_02	Audio/vo_role_102021	vo_touch_102021_02	1	4166	4166	1
vo_touch_102021_03	vo_touch_102021_03	Audio/vo_role_102021	vo_touch_102021_03	1	4933	4933	1
vo_touch_102021_04	vo_touch_102021_04	Audio/vo_role_102021	vo_touch_102021_04	1	15536	15536	1
vo_touch_102021_05	vo_touch_102021_05	Audio/vo_role_102021	vo_touch_102021_05	1	15450	15450	1
vo_touch_card_102021	vo_touch_card_102021	Audio/vo_role_102021	vo_touch_card_102021	1	11367	11367	1
vo_battle_fail_103002	vo_battle_fail_103002	Audio/vo_role_103002	vo_battle_fail_103002	1	7634	5402	1
vo_battle_start_103002	vo_battle_start_103002	Audio/vo_role_103002	vo_battle_start_103002	1	3984	1989	1
vo_battle_win_103002	vo_battle_win_103002	Audio/vo_role_103002	vo_battle_win_103002	1	4170	3061	1
vo_cuting_103002	vo_cuting_103002	Audio/vo_role_103002	vo_cuting_103002	1	911	1338	1
vo_death_103002	vo_death_103002	Audio/vo_role_103002	vo_death_103002	1	3472	3055	1
vo_get_card_103002	vo_get_card_103002	Audio/vo_role_103002	vo_get_card_103002	1	6907	4383	1
vo_give_gift_103002	vo_give_gift_103002	Audio/vo_role_103002	vo_give_gift_103002	1	2202	1749	1
vo_hello_103002_01	vo_hello_103002_01	Audio/vo_role_103002	vo_hello_103002_01	1	18711	11455	1
vo_hello_103002_02	vo_hello_103002_02	Audio/vo_role_103002	vo_hello_103002_02	1	5862	5141	1
vo_hello_gift_103002	vo_hello_gift_103002	Audio/vo_role_103002	vo_hello_gift_103002	1	10028	9103	1
vo_idle_103002	vo_idle_103002	Audio/vo_role_103002	vo_idle_103002	1	1025	911	1
vo_levelup_103002	vo_levelup_103002	Audio/vo_role_103002	vo_levelup_103002	1	3472	3082	1
vo_skill1_103002	vo_skill1_103002	Audio/vo_role_103002	vo_skill1_103002	1	1990	3029	1
vo_skill2_103002	vo_skill2_103002	Audio/vo_role_103002	vo_skill2_103002	1	2529	1987	1
vo_skill3_103002	vo_skill3_103002	Audio/vo_role_103002	vo_skill3_103002	1	7420	7109	1
vo_starup_103002	vo_starup_103002	Audio/vo_role_103002	vo_starup_103002	1	2575	1845	1
vo_touch_103002_01	vo_touch_103002_01	Audio/vo_role_103002	vo_touch_103002_01	1	13912	10197	1
vo_touch_103002_02	vo_touch_103002_02	Audio/vo_role_103002	vo_touch_103002_02	1	3126	3237	1
vo_touch_103002_03	vo_touch_103002_03	Audio/vo_role_103002	vo_touch_103002_03	1	8091	7642	1
vo_touch_103002_04	vo_touch_103002_04	Audio/vo_role_103002	vo_touch_103002_04	1	5464	3567	1
vo_touch_103002_05	vo_touch_103002_05	Audio/vo_role_103002	vo_touch_103002_05	1	10682	8399	1
