id	skillId	starSkill	skillClass	triggerRule	skillType	label	skillStarMax	skillLvMax	isAoe	starEffect1	effectCondition1	effectTarget1	effect1	effectType1	starEffect2	effectCondition2	effectTarget2	effect2	effectType2	damageTarget	damageEffect	scriptType	scriptNum	damageEffectType	starEffect3	effectCondition3	effectTarget3	effect3	effectType3	starEffect4	effectCondition4	effectTarget4	effect4	effectType4	starEffect5	effectCondition5	effectTarget5	effect5	effectType5	starEffect6	effectCondition6	effectTarget6	effect6	effectType6	starEffect7	effectCondition7	effectTarget7	effect7	effectType7	hitRatio	skillTags	action	intensive	status
521046002	521046002	1	1		2	1	1	1	1											202	111303153			1																										1		2	0	1
521046003	521046003	1	1		2	1	1	1	1											202	1104651			1																										1		2	0	1
571046001	571046001	1	1		3	2	1	1	0											101	301010101			2																										0.166;0.167;0.166;0.167;0.167;0.167		0	0	1
511050001	511050001	1	1		1	2	1	1	0											101	201010101			2																										0.5;0.5		1	0	1
521050001	521050001	1	1		2	1	1	1	0											301	101050051			1																										1		2	0	1
571050001	571050001	1	1		3	2	1	1	0											102	301090102			2																										1		0	0	1
521050003	521050003	1	1		2	1	1	1	0											301	1105051			1																										1		2	0	1
511050002	511050002	1	1		1	2	1	1	0											101	201010101			2																										0.5;0.5		1	0	1
521050002	521050002	1	1		2	1	1	1	1											202	101050051			1																										1		2	0	1
571050002	571050002	1	1		3	2	1	1	0											102	301090102			2																										1		0	0	1
571050003	571050003	1	1		3	2	1	1	0											102	301010102			2																										1		0	0	1
511051001	511051001	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
521051001	521051001	1	1		2	1	1	1	0											301	101051051			1																										1		2	0	1
571051001	571051001	1	1		3	2	1	1	0											101	301090101			2																										1		0	0	1
511051002	511051002	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
521051002	521051002	1	1		2	1	1	1	1											202	101051051			1																										1		2	0	1
571051002	571051002	1	1		3	2	1	1	0											101	301090101			2																										1		0	0	1
571051003	571051003	1	1		3	2	1	1	0											101	301010101			2																										1		0	0	1
511052001	511052001	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
571052001	571052001	1	1		3	2	1	1	0											101	301010103			2	1	1	-1	111602151	1																					0.166;0.167;0.166;0.167;0.167;0.167		0	0	1
571052003	571052003	1	1		3	2	1	1	0											101	301010101			2																										0.166;0.167;0.166;0.167;0.167;0.167		0	0	1
511052002	511052002	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
521052002	521052002	1	1		2	2	1	1	0											101	201010119			2	1	1	-1	111602151	1																					1		2	0	1
571052002	571052002	1	1		3	2	1	1	0											101	301010103			2	1	1	-1	104040151	1																					0.166;0.167;0.166;0.167;0.167;0.167		0	0	1
511053001	511053001	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
571053001	571053001	1	1		3	2	1	1	0											101	301010103			2	1	1	-1	104060151	1																					1		0	0	1
511053002	511053002	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
521053002	521053002	1	1		2	2	1	1	0											101	201010123			2	1	1	-1	101102154	1																					1		2	0	1
571053002	571053002	1	1		3	2	1	1	0											101	301070101			2																										1		0	0	1
511056001	511056001	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
521056001	521056001	1	1		2	2	1	1	0											101	201190101			2																										1		2	0	1
571056001	571056001	1	1		3	2	1	1	0											101	301010103			2	1	1	-1	104020151	1	1	1	-1	104020152	1																1		0	0	1
571056002	571056002	1	1		3	2	1	1	0											101	301010103			2	1	1	-1	104040151	1																					1		0	0	1
511058001	511058001	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
521058001	521058001	1	1		2	2	1	1	0											101	201010135			2	1	1	-1	204050152	2																					1		2	0	1
571058001	571058001	1	1		3	2	1	1	0											101	301010103			2	1	1	-1	204050152	2																					1		0	0	1
511059001	511059001	1	1		1	1	1	1	0											301	61059001			1																										1		1	0	1
521059001	521059001	1	1		2	2	1	1	0											101	201010101			2																										1		2	0	1
571059001	571059001	1	1		3	2	1	1	0											101	301010103			2	1	1	-1	104010151	1																					1		0	0	1
511059002	511059002	1	2		4	4	1	1	0											264	61059002			1																										1		1	0	1
511059003	511059003	1	1		1	4	1	1	1											202	210010101			2																										1		1	0	1
511060001	511060001	1	1		1	2	1	1	0	1	1	301	111701151	1						101	201010101			2																										1		1	0	1
521060001	521060001	1	1		2	2	1	1	0											101	201010131			2	1	1	-1	204050151	2																					1		2	0	1
571060001	571060001	1	1		3	2	1	1	0											101	301010101			2																										0.3;0.3;0.4		0	0	1
511060003	511060003	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
521060003	521060003	1	1		2	2	1	1	0											101	201070101			2																										1		2	0	1
511060002	511060002	1	1		1	2	1	1	0	1	1	301	111701151	1						101	201010101			2																										1		1	0	1
521060002	521060002	1	1		2	2	1	1	0											101	201010131			2	1	1	-1	204050151	2																					1		2	0	1
571060002	571060002	1	1		3	2	1	1	0											101	301010103			2	1	1	-1	141106051	1																					0.3;0.3;0.4		0	0	1
571060003	571060003	1	1		3	2	1	1	0	1	1	301	111701151	1						101	301010101			2																										0.3;0.3;0.4		0	0	1
511102001	511102001	1	1		1	2	1	1	0											101	201090101			2																										1		1	0	1
521102001	521102001	1	1		2	4	1	1	0											301	210010101			2																										1		2	0	1
571102001	571102001	1	1		3	2	1	1	0											101	301030101			2																										0.3;0.3;0.4		0	0	1
571102002	571102002	1	1		3	2	1	1	0											101	301100101			2																										0.3;0.3;0.4		0	0	1
511103001	511103001	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
521103001	521103001	1	1		2	2	1	1	1											102	201010102			2																										1		2	0	1
571103001	571103001	1	1		3	2	1	1	1											102	301110102			2																										0.5;0.5		0	0	1
521103002	521103002	1	1		2	2	1	1	1											102	201010124			2	1	1	-1	1110351	1																					1		2	0	1
511104001	511104001	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
521104001	521104001	1	1		2	1	1	1	0											301	101104051			1																										1		2	0	1
571104001	571104001	1	1		3	2	1	1	0											101	301100101			2																										1		0	0	1
514001001	514001001	1	1		1	2	1	1	0											101	201010143			2	1	1	-1	102121101	1																					0.5;0.5		1	0	1
524001001	524001001	1	1		2	2	1	1	0											101	201010101			2																										1		2	0	1
534001001	534001001	1	1		2	2	1	1	1	1	1	301	111701151	1						102	201010102			2																										1		3	0	1
544001001	544001001	1	1		2	2	1	1	1											102	201010102			2																										0.3;0.3;0.4		4	0	1
574001001	574001001	1	1		3	2	1	1	0											101	301100103			2																										1		0	0	1
574001002	574001002	1	1		3	2	1	1	0											101	301010163			2																										1		0	0	1
514002001	514002001	1	1		1	2	1	1	0											101	201130101			2																										1		1	0	1
524002001	524002001	1	1		2	2	1	1	0											101	201180101			2																										1		2	0	1
534002001	534002001	1	1		2	2	1	1	1											102	201070102			2																										1		4	0	1
544002001	544002001	1	1		2	1	1	1	0											301	104002051			1	1	1	-1	111701154	1																					1		3	0	1
574002001	574002001	1	1		3	2	1	1	1											102	301010202			2																										1		0	0	1
514002002	514002002	1	1		1	2	1	1	0											101	201010119			2	1	1	-1	104002053	1																					1		1	0	1
534002002	534002002	1	1		2	2	1	1	1											102	201010120			2	1	1	-1	104002053	1																					1		4	0	1
514003001	514003001	1	1		1	2	1	1	0											101	201090101			2																										1		1	0	1
524003001	524003001	1	1		2	2	1	1	1											102	201010124			2	1	1	-1	104003051	1																					1		2	0	1
534003001	534003001	1	1		2	1	1	1	0											301	104003052			1																										1		3	0	1
544003001	544003001	1	1		2	2	1	1	0											101	201100101			2																										1		4	0	1
574003001	574003001	1	1		3	2	1	1	1											102	301010202			2																										1		0	0	1
534003002	534003002	1	1		2	1	1	1	0											301	104003052			1																										1		3	0	1
534003003	534003003	1	1		2	1	1	1	0											301	1400351			1																										1		3	0	1
514004001	514004001	1	1		1	2	1	1	1											102	201190102			2																										1		1	0	1
524004001	524004001	1	1		2	1	1	1	0											301	104004051			1																										1		2	0	1
534004001	534004001	1	1		2	3	1	1	1											102	104004052			1																										1		3	0	1
574004001	574004001	1	1		3	2	1	1	1											102	301050104			2																										1		0	0	1
514004002	514004002	1	1		1	2	1	1	1											102	201010128			2	1	1	-1	104004053	1																					1		1	0	1
524004002	524004002	1	1		2	1	1	1	0											301	104004054			1																										1		2	0	1
534004002	534004002	1	1		2	3	1	1	1											102	210010110			2																										1		3	0	1
574004002	574004002	1	1		3	2	1	1	1											102	301050104			2	1	1	301	104004055	1																					1		0	0	1
584004002	584004002	1	1		3	2	1	1	1	1	1	301	111701151	1						102	301050104			2																										1		0	0	1
514005001	514005001	1	1		1	2	1	1	0											101	201040101			2																										0.5;0.5		1	0	1
524005001	524005001	1	1		2	2	1	1	0											101	201010101			2																										0.5;0.5		2	0	1
534005001	534005001	1	1		2	4	1	1	0											301	206030105			2	1	1	-1	202010101	2																					1		3	0	1
544005001	544005001	1	1		2	2	1	1	1											102	201060102			2																										0.3;0.3;0.4		4	0	1
554005001	554005001	1	1		2	1	1	1	0											301	104005051			1																										1		5	0	1
564005001	564005001	1	1		2	2	1	1	1											102	201010112			2	1	1	-1	206020101	2																					1		6	0	1
574005001	574005001	1	1		3	2	1	1	0											101	301020201			2	1	1	-1	104005052	1																					1		0	0	1
514005002	514005002	1	1		1	2	1	1	0											101	201040101			2	1	1	301	210010101	2																					0.5;0.5		1	0	1
524005002	524005002	1	1		2	2	1	1	0											101	201010101			2	1	1	301	210010101	2																					0.5;0.5		2	0	1
514006001	514006001	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
524006001	524006001	1	1		2	2	1	1	0											101	201020101			2																										1		2	0	1
534006001	534006001	1	1		2	1	1	1	0											301	104006051			1	1	1	301	104006052	1																					1		3	0	1
574006001	574006001	1	1		3	2	1	1	1											102	301010202			2																										0.5;0.5		0	0	1
514007001	514007001	1	1		1	2	1	1	0											101	201040101			2																										1		1	0	1
524007001	524007001	1	1		2	2	1	1	0											101	201010101			2																										1		2	0	1
534007001	534007001	1	1		2	2	1	1	1											102	201060102			2																										0.25;0.25;0.25;0.25		3	0	1
574007001	574007001	1	1		3	2	1	1	1											102	301040104			2																										1		0	0	1
514008001	514008001	1	1		1	2	1	1	0											101	201010101			2																										0.5;0.5		1	0	1
524008001	524008001	1	1		2	2	1	1	0											101	201110101			2																										0.25;0.25;0.25;0.25		2	0	1
534008001	534008001	1	1		2	1	1	1	0											301	104008051			1																										1		3	0	1
544008001	544008001	1	1		2	2	1	1	1											102	201010158			2	1	1	-1	102521101	1																					1		4	0	1
554008001	554008001	1	1		2	1	1	1	0											301	104008052			1																										1		5	0	1
564008001	564008001	1	1		2	2	1	1	1											102	201010154			2																										1		6	0	1
574008001	574008001	1	1		3	2	1	1	0											101	301180103			2																										1		0	0	1
534008002	534008002	1	1		2	1	1	1	0											301	104008054			1																										1		3	0	1
514009001	514009001	1	1		1	2	1	1	0											101	201010135			2	1	1	-1	204050152	2																					1		1	0	1
524009001	524009001	1	1		2	2	1	1	0											101	201010101			2																										1		2	0	1
534009001	534009001	1	1		2	1	1	1	1											202	104009051			1																										1		3	0	1
544009001	544009001	1	1		2	3	1	1	1											102	201010102			2	1	1	-1	204050152	2																					1		4	0	1
554009001	554009001	1	1		2	1	1	1	0											301	104009053			1																										1		5	0	1
564009001	564009001	1	1		2	2	1	1	1											102	201100102			2																										0.3;0.3;0.4		6	0	1
574009001	574009001	1	1		3	2	1	1	0											101	301020201			2	1	1	-1	204050152	2																					1		0	0	1
514010001	514010001	1	1		1	2	1	1	0											101	201050101			2																										1		1	0	1
524010001	524010001	1	1		2	2	1	1	0											101	201010101			2																										1		2	0	1
534010001	534010001	1	1		2	2	1	1	1											301	104010051			1	1	1	301	104010052	1																					1		3	0	1
574010001	574010001	1	1		3	2	1	1	1											102	301020202			2	1	1	-1	204050152	2																					1		0	0	1
514014001	514014001	1	1		1	2	1	1	0											101	201010101			2	1	1	-1	104014053	1																					1		1	0	1
524014001	524014001	1	1		2	1	1	1	0											201	104014051			1																										1		2	0	1
574014001	574014001	1	1		3	2	1	1	0											101	301020201			2	1	1	-1	104014052	1																					1		0	0	1
514014002	514014002	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
524014002	524014002	1	1		2	1	1	1	1											202	104014051			1																										1		2	0	1
574014002	574014002	1	1		3	2	1	1	0											101	301010201			2																										1		0	0	1
514015001	514015001	1	1		1	2	1	1	1											102	201010102			2																										1		1	0	1
524015001	524015001	1	1		2	2	1	1	1											102	201060102			2																										1		2	0	1
574015001	574015001	1	1		3	2	1	1	0											101	301020201			2	1	1	-1	204050153	2																					1		0	0	1
524015002	524015002	1	1		2	2	1	1	1											102	201010124			2	1	1	-1	1401551	1																					1		2	0	1
514015002	514015002	1	1		1	2	1	1	1											102	201070101			2																										1		1	0	1
524015003	524015003	1	1		2	2	1	1	1											102	201010101			2	1	1	-1	104015101	1																					1		2	0	1
574015002	574015002	1	1		3	2	1	1	0											101	201100103			2																										1		0	0	1
514016001	514016001	1	1		1	2	1	1	0											101	201010123			2	1	1	-1	104016051	1																					1		1	0	1
524016001	524016001	1	1		2	2	1	1	0											101	201010101			2																										1		2	0	1
534016001	534016001	1	1		2	1	1	1	0											301	104016052			1																										1		3	0	1
574016001	574016001	1	1		3	2	1	1	1											102	301110104			2																										1		0	0	1
524016002	524016002	1	1		2	2	1	1	0											101	201010165			2	1	1	202	210010102	2																					1		2	0	1
534016002	534016002	1	1		2	1	1	1	0											301	104010051			1	1	1	-1	1401651	1																					1		3	0	1
574016002	574016002	1	1		3	2	1	1	1											102	301010102			2	1	1	102	201211057	2																					1		0	0	1
514017001	514017001	1	1		1	2	1	1	0											101	201010123			2	1	1	-1	104017052	1																					0.167;0.166;0.167;0.167;0.166;0.167		1	0	1
524017001	524017001	1	1		2	2	1	1	1											102	201010124			2	1	1	-1	104017052	1																					0.3;0.3;0.4		2	0	1
534017001	534017001	1	1		2	1	1	1	1											202	104017051			1																										1		3	0	1
574017001	574017001	1	1		3	1	1	1	0											102	201211051			2																										1		0	0	1
534017003	534017003	1	1		2	1	1	1	1											301	104010051			1	1	1	-1	1401751	1																					1		3	0	1
514017002	514017002	1	1		1	2	1	1	0											101	201010123			2	1	1	-1	104017052	1																					0.167;0.166;0.167;0.167;0.166;0.167		1	0	1
524017002	524017002	1	1		2	2	1	1	1											102	201010124			2	1	1	-1	104017052	1																					0.3;0.3;0.4		2	0	1
534017002	534017002	1	1		2	1	1	1	1											202	104017051			1	1	2018	-1	104017053	1																					1		3	0	1
574017002	574017002	1	1		3	1	1	1	0											102	201211051			2																										1		0	0	1
584017002	584017002	1	1		3	1	1	1	1											251					1	1	-1	210010105	2																									1
514018001	514018001	1	1		1	2	1	1	0											101	201010123			2	1	1	-1	104016051	1																					0.3;0.3;0.4		1	0	1
524018001	524018001	1	1		2	2	1	1	1											102					1	1	-1	104016051	1																					1		2	0	1
534018001	534018001	1	1		2	2	1	1	0											101	201070101			2																										1		3	0	1
574018001	574018001	1	1		3	2	1	1	1											102	301020104			2																										1		0	0	1
534018002	534018002	1	1		2	2	1	1	0											101	201070101			2	1	1	-1	1401851	1																					1		3	0	1
574018002	574018002	1	1		3	2	1	1	1											102	301020104			2	1	1	102	201211055	2																					1		0	0	1
514020001	514020001	1	1		1	2	1	1	0											101	201090101			2																										1		1	0	1
524020001	524020001	1	1		2	1	1	1	0											301	104020051			1																										1		2	0	1
534020001	534020001	1	1		2	2	1	1	1											102	201010112			2	1	1	-1	206020105	2																					0.3;0.3;0.4		3	0	1
574020001	574020001	1	1		3	2	1	1	0											101	301020201			2	1	1	-1	104070151	1																					1		0	0	1
514020003	514020003	1	1		1	2	1	1	0	1	1	301	111701153	1	1	1	-1	206040156	2	101	201190101			2																										1		1	0	1
514021001	514021001	1	1		1	2	1	1	0											101	201010131			2	1	1	-1	204050151	2																					1		1	0	1
524021001	524021001	1	1		2	2	1	1	0											101	201010101			2																										0.5;0.5		2	0	1
534021001	534021001	1	1		2	1	1	1	0											301	104021051			1																										1		3	0	1
544021001	544021001	1	1		2	2	1	1	1											102	201160102			2																										1		4	0	1
554021001	554021001	1	1		2	1	1	1	1											202	104021052			1																										1		5	0	1
574021001	574021001	1	1		3	2	1	1	1											102	301020202			2	1	1	-1	204050151	2																					1		0	0	1
514025001	514025001	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
524025001	524025001	1	1		2	2	1	1	0											101	201010111			2	1	1	-1	206020101	2																					1		2	0	1
534025001	534025001	1	1		2	1	1	1	0											301	104025051			1																										1		3	0	1
544025001	544025001	1	1		2	2	1	1	0											101	201010101			2																										0.25;0.25;0.25;0.25		4	0	1
574025001	574025001	1	1		3	1	1	1	1											202	104025052			1																										1		0	0	1
574025002	574025002	1	1		3	1	1	1	1											202	104025057			1																										1		0	0	1
514025002	514025002	1	1		1	2	1	1	0											101	201010119			2	1	1	301	104025056	1																					1		1	0	1
514026001	514026001	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
524026001	524026001	1	1		2	4	1	1	1											202	202010202			2																										1		2	0	1
534026001	534026001	1	1		2	4	1	1	1											202	104026051			1																										1		3	0	1
574026001	574026001	1	1		3	4	1	1	1											202	202010204			2																										1		0	0	1
524026002	524026002	1	1		2	4	1	1	0											301	104026052			1																										1		2	0	1
514030001	514030001	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
524030001	524030001	1	1		2	2	1	1	0											101	201190101			2																										1		2	0	1
534030001	534030001	1	1		2	1	1	1	0											301	104030051			1																										1		3	0	1
544030001	544030001	1	1		2	2	1	1	1											102	201010136			2	1	1	-1	204050152	2																					0.25;0.25;0.25;0.25		4	0	1
554030001	554030001	1	1		2	3	1	1	0											101	102321101			1																										1		5	0	1
564030001	564030001	1	1		2	2	1	1	1											102	201010128			2	1	1	-1	104030052	1																					1		6	0	1
574030001	574030001	1	1		3	2	1	1	1											102	301100104			2																										1		0	0	1
514031001	514031001	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
524031001	524031001	1	1		2	2	1	1	0											101	201010127			2	1	1	-1	104040151	1																					1		2	0	1
534031001	534031001	1	1		2	1	1	1	0											301	104031052			1	1	1	301	104031053	1																					1		3	0	1
534031003	534031003	1	1		2	1	1	1	0											301	104031060			1	1	1	301	104031053	1																					1		3	0	1
544031001	544031001	1	1		2	2	1	1	1											102	201010132			2	1	1	-1	204050151	2																					1		4	0	1
554031001	554031001	1	1		2	2	1	1	0											301	206030105			2	1	1	-1	104031054	1																					1		5	0	1
564031001	564031001	1	1		2	1	1	1	0											301	104031055			1																										1		6	0	1
574031001	574031001	1	1		3	1	1	1	0											260	104031056			1	1	1	301	104031057	1	1	1	301	104010052	1																1		0	0	1
514034001	514034001	1	1		1	2	1	1	0											101	201020101			2																										1		1	0	1
524034001	524034001	1	1		2	2	1	1	0											101	201010115			2	1	1	-1	210010107	2																					0.3;0.3;0.4		2	0	1
534034001	534034001	1	1		2	4	1	1	0											230	202010101			2																										1		3	0	1
574034001	574034001	1	1		3	2	1	1	1											102	301020202			2	1	1	-1	104034051	1																					1		0	0	1
574034002	574034002	1	1		3	2	1	1	1											102	301010202			2																										1		0	0	1
524034002	524034002	1	1		2	2	1	1	0											101	201010115			2	1	1	301	104026052	1																					0.3;0.3;0.4		2	0	1
514035001	514035001	1	1		1	2	1	1	0											101	201030101			2																										1		1	0	1
524035001	524035001	1	1		2	2	1	1	0											101	201060101			2																										0.3;0.3;0.4		2	0	1
534035001	534035001	1	1		2	1	1	1	0											301	104035051			1																										1		3	0	1
534035002	534035002	1	1		2	1	1	1	0											301	104035051			1	1	1	-1	210010102	2																					1		3	0	1
574035001	574035001	1	1		3	2	1	1	1											102	301050104			2																										1		0	0	1
534035003	534035003	1	1		2	1	1	1	0											301	403551			1																										1		3	0	1
514036001	514036001	1	1		1	2	1	1	0											101	201040101			2																										0.25;0.25;0.25;0.25		1	0	1
524036001	524036001	1	1		2	2	1	1	0											101	201160101			2																										0.5;0.5		2	0	1
534036001	534036001	1	1		2	2	1	1	1											102	201030102			2																										1		3	0	1
574036001	574036001	1	1		3	2	1	1	1											102	301030104			2																										1		0	0	1
514037001	514037001	1	1		1	2	1	1	0											101	201070101			2																										1		1	0	1
524037001	524037001	1	1		2	2	1	1	1											102	201010102			2																										0.3;0.3;0.4		2	0	1
534037001	534037001	1	1		2	2	1	1	0											101	201010115			2	1	1	-1	210010108	2																					1		3	0	1
574037001	574037001	1	1		3	2	1	1	1											102	301060104			2																										1		0	0	1
524037002	524037002	1	1		2	2	1	1	1											102	201010128			2	1	1	-1	104037051	1																					0.3;0.3;0.4		2	0	1
514040001	514040001	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
524040001	524040001	1	1		2	2	1	1	0											101	201010131			2	1	1	-1	102421101	1																					1		2	0	1
534040001	534040001	1	1		2	1	1	1	1											202	104040051			1																										1		3	0	1
574040001	574040001	1	1		3	2	1	1	1											102	301020202			2	1	1	-1	104040052	1																					1		0	0	1
514041001	514041001	1	1		1	2	1	1	0	1	1	301	111701152	1						101	201010101			2																										0.5;0.5		1	0	1
524041001	524041001	1	1		2	2	1	1	1											102	201010132			2	1	1	-1	204050151	2																					1		2	0	1
534041001	534041001	1	1		2	2	1	1	0											101	201170101			2																										1		3	0	1
544041001	544041001	1	1		2	1	1	1	0											201	206030103			2	1	1	-1	104041051	1																					1		4	0	1
574041001	574041001	1	1		3	2	1	1	0	1	1	301	111701153	1						101	301120103			2																										1		0	0	1
514043001	514043001	1	1		1	2	1	1	0											101	201010102			2																										1		1	0	1
524043001	524043001	1	1		2	2	1	1	0											101	201010131			2	1	1	-1	111502102	1																					1		2	0	1
524043002	524043002	1	1		2	2	1	1	0											101	201090101			2																										1		2	0	1
574043001	574043001	1	1		3	2	1	1	0											101	301020201			2	1	1	-1	111502102	1																					1		0	0	1
574043002	574043002	1	1		3	2	1	1	0											101	301020103			2																										1		0	0	1
518001001	518001001	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
528001001	528001001	1	1		2	2	1	1	0											101	201010123			2	1	1	-1	108001051	1																					0.5;0.5		2	0	1
538001001	538001001	1	1		2	1	1	1	0											301	108001052			1																										1		3	0	1
548001001	548001001	1	1		2	2	1	1	0											101	201030101			2																										1		4	0	1
558001001	558001001	1	1		2	2	1	1	1											102	201090102			2																										1		5	0	1
568001001	568001001	1	1		2	1	1	1	0											301	202010101			2																										1		6	0	1
578001001	578001001	1	1		3	2	1	1	1											102	301130104			2																										1		0	0	1
518002001	518002001	1	1		1	2	1	1	0											101	201030101			2																										1		1	0	1
528002001	528002001	1	1		2	2	1	1	0											101	201020101			2																										0.3;0.3;0.4		2	0	1
538002001	538002001	1	1		2	1	1	1	0											301	108002051			1																										1		3	0	1
548002001	548002001	1	1		2	2	1	1	0											101	201160101			2																										0.5;0.5		4	0	1
558002001	558002001	1	1		2	2	1	1	1											102	201090102			2																										0.5;0.5		5	0	1
568002001	568002001	1	1		2	4	1	1	0											301	202010251			2																										1		6	0	1
578002001	578002001	1	1		3	2	1	1	0											101	301020201			2	1	1	-1	210010108	2																					0.3;0.3;0.4		0	0	1
518004001	518004001	1	1		1	2	1	1	0											101	201010123			2	1	1	-1	108004051	1																					0.2;0.2;0.2;0.2;0.2		1	0	1
528004001	528004001	1	1		2	2	1	1	1											102	201010102			2																										1		2	0	1
538004001	538004001	1	1		2	2	1	1	1											102	201010107			2																										1		2	0	1
548004001	548004001	1	1		2	2	1	1	1											102	201010105			2																										0.3;0.3;0.4		2	0	1
578004001	578004001	1	1		3	2	1	1	0											301	201211052			2	1	1	251	210010103	2																					1		0	0	1
518003001	518003001	1	1		1	2	1	1	1											102	201010124			2	1	1	301	108003051	1																					1		1	0	1
528003001	528003001	1	1		2	2	1	1	1											102	201010202			2																										0.3;0.3;0.4		2	0	1
538003001	538003001	1	1		2	2	1	1	1											102	201010201			2																										0.3;0.3;0.4		2	0	1
548003001	548003001	1	1		2	2	1	1	1											102	201010120			2	1	1	301	108003054	1																					1		2	0	1
578003001	578003001	1	1		3	2	1	1	1											102	201010104			2																										1		0	0	1
578003002	578003002	1	1		3	2	1	1	1											102	301120104			2																										1		9	0	1
578003003	578003003	1	1		3	2	1	1	1											102	301010601			2																										1		9	0	1
514022001	514022001	1	1		1	2	1	1	0											101	201030101			2	1	1	-1	104022001	1																					1		1	0	1
524022001	524022001	1	1		2	2	1	1	1											102	201010124			2	1	1	-1	104022002	1																					1		2	0	1
534022001	534022001	1	1		2	2	1	1	1	1	1	301	104022003	1						102	201010102			2																										1		2	0	1
544022001	544022001	1	1		2	2	1	1	1											102	201010132			2	1	1	-1	204050151	2																					1		2	0	1
574022001	574022001	1	1		3	2	1	1	1											102	301110104			2																										1		0	0	1
514020002	514020002	1	1		1	2	1	1	0											101	201090101			2																										1		1	0	1
524020002	524020002	1	1		2	1	1	1	0											301	104020053			1																										1		2	0	1
534020002	534020002	1	1		2	2	1	1	1											102	201020102			2																										0.3;0.3;0.4		3	0	1
574020002	574020002	1	1		3	2	1	1	0											101	301020201			2	1	1	-1	104020052	1																					1		0	0	1
514021002	514021002	1	1		2	2	1	1	0											101	201010131			2	1	1	-1	204050151	2																					1		1	0	1
524021002	524021002	1	1		2	1	1	1	0											101	201010123			2	1	1	301	104021053	1																					0.5;0.5		2	0	1
534021002	534021002	1	1		2	1	1	1	1											102	201070102			2	1	1	-1	104021054	1																					1		6	0	1
544021002	544021002	1	1		2	2	1	1	0											301	104021058			1																										1		5	0	1
554021002	554021002	1	1		2	1	1	1	0											102	201160102			2																										1		4	0	1
574021002	574021002	1	1		3	2	1	1	1											102	301020202			2	1	1	-1	204050151	2																					1		0	0	1
514031002	514031002	1	1		1	2	1	1	0											101	201010101			2																										1		1	0	1
524031002	524031002	1	1		2	2	1	1	0											101	201010127			2	1	1	-1	104031058	1																					1		2	0	1
534031002	534031002	1	1		2	1	1	1	0											301	104031052			1	1	1	-1	104031053	1																					1		3	0	1
544031002	544031002	1	1		2	2	1	1	1											102	201010102			2																										1		4	0	1
574031002	574031002	1	1		3	1	1	1	0											301	104031057			1	1	1	202	104031059	1	1	1	251	104031056	1																1		0	0	1
518010001	518010001	1	1		2	2	1	1	0	1	1	301	108010001	1						101	201010101			2																										0.1;0.1;0.1;0.1;0.2;0.4		1	0	1
528010001	528010001	1	1		2	1	1	1	0											301	108010002			1																										1		2	0	1
538010001	538010001	1	1		2	2	1	1	1											102	201190151			2																										1		3	0	1
548010001	548010001	1	1		2	1	1	1	0											301	108010003			1	1	1	301	108010004	1																					1		4	0	1
558010001	558010001	1	1		3	2	1	1	1	1	1	102	108010005	1						102	301190104			2																										1		0	0	1
518010002	518010002	1	1		2	2	1	1	0											101	201010101			2																										0.1;0.1;0.1;0.1;0.2;0.4		1	0	1
518010101	518010101	1	1		2	2	1	1	1											102	201010102			2	1	1	-1	102421111	1																					1		1	0	1
528010101	528010101	1	1		2	2	1	1	0											101	201100101			2	1	1	-1	108010102	1																					1		2	0	1
538010101	538010101	1	1		2	2	1	1	1											102	201190151			2	1	1	-1	210010106	2																					1		3	0	1
548010101	548010101	1	1		2	1	1	1	0											301	108010104			1	1	1	301	108010105	1																					1		4	0	1
558010101	558010101	1	1		2	1	1	1	0											301	108010103			1	1	1	301	108010106	1																					1		5	0	1
568010101	568010101	1	1		3	2	1	1	1	1	1	301	108010101	1						102	301190104			2																										1		0	0	1
528010102	528010102	1	1		2	2	1	1	0											101	201100101			2																										1		2	0	1
538010102	538010102	1	1		2	2	1	1	1											102	201010124			2	1	1	-1	48010051	1	1	1	-1	48010052	1																1		3	0	1
548010102	548010102	1	1		2	1	1	1	1											102	210010110			2	1	1	301	206030105	2																					1		4	0	1
