RoleId,,Level,Condition,ConditionDes,LevelType,,,Attr,AttrRefixId,AttrRefixType,,Group,Des,CostItem,LevelName,LevelIcon,,TypeName,TypeIcon,SkillChoose
3000001,律,120,"16000,100",,6,,弱点特效Ⅴ,"101,117;102,13;103,8;104,56","3100051,1",5,穿透率提升1.6%,0,,"1006223,838",LevelName_3000001_120,3900001_zy_jn_bd_icon,,,tianfu_3900001_big_6,"31001201,31001202"
3000001,律,121,"16000,120",Level_ConditionDes_3000001_7,7,天火,乘势追击Ⅲ,"101,117;102,13;103,7;104,55","3100013,3",2,对完全弱点击破的怪物进行攻击时，伤害提升9%,101,,"1006223,854",LevelName_3000001_121,3900001_zy_jn_tf_icon,天火,Level_TypeName_3000001_7,tianfu_3900001_big_7,
3000001,律,122,"16000,120",,7,,属性强化Ⅰ,"101,117;102,13;103,7;104,56",,,,0,,"1006223,870",LevelName_3000001_122,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_7,
3000001,律,123,"16000,120",,7,,普攻强化Ⅻ,"101,117;102,13;103,8;104,56","3100053,1",1,普通攻击等级+1,0,Level_Des_3000001_7_123,"1006223,886",LevelName_3000001_123,3900001_zy_jn_pg_icon,,,tianfu_3900001_big_7,
3000001,律,124,"16000,120",,7,,属性强化Ⅱ,"101,117;102,13;103,7;104,55",,,,0,,"1006223,902",LevelName_3000001_124,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_7,
3000001,律,125,"16000,120",,7,,连携技强化Ⅻ,"101,117;102,13;103,7;104,56",,,连携技等级+1,0,,"1006223,918",LevelName_3000001_125,3900001_zy_jn_qte_icon,,,tianfu_3900001_big_7,
3000001,律,126,"16000,120",,7,,属性强化Ⅲ,"101,117;102,13;103,8;104,56",,,,0,,"1006223,934",LevelName_3000001_126,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_7,
3000001,律,127,"16000,120",,7,,奥义强化Ⅻ,"101,117;102,13;103,7;104,55","3100054,1",1,奥义等级+1,0,Level_Des_3000001_7_127,"1006223,950",LevelName_3000001_127,3900001_zy_jn_ay_icon,,,tianfu_3900001_big_7,
3000001,律,128,"16000,120",,7,,属性强化Ⅳ,"101,117;102,13;103,7;104,56",,,,0,,"1006223,966",LevelName_3000001_128,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_7,
3000001,律,129,"16000,120",,7,,弱点精通Ⅵ,"101,117;102,13;103,8;104,56","3100055,1",5,弱破效果提升2%,0,,"1006223,982",LevelName_3000001_129,3900001_zy_jn_bd_icon,,,tianfu_3900001_big_7,
3000001,律,130,"16000,120",,7,,属性强化Ⅴ,"101,117;102,13;103,7;104,55",,,,0,,"1006223,998",LevelName_3000001_130,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_7,
3000001,律,131,"16000,120",,7,,普攻强化XIII,"101,117;102,13;103,7;104,56","3100056,1",1,普通攻击等级+1,0,Level_Des_3000001_7_131,"1006223,1014",LevelName_3000001_131,3900001_zy_jn_pg_icon,,,tianfu_3900001_big_7,
3000001,律,132,"16000,120",,7,,属性强化Ⅵ,"101,117;102,13;103,8;104,56",,,,0,,"1006223,1030",LevelName_3000001_132,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_7,
3000001,律,133,"16000,120",,7,,连携技强化XIII,"101,117;102,13;103,7;104,55",,,连携技等级+1,0,,"1006223,1046",LevelName_3000001_133,3900001_zy_jn_qte_icon,,,tianfu_3900001_big_7,
3000001,律,134,"16000,120",,7,,属性强化Ⅶ,"101,117;102,13;103,7;104,56",,,,0,,"1006223,1062",LevelName_3000001_134,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_7,
3000001,律,135,"16000,120",,7,,奥义强化XIII,"101,117;102,13;103,8;104,56","3100057,1",1,奥义等级+1,0,Level_Des_3000001_7_135,"1006223,1078",LevelName_3000001_135,3900001_zy_jn_ay_icon,,,tianfu_3900001_big_7,
3000001,律,136,"16000,120",,7,,属性强化Ⅷ,"101,117;102,13;103,7;104,55",,,,0,,"1006223,1094",LevelName_3000001_136,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_7,
3000001,律,137,"16000,120",,7,,待机强化Ⅴ,"101,117;102,13;103,7;104,56","3100017,5",4,待机技能等级+1,1001,Level_Des_3000001_7_137,"1006223,1110",LevelName_3000001_137,3900001_zy_jn_dj_icon,,,tianfu_3900001_big_7,
3000001,律,138,"16000,120",,7,,属性强化Ⅸ,"101,117;102,13;103,8;104,56",,,,0,,"1006223,1126",LevelName_3000001_138,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_7,
3000001,律,139,"16000,120",,7,,属性强化Ⅹ,"101,117;102,13;103,7;104,55",,,,0,,"1006223,1142",LevelName_3000001_139,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_7,
3000001,律,140,"16000,120",,7,,乘势追击Ⅳ,"101,117;102,13;103,7;104,56","3100013,4",2,对完全弱点击破的怪物进行攻击时，伤害提升11%,101,,"1006223,1158",LevelName_3000001_140,3900001_zy_jn_tf_icon,,,tianfu_3900001_big_7,"31001401,31001402"
3000002,克萝萝,1,,,1,慈爱,待机解锁,"101,105;102,13;103,6;104,58",,4,待命时，跳过行动回合，行动时间减少30%，自身回复5%最大生命值,0,Level_Des_3000002_1_1,"1006223,2",LevelName_3000002_1,3900002_zy_jn_dj_icon,慈爱,Level_TypeName_3000002_1,tianfu_3900002_big_1,
3000002,克萝萝,2,,,1,,治疗精通Ⅰ,"101,106;102,14;103,6;104,59","3200002,1",5,治疗效果提升1.2%,0,,"1006223,4",LevelName_3000002_2,3900002_zy_jn_bd_icon,,,tianfu_3900002_big_1,
3000002,克萝萝,3,,,1,,属性强化Ⅰ,"101,106;102,14;103,6;104,58",,,,0,,"1006223,6",LevelName_3000002_3,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_1,
3000002,克萝萝,4,,,1,,属性强化Ⅱ,"101,106;102,13;103,6;104,59",,,,0,,"1006223,8",LevelName_3000002_4,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_1,
3000002,克萝萝,5,,,1,,生命强化Ⅰ,"101,106;102,14;103,6;104,58","3200003,1",5,生命额外加成2.5%,0,,"1006223,8",LevelName_3000002_5,3900002_zy_jn_bd_icon,,,tianfu_3900002_big_1,
3000002,克萝萝,6,,,1,,属性强化Ⅲ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,12",LevelName_3000002_6,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_1,
3000002,克萝萝,7,,,1,,奥义解锁,"101,105;102,13;103,6;104,58","3200004,1",4,解锁魔女奥义，在战斗中进行三层灵魂解放即可释放强大的奥义技能,0,Level_Des_3000002_1_7,"1006223,12",LevelName_3000002_7,3900002_zy_jn_ay_icon,,,tianfu_3900002_big_1,
3000002,克萝萝,8,,,1,,属性强化Ⅳ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,16",LevelName_3000002_8,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_1,
3000002,克萝萝,9,,,1,,连携技解锁,"101,106;102,14;103,6;104,58","3200062,1",5,,0,,"1006223,16",LevelName_3000002_9,3900002_zy_jn_qte_icon,,,tianfu_3900002_big_1,
3000002,克萝萝,10,,,1,,第三栏位解锁,"101,106;102,13;103,6;104,59","3200005,1",4,解锁魔女的第三星痕栏位,0,Level_Des_3000002_1_10,"1006223,20",LevelName_3000002_10,3900002_zy_jn_xh_icon,,,tianfu_3900002_big_1,
3000002,克萝萝,11,,,1,,普攻强化Ⅰ,"101,106;102,14;103,6;104,58","3200006,1",1,普通攻击等级+1,0,Level_Des_3000002_1_11,"1006223,20",LevelName_3000002_11,3900002_zy_jn_pg_icon,,,tianfu_3900002_big_1,
3000002,克萝萝,12,,,1,,属性强化Ⅴ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,24",LevelName_3000002_12,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_1,
3000002,克萝萝,13,,,1,,连携技强化Ⅰ,"101,105;102,13;103,6;104,58",,,连携技等级+1,0,,"1006223,24",LevelName_3000002_13,3900002_zy_jn_qte_icon,,,tianfu_3900002_big_1,
3000002,克萝萝,14,,,1,,属性强化Ⅵ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,28",LevelName_3000002_14,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_1,
3000002,克萝萝,15,,,1,,奥义强化Ⅰ,"101,106;102,14;103,6;104,58","3200007,1",1,奥义等级+1,0,Level_Des_3000002_1_15,"1006223,28",LevelName_3000002_15,3900002_zy_jn_ay_icon,,,tianfu_3900002_big_1,
3000002,克萝萝,16,,,1,,属性强化Ⅶ,"101,106;102,13;103,6;104,59",,,,0,,"1006223,32",LevelName_3000002_16,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_1,
3000002,克萝萝,17,,,1,,属性强化Ⅷ,"101,106;102,14;103,6;104,58",,,,0,,"1006223,32",LevelName_3000002_17,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_1,
3000002,克萝萝,18,,,1,,属性强化Ⅸ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,34",LevelName_3000002_18,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_1,
3000002,克萝萝,19,,,1,,属性强化Ⅹ,"101,105;102,13;103,6;104,58",,,,0,,"1006223,34",LevelName_3000002_19,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_1,
3000002,克萝萝,20,,,1,,诞生Ⅰ,"101,106;102,14;103,6;104,59","3200008,1",3,每携带1位诞生，自身效果命中提升0.5%,20001,,"1006223,38",LevelName_3000002_20,3900002_zy_jn_zj_icon,,,tianfu_3900002_big_1,"32000201,32000202"
3000002,克萝萝,21,"16001,20",Level_ConditionDes_3000002_2,2,回春,传道Ⅰ,"101,106;102,14;103,6;104,58","3200009,1",3,每携带1位传道，自身治疗效果提升0.5%,20002,,"1006223,42",LevelName_3000002_21,3900002_zy_jn_zj_icon,回春,Level_TypeName_3000002_2,tianfu_3900002_big_2,
3000002,克萝萝,22,"16001,20",,2,,属性强化Ⅰ,"101,106;102,13;103,6;104,59",,,,0,,"1006223,46",LevelName_3000002_22,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_2,
3000002,克萝萝,23,"16001,20",,2,,人子Ⅰ,"101,106;102,14;103,6;104,58","3200010,1",3,每携带1位人子，提升1.5%异常抗性,20003,,"1006223,50",LevelName_3000002_23,3900002_zy_jn_zj_icon,,,tianfu_3900002_big_2,
3000002,克萝萝,24,"16001,20",,2,,属性强化Ⅱ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,54",LevelName_3000002_24,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_2,
3000002,克萝萝,25,"16001,20",,2,,普攻强化Ⅱ,"101,105;102,13;103,6;104,58","3200011,1",1,普通攻击等级+1,0,Level_Des_3000002_2_25,"1006223,58",LevelName_3000002_25,3900002_zy_jn_pg_icon,,,tianfu_3900002_big_2,
3000002,克萝萝,26,"16001,20",,2,,属性强化Ⅲ,"101,106;102,14;103,6;104,59","3200062,1",5,,0,,"1006223,62",LevelName_3000002_26,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_2,
3000002,克萝萝,27,"16001,20",,2,,连携技强化Ⅱ,"101,106;102,14;103,6;104,58",,,连携技等级+1,0,,"1006223,66",LevelName_3000002_27,3900002_zy_jn_qte_icon,,,tianfu_3900002_big_2,
3000002,克萝萝,28,"16001,20",,2,,属性强化Ⅳ,"101,106;102,13;103,6;104,59",,,,0,,"1006223,70",LevelName_3000002_28,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_2,
3000002,克萝萝,29,"16001,20",,2,,奥义强化Ⅱ,"101,106;102,14;103,6;104,58","3200012,1",1,奥义等级+1,0,Level_Des_3000002_2_29,"1006223,74",LevelName_3000002_29,3900002_zy_jn_ay_icon,,,tianfu_3900002_big_2,
3000002,克萝萝,30,"16001,20",,2,,属性强化Ⅴ,"101,106;102,14;103,6;104,59","3200060,1",5,能量上限+1,0,,"1006223,78",LevelName_3000002_30,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_2,
3000002,克萝萝,31,"16001,20",,2,,生命强化Ⅱ,"101,105;102,13;103,6;104,58","3200013,1",5,生命额外加成2.5%,0,,"1006223,82",LevelName_3000002_31,3900002_zy_jn_bd_icon,,,tianfu_3900002_big_2,
3000002,克萝萝,32,"16001,20",,2,,属性强化Ⅵ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,86",LevelName_3000002_32,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_2,
3000002,克萝萝,33,"16001,20",,2,,普攻强化Ⅲ,"101,106;102,14;103,6;104,58","3200014,1",1,普通攻击等级+1,0,Level_Des_3000002_2_33,"1006223,90",LevelName_3000002_33,3900002_zy_jn_pg_icon,,,tianfu_3900002_big_2,
3000002,克萝萝,34,"16001,20",,2,,属性强化Ⅶ,"101,106;102,13;103,6;104,59",,,,0,,"1006223,94",LevelName_3000002_34,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_2,
3000002,克萝萝,35,"16001,20",,2,,连携技强化Ⅲ,"101,106;102,14;103,6;104,58",,,连携技等级+1,0,,"1006223,98",LevelName_3000002_35,3900002_zy_jn_qte_icon,,,tianfu_3900002_big_2,
3000002,克萝萝,36,"16001,20",,2,,属性强化Ⅷ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,102",LevelName_3000002_36,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_2,
3000002,克萝萝,37,"16001,20",,2,,奥义强化Ⅲ,"101,105;102,13;103,6;104,58","3200015,1",1,奥义等级+1,0,Level_Des_3000002_2_37,"1006223,106",LevelName_3000002_37,3900002_zy_jn_ay_icon,,,tianfu_3900002_big_2,
3000002,克萝萝,38,"16001,20",,2,,属性强化Ⅸ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,110",LevelName_3000002_38,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_2,
3000002,克萝萝,39,"16001,20",,2,,属性强化Ⅹ,"101,106;102,14;103,6;104,58",,,,0,,"1006223,114",LevelName_3000002_39,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_2,
3000002,克萝萝,40,"16001,20",,2,,治疗精通Ⅱ,"101,106;102,13;103,6;104,59","3200016,1",5,治疗效果提升1.2%,0,,"1006223,118",LevelName_3000002_40,3900002_zy_jn_bd_icon,,,tianfu_3900002_big_2,"32000401,32000402"
3000002,克萝萝,41,"16001,40",Level_ConditionDes_3000002_3,3,调和,异常抗性Ⅰ,"101,106;102,14;103,6;104,58","3200017,1",5,异常抗性提升0.8%,0,,"1006223,122",LevelName_3000002_41,3900002_zy_jn_bd_icon,调和,Level_TypeName_3000002_3,tianfu_3900002_big_3,
3000002,克萝萝,42,"16001,40",,3,,属性强化Ⅰ,"101,106;102,14;103,6;104,59","3200062,1",5,,0,,"1006223,126",LevelName_3000002_42,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_3,
3000002,克萝萝,43,"16001,40",,3,,诞生Ⅱ,"101,105;102,13;103,6;104,58","3200008,2",3,每携带1位诞生，自身效果命中提升1%,20001,,"1006223,130",LevelName_3000002_43,3900002_zy_jn_zj_icon,,,tianfu_3900002_big_3,
3000002,克萝萝,44,"16001,40",,3,,属性强化Ⅱ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,134",LevelName_3000002_44,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_3,
3000002,克萝萝,45,"16001,40",,3,,普攻强化Ⅳ,"101,106;102,14;103,6;104,58","3200019,1",1,普通攻击等级+1,0,Level_Des_3000002_3_45,"1006223,138",LevelName_3000002_45,3900002_zy_jn_pg_icon,,,tianfu_3900002_big_3,
3000002,克萝萝,46,"16001,40",,3,,属性强化Ⅲ,"101,106;102,13;103,6;104,59",,,,0,,"1006223,142",LevelName_3000002_46,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_3,
3000002,克萝萝,47,"16001,40",,3,,连携技强化Ⅳ,"101,106;102,14;103,6;104,58",,,连携技等级+1,0,,"1006223,146",LevelName_3000002_47,3900002_zy_jn_qte_icon,,,tianfu_3900002_big_3,
3000002,克萝萝,48,"16001,40",,3,,属性强化Ⅳ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,150",LevelName_3000002_48,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_3,
3000002,克萝萝,49,"16001,40",,3,,奥义强化Ⅳ,"101,105;102,13;103,6;104,58","3200020,1",1,奥义等级+1,0,Level_Des_3000002_3_49,"1006223,154",LevelName_3000002_49,3900002_zy_jn_ay_icon,,,tianfu_3900002_big_3,
3000002,克萝萝,50,"16001,40",,3,,属性强化Ⅴ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,158",LevelName_3000002_50,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_3,
3000002,克萝萝,51,"16001,40",,3,,传道Ⅱ,"101,106;102,14;103,6;104,58","3200009,2",3,每携带1位传道，自身治疗效果提升1%,20002,,"1006223,162",LevelName_3000002_51,3900002_zy_jn_zj_icon,,,tianfu_3900002_big_3,
3000002,克萝萝,52,"16001,40",,3,,属性强化Ⅵ,"101,106;102,13;103,6;104,59",,,,0,,"1006223,166",LevelName_3000002_52,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_3,
3000002,克萝萝,53,"16001,40",,3,,普攻强化Ⅴ,"101,106;102,14;103,6;104,58","3200022,1",1,普通攻击等级+1,0,Level_Des_3000002_3_53,"1006223,170",LevelName_3000002_53,3900002_zy_jn_pg_icon,,,tianfu_3900002_big_3,
3000002,克萝萝,54,"16001,40",,3,,属性强化Ⅶ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,174",LevelName_3000002_54,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_3,
3000002,克萝萝,55,"16001,40",,3,,连携技强化Ⅴ,"101,105;102,13;103,6;104,58",,,连携技等级+1,0,,"1006223,178",LevelName_3000002_55,3900002_zy_jn_qte_icon,,,tianfu_3900002_big_3,
3000002,克萝萝,56,"16001,40",,3,,属性强化Ⅷ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,182",LevelName_3000002_56,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_3,
3000002,克萝萝,57,"16001,40",,3,,奥义强化Ⅴ,"101,106;102,14;103,6;104,58","3200023,1",1,奥义等级+1,0,Level_Des_3000002_3_57,"1006223,186",LevelName_3000002_57,3900002_zy_jn_ay_icon,,,tianfu_3900002_big_3,
3000002,克萝萝,58,"16001,40",,3,,属性强化Ⅸ,"101,106;102,13;103,6;104,59","3200062,1",5,,0,,"1006223,190",LevelName_3000002_58,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_3,
3000002,克萝萝,59,"16001,40",,3,,人子Ⅱ,"101,106;102,14;103,6;104,58","3200010,2",3,每携带1位人子，提升2%异常抗性,20003,,"1006223,194",LevelName_3000002_59,3900002_zy_jn_zj_icon,,,tianfu_3900002_big_3,
3000002,克萝萝,60,"16001,40",,3,,待机强化Ⅰ,"101,106;102,14;103,6;104,59","3200025,1",4,待机技能等级+1,1002,Level_Des_3000002_3_60,"1006223,198",LevelName_3000002_60,3900002_zy_jn_dj_icon,,,tianfu_3900002_big_3,"32000601,32000602"
3000002,克萝萝,61,"16001,60",Level_ConditionDes_3000002_4,4,缄语,生命强化Ⅲ,"101,105;102,13;103,6;104,58","3200026,1",5,生命额外加成2.5%,0,,"1006223,206",LevelName_3000002_61,3900002_zy_jn_bd_icon,缄语,Level_TypeName_3000002_4,tianfu_3900002_big_4,
3000002,克萝萝,62,"16001,60",,4,,属性强化Ⅰ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,214",LevelName_3000002_62,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_4,
3000002,克萝萝,63,"16001,60",,4,,治疗精通Ⅲ,"101,106;102,14;103,6;104,58","3200027,1",5,治疗效果提升1.2%,0,,"1006223,222",LevelName_3000002_63,3900002_zy_jn_bd_icon,,,tianfu_3900002_big_4,
3000002,克萝萝,64,"16001,60",,4,,属性强化Ⅱ,"101,106;102,13;103,6;104,59",,,,0,,"1006223,230",LevelName_3000002_64,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_4,
3000002,克萝萝,65,"16001,60",,4,,普攻强化Ⅵ,"101,106;102,14;103,6;104,58","3200028,1",1,普通攻击等级+1,0,Level_Des_3000002_4_65,"1006223,238",LevelName_3000002_65,3900002_zy_jn_pg_icon,,,tianfu_3900002_big_4,
3000002,克萝萝,66,"16001,60",,4,,属性强化Ⅲ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,246",LevelName_3000002_66,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_4,
3000002,克萝萝,67,"16001,60",,4,,连携技强化Ⅵ,"101,105;102,13;103,6;104,58",,,连携技等级+1,0,,"1006223,254",LevelName_3000002_67,3900002_zy_jn_qte_icon,,,tianfu_3900002_big_4,
3000002,克萝萝,68,"16001,60",,4,,属性强化Ⅳ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,262",LevelName_3000002_68,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_4,
3000002,克萝萝,69,"16001,60",,4,,奥义强化Ⅵ,"101,106;102,14;103,6;104,58","3200029,1",1,奥义等级+1,0,Level_Des_3000002_4_69,"1006223,270",LevelName_3000002_69,3900002_zy_jn_ay_icon,,,tianfu_3900002_big_4,
3000002,克萝萝,70,"16001,60",,4,,属性强化Ⅴ,"101,106;102,13;103,6;104,59",,,,0,,"1006223,278",LevelName_3000002_70,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_4,
3000002,克萝萝,71,"16001,60",,4,,异常抗性Ⅱ,"101,106;102,14;103,6;104,58","3200030,1",5,异常抗性提升0.8%,0,,"1006223,286",LevelName_3000002_71,3900002_zy_jn_bd_icon,,,tianfu_3900002_big_4,
3000002,克萝萝,72,"16001,60",,4,,属性强化Ⅵ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,294",LevelName_3000002_72,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_4,
3000002,克萝萝,73,"16001,60",,4,,普攻强化Ⅶ,"101,105;102,13;103,6;104,58","3200031,1",1,普通攻击等级+1,0,Level_Des_3000002_4_73,"1006223,302",LevelName_3000002_73,3900002_zy_jn_pg_icon,,,tianfu_3900002_big_4,
3000002,克萝萝,74,"16001,60",,4,,属性强化Ⅶ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,310",LevelName_3000002_74,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_4,
3000002,克萝萝,75,"16001,60",,4,,连携技强化Ⅶ,"101,106;102,14;103,6;104,58",,,连携技等级+1,0,,"1006223,318",LevelName_3000002_75,3900002_zy_jn_qte_icon,,,tianfu_3900002_big_4,
3000002,克萝萝,76,"16001,60",,4,,属性强化Ⅷ,"101,106;102,13;103,6;104,59","3200062,1",5,,0,,"1006223,326",LevelName_3000002_76,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_4,
3000002,克萝萝,77,"16001,60",,4,,奥义强化Ⅶ,"101,106;102,14;103,6;104,58","3200032,1",1,奥义等级+1,0,Level_Des_3000002_4_77,"1006223,334",LevelName_3000002_77,3900002_zy_jn_ay_icon,,,tianfu_3900002_big_4,
3000002,克萝萝,78,"16001,60",,4,,属性强化Ⅸ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,342",LevelName_3000002_78,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_4,
3000002,克萝萝,79,"16001,60",,4,,诞生Ⅲ,"101,105;102,13;103,6;104,58","3200008,3",3,每携带1位诞生，自身效果命中提升1.5%,20001,,"1006223,350",LevelName_3000002_79,3900002_zy_jn_zj_icon,,,tianfu_3900002_big_4,
3000002,克萝萝,80,"16001,60",,4,,传道Ⅲ,"101,106;102,14;103,6;104,59","3200009,3",3,每携带1位传道，自身治疗效果提升1.5%,20002,,"1006223,358",LevelName_3000002_80,3900002_zy_jn_zj_icon,,,tianfu_3900002_big_4,"32000801,32000802"
3000002,克萝萝,81,"16001,80",Level_ConditionDes_3000002_5,5,共鸣,人子Ⅲ,"101,106;102,14;103,6;104,58","3200010,3",3,每携带1位人子，提升2.5%异常抗性,20003,,"1006223,366",LevelName_3000002_81,3900002_zy_jn_zj_icon,共鸣,Level_TypeName_3000002_5,tianfu_3900002_big_5,
3000002,克萝萝,82,"16001,80",,5,,属性强化Ⅰ,"101,106;102,13;103,6;104,59",,,,0,,"1006223,374",LevelName_3000002_82,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_5,
3000002,克萝萝,83,"16001,80",,5,,待机强化Ⅱ,"101,106;102,14;103,6;104,58","3200025,2",4,待机技能等级+1,1002,Level_Des_3000002_5_83,"1006223,382",LevelName_3000002_83,3900002_zy_jn_dj_icon,,,tianfu_3900002_big_5,
3000002,克萝萝,84,"16001,80",,5,,属性强化Ⅱ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,390",LevelName_3000002_84,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_5,
3000002,克萝萝,85,"16001,80",,5,,普攻强化Ⅷ,"101,105;102,13;103,6;104,58","3200037,1",1,普通攻击等级+1,0,Level_Des_3000002_5_85,"1006223,398",LevelName_3000002_85,3900002_zy_jn_pg_icon,,,tianfu_3900002_big_5,
3000002,克萝萝,86,"16001,80",,5,,属性强化Ⅲ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,406",LevelName_3000002_86,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_5,
3000002,克萝萝,87,"16001,80",,5,,连携技强化Ⅷ,"101,106;102,14;103,6;104,58",,,连携技等级+1,0,,"1006223,414",LevelName_3000002_87,3900002_zy_jn_qte_icon,,,tianfu_3900002_big_5,
3000002,克萝萝,88,"16001,80",,5,,属性强化Ⅳ,"101,106;102,13;103,6;104,59",,,,0,,"1006223,422",LevelName_3000002_88,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_5,
3000002,克萝萝,89,"16001,80",,5,,奥义强化Ⅷ,"101,106;102,14;103,6;104,58","3200038,1",1,奥义等级+1,0,Level_Des_3000002_5_89,"1006223,430",LevelName_3000002_89,3900002_zy_jn_ay_icon,,,tianfu_3900002_big_5,
3000002,克萝萝,90,"16001,80",,5,,属性强化Ⅴ,"101,106;102,14;103,6;104,59","3200061,1",5,能量上限+1,0,,"1006223,438",LevelName_3000002_90,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_5,
3000002,克萝萝,91,"16001,80",,5,,治疗精通Ⅳ,"101,105;102,13;103,6;104,58","3200039,1",5,治疗效果提升1.2%,0,,"1006223,446",LevelName_3000002_91,3900002_zy_jn_bd_icon,,,tianfu_3900002_big_5,
3000002,克萝萝,92,"16001,80",,5,,属性强化Ⅵ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,454",LevelName_3000002_92,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_5,
3000002,克萝萝,93,"16001,80",,5,,普攻强化Ⅸ,"101,106;102,14;103,6;104,58","3200040,1",1,普通攻击等级+1,0,Level_Des_3000002_5_93,"1006223,462",LevelName_3000002_93,3900002_zy_jn_pg_icon,,,tianfu_3900002_big_5,
3000002,克萝萝,94,"16001,80",,5,,属性强化Ⅶ,"101,106;102,13;103,6;104,59",,,,0,,"1006223,470",LevelName_3000002_94,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_5,
3000002,克萝萝,95,"16001,80",,5,,连携技强化Ⅸ,"101,106;102,14;103,6;104,58",,,连携技等级+1,0,,"1006223,478",LevelName_3000002_95,3900002_zy_jn_qte_icon,,,tianfu_3900002_big_5,
3000002,克萝萝,96,"16001,80",,5,,属性强化Ⅷ,"101,106;102,14;103,6;104,59",,,,0,,"1006223,486",LevelName_3000002_96,3900002_zy_jn_sx_icon,,,tianfu_3900002_big_5,
