Id,,ShopId,,PackGroup,Order,Name,Recommend,RecommendDesc,Poster,Rank,Type,Label,LabelDesc,,SpecialGiftLabel,LockFront,UnLockFront,Front,UnlockConditions,UnlockText,ItemId,Price,ShowPrice,IosProductId,AndoridProductId,IosProductId_CR,AndoridProductId_CR,IosProductId_APJXF,AndoridProductId_APJXF,IosProductId_JP,AndoridProductId_JP,WebProductId,BuyCounts,RandValue,Active,AutoFresh,Rate,RateValue,Voucher,Pic,Desc,Coordinate,DataTracking,Setting,Refund,PremiumPoints
104,充值198,101,,0,4,gift_name_4,0,,,0,2,,,,,,0,0,,,"1000001,1980;1000002,1980",2999,2999,com.mirrenios.1980crystals,com.mirrenand.1980crystals,com.crunchyroll.crg.mirren.c1980,com.crunchyroll.crg.mirren.c1980,com.mirrenios.1980crystals,com.mirrenand.1980crystals,,,,1,,1,0,1000,100,1,gift_1136505,gift_des_104,,,,"1000001,1980;1000002,1980",2999
105,充值328,101,,0,5,gift_name_5,0,,,0,2,,,,,,0,0,,,"1000001,3280;1000002,3280",4999,4999,com.mirrenios.3280crystals,com.mirrenand.3280crystals,com.crunchyroll.crg.mirren.c3280,com.crunchyroll.crg.mirren.c3280,com.mirrenios.3280crystals,com.mirrenand.3280crystals,,,,1,,1,0,1000,100,1,gift_1136506,gift_des_105,,,,"1000001,3280;1000002,3280",4999
106,充值648,101,,0,6,gift_name_6,0,,,0,2,,,,,,0,0,,,"1000001,6480;1000002,6480",9999,9999,com.mirrenios.6480crystals,com.mirrenand.6480crystals,com.crunchyroll.crg.mirren.c6480,com.crunchyroll.crg.mirren.c6480,com.mirrenios.6480crystals,com.mirrenand.6480crystals,,,,1,,1,0,1000,100,1,gift_1136506,gift_des_106,,,,"1000001,6480;1000002,6480",9999
501,月卡,204,,0,1,gift_name_501,2,gift_recommenddesc_501,ui_sd_tj_diban_2_1,0,5,,,,,,0,0,,,"1000001,300;1000010,1",499,499,com.mirrenios.30pack,com.mirrenand.30pack,com.crunchyroll.crg.mirren.startersml,com.crunchyroll.crg.mirren.startersml,com.mirrenios.30pack,com.mirrenand.30pack,,,,0,,1,0,1000,100,1,ui_sd_yk_diban_2,gift_des_501,,,,"1000001,300",499
201001,每日圣殿供给,201,,0,1,gift_name_1134001,0,0,0,1,3,,,,,,0,0,,,"1006506,1;1000003,1500;1000004,60",0,0,,,,,,,,,,1,,1,1,1000,100,1,gift_1134001_2,gift_des_1134001,,,,0,0
201002,每周圣殿供给,201,,0,2,gift_name_1134002,0,0,0,2,3,,,,,,0,0,,,"1000003,5000;1002141,5",0,0,,,,,,,,,,1,,1,2,1000,100,1,gift_1134002_2,gift_des_1134002,,,,0,0
201003,每月圣殿供给,201,,0,3,gift_name_1134003,0,0,0,3,3,,,,,,0,0,,,"1000003,16000;1002103,10;1006401,10;1000003,1500",0,0,,,,,,,,,,1,,1,3,1000,100,1,gift_1134003_2,gift_des_1134003,,,,0,0
201004,星魂力补充包（体力周卡）,201,,0,4,gift_name_1135000,1,ui_shop_72,ui_sd_tj_diban_1_1131002,3,6,,,,,,0,0,,,,99,99,com.mirrenios.6pack,com.mirrenand.6pack,com.crunchyroll.crg.mirren.startersml,com.crunchyroll.crg.mirren.startersml,com.mirrenios.6pack,com.mirrenand.6pack,,,,1,,1,2,1000,100,1,gift_1131002_2,gift_des_1135000,,,,"1000001,120",99
201005,每周圣殿特送I,201,,0,5,gift_name_1135001,0,0,0,3,3,,,,,,0,0,,,"1000001,60;1001001,1;1006506,1;1000003,1500",99,99,com.mirrenios.6pack,com.mirrenand.6pack,com.crunchyroll.crg.mirren.startersml,com.crunchyroll.crg.mirren.startersml,com.mirrenios.6pack,com.mirrenand.6pack,,,,1,,1,2,1000,100,1,gift_1135001_2,gift_des_1135001,,,,"1000001,60",99
201006,每周圣殿特送II,201,,0,6,gift_name_1135002,0,0,0,4,3,,,,,,0,0,,,"1000001,300;1002141,20;1002103,20;1006401,20",499,499,com.mirrenios.30pack,com.mirrenand.30pack,com.crunchyroll.crg.mirren.startermed,com.crunchyroll.crg.mirren.startermed,com.mirrenios.30pack,com.mirrenand.30pack,,,,1,,1,2,1000,100,1,gift_1135002_2,gift_des_1135002,,,,"1000001,300",499
201007,每月圣殿特送I,201,,0,7,gift_name_1135501,0,0,0,3,3,,,,,,0,0,,,"1000001,1600;1006506,10;1000003,15000",1499,1499,com.mirrenios.98pack,com.mirrenand.98pack,com.crunchyroll.crg.mirren.standardlrg,,com.mirrenios.98pack,com.mirrenand.98pack,,,,1,,1,3,1000,100,1,gift_1135501_2,gift_des_1135501,,,,"1000001,980",1499
201008,每月圣殿特送II,201,,0,8,gift_name_1135502,1,ui_shop_72,ui_sd_tj_diban_1_1135502,4,3,,,,,,0,0,,,"1000001,1680;1000002,1520",2999,2999,com.mirrenios.198pack,com.mirrenand.198pack,com.crunchyroll.crg.mirren.advancedlrg,com.crunchyroll.crg.mirren.advancedlrg,com.mirrenios.198pack,com.mirrenand.198pack,,,,1,,1,3,1000,100,1,gift_1135502_2,gift_des_1135502,,,,"1000001,1980",2999
202001,星痕召唤申请书,202,,0,10,gift_name_202001,11,ui_shop_72,ui_sd_tj_diban_1_1136001,4,3,,,,,,0,0,,,"1001001,10",999,2499,com.mirrenios.68pack,com.mirrenand.68pack,com.crunchyroll.crg.mirren.standardsml,com.crunchyroll.crg.mirren.standardsml,com.mirrenios.68pack,com.mirrenand.68pack,,,,1,,1,0,400,100,1,gift_1136001,gift_des_202001,,,,"1000001,600",999
202002,星痕召唤特令,202,,0,9,gift_name_202002,1,ui_shop_72,ui_sd_tj_diban_1_1136002,4,3,,,,,,0,0,,,"1001001,20",1899,4799,com.mirrenios.128pack,com.mirrenand.128pack,com.crunchyroll.crg.mirren.advancedsml,com.crunchyroll.crg.mirren.advancedsml,com.mirrenios.128pack,com.mirrenand.128pack,,,,1,,1,0,400,100,1,gift_1136002,gift_des_202002,,,,"1000001,1200",1899
4001,测试用后台礼包1,203,,0,3,gift_name_3,0,0,0,4,4,,,,,,0,0,,,"1006506,2;1000003,3000;1000004,120",499,499,com.mirrenios.30pack,com.mirrenand.30pack,com.crunchyroll.crg.mirren.startermed,com.crunchyroll.crg.mirren.startermed,com.mirrenios.30pack,com.mirrenand.30pack,,,,2,,0,0,1000,100,1,gift_1135002_2,gift_des_4001,,,,"1000001,300",499
4002,测试用后台礼包2,203,,0,2,gift_name_2,0,0,0,4,4,,,,,,0,0,,,"1006506,3;1000003,9000;1000004,180",1499,1499,com.mirrenios.98pack,com.mirrenand.98pack,com.crunchyroll.crg.mirren.standardlrg,com.crunchyroll.crg.mirren.standardlrg,com.mirrenios.98pack,com.mirrenand.98pack,,,,1,,0,0,1000,100,1,gift_1135501_2,gift_des_4002,,,,"1000001,980",1499
4003,测试用后台礼包3,203,,0,1,gift_name_1,0,0,0,4,4,,,,,,0,0,,,"1006506,4;1000003,18000;1000004,240",2499,2499,com.mirrenios.168pack,com.mirrenand.168pack,com.crunchyroll.crg.mirren.advancedmed,com.crunchyroll.crg.mirren.advancedmed,com.mirrenios.168pack,com.mirrenand.168pack,,,,1,,0,0,1000,100,1,gift_1135502_2,gift_des_4003,,,,"1000001,1500",2499
10101,星海纪闻1期通行证,0,,0,10,gift_name_10101,0,0,0,0,7,,,,,10103,0,0,,,"1000001,680;10102,1",999,999,com.mirrenios.68pack,com.mirrenand.68pack,com.crunchyroll.crg.mirren.standardsml,com.crunchyroll.crg.mirren.standardsml,com.mirrenios.68pack,com.mirrenand.68pack,,,,1,,0,0,1000,100,1,gift_icon_1,gift_des_10101,,,,"1000001,600",999
10102,星海纪闻1期高级通行证（30元）,0,,0,10,gift_name_10102,0,0,0,0,7,,,,,10103,10101,10101,,,"5003050,1;4020001,1;1000001,300;10101,1000",499,499,com.mirrenios.30pack,com.mirrenand.30pack,com.crunchyroll.crg.mirren.startermed,com.crunchyroll.crg.mirren.startermed,com.mirrenios.30pack,com.mirrenand.30pack,,,,1,,0,0,1000,100,1,gift_icon_1,gift_des_10102,,,,"1000001,300",499
10103,星海纪闻1期高级通行证（98元）,0,,0,10,gift_name_10103,0,0,0,0,7,,,,,10101,0,0,,,"5003050,1;4020001,1;1000001,980;10101,1000;10102,1",1499,1499,com.mirrenios.98pack,com.mirrenand.98pack,com.crunchyroll.crg.mirren.standardlrg,com.crunchyroll.crg.mirren.standardlrg,com.mirrenios.98pack,com.mirrenand.98pack,,,,1,,0,0,1000,100,1,gift_icon_1,gift_des_10103,,,,"1000001,980",1499
99999,成长基金购买,0,,0,0,gift_name_0,0,0,0,0,9,,,,,,0,0,,,"999999,1;1000001,980",1499,1499,com.mirrenios.98pack,com.mirrenand.98pack,com.crunchyroll.crg.mirren.standardlrg,com.crunchyroll.crg.mirren.standardlrg,com.mirrenios.98pack,com.mirrenand.98pack,,,,1,,0,0,1000,100,1,,gift_des_99999,,,,"1000001,980",1499
302001,炽爱〔午后闲暇〕(午后闲暇),302,典藏装扮,0,1,item_name_301300401,0,0,0,0,3,"ui_sd_pf_icon_5,75005e,ui_sd_pf_icon_3,005463,ui_sd_pf_icon_4,002a63","ui_shop_16,ui_shop_17,ui_shop_18",,,,,,,,"301300401,1;501300401,1;5003032,1",1899,1899,com.mirrenios.128pack,com.mirrenand.128pack,com.crunchyroll.crg.mirren.advancedsml,com.crunchyroll.crg.mirren.advancedsml,com.mirrenios.128pack,com.mirrenand.128pack,,,,1,,1,0,1000,100,1,head_301300401_1,gift_des_302001,"10,0",,1,"1000001,1200",1899
302002,2d-吉拉蒂亚(吉拉蒂亚〔倾城之恋〕),302,典藏装扮,0,2,item_name_301600901,0,0,0,0,4,"ui_sd_pf_icon_2,9a5f00",ui_shop_15,,,,,,,,"301600901,1;501600901,1",1299,1299,com.mirrenios.88pack,com.mirrenand.88pack,com.crunchyroll.crg.mirren.standardmed,com.crunchyroll.crg.mirren.standardmed,com.mirrenios.88pack,com.mirrenand.88pack,,,,1,,1,0,1000,100,1,head_301600901_1,gift_des_302002,"0,0",,1,"1000001,780",1299
302003,2d-贝卡丝(贝卡丝〔酩酊娇客〕),302,典藏装扮,0,3,item_name_301606801,0,0,0,0,4,,,,,,,,,,"301606801,1;501606801,1",699,699,com.mirrenios.48pack,com.mirrenand.48pack,com.crunchyroll.crg.mirren.starterlrg,com.crunchyroll.crg.mirren.starterlrg,com.mirrenios.48pack,com.mirrenand.48pack,,,,1,,1,0,1000,100,1,head_301606801_1,gift_des_302003,"150,0",,1,"1000001,420",699
302004,2d-雷雷(雷雷〔暑夜一瞥〕),302,典藏装扮,0,4,item_name_301402401,0,0,0,0,4,,,,,,,,,,"301402401,1;501402401,1",699,699,com.mirrenios.48pack,com.mirrenand.48pack,com.crunchyroll.crg.mirren.starterlrg,com.crunchyroll.crg.mirren.starterlrg,com.mirrenios.48pack,com.mirrenand.48pack,,,,1,,1,0,1000,100,1,head_301402401_1,gift_des_302004,"0,0",,1,"1000001,420",699
302005,桃〔盛放的清晨〕(2d桃-女仆),302,典藏装扮,0,5,item_name_301400901,0,0,0,0,4,"ui_sd_pf_icon_2,9a5f00",ui_shop_15,,,,,,,,"301400901,1;501400901,1",1299,1299,com.mirrenios.98pack,com.mirrenand.98pack,com.crunchyroll.crg.mirren.standardlrg,com.crunchyroll.crg.mirren.standardlrg,com.mirrenios.98pack,com.mirrenand.98pack,,,,1,,1,0,1000,100,1,head_301400901_1,gift_des_302005,"-20,0",,1,"1000001,780",1499
302006,希夕莉〔独属于您〕(2d希夕莉-女仆),302,典藏装扮,0,6,item_name_301500601,0,0,0,0,4,,,,,,,,,,"301500601,1;501500601,1",699,699,com.mirrenios.48pack,com.mirrenand.48pack,com.crunchyroll.crg.mirren.starterlrg,com.crunchyroll.crg.mirren.starterlrg,com.mirrenios.48pack,com.mirrenand.48pack,,,,1,,1,0,1000,100,1,head_301500601_1,gift_des_302006,"0,0",,1,"1000001,420",699
302007,安普莎〔垂帘之下〕(2d安普莎旗袍),302,典藏装扮,0,7,item_name_301402502,0,0,0,0,4,,,,,,,,,,"301402502,1;501402502,1",699,699,com.mirrenios.48pack,com.mirrenand.48pack,com.crunchyroll.crg.mirren.starterlrg,com.crunchyroll.crg.mirren.starterlrg,com.mirrenios.48pack,com.mirrenand.48pack,,,,1,,1,0,1000,100,1,head_301402502_1,gift_des_302007,"0,0",,1,"1000001,420",699
302008,昔莱〔同酌之邀〕(2d-昔莱),302,典藏装扮,0,8,item_name_301607801,0,0,0,0,4,,,,,,,,,,"301607801,1;501607801,1",699,699,com.mirrenios.48pack,com.mirrenand.48pack,com.crunchyroll.crg.mirren.starterlrg,com.crunchyroll.crg.mirren.starterlrg,com.mirrenios.48pack,com.mirrenand.48pack,,,,1,,1,0,1000,100,1,head_301607801_1,gift_des_302008,"0,0",,1,"1000001,420",699
302009,诺维雅〔重奏小夜曲〕(2d-诺维雅),302,典藏装扮,0,9,item_name_301500101,0,0,0,0,4,,,,,,,,,,"301500101,1;501500101,1",699,699,com.mirrenios.48pack,com.mirrenand.48pack,com.crunchyroll.crg.mirren.starterlrg,com.crunchyroll.crg.mirren.starterlrg,com.mirrenios.48pack,com.mirrenand.48pack,,,,1,,1,0,1000,100,1,head_301500101_1,gift_des_302009,"-30,0",,1,"1000001,420",699
302010,吉拉蒂亚〔乱室佳人〕(3d-吉拉蒂亚),302,典藏装扮,0,10,item_name_301600904,0,0,0,0,4,"ui_sd_pf_icon_5,75005e,ui_sd_pf_icon_3,005463,ui_sd_pf_icon_4,002a63,ui_sd_pf_icon_2,9a5f00","ui_shop_16,ui_shop_17,ui_shop_18,ui_shop_15",,,,,,,,"301600904,1;501600904,1;5003069,1",2499,2499,com.mirrenios.168pack,com.mirrenand.168pack,com.crunchyroll.crg.mirren.advancedmed,com.crunchyroll.crg.mirren.advancedmed,com.mirrenios.168pack,com.mirrenand.168pack,,,,1,,1,0,1000,100,1,head_301600904_1,gift_des_302010,"15,0",,1,"1000001,1500",2499
302011,安娜〔永夜幽昙〕(安娜新皮肤),302,典藏装扮,0,11,item_name_301403001,0,0,0,0,4,"ui_sd_pf_icon_5,75005e,ui_sd_pf_icon_3,005463,ui_sd_pf_icon_4,002a63,ui_sd_pf_icon_2,9a5f00","ui_shop_16,ui_shop_17,ui_shop_18,ui_shop_15",,,,,,,,"301403001,1;501403001,1;5003033,1",1899,2499,com.mirrenios.168pack,com.mirrenand.168pack,com.crunchyroll.crg.mirren.advancedmed,com.crunchyroll.crg.mirren.advancedmed,com.mirrenios.168pack,com.mirrenand.168pack,,,,1,,1,0,760,100,1,head_301403001_1,gift_des_302011,"-60,0",,1,"1000001,1200",2499
302012,耶坦尼娅〔希楠之泪〕(耶坦尼娅战地皮),302,典藏装扮,0,12,item_name_301500402,0,0,0,0,4,"ui_sd_pf_icon_5,75005e,ui_sd_pf_icon_3,005463,ui_sd_pf_icon_4,002a63,ui_sd_pf_icon_2,9a5f00","ui_shop_16,ui_shop_17,ui_shop_18,ui_shop_15",,,,,,,,"301500402,1;501500402,1;5003039,1",1899,2499,com.mirrenios.168pack,com.mirrenand.168pack,com.crunchyroll.crg.mirren.advancedmed,com.crunchyroll.crg.mirren.advancedmed,com.mirrenios.168pack,com.mirrenand.168pack,,,,1,,1,0,760,100,1,head_301500401_1,gift_des_302012,"10,0",,1,"1000001,1200",2499
302013,伊拉〔爱的坦白日〕(伊拉睡衣皮),302,典藏装扮,0,13,item_name_301403101,0,0,0,0,4,"ui_sd_pf_icon_5,75005e,ui_sd_pf_icon_3,005463,ui_sd_pf_icon_4,002a63","ui_shop_16,ui_shop_17,ui_shop_18",,,,,,,,"301403101,1;501403101,1;5003038,1",1899,2499,com.mirrenios.168pack,com.mirrenand.168pack,com.crunchyroll.crg.mirren.advancedmed,com.crunchyroll.crg.mirren.advancedmed,com.mirrenios.168pack,com.mirrenand.168pack,,,,1,,1,0,760,100,1,head_301403101_1,gift_des_302013,"55,0",,1,"1000001,1200",2499
302014,塞蕾丝蒂娜〔跃动之白〕(塞蕾丝蒂娜皮肤),302,典藏装扮,0,14,item_name_301602401,0,0,0,0,4,"ui_sd_pf_icon_5,75005e,ui_sd_pf_icon_3,005463,ui_sd_pf_icon_4,002a63,ui_sd_pf_icon_2,9a5f00","ui_shop_16,ui_shop_17,ui_shop_18,ui_shop_15",,,,,,,,"301602401,1;501602401,1;5003040,1",1899,2499,com.mirrenios.168pack,com.mirrenand.168pack,com.crunchyroll.crg.mirren.advancedmed,com.crunchyroll.crg.mirren.advancedmed,com.mirrenios.168pack,com.mirrenand.168pack,,,,1,,1,0,760,100,1,head_301602401_1,gift_des_302014,"0,0",,1,"1000001,1200",2499
302015,伊卡洛斯〔盛夏新航路〕(伊卡洛斯泳皮),302,典藏装扮,0,15,item_name_301613001,0,0,0,0,4,"ui_sd_pf_icon_5,75005e,ui_sd_pf_icon_3,005463,ui_sd_pf_icon_4,002a63","ui_shop_16,ui_shop_17,ui_shop_18",,,,,,,,"301613001,1;501613001,1;5003042,1",1899,2499,com.mirrenios.168pack,com.mirrenand.168pack,com.crunchyroll.crg.mirren.advancedmed,com.crunchyroll.crg.mirren.advancedmed,com.mirrenios.168pack,com.mirrenand.168pack,,,,1,,1,0,760,100,1,head_301613001_1,gift_des_302015,"60,-10",,1,"1000001,1200",2499
302016,克尔苏娜〔谜兔奇遇记〕(3d克尔苏娜-兔女郎),302,典藏装扮,0,16,item_name_301601301,0,0,0,0,4,"ui_sd_pf_icon_5,75005e,ui_sd_pf_icon_3,005463,ui_sd_pf_icon_4,002a63","ui_shop_16,ui_shop_17,ui_shop_18",,,,,,,,"301601301,1;501601301,1;5003068,1",1899,2499,com.mirrenios.168pack,com.mirrenand.168pack,com.crunchyroll.crg.mirren.advancedmed,com.crunchyroll.crg.mirren.advancedmed,com.mirrenios.168pack,com.mirrenand.168pack,,,,1,,1,0,760,100,1,head_301601301_1,gift_des_302016,"-50,0",,1,"1000001,1200",2499
302017,牧〔冬雪奇妙夜〕(牧皮肤),302,典藏装扮,0,17,item_name_301500801,0,0,0,0,4,"ui_sd_pf_icon_5,75005e,ui_sd_pf_icon_3,005463,ui_sd_pf_icon_4,002a63,ui_sd_pf_icon_2,9a5f00","ui_shop_16,ui_shop_17,ui_shop_18,ui_shop_15",,,,,,,,"301500801,1;501500801,1;5003036,1",1899,2499,com.mirrenios.168pack,com.mirrenand.168pack,com.crunchyroll.crg.mirren.advancedmed,com.crunchyroll.crg.mirren.advancedmed,com.mirrenios.168pack,com.mirrenand.168pack,,,,1,,1,0,760,100,1,head_301500801_1,gift_des_302017,"60,0",,1,"1000001,1200",2499
100001,首充6元,0,,0,1,gift_name_1,0,0,0,0,3,,,,,,0,0,,,"1000013,1",99,99,com.mirrenios.6pack,com.mirrenand.6pack,,,com.mirrenios.6pack,com.mirrenand.6pack,,,,1,,1,0,1000,100,1,,gift_des_99999,,,,"1000001,60",99
