id	sceneId	subPrefab	ruleID	teamId	teamWeight	singleProp	singleConsume	tenProp	tenConsume	skinMustTimes	skinGetGroup	homeIcon	skinIcon	bgIcon	moduleIds	consumeId	status	switch	ptrSwitch	twSwitch	krSwitch	jpSwitch	steamSwitch	zmSwitch	cnSwitch	seaSwitch	des	des_zh_TW	des_en_UK	des_ja_JP	des_ko_KR	des_th_TH
41		GachaponSkinBlendRole_11	11164	2141;1003	270;9000	4140001	1	4140001	10	10	2141		161:skin_draw_tab_3	195:skin_draw_blend_bg_11	12300802;10302104;10101202	4140001	1	1	0	0	0	0	0	0	1	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
42		GachaponSkinBlendRole_11	11164	2142;1003	270;9000	4140001	1	4140001	10	10	2142		161:skin_draw_tab_3	195:skin_draw_blend_bg_nightview	12300802;10302104;10101202	4140001	1	1	0	0	0	0	0	1	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
43		GachaponSkinBlendRole_8	11164	2143;1004	247;9753	4140001	1	4140001	10	10	2143		161:skin_draw_tab_3	195:skin_draw_blend_bg_youthday	10900802;13000802	4140001	1	1	0	0	0	0	0	0	0	1	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
44		GachaponSkinBlendRole_10	11164	2144;1003	270;9000	4140001	1	4140001	10	10	2144		161:skin_draw_tab_3	195:skin_draw_blend_bg_10	10800604;13100102;15600802	4140001	1	1	0	0	0	0	0	1	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
45		GachaponSkinBlendRole_10	11164	2145;1003	270;9000	4140001	1	4140001	10	10	2145		161:skin_draw_tab_3	195:skin_draw_blend_bg_10	10800604;13100102;15600802	4140001	1	1	0	0	0	0	0	1	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
46		GachaponSkinBlendRole_10	11164	2146;1003	270;9000	4140001	1	4140001	10	10	2146		161:skin_draw_tab_3	195:skin_draw_blend_bg_10	10800604;13100102;15600802	4140001	1	1	0	0	0	0	0	1	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
47		GachaponSkinBlendRole_10	11164	2147;1003	270;9000	4140001	1	4140001	10	10	2147		161:skin_draw_tab_3	195:skin_draw_blend_bg_10	10800604;13100102;15600802	4140001	1	1	0	0	0	0	0	1	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
48		GachaponSkinBlendRole_12	11164	2148;1004	248;9752	4140001	1	4140001	10	10	2148		161:skin_draw_tab_3	195:skin_draw_blend_bg_12	11400103;15600802;11300103	4140001	1	1	0	0	0	0	0	0	0	1	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
49		GachaponSkinBlendRole_3	11164	2149;1003	270;9000	4140001	1	4140001	10	10	2149		161:skin_draw_tab_3	195:skin_draw_blend_christmas	13900802;10800604	4140001	1	1	0	0	0	0	1	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
50		GachaponSkinBlendRole_2	11164	2150;1004	247;9753	4140001	1	4140001	10	10	2150		161:skin_draw_tab_3	195:skin_draw_blend_christmas	10800604;11900802	4140001	1	1	0	0	0	0	0	0	0	1	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
51		GachaponSkinBlendRole_13	11164	2151;1005	247;9753	4140001	1	4140001	10	10	2151		161:skin_draw_tab_3	195:skin_draw_blend_bg_nightview	14500802;16300802	4140001	1	1	0	0	0	0	0	0	0	1	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
52		GachaponSkinBlendRole_14	11164	2152;1006	270;9000	4140001	1	4140001	10	10	2152		161:skin_draw_tab_3	195:skin_draw_blend_bg_spring	11300103;11100802;11400103	4140001	1	1	1	1	0	0	0	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
53		GachaponSkinBlendRole_14	11164	2153;1006	270;9000	4140001	1	4140001	10	10	2153		161:skin_draw_tab_3	195:skin_draw_blend_bg_spring	11300103;11100802;11400103	4140001	1	1	0	0	1	0	0	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
54		GachaponSkinBlendRole_14	11164	2154;1006	270;9000	4140001	1	4140001	10	10	2154		161:skin_draw_tab_3	195:skin_draw_blend_bg_spring	11300103;11100802;11400103	4140001	1	1	0	0	0	1	1	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
55		GachaponSkinBlendRole_14	11164	2155;1006	270;9000	4140001	1	4140001	10	10	2155		161:skin_draw_tab_3	195:skin_draw_blend_bg_spring	11300103;11100802;11400103	4140001	1	1	0	0	0	0	0	0	1	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
56		GachaponSkinBlendRole_14	11164	2156;1006	270;9000	4140001	1	4140001	10	10	2156		161:skin_draw_tab_3	195:skin_draw_blend_bg_spring	11300103;11100802;11400103	4140001	1	1	0	0	0	0	0	1	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
57		GachaponSkinBlendRole_6	11164	2157;1003	270;9000	4140001	1	4140001	10	10	2157		161:skin_draw_tab_3	195:skin_draw_blend_bg_spring	11300103;11400103	4140001	1	1	0	0	0	0	1	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
58		GachaponSkinBlendRole_15	11164	2158;1004	270;9000	4140001	1	4140001	10	10	2158		161:skin_draw_tab_3	195:skin_draw_blend_bg_15	12800802;10101304	4140001	1	1	0	0	0	0	1	0	0	1	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
59		GachaponSkinBlendRole_6	11164	2159;1004	270;9000	4140001	1	4140001	10	10	2159		161:skin_draw_tab_3	195:skin_draw_blend_bg_bunnygirl	11300103;11400103	4140001	1	1	0	0	0	0	1	0	0	1	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
60		GachaponSkinBlendRole_16	11164	2160;1003	270;9000	4140001	1	4140001	10	10	2160		161:skin_draw_tab_3	195:skin_draw_blend_bg_15	13900802;15600802	4140001	1	1	1	1	1	1	1	1	1	1	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
61		GachaponSkinBlendRole_4	11164	2161;1003	270;9000	4140001	1	4140001	10	10	2161		161:skin_draw_tab_3	195:skin_draw_blend_bg_valentine	10101304;13100102;12800802	4140001	1	1	1	1	0	0	0	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
62		GachaponSkinBlendRole_17	11164	2162;1003	270;9000	4140001	1	4140001	10	10	2162		161:skin_draw_tab_3	195:skin_draw_blend_bg_17	10800602;10202102	4140001	1	1	1	1	1	0	0	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
63		GachaponSkinBlendRole_17	11164	2163;1003	270;9000	4140001	1	4140001	10	10	2163		161:skin_draw_tab_3	195:skin_draw_blend_bg_17	10800602;10202102	4140001	1	1	0	0	0	1	0	1	1	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
64		GachaponSkinBlendRole_8	11164	2164;1003	270;9000	4140001	1	4140001	10	10	2164		161:skin_draw_tab_3	195:skin_draw_blend_bg_youthday	10900802;13000802	4140001	1	1	0	0	0	0	1	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
65		GachaponSkinBlendRole_18	11164	2165;1003	270;9000	4140001	1	4140001	10	10	2165		161:skin_draw_tab_3	195:skin_draw_blend_bg_18	12500802;10100202	4140001	1	1	0	0	0	1	0	1	1	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
66		GachaponSkinBlendRole_19	11164	2166;1006	270;9000	4140001	1	4140001	10	10	2166		161:skin_draw_tab_3	195:skin_draw_blend_bg_19	15600802;14100802	4140001	1	1	1	1	1	0	0	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
67		GachaponSkinBlendRole_19	11164	2167;1006	270;9000	4140001	1	4140001	10	10	2167		161:skin_draw_tab_3	195:skin_draw_blend_bg_19	15600802;14100802	4140001	1	1	0	0	0	1	0	1	1	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
68		GachaponSkinBlendRole_18	11164	2168;1006	270;9000	4140001	1	4140001	10	10	2168		161:skin_draw_tab_3	195:skin_draw_blend_bg_18	12500802;10100202	4140001	1	1	1	1	1	0	0	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
69		GachaponSkinBlendRole_20	11164	2169;1004	270;9000	4140001	1	4140001	10	10	2169		161:skin_draw_tab_3	195:skin_draw_blend_bg_20	13000802;15600802	4140001	1	1	0	0	0	0	1	0	0	1	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
70		GachaponSkinBlendRole_21	11164	2170;1007	500;9500	4140001	1	4140001	10	10	2170		161:skin_draw_tab_3	195:skin_draw_blend_bg_21	14400102;15400850;15600802	4140001	1	1	1	1	1	0	0	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
71		GachaponSkinBlendRole_21	11164	2171;1007	500;9500	4140001	1	4140001	10	10	2171		161:skin_draw_tab_3	195:skin_draw_blend_bg_21	14400102;15400850;15600802	4140001	1	1	0	0	0	1	0	1	1	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
