id	itemId	level	addType	buffId	costItem	costItemNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
120601166	12060116	6	0	120601166	9000005	3500	1	沙发	沙發	Couch	ソファ	소파	โซฟา	造成最终伤害+60%	造成最終傷害+60%	Final DMG Dealt +60%	与える最終ダメージ＋60%	부여하는 최종 대미지 +60%	ดา​เม​จ​สุดท้าย​ที่​สร้าง​ +60%​
120601171	12060117	1	0	120601171	9000005	0	1	机器人	機器人	Robot	ロボット	로봇	หุ่นยนต์	最终伤害减免+10%	最終傷害減免+10%	Final DMG Red. +10%	最終ダメージ軽減＋10%	적용되는 최종 대미지 무시 +10%	ลดดาเมจสุดท้าย +10%
120601172	12060117	2	0	120601172	9000005	1000	1	机器人	機器人	Robot	ロボット	로봇	หุ่นยนต์	最终伤害减免+18%	最終傷害減免+18%	Final DMG Red. +18%	最終ダメージ軽減＋18%	적용되는 최종 대미지 무시 +18%	ลดดาเมจสุดท้าย +18%
120601173	12060117	3	0	120601173	9000005	1500	1	机器人	機器人	Robot	ロボット	로봇	หุ่นยนต์	最终伤害减免+26%	最終傷害減免+26%	Final DMG Red. +26%	最終ダメージ軽減＋26%	적용되는 최종 대미지 무시 +26%	ลดดาเมจสุดท้าย +26%
120601174	12060117	4	0	120601174	9000005	2000	1	机器人	機器人	Robot	ロボット	로봇	หุ่นยนต์	最终伤害减免+35%	最終傷害減免+35%	Final DMG Red. +35%	最終ダメージ軽減＋35%	적용되는 최종 대미지 무시 +35%	ลดดาเมจสุดท้าย +35%
120601175	12060117	5	0	120601175	9000005	2500	1	机器人	機器人	Robot	ロボット	로봇	หุ่นยนต์	最终伤害减免+43%	最終傷害減免+43%	Final DMG Red. +43%	最終ダメージ軽減＋43%	적용되는 최종 대미지 무시 +43%	ลดดาเมจสุดท้าย +43%
120601176	12060117	6	0	120601176	9000005	3500	1	机器人	機器人	Robot	ロボット	로봇	หุ่นยนต์	最终伤害减免+60%	最終傷害減免+60%	Final DMG Red. +60%	最終ダメージ軽減＋60%	적용되는 최종 대미지 무시 +60%	ลดดาเมจสุดท้าย +60%
120601181	12060118	1	0	120601181	9000005	0	1	推车	推車	Cart	荷車	카트	รถเข็น	造成间接伤害+15%	造成間接傷害+15%	Indirect DMG Dealt +15%	与える間接ダメージ＋15%	부여하는 간접 대미지 +15%	ดา​เม​จ​ต่อเนื่อง​ที่​สร้าง​ +15%​
120601182	12060118	2	0	120601182	9000005	1000	1	推车	推車	Cart	荷車	카트	รถเข็น	造成间接伤害+24%	造成間接傷害+24%	Indirect DMG Dealt +24%	与える間接ダメージ＋24%	부여하는 간접 대미지 +24%	ดา​เม​จ​ต่อเนื่อง​ที่​สร้าง​ +24%​
120601183	12060118	3	0	120601183	9000005	1500	1	推车	推車	Cart	荷車	카트	รถเข็น	造成间接伤害+33%	造成間接傷害+33%	Indirect DMG Dealt +33%	与える間接ダメージ＋33%	부여하는 간접 대미지 +33%	ดา​เม​จ​ต่อเนื่อง​ที่​สร้าง​ +33%​
120601184	12060118	4	0	120601184	9000005	2000	1	推车	推車	Cart	荷車	카트	รถเข็น	造成间接伤害+42%	造成間接傷害+42%	Indirect DMG Dealt +42%	与える間接ダメージ＋42%	부여하는 간접 대미지 +42%	ดา​เม​จ​ต่อเนื่อง​ที่​สร้าง​ +42%​
120601185	12060118	5	0	120601185	9000005	2500	1	推车	推車	Cart	荷車	카트	รถเข็น	造成间接伤害+51%	造成間接傷害+51%	Indirect DMG Dealt +51%	与える間接ダメージ＋51%	부여하는 간접 대미지 +51%	ดา​เม​จ​ต่อเนื่อง​ที่​สร้าง​ +51%​
120601186	12060118	6	0	120601186	9000005	3500	1	推车	推車	Cart	荷車	카트	รถเข็น	造成间接伤害+70%	造成間接傷害+70%	Indirect DMG Dealt +70%	与える間接ダメージ＋70%	부여하는 간접 대미지 +70%	ดา​เม​จ​ต่อเนื่อง​ที่​สร้าง​ +70%​
120601191	12060119	1	0	120601191	9000005	0	1	日历	日曆	Calendar	カレンダー	달력	ปฏิทิน	吸血+20%	吸血+20%	Lifesteal +20%	吸血＋20%	흡혈 +20%	ดูดเลือด +20%
120601192	12060119	2	0	120601192	9000005	1000	1	日历	日曆	Calendar	カレンダー	달력	ปฏิทิน	吸血+30%	吸血+30%	Lifesteal +30%	吸血＋30%	흡혈 +30%	ดูดเลือด +30%
120601193	12060119	3	0	120601193	9000005	1500	1	日历	日曆	Calendar	カレンダー	달력	ปฏิทิน	吸血+40%	吸血+40%	Lifesteal +40%	吸血＋40%	흡혈 +40%	ดูดเลือด +40%
120601194	12060119	4	0	120601194	9000005	2000	1	日历	日曆	Calendar	カレンダー	달력	ปฏิทิน	吸血+50%	吸血+50%	Lifesteal +50%	吸血＋50%	흡혈 +50%	ดูดเลือด +50%
120601195	12060119	5	0	120601195	9000005	2500	1	日历	日曆	Calendar	カレンダー	달력	ปฏิทิน	吸血+60%	吸血+60%	Lifesteal +60%	吸血＋60%	흡혈 +60%	ดูดเลือด +60%
120601196	12060119	6	0	120601196	9000005	3500	1	日历	日曆	Calendar	カレンダー	달력	ปฏิทิน	吸血+80%	吸血+80%	Lifesteal +80%	吸血＋80%	흡혈 +80%	ดูดเลือด +80%
120601201	12060120	1	0	120601201	9000005	0	1	垃圾桶	垃圾桶	Trash Can	ゴミ箱	쓰레기통	ถังขยะ	造成治疗效果+10%	造成治療效果+10%	Healing Effect +10%	与回復効果＋10%	부여하는 치유 효과 +10%	เอฟเฟกต์​ฟื้นฟู​ที่​สร้าง​ +10%​
120601202	12060120	2	0	120601202	9000005	1000	1	垃圾桶	垃圾桶	Trash Can	ゴミ箱	쓰레기통	ถังขยะ	造成治疗效果+18%	造成治療效果+18%	Healing Effect +18%	与回復効果＋18%	부여하는 치유 효과 +18%	เอฟเฟกต์​ฟื้นฟู​ที่​สร้าง​ +18%​
120601203	12060120	3	0	120601203	9000005	1500	1	垃圾桶	垃圾桶	Trash Can	ゴミ箱	쓰레기통	ถังขยะ	造成治疗效果+26%	造成治療效果+26%	Healing Effect +26%	与回復効果＋26%	부여하는 치유 효과 +26%	เอฟเฟกต์​ฟื้นฟู​ที่​สร้าง​ +26%​
120601204	12060120	4	0	120601204	9000005	2000	1	垃圾桶	垃圾桶	Trash Can	ゴミ箱	쓰레기통	ถังขยะ	造成治疗效果+35%	造成治療效果+35%	Healing Effect +35%	与回復効果＋35%	부여하는 치유 효과 +35%	เอฟเฟกต์​ฟื้นฟู​ที่​สร้าง​ +35%​
120601205	12060120	5	0	120601205	9000005	2500	1	垃圾桶	垃圾桶	Trash Can	ゴミ箱	쓰레기통	ถังขยะ	造成治疗效果+43%	造成治療效果+43%	Healing Effect +43%	与回復効果＋43%	부여하는 치유 효과 +43%	เอฟเฟกต์​ฟื้นฟู​ที่​สร้าง​ +43%​
120601206	12060120	6	0	120601206	9000005	3500	1	垃圾桶	垃圾桶	Trash Can	ゴミ箱	쓰레기통	ถังขยะ	造成治疗效果+60%	造成治療效果+60%	Healing Effect +60%	与回復効果＋60%	부여하는 치유 효과 +60%	เอฟเฟกต์​ฟื้นฟู​ที่​สร้าง​ +60%​
120601211	12060121	1	0	120601211	9000005	0	1	台灯	檯燈	Desk Lamp	ランプ	전기스탠드	โคมไฟ	造成护盾效果+10%	造成護盾效果+10%	Shield Effect +10%	与シールド耐久＋10%	부여하는 실드 효과 +10%	เอฟเฟกต์​โล่​ป้อง​กันที่​สร้าง​ +10%​
120601212	12060121	2	0	120601212	9000005	1000	1	台灯	檯燈	Desk Lamp	ランプ	전기스탠드	โคมไฟ	造成护盾效果+18%	造成護盾效果+18%	Shield Effect +18%	与シールド耐久＋18%	부여하는 실드 효과 +18%	เอฟเฟกต์​โล่​ป้อง​กันที่​สร้าง​ +18%​
120601213	12060121	3	0	120601213	9000005	1500	1	台灯	檯燈	Desk Lamp	ランプ	전기스탠드	โคมไฟ	造成护盾效果+26%	造成護盾效果+26%	Shield Effect +26%	与シールド耐久＋26%	부여하는 실드 효과 +26%	เอฟเฟกต์​โล่​ป้อง​กันที่​สร้าง​ +26%​
120601214	12060121	4	0	120601214	9000005	2000	1	台灯	檯燈	Desk Lamp	ランプ	전기스탠드	โคมไฟ	造成护盾效果+35%	造成護盾效果+35%	Shield Effect +35%	与シールド耐久＋35%	부여하는 실드 효과 +35%	เอฟเฟกต์​โล่​ป้อง​กันที่​สร้าง​ +35%​
120601215	12060121	5	0	120601215	9000005	2500	1	台灯	檯燈	Desk Lamp	ランプ	전기스탠드	โคมไฟ	造成护盾效果+43%	造成護盾效果+43%	Shield Effect +43%	与シールド耐久＋43%	부여하는 실드 효과 +43%	เอฟเฟกต์​โล่​ป้อง​กันที่​สร้าง​ +43%​
120601216	12060121	6	0	120601216	9000005	3500	1	台灯	檯燈	Desk Lamp	ランプ	전기스탠드	โคมไฟ	造成护盾效果+60%	造成護盾效果+60%	Shield Effect +60%	与シールド耐久＋60%	부여하는 실드 효과 +60%	เอฟเฟกต์​โล่​ป้อง​กันที่​สร้าง​ +60%​
120601221	12060122	1	0	120601221	9000005	0	1	树	樹	Tree	木	나무	ต้นไม้	幸运+15%	幸運+15%	LUCK +15%	幸運＋15%	행운 +15%	โชค +15%
120601222	12060122	2	0	120601222	9000005	1000	1	树	樹	Tree	木	나무	ต้นไม้	幸运+22%	幸運+22%	LUCK +22%	幸運＋22%	행운 +22%	โชค +22%
120601223	12060122	3	0	120601223	9000005	1500	1	树	樹	Tree	木	나무	ต้นไม้	幸运+30%	幸運+30%	LUCK +30%	幸運＋30%	행운 +30%	โชค +30%
120601224	12060122	4	0	120601224	9000005	2000	1	树	樹	Tree	木	나무	ต้นไม้	幸运+37%	幸運+37%	LUCK +37%	幸運＋37%	행운 +37%	โชค +37%
120601225	12060122	5	0	120601225	9000005	2500	1	树	樹	Tree	木	나무	ต้นไม้	幸运+45%	幸運+45%	LUCK +45%	幸運＋45%	행운 +45%	โชค +45%
120601226	12060122	6	0	120601226	9000005	3500	1	树	樹	Tree	木	나무	ต้นไม้	幸运+60%	幸運+60%	LUCK +60%	幸運＋60%	행운 +60%	โชค +60%
120601231	12060123	1	0	120601291	9000005	0	1	漫画稿	漫畫稿	Manga Draft	漫画原稿	만화 원고	ต้นฉบับมังงะ	每回合驱散随机友方1层减益效果	每回合驅散隨機友方1層減益效果	Dispels 1 stack of debuff from a random ally per turn.	ターンごとにランダムな味方のデバフ効果を1スタック解除する	매 턴 아군에게 걸린 무작위 디버프 1스택 해제	ทุก​เทิร์น​จะ​สุ่ม​ลบล้าง​เอฟเฟกต์​ดี​บัฟ​ของ​ฝ่าย​เรา​ 1​ คน​
120601232	12060123	2	0	120601292	9000005	1000	1	漫画稿	漫畫稿	Manga Draft	漫画原稿	만화 원고	ต้นฉบับมังงะ	每回合驱散随机2名友方1层减益效果	每回合驅散隨機2名友方1層減益效果	Dispels 1 stack of debuff from 2 random allies per turn.	ターンごとにランダムな味方2名のデバフ効果を1スタック解除する	매 턴 아군 2명에게 걸린 무작위 디버프 1스택 해제	ทุก​เทิร์น​จะ​สุ่ม​ลบล้าง​เอฟเฟกต์​ดี​บัฟ​ 1​ ชั้น​ของ​ฝ่าย​เรา​ 2​ คน​
120601233	12060123	3	0	120601293	9000005	1500	1	漫画稿	漫畫稿	Manga Draft	漫画原稿	만화 원고	ต้นฉบับมังงะ	每回合驱散随机3名友方1层减益效果	每回合驅散隨機3名友方1層減益效果	Dispels 1 stack of debuff from 3 random allies per turn.	ターンごとにランダムな味方3名のデバフ効果を1スタック解除する	매 턴 아군 3명에게 걸린 무작위 디버프 1스택 해제	ทุก​เทิร์น​จะ​สุ่ม​ลบล้าง​เอฟเฟกต์​ดี​บัฟ​ 1​ ชั้น​ของ​ฝ่าย​เรา​ 3​ คน​
120601234	12060123	4	0	120601294	9000005	2000	1	漫画稿	漫畫稿	Manga Draft	漫画原稿	만화 원고	ต้นฉบับมังงะ	每回合驱散全体友方1层减益效果	每回合驅散全體友方1層減益效果	Dispels 1 stack of debuff from all allies per turn.	ターンごとに味方全体のデバフ効果を1スタック解除する	매 턴 모든 아군에게 걸린 무작위 디버프 1스택 해제	ทุก​เทิร์น​จะ​ลบล้าง​เอฟเฟกต์​ดี​บัฟ​ 1​ ชั้น​ของ​ฝ่าย​เรา​ทั้งหมด​
120601235	12060123	5	0	120601295	9000005	2500	1	漫画稿	漫畫稿	Manga Draft	漫画原稿	만화 원고	ต้นฉบับมังงะ	每回合驱散全体友方2层减益效果	每回合驅散全體友方2層減益效果	Dispels 2 stacks of debuff from all allies per turn.	ターンごとに味方全体のデバフ効果を2スタック解除する	매 턴 모든 아군에게 걸린 무작위 디버프 2스택 해제	ทุก​เทิร์น​จะ​ลบล้าง​เอฟเฟกต์​ดี​บัฟ​ 2​ ชั้น​ของ​ฝ่าย​เรา​ทั้งหมด​
120601236	12060123	6	0	120601296	9000005	3500	1	漫画稿	漫畫稿	Manga Draft	漫画原稿	만화 원고	ต้นฉบับมังงะ	每回合驱散全体友方3层减益效果	每回合驅散全體友方3層減益效果	Dispels 3 stacks of debuff from all allies per turn.	ターンごとに味方全体のデバフ効果を3スタック解除する	매 턴 모든 아군에게 걸린 무작위 디버프 3스택 해제	ทุก​เทิร์น​จะ​ลบล้าง​เอฟเฟกต์​ดี​บัฟ​ 3​ ชั้น​ของ​ฝ่าย​เรา​ทั้งหมด​
120601241	12060124	1	0	120601241	9000005	0	1	原稿	原稿	Original Draft	原稿	원고	ต้นฉบับ	开场第4回合开始时获得1sp	開場第4回合開始時獲得1sp	At the start of turn 4, gain 1 SP	4ターン目開始時、SP＋1	전투 시작 후 4번째 턴 시작 시 1SP 획득	เมื่อ​เริ่มต้น​เทิร์น​ที่​ 4​ จะ​ได้รับ​ 1​ SP​
120601242	12060124	2	0	120601242	9000005	1000	1	原稿	原稿	Original Draft	原稿	원고	ต้นฉบับ	开场第3回合开始时获得1sp	開場第3回合開始時獲得1sp	At the start of turn 3, gain 1 SP	3ターン目開始時、SP＋1	전투 시작 후 3번째 턴 시작 시 1SP 획득	เมื่อ​เริ่มต้น​เทิร์น​ที่​ 3​ จะ​ได้รับ​ 1​ SP​
120601243	12060124	3	0	120601243	9000005	1500	1	原稿	原稿	Original Draft	原稿	원고	ต้นฉบับ	开场第2回合开始时获得1sp	開場第2回合開始時獲得1sp	At the start of turn 2, gain 1 SP	2ターン目開始時、SP＋1	전투 시작 후 2번째 턴 시작 시 1SP 획득	เมื่อ​เริ่มต้น​เทิร์น​ที่​ 2​ จะ​ได้รับ​ 1​ SP​
120601244	12060124	4	0	120601244	9000005	2000	1	原稿	原稿	Original Draft	原稿	원고	ต้นฉบับ	开场第1回合开始时获得1sp	開場第1回合開始時獲得1sp	At the start of turn 1, gain 1 SP	1ターン目開始時、SP＋1	전투 시작 후 1번째 턴 시작 시 1SP 획득	เมื่อ​เริ่มต้น​เทิร์น​ที่​ 1​ จะ​ได้รับ​ 1​ SP​
120601245	12060124	5	0	120601245	9000005	2500	1	原稿	原稿	Original Draft	原稿	원고	ต้นฉบับ	开场第1回合开始时获得2sp	開場第1回合開始時獲得2sp	At the start of turn 1, gain 2 SP	1ターン目開始時、SP＋2	전투 시작 후 1번째 턴 시작 시 2SP 획득	เมื่อ​เริ่มต้น​เทิร์น​ที่​ 1​ จะ​ได้รับ​ 2​ SP​
120601246	12060124	6	0	120601246	9000005	3500	1	原稿	原稿	Original Draft	原稿	원고	ต้นฉบับ	开场第1回合开始时获得3sp	開場第1回合開始時獲得3sp	At the start of turn 1, gain 3 SP	1ターン目開始時、SP＋3	전투 시작 후 1번째 턴 시작 시 3SP 획득	เมื่อ​เริ่มต้น​เทิร์น​ที่​ 1​ จะ​ได้รับ​ 3​ SP​
120601251	12060125	1	0	120601251	9000005	0	1	少年漫画	少年漫畫	Shonen Manga	少年漫画	소년만화	มังงะโชเน็น	暗夜猫小队角色造成伤害+20%	暗夜貓小隊角色造成傷害+20%	Night Cat Squad Members' DMG +20%	チーム・ダークキャットに所属するキャラの与ダメージ＋20%	다크나이트 캣 팀 캐릭터가 부여하는 대미지 +20%	ตัวละคร​จาก​ทีม​ไนต์​แค​ท​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ +20%​
120601252	12060125	2	0	120601252	9000005	1000	1	少年漫画	少年漫畫	Shonen Manga	少年漫画	소년만화	มังงะโชเน็น	暗夜猫小队角色造成伤害+33%	暗夜貓小隊角色造成傷害+33%	Night Cat Squad's DMG +33%	チーム・ダークキャットに所属するキャラの与ダメージ＋33%	다크나이트 캣 팀 캐릭터가 부여하는 대미지 +33%	ตัวละคร​จาก​ทีม​ไนต์​แค​ท​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ +33%​
120601253	12060125	3	0	120601253	9000005	1500	1	少年漫画	少年漫畫	Shonen Manga	少年漫画	소년만화	มังงะโชเน็น	暗夜猫小队角色造成伤害+46%	暗夜貓小隊角色造成傷害+46%	Night Cat Squad's DMG +46%	チーム・ダークキャットに所属するキャラの与ダメージ＋46%	다크나이트 캣 팀 캐릭터가 부여하는 대미지 +46%	ตัวละคร​จาก​ทีม​ไนต์​แค​ท​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ +46%​
120601254	12060125	4	0	120601254	9000005	2000	1	少年漫画	少年漫畫	Shonen Manga	少年漫画	소년만화	มังงะโชเน็น	暗夜猫小队角色造成伤害+60%	暗夜貓小隊角色造成傷害+60%	Night Cat Squad Members' DMG +60%	チーム・ダークキャットに所属するキャラの与ダメージ＋60%	다크나이트 캣 팀 캐릭터가 부여하는 대미지 +60%	ตัวละคร​จาก​ทีม​ไนต์​แค​ท​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ +60%​
120601255	12060125	5	0	120601255	9000005	2500	1	少年漫画	少年漫畫	Shonen Manga	少年漫画	소년만화	มังงะโชเน็น	暗夜猫小队角色造成伤害+73%	暗夜貓小隊角色造成傷害+73%	Night Cat Squad's DMG +73%	チーム・ダークキャットに所属するキャラの与ダメージ＋73%	다크나이트 캣 팀 캐릭터가 부여하는 대미지 +73%	ตัวละคร​จาก​ทีม​ไนต์​แค​ท​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ +73%​
120601256	12060125	6	0	120601256	9000005	3500	1	少年漫画	少年漫畫	Shonen Manga	少年漫画	소년만화	มังงะโชเน็น	暗夜猫小队角色造成伤害+100%	暗夜貓小隊角色造成傷害+100%	Night Cat Squad's DMG +100%	チーム・ダークキャットに所属するキャラの与ダメージ＋100%	다크나이트 캣 팀 캐릭터가 부여하는 대미지 +100%	ตัวละคร​จาก​ทีม​ไนต์​แค​ท​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ +100%​
