id	type	showType	quality	stack	openType	openParameter	photoId	effectType	effectNum	effectId	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
8602038	86	861	6	1	0	0	18:card_icon_112002_1	0	0	2038	1	冬季奇遇	冬季奇遇	Winter Encounter	スノーフェアリー	스노우 페어리	หิมะแรกพบ	GM用_用于解锁60级冬季奇遇	GM用_用於解鎖60級冬季奇遇	无翻译	GM_Lv.60スノーフェアリー開放用	GM용_60레벨 스노우 페어리 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​หิมะพบ​แรก​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602039	86	861	6	1	0	0	18:card_icon_112008_1	0	0	2039	1	爱心妆点	愛心妝點	Lovely Makeup	プロデュースの極意	러블리 메이크업	เมกอัปสุดน่ารัก	GM用_用于解锁60级爱心妆点	GM用_用於解鎖60級愛心妝點	无翻译	GM_Lv.60プロデュースの極意開放用	GM용_60레벨 러블리 메이크업 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​เม​ก​อัป​สุด​น่ารัก​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602040	86	861	6	1	0	0	18:card_icon_113001_1	0	0	2040	1	火树流光	火樹流光	Flying Embers	火樹流光	소녀와 등불	ดวงไฟล่องลอย	GM用_用于解锁60级火树流光	GM用_用於解鎖60級火樹流光	无翻译	GM_Lv.60火樹流光開放用	GM용_60레벨 소녀와 등불 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​ดวงไฟ​ล่องลอย​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602041	86	861	6	1	0	0	18:card_icon_113008_1	0	0	2041	1	银钩墨舞	銀鉤墨舞	Dances & Ink	墨の舞い	수묵화가	ระบำแห่งหมึก	GM用_用于解锁60级银钩墨舞	GM用_用於解鎖60級銀鉤墨舞	无翻译	GM_Lv.60墨の舞い開放用	GM용_60레벨 수묵화가 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​ระบำ​แห่ง​หมึก​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602042	86	861	6	1	0	0	18:card_icon_114001_1	0	0	2042	1	夕雪晚照	夕雪晚照	Sunset Radiance	夕雪晩照	이브닝 스노우	ตะวันลับฟ้า	GM用_用于解锁60级夕雪晚照	GM用_用於解鎖60級夕雪晚照	无翻译	GM_Lv.60夕雪晩照開放用	GM용_60레벨 이브닝 스노우 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​ภาพ​หิมะ​ยาม​เย็น​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602043	86	861	6	1	0	0	18:card_icon_114008_1	0	0	2043	1	墨蕴寻真	墨蘊尋真	Truths & Ink	墨韻追跡	진리의 나침반	คำลับแห่งหมึก	GM用_用于解锁60级墨蕴寻真	GM用_用於解鎖60級墨蘊尋真	无翻译	GM_Lv.60墨韻追跡開放用	GM용_60레벨 진리의 나침반 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​คำ​ลับ​แห่ง​หมึก​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602044	86	861	6	1	0	0	18:card_icon_4001_1	0	0	2044	1	憎恶斗者	憎惡鬥者	Fury Fighter	憎悪の闘士	증오의 투사	นักสู้สาว	GM用_用于解锁60级憎恶斗者	GM用_用於解鎖60級憎惡鬥者	无翻译	GM_Lv.60憎悪の闘士開放用	GM용_60레벨 증오의 투사 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​นัก​สู้​สาว​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602045	86	861	6	1	0	0	18:card_icon_4002_1	0	0	2045	1	守夜人	守夜人	Night Watch	夜回り	나이트 가디언	ผู้เฝ้าระวังยามราตรี	GM用_用于解锁60级守夜人	GM用_用於解鎖60級守夜人	无翻译	GM_Lv.60夜回り開放用	GM용_60레벨 나이트 가디언 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​ผู้​เฝ้า​ระวัง​ยาม​ราตรี​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602046	86	861	6	1	0	0	18:card_icon_4005_1	0	0	2046	1	修习者	修習者	Blade Master	修行者	수행자	ผู้ฝึกตน	GM用_用于解锁60级修习者	GM用_用於解鎖60級修習者	无翻译	GM_Lv.60修行者開放用	GM용_60레벨 수행자 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​ผู้ฝึก​ตน​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602047	86	861	6	1	0	0	18:card_icon_4006_1	0	0	2047	1	电玩怪客	電玩怪客	Pro Gamer	ゲームオタク	게임 마스터	อัลติเมทเกมเมอร์	GM用_用于解锁60级电玩怪客	GM用_用於解鎖60級電玩怪客	无翻译	GM_Lv.60ゲームオタク開放用	GM용_60레벨 게임 마스터 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​อัล​ติ​เมท​เกม​เมอร์เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602048	86	861	6	1	0	0	18:card_icon_4009_1	0	0	2048	1	欺诈小丑	欺詐小丑	Wicked Clown	ピエロ	조커	โจ๊กเกอร์	GM用_用于解锁60级欺诈小丑	GM用_用於解鎖60級欺詐小丑	无翻译	GM_Lv.60ピエロ開放用	GM용_60레벨 조커 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​โจ๊ก​เกอร์เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602049	86	861	6	1	0	0	18:card_icon_4010_1	0	0	2049	1	爆裂火山	爆裂火山	Gas Punk	爆裂火山	볼케이노	ลาวาเบิร์ส	GM用_用于解锁60级爆裂火山	GM用_用於解鎖60級爆裂火山	无翻译	GM_Lv.60爆裂火山開放用	GM용_60레벨 볼케이노 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​ลาวา​เบิร์สเล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602050	86	861	6	1	0	0	18:card_icon_4014_1	0	0	2050	1	苍白舞者	蒼白舞者	Ashen Dancer	ホワイトダンサー	페일 댄서	ไวท์ชาโดว์	GM用_用于解锁60级苍白舞者	GM用_用於解鎖60級蒼白舞者	无翻译	GM_Lv.60ホワイトダンサー開放用	GM용_60레벨 페일 댄서 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​ไวท์​ชา​โด​ว์เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602051	86	861	6	1	0	0	18:card_icon_4015_1	0	0	2051	1	怪力巨兔	怪力巨兔	Mighty Bunny	ジャイアントラビット	자이언트 래빗	ตุ๊กต่ายยักษ์	GM用_用于解锁60级怪力巨兔	GM用_用於解鎖60級怪力巨兔	无翻译	GM_Lv.60ジャイアントラビット開放用	GM용_60레벨 자이언트 래빗 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​ตุ๊ก​ต่าย​ยักษ์​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
