groupId	prechangeId	postchangeId	hour	status	hash	location	location_zh_TW	location_en_UK	location_ja_JP	location_ko_KR	location_th_TH	day	day_zh_TW	day_en_UK	day_ja_JP	day_ko_KR	day_th_TH
countdown_87			22:07	1	301b68c3dbc6b6d1f353cad96f487cae	昆士区 贝克猫餐厅二楼	昆士區 貝克貓餐廳二樓	2nd Floor, Baker's Cafe	コンシ区　ベイカーキャットレストラン　2階	퀸즈 타운 베이커캣 카페테리아 2층	ชั้น 2 เบเกอร์คาเฟ่ เขตควินซ์	2217/9/6	2217/9/6	September 6, 2217	2217/9/6	2217년 9월 6일	06-09-17
countdown_88	129	128		1	85a20f96facda7136bc91153714a880d												
countdown_89			8:03	1	ac759e7b5a48540e0224a5f5536114c7	昆士区 贝克猫餐厅一楼	昆士區 貝克貓餐廳一樓	1st Floor, Baker's Cafe	コンシ区　ベイカーキャットレストラン　1階	퀸즈 타운 베이커캣 카페테리아 1층	ชั้น 1 เบเกอร์คาเฟ่ เขตควินซ์	2217/9/7	2217/9/7	September 7, 2217	2217/9/7	2217년 9월 7일	07-09-17
countdown_90			8:51	1	c62157c069ce3ab3b94b98cf55d876b6	情绪干预中心 前台	情緒干預中心 前台	Front Desk, ERC	ERC　フロント	이모션 컨트롤 센터 프론트	เคาน์เตอร์ต้อนรับ ศูนย์เยียวยาพาโธซิส	2217/9/7	2217/9/7	September 7, 2217	2217/9/7	2217년 9월 7일	07-09-17
countdown_91			9:08	1	6a71f26b8547022e41c811534e139bc8	情绪干预中心 重症3区	情緒干預中心 重症3區	ICU, Ward 3, ERC	ERC　集中治療室3区	이모션 컨트롤 센터 중환자실 3병동	แผนกผู้ป่วยหนักที่ 3 ศูนย์เยียวยาพาโธซิส	2217/9/7	2217/9/7	September 7, 2217	2217/9/7	2217년 9월 7일	07-09-17
countdown_92			9:43	1	fac5faa035ebcafc0ce9172d0dfa98bf	情绪干预中心 中心花园	情緒干預中心 中心花園	Central Garden, ERC	ERC　中央ガーデン	이모션 컨트롤 센터 중앙 정원	สวนกลาง ศูนย์เยียวยาพาโธซิส	2217/9/7	2217/9/7	September 7, 2217	2217/9/7	2217년 9월 7일	07-09-17
countdown_93			9:54	1	d61e57df72868a73953fed56479eeac3	情绪干预中心 废弃仓库	情緒干預中心 廢棄倉庫	Abandoned Warehouse, ERC	ERC　廃棄倉庫	이모션 컨트롤 센터 폐기된 창고	คลังร้าง ศูนย์เยียวยาพาโธซิส	2217/9/7	2217/9/7	September 7, 2217	2217/9/7	2217년 9월 7일	07-09-17
countdown_94			11:51	1	f8166c00f0fab7b97b295ea679132477	情绪干预中心 中心花园	情緒干預中心 中心花園	Central Garden, ERC	ERC　中央ガーデン	이모션 컨트롤 센터 중앙 정원	สวนกลาง ศูนย์เยียวยาพาโธซิส	2217/9/7	2217/9/7	September 7, 2217	2217/9/7	2217년 9월 7일	07-09-17
countdown_95			12:29	1	6f2aec57fb6cfa9d0f265529e8f50274	情绪干预中心 监控室	情緒干預中心 監控室	Control Room, ERC	ERC　警備室	이모션 컨트롤 센터 CCTV실	ห้องควบคุม ศูนย์เยียวยาพาโธซิส	2217/9/7	2217/9/7	September 7, 2217	2217/9/7	2217년 9월 7일	07-09-17
countdown_96			12:41	1	668a91525f5c7961baf160f82be69d52	情绪干预中心 废弃仓库	情緒干預中心 廢棄倉庫	Abandoned Warehouse, ERC	ERC　廃棄倉庫	이모션 컨트롤 센터 폐기된 창고	คลังร้าง ศูนย์เยียวยาพาโธซิส	2217/9/7	2217/9/7	September 7, 2217	2217/9/7	2217년 9월 7일	07-09-17
countdown_97			14:46	1	eb1bed85c5522107d4b0f7708c493399	情绪干预中心 废弃仓库	情緒干預中心 廢棄倉庫	Abandoned Warehouse, ERC	ERC　廃棄倉庫	이모션 컨트롤 센터 폐기된 창고	คลังร้าง ศูนย์เยียวยาพาโธซิส	2217/9/7	2217/9/7	September 7, 2217	2217/9/7	2217년 9월 7일	07-09-17
countdown_98			15:31	1	98c8885d8911d085439c489940443c0e	昆士区 边缘街区	昆士區 邊緣街區	Quince Outskirts	コンシ区　堺街区	퀸즈 타운 경계 구역	ย่านชายขอบ เขตควินซ์	2217/9/7	2217/9/7	September 7, 2217	2217/9/7	2217년 9월 7일	07-09-17
countdown_99			15:53	1	8834f38940ee2f123ad632864b07daa3	昆士区 贝克猫餐厅一楼	昆士區 貝克貓餐廳一樓	1st Floor, Baker's Cafe	コンシ区　ベイカーキャットレストラン　1階	퀸즈 타운 베이커캣 카페테리아 1층	ชั้น 1 เบเกอร์คาเฟ่ เขตควินซ์	2217/9/7	2217/9/7	September 7, 2217	2217/9/7	2217년 9월 7일	07-09-17
countdown_100			21:18	1	f690e0628b03ca689c951b6292eb257c	昆士区 贝克猫餐厅天台	昆士區 貝克貓餐廳天台	Rooftop, Baker's Cafe	コンシ区　ベイカーキャットレストラン　屋上	퀸즈 타운 베이커캣 카페테리아 발코니	ดาดฟ้าเบเกอร์คาเฟ่ เขตควินซ์	2217/9/7	2217/9/7	September 7, 2217	2217/9/7	2217년 9월 7일	07-09-17
countdown_101			21:58	1	2e96b44bf75716668b5d4ad9aa6f8e66	南港区 克利尔街13号 	南港區 克利爾街13號	13 Crill Street, Southport	南港区　クレア街13番	사우스포트 크릴 13번가	เลขที่ 13 ถนนเคลียร์ เขตทะเลใต้	2217/9/7	2217/9/7	September 7, 2217	2217/9/7	2217년 9월 7일	07-09-17
countdown_102	128	127		1	39deb627a5852d832c0767b718e1590a												
countdown_103			5:03	1	7862b217541ad4a9589703f8634ab8cf	昆士区 贝克猫餐厅 二楼	昆士區 貝克貓餐廳 二樓	2nd Floor, Baker's Cafe	コンシ区　ベイカーキャットレストラン　2階	퀸즈 타운 베이커캣 카페테리아 2층	ชั้น 2 เบเกอร์คาเฟ่ เขตควินซ์	2217/9/8	2217/9/8	September 8, 2217	2217/9/8	2217년 9월 8일	08-09-17
countdown_104			7:17	1	3ea73a2098f35392ce7564e7e75c5b84	昆士区 贝克猫餐厅 主卧	昆士區 貝克貓餐廳 主臥	Master Bedroom, Baker's Cafe	コンシ区　ベイカーキャットレストラン　寝室	퀸즈 타운 베이커캣 카페테리아 메인 침실	ห้องนอนหลัก เบเกอร์คาเฟ่ เขตควินซ์	2217/9/8	2217/9/8	September 8, 2217	2217/9/8	2217년 9월 8일	08-09-17
countdown_105	127	0		1	02bb08b90bcb3e2f50a139a51034a63b												
countdown_106			15:21	1	6ec8dfa81282242c17e1d748de93e6bf	昆士区 贝克猫餐厅一楼	昆士區 貝克貓餐廳一樓	1st Floor, Baker's Cafe	コンシ区　ベイカーキャットレストラン　1階	퀸즈 타운 베이커캣 카페테리아 1층	ชั้น 1 เบเกอร์คาเฟ่ เขตควินซ์	2217/9/8	2217/9/8	September 8, 2217	2217/9/8	2217년 9월 8일	08-09-17
countdown_107	127	126		1	ee42cfdc86db815da58aad0aa080fa2e												
countdown_108			13:55	1	3e27d46de2394cabd3911c26f6e7d8df	昆士区 贝克猫餐厅一楼	昆士區 貝克貓餐廳一樓	1st Floor, Baker's Cafe	コンシ区　ベイカーキャットレストラン　1階	퀸즈 타운 베이커캣 카페테리아 1층	ชั้น 1 เบเกอร์คาเฟ่ เขตควินซ์	2217/9/9	2217/9/9	September 9, 2217	2217/9/9	2217년 9월 9일	09-09-17
countdown_109			16:29	1	b978478052d9193f1b724118c171797c	昆士区 贝克猫餐厅天台	昆士區 貝克貓餐廳天台	Rooftop, Baker's Cafe	コンシ区　ベイカーキャットレストラン　屋上	퀸즈 타운 베이커캣 카페테리아 발코니	ดาดฟ้าเบเกอร์คาเฟ่ เขตควินซ์	2217/9/9	2217/9/9	September 9, 2217	2217/9/9	2217년 9월 9일	09-09-17
countdown_110			18:17	1	eadb49f86798e30cd94862f792f8bf5b	昆士区 贝克猫餐厅天台	昆士區 貝克貓餐廳天台	Rooftop, Baker's Cafe	コンシ区　ベイカーキャットレストラン　屋上	퀸즈 타운 베이커캣 카페테리아 발코니	ดาดฟ้าเบเกอร์คาเฟ่ เขตควินซ์	2217/9/9	2217/9/9	September 9, 2217	2217/9/9	2217년 9월 9일	09-09-17
countdown_111			22:35	1	53f56f793ecdcc6b1c28f6c5db265ded	昆士区 贝克猫餐厅一楼	昆士區 貝克貓餐廳一樓	1st Floor, Baker's Cafe	コンシ区　ベイカーキャットレストラン　1階	퀸즈 타운 베이커캣 카페테리아 2층	ชั้น 1 เบเกอร์คาเฟ่ เขตควินซ์	2217/9/9	2217/9/9	September 9, 2217	2217/9/9	2217년 9월 9일	09-09-17
countdown_112			23:18	1	cc8ddf4875e0f7a23d476a0b59ad4f5a	情绪干预中心 医生办公室	情緒干預中心 醫生辦公室	Doctor's Office, ERC	ERC　ドクターオフィス	이모션 컨트롤 센터 의국	สำนักงานแพทย์ ศูนย์เยียวยาพาโธซิส	2217/9/9	2217/9/9	September 9, 2217	2217/9/9	2217년 9월 9일	09-09-17
countdown_113			23:29	1	be64ec61015cd75e96612e5ac90dce5a	情绪干预中心 重症监护室	情緒干預中心 重症監護室	Intensive Care Unit, ERC	ERC　集中治療室	이모션 컨트롤 센터 중증 보호실	ห้องดูแลผู้ป่วยหนัก ศูนย์เยียวยาพาโธซิส	2217/9/9	2217/9/9	September 9, 2217	2217/9/9	2217년 9월 9일	09-09-17
countdown_114	126	125		1	0f8e7ae8b29ab2e96ed1aeafedf30519												
countdown_115			0:37	1	449a9bf269eedc6912bcc2894b4a6a10	南港区 偏僻小路	南港區 偏僻小路	Secluded Path, Southport	南港区　裏路地	사우스포트 좁은 길	ถนนเปลี่ยว เขตทะเลใต้	2217/9/10	2217/9/10	September 10, 2217	2217/9/10	2217년 9월 10일	10-09-17
countdown_116			0:40	1	72f8f392b3f49a2293dfc057c1f7df58	南港区 偏僻小路	南港區 偏僻小路	Secluded Path, Southport	南港区　裏路地	사우스포트 좁은 길	ถนนเปลี่ยว เขตทะเลใต้	2217/9/10	2217/9/10	September 10, 2217	2217/9/10	2217년 9월 10일	10-09-17
countdown_117			1:13	1	ceec60fb6864fc71b1b4735388ee77bc	南港区 偏僻小路	南港區 偏僻小路	Secluded Path, Southport	南港区　裏路地	사우스포트 좁은 길	ถนนเปลี่ยว เขตทะเลใต้	2217/9/10	2217/9/10	September 10, 2217	2217/9/10	2217년 9월 10일	10-09-17
countdown_118			1:54	1	033ee1624f5a8dcf033ea84abbe4fe9d	昆士区 边缘街区	昆士區 邊緣街區	Quince Outskirts	コンシ区　堺街区	퀸즈 타운 경계 구역	ย่านชายขอบ เขตควินซ์	2217/9/10	2217/9/10	September 10, 2217	2217/9/10	2217년 9월 10일	10-09-17
countdown_119			2:25	1	fe11799c081ce09ceaa9ccfec6171b95	昆士区 贝克猫餐厅地下室	昆士區 貝克貓餐廳地下室	Basement, Baker's Cafe	コンシ区　ベイカーキャットレストラン　地下室	퀸즈 타운 베이커캣 카페테리아 지하실	ห้องใต้ดินเบเกอร์คาเฟ่ เขตควินซ์	2217/9/10	2217/9/10	September 10, 2217	2217/9/10	2217년 9월 10일	10-09-17
countdown_120			3:56	1	4bb6468e4ab9485a2faa8b31dd9599b8	昆士区 贝克猫餐厅二楼	昆士區 貝克貓餐廳二樓	2nd Floor, Baker's Cafe	コンシ区　ベイカーキャットレストラン　2階	퀸즈 타운 베이커캣 카페테리아 2층	ชั้น 2 เบเกอร์คาเฟ่ เขตควินซ์	2217/9/10	2217/9/10	September 10, 2217	2217/9/10	2217년 9월 10일	10-09-17
countdown_121	125	122		1	6f152a9e135d443fcd6e7a5d86aa1136												
countdown_122			0:21	1	c0edf43046cf7751ff6cddf4e1f1312e	昆士区 贝克猫餐厅 主卧室	昆士區 貝克貓餐廳 主臥室	Master Bedroom, Baker's Cafe	コンシ区　ベイカーキャットレストラン　寝室	퀸즈 타운 베이커캣 카페테리아 메인 침실	ห้องนอนใหญ่ เบเกอร์คาเฟ่ เขตควินซ์	2217/9/13	2217/9/13	September 13, 2217	2217/9/13	2217년 9월 13일	13/09/2217  
countdown_123			7:51	1	89bfb1f3a27e401c78dfc5bd4e806177	昆士区 贝克猫餐厅 主卧室	昆士區 貝克貓餐廳 主臥室	Master Bedroom, Baker's Cafe	コンシ区　ベイカーキャットレストラン　寝室	퀸즈 타운 베이커캣 카페테리아 메인 침실	ห้องนอนใหญ่ เบเกอร์คาเฟ่ เขตควินซ์	2217/9/13	2217/9/13	September 13, 2217	2217/9/13	2217년 9월 13일	13/09/2217  
countdown_124			8:15	1	7ceb3eb07e764b7730a7ffc87fc48b2e	昆士区 贝克猫餐厅 二楼	昆士區 貝克貓餐廳 二樓	2nd Floor, Baker's Cafe	コンシ区　ベイカーキャットレストラン　2階	퀸즈 타운 베이커캣 카페테리아 2층	ชั้น 2 เบเกอร์คาเฟ่ เขตควินซ์	2217/9/13	2217/9/13	September 13, 2217	2217/9/13	2217년 9월 13일	13/09/2217  
countdown_125			10:08	1	fb3350c52eb49e2e4ecf4bf915a73245	南港区 织巢纺织厂	南港區 織巢紡織廠	Nestweave's Textiles, Southport	南港区　織巣織物工場	사우스포트	โรงงานทอผ้าวีฟวิง เขตทะเลใต้	2217/9/13	2217/9/13	September 13, 2217	2217/9/13	2217년 9월 13일	13/09/2217  
countdown_126			10:28	1	b025109c1aafe1d0e526a6531dcbcfff	南港区 工厂区街道	南港區 工廠區街道	Factory Street, Southport	南港区　工場区の街	사우스포트 공업단지 길	ถนนย่านโรงงาน เขตทะเลใต้	2217/9/13	2217/9/13	September 13, 2217	2217/9/13	2217년 9월 13일	13/09/2217  
countdown_127			10:55	1	4abc5fba83a8a02d405596b970de2edc	南港区 织巢纺织厂内部	南港區 織巢紡織廠內部	Inside Nestweave's Textiles	南港区　織巣織物工場内	사우스포트 베뉴 방직공장 내부	ภายในโรงงานทอผ้าวีฟวิง เขตทะเลใต้	2217/9/13	2217/9/13	September 13, 2217	2217/9/13	2217년 9월 13일	13/09/2217  
countdown_128			11:17	1	d376e2a9b2b55f006a566b11a78769de	南港区 织巢纺织厂内部	南港區 織巢紡織廠內部	Inside Nestweave's Textiles	南港区　織巣織物工場内	사우스포트 베뉴 방직공장 내부	ภายในโรงงานทอผ้าวีฟวิง เขตทะเลใต้	2217/9/13	2217/9/13	September 13, 2217	2217/9/13	2217년 9월 13일	13/09/2217  
countdown_129			11:58	1	a0608a62703253e27c87823c123f74ae	南港区 工厂区街道	南港區 工廠區街道	Factory Street, Southport	南港区　工場区の街	사우스포트 공업단지 길	ถนนย่านโรงงาน เขตทะเลใต้	2217/9/13	2217/9/13	September 13, 2217	2217/9/13	2217년 9월 13일	13/09/2217  
countdown_130			18:36	1	4bf58348bb86201e5f87778d8ed131df	南港区 工厂区街道	南港區 工廠區街道	Factory Street, Southport	南港区　工場区の街	사우스포트 공업단지 길	ถนนย่านโรงงาน เขตทะเลใต้	2217/9/13	2217/9/13	September 13, 2217	2217/9/13	2217년 9월 13일	13/09/2217  
countdown_131			19:12	1	582b4f68f1043f109f6725f58753b092	南港区 织巢纺织厂门口	南港區 織巢紡織廠門口	Gate, Nestweave's Textiles	南港区　織巣織物工場前	사우스포트 베뉴 방직공장 정문	หน้าโรงงานทอผ้าวีฟวิง เขตทะเลใต้	2217/9/13	2217/9/13	September 13, 2217	2217/9/13	2217년 9월 13일	13/09/2217  
countdown_132			19:59	1	3b3d1d3ae8327087a12b6a55d3070137	南港区 织巢纺织厂 厂房门外	南港區 織巢紡織廠 廠房門外	Outside Nestweave's Textiles	南港区　織巣織物工場　工場前	사우스포트 베뉴 방직공장 문밖	นอกโรงงาน โรงงานทอผ้าวีฟวิง เขตทะเลใต้	2217/9/13	2217/9/13	September 13, 2217	2217/9/13	2217년 9월 13일	13/09/2217  
countdown_133			20:11	1	929a443110e6f7ed09c4846c9760ba9a	南港区 织巢纺织厂 老厂房	南港區 織巢紡織廠 老廠房	Old Factory, Nestweave's Textiles	南港区　織巣織物工場　昔の工場	사우스포트 베뉴 방직공장 옛 공장	โรงงานเก่า โรงงานทอผ้าวีฟวิง เขตทะเลใต้	2217/9/13	2217/9/13	September 13, 2217	2217/9/13	2217년 9월 13일	13/09/2217  
countdown_134			20:37	1	d09baa3f4db8c6839655e3da8bf4029c	南港区 织巢纺织厂 老厂房	南港區 織巢紡織廠 老廠房	Old Factory, Nestweave's Textiles	南港区　織巣織物工場　昔の工場	사우스포트 베뉴 방직공장 옛 공장	โรงงานเก่า โรงงานทอผ้าวีฟวิง เขตทะเลใต้	2217/9/13	2217/9/13	September 13, 2217	2217/9/13	2217년 9월 13일	13/09/2217  
countdown_135			20:52	1	f199cb7e8b70133dfe4482a2ba89bfa4	南港区 织巢纺织厂 老厂房	南港區 織巢紡織廠 老廠房	Old Factory, Nestweave's Textiles	南港区　織巣織物工場　昔の工場	사우스포트 베뉴 방직공장 옛 공장	โรงงานเก่า โรงงานทอผ้าวีฟวิง เขตทะเลใต้	2217/9/13	2217/9/13	September 13, 2217	2217/9/13	2217년 9월 13일	13/09/2217  
countdown_136			21:39	1	79d733a7d845c3e2031b5848ff3847a8	南港区 织巢纺织厂 空地	南港區 織巢紡織廠 空地	Empty Lot, Southport	南港区　織巣織物工場　空き地	사우스포트 베뉴 방직공장 공터	ลานโล่ง โรงงานเก่า โรงงานทอผ้าวีฟวิง เขตทะเลใต้	2217/9/13	2217/9/13	September 13, 2217	2217/9/13	2217년 9월 13일	13/09/2217  
countdown_137			22:05	1	26929cc3fada222b72ac91518ae78a70	南港区 织巢纺织厂 空地	南港區 織巢紡織廠 空地	Empty Lot, Southport	南港区　織巣織物工場　空き地	사우스포트 베뉴 방직공장 공터	ลานโล่ง โรงงานเก่า โรงงานทอผ้าวีฟวิง เขตทะเลใต้	2217/9/13	2217/9/13	September 13, 2217	2217/9/13	2217년 9월 13일	13/09/2217  
countdown_138			23:01	1	5743f318020efb4728f7a91ef3a64db5	南港区 织巢纺织厂 空地	南港區 織巢紡織廠 空地	Empty Lot, Southport	南港区　織巣織物工場　空き地	사우스포트 베뉴 방직공장 공터	ลานโล่ง โรงงานเก่า โรงงานทอผ้าวีฟวิง เขตทะเลใต้	2217/9/13	2217/9/13	September 13, 2217	2217/9/13	2217년 9월 13일	13/09/2217  
countdown_139	122	121		1	c86406c80c08a51357a10c186b8378f2												
countdown_140			5:22	1	2dcd5234ebe0263375956e85f22cb699	南港区 织巢纺织厂 空地	南港區 織巢紡織廠 空地	Empty Lot, Southport	南港区　織巣織物工場　空き地	사우스포트 베뉴 방직공장 공터	ลานโล่ง โรงงานเก่า โรงงานทอผ้าวีฟวิง เขตทะเลใต้	2217/9/14	2217/9/14	September 14, 2217	2217/9/14	2217년 9월 14일	14/09/2217  
countdown_141			8:17	1	14841eea69b032ecbfa771be0237f379	贝克街的猫 一楼	貝克街的貓 一樓	1st Floor, Baker's Cafe	ベイカーキャットレストラン　1階	베이커캣 카페테리아 1층	แมวแห่งถนนเบเกอร์ ชั้น 1	2217/9/14	2217/9/14	September 14, 2217	2217/9/14	2217년 9월 14일	14/09/2217  
countdown_142			13:11	1	47989da590947829af9e9a08f2d9ce4f	贝克街的猫 一楼	貝克街的貓 一樓	1st Floor, Baker's Cafe	ベイカーキャットレストラン　1階	베이커캣 카페테리아 1층	แมวแห่งถนนเบเกอร์ ชั้น 1	2217/9/16	2217/9/16	September 16, 2217	2217/9/16	2217년 9월 14일	16/09/2217  
countdown_143			14:36	1	5946d93843f08b40f9640f3ccdf0d7e5	贝克街的猫 天台	貝克街的貓 天台	Rooftop, Baker's Cafe	ベイカーキャットレストラン　屋上	베이커캣 카페테리아 발코니	แมวแห่งถนนเบเกอร์ ดาดฟ้า	2217/9/16	2217/9/16	September 16, 2217	2217/9/16	2217년 9월 14일	16/09/2217  
countdown_144	121	116		1	9ebfbd7713b54b165eb3fef4705a9494												
countdown_145			10:37	1	ea71770748930bbd90d3556d28c5eb2d	耀州区 朱雀大道	耀州區 朱雀大道	Phoenix Boulevard, Yaozhou	耀州区　スザクストリート	요주 타운 주작대로	ถนนฟีนิกซ์ เขตเหยาโจว	2217/9/19	2217/9/19	September 19, 2217	2217/9/19	2217년 9월 19일	19/09/2217  
countdown_146			11:45	1	f9ff135494cb634728c55071a3d43e77	耀州区 梧桐巷	耀州區 梧桐巷	Verdant Alley, Yaozhou	耀州区　梧桐街	요주 타운 오동 골목	ตรอกต้นพลาตานัส เขตเหยาโจว	2217/9/19	2217/9/19	September 19, 2217	2217/9/19	2217년 9월 19일	19/09/2217  
countdown_147			12:19	1	1b07bea854bd320e2af6233b2527ed53	耀州区 豪威尔宅	耀州區 豪威爾宅	Howell's House, Yaozhou	耀州区　ホーウェル家	요주 타운 하웰의 집	คฤหาสน์ฮาวเวลล์ เขตเหยาโจว	2217/9/19	2217/9/19	September 19, 2217	2217/9/19	2217년 9월 19일	19/09/2217  
countdown_148			13:08	1	b8bc35417802e73e0ed67362c43a8fd7	新海市	新海市	Catto City	新海市	뉴오션 시티	แคทโตะ ซิตี้	2217/9/19	2217/9/19	September 19, 2217	2217/9/19	2217년 9월 19일	19/09/2217  
countdown_149			17:03	1	5ee160186e85814a274810efb3c0234e	昆士区 贝克街	昆士區 貝克街	Baker Street, Quince	コンシ区　ベイカーストリート	퀸즈 타운 베이커 가	ถนนเบเกอร์ เขตควินซ์	2217/9/19	2217/9/19	September 19, 2217	2217/9/19	2217년 9월 19일	19/09/2217  
countdown_150			17:15	1	616da6de982bdcd4a0ec56e061c8dbda	昆士区 贝克猫餐厅 天台	昆士區 貝克貓餐廳 天台	Rooftop, Baker's Cafe	コンシ区　ベイカーキャットレストラン　屋上	퀸즈 타운 베이커캣 카페테리아 발코니	ดาดฟ้า เบเกอร์คาเฟ่ เขตควินซ์	2217/9/19	2217/9/19	September 19, 2217	2217/9/19	2217년 9월 19일	19/09/2217  
countdown_151			20:11	1	c91cdc264730682c007450135e5a1dc3	昆士区 贝克猫餐厅 一楼	昆士區 貝克貓餐廳 一樓	1st Floor, Baker's Cafe	コンシ区　ベイカーキャットレストラン　1階	퀸즈 타운 베이커캣 카페테리아 1층	ชั้น 1 เบเกอร์คาเฟ่ เขตควินซ์	2217/9/19	2217/9/19	September 19, 2217	2217/9/19	2217년 9월 19일	19/09/2217  
countdown_152	116	109		1	29411a24f06be7bc7ca57d92df23019a												
countdown_153			10:01	1	274fc0e9f956b64b8b63b7606d31869d	耀州区 通天街	耀州區 通天街	Celestial Street, Yaozhou	耀州区　通天街	요주 타운 통천가	ถนนเทียมฟ้า เขตเหยาโจว	2217/9/26	2217/9/26	September 26, 2217	2217/9/26	2217년 9월 26일	26/09/2217  
countdown_154			13:11	1	a48c138c20da8258bcd3a8fe264ad0de	耀州区 通天街附近区域	耀州區 通天街附近區域	Near Celestial Street, Yaozhou	耀州区　通天街付近	요주 타운 통천가 근처	บริเวณใกล้ถนนเทียมฟ้า เขตเหยาโจว	2217/9/26	2217/9/26	September 26, 2217	2217/9/26	2217년 9월 26일	26/09/2217  
countdown_155			13:52	1	68012d9904f1d34678572b9cb46c3fa7	耀州区绪能点 朝报院	耀州區緒能點 朝報院	Sunrise Sanctum, Yaozhou	耀州区　ドロップポイント　朝報院	요주 타운 이모션 에너지 스팟 신문사	จุดพาโธสรั่วไหล สำนักข่าวเรื่องเล่าเช้านั้น เขตเหยาโจว	2217/9/26	2217/9/26	September 26, 2217	2217/9/26	2217년 9월 26일	26/09/2217  
countdown_156			13:59	1	2c44e3c952a018f6b3bebc4e1339ff3e	耀州区绪能点 朝报院	耀州區緒能點 朝報院	Sunrise Sanctum, Yaozhou	耀州区　ドロップポイント　朝報院	요주 타운 이모션 에너지 스팟 신문사	จุดพาโธสรั่วไหล สำนักข่าวเรื่องเล่าเช้านั้น เขตเหยาโจว	2217/9/26	2217/9/26	September 26, 2217	2217/9/26	2217년 9월 26일	26/09/2217  
countdown_157			14:09	1	f94e98d58328c153a87a5e0cce1adeb2	耀州区绪能点 朝报院	耀州區緒能點 朝報院	Sunrise Sanctum, Yaozhou	耀州区　ドロップポイント　朝報院	요주 타운 이모션 에너지 스팟 신문사	จุดพาโธสรั่วไหล สำนักข่าวเรื่องเล่าเช้านั้น เขตเหยาโจว	2217/9/26	2217/9/26	September 26, 2217	2217/9/26	2217년 9월 26일	26/09/2217  
countdown_158			14:48	1	cdbe8455f952c71fd3138352d8233e0d	耀州区绪能点 朝报院	耀州區緒能點 朝報院	Sunrise Sanctum, Yaozhou	耀州区　ドロップポイント　朝報院	요주 타운 이모션 에너지 스팟 신문사	จุดพาโธสรั่วไหล สำนักข่าวเรื่องเล่าเช้านั้น เขตเหยาโจว	2217/9/26	2217/9/26	September 26, 2217	2217/9/26	2217년 9월 26일	26/09/2217  
countdown_159	109	108		1	047906952a18fb7622dee77452c90199												
countdown_160			16:43	1	034e29ddbe9c07740e6ff354e52b8f3e	中心区 情绪干预中心	中心區 情緒干預中心	ERC, Central District	中央区　ERC	센트럴 타운 이모션 컨트롤 센터	ศูนย์เยียวยาพาโธซิส เขตศูนย์กลาง	2217/9/27	2217/9/27	September 27, 2217	2217/9/27	2217년 9월 27일	27/09/2217  
countdown_161			17:30	1	4791ac00e08e7d014344d8c5b76dbe2d	中心区 情绪干预中心	中心區 情緒干預中心	ERC, Central District	中央区　ERC	센트럴 타운 이모션 컨트롤 센터	ศูนย์เยียวยาพาโธซิส เขตศูนย์กลาง	2217/9/27	2217/9/27	September 27, 2217	2217/9/27	2217년 9월 27일	27/09/2217  
countdown_162			18:17	1	d16f1f2eca2c7b2554003c3412197995	中心区 情绪干预中心	中心區 情緒干預中心	ERC, Central District	中央区　ERC	센트럴 타운 이모션 컨트롤 센터	ศูนย์เยียวยาพาโธซิส เขตศูนย์กลาง	2217/9/27	2217/9/27	September 27, 2217	2217/9/27	2217년 9월 27일	27/09/2217  
countdown_163			18:51	1	fadc4789bb1bd34b630374a90d221844	耀州区 朝报院	耀州區 朝報院	Sunrise Sanctum, Yaozhou	耀州区　朝報院	요주 타운 신문사	สำนักข่าวเรื่องเล่าเช้านั้น เขตเหยาโจว	2217/9/27	2217/9/27	September 27, 2217	2217/9/27	2217년 9월 27일	27/09/2217  
countdown_164			19:45	1	a542abef9578d9a66c66bd58c490b192	昆士区 贝克猫餐厅	昆士區 貝克貓餐廳	Baker's Cafe, Quince	コンシ区　ベイカーキャットレストラン	퀸즈 타운 베이커캣 카페테리아	เบเกอร์คาเฟ่ เขตควินซ์	2217/9/27	2217/9/27	September 27, 2217	2217/9/27	2217년 9월 27일	27/09/2217  
countdown_165	108	107		1	d95d1a0bb8ba3c3d792dbdb150cd2833												
countdown_166			10:41	1	28e22bb4ffd170240647c5ec9e21a9d8	耀州区 海棠坊	耀州區 海棠坊	Begonia Square, Yaozhou	耀州区　海棠坊	요주 타운 해당화 공방	ย่านดอกไห่ถัง เขตเหยาโจว	2217/9/28	2217/9/28	September 28, 2217	2217/9/28	2217년 9월 28일	28/09/2217  
countdown_167			12:07	1	2594dc4db7b49566cfd65f85431b1a12	耀州区 海棠坊	耀州區 海棠坊	Begonia Square, Yaozhou	耀州区　海棠坊	요주 타운 해당화 공방	ย่านดอกไห่ถัง เขตเหยาโจว	2217/9/28	2217/9/28	September 28, 2217	2217/9/28	2217년 9월 28일	28/09/2217  
countdown_168			13:39	1	db9164daa141c5e025617e6b95e1265a	耀州区 福斯府邸	耀州區 福斯府邸	The Faust Mansion, Yaozhou	耀州区　フォース家	요주 타운 파우스 저택	คฤหาสน์ฟอสส์ เขตเหยาโจว	2217/9/28	2217/9/28	September 28, 2217	2217/9/28	2217년 9월 28일	28/09/2217  
