messageId	isIcon	emoPath	head1	feHead2	head2	waitTime	isShowHint	isMe	status	备注	hash	head2Text	head2Text_zh_TW	head2Text_en_UK	head2Text_ja_JP	head2Text_ko_KR	head2Text_th_TH	text	text_zh_TW	text_en_UK	text_ja_JP	text_ko_KR	text_th_TH	feText	feText_zh_TW	feText_en_UK	feText_ja_JP	feText_ko_KR	feText_th_TH	head1Text	head1Text_zh_TW	head1Text_en_UK	head1Text_ja_JP	head1Text_ko_KR	head1Text_th_TH
1054			18:npc_icon_642_1	18:npc_icon_611_1	18:npc_icon_611_1	1	0	1	1		94aa348b400ec9daef1e66ba9bed6c20	战斗员南弥生	戰鬥員南彌生	Combatant Minami	戦闘員南弥生	전투원 미나미	เอเจนต์มินามิ	键盘手那里我打听到了点东西，不过因为凛北区现在的特殊情况……	鍵盤手那裡我打聽到了點東西，不過因為凜北區現在的特殊情況……	I did learn something from the keyboardist, but with the current special situation in Boreala...	キーボードから少し情報を聞き出せたけど、今の凛北の状況から考えると…	키보드 연주자한테서 뭔가를 듣긴 했는데, 노스 타운이 지금 특수한 상황이라...	ฉันได้ข้อมูลมาบ้างจากมือคีย์บอร์ด แต่เพราะสถานการณ์พิเศษในเขตโบเรียร่าตอนนี้...	键盘手那里我打听到了点东西，不过因为凛北区现在的特殊情况……	鍵盤手那裡我打聽到了點東西，不過因為凜北區現在的特殊情況……	I did learn something from the keyboardist, but with the current special situation in Boreala...	キーボードから少し情報を聞き出せたけど、今の凛北の状況から考えると…	키보드 연주자한테서 뭔가를 듣긴 했는데, 노스 타운이 지금 특수한 상황이라...	ฉันได้ข้อมูลมาบ้างจากมือคีย์บอร์ด แต่เพราะสถานการณ์พิเศษในเขตโบเรียร่าตอนนี้...	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1055			18:npc_icon_642_1	18:npc_icon_611_1	18:npc_icon_611_1	1	0	1	1		70ff8dc27b9227b7e78dea031e241c67	战斗员南弥生	戰鬥員南彌生	Combatant Minami	戦闘員南弥生	전투원 미나미	เอเจนต์มินามิ	他们的社区戒严了，不允许残存下来的任何人外出。	他們的社區戒嚴了，不允許殘存下來的任何人外出。	Their community is under lockdown, and no one remaining is allowed to go outside.	あそこは戒厳令が出されたわ。残った人は誰も外に出ることは許されない。	그쪽 사회는 너무 삼엄해서 남아있는 사람들의 외출을 철저하게 막고 있어	ชุมชนของพวกเขาถูกปิดล้อม ไม่อนุญาตให้ผู้รอดชีวิตออกไปไหนทั้งนั้น	他们的社区戒严了，不允许残存下来的任何人外出。	他們的社區戒嚴了，不允許殘存下來的任何人外出。	Their community is under lockdown, and no one remaining is allowed to go outside.	あそこは戒厳令が出されたわ。残った人は誰も外に出ることは許されない。	그쪽 사회는 너무 삼엄해서 남아있는 사람들의 외출을 철저하게 막고 있어	ชุมชนของพวกเขาถูกปิดล้อม ไม่อนุญาตให้ผู้รอดชีวิตออกไปไหนทั้งนั้น	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1056			18:npc_icon_642_1	18:npc_icon_608_1	18:npc_icon_608_1	1	0	1	1		217cc1aecd7ca3b00ef3a2ea48abc590	战斗员非天	戰鬥員非天	Combatant Asura	戦闘員アスラ	전투원 아수라	เอเจนต์อาสึระ	残存……	殘存……	Remaining…	残った…	남아있다라...	ผู้รอดชีวิต...	残存……	殘存……	Remaining…	残った…	남아있다라...	ที่เหลืออยู่...	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1057			18:npc_icon_642_1	18:npc_icon_609_1	18:npc_icon_609_1	1	0	1	1		fba86cd81ec5b12a02c54abf9fed672f	战斗员艾可	戰鬥員艾可	Combatant Echo	戦闘員アイコ	전투원 에코	เอเจนต์เอคโค	嗯！不止我们刚刚作战的那些，还有其他患者混在人群之中。	嗯！不止我們剛剛作戰的那些，還有其他患者混在人群之中。	Yes! Not only the ones we fought just now, but other patients are mixed in with the crowd.	うん！今戦った人たちだけじゃなくて、他の患者も人混みの中にいるよ。	응! 우리가 좀 전에 작전에서 만난 사람들 말고도, 다른 환자들이 사람들 사이에 섞여 있어	อืม! ไม่ใช่แค่พวกที่เราเพิ่งสู้มาเท่านั้น ยังมีผู้ป่วยอื่นๆ ปะปนอยู่ในฝูงชนด้วย	嗯！不止我们刚刚作战的那些，还有其他患者混在人群之中。	嗯！不止我們剛剛作戰的那些，還有其他患者混在人群之中。	Yes! Not only the ones we fought just now, but other patients are mixed in with the crowd.	うん！今戦った人たちだけじゃなくて、他の患者も人混みの中にいるよ。	응! 우리가 좀 전에 작전에서 만난 사람들 말고도, 다른 환자들이 사람들 사이에 섞여 있어	อืม! ไม่ใช่แค่พวกที่เราเพิ่งสู้มาเท่านั้น ยังมีผู้ป่วยอื่นๆ ปะปนอยู่ในฝูงชนด้วย	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1058			18:npc_icon_642_1	18:npc_icon_609_1	18:npc_icon_609_1	1	0	1	1		075e1c4c7fec2830f91adb04190c66fe	战斗员艾可	戰鬥員艾可	Combatant Echo	戦闘員アイコ	전투원 에코	เอเจนต์เอคโค	他们好像是在执行狂徒的某种计划，会强行带走正常的居民。	他們好像是在執行狂徒的某種計畫，會強行帶走正常的居民。	They seem to be executing some kind of plan for the Lunatic, forcibly taking away regular residents.	あいつら、普通の住民を強引に連れ去ろうとしている。どうやら狂徒の計画を実行しているみたい。	그 사람들은 루나틱의 어떤 계획에 참여 중인 것 같아. 정상적인 민간인을 강제로 연행하고 있어.	ดูเหมือนพวกเขากำลังดำเนินแผนบางอย่างของผู้คลั่งไคล้ และจะบังคับพาชาวเมืองปกติไปด้วย	他们好像是在执行狂徒的某种计划，会强行带走正常的居民。	他們好像是在執行狂徒的某種計畫，會強行帶走正常的居民。	They seem to be executing some kind of plan for the Lunatic, forcibly taking away regular residents.	あいつら、普通の住民を強引に連れ去ろうとしている。どうやら狂徒の計画を実行しているみたい。	그 사람들은 루나틱의 어떤 계획에 참여 중인 것 같아. 정상적인 민간인을 강제로 연행하고 있어.	ดูเหมือนพวกเขากำลังดำเนินแผนบางอย่างของผู้คลั่งไคล้ จะบังคับพาชาวเมืองปกติไปด้วย	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1059			18:npc_icon_642_1	18:npc_icon_610_1	18:npc_icon_610_1	1	0	1	1		ceb7fb48c2cd387eae02f8307df69745	战斗员特莉丝	戰鬥員特莉絲	Combatant Triss	戦闘員トリス	전투원 트리스	เอเจนต์ทริส	她的做法已经和最开始的完全不一样了……	她的做法已經和最開始的完全不一樣了……	Her actions are completely different from her approach in the beginning...	今の彼女のやり方は、最初とはまったく違います。	그녀의 행동은 처음하고 전혀 딴판인 것 같아요...	วิธีการของเธอตอนนี้แตกต่างจากตอนแรกโดยสิ้นเชิง...	她的做法已经和最开始的完全不一样了……	她的做法已經和最開始的完全不一樣了……	Her actions are completely different from her approach in the beginning...	今の彼女のやり方は、最初とはまったく違います。	그녀의 행동은 처음하고 전혀 딴판인 것 같아요...	การกระทำของเธอตอนนี้แตกต่างจากตอนแรกโดยสิ้นเชิง...	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1060			18:npc_icon_642_1	18:npc_icon_611_1	18:npc_icon_611_1	1	1	1	1		1b5bf4b1af8b2e5a913c819a6f9673f1	战斗员南弥生	戰鬥員南彌生	Combatant Minami	戦闘員南弥生	전투원 미나미	เอเจนต์มินามิ	调查官，你们之前提到过，肖特朗是躁动兔耳乐队新换的吉他手？	調查官，你們之前提到過，肖特朗是躁動兔耳樂隊新換的吉他手？	Inspector, you mentioned earlier that Chautrand was the new guitarist for the Restless Hare band?	調査官。この前、チャートランドが「RRE」のキーボードから初代と二代目のギタリストはどちらもチャートランドではないと言ったわ？	조사관, 전에 말했던 쇼트랑이 매드 래빗 이어 밴드에서 바뀐 기타리스트라고 했었지	คุณผู้ตรวจการ ก่อนหน้านี้พวกคุณบอกว่าชอร์ตแลนด์เป็นมือกีตาร์คนใหม่ของวงบันนี่เรจ ใช่ไหมคะ?	调查官，你们之前提到过，肖特朗是躁动兔耳乐队新换的吉他手？	調查官，你們之前提到過，肖特朗是躁動兔耳樂隊新換的吉他手？	Inspector, you mentioned earlier that Chautrand was the new guitarist for the Restless Hare band?	調査官。この前、チャートランドが「RRE」のキーボードから初代と二代目のギタリストはどちらもチャートランドではないと言ったわ？	조사관, 전에 말했던 쇼트랑이 매드 래빗 이어 밴드에서 바뀐 기타리스트라고 했었지	คุณผู้ตรวจการ ก่อนหน้านี้พวกคุณบอกว่าชอร์ตแลนด์เป็นมือกีตาร์คนใหม่ของวงบันนี่เรจ ใช่ไหมคะ?	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1061			18:npc_icon_642_1	18:npc_icon_649_2	18:npc_icon_649_1	1	0	2	1		45714b81863520d70f26d081ccfeff03	#playerName	#playerName	#playerName	#playerName	#playerName	#playerName	报道说，躁动兔耳，在更换了吉他手的一个月后解散了。	報導說，躁動兔耳，在更換了吉他手的一個月後解散了。	Reports say that Restless Hare disbanded a month after changing their guitarist.	「RRE」は、ギタリストを替えてから1ヶ月後に解散したらしい。	소문에 의하면 매드 래빗 이어 밴드는 기타리스트가 바뀐 후 한달 만에 해산했대	ตามข่าวบอกว่า วงบันนี่เรจ เลิกวงไปแล้วหลังจากเปลี่ยนมือกีตาร์ได้เดือนเดียว	报道说，躁动兔耳，在更换了吉他手的一个月后解散了。	報導說，躁動兔耳，在更換了吉他手的一個月後解散了。	Reports say that Restless Hare disbanded a month after changing their guitarist.	「RRE」は、ギタリストを替えてから1ヶ月後に解散したらしい。	소문에 의하면 매드 래빗 이어 밴드는 기타리스트가 바뀐 후 한달 만에 해산했대	ตามข่าวบอกว่า วงบันนี่เรจ เลิกวงไปแล้วหลังจากเปลี่ยนมือกีตาร์ได้เดือนเดียว	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1062			18:npc_icon_642_1	18:npc_icon_611_1	18:npc_icon_611_1	1	0	1	1		1f433e3891f62d691d9ac0835a5a31b3	战斗员南弥生	戰鬥員南彌生	Combatant Minami	戦闘員南弥生	전투원 미나미	เอเจนต์มินามิ	……键盘手告诉我，他们的两代吉他手，都不是肖特朗。	……鍵盤手告訴我，他們的兩代吉他手，都不是肖特朗。	...The keyboardist told me that neither of their two generations of guitarists was Chautrand.	「RRE」のキーボードは初代と２代目のギターリストはどちらもチャートランドじゃないと言ったわ。	...키보드 연주자가 그러던데, 2대 기타리스트가 쇼트랑이 아니라고 하더라고	...มือคีย์บอร์ดบอกว่า มือกีตาร์สองคนที่ผ่านมาของพวกเขา ไม่ใช่ชอร์ตแลนด์นะคะ	……键盘手告诉我，他们的两代吉他手，都不是肖特朗。	……鍵盤手告訴我，他們的兩代吉他手，都不是肖特朗。	...The keyboardist told me that neither of their two generations of guitarists was Chautrand.	「RRE」のキーボードは初代と２代目のギターリストはどちらもチャートランドじゃないと言ったわ。	...키보드 연주자가 그러던데, 2대 기타리스트가 쇼트랑이 아니라고 하더라고	...มือคีย์บอร์ดบอกว่า มือกีตาร์สองคนที่ผ่านมาของวง ไม่มีใครเป็นชอร์ตแลนด์เลย	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1063			18:npc_icon_642_1	18:npc_icon_609_1	18:npc_icon_609_1	1	0	1	1		6f1df2b063966b068996e7208e12198e	战斗员艾可	戰鬥員艾可	Combatant Echo	戦闘員アイコ	전투원 에코	เอเจนต์เอคโค	什么？！	什麼？！	What?!	なに？！	뭐라구?!	อะไรนะ?!	什么？！	什麼？！	What?!	なに？！	뭐라구?!	อะไรนะ?!	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1064			18:npc_icon_642_1	18:npc_icon_611_1	18:npc_icon_611_1	1	0	1	1		eb5f577e4b04f771c9d8c58d4725770c	战斗员南弥生	戰鬥員南彌生	Combatant Minami	戦闘員南弥生	전투원 미나미	เอเจนต์มินามิ	第二代只来了一个月就遇到了解散，而第一代则是最初乐队的建立者。	第二代只來了一個月就遇到了解散，而第一代則是最初樂隊的建立者。	The second generation disbanded after just one month, while the first generation were the founders of the band.	２代目は加入して一ヶ月後にはバンドが解散した。そして初代はバンドを結成した人物……	2대 기타리스트가 오고 난 다음 한달 만에 해산하긴 했고, 1대 기타리스트는 밴드의 초기 멤버라고 했어	คนที่สองอยู่ได้แค่เดือนเดียวก็ยุบวงแล้ว ส่วนคนแรกเป็นผู้ก่อตั้งวงมาด้วยกัน	第二代只来了一个月就遇到了解散，而第一代则是最初乐队的建立者。	第二代只來了一個月就遇到了解散，而第一代則是最初樂隊的建立者。	The second generation disbanded after just one month, while the first generation were the founders of the band.	２代目は加入して一ヶ月後にはバンドが解散した。そして初代はバンドを結成した人物……	2대 기타리스트가 오고 난 다음 한달 만에 해산하긴 했고, 1대 기타리스트는 밴드의 초기 멤버라고 했어	คนที่สองอยู่ได้แค่เดือนเดียวก็เจอวงแตก ส่วนคนแรกเป็นผู้ก่อตั้งวง	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1065			18:npc_icon_642_1	18:npc_icon_611_1	18:npc_icon_611_1	1	0	1	1		7fc9b9b6280fc489a6bac55cd8b50cfa	战斗员南弥生	戰鬥員南彌生	Combatant Minami	戦闘員南弥生	전투원 미나미	เอเจนต์มินามิ	……也是乐队的队长，他叫帕拉斯。	……也是樂隊的隊長，他叫帕拉斯。	...He was also the band's leader, and his name was Pallas.	それがバンドのリーダー、パラスだわ。	...그러니까 밴드 리더인 파라스 말이야	...เขาเป็นหัวหน้าวงด้วย ชื่อพัลลาส	……也是乐队的队长，他叫帕拉斯。	……也是樂隊的隊長，他叫帕拉斯。	...He was also the band's leader, and his name was Pallas.	それがバンドのリーダー、パラスだわ。	...그러니까 밴드 리더인 파라스 말이야	...เขาเป็นหัวหน้าวงด้วย ชื่อพัลลาส	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1066			18:npc_icon_642_1	18:npc_icon_649_2	18:npc_icon_649_1	1	1	2	1		2caa5530068a103e25ec6727e245c158	#playerName	#playerName	#playerName	#playerName	#playerName	#playerName	帕拉斯是他？！	帕拉斯是他？！	He is Pallas??	パラスだと…？	파라스가 그 사람이야?!	พัลลาส เป็นเขางั้นเหรอ?!	帕拉斯是他？！	帕拉斯是他？！	He is Pallas??	パラスだと…？	파라스가 그 사람이야?!	พัลลาสเป็นเขาเหรอ?!	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1067			18:npc_icon_642_1	18:npc_icon_609_1	18:npc_icon_609_1	1	0	1	1		fa76ff68a51dfb39e2326ff834b99995	战斗员艾可	戰鬥員艾可	Combatant Echo	戦闘員アイコ	전투원 에코	เอเจนต์เอคโค	所以乐谱上出现这个人很正常……原来只是这样？	所以樂譜上出現這個人很正常……原來只是這樣？	So it's perfectly normal for this person to appear on the sheet music... It's just like that?	じゃあ、この人が楽譜に出てくるのは普通なんだ……それだけ？	그러니까 악보에 이 사람이 적혀 있어도 전혀 문제가 없는 거네... 그래서 그런 거였구나?	การที่มีชื่อคนนี้อยู่บนโน้ตเพลงก็เป็นเรื่องปกติ...ที่แท้ก็แค่นั้นเองเหรอ?	所以乐谱上出现这个人很正常……原来只是这样？	所以樂譜上出現這個人很正常……原來只是這樣？	So it's perfectly normal for this person to appear on the sheet music... It's just like that?	じゃあ、この人が楽譜に出てくるのは普通なんだ……それだけ？	그러니까 악보에 이 사람이 적혀 있어도 전혀 문제가 없는 거네... 그래서 그런 거였구나?	งั้นที่โน้ตเพลงมีคนนี้อยู่ก็เป็นเรื่องปกติ... แค่นี้เองเหรอ?	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1068			18:npc_icon_642_1	18:npc_icon_611_1	18:npc_icon_611_1	1	0	1	1		4aa6a381eea66bf94b836cbc8d506760	战斗员南弥生	戰鬥員南彌生	Combatant Minami	戦闘員南弥生	전투원 미나미	เอเจนต์มินามิ	确实很正常，因为……帕拉斯已经去世了。	確實很正常，因為……帕拉斯已經去世了。	Indeed, it's normal because... Pallas passed away.	ええ。パラスはもう亡くなったから。	확실히 문제없어. 왜냐하면... 파라스는 이미 사망했거든	ที่เป็นแบบนี้ก็เพราะว่า...พัลลาสเสียชีวิตแล้วค่ะ	确实很正常，因为……帕拉斯已经去世了。	確實很正常，因為……帕拉斯已經去世了。	Indeed, it's normal because... Pallas passed away.	ええ。パラスはもう亡くなったから。	확실히 문제없어. 왜냐하면... 파라스는 이미 사망했거든	ที่เป็นแบบนี้ก็เพราะว่า...พัลลาสเสียชีวิตแล้วค่ะ	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1069			18:npc_icon_642_1	18:npc_icon_611_1	18:npc_icon_611_1	1	0	1	1		8f89840da322863167e6396c46ee330c	战斗员南弥生	戰鬥員南彌生	Combatant Minami	戦闘員南弥生	전투원 미나미	เอเจนต์มินามิ	这才是，躁动兔耳乐队换吉他手的真正原因。	這才是，躁動兔耳樂隊換吉他手的真正原因。	So that's the real reason the Restless Hare band changed guitarists.	それがギタリスト交代の本当の原因よ。	이게 바로 매드 래빗 이어 밴드의 기타리스트가 바뀐 이유야	นี่แหละสาเหตุที่แท้จริงที่ทำให้วงต้องเปลี่ยนมือกีตาร์	这才是，躁动兔耳乐队换吉他手的真正原因。	這才是，躁動兔耳樂隊換吉他手的真正原因。	So that's the real reason the Restless Hare band changed guitarists.	それがギタリスト交代の本当の原因よ。	이게 바로 매드 래빗 이어 밴드의 기타리스트가 바뀐 이유야	นี่แหละสาเหตุที่แท้จริงที่ทำให้วงต้องเปลี่ยนมือกีตาร์	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1070			18:npc_icon_656_1	18:npc_icon_656_1	18:npc_icon_656_1	1	0	1	1	1014143	c4a61002e0ed5e3a6e2cdf8851e6bdb3	<color=#5ffffc>系统通知</color>	<color=#5ffffc>系統通知</color>	<color=#5ffffc>Notification</color>	<color=#5ffffc>通知</color>	<color=#5ffffc>시스템 알림</color>	<color=#5ffffc>การแจ้งเตือนจากระบบ</color>	您被艾可拉入群组 SuperStar 	您被艾可拉入群組 SuperStar	Echo has added you to the SuperStar group.	アイコにグループチャット「SuperStar」に招待されました	에코가 당신을 SuperStar 단체 채팅방에 초대했습니다	เอคโคได้เพิ่มคุณเข้ากลุ่ม ซูเปอร์สตาร์	您被艾可拉入群组 SuperStar 	您被艾可拉入群組 SuperStar	Echo has added you to the SuperStar group.	アイコにグループチャット「SuperStar」に招待されました	에코가 당신을 SuperStar 단체 채팅방에 초대했습니다	เอคโคได้เพิ่มคุณเข้ากลุ่ม ซูเปอร์สตาร์	SuperStar	SuperStar	SuperStar	SuperStar	SuperStar	ซูเปอร์สตาร์
1071			18:npc_icon_656_1	18:npc_icon_493_1	18:npc_icon_493_1	1	0	1	1		5040454104723b9d7ebbfc82c69420f7	守护最好的丑猫殿	守護最好的醜貓殿	Guardian_of_The_Goofy_Cat	ぶさにゃん殿下最高	커글리 전하 수호자	คนเฝ้าบ้านเจ้าเหมียวขี้เหร่	怎么还没有醒？怎么都还没有醒！！！	怎麼還沒有醒？怎麼都還沒有醒！！！	Why haven't you woken up yet?	まだ寝てんの？ありえない！	왜 아직도 안 일어난 거지? 아직도 안 일어난 거냐고!!!	...ทำไมยังไม่ตื่น? ทำไมทุกคนยังไม่ตื่น!!!	怎么还没有醒？怎么都还没有醒！！！	怎麼還沒有醒？怎麼都還沒有醒！！！	Why haven't you woken up yet?	まだ寝てんの？ありえない！	왜 아직도 안 일어난 거지? 아직도 안 일어난 거냐고!!!	...ทำไมยังไม่ตื่น? ทำไมทุกคนยังไม่ตื่น!!!	SuperStar	SuperStar	SuperStar	SuperStar	SuperStar	ซูเปอร์สตาร์
1072	1	77:chat_expression_311003	18:npc_icon_656_1	18:npc_icon_493_1	18:npc_icon_493_1	1	0	1	1		52bd5269f7289b65b0af6a5e90cd5475	守护最好的丑猫殿	守護最好的醜貓殿	Guardian_of_The_Goofy_Cat	ぶさにゃん殿下最高	커글리 전하 수호자	คนเฝ้าบ้านเจ้าเหมียวขี้เหร่													SuperStar	SuperStar	SuperStar	SuperStar	SuperStar	ซูเปอร์สตาร์
1073	1	77:chat_expression_311003	18:npc_icon_656_1	18:npc_icon_493_1	18:npc_icon_493_1	1	0	1	1		cf054c5558d857cbbc16723a8521120d	守护最好的丑猫殿	守護最好的醜貓殿	Guardian_of_The_Goofy_Cat	ぶさにゃん殿下最高	커글리 전하 수호자	คนเฝ้าบ้านเจ้าเหมียวขี้เหร่													SuperStar	SuperStar	SuperStar	SuperStar	SuperStar	ซูเปอร์สตาร์
1074	1	77:chat_expression_311003	18:npc_icon_656_1	18:npc_icon_493_1	18:npc_icon_493_1	1	0	1	1		af5f7a6c169c6e118545619365d1afde	守护最好的丑猫殿	守護最好的醜貓殿	Guardian_of_The_Goofy_Cat	ぶさにゃん殿下最高	커글리 전하 수호자	คนเฝ้าบ้านเจ้าเหมียวขี้เหร่													SuperStar	SuperStar	SuperStar	SuperStar	SuperStar	ซูเปอร์สตาร์
1075			18:npc_icon_656_1	18:npc_icon_609_1	18:npc_icon_609_1	1	0	1	1		8a5244ac3bdc857038e731f225879338	艾可	艾可	Echo	アイコ	에코	เอคโค	早知道不通过你的好友申请了……	早知道不通過你的好友申請了……	I should've rejected your friend request...	フレ申請、通さなければ良かったにゃ…	이럴 줄 알았으면 친구 신청을 안 받아주는 건데...	รู้งี้ไม่ยอมรับคำขอเป็นเพื่อนดีกว่า...	早知道不通过你的好友申请了……	早知道不通過你的好友申請了……	I should've rejected your friend request...	フレ申請、通さなければ良かったにゃ…	이럴 줄 알았으면 친구 신청을 안 받아주는 건데...	รู้งี้ไม่ยอมรับคำขอเป็นเพื่อนดีกว่า...	SuperStar	SuperStar	SuperStar	SuperStar	SuperStar	ซูเปอร์สตาร์
1076			18:npc_icon_656_1	18:npc_icon_609_1	18:npc_icon_609_1	1	0	1	1		bd9ca1821b0b73e1d378f97c38bd6d02	艾可	艾可	Echo	アイコ	에코	เอคโค	吵死了！居然还要求视频通话！	吵死了！居然還要求視頻通話！	It's so annoying! They even want to do a video call!	うるさい！ビデオ通話を要求するなんて！	시끄러워 죽겠네! 게다가 화상 통화까지 신청하다니!	น่ารำคาญจริง! ยังจะขอวิดีโอคอลอีก!	吵死了！居然还要求视频通话！	吵死了！居然還要求視頻通話！	It's so annoying! They even want to do a video call!	うるさい！ビデオ通話を要求するなんて！	시끄러워 죽겠네! 게다가 화상 통화까지 신청하다니!	เสียงดังน่ารำคาญ! ยังจะขอวิดีโอคอลอีก!	SuperStar	SuperStar	SuperStar	SuperStar	SuperStar	ซูเปอร์สตาร์
1077			18:npc_icon_656_1	18:npc_icon_495_1	18:npc_icon_495_1	1	0	1	1		b524dcf0b5144bc1abf2bc464686f59b	是米娅哦	是米婭哦	It's Mia.	ミーヤだよ	미아라옹	มีอานะ	对不起对不起，因为艾琳娜一起来就在化妆……是我太慢了！	對不起對不起，因為艾琳娜一起來就在化妝……是我太慢了！	Sorry, sorry! Since Erina came along, doing my makeup... I was too slow!	ミーヤだよ、ごめんなさい、エリナは起きてすぐメイクをしていたので……私が遅すぎました！	미안해, 미안해, 에리나랑 같이 메이크업하느라... 내가 너무 느리지!	ขอโทษๆ ค่ะ ก็เพราะเอรินามาด้วยเลยต้องแต่งหน้า... ฉันช้าเองค่ะ!	对不起对不起，因为艾琳娜一起来就在化妆……是我太慢了！	對不起對不起，因為艾琳娜一起來就在化妝……是我太慢了！	Sorry, sorry! Since Erina came along, doing my makeup... I was too slow!	ミーヤだよ、ごめんなさい、エリナは起きてすぐメイクをしていたので……私が遅すぎました！	미안해, 미안해, 에리나랑 같이 메이크업하느라... 내가 너무 느리지!	ขอโทษๆ ค่ะ ก็เพราะเอรินามาด้วยเลยต้องแต่งหน้า... ฉันช้าเองค่ะ!	SuperStar	SuperStar	SuperStar	SuperStar	SuperStar	ซูเปอร์สตาร์
1078	1	77:chat_expression_311005	18:npc_icon_656_1	18:npc_icon_610_1	18:npc_icon_610_1	1	0	1	1		c5aece32e6e19bfcfa33d411f59f2f3f	特莉丝	特莉絲	Triss	トリス	트리스	ทริส													SuperStar	SuperStar	SuperStar	SuperStar	SuperStar	ซูเปอร์สตาร์
1079			18:npc_icon_656_1	18:npc_icon_610_1	18:npc_icon_610_1	1	0	1	1		cc451600fe92ec2d62b16da50c58b1fc	特莉丝	特莉絲	Triss	トリス	트리스	ทริส	今天有演出吗？	今天有演出嗎？	Is there a performance today?	今日もライブがあるのでしょうか？	오늘 공연 있나요?	วันนี้มีโชว์ไหมคะ?	今天有演出吗？	今天有演出嗎？	Is there a performance today?	今日もライブがあるのでしょうか？	오늘 공연 있나요?	วันนี้มีโชว์ไหมคะ?	SuperStar	SuperStar	SuperStar	SuperStar	SuperStar	ซูเปอร์สตาร์
1080			18:npc_icon_656_1	18:npc_icon_493_1	18:npc_icon_493_1	1	0	1	1		64db81e3ae689139f48964106607d9f9	守护最好的丑猫殿	守護最好的醜貓殿	Guardian_of_The_Goofy_Cat	ぶさにゃん殿下最高	커글리 전하 수호자	คนเฝ้าบ้านเจ้าเหมียวขี้เหร่	那当然！本小姐好不容易洗清嫌疑，一定要好好表演一下才行！	那當然！本小姐好不容易洗清嫌疑，一定要好好表演一下才行！	Of course! I've finally cleared my name, so I must put on a great show!	当たり前でしょ？潔白を証明したからには思う存分パフォーマンスしなきゃ！	그건 물론이지! 내가 이렇게 어렵게 혐의를 벗었는데, 제대로 한 번 공연해야 하지 않겠어!	แน่นอนสิ! ในที่สุดฉันก็พิสูจน์ความบริสุทธิ์ได้แล้ว ต้องแสดงให้เต็มที่หน่อยแล้ว!	那当然！本小姐好不容易洗清嫌疑，一定要好好表演一下才行！	那當然！本小姐好不容易洗清嫌疑，一定要好好表演一下才行！	Of course! I've finally cleared my name, so I must put on a great show!	当たり前でしょ？潔白を証明したからには思う存分パフォーマンスしなきゃ！	그건 물론이지! 내가 이렇게 어렵게 혐의를 벗었는데, 제대로 한 번 공연해야 하지 않겠어!	แน่นอนสิ! ในที่สุดฉันก็พิสูจน์ความบริสุทธิ์ได้แล้ว ต้องแสดงให้เต็มที่หน่อยแล้ว!	SuperStar	SuperStar	SuperStar	SuperStar	SuperStar	ซูเปอร์สตาร์
