groupId	startId	timelinePath	Is2D	status	hash	title	title_zh_TW	title_en_UK	title_ja_JP	title_ko_KR	title_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
1003071	1		0	1	d7f1a8c78c2fd4aee61a81f423607155	正义的阴影	正義的陰影	Shadows of Justice	正義の影	정의의 그림자	เงาของความยุติธรรม	由于劳累引发身体异常，你<color=#fc14a8>被送往情绪干预中心</color>。\n<color=#fc14a8>斐克医生的诊断</color>让人十分不安，此时，<color=#fc14a8>重症区突发事件</color>，紧急前往支援，<color=#fc14a8>与军方特派员奥尔嘉对峙</color>。	由於勞累引發身體異常，你<color=#fc14a8>被送往情緒干預中心</color>。\n<color=#fc14a8>斐克醫生的診斷</color>讓人十分不安，此時，<color=#fc14a8>重症區突發事件</color>，緊急前往支援，<color=#fc14a8>與軍方特派員奧爾嘉對峙</color>。	Overwhelmed by exhaustion, you suffer a physical breakdown and are <color=#fc14a8>taken to the ERC</color>. <color=#fc14a8>Dr. Frek's diagnosis</color> is unsettling. Just then, a <color=#fc14a8>crisis erupts in the critical care ward</color>. As you hurry to lend a hand, you're <color=#fc14a8>met with resistance from Olga, a stern military liaison</color>.	疲労が原因であなたは体調を崩し、<color=#fc14a8>ERC</color>に搬送されることになった。\n<color=#fc14a8>フェイク医師から受ける診断結果の説明</color>は衝撃的なものだった。その時、<color=#fc14a8>重症治療エリアで緊急事態</color>が発生し、急いで支援に向かったら、そこに立ちふさがっていたのは、<color=#fc14a8>軍の派遣員オルガ</color>だった。	과로로 인한 신체적 이상으로 당신은 <color=#fc14a8>이모션 컨트롤 센터로 이송</color>되고, <color=#fc14a8>프렉 의사의 진단</color>은 사람을 불안하게 만든다.\n그때, <color=#fc14a8>중증 구역에서 돌발사건</color>이 발생하고, 긴급 지원을 위해 출동한 당신은 <color=#fc14a8>군부의 특파원 올가와 대치</color>하게 된다.	เนื่องจาก​ความ​เหนื่อยล้า​ทำให้​ร่างกาย​ผิดปกติ​ คุณ​<color=#fc14a8>ถูกส่งตัวไปศูนย์เยียวยาพาโธซิส</color>​\n<color=#fc14a8>การวินิจฉัยของดอกเตอร์ฟิค</color>​ทำให้​รู้สึก​ไม่​สบายใจ​อย่าง​มาก​ ขณะนั้น​ <color=#fc14a8>เกิดเหตุในแผนกผู้ป่วยหนัก</color>​ คุณ​จึง​รีบ​ไป​ช่วยเหลือ​และ​<color=#fc14a8>เผชิญหน้ากับออลก้า ตัวแทนทหาร</color>​
1003081	1		0	1	1e08c3c42883faabaaf4af456142e2ad	记忆深处	記憶深處	Memories Beneath	記憶の奥深く	기억의 깊은 곳	ส่วนลึกของความทรงจำ	受到刺激的患者情绪恶化，引发<color=#fc14a8>集体傀化危机</color>，为了阻止众多患者傀化，小队与军方派遣员奥尔嘉共同作战。	受到刺激的患者情緒惡化，引發<color=#fc14a8>集體傀化危機</color>，為了阻止眾多患者傀化，小隊與軍方派遣員奧爾嘉共同作戰。	The triggered patients, their conditions deteriorating, spark a <color=#fc14a8>mass Affliction</color>. To stem the tide, your squad unites with Olga to counter the looming threat.	刺激を受けた患者たちは病状が悪化し、<color=#fc14a8>集団傀化の</color>が起こってしまった。患者たちの傀化を阻止するために、軍の派遣員オルと手を組むことになった。	자극을 받아 이모션이 악화된 환자들에게 <color=#fc14a8>집단 퍼펫화 위기</color>가 찾아오고, 퍼펫화를 막기 위해 소대는 군부의 특파원 올가와 공동으로 작전을 수행한다.	คนไข้​ที่​ถูก​กระตุ้น​มี​อาการ​แย่​ลง​ นำไปสู่​<color=#fc14a8>วิกฤตหุ่นเชิดหมู่</color>​ เพื่อ​ป้องกัน​ไม่​ให้​คนไข้​จำนวนมาก​กลายเป็น​หุ่นเชิด​ ทีม​จึง​ต่อสู้​ร่วมกับ​ออ​ลก้า​ ผู้​ที่​ถูก​ส่งตัว​มาจาก​ทาง​กองทัพ​
1003083	1		0	1	670f0459103d4c0155ec0de2b88b9cc2	记忆深处	記憶深處	Memories Beneath	記憶の奥深く	기억의 깊은 곳	ส่วนลึกของความทรงจำ	依依在<color=#fc14a8>安抚患者情绪</color>方面发挥了重要作用，也让大家看到了<color=#fc14a8>福利机构的隐患</color>，最终你决定将她带回。\n离开前，众人在医生建议下前往<color=#fc14a8>观看特莉丝的义演</color>。	依依在<color=#fc14a8>安撫患者情緒</color>方面發揮了重要作用，也讓大家看到了<color=#fc14a8>福利機構的隱患</color>，最終你決定將她帶回。\n離開前，眾人在醫生建議下前往<color=#fc14a8>觀看特莉絲的義演</color>。	Elle plays a pivotal role in <color=#fc14a8>pacifying the patients</color>, revealing the <color=#fc14a8>pitfalls within the welfare premise</color>. You decide to take her under your wing. Before leaving, the Doc recommends attending <color=#fc14a8>Triss's charity concert</color>.	エリーは<color=#fc14a8>患者たちの情緒を落ち着かせる</color>ことに大きな役割を果たした。この一件で、このままでは<color=#fc14a8>エリーの安全が心配</color>なため、あなたたちは彼女をレストランに連れ戻すことにした。\n帰る前に、医者に<color=#fc14a8>トリスの慈善公演を見に行く</color>ことを勧められた。	엘리는 <color=#fc14a8>환자의 감정을 달래는 데</color> 중요한 역할을 하고, 사람들에게 <color=#fc14a8>복지 시설의 숨겨진 위험성</color>을 보여준다. 결국, 당신은 엘리를 다시 데려가기로 한다.\n떠나기 전, 사람들은 의사의 권유로 <color=#fc14a8>트리스의 자선 공연을 관람</color>하기로 한다.	เอ​ล​ลี่​แสดงบทบาท​สำคัญ​ใน​<color=#fc14a8>การปลอบประโลมจิตใจคนไข้</color>​ ทำให้​ทุกคน​เห็น​<color=#fc14a8>ความเสี่ยงหากส่งเธอไปอยู่ที่สถานสงเคราะห์</color>​ สุดท้าย​คุณ​ตัดสินใจ​พา​เธอ​กลับ​ไป​\nก่อน​จากไป​ ตามคำแนะนำ​ของ​หมอ​ ทุกคน​จึง​ได้​<color=#fc14a8>ไปชมการแสดงของทริส</color>​
1003091	1		0	1	93cfd38862296825b3817cf9ff02dd7a	心之声	心之聲	Voice of the Heart	心の声	마음의 소리	เสียงหัวใจ	特莉丝的歌声治愈了众人。义演结束，特莉丝向小队提出了<color=#fc14a8>调查委托——调查福利院人口失踪</color>的事件。\n作为答谢，<color=#fc14a8>特莉丝与达利娅共同努力</color>，借助区域调查任务，<color=#fc14a8>解决了绪能点调查权限问题</color>。此时，一名患者突发傀化……	特莉絲的歌聲治癒了眾人。義演結束，特莉絲向小隊提出了<color=#fc14a8>調查委託——調查福利院人口失蹤</color>的事件。\n作為答謝，<color=#fc14a8>特莉絲與達利婭共同努力</color>，借助區域調查任務，<color=#fc14a8>解決了緒能點調查許可權問題</color>。此時，一名患者突發傀化……	Triss's melodious voice has a healing effect on all who listen. Post-concert, Triss confides in the squad with a new <color=#fc14a8>investigation—to unravel the mystery of the vanished residents from the welfare home</color>. As a token of gratitude, <color=#fc14a8>Triss and Dahlia collaborate</color> to leverage the regional investigation mission and <color=#fc14a8>resolve the issue of clearance for investigating the Pathos Drop Point</color>. At that very instant, a patient is suddenly overcome by Affliction...	トリスの歌はメンバーたちの心を癒した。慈善公演が終了すると、トリスはベイカーキャットに<color=#fc14a8>スターライトの失踪事件の調査</color>をお願いした。\n依頼承諾のお礼として、<color=#fc14a8>トリスはダリアと協力</color>して、地域ミッションを通じて<color=#fc14a8>ドロップポイントの調査権限</color>を開放してくれたそうだ。ちょうどその時、ある患者が前触れもなく儡化した。	트리스의 노래로 모두가 힐링을 받았다. 자선 공연이 끝난 후, 트리스는 소대에게 <color=#fc14a8>복지 센터 실종 사건 조사</color>를 의뢰했다.\n감사의 표시로, <color=#fc14a8>트리스와 달리아는 함께 노력하여</color>, 지역 조사 미션을 통해 <color=#fc14a8>이모션 에너지 스팟 조사 권한 문제를 해결했다</color>. 이때, 한 환자가 갑자기 퍼펫화되었다…	เสียงเพลง​ของ​ท​ริ​ส​เยียวยา​ทุกคน​ หลัง​จบ​การแสดง​ ท​ริ​ส​<color=#fc14a8>ขอให้คุณช่วยเธอสืบสวนเหตุการณ์คนหายจากสถานสงเคราะห์</color>​\nเพื่อ​ตอบแทน​ <color=#fc14a8>ทริสและดาเลียจะร่วมมือกัน</color>​ ใช้​ภารกิจ​สืบสวน​พื้นที่​<color=#fc14a8>แก้ปัญหาสิทธิ์ในการสืบสวนจุดพาโธสรั่วไหล</color>​ ขณะนั้น​เอง​ คนไข้​คน​หนึ่ง​กลายเป็น​หุ่นเชิด​กะทันหัน​...​
1003141	1		0	1	b5ef587817b762182533da9d415b233a	梦女郎	夢女郎	Lady from the Dream	夢見る少女	꿈의 여인	สาวในความฝัน	深夜，你的梦境遭到<color=#fc14a8>神秘美丽的猫族女郎入侵</color>，在梦中与她展开战斗。	深夜，你的夢境遭到<color=#fc14a8>神秘美麗的貓族女郎入侵</color>，在夢中與她展開戰鬥。	In the dead of night, your dreams are infiltrated by an <color=#fc14a8>enigmatic and alluring Felinian lady</color>. You engage in a battle within your dream world.	真夜中、夢の中に<color=#fc14a8>神秘的で美しいフェリニアンスの女性</color>が現れた。	한밤중, 당신의 꿈속에 <color=#fc14a8>신비롭고 아름다운 캣족 여성이 침입</color>했고, 꿈속에서 그녀와 전투를 벌였다.	กลางดึก​ ความฝัน​ของ​คุณ​ถูก​<color=#fc14a8>หญิงสาวเผ่าแมวแสนสวยและลึกลับบุกรุก</color>​ คุณ​จึง​เริ่ม​ต่อสู้​กับ​เธอ​ใน​ความฝัน​
1003143	1		0	1	5438ddb6ac8b5a6678ee18354aad0ccf	梦女郎	夢女郎	Lady from the Dream	夢見る少女	꿈의 여인	สาวในความฝัน	猫族女郎<color=#fc14a8>自称祈</color>，被你的梦境吸引，似乎知道许多秘密。\n离开前，她向你透露<color=#fc14a8>「工厂怪谈」和南港区绪能点</color>的线索，并邀请你到<color=#fc14a8>耀州区会面</color>。\n清晨，你被<color=#fc14a8>隔壁花店老板法夕黛</color>吵醒，为表达歉意，她送来了郁金香花束。	貓族女郎<color=#fc14a8>自稱祈</color>，被你的夢境吸引，似乎知道許多秘密。\n離開前，她向你透露<color=#fc14a8>「工廠怪談」和南港區緒能點</color>的線索，並邀請你到<color=#fc14a8>耀州區會面</color>。\n清晨，你被<color=#fc14a8>隔壁花店老闆法夕黛</color>吵醒，為表達歉意，她送來了鬱金香花束。	This Felinian lady <color=#fc14a8>introduces herself as Qi</color>, revealing that she's drawn to your dreams and seems to hold the key to numerous secrets. As she vanishes into the dream, she imparts clues regarding the <color=#fc14a8>"Factory Paranormals" and the Pathos Drop Point in Southport</color>, extending an invitation to meet at <color=#fc14a8>Yaozhou</color>. At dawn, you're abruptly roused by <color=#fc14a8>Felicia, proprietor of the local flower shop</color>. In a gesture of apology, she offers you a bouquet of vibrant tulips.	激戦の末、フェリニアンスの女性は<color=#fc14a8>祈と名乗り</color>、あなたの夢に引き寄せられてきたという。どうも彼女は多くの秘密を知っているようだ。\n夢から目覚める前に、彼女は<color=#fc14a8>「工場怪談」と南港区のドロップポイント</color>の情報を教えてくれて、<color=#fc14a8>耀州区</color>でまた会おうと誘った。\n早朝、<color=#fc14a8>隣の花屋のオーナー、ファルスタ</color>が花瓶を割ってしまい、あなたはその騒音をたどって様子見に行くと、彼女からお詫びとしてチューリップの花をもらった。	캣족 여성은 <color=#fc14a8>자기 이름을 기라고</color> 했으며, 그녀는 당신의 꿈에 이끌려 온 것 같고 많은 비밀을 알고 있는 것 같았다.\n떠나기 전, 그녀는 당신에게 <color=#fc14a8>「공장 괴담」과 사우스포트 이모션 에너지 스팟</color>에 대한 단서를 알려주고, <color=#fc14a8>요주 타운에서 만나자고 당신을 초대</color>했다.\n아침에, 당신은 옆집 <color=#fc14a8>꽃집 주인 파르시타</color>의 소리에 잠에서 깨었고, 그녀는 사과의 표시로 튤립 꽃다발을 보냈다.	หญิงสาว​เผ่า​แมว​แนะนำตัว​ว่า​ชื่อ​ <color=#fc14a8>ฉี</color>​ ถูก​ดึงดูด​ด้วย​ความฝัน​ของ​คุณ​ ดูเหมือน​เธอ​จะ​รู้​ความลับ​มากมาย​\nก่อน​จากไป​ เธอ​บอก​เบาะแส​เกี่ยวกับ​ <color=#fc14a8>"เรื่องประหลาดในโรงงาน" และจุดพาโธสรั่วไหลเขตทะเลใต้</color>​ และ​เชิญ​คุณ​ไป​<color=#fc14a8>พบกันที่เขตเหยาโจว</color>​\nเช้า​วันรุ่งขึ้น​ คุณ​ถูก​<color=#fc14a8>เฟริเซีย เจ้าของร้านดอกไม้ข้างๆ</color>​ปลุก​ เพื่อ​ขอโทษ​ เธอ​จึง​มอบ​ช่อดอก​ทิวลิป​ให้​
1003151	1		0	1	6056780503903f88993d008cb56c2354	重启调查	重啟調查	Resuming Investigation	リスタート調査	재조사 시작	เริ่มสืบสวนอีกครั้ง	餐厅的食客提供了吃人工厂的真实事例，侧面验证了工厂怪谈存在。\n然而，网上的相关信息全部被清理，幸运的是<color=#fc14a8>艾可是「白猫侦探社」成员</color>，而社内收录有全部怪谈资料。\n在前往侦探社的途中，你们遭遇伏击。	餐廳的食客提供了吃人工廠的真實事例，側面驗證了工廠怪談存在。\n然而，網上的相關資訊全部被清理，幸運的是<color=#fc14a8>艾可是「白貓偵探社」成員</color>，而社內收錄有全部怪談資料。\n在前往偵探社的途中，你們遭遇伏擊。	Someone at the cafe shares credible tales of man-eating factories, indirectly substantiating the existence of these chilling narratives. However, all related online information has been scrubbed. Fortunately, <color=#fc14a8>Echo, a member of the "Furrmeow Detectives,"</color> has archived data on these Paranormals. En route to this agency, you get ambushed.	レストランのお客さんから、不思議な人食い工場の存在を裏付ける話を教えてもらった。\nところが、ネット上の関連情報はすべて消されていた。幸いにも<color=#fc14a8>アイコが入っている秘密結社、「白猫探偵社」</color>は話題になった怪談の情報をオフラインで保管しているらしい。\n探偵社へ向かう途中、待ち伏せに遭遇することに。	카페테리아의 손님들이 제공한 식인 공장의 실제 사례는 공장 괴담이 실제로 존재하는 것을 간접적으로나마 확인시켜 주었다.\n그러나 온라인상의 관련 정보는 모두 삭제되었고, 다행히 <color=#fc14a8>에코는 '화이트캣 탐정사무소'의 멤버</color>였으며, 사무소 내에는 모든 괴담 자료가 수집되어 있었다.\n탐정사무소로 가는 도중, 팀은 매복 공격을 받았다.	ลูกค้า​ใน​ร้าน​ให้​ข้อ​มูลกรณี​กี่​ยว​กับ​โรงงาน​กิน​คน​ ยืนยัน​ว่า​เรื่อง​ประหลาด​โรงงาน​มี​อยู่​จริง​ อย่างไรก็ตาม​ ข้อมูล​ที่​เกี่ยวข้อง​ทั้งหมด​ใน​อินเทอร์เน็ต​ถู​กลบ​ โชคดี​ที่​<color=#fc14a8>เอคโคเป็นสมาชิก "สำนักงานนักสืบไวท์แคท"</color>​ และ​ใน​สำนักงาน​มี​บันทึก​เรื่อง​ประหลาด​ไว้​ทั้งหมด​ แต่​ระหว่างทาง​ไป​สำนักงาน​นักสืบ​ พวกคุณ​กลับ​ถูก​ดัก​โจมตี​
1003161	1		0	1	b27161fef31d1e252ab0255c3aa48a71	老朋友	老朋友	Old Friend	古い友人	오랜 친구	เพื่อนเก่า	伏击者竟然是熟悉的人，原来伏击者是和<color=#fc14a8>非天艾可认识的雇佣兵海蕾</color>。\n不满于海蕾手下留情，<color=#fc14a8>雇主出场</color>，你认出他<color=#fc14a8>是神秘医生身边的人</color>，但他似乎<color=#fc14a8>对你也非常熟悉</color>。	伏擊者竟然是熟悉的人，原來伏擊者是和<color=#fc14a8>非天艾可認識的雇傭兵海蕾</color>。\n不滿於海蕾手下留情，<color=#fc14a8>雇主出場</color>，你認出他<color=#fc14a8>是神秘醫生身邊的人</color>，但他似乎<color=#fc14a8>對你也非常熟悉</color>。	To everyone's surprise, the assailant is a known face—<color=#fc14a8>Hireling Hailey, known to both Asura and Echo</color>. Unsatisfied with Hailey's leniency, the <color=#fc14a8>employer appears</color>—one whom you recognize <color=#fc14a8>as being associated with the Mysterious Doc</color>, yet he seems <color=#fc14a8>inexplicably familiar to you as well</color>.	待ち伏せしていたのは、<color=#fc14a8>アスラの知り合い、傭兵ヘイリー</color>だったことが判明した。\nヘイリーの情け容赦に不満を感じ、<color=#fc14a8>雇い主が自ら姿を現した</color>。あなたは彼が、夢に登場した<color=#fc14a8>謎の医者のそばにいた人物</color>だと思い出した。<color=#fc14a8>相手もあなたのことをよく知っている</color>ように見えた。	매복한 공격자는 낯익은 얼굴로, 그녀는 <color=#fc14a8>아수라와 에코가 아는 사이인 용병 헤일리</color>였다.\n헤일리가 손을 썼음에도 불만을 가진 <color=#fc14a8>고용주가 등장</color>했고, 당신은 그가 <color=#fc14a8>수상한 의사의 주변 인물</color>임을 알아봤으나, 그는 당신과도 <color=#fc14a8>매우 가까운 사이인 것처럼</color> 보였다.	ผู้​โจมตี​กลับเป็น​คนคุ้นเคย​ ที่แท้​เป็น​<color=#fc14a8>เฮย์ลีย์ ทหารรับจ้างที่รู้จักกับอาสึระและเอคโค</color>​\nผู้ว่าจ้าง​ไม่​พอใจ​ที่​เฮย์ลีย์​ออม​มือ​ <color=#fc14a8>จึงปรากฏตัวเอง</color>​ คุณ​จำได้​ว่า​เขา​<color=#fc14a8>เป็นคนของดอกเตอร์ลึกลับ</color>​ แต่​ดูเหมือน​เขา​จะ​<color=#fc14a8>รู้จักคุณเป็นอย่างดีด้วย</color>​
1003163	1		0	1	3ae2d6623786dca817fb41d663f6d818	老朋友	老朋友	Old Friend	古い友人	오랜 친구	เพื่อนเก่า	小队实力不足以击败阿嘘，此时，<color=#fc14a8>神秘猫族出面解围</color>。\n阿嘘和你达成约定，如果你能打败他，他就会<color=#fc14a8>告诉你一个秘密</color>。\n你们决定<color=#fc14a8>前往无回者联盟</color>提升实力。	小隊實力不足以擊敗阿噓，此時，<color=#fc14a8>神秘貓族出面解圍</color>。\n阿噓和你達成約定，如果你能打敗他，他就會<color=#fc14a8>告訴你一個秘密</color>。\n你們決定<color=#fc14a8>前往無回者聯盟</color>提升實力。	Outmatched by Ozul, you are saved by the <color=#fc14a8>sudden intervention of a mysterious Felinian</color>. Ozul proposes a deal: Defeat him, and he will <color=#fc14a8>reveal a secret</color>. You agree and decide to visit the <color=#fc14a8>League of Outcasts</color> to train and enhance your strength.	ベイカーキャットの実力ではキョーヤを倒せなかった。その時、<color=#fc14a8>謎のフェリニアンスの女性が現れ、加勢してくれた</color>。\n自分を倒すことができたら、<color=#fc14a8>一つの秘密を教えやる</color>とキョーヤが約束する。\n手っ取り早く戦力を上げるために、<color=#fc14a8>パンデモニウム連盟</color>へ向かうことにした。	소대의 실력은 허쉬를 이기기에 충분하지 않았고, 그때 <color=#fc14a8>신비한 캣족이 나타나 상황을 해결</color>해 주었다.\n허쉬와 당신은 약속을 하게 되었는데, 만약 당신이 그를 이길 수 있다면, 그는 당신에게 <color=#fc14a8>비밀 하나를 알려줄 것</color>이라고 했다. 팀은 실력을 향상시키기 위해 <color=#fc14a8>네버백 연맹으로 가기로 결정</color>했다.	ทีม​ไม่​มี​กำลัง​พอ​จะ​เอาชนะ​ชู​ แต่​ใน​ตอนนั้น​ <color=#fc14a8>คนจากเผ่าแมวลึกลับปรากฏตัวมาช่วย</color>​\nชู​ตกลง​กับ​คุณ​ว่า​ถ้า​คุณ​เอาชนะ​เขา​ได้​ เขา​จะ​<color=#fc14a8>บอกความลับหนึ่งอย่าง</color>​กับ​คุณ​\nพวกคุณ​ตัดสินใจ​<color=#fc14a8>ไปที่สหพันธ์ไม่หวนคืน</color>​เพื่อ​เพิ่ม​พลัง​
1004051	1		0	1	d78a9d78175ea9f11652896326a228d6	记忆回环	記憶回環	Loop of Memory	記憶のループ	기억의 회귀	ลูปความทรงจำ	实力提升，再次<color=#fc14a8>应战阿嘘</color>。	實力提升，再次<color=#fc14a8>應戰阿噓</color>。	With newfound power, you <color=#fc14a8>challenge Ozul once more</color>.	戦力が大きくアップした今、もう一度<color=#fc14a8>キョーヤ</color>に挑もう。	실력을 향상시킨 후, 다시 <color=#fc14a8>허쉬에게 도전</color>한다.	เพิ่ม​พลัง​แล้ว​ <color=#fc14a8>ท้าสู้กับชูอีกครั้ง</color>​
1004053	1		0	1	a869ddfa2a57e21e2a76a8103753a93e	记忆回环	記憶回環	Loop of Memory	記憶のループ	기억의 회귀	ลูปความทรงจำ	击败阿嘘，对方提供了<color=#fc14a8>K先生的重要情报</color>，并暴露<color=#fc14a8>和你过去就认识</color>的信息，你陷入沉思。\n考虑到众人已经精疲力尽，而且依依还在餐厅等待，你们决定第二天再继续调查。	擊敗阿噓，對方提供了<color=#fc14a8>K先生的重要情報</color>，並暴露<color=#fc14a8>和你過去就認識</color>的資訊，你陷入沉思。\n考慮到眾人已經精疲力盡，而且依依還在餐廳等待，你們決定第二天再繼續調查。	Victorious, you receive <color=#fc14a8>vital information about Mr. K</color> and the revelation that Ozul has <color=#fc14a8>known you from your past</color>. You are left pondering the implications. Exhausted and with Elle waiting at the cafe, you put off further investigation until the next day.	戦いに敗れたキョーヤから、<color=#fc14a8>Mr・Kに関する重要な情報</color>と、<color=#fc14a8>二人は昔から知り合いだったこと</color>がわかった。\n一連の出来事でメンバーたちが疲れきっていた。さらにレストランでエリーが待っていることを考え、調査を続けるのは明日からにしようということにした。	허쉬를 이기고, 상대방은 <color=#fc14a8>미스터 K에 대한 중요한 정보</color>를 제공하고, 당신과 <color=#fc14a8>과거에 이미 알고 있었다는 정보</color>를 알려줬다. 당신은 깊은 생각에 잠겼다.\n모두 이미 지친 상태이고, 게다가 엘리가 카페테리아에서 기다리고 있으니, 팀에서는 다음 날 조사를 계속하기로 결정했다.	เมื่อ​เอาชนะ​ชู​ได้​ อีก​ฝ่าย​ให้​<color=#fc14a8>ข้อมูลสำคัญเกี่ยวกับมิสเตอร์เค</color>​ และ​เปิดเผย​ว่า​<color=#fc14a8>รู้จักกับคุณมาก่อน</color>​ คุณ​จม​อยู่​ใน​ความคิด​มากมาย​ แต่​เนื่องจาก​ทุกคน​เหนื่อยล้า​ และ​เอ​ล​ลี่​ยัง​รอ​อยู่​ที่​ร้าน​ พวกคุณ​จึง​ตัดสินใจ​สืบสวน​ต่อ​ใน​วันพรุ่งนี้​
1004091	1		0	1	06b09e1f5b9a6708b749fd3884d70e12	白猫侦探社	白貓偵探社	Furrmeow Detectives	白猫探偵社	화이트캣 탐정 사무소	สำนักงานนักสืบไวท์แคท	来到白猫侦探社，艾可提醒大家此处<color=#fc14a8>布置了耀州古阵法</color>。\n然而，她却自己<color=#fc14a8>带错了路</color>，小队遭遇困在阵法中的傀化物……	來到白貓偵探社，艾可提醒大家此處<color=#fc14a8>佈置了耀州古陣法</color>。\n然而，她卻自己<color=#fc14a8>帶錯了路</color>，小隊遭遇困在陣法中的傀化物……	Arriving at the Furrmeow Detectives, Echo warns that the place is protected by <color=#fc14a8>Yaozhou Trappistry</color>. Ironically, she then <color=#fc14a8>misreads the path</color>, leading the squad into a trap set by Anomalies.	白猫探偵社に到着すると、この場所に<color=#fc14a8>光輝大陸の古代法陣が設置されている</color>とアイコがみんなに注意を促す。\nところが今回の案内役ことアイコ本人が<color=#fc14a8>道を間違えてしまい</color>、小隊は魔法陣に閉じ込められた傀化物と遭遇してしまうことに……	화이트캣 탐정사무소에 도착했을 때, 에코는 모두에게 이곳에 <color=#fc14a8>요주의 고대 진법</color>이 설치되어 있다고 상기시켰다.\n그러나 그녀는 자신이 <color=#fc14a8>잘못된 길을 안내했다는 것</color>을 깨닫고, 소대는 진법 안에 갇힌 퍼펫과 마주하게 되었다…	เมื่อ​มาถึง​สำนักงาน​นักสืบ​ไวท์​แค​ท​ เอ​ค​โค​เตือน​ทุกคน​ว่า​ที่นี่​<color=#fc14a8>มีกลไกโบราณของเหยาโจว</color>​\nอย่างไรก็ตาม​ เธอ​กลับ​<color=#fc14a8>นำทางไปผิดที่</color>​ และ​เจอ​เข้ากับ​หุ่นเชิด​ที่​ติด​อยู่​ใน​กลไก​...​
1004093	1		0	1	e22f1476f7046b5be179b6a011d2471a	白猫侦探社	白貓偵探社	Furrmeow Detectives	白猫探偵社	화이트캣 탐정 사무소	สำนักงานนักสืบไวท์แคท	<color=#fc14a8>白猫侦探社社长铃和可可出场</color>，原来<color=#fc14a8>侦探社也是绪能点</color>，其实一直都存在，但直至最近才被议会重视。\n南弥生的秘密暴露，<color=#fc14a8>代号灰雾的她</color>，得到了小队的信任。	<color=#fc14a8>白貓偵探社社長鈴和可可出場</color>，原來<color=#fc14a8>偵探社也是緒能點</color>，其實一直都存在，但直至最近才被議會重視。\n南彌生的秘密暴露，<color=#fc14a8>代號灰霧的她</color>，得到了小隊的信任。	<color=#fc14a8>The Furrmeow Detectives' leaders, Linn and Cody, appear</color>. They reveal that the <color=#fc14a8>Furrmeow Detectives itself is a Pathos Drop Point</color>, always active, but only recently acknowledged by the council. Minami's true allegiance is revealed as her codename, <color=#fc14a8>Ashen Mist</color>, is exposed, but she earns the squad's trust.	一行が法陣に閉じ込められたが、そこに登場したのは<color=#fc14a8>ココと白猫探偵社の社長であるリン</color>だった。彼らの話によると、<color=#fc14a8>探偵社がドロップポイントである</color>ことはとっくにわかっていたが、なぜか最近まで議会に見向きもされていなかったそうだ。\n<color=#fc14a8>コードネーム、グレイミスト</color>という正体が明らかになり、南弥生はメンバーたちから莫大な信頼を得た。	<color=#fc14a8>화이트캣 탐정사무소 사장 린과 코코가 등장</color>했다. 원래 <color=#fc14a8>탐정사무소도 이모션 에너지 스팟</color>였으며, 사실 항상 존재해왔지만 최근에야 의회에서 중요하게 여겨지기 시작했다고 했다.\n미나미의 비밀이 드러나며, <color=#fc14a8>'그레이 미스트'라는 코드명을 가진 그녀</color>는 소대의 신임을 얻을 수 있었다.	<color=#fc14a8>ลินน์และโคโค่ ผู้นำสำนักงานนักสืบไวท์แคทปรากฏตัว</color>​ ที่แท้​<color=#fc14a8>สำนักงานนักสืบก็เป็นจุดพาโธสรั่วไหล</color>​ แม้​จะ​มี​อยู่​มา​ตลอด​ แต่​เพิ่ง​ได้รับ​ความสนใจ​จาก​สภา​เมื่อไม่นานมานี้​\nความลับ​ของ​มิ​นา​มิ​ถูก​เปิดเผย​ <color=#fc14a8>เธอมีโค้ดเนมว่าเกรย์มิสต์</color>​ และ​ได้รับ​ความไว้วางใจ​จาก​ทีม​
