relationId	cardId	cardname	relationCard	cardname2	buff	effectId	property	status	relationName	relationName_zh_TW	relationName_en_UK	relationName_ja_JP	relationName_ko_KR	relationName_th_TH
10600203	106002	幽灵社团	105001	障碍破坏	19000018	10000015	201;60	1	破障之灵	破障之靈	Barrier Breaker	障害破壊の霊	극복하는 정신	จิตพิชิตอุปสรรค
10600204	106002	幽灵社团	107001	烈火战线	19000032	10000029	302;0.09	1	鬼火调控	鬼火調控	Ghostfire Manipulation	鬼火の調節	위습 컨트롤	ควบคุมไฟปีศาจ
10600205	106002	幽灵社团	107005	雪地飞驰	19000019	10000016	301;200	1	雪色幽灵	雪色幽靈	Frost Phantom	雪の幽霊	눈의 유령	วิญญาณสีหิมะ
10600206	106002	幽灵社团	107008	继承者	19000019	10000016	301;200	1	暗夜幽灵	暗夜幽靈	Night Phantom	闇夜の幽霊	밤의 유령	วิญญาณแห่งราตรี
10600207	106002	幽灵社团	103021	心动疗愈	19000031	10000028	202;0.09	1	幽灵女仆	幽靈女僕	Ghostly Servant	幽霊メイド	고스트 메이드	วิญญาณเมด
10600208	106002	幽灵社团	137008	青之回旋	19000005	10000002	302;0.09	1	足球社团	足球社團	Soccer Club	サッカークラブ	축구클럽	ชมรมฟุตบอล
10600209	106002	幽灵社团	904026	落寞淑女	19000018	10000015	201;60	1	幽幽倩影	幽幽倩影	Ethereal Beauty	幽々たる艶姿	희미한 아름다움	เงาสลัว
10600210	106002	幽灵社团	904015	怪力巨兔	19000032	10000029	201;30	1	巨力幻形	巨力幻形	Greater Shapeshifter	ビッグイルージョン	거대한 힘의 변형	ภาพลวงตาสุดแกร่ง
10600211	106002	幽灵社团	102008	机械助理	19000019	10000016	301;200	1	科学力量	科學力量	Tech Force	サイエンスパワー	과학의 힘	พลังวิทยาศาสตร์
10600212	106002	幽灵社团	904001	憎恶斗者	19000019	10000016	301;200	1	幽冥斗者	幽冥鬥者	Spectral Warrior	幽霊闘士	유령의 전투가	นักสู้โลกวิญญาณ
10600801	106008	橘色纯真	105008	英雄憧憬	19000031	10000028	202;0.09	1	纯洁英雄	純潔英雄	Pure Hero	純粋なヒーロー	이노센스 히어로	วีรบุรุษผู้บริสุทธิ์
10600802	106008	橘色纯真	105006	海滩冒险	19000018	10000015	201;60	1	橘色海滩	橘色海灘	Tangerine Coast	オレンジビーチ	오렌지 비치	ชายหาดสีส้ม
10600803	106008	橘色纯真	105001	障碍破坏	19000018	10000015	201;60	1	纯真无碍	純真無礙	Innocent Route	純真無垢	순진무해	จริงใจไร้อุปสรรค
10600804	106008	橘色纯真	107001	烈火战线	19000032	10000029	302;0.09	1	橘色烈火	橘色烈火	Orange Blaze	オレンジファイア	오렌지색 열화	ไฟแรงสีส้ม
10600805	106008	橘色纯真	107005	雪地飞驰	19000019	10000016	301;200	1	纯净雪舞	純淨雪舞	Pristine Snow Dance	無垢な雪	순수한 눈의 춤	ระบำหิมะบริสุทธิ์
10600806	106008	橘色纯真	107008	继承者	19000019	10000016	301;200	1	橘色夜影	橘色夜影	Tangerine Nightshade	オレンジシャドウ	오렌지색 밤 그림자	เงาราตรีสีส้ม
10600807	106008	橘色纯真	121008	清道夫之夜	19000031	10000028	202;0.09	1	晨光初升	晨光初升	Dawn's Light	払暁の陽射し	아침 햇살	แสงแรกยามเช้า
10600808	106008	橘色纯真	111002	长夜冰冕	19000018	10000015	302;0.09	1	纯净冰雪	純淨冰雪	Pristine Frost	無垢な雪	깨끗한 눈	น้ำแข็งหิมะบริสุทธิ์
10600809	106008	橘色纯真	904026	落寞淑女	19000018	10000015	201;60	1	童年玩伴	童年玩伴	Kidhood Pals	幼き日々	어린 시절의 친구	เพื่อนเล่นสมัยเด็ก
10600810	106008	橘色纯真	904015	怪力巨兔	19000032	10000029	201;60	1	巨力比拼	巨力比拼	Titan Showdown	怪力対決	거대한 힘의 대결	วัดพลัง
10600811	106008	橘色纯真	103008	恬静时刻	19000019	10000016	301;200	1	纯真时光	純真時光	Innocent Times	純粋時間	순수한 시절	ช่วงเวลาอันบริสุทธิ์
10600812	106008	橘色纯真	904001	憎恶斗者	19000019	10000016	301;200	1	明暗两面	明暗兩面	Light & Shadow	光と闇	밝음과 어두움	ด้านสว่างและด้านมืด
10601001	106010	泳装竞速	105008	英雄憧憬	19000038	10000035	1303;0.11	1	鸭鸭英雄	鴨鴨英雄	Duck Hero	ダックヒーロー	오리 영웅	วีรบุรุษเป็ด
10601002	106010	泳装竞速	105006	海滩冒险	19000025	10000022	1303;0.09	1	海上浮鸭	海上浮鴨	Buoyant Quacker	マリンダック	바다 오리	เป็ดลอยน้ำทะเล
10601003	106010	泳装竞速	105002	纪律监督	19000012	10000009	1303;0.08	1	鸭鸭监督	鴨鴨監督	Duck Supervisor	アヒル監督	오리 감독	ผู้คุมเป็ด
10601004	106010	泳装竞速	107001	烈火战线	19000032	10000029	302;0.09	1	烈火狂鸭	烈火狂鴨	Fiery Quacker	烈火のダック	불타는 오리	เป็ดคลั่งไฟแรง
10601005	106010	泳装竞速	107005	雪地飞驰	19000019	10000016	301;200	1	雪地阳光	雪地陽光	Snowlight	雪の日のひだまり	눈 속의 햇빛	แสงอาทิตย์บนทุ่งหิมะ
10601006	106010	泳装竞速	107008	继承者	19000019	10000016	301;200	1	静默之鸭	靜默之鴨	Quiet Quack	サイレントダック	침묵의 오리	เป็ดที่เงียบสงบ
10601007	106010	泳装竞速	104001	绯红武士	19000038	10000035	1303;0.11	1	鸭鸭武士	鴨鴨武士	Quack Samurai	アヒル侍	오리 무사	เป็ดนักรบ
10601008	106010	泳装竞速	106002	幽灵社团	19000025	10000022	302;0.09	1	鸭鸭潜艇	鴨鴨潛艇	Quack Submarine	サブマリンダック号	오리 잠수함	เรือดำน้ำเป็ด
10601009	106010	泳装竞速	904026	落寞淑女	19000012	10000009	1303;0.08	1	鸭兔同笼	鴨兔同籠	Duck & Rabbit	鴨兎算	오리와 토끼	เป็ดกระต่ายร่วมกรง
10601010	106010	泳装竞速	904015	怪力巨兔	19000032	10000029	1303;0.09	1	怪力鸭鸭	怪力鴨鴨	Mighty Quacker	怪力ダック	괴력의 오리 	เป็ดพลังประหลาด
10601011	106010	泳装竞速	104003	封面女郎	19000019	10000016	301;200	1	鸭鸭的首刊	鴨鴨的首刊	Duckie's Debut	アヒルの写真集	오리의 첫 출판	วารสารฉบับแรกของเป็ด
10601012	106010	泳装竞速	904001	憎恶斗者	19000019	10000016	301;200	1	战斗吧鸭鸭	戰鬥吧鴨鴨	Fight On, Duckie!	戦えアヒル	싸우자 오리	สู้เถอะเจ้าเป็ด
10700101	107001	烈火战线	105008	英雄憧憬	19000033	10000030	603;0.07	1	烈火英雄	烈火英雄	Flame Hero	烈火のヒーロー	불타는 영웅	วีรบุรุษไฟแรง
10700102	107001	烈火战线	105001	障碍破坏	19000020	10000017	603;0.05	1	破火者	破火者	Firebreaker	ファイヤーブレイカー	파이어 브레이커	ผู้ทำลายเพลิง
10700103	107001	烈火战线	105002	纪律监督	19000007	10000004	603;0.045	1	火线监督	火線監督	Fireline Overseer	火線監督	전선 감독	ผู้คุมแนวหน้า
10700104	107001	烈火战线	106002	幽灵社团	19000040	10000037	1602;0.11	1	烈火幽魂	烈火幽魂	Flame Phantom	烈火の魂	불타는 유령	วิญญาณไฟแรง
10700105	107001	烈火战线	106001	搬运工	19000014	10000011	1602;0.08	1	火速搬运	火速搬運	Fiery Haul	急速搬送	총알 배송	ขนย้ายเร่งด่วน
10700106	107001	烈火战线	106010	不思议鸭鸭	19000027	10000024	1602;0.09	1	烈火狂鸭	烈火狂鴨	Fiery Quacker	烈火のダック	불타는 오리	เป็ดคลั่งไฟแรง
10700501	107005	雪地飞驰	105008	英雄憧憬	19000033	10000030	603;0.07	1	疾风英雄	疾風英雄	Gale Hero	疾風のヒーロー	질풍의 영웅	วีรบุรุษลมกรด
10700502	107005	雪地飞驰	105006	海滩冒险	19000020	10000017	603;0.05	1	冲浪专家	衝浪專家	Wave Rider	サーフィンマスター	서핑 전문가	ผู้เชี่ยวชาญ​การ​โต้คลื่น​
10700503	107005	雪地飞驰	105002	纪律监督	19000007	10000004	603;0.045	1	雪场安全员	雪場安全員	Snowfield Guard	スキーパトロール	스키안전담당자	ยามสนามหิมะ
10700504	107005	雪地飞驰	103021	心动疗愈	19000036	10000033	903;0.15	1	心动之速	心動之速	Speed of Heart	ドキドキスピード	심박수	จังหวะหัวใจ
10700505	107005	雪地飞驰	103008	恬静时刻	19000023	10000020	903;0.1	1	雪中暖意	雪中暖意	Warmth in Snow	温かい雪の日	설중난기	ความอบอุ่นกลางหิมะ
10700506	107005	雪地飞驰	103002	纯真拜访者	19000023	10000020	903;0.1	1	纯白之旅	純白之旅	Pristine Odyssey	純白の旅路	순백의 여정	การเดินทางอันบริสุทธิ์
10700801	107008	继承者	106002	幽灵社团	19000031	10000028	202;0.09	1	暗夜幽灵	暗夜幽靈	Night Phantom	闇夜の幽霊	밤의 유령	วิญญาณแห่งราตรี
10700802	107008	继承者	106001	搬运工	19000004	10000001	101;20	1	夜行承运	夜行承運	Nocturnal Delivery	夜間輸送	야간 배송	ขนส่งยามราตรี
10700803	107008	继承者	106008	橘色纯真	19000017	10000014	101;50	1	纯真启示	純真啟示	Pure Insight	純真なる啓示	순수한 계시	การชี้แนะที่จริงใจ
10700804	107008	继承者	103007	浮世谣	19000034	10000031	703;0.15	1	传世韵律	傳世韻律	Timeless Melody	流伝された韻律	구전가요	บทเพลงข้ามกาลเวลา
10700805	107008	继承者	103019	枕边童话	19000008	10000005	703;0.09	1	童心启明	童心啟明	Enlightenment of Innocence	無邪気な心	동심계명	จิตบริสุทธิ์เปิดโลก
10700806	107008	继承者	103002	纯真拜访者	19000021	10000018	703;0.1	1	清心指引	清心指引	Chaste Guidance	清心への導き	청심인기	จิตสะอาดชี้นำ
10800101	108001	战略潜艇	101013	森林守护者	19000033	10000030	603;0.07	1	深海森林	深海森林	Abyssal Forest	深海森林	오션 포레스트	ป่าทะเลลึก
10800102	108001	战略潜艇	101011	棒球龙魂	19000020	10000017	603;0.05	1	深海龙魂	深海龍魂	Deepsea Dragon	深海ドラゴン	오션 드래곤 소울	โซลมังกรทะเลลึก
10800103	108001	战略潜艇	101005	涂鸦战争	19000007	10000004	603;0.045	1	深海涂鸦	深海塗鴉	Deepsea Graffiti	深海グラフィティ	오션 그래피티	กราฟิตี้ทะเลลึก
10800104	108001	战略潜艇	104001	绯红武士	19000034	10000031	703;0.15	1	深海武士	深海武士	Deepsea Warrior	深海武士	오션 나이트	อัศวินทะเลลึก
10800105	108001	战略潜艇	104005	高级特工	19000008	10000005	703;0.09	1	海中谍影	海中諜影	Undersea Agent	海中スパイ	바다의 스파이	เงาจารชนมหาสมุทร
10800106	108001	战略潜艇	104003	封面女郎	19000021	10000018	703;0.1	1	深海摄影	深海攝影	Marine Snapshot	深海撮影	심해 촬영	ถ่ายภาพทะเลลึก
10800601	108006	涤荡者	101008	自由轮滑	19000020	10000017	603;0.05	1	极速清扫	極速清掃	Swift Sweep	極速掃除	급속청소	กวาดล้างอย่างรวดเร็ว
10800602	108006	涤荡者	101013	森林守护者	19000033	10000030	603;0.07	1	枪解心火	槍解心火	Gunfire Release	拳銃と心火	창해심화	ยิงระบายไฟในใจ
10800603	108006	涤荡者	101005	涂鸦战争	19000007	10000004	603;0.045	1	光彩涤心	光彩滌心	Radiant Purge	光に照らされた心	광채취심	แสงงามชำระจิตใจ
10800604	108006	涤荡者	102021	完美效劳	19000037	10000034	1203;0.07	1	无暇净化	無暇淨化	Flawless Cleanse	無垢な浄化	무가정화	การชำระอย่างไร้ที่ติ
10800605	108006	涤荡者	102001	星之愿	19000011	10000008	1203;0.045	1	星空清理者	星空清理者	Astral Cleaner	星空の浄化	별의 청소부	ผู้ชำระคืนดาวเต็มฟ้า
10800606	108006	涤荡者	102008	机械助理	19000024	10000021	1203;0.05	1	清扫机器人	清掃機器人	Robo Sweeper	掃除ロボット	로봇 청소기	หุ่นยนต์ทำความสะอาด
10800801	108008	AI助理	102007	电音骑士	19000037	10000034	1203;0.07	1	振动原理	振動原理	Resonance Theory	振動原理	진동의 원리	หลักการสั่นสะเทือน
10800802	108008	AI助理	102001	星之愿	19000011	10000008	1203;0.045	1	透镜原理	透鏡原理	Optical Theory	レンズ原理	렌즈의 원리	หลักการของเลนส์
10800803	108008	AI助理	102021	完美效劳	19000037	10000034	1203;0.07	1	机械原理	機械原理	Mechanical Theory	機械原理	기계의 원리	หลักการเครื่องจักรกล
10800804	108008	AI助理	103008	恬静时刻	19000017	10000014	101;50	1	静思智缘	靜思智緣	Tranquil Insight	静思	정사지연	จิตสงบแห่งปัญญา
10800805	108008	AI助理	103019	枕边童话	19000004	10000001	101;20	1	童话助理	童話助理	Fairytale Assistant	童話助手	동화 보조	ผู้ช่วยนิทานเด็ก
10800806	108008	AI助理	103002	纯真拜访者	19000017	10000014	101;50	1	纯真导引	純真導引	Guide of Innocence	純真なる導き	이노센스 가이드	การนำทางที่จริงใจ
10800401	108004	棋盘游戏	103008	恬静时刻	19000017	10000014	101;50	1	举棋若定	舉棋若定	Steadfast Move	冷静沈着	게임 약정	มั่นคงเด็ดขาด
10800402	108004	棋盘游戏	103007	浮世谣	19000030	10000027	102;0.06	1	摇滚棋局	搖滾棋局	Rocking Chess	ロックな一局	록 바둑	หมากรุกร็อก
10800403	108004	棋盘游戏	103002	纯真拜访者	19000017	10000014	101;50	1	真心对决	真心對決	Heartfelt Duel	真心の対決	전력 대결	ประลองอย่างจริงใจ
10800404	108004	棋盘游戏	104003	封面女郎	19000021	10000018	703;0.1	1	时尚游戏	時尚遊戲	Fashion Game	おしゃれゲーム	패션 게임	เกมแฟชั่น
10800405	108004	棋盘游戏	104001	绯红武士	19000034	10000031	703;0.15	1	落子无悔	落子無悔	Irreversible Move	待ったなし	후회 없는 대국	ไม่เสียใจในภายหลัง
10800406	108004	棋盘游戏	104005	高级特工	19000008	10000005	703;0.09	1	特工游戏	特工遊戲	Agent Game	スパイーゲーム	스파이 게임	เกมสายลับ
10900801	109008	致命音符	111008	镜光旖梦	19000024	10000021	1203;0.05	1	幻梦舞台	幻夢舞台	Dreamscape Stage	ドリームステージ	꿈의 무대	เวทีห้วงฝัน
10900802	109008	致命音符	111002	长夜冰冕	19000037	10000034	1203;0.07	1	冰霜舞台	冰霜舞台	Frost Theater	フロストステージ	얼어붙은 무대	เวทีเกล็ดน้ำแข็ง
10900803	109008	致命音符	103007	浮世谣	19000030	10000027	102;0.06	1	摇滚舞台	搖滾舞台	Rock 'n' Roll Theater	ロックステージ	로큰롤 스테이지	เวทีร็อก
10900804	109008	致命音符	103008	恬静时刻	19000017	10000014	101;50	1	优雅舞台	優雅舞台	Graceful Stage	エレガントステージ	엘레강스 스테이지	เวทีสง่างาม
10900805	109008	致命音符	103021	心动疗愈	19000030	10000027	102;0.06	1	愈疗舞台	愈療舞台	Healing Stage	セラピーステージ	힐링 스테이지	เวทีการรักษา
10900806	109008	致命音符	103019	枕边童话	19000004	10000001	101;20	1	童话舞台	童話舞台	Fairytale Stage	フェアリーステージ	동화의 무대	เวทีนิทาน
11100801	111008	镜光旖梦	109008	致命音符	19000032	10000029	302;0.09	1	幻境旋律	幻境旋律	Fantasy Melody	幻境メロディー	몽환의 선율	ทำนองแดนมายา
11100802	111008	镜光旖梦	108001	战略潜艇	19000039	10000036	1601;0.11	1	梦境潜行	夢境潛行	Dreamscape Stealth	夢境潜行	드림 스텔스	ดำดิ่งสู่แดนฝัน
11100803	111008	镜光旖梦	108004	棋盘游戏	19000026	10000023	1601;0.09	1	幻境棋谋	幻境棋謀	Mirage Strategy	幻境の謀略	몽환의 전략	กระดานกลยุทธ์แดนมายา
11100804	111008	镜光旖梦	108006	涤荡者	19000039	10000036	1601;0.11	1	幻梦净域	幻夢淨域	Mirage Haven	幻夢の領域	순수한 꿈의 영역	แดนห้วงฝันบริสุทธิ์
11100805	111008	镜光旖梦	108008	AI助理	19000013	10000010	1601;0.08	1	数理心音	數理心音	Logical Rhythm	心の音	수리심음	จังหวะทางคณิตศาสตร์
11100201	111002	长夜冰冕	112008	爱心妆点	19000018	10000015	201;60	1	寒冰成妆	寒冰成妝	Icy Glamour	氷化粧	아이스 메이크업	ความงามพลังน้ำแข็ง
11100202	111002	长夜冰冕	112002	冬季奇遇	19000031	10000028	202;0.09	1	寒冬长夜	寒冬長夜	Winter's Long Night	冬の永夜	긴 겨울 밤	คืนหนาวที่ยาวนาน
11100203	111002	长夜冰冕	108001	战略潜艇	19000041	10000038	2101;0.11	1	冰下深潜	冰下深潛	Subzero Plunge	深海ダイビング	빙하 잠수	ดำน้ำลึกใต้น้ำแข็ง
11100204	111002	长夜冰冕	108004	棋盘游戏	19000028	10000025	2101;0.09	1	以冰为棋	以冰為棋	Icy Chessboard	氷の棋子	얼음 바둑	หมากน้ำแข็ง
11100205	111002	长夜冰冕	108006	涤荡者	19000041	10000038	2101;0.11	1	冰雪涤尘	冰雪滌塵	Frost Purification	汚れを洗い流す雪	얼음과 눈 청소	หิมะเยือกแข็งล้างธุลี
11100206	111002	长夜冰冕	108008	AI助理	19000015	10000012	2101;0.08	1	星河演算	星河演算	Galactic Arithmetic	星河の演算	은하수 연산	ประมวลผลทางช้างเผือก
11200801	112008	爱心妆点	111008	镜光旖梦	19000028	10000025	2101;0.09	1	镜中妆点	鏡中妝點	Reflected Beauty	メイクミラー	거울 속 치장	แต่งแต้มในกระจก
11200802	112008	爱心妆点	111002	长夜冰冕	19000039	10000036	1601;0.11	1	寒冰成妆	寒冰成妝	Icy Glamour	氷化粧	아이스 메이크업	ความงามพลังน้ำแข็ง
11200803	112008	爱心妆点	103002	纯真拜访者	19000019	10000016	301;200	1	爱语纯心	愛語純心	Heartfelt Whisper	純粋な愛を語る	사랑의 말, 순수한 마음	ภาษารักบริสุทธิ์
11200804	112008	爱心妆点	103021	心动疗愈	19000032	10000029	302;0.09	1	怦然心动	怦然心動	Heart Flutter	胸がときめく	두근거리는 마음	หัวใจเต้นแรง
11200805	112008	爱心妆点	103019	枕边童话	19000006	10000003	301;150	1	动人童话	動人童話	Enchanting Fairytale	心を揺さぶる童話	감동 스토리	นิทานที่กินใจ
11200201	112002	冬季奇遇	109008	致命音符	19000030	10000027	102;0.06	1	冬雪音符	冬雪音符	Winter Snow's Note	雪の音符	겨울의 음표	โน้ตเพลงหิมะเหมันต์
11200202	112002	冬季奇遇	103002	纯真拜访者	19000026	10000023	1601;0.09	1	拜访寒冬	拜訪寒冬	Winter's Call	訪れる冬	겨울나기	เยี่ยมเยียนฤดูหนาว
11200203	112002	冬季奇遇	103007	浮世谣	19000039	10000036	1601;0.11	1	冬日谣颂	冬日謠頌	Winter's Hymn	冬の歌	겨울 발라드	เพลงพื้นบ้านฤดูหนาว
11200204	112002	冬季奇遇	103008	恬静时刻	19000026	10000023	1601;0.09	1	雪落暖阳	雪落暖陽	Snowfall Sun	雪降る日	설락난양	หิมะตกแสงแดดอุ่น
11200205	112002	冬季奇遇	103021	心动疗愈	19000039	10000036	1601;0.11	1	冬日暖意	冬日暖意	Winter's Warmth	暖かい冬	따뜻한 겨울	ความอบอุ่นในฤดูหนาว
11200206	112002	冬季奇遇	103019	枕边童话	19000013	10000010	1601;0.08	1	初遇童话	初遇童話	First Fairytale	出会いの童話	첫 만남의 동화	นิทานแรกพบ
11000801	110008	秘密调查	108008	AI助理	19000007	10000004	603;0.045	1	机械学	機械學	Mechanics	機会学	기계학	วิศวกรรมเครื่องกล
11000802	110008	秘密调查	108004	棋盘游戏	19000020	10000017	603;0.05	1	心理学	心理學	Psychology	心理学	심리학	จิตวิทยา
11000803	110008	秘密调查	108001	战略潜艇	19000033	10000030	603;0.07	1	战争学	戰爭學	Polemology	戦争学	전쟁 과학	ยุทธศาสตร์
11000804	110008	秘密调查	102011	鳐摇心情	19000030	10000027	102;0.06	1	仿生学	仿生學	Bionics	生体工学	생물 공학	ชีวกลศาสตร์
11000805	110008	秘密调查	102001	星之愿	19000004	10000001	101;20	1	天文学	天文學	Astronomy	天文学	천문학	ดาราศาสตร์
11000806	110008	秘密调查	102007	电音骑士	19000030	10000027	102;0.06	1	音乐学	音樂學	Musicology	音楽学	음악학	คนธรรพศาสตร์
11300801	113008	银钩墨舞	114008	墨蕴寻真	19000021	10000018	703;0.1	1	丹青之心	丹青之心	Artistic Soul	丹青の妙	그림의 마음	จิตวิญญาณแห่งศิลปะ
11300802	113008	银钩墨舞	114001	夕雪晚照	19000034	10000031	703;0.15	1	冬日写意	冬日寫意	Winter Serenity	冬景色	겨울의 붓놀림	ภาพสเก็ตช์ฤดูหนาว
11300803	113008	银钩墨舞	101005	涂鸦战争	19000016	10000013	2102;0.08	1	妙笔生花	妙筆生花	Masterstroke	妙筆生花	묘필생화	งานประพันธ์ชั้นยอด
11300804	113008	银钩墨舞	101013	森林守护者	19000042	10000039	2102;0.11	1	森林丹青	森林丹青	Woodland Artistry	森景色	산림 단청	ภาพวาดป่าไม้
11300805	113008	银钩墨舞	101008	自由轮滑	19000029	10000026	2102;0.09	1	水墨奔腾	水墨奔騰	Ink Torrent	水墨よ走れ	수묵분등	น้ำหมึกพุ่งทะยาน
11300806	113008	银钩墨舞	101011	棒球龙魂	19000029	10000026	2102;0.09	1	一挥而就	一揮而就	Effortless Stroke	書き上げ	일휘이취	สำเร็จอย่างง่ายดาย
11300101	113001	火树流光	127008	碧魂灯	19000030	10000027	102;0.06	1	炽焰魅影	熾焰魅影	Flame Specter	フレームファントム	타오르는 유령	แฟนธอมเปลวเพลิง
11300102	113001	火树流光	101005	涂鸦战争	19000008	10000005	703;0.09	1	挥洒自如	揮灑自如	Master Brushwork	縦横無尽	일필휘지	คล่องแคล่ว​เป็นธรรมชาติ​
11300103	113001	火树流光	101013	森林守护者	19000034	10000031	703;0.15	1	森林烟花	森林煙花	Forest Fireworks	森林花火	삼림연화	ดอกไม้ไฟป่าไม้
11300104	113001	火树流光	101008	自由轮滑	19000021	10000018	703;0.1	1	飞火流星	飛火流星	Fiery Meteor	メテオファイヤー	슈팅 스타	เพลิงอุกกาบาต
11300105	113001	火树流光	101011	棒球龙魂	19000021	10000018	703;0.1	1	龙魂炽翼	龍魂熾翼	Dragonfire Wings	ドラゴンウィング	용혼열익	โซลมังกรปีกเพลิง
11400801	114008	墨蕴寻真	113008	银钩墨舞	19000019	10000016	301;200	1	水墨画研究	水墨畫研究	Ink Art Study	水墨画の研究	수묵화 연구	การวิจัยภาพวาดหมึกจีน
11400802	114008	墨蕴寻真	113001	火树流光	19000032	10000029	302;0.09	1	烟火研究	煙火研究	Firework Study	花火の研究	연화연구	การวิจัยดอกไม้ไฟ
11400803	114008	墨蕴寻真	102001	星之愿	19000005	10000002	201;30	1	天文研究	天文研究	Astronomical Study	天文の研究	천문연구	การวิจัยดาราศาสตร์
11400804	114008	墨蕴寻真	102008	机械助理	19000018	10000015	201;60	1	机械研究	機械研究	Mechanical Study	機械の研究	기계연구	การวิจัยเครื่องจักรกล
11400805	114008	墨蕴寻真	102021	完美效劳	19000031	10000028	202;0.09	1	心理研究	心理研究	Psychological Study	心理の研究	심리연구	การวิจัยทางจิตวิทยา
11400101	114001	夕雪晚照	127008	碧魂灯	19000031	10000028	202;0.09	1	暮色幽韵	暮色幽韻	Twilight Charm	黄昏の韻律	황혼의 유운	เสน่ห์สียามพลบค่ำ
11400102	114001	夕雪晚照	102001	星之愿	19000011	10000008	1203;0.045	1	雪舞星光	雪舞星光	Starry Snow Waltz	雪舞う星空	스타라이트 스노우 댄스	แสงดาวระบำหิมะ
11400103	114001	夕雪晚照	102007	电音骑士	19000037	10000034	1203;0.07	1	风雪雷鸣	風雪雷鳴	Thunder Blizzard	風雪雷鳴	풍설뇌명	ลมหิมะและฟ้าร้อง
11400104	114001	夕雪晚照	102008	机械助理	19000024	10000021	1203;0.05	1	造雪机器人	造雪機器人	Robo Snowmaker	人工造雪機	조설 로봇	หุ่นยนต์สร้างหิมะ
11400105	114001	夕雪晚照	102011	鳐摇心情	19000037	10000034	1203;0.07	1	雪落鳐舞	雪落鰩舞	Snowfall Manta Dance	ダンシングエイ	함박눈 가오리춤	ระบำกระเบนหิมะโรย
11400106	114001	夕雪晚照	102021	完美效劳	19000037	10000034	1203;0.07	1	雪影无瑕	雪影無瑕	Flawless Snowshadow	無垢なる雪	설영무하	เงาหิมะไร้ที่ติ
11500801	115008	除障者	117008	秘域访客	19000030	10000027	102;0.06	1	征战秘域	征戰秘域	Mystrealm Conqueror	戦争領域	징전비경	สงครามแดนลับ
11500802	115008	除障者	103002	纯真拜访者	19000018	10000015	201;60	1	不忘初心	不忘初心	Roots of Resolve	初心忘るべからず	초심을 잃지 말자	ไม่ลืมปณิธานแรกเริ่ม
11500803	115008	除障者	103007	浮世谣	19000031	10000028	202;0.09	1	战斗摇滚	戰鬥搖滾	Warrior's Rock Beat	ロックバトル	워록(war rock)	การต่อสู้แห่งร็อก
11500804	115008	除障者	103008	恬静时刻	19000018	10000015	201;60	1	终战时光	終戰時光	Endwar Epoch	終戦の時間	종전의 시간	ช่วงสิ้นสุดสงคราม
11500805	115008	除障者	103021	心动疗愈	19000031	10000028	202;0.09	1	战争创伤	戰爭創傷	War Trauma	戦争の傷跡	전쟁의 상처	บาดแผลจากสงคราม
11500806	115008	除障者	103019	枕边童话	19000005	10000002	201;30	1	童话骑士	童話騎士	Knight of Tales	童話の騎士	페어리 테일 나이트	อัศวินนิทาน
11700801	117008	秘域访客	111008	镜光旖梦	19000018	10000015	201;60	1	镜中秘境	鏡中秘境	Mirrored Realm	鏡の世界	경중비역	เขตลับในกระจก
11700802	117008	秘域访客	111002	长夜冰冕	19000031	10000028	202;0.09	1	热砂与寒冰	熱砂與寒冰	Heat Sand and Cold Ice	熱砂と氷	뜨거운 모래, 차가운 얼음	ทรายร้อนและน้ำแข็ง
11700803	117008	秘域访客	106001	搬运工	19000004	10000001	101;20	1	保密运输	保密運輸	Confidential Transport	秘密輸送	기밀 운송	ขนส่งเก็บความลับ
11700804	117008	秘域访客	106002	幽灵社团	19000030	10000027	102;0.06	1	秘域幽灵	秘域幽靈	Realm Specter	シークレットゴースト	비역의 유령	วิญญาณแดนลับ
11700805	117008	秘域访客	106008	橘色纯真	19000017	10000014	101;50	1	纯真访客	純真訪客	Purehearted Visitor	純真なるビジター	순진한 손님	แขกที่จริงใจ
11700806	117008	秘域访客	106010	不思议鸭鸭	19000017	10000014	101;50	1	秘域酷鸭	秘域酷鴨	Chill Quacker	シークレットダック	비역의 오리	เป็ดสุดเจ๋งในแดนลับ
12100801	121008	清道夫之夜	107001	烈火战线	19000030	10000027	102;0.06	1	月黑风高	月黑風高	Under the Dark Moon	月明かりのない夜	월흑풍고	จันทร์มืดลมโบก
12100802	121008	清道夫之夜	107005	雪地飞驰	19000017	10000014	101;50	1	雪夜之战	雪夜之戰	Frostnight Battle	雪夜の戦い	설야의 전투	สงครามคืนหิมะ
12100803	121008	清道夫之夜	107008	继承者	19000017	10000014	101;50	1	漆黑的正义	漆黑的正義	Nocturnal Justice	漆黒の正義	캄캄한 정의	ความยุติธรรมอันมืดมน
12100804	121008	清道夫之夜	904020	时运失衡	19000018	10000015	201;60	1	金钱之力	金錢之力	Power of Money	お金の力	자본의 힘	พลังแห่งเงินทอง
12100805	121008	清道夫之夜	130008	暗巷星火	19000030	10000027	102;0.06	1	夜深人静时	夜深人靜時	Midnight Serenity	静謐な夜	깊은 밤에	คำคืนที่ไร้ผู้คน
12100806	121008	清道夫之夜	904015	怪力巨兔	19000017	10000014	101;50	1	巨型障碍	巨型障礙	Giant Hurdle	ビッグバリア	거대한 장애물	อุปสรรคอันยิ่งใหญ่
