mainId	roleId	level	cardLevel	upProperty	upqualityItem	upqualityItemNum	breakProperty	status
11300814	113008	14	90	101:33.2;201:12.5;301:77.6	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:161.5;201:59.6;301:382.5	1
11300815	113008	15	95	101:35.2;201:13.2;301:82.2	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:180;201:63;301:414	1
11300101	113001	1	15	101:15.7;201:6;301:35.7				1
11300102	113001	2	25	101:17.8;201:6.8;301:40.5	4102101;3000003	1;30000	101:31.5;201:12;301:72	1
11300103	113001	3	35	101:19.9;201:7.6;301:45.4	4102011;4102101;4102102;3000003	5;3;3;50000	101:52.5;201:20;301:122.5	1
11300104	113001	4	40	101:22.1;201:8.4;301:50.3	4102021;4102102;4102103;4102901;3000003	10;1;3;1;100000	101:77;201:28;301:171.5	1
11300105	113001	5	45	101:24.2;201:9.2;301:55.1	4102021;4102103;4102104;4102901;3000003	10;5;3;3;200000	101:84.1;201:32;301:192	1
11300106	113001	6	50	101:26.3;201:10;301:60	4102031;4102103;4102104;4102901;3000003	5;3;5;6;300000	101:94.5;201:36;301:220.5	1
11300107	113001	7	55	101:28.4;201:10.8;301:64.8	4102031;4102104;4102105;4102901;3000003	10;5;1;9;400000	101:105;201:40;301:240	1
11300108	113001	8	60	101:30.7;201:11.7;301:69.9	4102031;4102105;4102901;4102902;3000003	15;3;9;3;500000	101:126.5;201:49.5;301:280.5	1
11300109	113001	9	65	101:32.9;201:12.6;301:75.1	4102031;4102105;4102901;4102902;3000003	15;3;3;9;500000	101:132;201:54;301:312	1
11300110	113001	10	70	101:35.3;201:13.4;301:80.4	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:156;201:52;301:344.5	1
11300111	113001	11	75	101:37.7;201:14.4;301:85.9	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:168;201:70;301:385	1
11300112	113001	12	80	101:40.2;201:15.3;301:91.6	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:187.5;201:67.5;301:427.5	1
11300113	113001	13	85	101:42.7;201:16.3;301:97.4	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:200;201:80.1;301:464	1
11300114	113001	14	90	101:45.3;201:17.3;301:103.4	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:221;201:85;301:510	1
11300115	113001	15	95	101:48;201:18.3;301:109.6	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:243;201:90;301:558	1
11400801	114008	1	15	101:9.3;201:4.9;301:35.5				1
11400802	114008	2	25	101:10.5;201:5.5;301:40.3	4102101;3000003	1;30000	101:18;201:9.1;301:72.1	1
11400803	114008	3	35	101:11.8;201:6.2;301:45.1	4102011;4102101;4102102;3000003	5;3;3;50000	101:32.5;201:17.5;301:120	1
11400804	114008	4	40	101:13.1;201:6.9;301:50	4102021;4102102;4102103;4102901;3000003	10;1;3;1;100000	101:45.5;201:24.5;301:171.5	1
11400805	114008	5	45	101:14.3;201:7.5;301:54.8	4102021;4102103;4102104;4102901;3000003	10;5;3;3;200000	101:48;201:24;301:192	1
11400806	114008	6	50	101:15.6;201:8.2;301:59.6	4102031;4102103;4102104;4102901;3000003	5;3;5;6;300000	101:58.5;201:31.5;301:216	1
11400807	114008	7	55	101:16.8;201:8.8;301:64.4	4102031;4102104;4102105;4102901;3000003	10;5;1;9;400000	101:60.1;201:30.1;301:240	1
11400808	114008	8	60	101:18.2;201:9.5;301:69.4	4102031;4102105;4102901;4102902;3000003	15;3;9;3;500000	101:77.1;201:38.5;301:275	1
11400809	114008	9	65	101:19.5;201:10.2;301:74.6	4102031;4102105;4102901;4102902;3000003	15;3;3;9;500000	101:78;201:42;301:312	1
11400810	114008	10	70	101:20.9;201:11;301:79.9	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:91.1;201:52;301:344.5	1
11400811	114008	11	75	101:22.3;201:11.7;301:85.4	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:98;201:49;301:385	1
11400812	114008	12	80	101:23.8;201:12.5;301:91	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:112.5;201:60.1;301:420.1	1
11400813	114008	13	85	101:25.3;201:13.3;301:96.8	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:120;201:64;301:464	1
11400814	114008	14	90	101:26.8;201:14.1;301:102.8	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:127.5;201:68.1;301:510	1
11400815	114008	15	95	101:28.4;201:14.9;301:108.9	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:144;201:72.1;301:549	1
11400101	114001	1	15	101:15.7;201:6;301:36.3				1
11400102	114001	2	25	101:17.8;201:6.8;301:41.3	4102101;3000003	1;30000	101:31.5;201:12;301:75.1	1
11400103	114001	3	35	101:19.9;201:7.6;301:46.2	4102011;4102101;4102102;3000003	5;3;3;50000	101:52.5;201:20;301:122.5	1
11400104	114001	4	40	101:22.1;201:8.4;301:51.2	4102021;4102102;4102103;4102901;3000003	10;1;3;1;100000	101:77;201:28;301:175	1
11400105	114001	5	45	101:24.2;201:9.2;301:56.1	4102021;4102103;4102104;4102901;3000003	10;5;3;3;200000	101:84.1;201:32;301:196	1
11400106	114001	6	50	101:26.3;201:10;301:61.1	4102031;4102103;4102104;4102901;3000003	5;3;5;6;300000	101:94.5;201:36;301:225	1
11400107	114001	7	55	101:28.4;201:10.8;301:66	4102031;4102104;4102105;4102901;3000003	10;5;1;9;400000	101:105;201:40;301:245	1
11400108	114001	8	60	101:30.7;201:11.7;301:71.2	4102031;4102105;4102901;4102902;3000003	15;3;9;3;500000	101:126.5;201:49.5;301:286	1
11400109	114001	9	65	101:32.9;201:12.6;301:76.4	4102031;4102105;4102901;4102902;3000003	15;3;3;9;500000	101:132;201:54;301:312	1
11400110	114001	10	70	101:35.3;201:13.4;301:81.9	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:156;201:52;301:357.5	1
11400111	114001	11	75	101:37.7;201:14.4;301:87.5	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:168;201:70;301:392.1	1
11400112	114001	12	80	101:40.2;201:15.3;301:93.3	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:187.5;201:67.5;301:435	1
11400113	114001	13	85	101:42.7;201:16.3;301:99.2	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:200;201:80.1;301:472	1
11400114	114001	14	90	101:45.3;201:17.3;301:105.3	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:221;201:85;301:518.6	1
11400115	114001	15	95	101:48;201:18.3;301:111.6	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:243;201:90;301:567	1
90400101	904001	1	15	101:9.1;201:3.5;301:20.9				1
90400102	904001	2	25	101:10.3;201:3.9;301:23.8	4102301;3000003	1;30000	101:18;201:6;301:43.5	1
90400103	904001	3	35	101:11.5;201:4.4;301:26.6	4102011;4102301;4102302;3000003	5;3;3;50000	101:30;201:12.5;301:70	1
90400104	904001	4	40	101:12.8;201:4.9;301:29.5	4102021;4102302;4102303;4102901;3000003	10;1;3;1;100000	101:45.5;201:17.5;301:101.5	1
90400105	904001	5	45	101:14;201:5.3;301:32.3	4102021;4102303;4102304;4102901;3000003	10;5;3;3;200000	101:48;201:16;301:112	1
90400106	904001	6	50	101:15.2;201:5.8;301:35.2	4102031;4102303;4102304;4102901;3000003	5;3;5;6;300000	101:54;201:22.5;301:130.5	1
90400107	904001	7	55	101:16.4;201:6.2;301:38	4102031;4102304;4102305;4102901;3000003	10;5;1;9;400000	101:60;201:20;301:140	1
90400108	904001	8	60	101:17.7;201:6.7;301:41	4102031;4102305;4102901;4102902;3000003	15;3;9;3;500000	101:71.6;201:27.5;301:165	1
90400109	904001	9	65	101:19;201:7.2;301:44	4102031;4102305;4102901;4102902;3000003	15;3;3;9;500000	101:78;201:30;301:180	1
90400110	904001	10	70	101:20.4;201:7.7;301:47.2	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:91.1;201:32.5;301:208	1
90400111	904001	11	75	101:21.8;201:8.3;301:50.4	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:98;201:42;301:224	1
90400112	904001	12	80	101:23.2;201:8.8;301:53.7	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:105;201:37.5;301:247.5	1
90400113	904001	13	85	101:24.7;201:9.4;301:57.1	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:120;201:48.1;301:272	1
90400114	904001	14	90	101:26.2;201:9.9;301:60.7	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:127.5;201:42.5;301:306	1
90400115	904001	15	95	101:27.8;201:10.5;301:64.3	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:144;201:54;301:324	1
90400201	904002	1	15	101:8.3;201:3.5;301:20.9				1
90400202	904002	2	25	101:9.4;201:3.9;301:23.8	4102201;3000003	1;30000	101:16.5;201:6;301:43.5	1
90400203	904002	3	35	101:10.5;201:4.4;301:26.6	4102011;4102201;4102202;3000003	5;3;3;50000	101:27.5;201:12.5;301:70	1
90400204	904002	4	40	101:11.7;201:4.9;301:29.5	4102021;4102202;4102203;4102901;3000003	10;1;3;1;100000	101:42;201:17.5;301:101.5	1
90400205	904002	5	45	101:12.8;201:5.3;301:32.3	4102021;4102203;4102204;4102901;3000003	10;5;3;3;200000	101:44;201:16;301:112	1
90400206	904002	6	50	101:13.9;201:5.8;301:35.2	4102031;4102203;4102204;4102901;3000003	5;3;5;6;300000	101:49.6;201:22.5;301:130.5	1
90400207	904002	7	55	101:15;201:6.2;301:38	4102031;4102204;4102205;4102901;3000003	10;5;1;9;400000	101:55;201:20;301:140	1
90400208	904002	8	60	101:16.2;201:6.7;301:41	4102031;4102205;4102901;4102902;3000003	15;3;9;3;500000	101:66.1;201:27.5;301:165	1
90400209	904002	9	65	101:17.4;201:7.2;301:44	4102031;4102205;4102901;4102902;3000003	15;3;3;9;500000	101:72;201:30;301:180	1
90400210	904002	10	70	101:18.6;201:7.7;301:47.2	4102031;4102205;4102902;4102903;3000003	15;3;9;3;500000	101:78;201:32.5;301:208	1
90400211	904002	11	75	101:19.9;201:8.3;301:50.4	4102031;4102205;4102902;4102903;3000003	15;3;9;3;500000	101:91.1;201:42;301:224	1
90400212	904002	12	80	101:21.2;201:8.8;301:53.7	4102031;4102205;4102902;4102903;3000003	15;3;9;3;500000	101:97.6;201:37.5;301:247.5	1
90400213	904002	13	85	101:22.6;201:9.4;301:57.1	4102031;4102205;4102902;4102903;3000003	15;3;9;3;500000	101:112;201:48.1;301:272	1
90400214	904002	14	90	101:24;201:9.9;301:60.7	4102031;4102205;4102902;4102903;3000003	15;3;9;3;500000	101:119;201:42.5;301:306	1
90400215	904002	15	95	101:25.4;201:10.5;301:64.3	4102031;4102205;4102902;4102903;3000003	15;3;9;3;500000	101:126;201:54;301:324	1
90400501	904005	1	15	101:11.3;201:4.4;301:26.4				1
90400502	904005	2	25	101:12.8;201:5;301:30	4102101;3000003	1;30000	101:22.5;201:9;301:54	1
90400503	904005	3	35	101:14.3;201:5.6;301:33.6	4102011;4102101;4102102;3000003	5;3;3;50000	101:37.5;201:15;301:90	1
90400504	904005	4	40	101:15.9;201:6.2;301:37.2	4102021;4102102;4102103;4102901;3000003	10;1;3;1;100000	101:56;201:21;301:126	1
90400505	904005	5	45	101:17.4;201:6.8;301:40.8	4102021;4102103;4102104;4102901;3000003	10;5;3;3;200000	101:60.1;201:24;301:144	1
90400506	904005	6	50	101:18.9;201:7.4;301:44.4	4102031;4102103;4102104;4102901;3000003	5;3;5;6;300000	101:67.5;201:27;301:162	1
90400507	904005	7	55	101:20.4;201:8;301:48	4102031;4102104;4102105;4102901;3000003	10;5;1;9;400000	101:75;201:30;301:180	1
90400508	904005	8	60	101:22;201:8.7;301:51.8	4102031;4102105;4102901;4102902;3000003	15;3;9;3;500000	101:88.1;201:38.5;301:209	1
90400509	904005	9	65	101:23.7;201:9.3;301:55.6	4102031;4102105;4102901;4102902;3000003	15;3;3;9;500000	101:102;201:36;301:228	1
90400510	904005	10	70	101:25.3;201:10;301:59.6	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:104;201:45.6;301:260	1
90400511	904005	11	75	101:27.1;201:10.6;301:63.6	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:126;201:42;301:280	1
90400512	904005	12	80	101:28.9;201:11.3;301:67.8	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:135;201:52.6;301:315	1
90400513	904005	13	85	101:30.7;201:12.1;301:72.2	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:144;201:64;301:352	1
90400514	904005	14	90	101:32.6;201:12.8;301:76.6	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:161.5;201:59.5;301:374	1
90400515	904005	15	95	101:34.5;201:13.6;301:81.2	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:171;201:72.1;301:414	1
90400601	904006	1	15	101:9.2;201:3.3;301:21.4				1
90400602	904006	2	25	101:10.4;201:3.8;301:24.3	4102301;3000003	1;30000	101:18;201:7.6;301:43.5	1
90400603	904006	3	35	101:11.7;201:4.2;301:27.2	4102011;4102301;4102302;3000003	5;3;3;50000	101:32.5;201:10;301:72.6	1
90400604	904006	4	40	101:12.9;201:4.7;301:30.1	4102021;4102302;4102303;4102901;3000003	10;1;3;1;100000	101:42;201:17.5;301:101.5	1
90400605	904006	5	45	101:14.2;201:5.1;301:33	4102021;4102303;4102304;4102901;3000003	10;5;3;3;200000	101:52;201:16;301:116	1
90400606	904006	6	50	101:15.4;201:5.6;301:35.9	4102031;4102303;4102304;4102901;3000003	5;3;5;6;300000	101:54;201:22.5;301:130.5	1
90400607	904006	7	55	101:16.6;201:6;301:38.8	4102031;4102304;4102305;4102901;3000003	10;5;1;9;400000	101:60.1;201:20;301:145	1
90400608	904006	8	60	101:17.9;201:6.5;301:41.9	4102031;4102305;4102901;4102902;3000003	15;3;9;3;500000	101:71.5;201:27.5;301:170.5	1
90400609	904006	9	65	101:19.3;201:7;301:45	4102031;4102305;4102901;4102902;3000003	15;3;3;9;500000	101:84;201:30;301:186	1
90400610	904006	10	70	101:20.6;201:7.5;301:48.2	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:84.5;201:32.5;301:208	1
90400611	904006	11	75	101:22;201:8;301:51.5	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:98;201:35;301:231	1
90400612	904006	12	80	101:23.5;201:8.5;301:54.9	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:112.5;201:37.5;301:255	1
90400613	904006	13	85	101:25;201:9.1;301:58.3	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:120;201:48;301:272	1
90400614	904006	14	90	101:26.5;201:9.6;301:61.9	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:127.5;201:42.5;301:306	1
90400615	904006	15	95	101:28.1;201:10.2;301:65.6	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:144;201:54;301:333	1
90400901	904009	1	15	101:10.2;201:5.2;301:26.8				1
90400902	904009	2	25	101:11.5;201:5.9;301:30.4	4102201;3000003	1;30000	101:19.5;201:10.5;301:54	1
90400903	904009	3	35	101:12.9;201:6.6;301:34.1	4102011;4102201;4102202;3000003	5;3;3;50000	101:35;201:17.5;301:92.5	1
90400904	904009	4	40	101:14.3;201:7.3;301:37.7	4102021;4102202;4102203;4102901;3000003	10;1;3;1;100000	101:49;201:24.5;301:126	1
90400905	904009	5	45	101:15.7;201:8;301:41.4	4102021;4102203;4102204;4102901;3000003	10;5;3;3;200000	101:56;201:28;301:148	1
90400906	904009	6	50	101:17.1;201:8.7;301:45	4102031;4102203;4102204;4102901;3000003	5;3;5;6;300000	101:63.1;201:31.5;301:162	1
90400907	904009	7	55	101:18.4;201:9.4;301:48.6	4102031;4102204;4102205;4102901;3000003	10;5;1;9;400000	101:65;201:35.1;301:180	1
90400908	904009	8	60	101:19.9;201:10.2;301:52.4	4102031;4102205;4102901;4102902;3000003	15;3;9;3;500000	101:82.6;201:44;301:209	1
90400909	904009	9	65	101:21.3;201:10.9;301:56.3	4102031;4102205;4102901;4102902;3000003	15;3;3;9;500000	101:84;201:42.1;301:234	1
90400910	904009	10	70	101:22.9;201:11.7;301:60.3	4102031;4102205;4102902;4102903;3000003	15;3;9;3;500000	101:104;201:52;301:260	1
90400911	904009	11	75	101:24.4;201:12.5;301:64.4	4102031;4102205;4102902;4102903;3000003	15;3;9;3;500000	101:105;201:56;301:287	1
90400912	904009	12	80	101:26;201:13.3;301:68.7	4102031;4102205;4102902;4102903;3000003	15;3;9;3;500000	101:120;201:60;301:322.5	1
90400913	904009	13	85	101:27.7;201:14.2;301:73.1	4102031;4102205;4102902;4102903;3000003	15;3;9;3;500000	101:136;201:72;301:352	1
90400914	904009	14	90	101:29.4;201:15;301:77.6	4102031;4102205;4102902;4102903;3000003	15;3;9;3;500000	101:144.5;201:68.1;301:382.5	1
90400915	904009	15	95	101:31.1;201:15.9;301:82.2	4102031;4102205;4102902;4102903;3000003	15;3;9;3;500000	101:153;201:81;301:414	1
90401001	904010	1	15	101:11.6;201:4.4;301:26.2				1
90401002	904010	2	25	101:13.2;201:5;301:29.8	4102101;3000003	1;30000	101:24;201:9;301:54	1
90401003	904010	3	35	101:14.7;201:5.6;301:33.4	4102011;4102101;4102102;3000003	5;3;3;50000	101:37.5;201:15;301:90	1
90401004	904010	4	40	101:16.3;201:6.2;301:36.9	4102021;4102102;4102103;4102901;3000003	10;1;3;1;100000	101:56;201:21;301:122.5	1
90401005	904010	5	45	101:17.9;201:6.8;301:40.5	4102021;4102103;4102104;4102901;3000003	10;5;3;3;200000	101:64.1;201:24;301:144	1
90401006	904010	6	50	101:19.5;201:7.4;301:44.1	4102031;4102103;4102104;4102901;3000003	5;3;5;6;300000	101:72;201:27;301:162	1
90401007	904010	7	55	101:21;201:8;301:47.6	4102031;4102104;4102105;4102901;3000003	10;5;1;9;400000	101:75;201:30;301:175	1
90401008	904010	8	60	101:22.7;201:8.7;301:51.3	4102031;4102105;4102901;4102902;3000003	15;3;9;3;500000	101:93.6;201:38.5;301:203.5	1
90401009	904010	9	65	101:24.4;201:9.3;301:55.1	4102031;4102105;4102901;4102902;3000003	15;3;3;9;500000	101:102;201:36;301:228	1
90401010	904010	10	70	101:26.1;201:10;301:59.1	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:110.5;201:45.6;301:260	1
90401011	904010	11	75	101:27.9;201:10.6;301:63.1	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:126;201:42;301:280	1
90401012	904010	12	80	101:29.7;201:11.3;301:67.3	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:135;201:52.6;301:315	1
90401013	904010	13	85	101:31.6;201:12.1;301:71.6	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:152;201:64;301:344	1
90401014	904010	14	90	101:33.5;201:12.8;301:76	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:161.5;201:59.5;301:374	1
90401015	904010	15	95	101:35.5;201:13.6;301:80.5	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:180;201:72.1;301:405	1
90401401	904014	1	15	101:11.9;201:7.3;301:50.5				1
90401402	904014	2	25	101:13.5;201:8.3;301:57.4	4102301;3000003	1;30000	101:24;201:15;301:103.5	1
90401403	904014	3	35	101:15.2;201:9.3;301:64.3	4102011;4102301;4102302;3000003	5;3;3;50000	101:42.5;201:25;301:172.5	1
90401404	904014	4	40	101:16.8;201:10.3;301:71.2	4102021;4102302;4102303;4102901;3000003	10;1;3;1;100000	101:56;201:35;301:241.5	1
90401405	904014	5	45	101:18.4;201:11.3;301:78.1	4102021;4102303;4102304;4102901;3000003	10;5;3;3;200000	101:64.1;201:40;301:276	1
90401406	904014	6	50	101:20;201:12.3;301:85	4102031;4102303;4102304;4102901;3000003	5;3;5;6;300000	101:72;201:45;301:310.5	1
90401407	904014	7	55	101:21.6;201:13.2;301:91.8	4102031;4102304;4102305;4102901;3000003	10;5;1;9;400000	101:80.1;201:45;301:340	1
90401408	904014	8	60	101:23.3;201:14.3;301:99	4102031;4102305;4102901;4102902;3000003	15;3;9;3;500000	101:93.5;201:60.5;301:396	1
90401409	904014	9	65	101:25.1;201:15.3;301:106.3	4102031;4102305;4102901;4102902;3000003	15;3;3;9;500000	101:108;201:60;301:438	1
90401410	904014	10	70	101:26.8;201:16.4;301:113.9	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:110.5;201:71.6;301:494	1
90401411	904014	11	75	101:28.7;201:17.5;301:121.7	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:133;201:77;301:546	1
90401412	904014	12	80	101:30.6;201:18.7;301:129.7	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:142.5;201:90.1;301:600	1
90401413	904014	13	85	101:32.5;201:19.9;301:138	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:152;201:96;301:664.1	1
90401414	904014	14	90	101:34.5;201:21.1;301:146.5	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:170;201:102;301:722.5	1
90401415	904014	15	95	101:36.6;201:22.4;301:155.2	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:189;201:117;301:783	1
90401501	904015	1	15	101:11.6;201:4.3;301:26.4				1
90401502	904015	2	25	101:13.2;201:4.9;301:30	4102301;3000003	1;30000	101:24;201:9;301:54	1
90401503	904015	3	35	101:14.7;201:5.5;301:33.6	4102011;4102301;4102302;3000003	5;3;3;50000	101:37.5;201:15;301:90	1
90401504	904015	4	40	101:16.3;201:6.1;301:37.2	4102021;4102302;4102303;4102901;3000003	10;1;3;1;100000	101:56;201:21;301:126	1
90401505	904015	5	45	101:17.9;201:6.7;301:40.8	4102021;4102303;4102304;4102901;3000003	10;5;3;3;200000	101:64.1;201:24;301:144	1
90401506	904015	6	50	101:19.5;201:7.3;301:44.4	4102031;4102303;4102304;4102901;3000003	5;3;5;6;300000	101:72;201:27;301:162	1
90401507	904015	7	55	101:21;201:7.8;301:48	4102031;4102304;4102305;4102901;3000003	10;5;1;9;400000	101:75;201:25;301:180	1
90401508	904015	8	60	101:22.7;201:8.5;301:51.8	4102031;4102305;4102901;4102902;3000003	15;3;9;3;500000	101:93.6;201:38.5;301:209	1
90401509	904015	9	65	101:24.4;201:9.1;301:55.6	4102031;4102305;4102901;4102902;3000003	15;3;3;9;500000	101:102;201:36;301:228	1
90401510	904015	10	70	101:26.1;201:9.7;301:59.6	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:110.5;201:39;301:260	1
90401511	904015	11	75	101:27.9;201:10.4;301:63.6	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:126;201:49.1;301:280	1
90401512	904015	12	80	101:29.7;201:11.1;301:67.8	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:135;201:52.5;301:315	1
90401513	904015	13	85	101:31.6;201:11.8;301:72.2	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:152;201:56;301:352	1
90401514	904015	14	90	101:33.5;201:12.5;301:76.6	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:161.5;201:59.6;301:374	1
90401515	904015	15	95	101:35.5;201:13.2;301:81.2	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:180;201:63;301:414	1
90402001	904020	1	15	101:11.8;201:4.4;301:25.9				1
90402002	904020	2	25	101:13.4;201:5;301:29.4	4102301;3000003	1;30000	101:24;201:9;301:52.5	1
90402003	904020	3	35	101:15;201:5.6;301:32.9	4102011;4102301;4102302;3000003	5;3;3;50000	101:40;201:15;301:87.5	1
90402004	904020	4	40	101:16.6;201:6.2;301:36.5	4102021;4102302;4102303;4102901;3000003	10;1;3;1;100000	101:56;201:21;301:126	1
90402005	904020	5	45	101:18.2;201:6.8;301:40	4102021;4102303;4102304;4102901;3000003	10;5;3;3;200000	101:64.1;201:24;301:140	1
90402006	904020	6	50	101:19.8;201:7.4;301:43.5	4102031;4102303;4102304;4102901;3000003	5;3;5;6;300000	101:72;201:27;301:157.5	1
90402007	904020	7	55	101:21.4;201:8;301:47	4102031;4102304;4102305;4102901;3000003	10;5;1;9;400000	101:80;201:30;301:175	1
90402008	904020	8	60	101:23.1;201:8.7;301:50.7	4102031;4102305;4102901;4102902;3000003	15;3;9;3;500000	101:93.6;201:38.5;301:203.5	1
90402009	904020	9	65	101:24.8;201:9.3;301:54.5	4102031;4102305;4102901;4102902;3000003	15;3;3;9;500000	101:102;201:36;301:228	1
90402010	904020	10	70	101:26.6;201:10;301:58.3	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:117;201:45.6;301:247	1
90402011	904020	11	75	101:28.4;201:10.6;301:62.3	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:126;201:42;301:280	1
90402012	904020	12	80	101:30.3;201:11.3;301:66.4	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:142.5;201:52.6;301:307.5	1
90402013	904020	13	85	101:32.2;201:12.1;301:70.7	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:152;201:64;301:344	1
90402014	904020	14	90	101:34.2;201:12.8;301:75	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:170;201:59.5;301:365.6	1
90402015	904020	15	95	101:36.2;201:13.6;301:79.5	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:180;201:72.1;301:405	1
90402201	904022	1	15	101:10.7;201:4.3;301:26.4				1
90402202	904022	2	25	101:12.2;201:4.9;301:30	4102301;3000003	1;30000	101:22.5;201:9;301:54	1
90402203	904022	3	35	101:13.6;201:5.5;301:33.6	4102011;4102301;4102302;3000003	5;3;3;50000	101:35;201:15;301:90	1
90402204	904022	4	40	101:15.1;201:6.1;301:37.2	4102021;4102302;4102303;4102901;3000003	10;1;3;1;100000	101:52.5;201:21;301:126	1
90402205	904022	5	45	101:16.5;201:6.7;301:40.8	4102021;4102303;4102304;4102901;3000003	10;5;3;3;200000	101:56;201:24;301:144	1
90402206	904022	6	50	101:18;201:7.3;301:44.4	4102031;4102303;4102304;4102901;3000003	5;3;5;6;300000	101:67.5;201:27;301:162	1
90402207	904022	7	55	101:19.4;201:7.8;301:48	4102031;4102304;4102305;4102901;3000003	10;5;1;9;400000	101:70;201:25;301:180	1
90402208	904022	8	60	101:21;201:8.5;301:51.8	4102031;4102305;4102901;4102902;3000003	15;3;9;3;500000	101:88.1;201:38.5;301:209	1
90402209	904022	9	65	101:22.5;201:9.1;301:55.6	4102031;4102305;4102901;4102902;3000003	15;3;3;9;500000	101:90;201:36;301:228	1
90402210	904022	10	70	101:24.1;201:9.7;301:59.6	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:104;201:39;301:260	1
90402211	904022	11	75	101:25.8;201:10.4;301:63.6	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:119;201:49.1;301:280	1
90402212	904022	12	80	101:27.5;201:11.1;301:67.8	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:127.5;201:52.5;301:315	1
90402213	904022	13	85	101:29.2;201:11.8;301:72.2	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:136;201:56;301:352	1
90402214	904022	14	90	101:31;201:12.5;301:76.6	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:153;201:59.6;301:374	1
