npcId	role	maxSp	skinId	classId	mode	handbook	class	location	behavior	attribute	atkSkill1	atkSkill2	atkSkill3	atkSkill4	atkSkill5	atkSkill6	hitSkill	passiveSkill	weakness	ai	showPassive	enterTimeline	enterSfx	summonPool	summonData	roleId	characterId	catType	race	summonPriority	status
31102005		5	30110201	2105	1102	1102	1	4	1	1	511102001	521102001					571102001			monster/monster_01											1
31103005		5	30110301	2105	1103	1103	1	3	1	1	511103001	521103001					571103001			monster/monster_01											1
31104005		5	30110401	2305	1104	1104	1	2	1	1	511104001	521104001					571104001			monster/monster_01											1
31054005		5	30105401	2105	1054	1054	1	2	1	1	511054001	521054001					571054001			monster/monster_01											1
31055005		5	30105501	2105	1055	1055	1	2	1	1	511055001	521055001					571055001			monster/monster_01											1
34002005		5	30400201	3105	4002	4002	2	4	2	1	514002001	524002001	534002001	544002001			574002001	100000051		monster/monster_01											1
34001005		5	30400101	3105	4001	4001	2	4	2	1	514001001	524001001	534001001	544001001			574001001	100000051		monster/monster_01											1
34003005		5	30400301	3105	4003	4003	2	2	2	1	514003001	524003001	534003001	544003001			574003001	100000051		monster/monster_01											1
34004005		5	30400401	3105	4004	4004	2	2	2	1	514004001	524004001	534004001				574004001	100000051		monster/monster_01											1
34005005		5	30400501	3105	4005	4005	2	4	2	1	514005001	524005001	534005001	544005001	554005001	564005001	574005001	100000051;104021060		monster/monster_01											1
34006005		5	30400601	3105	4006	4006	2	4	2	1	514006001	524006001	534006001				574006001	100000051		monster/monster_01											1
34007005		5	30400701	3105	4007	4007	2	4	2	1	514007001	524007001	534007001				574007001	100000051		monster/monster_01											1
34008005		5	30400801	3305	4008	4008	2	2	2	1	514008001	524008001	534008001				574008001	100000051		monster/monster_01											1
34009005		5	30400901	3105	4009	4009	2	2	2	1	514009001	524009001	534009001	544009001	554009001	564009001	574009001	100000051		monster/monster_01											1
34010005		5	30401001	3105	4010	4010	2	2	2	1	514010001	524010001	534010001				574010001	100000051;104021060		monster/monster_01											1
34014005		5	30401401	3205	4014	4014	2	5	2	1	514014001	524014001					574014001	100000051		monster/monster_01											1
34015005		3	30401502	3305	1026	1026	2	5	2	1	514015001	524015001					574015001	100000051;104021060		monster/monster_01											1
34016005		5	30401601	3105	4016	4016	2	2	2	1	514016001	524016001	534016001				574016001	100000051		monster/monster_01											1
34017005		5	30401701	3205	4017	4017	2	5	2	1	514017001	524017001	534017001				574017001	100000051		monster/monster_01											1
34018005		5	30401801	3105	4018	4018	2	5	2	1	514018001	524018001	534018001				574018001	100000051		monster/monster_01											1
34020005		5	30402001	3105	4020	4020	2	2	2	1	514020001	524020001	534020001				574020001	100000051		monster/monster_01											1
34021005		5	30402101	3105	4021	4021	2	2	2	1	514021001	524021001	534021001	544021001	554021001		574021001	100000051		monster/monster_01											1
34022005		5	30402201	3105	4022	4022	2	2	2	1	514022001	524022001					574022001	100000051		monster/monster_01											1
34025005		5	30402501	3305	4025	4025	2	2	2	1	514025001	524025001	534025001	544025001			574025001	100000051		monster/monster_01											1
34026005		5	30402601	3205	4026	4026	2	5	2	1	514026001	524026001	534026001				574026001	100000051		monster/monster_01											1
34030005		5	30403001	3105	4030	4030	2	2	2	1	514030001	524030001	534030001	544030001	554030001	564030001	574030001	100000051		monster/monster_01											1
34031005		5	30403101	3305	4031	4031	2	1	2	1	514031001	524031001	534031001	544031001	554031001	564031001	574031001	100000051		monster/monster_01											1
34033005		5	30403301	3105	4033	4033	2	3	2	1	514033001	524033001	534033001	544033001	554033001		574033001	100000051		monster/monster_01											1
34034005		5	30403401	3105	4034	4034	2	5	2	1	514034001	524034001	534034001				574034001	100000051		monster/monster_01											1
34035005		5	30403501	3105	4035	4035	2	4	2	1	514035001	524035001	534035001				574035001	100000051;104021060		monster/monster_01											1
34036005		5	30403601	3105	4036	4036	2	4	4	1	514036001	524036001	534036001				574036001	100000051		monster/monster_01											1
34037005		5	30403701	3105	4037	4037	2	3	2	1	514037001	524037001	534037001				574037001	100000051;104021060		monster/monster_34037001_01											1
34040005		5	30404001	3205	4040	4040	2	2	2	1	514040001	524040001	534040001				574040001	100000051		monster/monster_01											1
34041005		5	30404101	3105	4041	4041	2	4	2	1	514041001	524041001	534041001	544041001			574041001	100000051		monster/monster_01											1
34043005		5	30404301	3105	4043	4043	2	2	2	1	514043001	524043001					574043001	100000051		monster/monster_01											1
38001005		5	30800101	3105	8001	8001	2	2	2	1	518001001	528001001	538001001	548001001	558001001	568001001	578001001	100000051		monster/monster_01											1
38002005		5	30800201	3105	8002	8002	2	4	2	1	518002001	528002001	538002001	548002001	558002001	568002001	578002001	100000051		monster/monster_01											1
34022031		5	30402231	1109	4022	4022	2	1	2	3	514022101	524022201					574022301	104022104;104022105;104021056;104021057;104022106		monster/monster_54022001_01											1
31018031		5	30101801	3407	1018	1018	1	3	1	3	511018101	521018101					571018101	101018101;104022106;101018103		monster/monster_01											1
34023005		5	30402301	3105	4023	4023	2	2	2	1	514023001	524023001					574023001	100000051		monster/monster_01											1
34025099		5	30402501	4201	4025	4025	2	2	1	1	514025001	524025001	534025001	544025001			574025001			monster/monster_34025001_01											1
34005101		5	30400501	3105	4005	4005	2	4	2	1	514005001	524005001	534005001	544005001	554005001	564005001	574005001	100000051;104021060		monster/pata/pata_boss_tongyong											1
34022101		5	30402201	3105	4022	4022	2	2	2	1	514022001	524022001					574022001	100000051		monster/monster_01											1
34009101		5	30400901	3105	4009	4009	2	2	2	1	514009001	524009001	534009001	544009001	554009001	564009001	574009001	100000051		monster/pata/pata_boss_tongyong											1
34044101		5	30404401	3105	4044	4044	2	3	2	1	514033001	524033001	534033001	544033001	554033001		574033001	100000051		monster/pata/pata_boss_4033											1
31300087		5	12900190	4105	129001		3	4	2	3	71129001	72129001					73129001			monster/monster_01											1
31005016		5	30100542	2305	1005	1005	1	4	1	1	511005002	521005003					571005002			monster/monster_01											1
31045016		5	30104542	3305	1045	1045	1	2	2	1	511045002	521045003					571045002	100000051		monster/monster_01											1
31040016		5	30104042	2305	1040	1040	1	2	1	1	511040003	521040005					571040003			monster/monster_01											1
31045017		5	30104542	3105	1045	1045	1	2	1	1	511045002	521045003					571045002	1010044;1010043;414071051;414031052;414111151		monster/monster_31045018	1010044;1010043;414071051;414031052;414111151										1
31040017		5	30104042	5306	1040	1040	1	2	1	1	511040003	521040005					571040003	414071051;414031052;414111151		monster/monster_31040017	414071051;414031052;414111151										1
31300089		5	12900190	5306	129001		3	4	2	3	71129001	72129001					73129001	1010046;414071051;414031052;414111151		monster/monster_31300089_001	1010046;414071051;414031052;414111151										1
34015016		5	30501501	4105	4015	4015	3	5	2	1	514015001	524015001					574015001	7100120		monster/monster_34015001_01	7100120										1
34036016		5	30403601	4105	4036	4036	2	4	2	1	514036001	524036001	534036001				574036001	100000051		monster/monster_34036016_01											1
31054016		5	30105401	2105	1054	1054	1	2	1	1	511054001	521054001					571054001			monster/monster_31054016											1
31055016		5	30105501	2105	1055	1055	1	2	1	1	511055001	521055001					571055001			monster/monster_31054016											1
31041016		5	30104101	2105	1041	1041	1	4	1	1	511041001	521041001					571041001	101041051		monster/monster_01	101041051										1
31042016		5	30104201	2305	1042	1042	1	1	1	1	511042001	521042001					571042001			monster/monster_01											1
31043016		5	30104301	2205	1043	1043	1	2	1	1	511043001	521043001					571043001			monster/monster_01											1
31041017		5	30104101	2105	1041	1041	1	4	1	1	511041001	521041001					571041001	101041051;7100113		monster/monster_01	101041051;7100113										1
31042017		5	30104201	2305	1042	1042	1	1	1	2	511042001	521042001					571042001	7100113		monster/monster_01	7100113										1
31043017		5	30104301	2205	1043	1043	1	2	1	3	511043001	521043001					571043001	7100113		monster/monster_01	7100113										1
31041018		5	30104101	2105	1041	1041	1	4	1	1	511041001	521041001					571041001	101041051;7100113;7100114		monster/monster_01	101041051;7100113;7100114										1
31042018		5	30104201	2305	1042	1042	1	1	1	2	511042001	521042001					571042001	7100113;7100114		monster/monster_01	7100113;7100114										1
31043018		5	30104301	2205	1043	1043	1	2	1	3	511043001	521043001					571043001	7100113;7100114		monster/monster_01	7100113;7100114										1
32042018		5	30104241	2301	1042	1042	1	1	1	1	511042002	521042002					571042002	7100113;7100114		monster/monster_01	7100113;7100114										1
32043018		5	30104341	2201	1043	1043	1	2	1	1	511043002	521043002					571043002	7100113;7100114		monster/monster_01	7100113;7100114										1
33041016		5	30104141	4102	1041	1041	1	4	2	1	511041002	521041002					571041002	100000051;7100112		monster/monster_01	100000051;7100113;7100112										1
33041017		5	30104141	4102	1041	1041	1	4	2	1	511041002	521041002					571041002	100000051;7100113;7100112		monster/monster_01	100000051;7100113;7100112										1
33041018		5	30104141	4102	1041	1041	1	4	2	1	511041002	521041002					571041002	100000051;7100113;7100114;7100112		monster/monster_01	100000051;7100113;7100114;7100112										1
31005013		5	30100541	2105	1005	1005	1	4	1	1	511005002	521005002					571005002			monster/monster_01											1
31014013		5	30101441	2205	1014	1014	1	4	1	1	511014002	521014002					571014002			monster/monster_01											1
31023017		5	30102341	2105	1023	1023	1	3	1	1	511023002	521023002					571023002			monster/monster_01											1
31024017		5	30102441	2105	1024	1024	1	5	1	1	511024002	521024002					571024002			monster/monster_01											1
31010013		5	30101041	2105	1010	1010	1	5	1	1	511010002	521010002					571010002			monster/monster_01											1
31012013		5	30101201	2105	1012	1012	1	3	1	1	511012002	521012002					571012002			monster/monster_01											1
31018013		5	30101841	2105	1018	1018	1	3	1	1	511018002	521018002					571018002			monster/monster_01											1
31016013		5	30101641	2305	1016	1016	1	1	1	1	511016002	521016002					571016002			monster/monster_03											1
31022013		5	30102241	2105	1022	1022	1	4	1	1	511022002	521022002					571022002			monster/monster_01											1
31023018		5	30102343	2105	1023	1023	1	3	1	1	511023003	521023003					571023003			monster/monster_01											1
31024018		5	30102443	2105	1024	1024	1	5	1	1	511024003	521024003					571024003			monster/monster_01											1
31030013		5	30103041	2105	1030	1030	1	3	1	1	511030002	521030002					571030002			monster/monster_01											1
31031013		5	30103141	2105	1031	1031	1	4	1	1	511031002	521031002					571031002			monster/monster_01											1
31040013		5	30104041	2105	1040	1040	1	2	1	1	511040003	521040003					571040003			monster/monster_01											1
31020013		5	30102041	2205	1020	1020	1	3	1	1	511020002	521020002					571020002			monster/monster_01											1
31042013		5	30104241	2305	1042	1042	1	1	1	1	511042002	521042002					571042002			monster/monster_01											1
31043013		5	30104341	2205	1043	1043	1	2	1	1	511043002	521043002					571043002			monster/monster_01											1
31019013		5	30101941	2105	1019	1019	1	4	1	1	511019002	521019002					571019002			monster/monster_01											1
31052013		5	30105241	2105	1052	1052	1	2	1	1	511052002	521052002					571052002			monster/monster_01											1
31053013		5	30105342	2105	1053	1053	1	4	1	1	511053002	521053002					571053002			monster/monster_01											1
31060013		5	30106041	2105	1060	1060	1	2	1	1	511060002	521060002					571060002			monster/monster_01											1
31006013		5	30100641	2105	1006	1006	1	4	1	1	511006002	521006002					571006002			monster/monster_01											1
31050013		5	30105041	2205	1050	1050	1	4	1	1	511050002	521050002					571050002			monster/monster_01											1
31051013		5	30105141	2205	1051	1051	1	5	1	1	511051002	521051002					571051002			monster/monster_03											1
31017013		5	30101741	2105	1017	1017	1	5	1	1	511017002	521017002					571017002			monster/monster_01											1
31045013		5	30104541	2105	1045	1045	1	2	1	1	511045002	521045002					571045002			monster/monster_01											1
31002008		5	30100201	3101	1002	1002	1	2	1	1	511002001	521002001					571002001			monster/monster_01											1
31003008		5	30100301	3201	1003	1003	1	5	1	1	511003001	521003001					571003001			monster/monster_01											1
31004008		5	30100401	3101	1004	1004	1	3	1	1	511004001	521004001					571004001			monster/monster_01											1
31005008		5	30100501	3101	1005	1005	1	4	1	1	511005001	521005001					571005001			monster/monster_01											1
31006008		5	30100601	3101	1006	1006	1	4	1	1	511006001						571006001			monster/monster_01_oneskill											1
31007008		5	30100701	3201	1007	1007	1	5	1	1	511007001	521007001					571007001			monster/monster_01											1
31009008		5	30100901	3301	1009	1009	1	1	1	1	511009001	521009001					571009001			monster/monster_01											1
31010008		5	30101001	3101	1010	1010	1	5	1	1	511010001	521010001					571010001			monster/monster_01											1
31011008		5	30101101	3101	1011	1011	1	5	1	1	511011001	521011001					571011001			monster/monster_01											1
31012008		5	30101201	3101	1012	1012	1	3	1	1	511012001	521012001					571012001			monster/monster_01											1
31013008		5	30101301	3101	1013	1013	1	4	1	1	511013001	521013001					571013001			monster/monster_01											1
31014008		5	30101401	3201	1014	1014	1	4	1	1	511014001	521014001					571014001			monster/monster_01											1
31015008		5	30101501	3101	1015	1015	1	2	1	1	511015001	521015001					571015001			monster/monster_01											1
31016008		5	30101601	3301	1016	1016	1	1	1	1	511016001	521016001					571016001			monster/monster_01											1
31017008		5	30101701	3101	1017	1017	1	5	1	1	511017001	521017001					571017001			monster/monster_01											1
31018008		5	30101801	3101	1018	1018	1	3	1	1	511018001	521018001					571018001			monster/monster_01											1
31019008		5	30101901	3101	1019	1019	1	4	1	1	511019001	521019001					571019001			monster/monster_01											1
31020008		5	30102001	3201	1020	1020	1	3	1	1	511020001	521020001					571020001			monster/monster_01											1
31021008		5	30102101	3101	1021	1021	1	3	1	1	511021001	521021001					571021001			monster/monster_01											1
31022008		5	30102201	3101	1022	1022	1	4	1	1	511022001	521022001					571022001			monster/monster_01											1
31023008		5	30102301	3101	1023	1023	1	3	1	1	511023001	521023001					571023001			monster/monster_01											1
31024008		5	30102401	3101	1024	1024	1	5	1	1	511024001	521024001					571024001			monster/monster_01											1
31025008		5	30102501	3101	1025	1025	1	5	1	1	511025001						571025001			monster/monster_31022001_001											1
31026008		5	30102601	3201	1026	1026	1	4	1	1	511026001	521026001					571026001			monster/monster_01											1
31030008		5	30103001	3101	1030	1030	1	3	1	1	511030001						571030001			monster/monster_01_oneskill											1
31031008		5	30103101	3101	1031	1031	1	4	1	1	511031001	521031001					571031001			monster/monster_01											1
31040008		5	30104001	3101	1040	1040	1	2	1	1	511040001						571040001			monster/monster_01_oneskill											1
31041008		5	30104101	3101	1041	1041	1	4	1	1	511041001	521041001					571041001	101041051		monster/monster_01											1
31042008		5	30104201	3301	1042	1042	1	1	1	1	511042001	521042001					571042001			monster/monster_01											1
31043008		5	30104301	3201	1043	1043	1	2	1	1	511043001	521043001					571043001			monster/monster_01											1
31044008		5	30104401	3301	1044	1044	1	3	1	1	511044001	521044001					571044001			monster/monster_01											1
31045008		5	30104501	3101	1045	1045	1	2	1	1	511045001	521045001					571045001			monster/monster_01											1
31046008		5	30104601	3101	1046	1046	1	5	1	1	511046001	521046001					571046001			monster/monster_01											1
31050008		5	30105001	3201	1050	1050	1	4	1	1	511050001	521050001					571050001			monster/monster_01											1
31051008		5	30105101	3201	1051	1051	1	5	1	1	511051001	521051001					571051001			monster/monster_01											1
31052008		5	30105201	3101	1052	1052	1	2	1	1	511052001						571052001			monster/monster_01_oneskill											1
31053008		5	30105301	3101	1053	1053	1	4	1	1	511053001						571053001			monster/monster_01_oneskill											1
31056008		5	30105601	3201	1056	1056	1	3	1	1	511056001	521056001					571056001			monster/monster_01											1
31058008		5	30105801	3101	1058	1058	1	3	1	1	511058001	521058001					571058001			monster/monster_01											1
31059008		5	30105901	3301	1059	1059	1	4	1	1	511059003	521059001					571059001			monster/monster_01											1
31060008		5	30106001	3101	1060	1060	1	2	1	1	511060001	521060001					571060001			monster/monster_01											1
31102008		5	30110201	3101	1102	1102	1	4	1	1	511102001	521102001					571102001			monster/monster_01											1
31103008		5	30110301	3101	1103	1103	1	3	1	1	511103001	521103001					571103001			monster/monster_01											1
31104008		5	30110401	3301	1104	1104	1	2	1	1	511104001	521104001					571104001			monster/monster_01											1
31023020		5	30102341	2105	1023	1023	1	3	1	1	511023002	521023002					571023002			monster/monster_01											1
31024030		5	30102441	2105	1024	1024	1	5	1	1	511024002	521024002					571024002			monster/monster_01											1
31013010		5	30101301	2105	1013	1013	1	4	1	1	511013001	521013001					571013001			monster/monster_01											1
31054010		5	30105401	2105	1054	1054	1	2	1	1	511054001	521054001					571054001			monster/monster_01											1
31055010		5	30105501	2105	1055	1055	1	2	1	1	511055001	521055001					571055001			monster/monster_01											1
31014020		5	30101441	2205	1014	1014	1	4	1	1	511014002	521014002					571014002			monster/monster_01											1
31014030		5	30101401	2205	1014	1014	1	4	1	1	511014001	521014001					571014001			monster/monster_01											1
31005020		5	30100541	2105	1005	1005	1	4	1	1	511005002	521005002					571005002			monster/monster_01											1
31005030		5	30100501	2105	1005	1005	1	4	1	1	511005001	521005001					571005001			monster/monster_01											1
34035010		5	30403501	3105	4035	4035	2	4	2	1	514035001	524035001	534035001				574035001	100000051		monster/monster_34035012											1
34035011		5	30403501	3105	4035	4035	2	4	3	1	514035001	524035001	534035001				574035001	100000052		monster/monster_34035012											1
34035012		5	30403501	3105	4035	4035	2	4	4	1	514035001	524035001	534035002				574035001	100000050		monster/monster_34035012											1
34036010		5	30403601	3105	4036	4036	2	4	2	1	514036001	524036001	534036001				574036001	100000051		monster/monster_34036012											1
34036011		5	30403601	3105	4036	4036	2	4	3	1	514036001	524036001	534036001				574036001	100000052		monster/monster_34036012											1
34036012		5	30403601	3105	4036	4036	2	4	4	1	514036001	524036001	534036001				574036001	100000050		monster/monster_34036012											1
34037010		5	30403701	3105	4037	4037	2	3	1	1	514037001	524037001	534037001				574037001	100000051		monster/monster_34037012											1
34037011		5	30403701	3105	4037	4037	2	3	2	1	514037001	524037001	534037001				574037001	100000052		monster/monster_34037012											1
34037012		5	30403701	3105	4037	4037	2	3	3	1	514037001	524037001	534037001				574037001	100000050		monster/monster_34037012											1
34002010		5	30400201	3105	4002	4002	2	4	2	1	514002001	524002001	534002001				574002001	100000051		monster/monster_34036012											1
34002011		5	30400201	3105	4002	4002	2	4	3	1	514002001	524002001	534002001				574002001	100000052		monster/monster_34036012											1
34002012		5	30400201	3105	4002	4002	2	4	4	1	514002001	524002001	534002001	544002001			574002001	100000050		monster/monster_34036012											1
34041010		5	30404101	3105	4041	4041	2	4	2	1	514041001	524041001	534041001				574041001	100000051		monster/monster_34037012											1
34041011		5	30404101	3105	4041	4041	2	4	3	1	514041001	524041001	534041001				574041001	100000052		monster/monster_34037012											1
34041012		5	30404101	3105	4041	4041	2	4	4	1	514041001	524041001	534041001				574041001	100000050		monster/monster_34041012											1
31023105		5	30102801	2101	1024	1021	1	1	2	1	511023001	521023001					571023001			monster/monster_01											1
31024105		5	30102901	2101	1024	1021	1	1	2	1	511024001	521024001					571024001			monster/monster_01											1
44020001		5	30402001	5306	4020	4020	2	2	2	1	514020002	524020002	534020002				574020002	104020054;104020055;104020057;104021056;100000051		monster/monster_4020_01											1
44021001		5	30402101	5306	4021	4021	2	2	2	2	514021002	524021002	544021002	554021002			574021002	104021056;104021059;100000051		monster/monster_4021_01											1
44022001		5	30402201	5306	4022	4022	2	1	2	1	514022001	524022001	534022001	544022001	554031001		574022001			monster/monster_01											1
44031001		5	30403151	5306	4031	4031	2	1	2	3	514031002	534031002	544031002				574031002	104021056;100000053;101040052;101040053;100000051;414111151;414071053		monster/monster_4031_01	101040053;100000053;414111151;414071053										1
41040001		5	30104051	5306	1040	1040	1	2	1	3	511040002	521040002					571040002	101040052;101040053;100000053;414111151;414071053		monster/monster_01	101040053;100000053;414111151;414071053										1
44180101		5	30801041	5306	418010		2	2	3	5	518010101	528010102	538010102	548010102			568010102	104021056;100000052;48010053;104021057		monster/monster_34180101_02	104021056;48010053;104021057										1
44015001		5	30501501	5306	1026	1026	2	5	2	1	514015002	524015003					574015002	104015102;100000051;104021056;104021057		monster/monster_34015001_02											1
41001001		5	30461002	4204	1002	1002	1	1	2	3	511002001	521002001					571002001			monster/monster_01											1
41003001		5	30461003	4504	1003	1003	1	3	2	3	511003001	521003001					571003001			monster/monster_01											1
41004001		5	30461004	2302	1004	1004	1	1	2	3	511004001	521004001					571004001			monster/monster_01											1
41005001		5	30461005	2202	1005	1005	1	3	2	3	511005001	521005001					571005001			monster/monster_01											1
41009001		5	30461009	2202	1009	1009	1	1	2	1	511009001	521009001					571009001			monster/monster_01											1
41010001		6	30461010	2202	2010	1010	1	1	2	2	511010001	521010001					571010001			monster/monster_01											1
41011001		6	30461011	2202	2011	1011	1	1	2	4	511011001	521011001					571011001			monster/monster_01											1
41015001		5	30461015	2202	1015	1015	1	1	2	3	511015001	521015001					571015001			monster/monster_01											1
41016001		5	30101601	2202	1016	1016	1	1	2	1	511016001	521016001					571016001			monster/monster_01											1
30400202		5	30400201	2202	4002	4002	1	4	1	1	514041001	524041001	534041001	544041001			574041001			monster/monster_01											1
30400102		5	30400101	2202	4001	4001	1	4	1	1	514043001	524043001					574043001			monster/monster_01											1
58004001		5	30800451	5104	8004	8004	1	1	2	3	518004001	528004001					578004001	414031051;414051052;104021056;104021057;413111151;108004055		monster/monster_58004001_01	414031051;414051052;104021056;104021057;413111151;108004055	8004_enter_timeline	8004_enter_tl								1
58004002		5	30800452	5104	8004	8004	1	1	2	3	518004001	538004001					578004001	414031051;414051052;104021056;104021057;413111151;108004055		monster/monster_58004001_01	414031051;414051052;104021056;104021057;413111151;108004055	8004_switch_timeline_01	8004_switch_tl_01								1
58004003		5	30800453	5104	8004	8004	1	1	2	3	518004001	548004001					578004001	414031051;414051052;104021056;104021057;413111151;108004055		monster/monster_58004001_01	414031051;414051052;104021056;104021057;413111151;108004055	8004_switch_timeline_02	8004_switch_tl_02								1
58003001		5	30800351	5104	8003	8003	1	1	2	2	518003001	528003001					578003001	414071051;414031052;104021056;104021057;413011151;108003056		monster/monster_58003001_02	414071051;414031052;104021056;104021057;413011151;108003056	8003_enter_timeline	8003_enter_tl								1
58003002		5	30800352	5104	8003	8003	1	1	2	2	518003001	538003001					578003001	414071051;414031052;104021056;104021057;413011151;108003056		monster/monster_58003001_02	414071051;414031052;104021056;104021057;413011151;108003056	8003_switch_timeline_01	8003_switch_tl_01								1
58003003		5	30800353	5104	8003	8003	1	1	2	2	518003001	548003001					578003001	414071051;414031052;104021056;104021057;413011151;108003056		monster/monster_58003001_02	414071051;414031052;104021056;104021057;413011151;108003056	8003_switch_timeline_02	8003_switch_tl_02								1
54022001		5	30402251	5104	4022	4022	1	1	2	1	514022002	524022002	534022004				574022002	414051051;104021056;104021057;44022156;44022157;108004055;44022167;44022168		monster/monster_54022001_02	414051051;104021056;104021057;44022167	4022_enter_timeline	4022_enter_tl								1
54022002		5	30402252	5104	4022	4022	1	1	2	1	514022002	514022003	534022004				574022002	414051051;104021056;104021057;44022156;44022157;108004055;44022167;44022168		monster/monster_54022001_02	414051051;104021056;104021057;44022167	4022_switch_timeline_01	4022_switch_tl_01								1
54022003		5	30402253	5104	4022	4022	1	1	3	1	514022002	514022004	534022004				574022002	414051051;104021056;104021057;44022156;44022157;108004055;44022167;44022168		monster/monster_54022001_02	414051051;104021056;104021057;44022167	4022_switch_timeline_02	4022_switch_tl_01								1
31025009		5	30102501	2104	1025	1025	1	3	1	3	511025001						571025001	101025051;101025052;414031051;414051052;413111151		monster/monster_31022001_001	101025051;101025052;414031051;414051052;413111151										1
31025010		5	30102501	2104	1025	1025	1	3	1	3	511025001						571025001	101025051;108004056;101025052;414031051;414051052;413111151		monster/monster_31022001_001	101025051;108004056;101025052;414031051;414051052;413111151										1
31025011		5	30102501	2104	1025	1025	1	3	1	3	511025001						571025001	101025051;108004057;101025052;414031051;414051052;413111151		monster/monster_31022001_001	101025051;108004057;101025052;414031051;414051052;413111151										1
31002006		5	30200201	3101	1002	1002	1	2	1	1	511002001	521002001					571002001			monster/monster_01											1
31003006		5	30200301	3201	1003	1003	1	5	1	1	511003001	521003001					571003001			monster/monster_01											1
31004006		5	30200401	3101	1004	1004	1	3	1	1	511004001	521004001					571004001			monster/monster_01											1
31005006		5	30200501	3101	1005	1005	1	4	1	1	511005001	521005001					571005001			monster/monster_01											1
31006006		5	30200601	3101	1006	1006	1	4	1	1	511006001						571006001			monster/monster_01_oneskill											1
31007006		5	30200701	3201	1007	1007	1	5	1	1	511007001	521007001					571007001			monster/monster_01											1
31009006		5	30200901	3301	1009	1009	1	1	1	1	511009001	521009001					571009001			monster/monster_01											1
31010006		5	30201001	3101	1010	1010	1	5	1	1	511010001	521010001					571010001			monster/monster_01											1
31011006		5	30201101	3101	1011	1011	1	5	1	1	511011001	521011001					571011001			monster/monster_01											1
31012006		5	30201201	3101	1012	1012	1	3	1	1	511012001	521012001					571012001			monster/monster_01											1
31013006		5	30201301	3101	1013	1013	1	4	1	1	511013001	521013001					571013001			monster/monster_01											1
31014006		5	30201401	3201	1014	1014	1	4	1	1	511014001	521014001					571014001			monster/monster_01											1
31015006		5	30201501	3101	1015	1015	1	2	1	1	511015001	521015001					571015001			monster/monster_01											1
31016006		5	30201601	3301	1016	1016	1	1	1	1	511016001	521016001					571016001			monster/monster_01											1
31017006		5	30201701	3101	1017	1017	1	5	1	1	511017001	521017001					571017001			monster/monster_01											1
31018006		5	30201801	3101	1018	1018	1	3	1	1	511018001	521018001					571018001			monster/monster_01											1
31019006		5	30201901	3101	1019	1019	1	4	1	1	511019001	521019001					571019001			monster/monster_01											1
31020006		5	30202041	3201	1020	1020	1	3	1	1	511020001	521020001					571020001			monster/monster_01											1
31021006		5	30202101	3101	1021	1021	1	3	1	1	511021001	521021001					571021001			monster/monster_01											1
31022006		5	30202201	3101	1022	1022	1	4	1	1	511022001	521022001					571022001			monster/monster_01											1
31023006		5	30202301	3101	1023	1023	1	3	1	1	511023001	521023001					571023001			monster/monster_01											1
31024006		5	30202401	3101	1024	1024	1	5	1	1	511024001	521024001					571024001			monster/monster_01											1
31025006		5	30202501	3101	1025	1025	1	5	1	1	511025001						571025001			monster/monster_31022001_001											1
31026006		5	30202601	3201	1026	1026	1	4	1	1	511026001	521026001					571026001			monster/monster_01											1
31030006		5	30203001	3101	1030	1030	1	3	1	1	511030001						571030001			monster/monster_01_oneskill											1
31031006		5	30203101	3101	1031	1031	1	4	1	1	511031001	521031001					571031001			monster/monster_01											1
31040006		5	30204001	3101	1040	1040	1	2	1	1	511040001						571040001			monster/monster_01_oneskill											1
31041006		5	30204101	3101	1041	1041	1	4	1	1	511041001	521041001					571041001	101041051		monster/monster_01											1
31042006		5	30204201	3301	1042	1042	1	1	1	1	511042001	521042001					571042001			monster/monster_01											1
31043006		5	30204301	3201	1043	1043	1	2	1	1	511043001	521043001					571043001			monster/monster_01											1
31044006		5	30204401	3301	1044	1044	1	3	1	1	511044001	521044001					571044001			monster/monster_01											1
31045006		5	30204501	3101	1045	1045	1	2	1	1	511045001	521045001					571045001			monster/monster_01											1
31046006		5	30204601	3101	1046	1046	1	5	1	1	511046001	521046001					571046001			monster/monster_01											1
31050006		5	30205001	3201	1050	1050	1	4	1	1	511050001	521050001					571050001			monster/monster_01											1
31051006		5	30205101	3201	1051	1051	1	5	1	1	511051001	521051001					571051001			monster/monster_01											1
31052006		5	30205201	3101	1052	1052	1	2	1	1	511052001						571052001			monster/monster_01_oneskill											1
31053006		5	30205301	3101	1053	1053	1	4	1	1	511053001						571053001			monster/monster_01_oneskill											1
31056006		5	30205601	3201	1056	1056	1	3	1	1	511056001	521056001					571056001			monster/monster_01											1
31058006		5	30205801	3101	1058	1058	1	3	1	1	511058001	521058001					571058001			monster/monster_01											1
31059006		5	30205901	3301	1059	1059	1	4	1	1	511059003	521059001					571059001			monster/monster_01											1
31060006		5	30206001	3101	1060	1060	1	2	1	1	511060001	521060001					571060001			monster/monster_01											1
31102006		5	30210201	3101	1102	1102	1	4	1	1	511102001	521102001					571102001			monster/monster_01											1
31103006		5	30210301	3101	1103	1103	1	3	1	1	511103001	521103001					571103001			monster/monster_01											1
31104006		5	30210401	3301	1104	1104	1	2	1	1	511104001	521104001					571104001			monster/monster_01											1
