id	roleId	Type	level	consumeItem	consumeNum	status
109008109	109008	1	9	4104011;3000003	50;300000	1
109008110	109008	1	10			1
109008201	109008	2	1	4104011;3000003	10;10000	1
109008202	109008	2	2	4104011;3000003	20;40000	1
109008203	109008	2	3	4104011;3000003	30;90000	1
109008204	109008	2	4	4104011;3000003	40;160000	1
109008205	109008	2	5	4104011;3000003	50;250000	1
109008206	109008	2	6	4104011;3000003	60;360000	1
109008207	109008	2	7			1
110008101	110008	1	1	4104011;3000003	5;20000	1
110008102	110008	1	2	4104011;3000003	10;40000	1
110008103	110008	1	3	4104011;3000003	10;70000	1
110008104	110008	1	4	4104011;3000003	20;100000	1
110008105	110008	1	5	4104011;3000003	20;140000	1
110008106	110008	1	6	4104011;3000003	30;180000	1
110008107	110008	1	7	4104011;3000003	30;220000	1
110008108	110008	1	8	4104011;3000003	40;260000	1
110008109	110008	1	9	4104011;3000003	50;300000	1
110008110	110008	1	10			1
110008201	110008	2	1	4104011;3000003	10;10000	1
110008202	110008	2	2	4104011;3000003	20;40000	1
110008203	110008	2	3	4104011;3000003	30;90000	1
110008204	110008	2	4	4104011;3000003	40;160000	1
110008205	110008	2	5	4104011;3000003	50;250000	1
110008206	110008	2	6	4104011;3000003	60;360000	1
110008207	110008	2	7			1
111008101	111008	1	1	4104011;3000003	5;20000	1
111008102	111008	1	2	4104011;3000003	10;40000	1
111008103	111008	1	3	4104011;3000003	10;70000	1
111008104	111008	1	4	4104011;3000003	20;100000	1
111008105	111008	1	5	4104011;3000003	20;140000	1
111008106	111008	1	6	4104011;3000003	30;180000	1
111008107	111008	1	7	4104011;3000003	30;220000	1
111008108	111008	1	8	4104011;3000003	40;260000	1
111008109	111008	1	9	4104011;3000003	50;300000	1
111008110	111008	1	10			1
111008201	111008	2	1	4104011;3000003	10;10000	1
111008202	111008	2	2	4104011;3000003	20;40000	1
111008203	111008	2	3	4104011;3000003	30;90000	1
111008204	111008	2	4	4104011;3000003	40;160000	1
111008205	111008	2	5	4104011;3000003	50;250000	1
111008206	111008	2	6	4104011;3000003	60;360000	1
111008207	111008	2	7			1
111002101	111002	1	1	4104011;3000003	5;20000	1
111002102	111002	1	2	4104011;3000003	10;40000	1
111002103	111002	1	3	4104011;3000003	10;70000	1
111002104	111002	1	4	4104011;3000003	20;100000	1
111002105	111002	1	5	4104011;3000003	20;140000	1
111002106	111002	1	6	4104011;3000003	30;180000	1
111002107	111002	1	7	4104011;3000003	30;220000	1
111002108	111002	1	8	4104011;3000003	40;260000	1
111002109	111002	1	9	4104011;3000003	50;300000	1
111002110	111002	1	10			1
111002201	111002	2	1	4104011;3000003	10;10000	1
111002202	111002	2	2	4104011;3000003	20;40000	1
111002203	111002	2	3	4104011;3000003	30;90000	1
111002204	111002	2	4	4104011;3000003	40;160000	1
111002205	111002	2	5	4104011;3000003	50;250000	1
111002206	111002	2	6	4104011;3000003	60;360000	1
111002207	111002	2	7			1
112008101	112008	1	1	4104011;3000003	5;20000	1
112008102	112008	1	2	4104011;3000003	10;40000	1
112008103	112008	1	3	4104011;3000003	10;70000	1
112008104	112008	1	4	4104011;3000003	20;100000	1
112008105	112008	1	5	4104011;3000003	20;140000	1
112008106	112008	1	6	4104011;3000003	30;180000	1
112008107	112008	1	7	4104011;3000003	30;220000	1
112008108	112008	1	8	4104011;3000003	40;260000	1
112008109	112008	1	9	4104011;3000003	50;300000	1
112008110	112008	1	10			1
112008201	112008	2	1	4104011;3000003	10;10000	1
112008202	112008	2	2	4104011;3000003	20;40000	1
112008203	112008	2	3	4104011;3000003	30;90000	1
112008204	112008	2	4	4104011;3000003	40;160000	1
112008205	112008	2	5	4104011;3000003	50;250000	1
112008206	112008	2	6	4104011;3000003	60;360000	1
112008207	112008	2	7			1
112002101	112002	1	1	4104011;3000003	5;20000	1
112002102	112002	1	2	4104011;3000003	10;40000	1
112002103	112002	1	3	4104011;3000003	10;70000	1
112002104	112002	1	4	4104011;3000003	20;100000	1
112002105	112002	1	5	4104011;3000003	20;140000	1
112002106	112002	1	6	4104011;3000003	30;180000	1
112002107	112002	1	7	4104011;3000003	30;220000	1
112002108	112002	1	8	4104011;3000003	40;260000	1
112002109	112002	1	9	4104011;3000003	50;300000	1
112002110	112002	1	10			1
112002201	112002	2	1	4104011;3000003	10;10000	1
112002202	112002	2	2	4104011;3000003	20;40000	1
112002203	112002	2	3	4104011;3000003	30;90000	1
112002204	112002	2	4	4104011;3000003	40;160000	1
112002205	112002	2	5	4104011;3000003	50;250000	1
112002206	112002	2	6	4104011;3000003	60;360000	1
112002207	112002	2	7			1
113008101	113008	1	1	4104011;3000003	5;20000	1
113008102	113008	1	2	4104011;3000003	10;40000	1
113008103	113008	1	3	4104011;3000003	10;70000	1
113008104	113008	1	4	4104011;3000003	20;100000	1
113008105	113008	1	5	4104011;3000003	20;140000	1
113008106	113008	1	6	4104011;3000003	30;180000	1
113008107	113008	1	7	4104011;3000003	30;220000	1
113008108	113008	1	8	4104011;3000003	40;260000	1
113008109	113008	1	9	4104011;3000003	50;300000	1
113008110	113008	1	10			1
113008201	113008	2	1	4104011;3000003	10;10000	1
113008202	113008	2	2	4104011;3000003	20;40000	1
113008203	113008	2	3	4104011;3000003	30;90000	1
113008204	113008	2	4	4104011;3000003	40;160000	1
113008205	113008	2	5	4104011;3000003	50;250000	1
113008206	113008	2	6	4104011;3000003	60;360000	1
113008207	113008	2	7			1
113001101	113001	1	1	4104011;3000003	5;20000	1
113001102	113001	1	2	4104011;3000003	10;40000	1
113001103	113001	1	3	4104011;3000003	10;70000	1
113001104	113001	1	4	4104011;3000003	20;100000	1
113001105	113001	1	5	4104011;3000003	20;140000	1
113001106	113001	1	6	4104011;3000003	30;180000	1
113001107	113001	1	7	4104011;3000003	30;220000	1
113001108	113001	1	8	4104011;3000003	40;260000	1
113001109	113001	1	9	4104011;3000003	50;300000	1
113001110	113001	1	10			1
113001201	113001	2	1	4104011;3000003	10;10000	1
113001202	113001	2	2	4104011;3000003	20;40000	1
113001203	113001	2	3	4104011;3000003	30;90000	1
113001204	113001	2	4	4104011;3000003	40;160000	1
113001205	113001	2	5	4104011;3000003	50;250000	1
113001206	113001	2	6	4104011;3000003	60;360000	1
113001207	113001	2	7			1
114008101	114008	1	1	4104011;3000003	5;20000	1
114008102	114008	1	2	4104011;3000003	10;40000	1
114008103	114008	1	3	4104011;3000003	10;70000	1
114008104	114008	1	4	4104011;3000003	20;100000	1
114008105	114008	1	5	4104011;3000003	20;140000	1
114008106	114008	1	6	4104011;3000003	30;180000	1
114008107	114008	1	7	4104011;3000003	30;220000	1
114008108	114008	1	8	4104011;3000003	40;260000	1
114008109	114008	1	9	4104011;3000003	50;300000	1
114008110	114008	1	10			1
114008201	114008	2	1	4104011;3000003	10;10000	1
114008202	114008	2	2	4104011;3000003	20;40000	1
114008203	114008	2	3	4104011;3000003	30;90000	1
114008204	114008	2	4	4104011;3000003	40;160000	1
114008205	114008	2	5	4104011;3000003	50;250000	1
114008206	114008	2	6	4104011;3000003	60;360000	1
114008207	114008	2	7			1
114001101	114001	1	1	4104011;3000003	5;20000	1
114001102	114001	1	2	4104011;3000003	10;40000	1
114001103	114001	1	3	4104011;3000003	10;70000	1
114001104	114001	1	4	4104011;3000003	20;100000	1
114001105	114001	1	5	4104011;3000003	20;140000	1
114001106	114001	1	6	4104011;3000003	30;180000	1
114001107	114001	1	7	4104011;3000003	30;220000	1
114001108	114001	1	8	4104011;3000003	40;260000	1
114001109	114001	1	9	4104011;3000003	50;300000	1
114001110	114001	1	10			1
114001201	114001	2	1	4104011;3000003	10;10000	1
114001202	114001	2	2	4104011;3000003	20;40000	1
114001203	114001	2	3	4104011;3000003	30;90000	1
114001204	114001	2	4	4104011;3000003	40;160000	1
114001205	114001	2	5	4104011;3000003	50;250000	1
114001206	114001	2	6	4104011;3000003	60;360000	1
114001207	114001	2	7			1
904001101	904001	1	1	4104011;3000003	5;20000	1
904001102	904001	1	2	4104011;3000003	10;40000	1
904001103	904001	1	3	4104011;3000003	10;70000	1
904001104	904001	1	4	4104011;3000003	20;100000	1
904001105	904001	1	5	4104011;3000003	20;140000	1
904001106	904001	1	6	4104011;3000003	30;180000	1
904001107	904001	1	7	4104011;3000003	30;220000	1
904001108	904001	1	8	4104011;3000003	40;260000	1
904001109	904001	1	9	4104011;3000003	50;300000	1
904001110	904001	1	10			1
904001201	904001	2	1	4104011;3000003	10;10000	1
904001202	904001	2	2	4104011;3000003	20;40000	1
904001203	904001	2	3	4104011;3000003	30;90000	1
904001204	904001	2	4	4104011;3000003	40;160000	1
904001205	904001	2	5	4104011;3000003	50;250000	1
904001206	904001	2	6	4104011;3000003	60;360000	1
904001207	904001	2	7			1
904002101	904002	1	1	4104011;3000003	5;20000	1
904002102	904002	1	2	4104011;3000003	10;40000	1
904002103	904002	1	3	4104011;3000003	10;70000	1
904002104	904002	1	4	4104011;3000003	20;100000	1
904002105	904002	1	5	4104011;3000003	20;140000	1
904002106	904002	1	6	4104011;3000003	30;180000	1
904002107	904002	1	7	4104011;3000003	30;220000	1
904002108	904002	1	8	4104011;3000003	40;260000	1
904002109	904002	1	9	4104011;3000003	50;300000	1
904002110	904002	1	10			1
904002201	904002	2	1	4104011;3000003	10;10000	1
904002202	904002	2	2	4104011;3000003	20;40000	1
904002203	904002	2	3	4104011;3000003	30;90000	1
904002204	904002	2	4	4104011;3000003	40;160000	1
904002205	904002	2	5	4104011;3000003	50;250000	1
904002206	904002	2	6	4104011;3000003	60;360000	1
904002207	904002	2	7			1
904005101	904005	1	1	4104011;3000003	5;20000	1
904005102	904005	1	2	4104011;3000003	10;40000	1
904005103	904005	1	3	4104011;3000003	10;70000	1
904005104	904005	1	4	4104011;3000003	20;100000	1
904005105	904005	1	5	4104011;3000003	20;140000	1
904005106	904005	1	6	4104011;3000003	30;180000	1
904005107	904005	1	7	4104011;3000003	30;220000	1
904005108	904005	1	8	4104011;3000003	40;260000	1
904005109	904005	1	9	4104011;3000003	50;300000	1
904005110	904005	1	10			1
904005201	904005	2	1	4104011;3000003	10;10000	1
904005202	904005	2	2	4104011;3000003	20;40000	1
904005203	904005	2	3	4104011;3000003	30;90000	1
904005204	904005	2	4	4104011;3000003	40;160000	1
904005205	904005	2	5	4104011;3000003	50;250000	1
904005206	904005	2	6	4104011;3000003	60;360000	1
904005207	904005	2	7			1
904006101	904006	1	1	4104011;3000003	5;20000	1
904006102	904006	1	2	4104011;3000003	10;40000	1
904006103	904006	1	3	4104011;3000003	10;70000	1
904006104	904006	1	4	4104011;3000003	20;100000	1
904006105	904006	1	5	4104011;3000003	20;140000	1
904006106	904006	1	6	4104011;3000003	30;180000	1
904006107	904006	1	7	4104011;3000003	30;220000	1
904006108	904006	1	8	4104011;3000003	40;260000	1
904006109	904006	1	9	4104011;3000003	50;300000	1
904006110	904006	1	10			1
904006201	904006	2	1	4104011;3000003	10;10000	1
904006202	904006	2	2	4104011;3000003	20;40000	1
904006203	904006	2	3	4104011;3000003	30;90000	1
904006204	904006	2	4	4104011;3000003	40;160000	1
904006205	904006	2	5	4104011;3000003	50;250000	1
904006206	904006	2	6	4104011;3000003	60;360000	1
904006207	904006	2	7			1
904009101	904009	1	1	4104011;3000003	5;20000	1
904009102	904009	1	2	4104011;3000003	10;40000	1
904009103	904009	1	3	4104011;3000003	10;70000	1
904009104	904009	1	4	4104011;3000003	20;100000	1
904009105	904009	1	5	4104011;3000003	20;140000	1
904009106	904009	1	6	4104011;3000003	30;180000	1
904009107	904009	1	7	4104011;3000003	30;220000	1
904009108	904009	1	8	4104011;3000003	40;260000	1
904009109	904009	1	9	4104011;3000003	50;300000	1
904009110	904009	1	10			1
904009201	904009	2	1	4104011;3000003	10;10000	1
904009202	904009	2	2	4104011;3000003	20;40000	1
904009203	904009	2	3	4104011;3000003	30;90000	1
904009204	904009	2	4	4104011;3000003	40;160000	1
904009205	904009	2	5	4104011;3000003	50;250000	1
904009206	904009	2	6	4104011;3000003	60;360000	1
904009207	904009	2	7			1
904010101	904010	1	1	4104011;3000003	5;20000	1
904010102	904010	1	2	4104011;3000003	10;40000	1
904010103	904010	1	3	4104011;3000003	10;70000	1
904010104	904010	1	4	4104011;3000003	20;100000	1
904010105	904010	1	5	4104011;3000003	20;140000	1
904010106	904010	1	6	4104011;3000003	30;180000	1
904010107	904010	1	7	4104011;3000003	30;220000	1
904010108	904010	1	8	4104011;3000003	40;260000	1
904010109	904010	1	9	4104011;3000003	50;300000	1
904010110	904010	1	10			1
904010201	904010	2	1	4104011;3000003	10;10000	1
904010202	904010	2	2	4104011;3000003	20;40000	1
904010203	904010	2	3	4104011;3000003	30;90000	1
904010204	904010	2	4	4104011;3000003	40;160000	1
904010205	904010	2	5	4104011;3000003	50;250000	1
904010206	904010	2	6	4104011;3000003	60;360000	1
904010207	904010	2	7			1
904014101	904014	1	1	4104011;3000003	5;20000	1
904014102	904014	1	2	4104011;3000003	10;40000	1
904014103	904014	1	3	4104011;3000003	10;70000	1
904014104	904014	1	4	4104011;3000003	20;100000	1
904014105	904014	1	5	4104011;3000003	20;140000	1
904014106	904014	1	6	4104011;3000003	30;180000	1
904014107	904014	1	7	4104011;3000003	30;220000	1
904014108	904014	1	8	4104011;3000003	40;260000	1
904014109	904014	1	9	4104011;3000003	50;300000	1
904014110	904014	1	10			1
904014201	904014	2	1	4104011;3000003	10;10000	1
904014202	904014	2	2	4104011;3000003	20;40000	1
904014203	904014	2	3	4104011;3000003	30;90000	1
904014204	904014	2	4	4104011;3000003	40;160000	1
904014205	904014	2	5	4104011;3000003	50;250000	1
904014206	904014	2	6	4104011;3000003	60;360000	1
904014207	904014	2	7			1
904015101	904015	1	1	4104011;3000003	5;20000	1
904015102	904015	1	2	4104011;3000003	10;40000	1
904015103	904015	1	3	4104011;3000003	10;70000	1
904015104	904015	1	4	4104011;3000003	20;100000	1
904015105	904015	1	5	4104011;3000003	20;140000	1
904015106	904015	1	6	4104011;3000003	30;180000	1
904015107	904015	1	7	4104011;3000003	30;220000	1
904015108	904015	1	8	4104011;3000003	40;260000	1
904015109	904015	1	9	4104011;3000003	50;300000	1
904015110	904015	1	10			1
904015201	904015	2	1	4104011;3000003	10;10000	1
904015202	904015	2	2	4104011;3000003	20;40000	1
904015203	904015	2	3	4104011;3000003	30;90000	1
904015204	904015	2	4	4104011;3000003	40;160000	1
904015205	904015	2	5	4104011;3000003	50;250000	1
904015206	904015	2	6	4104011;3000003	60;360000	1
904015207	904015	2	7			1
904020101	904020	1	1	4104011;3000003	5;20000	1
904020102	904020	1	2	4104011;3000003	10;40000	1
904020103	904020	1	3	4104011;3000003	10;70000	1
904020104	904020	1	4	4104011;3000003	20;100000	1
904020105	904020	1	5	4104011;3000003	20;140000	1
904020106	904020	1	6	4104011;3000003	30;180000	1
904020107	904020	1	7	4104011;3000003	30;220000	1
904020108	904020	1	8	4104011;3000003	40;260000	1
904020109	904020	1	9	4104011;3000003	50;300000	1
904020110	904020	1	10			1
904020201	904020	2	1	4104011;3000003	10;10000	1
904020202	904020	2	2	4104011;3000003	20;40000	1
904020203	904020	2	3	4104011;3000003	30;90000	1
904020204	904020	2	4	4104011;3000003	40;160000	1
904020205	904020	2	5	4104011;3000003	50;250000	1
904020206	904020	2	6	4104011;3000003	60;360000	1
904020207	904020	2	7			1
904022101	904022	1	1	4104011;3000003	5;20000	1
904022102	904022	1	2	4104011;3000003	10;40000	1
904022103	904022	1	3	4104011;3000003	10;70000	1
904022104	904022	1	4	4104011;3000003	20;100000	1
904022105	904022	1	5	4104011;3000003	20;140000	1
904022106	904022	1	6	4104011;3000003	30;180000	1
904022107	904022	1	7	4104011;3000003	30;220000	1
904022108	904022	1	8	4104011;3000003	40;260000	1
904022109	904022	1	9	4104011;3000003	50;300000	1
904022110	904022	1	10			1
904022201	904022	2	1	4104011;3000003	10;10000	1
904022202	904022	2	2	4104011;3000003	20;40000	1
904022203	904022	2	3	4104011;3000003	30;90000	1
904022204	904022	2	4	4104011;3000003	40;160000	1
904022205	904022	2	5	4104011;3000003	50;250000	1
904022206	904022	2	6	4104011;3000003	60;360000	1
904022207	904022	2	7			1
904025101	904025	1	1	4104011;3000003	5;20000	1
904025102	904025	1	2	4104011;3000003	10;40000	1
904025103	904025	1	3	4104011;3000003	10;70000	1
904025104	904025	1	4	4104011;3000003	20;100000	1
904025105	904025	1	5	4104011;3000003	20;140000	1
904025106	904025	1	6	4104011;3000003	30;180000	1
904025107	904025	1	7	4104011;3000003	30;220000	1
904025108	904025	1	8	4104011;3000003	40;260000	1
904025109	904025	1	9	4104011;3000003	50;300000	1
904025110	904025	1	10			1
904025201	904025	2	1	4104011;3000003	10;10000	1
904025202	904025	2	2	4104011;3000003	20;40000	1
904025203	904025	2	3	4104011;3000003	30;90000	1
904025204	904025	2	4	4104011;3000003	40;160000	1
904025205	904025	2	5	4104011;3000003	50;250000	1
904025206	904025	2	6	4104011;3000003	60;360000	1
904025207	904025	2	7			1
904026101	904026	1	1	4104011;3000003	5;20000	1
904026102	904026	1	2	4104011;3000003	10;40000	1
904026103	904026	1	3	4104011;3000003	10;70000	1
904026104	904026	1	4	4104011;3000003	20;100000	1
904026105	904026	1	5	4104011;3000003	20;140000	1
904026106	904026	1	6	4104011;3000003	30;180000	1
904026107	904026	1	7	4104011;3000003	30;220000	1
904026108	904026	1	8	4104011;3000003	40;260000	1
904026109	904026	1	9	4104011;3000003	50;300000	1
904026110	904026	1	10			1
904026201	904026	2	1	4104011;3000003	10;10000	1
904026202	904026	2	2	4104011;3000003	20;40000	1
904026203	904026	2	3	4104011;3000003	30;90000	1
904026204	904026	2	4	4104011;3000003	40;160000	1
904026205	904026	2	5	4104011;3000003	50;250000	1
904026206	904026	2	6	4104011;3000003	60;360000	1
904026207	904026	2	7			1
904031101	904031	1	1	4104011;3000003	5;20000	1
904031102	904031	1	2	4104011;3000003	10;40000	1
904031103	904031	1	3	4104011;3000003	10;70000	1
904031104	904031	1	4	4104011;3000003	20;100000	1
904031105	904031	1	5	4104011;3000003	20;140000	1
904031106	904031	1	6	4104011;3000003	30;180000	1
904031107	904031	1	7	4104011;3000003	30;220000	1
904031108	904031	1	8	4104011;3000003	40;260000	1
904031109	904031	1	9	4104011;3000003	50;300000	1
904031110	904031	1	10			1
904031201	904031	2	1	4104011;3000003	10;10000	1
904031202	904031	2	2	4104011;3000003	20;40000	1
904031203	904031	2	3	4104011;3000003	30;90000	1
904031204	904031	2	4	4104011;3000003	40;160000	1
904031205	904031	2	5	4104011;3000003	50;250000	1
904031206	904031	2	6	4104011;3000003	60;360000	1
904031207	904031	2	7			1
904033101	904033	1	1	4104011;3000003	5;20000	1
904033102	904033	1	2	4104011;3000003	10;40000	1
904033103	904033	1	3	4104011;3000003	10;70000	1
904033104	904033	1	4	4104011;3000003	20;100000	1
904033105	904033	1	5	4104011;3000003	20;140000	1
904033106	904033	1	6	4104011;3000003	30;180000	1
904033107	904033	1	7	4104011;3000003	30;220000	1
904033108	904033	1	8	4104011;3000003	40;260000	1
904033109	904033	1	9	4104011;3000003	50;300000	1
904033110	904033	1	10			1
904033201	904033	2	1	4104011;3000003	10;10000	1
904033202	904033	2	2	4104011;3000003	20;40000	1
904033203	904033	2	3	4104011;3000003	30;90000	1
904033204	904033	2	4	4104011;3000003	40;160000	1
904033205	904033	2	5	4104011;3000003	50;250000	1
904033206	904033	2	6	4104011;3000003	60;360000	1
904033207	904033	2	7			1
904034101	904034	1	1	4104011;3000003	5;20000	1
904034102	904034	1	2	4104011;3000003	10;40000	1
904034103	904034	1	3	4104011;3000003	10;70000	1
904034104	904034	1	4	4104011;3000003	20;100000	1
904034105	904034	1	5	4104011;3000003	20;140000	1
904034106	904034	1	6	4104011;3000003	30;180000	1
904034107	904034	1	7	4104011;3000003	30;220000	1
904034108	904034	1	8	4104011;3000003	40;260000	1
904034109	904034	1	9	4104011;3000003	50;300000	1
904034110	904034	1	10			1
904034201	904034	2	1	4104011;3000003	10;10000	1
904034202	904034	2	2	4104011;3000003	20;40000	1
904034203	904034	2	3	4104011;3000003	30;90000	1
904034204	904034	2	4	4104011;3000003	40;160000	1
904034205	904034	2	5	4104011;3000003	50;250000	1
904034206	904034	2	6	4104011;3000003	60;360000	1
904034207	904034	2	7			1
904041101	904041	1	1	4104011;3000003	5;20000	1
904041102	904041	1	2	4104011;3000003	10;40000	1
904041103	904041	1	3	4104011;3000003	10;70000	1
904041104	904041	1	4	4104011;3000003	20;100000	1
904041105	904041	1	5	4104011;3000003	20;140000	1
904041106	904041	1	6	4104011;3000003	30;180000	1
904041107	904041	1	7	4104011;3000003	30;220000	1
904041108	904041	1	8	4104011;3000003	40;260000	1
904041109	904041	1	9	4104011;3000003	50;300000	1
904041110	904041	1	10			1
904041201	904041	2	1	4104011;3000003	10;10000	1
904041202	904041	2	2	4104011;3000003	20;40000	1
904041203	904041	2	3	4104011;3000003	30;90000	1
904041204	904041	2	4	4104011;3000003	40;160000	1
904041205	904041	2	5	4104011;3000003	50;250000	1
904041206	904041	2	6	4104011;3000003	60;360000	1
904041207	904041	2	7			1
904043101	904043	1	1	4104011;3000003	5;20000	1
904043102	904043	1	2	4104011;3000003	10;40000	1
904043103	904043	1	3	4104011;3000003	10;70000	1
904043104	904043	1	4	4104011;3000003	20;100000	1
904043105	904043	1	5	4104011;3000003	20;140000	1
904043106	904043	1	6	4104011;3000003	30;180000	1
904043107	904043	1	7	4104011;3000003	30;220000	1
904043108	904043	1	8	4104011;3000003	40;260000	1
904043109	904043	1	9	4104011;3000003	50;300000	1
904043110	904043	1	10			1
904043201	904043	2	1	4104011;3000003	10;10000	1
904043202	904043	2	2	4104011;3000003	20;40000	1
904043203	904043	2	3	4104011;3000003	30;90000	1
904043204	904043	2	4	4104011;3000003	40;160000	1
904043205	904043	2	5	4104011;3000003	50;250000	1
904043206	904043	2	6	4104011;3000003	60;360000	1
904043207	904043	2	7			1
908002101	908002	1	1	4104011;3000003	5;20000	1
908002102	908002	1	2	4104011;3000003	10;40000	1
908002103	908002	1	3	4104011;3000003	10;70000	1
908002104	908002	1	4	4104011;3000003	20;100000	1
908002105	908002	1	5	4104011;3000003	20;140000	1
908002106	908002	1	6	4104011;3000003	30;180000	1
908002107	908002	1	7	4104011;3000003	30;220000	1
908002108	908002	1	8	4104011;3000003	40;260000	1
908002109	908002	1	9	4104011;3000003	50;300000	1
908002110	908002	1	10			1
908002201	908002	2	1	4104011;3000003	10;10000	1
908002202	908002	2	2	4104011;3000003	20;40000	1
908002203	908002	2	3	4104011;3000003	30;90000	1
908002204	908002	2	4	4104011;3000003	40;160000	1
908002205	908002	2	5	4104011;3000003	50;250000	1
908002206	908002	2	6	4104011;3000003	60;360000	1
908002207	908002	2	7			1
115008101	115008	1	1	4104011;3000003	5;20000	1
115008102	115008	1	2	4104011;3000003	10;40000	1
115008103	115008	1	3	4104011;3000003	10;70000	1
115008104	115008	1	4	4104011;3000003	20;100000	1
115008105	115008	1	5	4104011;3000003	20;140000	1
115008106	115008	1	6	4104011;3000003	30;180000	1
115008107	115008	1	7	4104011;3000003	30;220000	1
115008108	115008	1	8	4104011;3000003	40;260000	1
115008109	115008	1	9	4104011;3000003	50;300000	1
115008110	115008	1	10			1
115008201	115008	2	1	4104011;3000003	10;10000	1
115008202	115008	2	2	4104011;3000003	20;40000	1
115008203	115008	2	3	4104011;3000003	30;90000	1
115008204	115008	2	4	4104011;3000003	40;160000	1
115008205	115008	2	5	4104011;3000003	50;250000	1
115008206	115008	2	6	4104011;3000003	60;360000	1
115008207	115008	2	7			1
127008101	127008	1	1	4104011;3000003	5;20000	1
127008102	127008	1	2	4104011;3000003	10;40000	1
127008103	127008	1	3	4104011;3000003	10;70000	1
127008104	127008	1	4	4104011;3000003	20;100000	1
127008105	127008	1	5	4104011;3000003	20;140000	1
127008106	127008	1	6	4104011;3000003	30;180000	1
127008107	127008	1	7	4104011;3000003	30;220000	1
127008108	127008	1	8	4104011;3000003	40;260000	1
127008109	127008	1	9	4104011;3000003	50;300000	1
127008110	127008	1	10			1
127008201	127008	2	1	4104011;3000003	10;10000	1
127008202	127008	2	2	4104011;3000003	20;40000	1
127008203	127008	2	3	4104011;3000003	30;90000	1
127008204	127008	2	4	4104011;3000003	40;160000	1
127008205	127008	2	5	4104011;3000003	50;250000	1
127008206	127008	2	6	4104011;3000003	60;360000	1
127008207	127008	2	7			1
130008101	130008	1	1	4104011;3000003	5;20000	1
130008102	130008	1	2	4104011;3000003	10;40000	1
130008103	130008	1	3	4104011;3000003	10;70000	1
130008104	130008	1	4	4104011;3000003	20;100000	1
130008105	130008	1	5	4104011;3000003	20;140000	1
130008106	130008	1	6	4104011;3000003	30;180000	1
130008107	130008	1	7	4104011;3000003	30;220000	1
130008108	130008	1	8	4104011;3000003	40;260000	1
130008109	130008	1	9	4104011;3000003	50;300000	1
130008110	130008	1	10			1
130008201	130008	2	1	4104011;3000003	10;10000	1
130008202	130008	2	2	4104011;3000003	20;40000	1
130008203	130008	2	3	4104011;3000003	30;90000	1
130008204	130008	2	4	4104011;3000003	40;160000	1
130008205	130008	2	5	4104011;3000003	50;250000	1
130008206	130008	2	6	4104011;3000003	60;360000	1
130008207	130008	2	7			1
131008101	131008	1	1	4104011;3000003	5;20000	1
131008102	131008	1	2	4104011;3000003	10;40000	1
131008103	131008	1	3	4104011;3000003	10;70000	1
131008104	131008	1	4	4104011;3000003	20;100000	1
131008105	131008	1	5	4104011;3000003	20;140000	1
131008106	131008	1	6	4104011;3000003	30;180000	1
131008107	131008	1	7	4104011;3000003	30;220000	1
131008108	131008	1	8	4104011;3000003	40;260000	1
131008109	131008	1	9	4104011;3000003	50;300000	1
131008110	131008	1	10			1
131008201	131008	2	1	4104011;3000003	10;10000	1
131008202	131008	2	2	4104011;3000003	20;40000	1
131008203	131008	2	3	4104011;3000003	30;90000	1
131008204	131008	2	4	4104011;3000003	40;160000	1
131008205	131008	2	5	4104011;3000003	50;250000	1
131008206	131008	2	6	4104011;3000003	60;360000	1
131008207	131008	2	7			1
117008101	117008	1	1	4104011;3000003	5;20000	1
117008102	117008	1	2	4104011;3000003	10;40000	1
117008103	117008	1	3	4104011;3000003	10;70000	1
117008104	117008	1	4	4104011;3000003	20;100000	1
117008105	117008	1	5	4104011;3000003	20;140000	1
117008106	117008	1	6	4104011;3000003	30;180000	1
117008107	117008	1	7	4104011;3000003	30;220000	1
117008108	117008	1	8	4104011;3000003	40;260000	1
117008109	117008	1	9	4104011;3000003	50;300000	1
117008110	117008	1	10			1
117008201	117008	2	1	4104011;3000003	10;10000	1
117008202	117008	2	2	4104011;3000003	20;40000	1
117008203	117008	2	3	4104011;3000003	30;90000	1
117008204	117008	2	4	4104011;3000003	40;160000	1
117008205	117008	2	5	4104011;3000003	50;250000	1
117008206	117008	2	6	4104011;3000003	60;360000	1
117008207	117008	2	7			1
121008101	121008	1	1	4104011;3000003	5;20000	1
121008102	121008	1	2	4104011;3000003	10;40000	1
121008103	121008	1	3	4104011;3000003	10;70000	1
121008104	121008	1	4	4104011;3000003	20;100000	1
121008105	121008	1	5	4104011;3000003	20;140000	1
121008106	121008	1	6	4104011;3000003	30;180000	1
121008107	121008	1	7	4104011;3000003	30;220000	1
121008108	121008	1	8	4104011;3000003	40;260000	1
121008109	121008	1	9	4104011;3000003	50;300000	1
121008110	121008	1	10			1
121008201	121008	2	1	4104011;3000003	10;10000	1
121008202	121008	2	2	4104011;3000003	20;40000	1
121008203	121008	2	3	4104011;3000003	30;90000	1
121008204	121008	2	4	4104011;3000003	40;160000	1
121008205	121008	2	5	4104011;3000003	50;250000	1
121008206	121008	2	6	4104011;3000003	60;360000	1
121008207	121008	2	7			1
103006101	103006	1	1	4104011;3000003	5;20000	1
