weaponmainId	roleId	weaponLV	card	desc	effectMode	property	weaponskill	weaponunlock	weaponItem	weaponItemNum	capabilityValue	status	upgrade	upgrade_zh_TW	upgrade_en_UK	upgrade_ja_JP	upgrade_ko_KR	upgrade_th_TH	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH
109002008	109002	8	白瑰绮晶			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	22;22;22;13;50000	290	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	寒霜之灵	寒霜之靈	Frostara Spirit	フロストスピリッツ	서리의 영혼	จิตวิญญาณฟรอสต์
109002009	109002	9	白瑰绮晶			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	23;23;23;15;50000	310	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	寒霜之灵	寒霜之靈	Frostara Spirit	フロストスピリッツ	서리의 영혼	จิตวิญญาณฟรอสต์
109002010	109002	10	白瑰绮晶				310900203		4105011;4105012;4105013;4105023;3000003	24;24;24;15;50000	990	1	非奥义技能伤害提升5%	非奧義技能傷害提升5%	Increases non-Ultimate DMG by 5%.	ダメージ＋5%（SP技を除く）	필살기 스킬 이외의 스킬 대미지 +5%	เพิ่ม​ดา​เม​จ​ของ​สกิล​ที่​ไม่​ใช่​อัล​ติ​เมท​ขึ้น​ 5%​	寒霜之灵	寒霜之靈	Frostara Spirit	フロストスピリッツ	서리의 영혼	จิตวิญญาณฟรอสต์
109002011	109002	11	白瑰绮晶			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;25;25;15;50000	80	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	寒霜之灵	寒霜之靈	Frostara Spirit	フロストスピリッツ	서리의 영혼	จิตวิญญาณฟรอสต์
109002012	109002	12	白瑰绮晶			903@0.14			4105011;4105012;4105013;4105023;3000003	25;25;25;15;50000	950	1	暴伤抵抗+14%	爆傷抵抗+14%	CRIT DMG RES +14%	会心ダメージ抵抗率＋14%	크리티컬 대미지 저항 +14%	ต้านทานดาเมจคริ +14%	寒霜之灵	寒霜之靈	Frostara Spirit	フロストスピリッツ	서리의 영혼	จิตวิญญาณฟรอสต์
109002013	109002	13	白瑰绮晶			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;25;25;15;50000	120	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	寒霜之灵	寒霜之靈	Frostara Spirit	フロストスピリッツ	서리의 영혼	จิตวิญญาณฟรอสต์
109002014	109002	14	白瑰绮晶			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;25;25;15;50000	140	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	寒霜之灵	寒霜之靈	Frostara Spirit	フロストスピリッツ	서리의 영혼	จิตวิญญาณฟรอสต์
109002015	109002	15	白瑰绮晶				310900204		4105011;4105012;4105013;4105023;3000003	25;25;25;15;50000	1090	1	獲得[冰盾]的目標受到治療提升11%(持續2回合)	獲得[冰盾]的目標受到治療提升11%(持續2回合)	Increases Healing Received by 11% for the target who gains a Frost Shield (lasting for 2 turns).	[氷の盾]を持つ対象の被回復効果＋11％（2ターン持続する）	[얼음 실드]를 획득한 후 적용되는 치유 효과 +11%(2턴 동안 지속)	เป้าหมาย​ที่​มี​ [​โล่​น้ำแข็ง​]​ จะ​ได้รับ​เอฟเฟกต์​ฟื้นฟู​เพิ่มขึ้น​ 11%​ (​เป็นเวลา​ 2​ เทิร์น​)​	寒霜之灵	寒霜之靈	Frostara Spirit	フロストスピリッツ	서리의 영혼	จิตวิญญาณฟรอสต์
109002016	109002	16	白瑰绮晶			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;25;25;15;50000	190	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	寒霜之灵	寒霜之靈	Frostara Spirit	フロストスピリッツ	서리의 영혼	จิตวิญญาณฟรอสต์
109002017	109002	17	白瑰绮晶			1303@0.1			4105011;4105012;4105013;4105023;3000003	25;25;25;15;50000	1060	1	忍耐率+10%	忍耐率+10%	Endurance +10%	忍耐率＋10%	인내율 +10%	อัตราอดทน +10%	寒霜之灵	寒霜之靈	Frostara Spirit	フロストスピリッツ	서리의 영혼	จิตวิญญาณฟรอสต์
109002018	109002	18	白瑰绮晶			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;25;25;15;50000	230	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	寒霜之灵	寒霜之靈	Frostara Spirit	フロストスピリッツ	서리의 영혼	จิตวิญญาณฟรอสต์
109002019	109002	19	白瑰绮晶			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;25;25;15;50000	250	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	寒霜之灵	寒霜之靈	Frostara Spirit	フロストスピリッツ	서리의 영혼	จิตวิญญาณฟรอสต์
109002020	109002	20	白瑰绮晶			803@0.05		1	4105011;4105012;4105013;4105031;3000003	100;100;100;1;50000	1140	1	暴击抵抗+5%	爆擊抵抗+5%	CRIT RES +5%	会心回避率＋5%	크리티컬 저항 +5%	ต้านทานคริติคอล +5%	寒霜之灵	寒霜之靈	Frostara Spirit	フロストスピリッツ	서리의 영혼	จิตวิญญาณฟรอสต์
112002001	112002	1	冬季奇遇				311200201		4105011;4105012;4105013;4105023;3000003	5;5;10;5;50000	800	1	[奇遇之光]治疗效果提升8%	[奇遇之光]治療效果提升8%	[Boreal Brilliance]: Healing Effect +8%.	[マジックライト]与回復効果＋8%	[만남의 빛] 치유 효과 +8%	[​ประกาย​แห่ง​แสง​]​ เอฟเฟกต์​ฟื้นฟู​เพิ่มขึ้น​ 8%​	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
112002002	112002	2	冬季奇遇			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	6;6;12;6;50000	160	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
112002003	112002	3	冬季奇遇			803@0.07			4105011;4105012;4105013;4105023;3000003	7;7;14;7;50000	760	1	暴击抵抗+7%	爆擊抵抗+7%	CRIT RES +7%	会心回避率＋7%	크리티컬 저항 +7%	ต้านทานคริติคอล +7%	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
112002004	112002	4	冬季奇遇			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	8;8;16;8;50000	200	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
112002005	112002	5	冬季奇遇				311200202		4105011;4105012;4105013;4105023;3000003	9;9;18;9;50000	880	1	[被动:雪之庇佑]攻击效果额外提升1.1%	[被動:雪之庇佑]攻擊效果額外提升1.1%	[Passive: Snow's Embrace]: Increases ATK Effect by an additional 1.1%.	[パッシブ:雪の加護]攻撃効果＋1.1%	[패시브:눈의 가호] 추가 공격 효과 +1.1%	[​พาส​ซี​ฟ​:​ พร​แห่ง​หิมะ​]​ เอฟเฟกต์​ ATK​ เพิ่มขึ้น​ 1.1%​	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
112002006	112002	6	冬季奇遇			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	10;10;20;10;50000	250	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
112002007	112002	7	冬季奇遇			1303@0.1			4105011;4105012;4105013;4105023;3000003	11;11;21;11;50000	850	1	忍耐率+10%	忍耐率+10%	Endurance +10%	忍耐率＋10%	인내율 +10%	อัตราอดทน +10%	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
112002008	112002	8	冬季奇遇			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	12;12;22;13;50000	290	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
112002009	112002	9	冬季奇遇			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	13;13;23;15;50000	310	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
112002010	112002	10	冬季奇遇				311200203		4105011;4105012;4105013;4105023;3000003	14;14;24;15;50000	990	1	[奇遇之光]治疗效果提升8%	[奇遇之光]治療效果提升8%	[Boreal Brilliance]: Healing Effect +8%.	[マジックライト]与回復効果＋8%	[만남의 빛] 치유 효과 +8%	[​ประกาย​แห่ง​แสง​]​ เอฟเฟกต์​ฟื้นฟู​เพิ่มขึ้น​ 8%​	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
112002011	112002	11	冬季奇遇			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	80	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
112002012	112002	12	冬季奇遇			803@0.07			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	950	1	暴击抵抗+7%	爆擊抵抗+7%	CRIT RES +7%	会心回避率＋7%	크리티컬 저항 +7%	ต้านทานคริติคอล +7%	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
112002013	112002	13	冬季奇遇			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	120	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
112002014	112002	14	冬季奇遇			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	140	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
112002015	112002	15	冬季奇遇				311200204		4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	1090	1	[被动:雪之庇佑]攻击效果额外提升1.1%	[被動:雪之庇佑]攻擊效果額外提升1.1%	[Passive: Snow's Embrace]: Increases ATK Effect by an additional 1.1%.	[パッシブ:雪の加護]攻撃効果＋1.1%	[패시브:눈의 가호] 추가 공격 효과 +1.1%	[​พาส​ซี​ฟ​:​ พร​แห่ง​หิมะ​]​ เอฟเฟกต์​ ATK​ เพิ่มขึ้น​ 1.1%​	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
112002016	112002	16	冬季奇遇			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	190	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
112002017	112002	17	冬季奇遇			1303@0.1			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	1060	1	忍耐率+10%	忍耐率+10%	Endurance +10%	忍耐率＋10%	인내율 +10%	อัตราอดทน +10%	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
112002018	112002	18	冬季奇遇			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	230	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
112002019	112002	19	冬季奇遇			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;15;25;15;50000	250	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
112002020	112002	20	冬季奇遇			903@0.1		1	4105011;4105012;4105013;4105031;3000003	60;60;100;1;50000	1140	1	暴伤抵抗+10%	爆傷抵抗+10%	CRIT DMG RES +10%	会心ダメージ抵抗率＋10%	크리티컬 대미지 저항 +10%	ต้านทานดาเมจคริ +10%	盛雪冰晶灯	盛雪冰晶燈	Crystalfrost Lantern	スノーライト	얼음 수정 램프	โคมผลึกหิมะ
137008001	137008	1	青之回旋				313700801		4105011;4105012;4105013;4105023;3000003	10;5;5;5;50000	800	1	使用[长传冲吊]技能时，穿透率+8%	使用[長傳沖吊]技能時，穿透率+8%	When using the [Long Ball], increases Armor PEN by 8%.	「ロングボール」貫通率＋8%	[롱패스] 스킬 시전 시 관통률 +8%	เมื่อ​ใช้​สกิล​ [​ลูก​โด่ง​จู่โจม​]​ อัตรา​เจาะ​เกราะ​ +8%​	真心伙伴	真心夥伴	Pal Ball	真なる友	진정한 파트너	เพื่อนแท้มิตรภาพ
137008002	137008	2	青之回旋			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	12;6;6;6;50000	160	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	真心伙伴	真心夥伴	Pal Ball	真なる友	진정한 파트너	เพื่อนแท้มิตรภาพ
137008003	137008	3	青之回旋			603@0.07			4105011;4105012;4105013;4105023;3000003	14;7;7;7;50000	760	1	暴击率+7%	爆擊率+7%	CRIT Rate +7%	会心率＋7%	크리티컬 확률 +7%	อัตราคริติคอล+7%	真心伙伴	真心夥伴	Pal Ball	真なる友	진정한 파트너	เพื่อนแท้มิตรภาพ
137008004	137008	4	青之回旋			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	16;8;8;8;50000	200	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	真心伙伴	真心夥伴	Pal Ball	真なる友	진정한 파트너	เพื่อนแท้มิตรภาพ
137008005	137008	5	青之回旋				313700802		4105011;4105012;4105013;4105023;3000003	18;9;9;9;50000	880	1	[凌空抽射]技能伤害提高8%	[淩空抽射]技能傷害提高8%	[Volley Shot]: Skill DMG +8%.	[ボレーシュート]スキルダメージ＋8%	[발리슛] 스킬 대미지 +8%	[​วอลเลย์​เต็ม​ข้อ​]​ ดา​เม​จสกิล​เพิ่มขึ้น​ 8%​	真心伙伴	真心夥伴	Pal Ball	真なる友	진정한 파트너	เพื่อนแท้มิตรภาพ
137008006	137008	6	青之回旋			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	20;10;10;10;50000	250	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	真心伙伴	真心夥伴	Pal Ball	真なる友	진정한 파트너	เพื่อนแท้มิตรภาพ
137008007	137008	7	青之回旋			1203@0.05			4105011;4105012;4105013;4105023;3000003	21;11;11;11;50000	850	1	穿透率+5%	穿透率+5%	Armor PEN +5%	貫通率＋5%	관통률 +5%	อัตราเจาะเกราะ +5%	真心伙伴	真心夥伴	Pal Ball	真なる友	진정한 파트너	เพื่อนแท้มิตรภาพ
137008008	137008	8	青之回旋			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	22;12;12;13;50000	290	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	真心伙伴	真心夥伴	Pal Ball	真なる友	진정한 파트너	เพื่อนแท้มิตรภาพ
137008009	137008	9	青之回旋			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	23;13;13;15;50000	310	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	真心伙伴	真心夥伴	Pal Ball	真なる友	진정한 파트너	เพื่อนแท้มิตรภาพ
137008010	137008	10	青之回旋				313700803		4105011;4105012;4105013;4105023;3000003	24;14;14;15;50000	990	1	使用[长传冲吊]技能时，穿透率+8%	使用[長傳沖吊]技能時，穿透率+8%	When using the [Long Ball], increases Armor PEN by 8%.	「ロングボール」貫通率＋8%	[롱패스] 스킬 시전 시 관통률 +8%	เมื่อ​ใช้​สกิล​ [​ลูก​โด่ง​จู่โจม​]​ อัตรา​เจาะ​เกราะ​ +8%​	真心伙伴	真心夥伴	Pal Ball	真なる友	진정한 파트너	เพื่อนแท้มิตรภาพ
137008011	137008	11	青之回旋			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;15;15;15;50000	80	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	真心伙伴	真心夥伴	Pal Ball	真なる友	진정한 파트너	เพื่อนแท้มิตรภาพ
137008012	137008	12	青之回旋			603@0.07			4105011;4105012;4105013;4105023;3000003	25;15;15;15;50000	950	1	暴击率+7%	爆擊率+7%	CRIT Rate +7%	会心率＋7%	크리티컬 확률 +7%	อัตราคริติคอล+7%	真心伙伴	真心夥伴	Pal Ball	真なる友	진정한 파트너	เพื่อนแท้มิตรภาพ
137008013	137008	13	青之回旋			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;15;15;15;50000	120	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	真心伙伴	真心夥伴	Pal Ball	真なる友	진정한 파트너	เพื่อนแท้มิตรภาพ
137008014	137008	14	青之回旋			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;15;15;15;50000	140	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	真心伙伴	真心夥伴	Pal Ball	真なる友	진정한 파트너	เพื่อนแท้มิตรภาพ
137008015	137008	15	青之回旋				313700804		4105011;4105012;4105013;4105023;3000003	25;15;15;15;50000	1090	1	[凌空抽射]技能伤害提高8%	[淩空抽射]技能傷害提高8%	[Volley Shot]: Skill DMG +8%.	[ボレーシュート]スキルダメージ＋8%	[발리슛] 스킬 대미지 +8%	[​วอลเลย์​เต็ม​ข้อ​]​ ดา​เม​จสกิล​เพิ่มขึ้น​ 8%​	真心伙伴	真心夥伴	Pal Ball	真なる友	진정한 파트너	เพื่อนแท้มิตรภาพ
137008016	137008	16	青之回旋			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;15;15;15;50000	190	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	真心伙伴	真心夥伴	Pal Ball	真なる友	진정한 파트너	เพื่อนแท้มิตรภาพ
137008017	137008	17	青之回旋			1203@0.05			4105011;4105012;4105013;4105023;3000003	25;15;15;15;50000	1060	1	穿透率+5%	穿透率+5%	Armor PEN +5%	貫通率＋5%	관통률 +5%	อัตราเจาะเกราะ +5%	真心伙伴	真心夥伴	Pal Ball	真なる友	진정한 파트너	เพื่อนแท้มิตรภาพ
137008018	137008	18	青之回旋			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;15;15;15;50000	230	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	真心伙伴	真心夥伴	Pal Ball	真なる友	진정한 파트너	เพื่อนแท้มิตรภาพ
137008019	137008	19	青之回旋			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	25;15;15;15;50000	250	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	真心伙伴	真心夥伴	Pal Ball	真なる友	진정한 파트너	เพื่อนแท้มิตรภาพ
