roleId	mainRoleStance	mainRoleDirection	mainKanbanStance	mainKanbanDirection	mainCatStance	mainCatDirection	heartStreamPosition	mainChangeCatStance	mainChangeCatDirection	startEnterCamPosition	startEnterCamRotation	startRoleStance	startRoleDirection	enterCamPosition	enterCamRotation	roleStance	roleDirection	halfRoleStance	catCamPosition	catCamRotation	catPosition	catRotation	cardRoleStance	cardRoleDirection	homePosition	CameraExclusiveWeapon	enlargeRoleCam	UpDownRole	aboutRole	camLockPosition	roleRotationLimit	catRotationLimit	BattleEndrole	scale	status
108006	-2.52;1.6;8.04	3.77;153;0	-2.05;0.97;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0	-1.463;0.24;6.185	-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.297;9.61	3.77;153;0	-2.65;1.6;7.94					-0.03;-1.1;2	0;167;0	0,0,0;0,0,0;1	108006_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.15;0.19;0	1	1
108008	-2.32;1.29;7.782	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0	-1.463;0.24;6.185	-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.59;1.29;7.782					-0.03;-1.1;2	0;167;0	0,0,0;0,0,0;1	108008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.15;0.25;0	1	1
109002	-2.95;1.45;8.85	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.2;1.297;10.07	3.77;153;0	-3.6;1.5;9.2					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	109002_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.2;0.3;-0.5	1	1
109008	-2.8;1.47;8.53	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.2;1.297;10.07	3.77;153;0	-3.01;1.47;8.53					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	109008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				0;0.1;0	1	1
110008	-2.32;1.58;7.85	3.77;153;0	-2.05;0.97;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.2;1.297;10.07	3.77;153;0	-2.6;1.58;7.85					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	110008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				0;0.1;0	1	1
111008	-2.62;1.58;8.32	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.2;1.297;10.07	3.77;153;0	-2.62;1.58;7.782					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	111008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				0;0.1;0	1	1
111002	-2.62;1.58;8.32	3.77;153;0	-2.05;0.97;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.2;1.297;10.07	3.77;153;0	-2.62;1.58;7.782					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	111002_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				0;0.1;0	1	1
11100250	-1.716;1.1;7.669	10.98005;174.64;0	-1.57;1.1;8.19	9.49001;-173.7;0	-3.989;0.322;8.43	2.2;-30.5;0		-3.72;0.322;8.09	2.2;-23.86;0			-3.07;1.9;10.1	16.42;176.2;0			-1.82;1.25;8.2	12.91;179.5;0	-1.66;1.2;7.96	-4.193;0.18;8.68	-1.7;-22.7;-0.23	-0.996;0;5.396	0;-179.445;0	-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	11100250_lobby_equip	2.5:2;2:1	0:-1;0:0	0.2;0.54				0;0.1;0	1	1
112002	-2.58;1.25;8.2	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.58;1.25;7.782					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	112002_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				0;0.4;0	1	1
112008	-2.5;1.25;8.11	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.58;1.25;7.782					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	112008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				0;0.4;0	1	1
113001	-2.6;1.28;8.15	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.66;1.28;7.9					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	113001_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				0;0.4;0	1	1
113002	-2.56;1.28;8.2	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.82;1.12;9.61	3.77;153;0	-2.65;1.28;7.9					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	113002_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				0;0.4;0	1	1
113008	-2.53;1.28;7.9	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.88;1.12;9.61	3.77;153;0	-2.8;1.28;7.9					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	113008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				0;0.4;0	1	1
114001	-2.56;1.52;8.14	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.78;1.52;8.14					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	114001_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.11;0.3;-0.35	1	1
114002	-2.5;1.45;8.14	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.92;1.12;9.91	3.77;153;0	-2.92;1.45;8.51					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	114002_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.11;0.3;-0.35	1	1
114008	-2.5;1.45;8.14	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.82;1.45;8.14					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	114008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				0;0.3;-0.15	1	1
115008	-2.44;1.62;7.88	3.77;153;0	-2.05;0.97;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4;1.297;10.07	3.77;153;0	-2.56;1.62;7.782					-0.03;-1.1;2	0;167;0	0,0,0;0,0,0;1	115008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				0;0.1;0	1	1
116001	-2.44;1.62;8.1	3.77;153;0	-2.05;0.97;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4;1.297;10.07	3.77;153;0	-2.56;1.68;7.782					-0.03;-1.1;2	0;167;0	0,0,0;0,0,0;1	116001_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.25;0.05;0	1	1
116008	-2.44;1.62;7.88	3.77;153;0	-2.05;0.97;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4;1.297;10.07	3.77;153;0	-2.56;1.62;7.782					-0.03;-1.1;2	0;167;0	0,0,0;0,0,0;1		7:2;3:1	0:-1;0:0	0.2;0.54				0;0.1;0	1	1
117008	-2.56;1.26;8.14	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.62;1.26;7.782					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	117008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				0;0.4;0	1	1
119008	-2.3;1.2;8.84	3.77;161.33;0	-1.8;0.75;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5.25;1;9.9	0;150;0			-3.38;1.12;10	3.77;161.33;0	-2.62;1.18;8.81					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	119008_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				-0.3;0.4;-0.2	1	1
120008	-3.05;1.2;8.41	3.77;148;0	-2.05;0.8;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;0.9;9.5	0;150;0			-4.2;1.3;10.07	3.77;153;0	-2.74;1.2;7.91					-0.03;-1.1;2	0;167;0	0,0,0;0,0,0;1	120008_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				-0.1;0.5;-0.2	1	1
121008	-2.32;1.49;7.88	3.77;153;0	-2.05;0.97;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.2;1.297;10.07	3.77;153;0	-2.63;1.5;7.95					-0.03;-1.1;2	0;167;0	0,0,0;0,0,0;1	121008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				0;0.1;0	1	1
122008	-2.61;1.49;8.5	3.77;153;0	-1.94;0.88;10.55	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.23;1.297;10.43	3.77;153;0	-2.63;1.5;7.95					-0.03;-1.1;2	0;167;0	0,0,0;0,0,0;1	122008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.3;0.2;0	1	1
123008	-2.32;1.49;7.88	3.77;153;0	-1.63;0.9;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.84;1.297;9.59	3.77;153;0	-2.53;1.5;7.69					-0.03;-1.1;2	0;167;0	0,0,0;0,0,0;1	123008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.1;0.3;0	1	1
125008	-2.84;1.2;8.41	3.77;150;0	-2.05;0.8;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;0.9;9.5	0;150;0			-4.15;1.2;10.07	3.77;153;0	-2.96;1.2;8.39					-0.03;-1.1;2	0;167;0	0,0,0;0,0,0;1	125008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.1;0.5;-0.2	1	1
126008	-2.84;1.2;8.41	3.77;150;0	-2.05;0.8;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;0.9;9.5	0;150;0			-4.15;1.2;10.07	3.77;153;0	-2.96;1.2;8.39					-0.03;-1.1;2	0;167;0	0,0,0;0,0,0;1	126008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.1;0.5;-0.2	1	1
127001	-2.94;1.4;8.58	3.77;153;0	-2;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.73;1.297;9.26	3.77;153;0	-2.88;1.4;8.2					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	127001_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.2;0.2;-0.1	1	1
12700150	-1.377;1.091;6.923	39.417;167;9.69	-1.54;1.091;6.77	39.417;167;9.69	-2.044;0.322;7.23	3.77;153;0		-2.1;0.323;7.26	3.77;160.63;0			-1.82;1.31;6.95	39.417;167;9.69			-1.55;1.2;6.97	39.417;167;9.69	-1.39;1.03;6.74	-2.076;0.205;7.104	-1.7;154;-0.23			-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1		3.5:2;1.5:1	0:0;0:0	0.2;0.54		0;-15;0:0;100;0		-0.2;0.2;-0.1	1	1
127008	-2.61;1.47;8.58	3.77;153;0	-1.77;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.2;1.297;10.07	3.77;153;0	-2.65;1.52;8.2					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	127008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.4;0.1;0	1	1
128008	-2.84;1.2;8.41	3.77;150;0	-2.05;0.8;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;0.9;9.5	0;150;0			-4.15;1.2;10.07	3.77;153;0	-2.96;1.2;8.39					-0.03;-1.1;2	0;167;0	0,0,0;0,0,0;1	128008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				0;0.3;0	1	1
129001	-2.51;1.37;8.14	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.78;1.36;8.14					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	129001_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.3;0.25;0	1	1
12900150	-1.268;1.928;5.893	86.976;-169.58;-12.96	-1.381;1.928;5.944	86.976;-169.58;-12.96	-2.866;0.728;8.237	-1.7;-169.94;-0.23		-2.908;0.728;8.074	-1.7;-163.84;-0.23			-1.639;2.252;6.035	86.976;-169.58;-12.96			-1.412;2.174;5.962	86.976;-169.58;-12.96	-1.345;1.929;5.919	-2.899;0.743;8.25	-1.7;-164.95;-0.23	-1.063;0.52;1.484	0;38.72;0	-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1		3.5:2;1.5:1	0:0;0:0	0.2;0.54				-0.3;0.25;0	1	1
129002	-2.51;1.37;8.14	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.78;1.36;8.14					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	129001_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.3;0.25;0	1	1
12900250	-1.268;1.928;5.893	86.976;-169.58;-12.96	-1.381;1.928;5.944	86.976;-169.58;-12.96	-2.866;0.728;8.237	-1.7;-169.94;-0.23		-2.908;0.728;8.074	-1.7;-163.84;-0.23			-1.639;2.252;6.035	86.976;-169.58;-12.96			-1.412;2.174;5.962	86.976;-169.58;-12.96	-1.345;1.929;5.919	-2.899;0.743;8.25	-1.7;-166.27;-0.23	-1.063;0.52;1.484	0;38.72;0	-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1		3.5:2;1.5:1	0:0;0:0	0.2;0.54				-0.3;0.25;0	1	1
129008	-2.51;1.37;8.14	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.78;1.36;8.14					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	129008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.3;0.25;0	1	1
131001	-3.2;1.2;7.87	3.77;136.01;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.56;1.25;7.782					-0.11;-1.05;2.081	0;-178.9;0	0,0,0;0,0,0;1	131001_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.25;0.4;0	1	1
131008	-2.32;1.2;7.87	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.56;1.25;7.782					-0.11;-1.05;2.081	0;-178.9;0	0,0,0;0,0,0;1	131008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.25;0.4;0	1	1
130008	-2.51;1.37;8.14	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.78;1.36;8.14					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	130008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.3;0.25;0	1	1
132008	-2.5;1.7;7.43	13.55;141.9;0	-3.7;0.87;9.39	-1;156.95;0	-2.01;0.33;7.18	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.88;1.24;9.73	4.4;153;0	-2.51;1.52;7.73					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	132008_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				-0.1;0.3;-0.2	1	1
133008	-2.48;1.48;8.2	3.77;153;0	-2.05;0.87;11	-1;-177.1;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.05;1.25;10	3.77;153;0	-2.81;1.5;8.2					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	133008_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				-0.3;0.25;0	1	1
13300850	-3.79;1.15;6.5	6.5;100.85;0	-2.31;1;7.35	3.77;157.4;0	-8.133;2.68;-8.833	3.77;179;0		-8.291;2.68;-8.833	3.77;-178.8;0			-0.848;1;7.794	3.77;-145.4;0			-3.131;1.1;6.611	3.77;116.1;0	-2.86;1;6.55	-8.16;2.55;-8.84	-1.7;-177.7;-0.23	-14.067;2.35;-10.219	0;24;0	-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1		3:2;1.5:1	0:-0.5;0.2:0.2	0.2;0.54	-3.18;1.05;6.9	0;-90;0:0;5;0		-0.15;0.3;0	1	1
135001	-2.73;1.46;8.41	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.13;1.25;9.93	3.77;153;0	-3.05;1.46;8.52					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	135008_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				-0.3;0.25;-0.25	1	1
135008	-2.73;1.46;8.41	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.13;1.25;9.93	3.77;153;0	-3.05;1.46;8.52					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	135008_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				-0.3;0.25;-0.25	1	1
135002	-2.73;1.46;8.41	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.13;1.25;9.93	3.77;153;0	-3.05;1.46;8.52					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	135002_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				-0.3;0.25;-0.25	1	1
13500850	-3.032;0.628;7.374	6.33;129.98;0	-3.032;0.628;7.374	6.33;140;0	-2.703;0.342;7.103	3.5;129.44;-1.39		-2.703;0.342;7.103	3.5;138.32;-1.39			-3.088;0.658;7.658	6.31;150.15;0			-3.123;0.628;7.311	6.32;133;0.29	-2.802;0.655;7.08	-2.403;0.231;6.849	-1.695;134.34;0.26	0.011;-0.01;0.017	1.67;-20.72;0.24	-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1		1.6:1.1;2:1	0:-0.5;0.2:0.2	0.2;0.54	-2.199;0.7155;6.825	0;-66.6;0:0;36;0		-0.3;0.25;-0.25	1	1
13500150	-3.032;0.628;7.374	6.33;129.98;0	-3.032;0.628;7.374	6.33;140;0	-2.703;0.342;7.103	3.5;129.44;-1.39		-2.703;0.342;7.103	3.5;138.32;-1.39			-3.088;0.658;7.658	6.31;150.15;0			-3.123;0.628;7.311	6.32;133;0.29	-2.802;0.655;7.08	-2.403;0.231;6.849	-1.695;134.34;0.26	0.011;-0.01;0.017	1.67;-20.72;0.24	-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1		1.6:1.1;2:1	0:-0.5;0.2:0.2	0.2;0.54		0;-66.6;0:0;36;0		-0.3;0.25;-0.25	1	1
136008	-2.7;1.46;8.41	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.03;1.25;9.93	3.77;153;0	-3.05;1.46;8.52					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	136008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.15;0.3;0	1	1
13600850	-2.21;0.75;7.35	3.77;148.67;0	-2.21;0.75;7.35	3.77;157.4;0	-2.481;0.472;7.83	3.77;149.81;0		-2.481;0.472;7.83	3.77;158.8;0			-3.122;0.66;8.509	3.77;162.154;0			-2.751;0.63;8.276	3.77;156.168;0	-2.364;0.721;7.643	-2.294;0.205;7.425	-1.7;154;-0.23			-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1		3:2;1.5:1	0:-0.7;0:0	0.2;0.54		0;-60;0:0;160;0		-0.15;0.3;0	1	1
137008	-2.51;1.37;8.14	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.78;1.36;8.14					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	137008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.3;0.25;0	1	1
138001	-2.88;1.72;8.7	3.77;153;0	-2.05;1.1;10.71	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.2;1.5;10.12	3.77;153;0	-3.25;1.75;8.67					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	138008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				0;0;-0.5	1	1
138008	-2.93;1.7;8.88	3.77;153;0	-2.05;1.1;10.89	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.1;1.48;10.12	3.77;153;0	-2.9;1.79;8.29					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	138008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				0;0;-0.5	1	1
139008	-2.4;1.2;7.87	3.77;153;0	-1.96;0.77;10.19	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5.14;0.97;9.5	0;150;0			-3.84;1.12;9.5	3.77;153;0	-2.58;1.25;7.782					-0.11;-1.05;2.081	0;-178.9;0	0,0,0;0,0,0;1	139008_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				-0.25;0.4;0	1	1
140008	-2.88;1.57;8.7	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.2;1.32;10.12	3.77;153;0	-2.9;1.59;8.29					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	140008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.3;0.25;-0.65	1	1
14000850	-2.611;0.181;6.958	-12.627;124.78;-4.3	-2.56;0.51;4.41	-1;42.5;0	-1.27;0.19;5.23	-4.7;-14.32;0		-1;0.22;4.93	0;-9.82;0			-2.611;0.181;6.958	-12.627;134.8;0			-2.611;0.181;6.958	-12.627;134.8;0	-2.33;0.24;6.99	-1.14;0.24;5.34	0.114;-18.84;-1.70	-0.069;-0.009;0.252	0;177.384;0	-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1		1.8:1.5;3:1	0:0;0:0	0.2;0.54		0;-74;0:0;60;0		-0.1;0.4;-0.1	1	1
141008	-2.33;1.3;8.197	3.77;157.78;0	-2.05;0.87;10.71	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.15;9.6	3.77;153;0	-2.4;1.3;7.6					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	141008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.1;0.4;-0.1	1	1
14100850	0;0.04;6.13	-18.58;-86.58;0	0;0.04;6.13	-18.58;-77.35;0	0.52;0.55;6.65	3.77;-100.6;0		0.52;0.55;6.65	3.77;-90.55;0			0.2;0.15;5.99	-13.95;-61.88;0			0.34;0.04;6.23	-16.6;-84.9;0	0;0.1;6.23	0.05;0.5;6.57	0.114;-95.85;-1.71	0.211;0.248;0.08	0;109.23;0	-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1		1.8:1.5;3:1	0:0;0:0	0.2;0.54		0;-110;0:0;30;0		-0.1;0.4;-0.1	1	1
