skinId	roleId	catPrefab	isMonster	isHarmonious	inHandBook	skinMaxLevel	tag	version	jump	property	mode	lobbyMode	enterTimeline	enterSound	skinScene	scenePosition	sceneRotation	color	intensity	lightDirection	unlockType	effectMode	dialogueTag	goodOpinionTag	effectTag	battleBossHead	cardHeadList	cardDrawing	cardDrawing_hexie	bigCardDrawing	bigCardDrawing_hexie	hdCardDrawing	hdCardDrawing_hexie	buffHead	Background	fxBattleEnter	endTimeline	endCtrl	endTimeline50	uiCover	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	spSkillName	spSkillName_zh_TW	spSkillName_en_UK	spSkillName_ja_JP	spSkillName_ko_KR	spSkillName_th_TH	desc2	desc2_zh_TW	desc2_en_UK	desc2_ja_JP	desc2_ko_KR	desc2_th_TH
10301901	103019	103019_lobby_cat	0	0	1	60	1				103019	103019_lobby	103019_enter_lobby	role_enter_103019							0						13:card_icon_103019_2	40:card_icon_103019_3	40:card_icon_103019_3	90:card_img_103019_l	90:card_img_103019_l	90:card_img_103019_l	90:card_img_103019_l	18:card_icon_103019_1	28:card_103019		settlement_10302_01	0			1	枕边童话	枕邊童話	Dream Weaver	枕元のおとぎ話	포근한 잠자리	นิทานยามราตรี	特莉丝	特莉絲	Triss	トリス	트리스	ทริส	纸中城堡	紙中城堡	Castle Within Pages	折り紙のお城	종이의 성	ปราสาทกระดาษ						
10301999	103019	103019_lobby_cat	0	0	1	60	2			301:51;401:0.024	10301999	10301999_lobby	103019_enter_lobby	role_enter_103019							2						13:card_icon_10301999_2	40:card_icon_103019_3	40:card_icon_103019_3	90:card_img_103019_l	90:card_img_103019_l	90:card_img_10301999_l	90:card_img_10301999_l	18:card_icon_10301999_1	28:card_103019		settlement_10302_01	0			1	枕边童话·炫彩	枕邊童話·炫彩	Dream Weaver (Chroma)	枕元のおとぎ話 -異色-	포근한 잠자리·베리에이션	โครม่า	特莉丝	特莉絲	Triss	トリス	트리스	ทริส	纸中城堡	紙中城堡	Castle Within Pages	折り紙のお城	종이의 성	ปราสาทกระดาษ						
10400101	104001	104001_lobby_cat	0	0	1	60	1				104001	104001_lobby	104001_enter_lobby	role_enter_104001							0						13:card_icon_104001_2	40:card_icon_104001_3	40:card_icon_104001_3	90:card_img_104001_l	90:card_img_104001_l	90:card_img_104001_l	90:card_img_104001_l	18:card_icon_104001_1	28:card_104001		settlement_10402_01	0			1	绯红武士	緋紅武士	Scarlet Samurai	真紅の侍	비색의 무사	สการ์เลตต์ซามูไร	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	不灭红莲	不滅紅蓮	Imperishable Lotus	不滅の紅蓮	불멸의 홍련	เพลิงบัวสีชาด						
10400199	104001	104001_lobby_cat	0	0	1	60	2			101:21;703:0.06;803:0.02;1203:0.048	10400199	10400199_lobby	104001_enter_lobby	role_enter_104001							2						13:card_icon_10400199_2	40:card_icon_104001_3	40:card_icon_104001_3	90:card_img_104001_l	90:card_img_104001_l	90:card_img_10400199_l	90:card_img_10400199_l	18:card_icon_10400199_1	28:card_104001		settlement_10402_01	0			1	绯红武士·炫彩	緋紅武士·炫彩	Scarlet Samurai (Chroma)	真紅の侍 -異色-	비색의 무사·베리에이션	โครม่า	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	不灭红莲	不滅紅蓮	Imperishable Lotus	不滅の紅蓮	불멸의 홍련	เพลิงบัวสีชาด						
10400102	104001	104001_lobby_cat	0	0	1	60	3		1		10400102	10400102_lobby	104001_enter_lobby	role_enter_104001							1						13:card_icon_10400102_2	40:card_icon_10400102_3	40:card_icon_10400102_3	90:card_img_10400102_l	90:card_img_10400102_l	90:card_img_10400102_l	90:card_img_10400102_l	18:card_icon_10400102_1	28:card_104001		settlement_10402_01	0			1	绯红武士·赤宴	緋紅武士·赤宴	Scarlet Samurai (Bloodfeast)	真紅の侍 -緋宴-	비색의 무사·적연	งานเลี้ยงโลหิต	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	不灭红莲	不滅紅蓮	Imperishable Lotus	不滅の紅蓮	불멸의 홍련	เพลิงบัวสีชาด						
10400201	104002	104002_lobby_cat	0	0	1	60	1				104002	104002_lobby	104002_enter_lobby	role_enter_104002							0						13:card_icon_104002_2	40:card_icon_104002_3	40:card_icon_104002_3	90:card_img_104002_l	90:card_img_104002_l	90:card_img_104002_l	90:card_img_104002_l	18:card_icon_104002_1	28:card_104002		settlement_10402_01	0			1	追风逐电	追風逐電	Storm Chaser	追風逐電	질풍질주	นักล่าวายุ	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	追风逐电	追風逐電	Storm Chaser	追風逐電	질풍질주	นักล่าวายุ						
10400299	104002	104002_lobby_cat	0	0	1	60	2				10400299	10400299_lobby	104002_enter_lobby	role_enter_104002							2						13:card_icon_10400299_2	40:card_icon_104002_3	40:card_icon_104002_3	90:card_img_104002_l	90:card_img_104002_l	90:card_img_10400299_l	90:card_img_10400299_l	18:card_icon_10400299_1	28:card_104002		settlement_10402_01	0			1	追风逐电·炫彩	追風逐電·炫彩	Storm Chaser (Chroma)	追風逐電-異色-	질풍질주·베리에이션	โครม่า	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	追风逐电	追風逐電	Storm Chaser	追風逐電	질풍질주	นักล่าวายุ						
10400301	104003	104003_lobby_cat	0	0	1	60	1				104003	104003_lobby	104003_enter_lobby	role_enter_104003							0						13:card_icon_104003_2	40:card_icon_104003_3	40:card_icon_104003_3	90:card_img_104003_l	90:card_img_104003_l	90:card_img_104003_l	90:card_img_104003_l	18:card_icon_104003_1	28:card_104003		settlement_10402_01	0			1	封面女郎	封面女郎	Catwalk Diva	カバーガール	패셔니스타	แคทวอล์คโมเดล	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	激雷破	激雷破	Fists of Fury	激雷破	파괴의 번개	สะบั้นสายฟ้า						
10400399	104003	104003_lobby_cat	0	0	1	60	2			101:16;1203:0.048;1303:0.036	10400399	10400399_lobby	104003_enter_lobby	role_enter_104003							2						13:card_icon_10400399_2	40:card_icon_104003_3	40:card_icon_104003_3	90:card_img_104003_l	90:card_img_104003_l	90:card_img_10400399_l	90:card_img_10400399_l	18:card_icon_10400399_1	28:card_104003		settlement_10402_01	0			1	封面女郎·炫彩	封面女郎·炫彩	Catwalk Diva (Chroma)	カバーガール -異色-	패셔니스타·베리에이션	โครม่า	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	激雷破	激雷破	Fists of Fury	激雷破	파괴의 번개	สะบั้นสายฟ้า						
10400401	104004	104004_lobby_cat	0	0	1	60	1				104004	104004_lobby	104004_enter_lobby	role_enter_104004							0						13:card_icon_104004_2	40:card_icon_104004_3	40:card_icon_104004_3	90:card_img_104004_l	90:card_img_104004_l	90:card_img_104004_l	90:card_img_104004_l	18:card_icon_104004_1	28:card_104004		settlement_10402_01	0			1	叛逆主张	叛逆主張	Defiant Stand	反逆プロポジション	반역주장	ยืนหยัดไร้จำนน	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	铁锈的狂舞	鐵銹的狂舞	Dance of Rust	鉄錆繚乱	녹슨 춤	ท่วงท่าสนิมคลั่ง						
10400499	104004	104004_lobby_cat	0	0	1	60	2				10400499	10400499_lobby	104004_enter_lobby	role_enter_104004							2						13:card_icon_10400499_2	40:card_icon_104004_3	40:card_icon_104004_3	90:card_img_104004_l	90:card_img_104004_l	90:card_img_10400499_l	90:card_img_10400499_l	18:card_icon_10400499_1	28:card_104004		settlement_10402_01	0			1	叛逆主张·炫彩	叛逆主張·炫彩	Defiant Stand (Chroma)	反逆プロポジション-異色-	반역주장·베리에이션	โครม่า	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	铁锈的狂舞	鐵銹的狂舞	Dance of Rust	鉄錆繚乱	녹슨 춤	ท่วงท่าสนิมคลั่ง						
10400501	104005	104005_lobby_cat	0	0	1	60	1				104005	104005_lobby	0	0							0						13:card_icon_104005_2	40:card_icon_104005_3	40:card_icon_104005_3	90:card_img_104005_l	90:card_img_104005_l	90:card_img_104005_l	90:card_img_104005_l	18:card_icon_104005_1	28:card_104005		settlement_10402_01	0			1	高级特工	高級特工	Ghost Agent	敏腕スパイ	스페셜 에이전트	ยอดสายลับ	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	谢幕	謝幕	Final Salvo	カーテンコール	커튼콜	ปิดฉาก						
10400599	104005	104005_lobby_cat	0	0	1	60	2			101:13;603:0.048	10400599	10400599_lobby	0	0							2						13:card_icon_10400599_2	40:card_icon_104005_3	40:card_icon_104005_3	90:card_img_104005_l	90:card_img_104005_l	90:card_img_10400599_l	90:card_img_10400599_l	18:card_icon_10400599_1	28:card_104005		settlement_10402_01	0			1	高级特工·炫彩	高級特工·炫彩	Ghost Agent (Chroma)	敏腕スパイ -異色-	스페셜 에이전트·베리에이션	โครม่า	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	谢幕	謝幕	Final Salvo	カーテンコール	커튼콜	ปิดฉาก						
10400701	104007	104007_lobby_cat	0	0	1	60	1				104007	104007_lobby	104007_enter_lobby	role_enter_104007							0						13:card_icon_104007_2	40:card_icon_104007_3	40:card_icon_104007_3	90:card_img_104007_l	90:card_img_104007_l	90:card_img_104007_l	90:card_img_104007_l	18:card_icon_104007_1	28:card_104007		settlement_10402_01	0			1	浪花约会	浪花約會	Waves & Rides	サーフィンデート	물보라 데이트	เกลียวคลื่นแห่งรัก	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	携鸟乘空	攜鳥乘空	Avian Glide	風切る翼	새와 함께 하늘을	วิหคทะยานฟ้า						
10400799	104007	104007_lobby_cat	0	0	1	60	2				10400799	10400799_lobby	104007_enter_lobby	role_enter_104007							2						13:card_icon_10400799_2	40:card_icon_104007_3	40:card_icon_104007_3	90:card_img_104007_l	90:card_img_104007_l	90:card_img_10400799_l	90:card_img_10400799_l	18:card_icon_10400799_1	28:card_104007		settlement_10402_01	0			1	浪花约会·炫彩	浪花約會·炫彩	Waves & Rides (Chroma)	サーフィンデート -異色-	물보라 데이트·베리에이션	โครม่า	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	携鸟乘空	攜鳥乘空	Avian Glide	風切る翼	새와 함께 하늘을	วิหคทะยานฟ้า						
10400801	104008	104008_lobby_cat	0	0	1	60	1				104008	104008_lobby	104008_enter_lobby	role_enter_104008							0						13:card_icon_104008_2	40:card_icon_104008_3	40:card_icon_104008_3	90:card_img_104008_l	90:card_img_104008_l	90:card_img_104008_l	90:card_img_104008_l	18:card_icon_104008_1	28:card_104008		settlement_10402_01	0			1	夜间执勤	夜間執勤	Doctor on Duty	夜間勤務	당직 근무	คุณหมอจำเป็น	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	暴乱手术	暴亂手術	Mayhem	危険手術	폭주하는 수술	ศัลยกรรมจลาจล						
10400899	104008	104008_lobby_cat	0	0	1	60	2			101:16;603:0.048;903:0.06	10400899	10400899_lobby	104008_enter_lobby	role_enter_104008							2						13:card_icon_10400899_2	40:card_icon_104008_3	40:card_icon_104008_3	90:card_img_104008_l	90:card_img_104008_l	90:card_img_10400899_l	90:card_img_10400899_l	18:card_icon_10400899_1	28:card_104008		settlement_10402_01	0			1	夜间执勤·炫彩	夜間執勤·炫彩	Doctor on Duty (Chroma)	夜間勤務 -異色-	당직 근무·베리에이션	โครม่า	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	暴乱手术	暴亂手術	Mayhem	危険手術	폭주하는 수술	ศัลยกรรมจลาจล						
10400901	104009	104009_lobby_cat	0	0	1	60	1				104009	104009_lobby	104009_enter_lobby	role_enter_104009							0						13:card_icon_104009_2	40:card_icon_104009_3	40:card_icon_104009_3	90:card_img_104009_l	90:card_img_104009_l	90:card_img_104009_l	90:card_img_104009_l	18:card_icon_104009_1	28:card_104009		settlement_10402_01	0			1	破浪逐潮	破浪逐潮	Tide Chaser	波を逐う​	해변의 파도	ท้าทายคลื่นยักษ์	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	深海怒涛	深海怒濤	Deepsea Wrath	深海怒濤	심해의 격류	คลื่นพิโรธ						
10400999	104009	104009_lobby_cat	0	0	1	60	2				10400999	10400999_lobby	104009_enter_lobby	role_enter_104009							2						13:card_icon_10400999_2	40:card_icon_104009_3	40:card_icon_104009_3	90:card_img_104009_l	90:card_img_104009_l	90:card_img_10400999_l	90:card_img_10400999_l	18:card_icon_10400999_1	28:card_104009		settlement_10402_01	0			1	破浪逐潮·炫彩	破浪逐潮·炫彩	Tide Chaser (Chroma)	波を逐う​ -異色-	해변의 파도·베리에이션	โครม่า	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	深海怒涛	深海怒濤	Deepsea Wrath	深海怒濤	심해의 격류	คลื่นพิโรธ						
10401301	104013	104013_lobby_cat	0	0	1	60	1				104013	104013_lobby	104013_enter_lobby	role_enter_104013							0						13:card_icon_104013_2	40:card_icon_104013_3	40:card_icon_104013_3	90:card_img_104013_l	90:card_img_104013_l	90:card_img_104013_l	90:card_img_104013_l	18:card_icon_104013_1	28:card_104013		settlement_10402_01	0			1	奥秘花舞者	奧秘花舞者	Ghoulish Prancer	アーケインウィッチ	신비한 플라워 댄서	ภูตร่ายรำเร้นลับ	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	魔法剧场	魔法劇場	Magic Theater	マジックシアター	마법 극장	เวทีมนตรา						
10401399	104013	104013_lobby_cat	0	0	1	60	2				10401399	10401399_lobby	104013_enter_lobby	role_enter_104013							2						13:card_icon_10401399_2	40:card_icon_104013_3	40:card_icon_104013_3	90:card_img_104013_l	90:card_img_104013_l	90:card_img_10401399_l	90:card_img_10401399_l	18:card_icon_10401399_1	28:card_104013		settlement_10402_01	0			1	奥秘花舞者·炫彩	奧秘花舞者·炫彩	Ghoulish Prancer (Chroma)	アーケインウィッチ -異色-	신비한 플라워 댄서·베리에이션	โครม่า	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	魔法剧场	魔法劇場	Magic Theater	マジックシアター	마법 극장	เวทีมนตรา						
10401302	104013	104013_lobby_cat	0	0	1	60	3		2		10401302	10401302_lobby	104013_enter_lobby	role_enter_104013							1						13:card_icon_10401302_2	40:card_icon_10401302_3	40:card_icon_10401302_3	90:card_img_10401302_l	90:card_img_10401302_l	90:card_img_10401302_l	90:card_img_10401302_l	18:card_icon_10401302_1	28:card_104013		settlement_10402_01	0			1	奥秘花舞者·橙影	奧秘花舞者·橙影	Ghoulish Prancer (Amber)	アーケインウィッチ -パンプキン-	신비한 플라워 댄서·쉐도우	เงาอำพัน	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	魔法剧场	魔法劇場	Magic Theater	マジックシアター	마법 극장	เวทีมนตรา						
10401601	104016	104016_lobby_cat	0	0	1	60	1				104016	104016_lobby	104016_enter_lobby	role_enter_104016							0						13:card_icon_104016_2	40:card_icon_104016_3	40:card_icon_104016_3	90:card_img_104016_l	90:card_img_104016_l	90:card_img_104016_l	90:card_img_104016_l	18:card_icon_104016_1	28:card_104016		settlement_10402_01	0			1	灵棰惊竹	靈棰驚竹	Pulse of Elegance	青竹揺るる	죽림 여왕	จังหวะลวงใจ	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	穿林打叶	穿林打葉	Forest Wind Fury	林中の雨音	수풀 가르기	พายุพงไพร						
10401699	104016	104016_lobby_cat	0	0	1	60	2				10401699	10401699_lobby	104016_enter_lobby	role_enter_104016							2						13:card_icon_10401699_2	40:card_icon_104016_3	40:card_icon_104016_3	90:card_img_104016_l	90:card_img_104016_l	90:card_img_10401699_l	90:card_img_10401699_l	18:card_icon_10401699_1	28:card_104016		settlement_10402_01	0			1	灵棰惊竹·炫彩	靈棰驚竹·炫彩	Pulse of Elegance (Chroma)	青竹揺るる -異色-	죽림 여왕·베리에이션	โครม่า	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	穿林打叶	穿林打葉	Forest Wind Fury	林中の雨音	수풀 가르기	พายุพงไพร						
10500101	105001	105001_lobby_cat	0	0	0	60	1				105001	105001_lobby	105001_enter_lobby	role_enter_105001							0						13:card_icon_105001_2	40:card_icon_105001_3	40:card_icon_105001_3	90:card_img_105001_l	90:card_img_105001_l	90:card_img_105001_l	90:card_img_105001_l	18:card_icon_105001_1	28:card_105001		settlement_10502_01	0			1	障碍破坏	障礙破壞	Barrier Blaster	障害破壊	로드메이커	ฝ่ายบุกทะลวง	内特	內特	Nate	ネイト	네이트	เนท	赤风淬炼	赤風淬煉	Red Tempest	赤風	불꽃 제련	เพลิงวายุสีแดง						
10500199	105001	105001_lobby_cat	0	0	0	60	2			101:16;301:44;603:0.036	10500199	10500199_lobby	105001_enter_lobby	role_enter_105001							2						13:card_icon_10500199_2	40:card_icon_105001_3	40:card_icon_105001_3	90:card_img_105001_l	90:card_img_105001_l	90:card_img_10500199_l	90:card_img_10500199_l	18:card_icon_10500199_1	28:card_105001		settlement_10502_01	0			1	障碍破坏·炫彩	障礙破壞·炫彩	Barrier Blaster (Chroma)	障害破壊 -異色-	로드메이커·베리에이션	โครม่า	内特	內特	Nate	ネイト	네이트	เนท	赤风淬炼	赤風淬煉	Red Tempest	赤風	불꽃 제련	เพลิงวายุสีแดง						
10500201	105002	105002_lobby_cat	0	0	0	60	1				105002	105002_lobby	105002_enter_lobby	role_enter_105002							0						13:card_icon_105002_2	40:card_icon_105002_3	40:card_icon_105002_3	90:card_img_105002_l	90:card_img_105002_l	90:card_img_105002_l	90:card_img_105002_l	18:card_icon_105002_1	28:card_105002		settlement_10502_01	0			1	纪律监督	紀律監督	Campus Watcher	風紀委員	선도부장	นายระเบียบ	内特	內特	Nate	ネイト	네이트	เนท	幽明有仪	幽明有儀	Phantom of the Night	幽明有儀	정의의 사도	สมดุลแห่งมิติ						
10500299	105002	105002_lobby_cat	0	0	0	60	2			101:13;1303:0.048	10500299	10500299_lobby	105002_enter_lobby	role_enter_105002							2						13:card_icon_10500299_2	40:card_icon_105002_3	40:card_icon_105002_3	90:card_img_105002_l	90:card_img_105002_l	90:card_img_10500299_l	90:card_img_10500299_l	18:card_icon_10500299_1	28:card_105002		settlement_10502_01	0			1	纪律监督·炫彩	紀律監督·炫彩	Campus Watcher (Chroma)	風紀委員 -異色-	선도부장·베리에이션	โครม่า	内特	內特	Nate	ネイト	네이트	เนท	幽明有仪	幽明有儀	Phantom of the Night	幽明有儀	정의의 사도	สมดุลแห่งมิติ						
10500401	105004	105004_lobby_cat	0	0	0	60	1				105004	105004_lobby	105004_enter_lobby	role_enter_105004							0						13:card_icon_105004_2	40:card_icon_105004_3	40:card_icon_105004_3	90:card_img_105004_l	90:card_img_105004_l	90:card_img_105004_l	90:card_img_105004_l	18:card_icon_105004_1	28:card_105004		settlement_10502_01	0			1	碎夜疾霆	碎夜疾霆	Thunderous Shatter	シャタードナイトサンダー	썬더 브레이크	สายฟ้ารัตติกาล	内特	內特	Nate	ネイト	네이트	เนท	雷霆跃冲	雷霆躍沖	Stormbound Surge	ライトニングラッシュ	썬더 러시	อัสนีบาตทะยานฟ้า						
10500499	105004	105004_lobby_cat	0	0	0	60	2			101:15;603:0.048;703:0.06	10500499	10500499_lobby	105004_enter_lobby	role_enter_105004							2						13:card_icon_10500499_2	40:card_icon_105004_3	40:card_icon_105004_3	90:card_img_105004_l	90:card_img_105004_l	90:card_img_10500499_l	90:card_img_10500499_l	18:card_icon_10500499_1	28:card_105004		settlement_10502_01	0			1	碎夜疾霆·炫彩	碎夜疾霆·炫彩	Thunderous Shatter (Chroma)	シャタードナイトサンダー -異色-	썬더 브레이크·베리에이션	โครม่า	内特	內特	Nate	ネイト	네이트	เนท	雷霆跃冲	雷霆躍沖	Stormbound Surge	ライトニングラッシュ	썬더 러시	อัสนีบาตทะยานฟ้า						
10500601	105006	105006_lobby_cat	0	0	0	60	1				105006	105006_lobby	105006_enter_lobby	role_enter_105006							0						13:card_icon_105006_2	40:card_icon_105006_3	40:card_icon_105006_3	90:card_img_105006_l	90:card_img_105006_l	90:card_img_105006_l	90:card_img_105006_l	18:card_icon_105006_1	28:card_105006		settlement_10502_01	0			1	海滩冒险	海灘冒險	Beach Adventure	シーサイドアドバンチャー	비치 보이	พจญภัยบนชายหาด	内特	內特	Nate	ネイト	네이트	เนท	旋风波纹斩	旋風波紋斬	Maelstrom Slash	旋風波紋斬り	트위스터 슬래시	คลื่นดาบพายุวน						
10500699	105006	105006_lobby_cat	0	0	0	60	2			101:16;1203:0.048;1303:0.036	10500699	10500699_lobby	105006_enter_lobby	role_enter_105006							2						13:card_icon_10500699_2	40:card_icon_105006_3	40:card_icon_105006_3	90:card_img_105006_l	90:card_img_105006_l	90:card_img_10500699_l	90:card_img_10500699_l	18:card_icon_10500699_1	28:card_105006		settlement_10502_01	0			1	海滩冒险·炫彩	海灘冒險·炫彩	Beach Adventure (Chroma)	シーサイドアドバンチャー -異色-	비치 보이·베리에이션	โครม่า	内特	內特	Nate	ネイト	네이트	เนท	旋风波纹斩	旋風波紋斬	Maelstrom Slash	旋風波紋斬り	트위스터 슬래시	คลื่นดาบพายุวน						
10500801	105008	105008_lobby_cat	0	0	0	60	1				105008	105008_lobby	105008_enter_lobby	role_enter_105008							0						13:card_icon_105008_2	40:card_icon_105008_3	40:card_icon_105008_3	90:card_img_105008_l	90:card_img_105008_l	90:card_img_105008_l	90:card_img_105008_l	18:card_icon_105008_1	28:card_105008		settlement_10502_01	0			1	英雄憧憬	英雄憧憬	Heroic Visage	憧れのヒーロー	엠비셔스 보이	ฮีโร่ในความฝัน	内特	內特	Nate	ネイト	네이트	เนท	正义降临	正義降臨	Justice Reigns	正義の裁き	정의의 강림	ยุติธรรมอวตาร						
10500899	105008	105008_lobby_cat	0	0	0	60	2			101:20;603:0.048;703:0.06;1303:0.02	10500899	10500899_lobby	105008_enter_lobby	role_enter_105008							2						13:card_icon_10500899_2	40:card_icon_105008_3	40:card_icon_105008_3	90:card_img_105008_l	90:card_img_105008_l	90:card_img_10500899_l	90:card_img_10500899_l	18:card_icon_10500899_1	28:card_105008		settlement_10502_01	0			1	英雄憧憬·炫彩	英雄憧憬·炫彩	Heroic Visage (Chroma)	憧れのヒーロー -異色-	엠비셔스 보이·베리에이션	โครม่า	内特	內特	Nate	ネイト	네이트	เนท	正义降临	正義降臨	Justice Reigns	正義の裁き	정의의 강림	ยุติธรรมอวตาร						
10600101	106001	106001_lobby_cat	0	0	1	60	1				106001	106001_lobby	106001_enter_lobby	role_enter_106001							0						13:card_icon_106001_2	40:card_icon_106001_3	40:card_icon_106001_3	90:card_img_106001_l	90:card_img_106001_l	90:card_img_106001_l	90:card_img_106001_l	18:card_icon_106001_1	28:card_106001		settlement_10602_01	0			1	搬运工	搬運工	Little Docker	運び屋	큐티 포터	แมวส้มขนส่ง	小音	小音	Poppy	イナ	이나	อินะ	噗噗超压击	噗噗超壓擊	Puffy Pummel	ダイナミックプッシュ	퐁퐁 슬램	พลังทุบปุ๊กปิ๊ก						
10600199	106001	106001_lobby_cat	0	0	1	60	2			201:8;1303:0.06	10600199	10600199_lobby	106001_enter_lobby	role_enter_106001							2						13:card_icon_10600199_2	40:card_icon_106001_3	40:card_icon_106001_3	90:card_img_106001_l	90:card_img_106001_l	90:card_img_10600199_l	90:card_img_10600199_l	18:card_icon_10600199_1	28:card_106001		settlement_10602_01	0			1	搬运工·炫彩	搬運工·炫彩	Little Docker (Chroma)	運び屋 -異色-	큐티 포터·베리에이션	โครม่า	小音	小音	Poppy	イナ	이나	อินะ	噗噗超压击	噗噗超壓擊	Puffy Pummel	ダイナミックプッシュ	퐁퐁 슬램	พลังทุบปุ๊กปิ๊ก						
10600201	106002	106002_lobby_cat	0	0	1	60	1				106002	106002_lobby	106002_enter_lobby	role_enter_106002							0						13:card_icon_106002_2	40:card_icon_106002_3	40:card_icon_106002_3	90:card_img_106002_l	90:card_img_106002_l	90:card_img_106002_l	90:card_img_106002_l	18:card_icon_106002_1	28:card_106002		settlement_10602_01	0			1	幽灵社团	幽靈社團	Ghost Club	幽霊クラブ	심령 동아리	ชมรมลี้ลับ	小音	小音	Poppy	イナ	이나	อินะ	急急律令	急急律令	Heed My Call	急急律令	음양사 주문	คำสั่งลับต่างมิติ						
10600299	106002	106002_lobby_cat	0	0	1	60	2			301:57;803:0.036;1303:0.06;1602:0.02	10600299	10600299_lobby	106002_enter_lobby	role_enter_106002							2						13:card_icon_10600299_2	40:card_icon_106002_3	40:card_icon_106002_3	90:card_img_106002_l	90:card_img_106002_l	90:card_img_10600299_l	90:card_img_10600299_l	18:card_icon_10600299_1	28:card_106002		settlement_10602_01	0			1	幽灵社团·炫彩	幽靈社團·炫彩	Ghost Club (Chroma)	幽霊クラブ -異色-	심령 동아리·베리에이션	โครม่า	小音	小音	Poppy	イナ	이나	อินะ	急急律令	急急律令	Heed My Call	急急律令	음양사 주문	คำสั่งลับต่างมิติ						
10600801	106008	106008_lobby_cat	0	0	1	60	1				106008	106008_lobby	106008_enter_lobby	role_enter_106008							0						13:card_icon_106008_2	40:card_icon_106008_3	40:card_icon_106008_3	90:card_img_106008_l	90:card_img_106008_l	90:card_img_106008_l	90:card_img_106008_l	18:card_icon_106008_1	28:card_106008		settlement_10602_01	0			1	橘色纯真	橘色純真	Orange Naivete	オレンジイノセンス	오렌지 이노센스	แมวส้มแสนซน	小音	小音	Poppy	イナ	이나	อินะ	一起吃吧！	一起吃吧！	Let's Dig In!	一緒に食べよう！	같이 먹자!	มากินด้วยกันสิ!						
10600899	106008	106008_lobby_cat	0	0	1	60	2			301:43;1303:0.06;2102:0.036	10600899	10600899_lobby	106008_enter_lobby	role_enter_106008							2						13:card_icon_10600899_2	40:card_icon_106008_3	40:card_icon_106008_3	90:card_img_106008_l	90:card_img_106008_l	90:card_img_10600899_l	90:card_img_10600899_l	18:card_icon_10600899_1	28:card_106008		settlement_10602_01	0			1	橘色纯真·炫彩	橘色純真·炫彩	Orange Naivete (Chroma)	オレンジイノセンス -異色-	오렌지 이노센스·베리에이션	โครม่า	小音	小音	Poppy	イナ	이나	อินะ	一起吃吧！	一起吃吧！	Let's Dig In!	一緒に食べよう！	같이 먹자!	มากินด้วยกันสิ!						
10600901	106009	106009_lobby_cat	0	0	1	60	1				106009	106009_lobby	106009_enter_lobby	role_enter_106009							0						13:card_icon_106009_2	40:card_icon_106009_3	40:card_icon_106009_3	90:card_img_106009_l	90:card_img_106009_l	90:card_img_106009_l	90:card_img_106009_l	18:card_icon_106009_1	28:card_106009		settlement_10602_01	0			1	耀夜之星	耀夜之星	Luminous Star	モーニングスター	나이트 스타	ดวงดาวรัตติกาล	小音	小音	Poppy	イナ	이나	อินะ	罪念湮灭	罪念湮滅	Purge the Evil	エンド・オブ・クライム	죄의식 소멸	ปิดฉากวายร้าย						
10600999	106009	106009_lobby_cat	0	0	1	60	2			101:13;301:16;603:0.036;1203:0.06	10600999	10600999_lobby	106009_enter_lobby	role_enter_106009							2						13:card_icon_10600999_2	40:card_icon_106009_3	40:card_icon_106009_3	90:card_img_106009_l	90:card_img_106009_l	90:card_img_10600999_l	90:card_img_10600999_l	18:card_icon_10600999_1	28:card_106009		settlement_10602_01	0			1	耀夜之星·炫彩	耀夜之星·炫彩	Luminous Star (Chroma)	モーニングスター -異色-	나이트 스타·베리에이션	โครม่า	小音	小音	Poppy	イナ	이나	อินะ	罪念湮灭	罪念湮滅	Purge the Evil	エンド・オブ・クライム	죄의식 소멸	ปิดฉากวายร้าย						
