ID	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status
11000801034	11000801	34	101@16.7	4104041;4104042;3000003	50;50;2820	1
11000801035	11000801	35	201@6.5	4104041;4104042;3000003	50;50;2880	1
11000801036	11000801	36	301@39.2	4104041;4104042;3000003	50;50;2940	1
11000801037	11000801	37	703@0.033	4104041;4104042;3000003	50;50;3000	1
11000801038	11000801	38	101@16.7	4104041;4104042;3000003	50;50;3060	1
11000801039	11000801	39	201@6.5	4104041;4104042;3000003	50;50;3120	1
11000801040	11000801	40	301@39.2	4104041;4104042;3000003	50;50;3180	1
11000801041	11000801	41	401@0.01	4104041;4104042;3000003	50;50;50;3240	1
11000801042	11000801	42	101@16.7	4104041;4104042;4104043;3000003	50;50;50;3300	1
11000801043	11000801	43	201@6.5	4104041;4104042;4104043;3000003	50;50;50;3360	1
11000801044	11000801	44	301@39.2	4104041;4104042;4104043;3000003	50;50;50;3420	1
11000801045	11000801	45	1602@0.011	4104041;4104042;4104043;3000003	50;50;50;3480	1
11000801046	11000801	46	101@16.7	4104041;4104042;4104043;3000003	50;50;50;3540	1
11000801047	11000801	47	201@6.5	4104041;4104042;4104043;3000003	50;50;50;3600	1
11000801048	11000801	48	301@39.2	4104041;4104042;4104043;3000003	50;50;50;3660	1
11000801049	11000801	49	2102@0.011	4104041;4104042;4104043;3000003	50;50;50;3720	1
11000801050	11000801	50	101@16.7	4104041;4104042;4104043;3000003	50;50;50;3780	1
11000801051	11000801	51	201@6.5	4104041;4104042;4104043;3000003	70;70;70;3840	1
11000801052	11000801	52	301@39.2	4104041;4104042;4104043;3000003	70;70;70;3900	1
11000801053	11000801	53	703@0.033	4104041;4104042;4104043;3000003	70;70;70;3960	1
11000801054	11000801	54	101@16.7	4104041;4104042;4104043;3000003	70;70;70;4020	1
11000801055	11000801	55	201@6.5	4104041;4104042;4104043;3000003	70;70;70;4080	1
11000801056	11000801	56	301@39.2	4104041;4104042;4104043;3000003	70;70;70;4140	1
11000801057	11000801	57	401@0.01	4104041;4104042;4104043;3000003	70;70;70;4200	1
11000801058	11000801	58	101@16.7	4104041;4104042;4104043;3000003	70;70;70;4260	1
11000801059	11000801	59	201@6.5	4104041;4104042;4104043;3000003	70;70;70;4320	1
11000801060	11000801	60	301@39.2	4104041;4104042;4104043;3000003	70;70;70;4380	1
11000899001	11000899	1	101@105.6;201@41;301@248.5;603@0.025;1203@0.012;1602@0.017;2102@0.017			1
11000899002	11000899	2	101@22.2	4104041;3000003	20;1200	1
11000899003	11000899	3	201@8.6	4104041;3000003	20;1280	1
11000899004	11000899	4	301@52.3	4104041;3000003	20;1360	1
11000899005	11000899	5	603@0.025	4104041;3000003	20;1440	1
11000899006	11000899	6	101@22.2	4104041;3000003	20;1520	1
11000899007	11000899	7	201@8.6	4104041;3000003	20;1600	1
11000899008	11000899	8	301@52.3	4104041;3000003	20;1680	1
11000899009	11000899	9	1203@0.012	4104041;3000003	20;1760	1
11000899010	11000899	10	101@22.2	4104041;3000003	20;1840	1
11000899011	11000899	11	201@8.6	4104041;3000003	40;1920	1
11000899012	11000899	12	301@52.3	4104041;3000003	40;2000	1
11000899013	11000899	13	1602@0.017	4104041;3000003	40;2080	1
11000899014	11000899	14	101@22.2	4104041;3000003	40;2160	1
11000899015	11000899	15	201@8.6	4104041;3000003	40;2240	1
11000899016	11000899	16	301@52.3	4104041;3000003	40;2320	1
11000899017	11000899	17	2102@0.017	4104041;3000003	40;2400	1
11000899018	11000899	18	101@22.2	4104041;3000003	40;2480	1
11000899019	11000899	19	201@8.6	4104041;3000003	40;2560	1
11000899020	11000899	20	301@52.3	4104041;3000003	40;2640	1
11000899021	11000899	21	603@0.025	4104041;4104042;3000003	55;55;2720	1
11000899022	11000899	22	101@22.2	4104041;4104042;3000003	55;55;2800	1
11000899023	11000899	23	201@8.6	4104041;4104042;3000003	55;55;2880	1
11000899024	11000899	24	301@52.3	4104041;4104042;3000003	55;55;2960	1
11000899025	11000899	25	1203@0.012	4104041;4104042;3000003	55;55;3040	1
11000899026	11000899	26	101@22.2	4104041;4104042;3000003	55;55;3120	1
11000899027	11000899	27	201@8.6	4104041;4104042;3000003	55;55;3200	1
11000899028	11000899	28	301@52.3	4104041;4104042;3000003	55;55;3280	1
11000899029	11000899	29	1602@0.017	4104041;4104042;3000003	55;55;3360	1
11000899030	11000899	30	101@22.2	4104041;4104042;3000003	55;55;3440	1
11000899031	11000899	31	201@8.6	4104041;4104042;3000003	70;70;3520	1
11000899032	11000899	32	301@52.3	4104041;4104042;3000003	70;70;3600	1
11000899033	11000899	33	2102@0.017	4104041;4104042;3000003	70;70;3680	1
11000899034	11000899	34	101@22.2	4104041;4104042;3000003	70;70;3760	1
11000899035	11000899	35	201@8.6	4104041;4104042;3000003	70;70;3840	1
11000899036	11000899	36	301@52.3	4104041;4104042;3000003	70;70;3920	1
11000899037	11000899	37	603@0.025	4104041;4104042;3000003	70;70;4000	1
11000899038	11000899	38	101@22.2	4104041;4104042;3000003	70;70;4080	1
11000899039	11000899	39	201@8.6	4104041;4104042;3000003	70;70;4160	1
11000899040	11000899	40	301@52.3	4104041;4104042;3000003	70;70;4240	1
11000899041	11000899	41	1203@0.012	4104041;4104042;4104043;3000003	70;70;70;4320	1
11000899042	11000899	42	101@22.2	4104041;4104042;4104043;3000003	70;70;70;4400	1
11000899043	11000899	43	201@8.6	4104041;4104042;4104043;3000003	70;70;70;4480	1
11000899044	11000899	44	301@52.3	4104041;4104042;4104043;3000003	70;70;70;4560	1
11000899045	11000899	45	1602@0.017	4104041;4104042;4104043;3000003	70;70;70;4640	1
11000899046	11000899	46	101@22.2	4104041;4104042;4104043;3000003	70;70;70;4720	1
11000899047	11000899	47	201@8.6	4104041;4104042;4104043;3000003	70;70;70;4800	1
11000899048	11000899	48	301@52.3	4104041;4104042;4104043;3000003	70;70;70;4880	1
11000899049	11000899	49	2102@0.017	4104041;4104042;4104043;3000003	70;70;70;4960	1
11000899050	11000899	50	101@22.2	4104041;4104042;4104043;3000003	70;70;70;5040	1
11000899051	11000899	51	201@8.6	4104041;4104042;4104043;3000003	90;90;90;5120	1
11000899052	11000899	52	301@52.3	4104041;4104042;4104043;3000003	90;90;90;5200	1
11000899053	11000899	53	603@0.025	4104041;4104042;4104043;3000003	90;90;90;5280	1
11000899054	11000899	54	101@22.2	4104041;4104042;4104043;3000003	90;90;90;5360	1
11000899055	11000899	55	201@8.6	4104041;4104042;4104043;3000003	90;90;90;5440	1
11000899056	11000899	56	301@52.3	4104041;4104042;4104043;3000003	90;90;90;5520	1
11000899057	11000899	57	1203@0.012	4104041;4104042;4104043;3000003	90;90;90;5600	1
11000899058	11000899	58	101@22.2	4104041;4104042;4104043;3000003	90;90;90;5680	1
11000899059	11000899	59	201@8.6	4104041;4104042;4104043;3000003	90;90;90;5760	1
11000899060	11000899	60	301@52.3	4104041;4104042;4104043;3000003	90;90;90;5840	1
11100801001	11100801	1	101@27.8;201@14.1;301@100.2;903@0.014;401@0.01;1602@0.027;2102@0.018			1
11100801002	11100801	2	101@10.4	4104041;3000003	15;900	1
11100801003	11100801	3	201@5.3	4104041;3000003	15;960	1
11100801004	11100801	4	301@37.6	4104041;3000003	15;1020	1
11100801005	11100801	5	903@0.014	4104041;3000003	15;1080	1
11100801006	11100801	6	101@10.4	4104041;3000003	15;1140	1
11100801007	11100801	7	201@5.3	4104041;3000003	15;1200	1
11100801008	11100801	8	301@37.6	4104041;3000003	15;1260	1
11100801009	11100801	9	401@0.01	4104041;3000003	15;1320	1
11100801010	11100801	10	101@10.4	4104041;3000003	15;1380	1
11100801011	11100801	11	201@5.3	4104041;3000003	30;1440	1
11100801012	11100801	12	301@37.6	4104041;3000003	30;1500	1
11100801013	11100801	13	1602@0.027	4104041;3000003	30;1560	1
11100801014	11100801	14	101@10.4	4104041;3000003	30;1620	1
11100801015	11100801	15	201@5.3	4104041;3000003	30;1680	1
11100801016	11100801	16	301@37.6	4104041;3000003	30;1740	1
11100801017	11100801	17	2102@0.018	4104041;3000003	30;1800	1
11100801018	11100801	18	101@10.4	4104041;3000003	30;1860	1
11100801019	11100801	19	201@5.3	4104041;3000003	30;1920	1
11100801020	11100801	20	301@37.6	4104041;3000003	30;1980	1
11100801021	11100801	21	903@0.014	4104041;4104042;3000003	40;40;2040	1
11100801022	11100801	22	101@10.4	4104041;4104042;3000003	40;40;2100	1
11100801023	11100801	23	201@5.3	4104041;4104042;3000003	40;40;2160	1
11100801024	11100801	24	301@37.6	4104041;4104042;3000003	40;40;2220	1
11100801025	11100801	25	401@0.01	4104041;4104042;3000003	40;40;2280	1
11100801026	11100801	26	101@10.4	4104041;4104042;3000003	40;40;2340	1
11100801027	11100801	27	201@5.3	4104041;4104042;3000003	40;40;2400	1
11100801028	11100801	28	301@37.6	4104041;4104042;3000003	40;40;2460	1
11100801029	11100801	29	1602@0.027	4104041;4104042;3000003	40;40;2520	1
11100801030	11100801	30	101@10.4	4104041;4104042;3000003	40;40;2580	1
11100801031	11100801	31	201@5.3	4104041;4104042;3000003	50;50;2640	1
11100801032	11100801	32	301@37.6	4104041;4104042;3000003	50;50;2700	1
11100801033	11100801	33	2102@0.018	4104041;4104042;3000003	50;50;2760	1
11100801034	11100801	34	101@10.4	4104041;4104042;3000003	50;50;2820	1
11100801035	11100801	35	201@5.3	4104041;4104042;3000003	50;50;2880	1
11100801036	11100801	36	301@37.6	4104041;4104042;3000003	50;50;2940	1
11100801037	11100801	37	903@0.014	4104041;4104042;3000003	50;50;3000	1
11100801038	11100801	38	101@10.4	4104041;4104042;3000003	50;50;3060	1
11100801039	11100801	39	201@5.3	4104041;4104042;3000003	50;50;3120	1
11100801040	11100801	40	301@37.6	4104041;4104042;3000003	50;50;3180	1
11100801041	11100801	41	401@0.01	4104041;4104042;3000003	50;50;50;3240	1
11100801042	11100801	42	101@10.4	4104041;4104042;4104043;3000003	50;50;50;3300	1
11100801043	11100801	43	201@5.3	4104041;4104042;4104043;3000003	50;50;50;3360	1
11100801044	11100801	44	301@37.6	4104041;4104042;4104043;3000003	50;50;50;3420	1
11100801045	11100801	45	1602@0.027	4104041;4104042;4104043;3000003	50;50;50;3480	1
11100801046	11100801	46	101@10.4	4104041;4104042;4104043;3000003	50;50;50;3540	1
11100801047	11100801	47	201@5.3	4104041;4104042;4104043;3000003	50;50;50;3600	1
11100801048	11100801	48	301@37.6	4104041;4104042;4104043;3000003	50;50;50;3660	1
11100801049	11100801	49	2102@0.018	4104041;4104042;4104043;3000003	50;50;50;3720	1
11100801050	11100801	50	101@10.4	4104041;4104042;4104043;3000003	50;50;50;3780	1
11100801051	11100801	51	201@5.3	4104041;4104042;4104043;3000003	70;70;70;3840	1
11100801052	11100801	52	301@37.6	4104041;4104042;4104043;3000003	70;70;70;3900	1
11100801053	11100801	53	903@0.014	4104041;4104042;4104043;3000003	70;70;70;3960	1
11100801054	11100801	54	101@10.4	4104041;4104042;4104043;3000003	70;70;70;4020	1
11100801055	11100801	55	201@5.3	4104041;4104042;4104043;3000003	70;70;70;4080	1
11100801056	11100801	56	301@37.6	4104041;4104042;4104043;3000003	70;70;70;4140	1
11100801057	11100801	57	401@0.01	4104041;4104042;4104043;3000003	70;70;70;4200	1
11100801058	11100801	58	101@10.4	4104041;4104042;4104043;3000003	70;70;70;4260	1
11100801059	11100801	59	201@5.3	4104041;4104042;4104043;3000003	70;70;70;4320	1
11100801060	11100801	60	301@37.6	4104041;4104042;4104043;3000003	70;70;70;4380	1
11100899001	11100899	1	101@66.1;201@33.4;301@237.9;1303@0.015;1601@0.014;1602@0.041;2102@0.027			1
11100899002	11100899	2	101@13.9	4104041;3000003	20;1200	1
11100899003	11100899	3	201@7	4104041;3000003	20;1280	1
11100899004	11100899	4	301@50.1	4104041;3000003	20;1360	1
11100899005	11100899	5	1303@0.015	4104041;3000003	20;1440	1
11100899006	11100899	6	101@13.9	4104041;3000003	20;1520	1
11100899007	11100899	7	201@7	4104041;3000003	20;1600	1
11100899008	11100899	8	301@50.1	4104041;3000003	20;1680	1
11100899009	11100899	9	1601@0.014	4104041;3000003	20;1760	1
11100899010	11100899	10	101@13.9	4104041;3000003	20;1840	1
11100899011	11100899	11	201@7	4104041;3000003	40;1920	1
11100899012	11100899	12	301@50.1	4104041;3000003	40;2000	1
11100899013	11100899	13	1602@0.041	4104041;3000003	40;2080	1
11100899014	11100899	14	101@13.9	4104041;3000003	40;2160	1
11100899015	11100899	15	201@7	4104041;3000003	40;2240	1
11100899016	11100899	16	301@50.1	4104041;3000003	40;2320	1
11100899017	11100899	17	2102@0.027	4104041;3000003	40;2400	1
11100899018	11100899	18	101@13.9	4104041;3000003	40;2480	1
11100899019	11100899	19	201@7	4104041;3000003	40;2560	1
11100899020	11100899	20	301@50.1	4104041;3000003	40;2640	1
11100899021	11100899	21	1303@0.015	4104041;4104042;3000003	55;55;2720	1
11100899022	11100899	22	101@13.9	4104041;4104042;3000003	55;55;2800	1
11100899023	11100899	23	201@7	4104041;4104042;3000003	55;55;2880	1
11100899024	11100899	24	301@50.1	4104041;4104042;3000003	55;55;2960	1
11100899025	11100899	25	1601@0.014	4104041;4104042;3000003	55;55;3040	1
11100899026	11100899	26	101@13.9	4104041;4104042;3000003	55;55;3120	1
11100899027	11100899	27	201@7	4104041;4104042;3000003	55;55;3200	1
11100899028	11100899	28	301@50.1	4104041;4104042;3000003	55;55;3280	1
11100899029	11100899	29	1602@0.041	4104041;4104042;3000003	55;55;3360	1
11100899030	11100899	30	101@13.9	4104041;4104042;3000003	55;55;3440	1
11100899031	11100899	31	201@7	4104041;4104042;3000003	70;70;3520	1
11100899032	11100899	32	301@50.1	4104041;4104042;3000003	70;70;3600	1
11100899033	11100899	33	2102@0.027	4104041;4104042;3000003	70;70;3680	1
11100899034	11100899	34	101@13.9	4104041;4104042;3000003	70;70;3760	1
11100899035	11100899	35	201@7	4104041;4104042;3000003	70;70;3840	1
11100899036	11100899	36	301@50.1	4104041;4104042;3000003	70;70;3920	1
11100899037	11100899	37	1303@0.015	4104041;4104042;3000003	70;70;4000	1
11100899038	11100899	38	101@13.9	4104041;4104042;3000003	70;70;4080	1
11100899039	11100899	39	201@7	4104041;4104042;3000003	70;70;4160	1
11100899040	11100899	40	301@50.1	4104041;4104042;3000003	70;70;4240	1
11100899041	11100899	41	1601@0.014	4104041;4104042;4104043;3000003	70;70;70;4320	1
11100899042	11100899	42	101@13.9	4104041;4104042;4104043;3000003	70;70;70;4400	1
11100899043	11100899	43	201@7	4104041;4104042;4104043;3000003	70;70;70;4480	1
11100899044	11100899	44	301@50.1	4104041;4104042;4104043;3000003	70;70;70;4560	1
11100899045	11100899	45	1602@0.041	4104041;4104042;4104043;3000003	70;70;70;4640	1
11100899046	11100899	46	101@13.9	4104041;4104042;4104043;3000003	70;70;70;4720	1
11100899047	11100899	47	201@7	4104041;4104042;4104043;3000003	70;70;70;4800	1
11100899048	11100899	48	301@50.1	4104041;4104042;4104043;3000003	70;70;70;4880	1
11100899049	11100899	49	2102@0.027	4104041;4104042;4104043;3000003	70;70;70;4960	1
11100899050	11100899	50	101@13.9	4104041;4104042;4104043;3000003	70;70;70;5040	1
11100899051	11100899	51	201@7	4104041;4104042;4104043;3000003	90;90;90;5120	1
11100899052	11100899	52	301@50.1	4104041;4104042;4104043;3000003	90;90;90;5200	1
11100899053	11100899	53	1303@0.015	4104041;4104042;4104043;3000003	90;90;90;5280	1
11100899054	11100899	54	101@13.9	4104041;4104042;4104043;3000003	90;90;90;5360	1
11100899055	11100899	55	201@7	4104041;4104042;4104043;3000003	90;90;90;5440	1
11100899056	11100899	56	301@50.1	4104041;4104042;4104043;3000003	90;90;90;5520	1
11100899057	11100899	57	1601@0.014	4104041;4104042;4104043;3000003	90;90;90;5600	1
11100899058	11100899	58	101@13.9	4104041;4104042;4104043;3000003	90;90;90;5680	1
11100899059	11100899	59	201@7	4104041;4104042;4104043;3000003	90;90;90;5760	1
11100899060	11100899	60	301@50.1	4104041;4104042;4104043;3000003	90;90;90;5840	1
11100201001	11100201	1	101@37.4;201@19.2;301@136;903@0.014;401@0.01;1602@0.027;2102@0.018			1
11100201002	11100201	2	101@14	4104041;3000003	15;900	1
11100201003	11100201	3	201@7.2	4104041;3000003	15;960	1
11100201004	11100201	4	301@51	4104041;3000003	15;1020	1
11100201005	11100201	5	903@0.014	4104041;3000003	15;1080	1
11100201006	11100201	6	101@14	4104041;3000003	15;1140	1
11100201007	11100201	7	201@7.2	4104041;3000003	15;1200	1
11100201008	11100201	8	301@51	4104041;3000003	15;1260	1
11100201009	11100201	9	401@0.01	4104041;3000003	15;1320	1
11100201010	11100201	10	101@14	4104041;3000003	15;1380	1
11100201011	11100201	11	201@7.2	4104041;3000003	30;1440	1
11100201012	11100201	12	301@51	4104041;3000003	30;1500	1
11100201013	11100201	13	1602@0.027	4104041;3000003	30;1560	1
11100201014	11100201	14	101@14	4104041;3000003	30;1620	1
11100201015	11100201	15	201@7.2	4104041;3000003	30;1680	1
11100201016	11100201	16	301@51	4104041;3000003	30;1740	1
11100201017	11100201	17	2102@0.018	4104041;3000003	30;1800	1
11100201018	11100201	18	101@14	4104041;3000003	30;1860	1
11100201019	11100201	19	201@7.2	4104041;3000003	30;1920	1
11100201020	11100201	20	301@51	4104041;3000003	30;1980	1
11100201021	11100201	21	903@0.014	4104041;4104042;3000003	40;40;2040	1
11100201022	11100201	22	101@14	4104041;4104042;3000003	40;40;2100	1
11100201023	11100201	23	201@7.2	4104041;4104042;3000003	40;40;2160	1
11100201024	11100201	24	301@51	4104041;4104042;3000003	40;40;2220	1
11100201025	11100201	25	401@0.01	4104041;4104042;3000003	40;40;2280	1
11100201026	11100201	26	101@14	4104041;4104042;3000003	40;40;2340	1
11100201027	11100201	27	201@7.2	4104041;4104042;3000003	40;40;2400	1
11100201028	11100201	28	301@51	4104041;4104042;3000003	40;40;2460	1
11100201029	11100201	29	1602@0.027	4104041;4104042;3000003	40;40;2520	1
11100201030	11100201	30	101@14	4104041;4104042;3000003	40;40;2580	1
11100201031	11100201	31	201@7.2	4104041;4104042;3000003	50;50;2640	1
11100201032	11100201	32	301@51	4104041;4104042;3000003	50;50;2700	1
11100201033	11100201	33	2102@0.018	4104041;4104042;3000003	50;50;2760	1
11100201034	11100201	34	101@14	4104041;4104042;3000003	50;50;2820	1
11100201035	11100201	35	201@7.2	4104041;4104042;3000003	50;50;2880	1
11100201036	11100201	36	301@51	4104041;4104042;3000003	50;50;2940	1
11100201037	11100201	37	903@0.014	4104041;4104042;3000003	50;50;3000	1
11100201038	11100201	38	101@14	4104041;4104042;3000003	50;50;3060	1
11100201039	11100201	39	201@7.2	4104041;4104042;3000003	50;50;3120	1
11100201040	11100201	40	301@51	4104041;4104042;3000003	50;50;3180	1
11100201041	11100201	41	401@0.01	4104041;4104042;3000003	50;50;50;3240	1
11100201042	11100201	42	101@14	4104041;4104042;4104043;3000003	50;50;50;3300	1
11100201043	11100201	43	201@7.2	4104041;4104042;4104043;3000003	50;50;50;3360	1
11100201044	11100201	44	301@51	4104041;4104042;4104043;3000003	50;50;50;3420	1
11100201045	11100201	45	1602@0.027	4104041;4104042;4104043;3000003	50;50;50;3480	1
11100201046	11100201	46	101@14	4104041;4104042;4104043;3000003	50;50;50;3540	1
11100201047	11100201	47	201@7.2	4104041;4104042;4104043;3000003	50;50;50;3600	1
11100201048	11100201	48	301@51	4104041;4104042;4104043;3000003	50;50;50;3660	1
11100201049	11100201	49	2102@0.018	4104041;4104042;4104043;3000003	50;50;50;3720	1
11100201050	11100201	50	101@14	4104041;4104042;4104043;3000003	50;50;50;3780	1
11100201051	11100201	51	201@7.2	4104041;4104042;4104043;3000003	70;70;70;3840	1
11100201052	11100201	52	301@51	4104041;4104042;4104043;3000003	70;70;70;3900	1
11100201053	11100201	53	903@0.014	4104041;4104042;4104043;3000003	70;70;70;3960	1
11100201054	11100201	54	101@14	4104041;4104042;4104043;3000003	70;70;70;4020	1
11100201055	11100201	55	201@7.2	4104041;4104042;4104043;3000003	70;70;70;4080	1
11100201056	11100201	56	301@51	4104041;4104042;4104043;3000003	70;70;70;4140	1
11100201057	11100201	57	401@0.01	4104041;4104042;4104043;3000003	70;70;70;4200	1
11100201058	11100201	58	101@14	4104041;4104042;4104043;3000003	70;70;70;4260	1
11100201059	11100201	59	201@7.2	4104041;4104042;4104043;3000003	70;70;70;4320	1
11100201060	11100201	60	301@51	4104041;4104042;4104043;3000003	70;70;70;4380	1
11100299001	11100299	1	101@88.9;201@45.6;301@323;1303@0.015;2101@0.014;1602@0.041;2102@0.027			1
11100299002	11100299	2	101@18.7	4104041;3000003	20;1200	1
11100299003	11100299	3	201@9.6	4104041;3000003	20;1280	1
11100299004	11100299	4	301@68	4104041;3000003	20;1360	1
11100299005	11100299	5	1303@0.015	4104041;3000003	20;1440	1
11100299006	11100299	6	101@18.7	4104041;3000003	20;1520	1
11100299007	11100299	7	201@9.6	4104041;3000003	20;1600	1
11100299008	11100299	8	301@68	4104041;3000003	20;1680	1
11100299009	11100299	9	2101@0.014	4104041;3000003	20;1760	1
11100299010	11100299	10	101@18.7	4104041;3000003	20;1840	1
11100299011	11100299	11	201@9.6	4104041;3000003	40;1920	1
11100299012	11100299	12	301@68	4104041;3000003	40;2000	1
11100299013	11100299	13	1602@0.041	4104041;3000003	40;2080	1
11100299014	11100299	14	101@18.7	4104041;3000003	40;2160	1
11100299015	11100299	15	201@9.6	4104041;3000003	40;2240	1
11100299016	11100299	16	301@68	4104041;3000003	40;2320	1
11100299017	11100299	17	2102@0.027	4104041;3000003	40;2400	1
11100299018	11100299	18	101@18.7	4104041;3000003	40;2480	1
11100299019	11100299	19	201@9.6	4104041;3000003	40;2560	1
11100299020	11100299	20	301@68	4104041;3000003	40;2640	1
11100299021	11100299	21	1303@0.015	4104041;4104042;3000003	55;55;2720	1
11100299022	11100299	22	101@18.7	4104041;4104042;3000003	55;55;2800	1
11100299023	11100299	23	201@9.6	4104041;4104042;3000003	55;55;2880	1
11100299024	11100299	24	301@68	4104041;4104042;3000003	55;55;2960	1
11100299025	11100299	25	2101@0.014	4104041;4104042;3000003	55;55;3040	1
11100299026	11100299	26	101@18.7	4104041;4104042;3000003	55;55;3120	1
11100299027	11100299	27	201@9.6	4104041;4104042;3000003	55;55;3200	1
11100299028	11100299	28	301@68	4104041;4104042;3000003	55;55;3280	1
11100299029	11100299	29	1602@0.041	4104041;4104042;3000003	55;55;3360	1
11100299030	11100299	30	101@18.7	4104041;4104042;3000003	55;55;3440	1
11100299031	11100299	31	201@9.6	4104041;4104042;3000003	70;70;3520	1
11100299032	11100299	32	301@68	4104041;4104042;3000003	70;70;3600	1
11100299033	11100299	33	2102@0.027	4104041;4104042;3000003	70;70;3680	1
11100299034	11100299	34	101@18.7	4104041;4104042;3000003	70;70;3760	1
11100299035	11100299	35	201@9.6	4104041;4104042;3000003	70;70;3840	1
11100299036	11100299	36	301@68	4104041;4104042;3000003	70;70;3920	1
11100299037	11100299	37	1303@0.015	4104041;4104042;3000003	70;70;4000	1
11100299038	11100299	38	101@18.7	4104041;4104042;3000003	70;70;4080	1
11100299039	11100299	39	201@9.6	4104041;4104042;3000003	70;70;4160	1
11100299040	11100299	40	301@68	4104041;4104042;3000003	70;70;4240	1
11100299041	11100299	41	2101@0.014	4104041;4104042;4104043;3000003	70;70;70;4320	1
11100299042	11100299	42	101@18.7	4104041;4104042;4104043;3000003	70;70;70;4400	1
11100299043	11100299	43	201@9.6	4104041;4104042;4104043;3000003	70;70;70;4480	1
11100299044	11100299	44	301@68	4104041;4104042;4104043;3000003	70;70;70;4560	1
11100299045	11100299	45	1602@0.041	4104041;4104042;4104043;3000003	70;70;70;4640	1
11100299046	11100299	46	101@18.7	4104041;4104042;4104043;3000003	70;70;70;4720	1
11100299047	11100299	47	201@9.6	4104041;4104042;4104043;3000003	70;70;70;4800	1
11100299048	11100299	48	301@68	4104041;4104042;4104043;3000003	70;70;70;4880	1
11100299049	11100299	49	2102@0.027	4104041;4104042;4104043;3000003	70;70;70;4960	1
11100299050	11100299	50	101@18.7	4104041;4104042;4104043;3000003	70;70;70;5040	1
11100299051	11100299	51	201@9.6	4104041;4104042;4104043;3000003	90;90;90;5120	1
11100299052	11100299	52	301@68	4104041;4104042;4104043;3000003	90;90;90;5200	1
11100299053	11100299	53	1303@0.015	4104041;4104042;4104043;3000003	90;90;90;5280	1
11100299054	11100299	54	101@18.7	4104041;4104042;4104043;3000003	90;90;90;5360	1
11100299055	11100299	55	201@9.6	4104041;4104042;4104043;3000003	90;90;90;5440	1
11100299056	11100299	56	301@68	4104041;4104042;4104043;3000003	90;90;90;5520	1
11100299057	11100299	57	2101@0.014	4104041;4104042;4104043;3000003	90;90;90;5600	1
11100299058	11100299	58	101@18.7	4104041;4104042;4104043;3000003	90;90;90;5680	1
11100299059	11100299	59	201@9.6	4104041;4104042;4104043;3000003	90;90;90;5760	1
11100299060	11100299	60	301@68	4104041;4104042;4104043;3000003	90;90;90;5840	1
11200801001	11200801	1	101@27.8;201@14.1;301@100.2;903@0.014;401@0.01;1602@0.018;2102@0.027			1
11200801002	11200801	2	101@10.4	4104041;3000003	15;900	1
11200801003	11200801	3	201@5.3	4104041;3000003	15;960	1
11200801004	11200801	4	301@37.6	4104041;3000003	15;1020	1
11200801005	11200801	5	903@0.014	4104041;3000003	15;1080	1
11200801006	11200801	6	101@10.4	4104041;3000003	15;1140	1
11200801007	11200801	7	201@5.3	4104041;3000003	15;1200	1
11200801008	11200801	8	301@37.6	4104041;3000003	15;1260	1
11200801009	11200801	9	401@0.01	4104041;3000003	15;1320	1
11200801010	11200801	10	101@10.4	4104041;3000003	15;1380	1
11200801011	11200801	11	201@5.3	4104041;3000003	30;1440	1
11200801012	11200801	12	301@37.6	4104041;3000003	30;1500	1
11200801013	11200801	13	1602@0.018	4104041;3000003	30;1560	1
11200801014	11200801	14	101@10.4	4104041;3000003	30;1620	1
11200801015	11200801	15	201@5.3	4104041;3000003	30;1680	1
11200801016	11200801	16	301@37.6	4104041;3000003	30;1740	1
11200801017	11200801	17	2102@0.027	4104041;3000003	30;1800	1
11200801018	11200801	18	101@10.4	4104041;3000003	30;1860	1
11200801019	11200801	19	201@5.3	4104041;3000003	30;1920	1
11200801020	11200801	20	301@37.6	4104041;3000003	30;1980	1
11200801021	11200801	21	903@0.014	4104041;4104042;3000003	40;40;2040	1
11200801022	11200801	22	101@10.4	4104041;4104042;3000003	40;40;2100	1
11200801023	11200801	23	201@5.3	4104041;4104042;3000003	40;40;2160	1
11200801024	11200801	24	301@37.6	4104041;4104042;3000003	40;40;2220	1
11200801025	11200801	25	401@0.01	4104041;4104042;3000003	40;40;2280	1
11200801026	11200801	26	101@10.4	4104041;4104042;3000003	40;40;2340	1
11200801027	11200801	27	201@5.3	4104041;4104042;3000003	40;40;2400	1
11200801028	11200801	28	301@37.6	4104041;4104042;3000003	40;40;2460	1
11200801029	11200801	29	1602@0.018	4104041;4104042;3000003	40;40;2520	1
11200801030	11200801	30	101@10.4	4104041;4104042;3000003	40;40;2580	1
11200801031	11200801	31	201@5.3	4104041;4104042;3000003	50;50;2640	1
11200801032	11200801	32	301@37.6	4104041;4104042;3000003	50;50;2700	1
11200801033	11200801	33	2102@0.027	4104041;4104042;3000003	50;50;2760	1
11200801034	11200801	34	101@10.4	4104041;4104042;3000003	50;50;2820	1
11200801035	11200801	35	201@5.3	4104041;4104042;3000003	50;50;2880	1
11200801036	11200801	36	301@37.6	4104041;4104042;3000003	50;50;2940	1
11200801037	11200801	37	903@0.014	4104041;4104042;3000003	50;50;3000	1
11200801038	11200801	38	101@10.4	4104041;4104042;3000003	50;50;3060	1
