id	property	status
11400103	101:84;201:32;301:197.6	1
11400104	101:161;201:60;301:372.6	1
11400105	101:245.1;201:92;301:568.6	1
11400106	101:339.6;201:128;301:793.6	1
11400107	101:444.6;201:168;301:1038.6	1
11400108	101:571.1;201:217.5;301:1324.6	1
11400109	101:703.1;201:271.5;301:1636.6	1
11400110	101:859.1;201:323.5;301:1994.1	1
11400111	101:1027.1;201:393.5;301:2386.2	1
11400112	101:1214.6;201:461;301:2821.2	1
11400113	101:1414.6;201:541.1;301:3293.2	1
11400114	101:1635.6;201:626.1;301:3811.8	1
11400115	101:1878.6;201:716.1;301:4378.8	1
90400101		1
90400102	101:18;201:6;301:43.5	1
90400103	101:48;201:18.5;301:113.5	1
90400104	101:93.5;201:36;301:215	1
90400105	101:141.5;201:52;301:327	1
90400106	101:195.5;201:74.5;301:457.5	1
90400107	101:255.5;201:94.5;301:597.5	1
90400108	101:327.1;201:122;301:762.5	1
90400109	101:405.1;201:152;301:942.5	1
90400110	101:496.2;201:184.5;301:1150.5	1
90400111	101:594.2;201:226.5;301:1374.5	1
90400112	101:699.2;201:264;301:1622	1
90400113	101:819.2;201:312.1;301:1894	1
90400114	101:946.7;201:354.6;301:2200	1
90400115	101:1090.7;201:408.6;301:2524	1
90400201		1
90400202	101:16.5;201:6;301:43.5	1
90400203	101:44;201:18.5;301:113.5	1
90400204	101:86;201:36;301:215	1
90400205	101:130;201:52;301:327	1
90400206	101:179.6;201:74.5;301:457.5	1
90400207	101:234.6;201:94.5;301:597.5	1
90400208	101:300.7;201:122;301:762.5	1
90400209	101:372.7;201:152;301:942.5	1
90400210	101:450.7;201:184.5;301:1150.5	1
90400211	101:541.8;201:226.5;301:1374.5	1
90400212	101:639.4;201:264;301:1622	1
90400213	101:751.4;201:312.1;301:1894	1
90400214	101:870.4;201:354.6;301:2200	1
90400215	101:996.4;201:408.6;301:2524	1
90400501		1
90400502	101:22.5;201:9;301:54	1
90400503	101:60;201:24;301:144	1
90400504	101:116;201:45;301:270	1
90400505	101:176.1;201:69;301:414	1
90400506	101:243.6;201:96;301:576	1
90400507	101:318.6;201:126;301:756	1
90400508	101:406.7;201:164.5;301:965	1
90400509	101:508.7;201:200.5;301:1193	1
90400510	101:612.7;201:246.1;301:1453	1
90400511	101:738.7;201:288.1;301:1733	1
90400512	101:873.7;201:340.7;301:2048	1
90400513	101:1017.7;201:404.7;301:2400	1
90400514	101:1179.2;201:464.2;301:2774	1
90400515	101:1350.2;201:536.3;301:3188	1
90400601		1
90400602	101:18;201:7.6;301:43.5	1
90400603	101:50.5;201:17.6;301:116.1	1
90400604	101:92.5;201:35.1;301:217.6	1
90400605	101:144.5;201:51.1;301:333.6	1
90400606	101:198.5;201:73.6;301:464.1	1
90400607	101:258.6;201:93.6;301:609.1	1
90400608	101:330.1;201:121.1;301:779.6	1
90400609	101:414.1;201:151.1;301:965.6	1
90400610	101:498.6;201:183.6;301:1173.6	1
90400611	101:596.6;201:218.6;301:1404.6	1
90400612	101:709.1;201:256.1;301:1659.6	1
90400613	101:829.1;201:304.1;301:1931.6	1
90400614	101:956.6;201:346.6;301:2237.6	1
90400615	101:1100.6;201:400.6;301:2570.6	1
90400901		1
90400902	101:19.5;201:10.5;301:54	1
90400903	101:54.5;201:28;301:146.5	1
90400904	101:103.5;201:52.5;301:272.5	1
90400905	101:159.5;201:80.5;301:420.5	1
90400906	101:222.6;201:112;301:582.5	1
90400907	101:287.6;201:147.1;301:762.5	1
90400908	101:370.2;201:191.1;301:971.5	1
90400909	101:454.2;201:233.2;301:1205.5	1
90400910	101:558.2;201:285.2;301:1465.5	1
90400911	101:663.2;201:341.2;301:1752.5	1
90400912	101:783.2;201:401.2;301:2075	1
90400913	101:919.2;201:473.2;301:2427	1
90400914	101:1063.7;201:541.3;301:2809.5	1
90400915	101:1216.7;201:622.3;301:3223.5	1
90401001		1
90401002	101:24;201:9;301:54	1
90401003	101:61.5;201:24;301:144	1
90401004	101:117.5;201:45;301:266.5	1
90401005	101:181.6;201:69;301:410.5	1
90401006	101:253.6;201:96;301:572.5	1
90401007	101:328.6;201:126;301:747.5	1
90401008	101:422.2;201:164.5;301:951	1
90401009	101:524.2;201:200.5;301:1179	1
90401010	101:634.7;201:246.1;301:1439	1
90401011	101:760.7;201:288.1;301:1719	1
90401012	101:895.7;201:340.7;301:2034	1
90401013	101:1047.7;201:404.7;301:2378	1
90401014	101:1209.2;201:464.2;301:2752	1
90401015	101:1389.2;201:536.3;301:3157	1
90401401		1
90401402	101:24;201:15;301:103.5	1
90401403	101:66.5;201:40;301:276	1
90401404	101:122.5;201:75;301:517.5	1
90401405	101:186.6;201:115;301:793.5	1
90401406	101:258.6;201:160;301:1104	1
90401407	101:338.7;201:205;301:1444	1
90401408	101:432.2;201:265.5;301:1840	1
90401409	101:540.2;201:325.5;301:2278	1
90401410	101:650.7;201:397.1;301:2772	1
90401411	101:783.7;201:474.1;301:3318	1
90401412	101:926.2;201:564.2;301:3918	1
90401413	101:1078.2;201:660.2;301:4582.1	1
90401414	101:1248.2;201:762.2;301:5304.6	1
90401415	101:1437.2;201:879.2;301:6087.6	1
90401501		1
90401502	101:24;201:9;301:54	1
90401503	101:61.5;201:24;301:144	1
90401504	101:117.5;201:45;301:270	1
90401505	101:181.6;201:69;301:414	1
90401506	101:253.6;201:96;301:576	1
90401507	101:328.6;201:121;301:756	1
90401508	101:422.2;201:159.5;301:965	1
90401509	101:524.2;201:195.5;301:1193	1
90401510	101:634.7;201:234.5;301:1453	1
90401511	101:760.7;201:283.6;301:1733	1
90401512	101:895.7;201:336.1;301:2048	1
90401513	101:1047.7;201:392.1;301:2400	1
90401514	101:1209.2;201:451.7;301:2774	1
90401515	101:1389.2;201:514.7;301:3188	1
90402001		1
90402002	101:24;201:9;301:52.5	1
90402003	101:64;201:24;301:140	1
90402004	101:120;201:45;301:266	1
90402005	101:184.1;201:69;301:406	1
90402006	101:256.1;201:96;301:563.5	1
90402007	101:336.1;201:126;301:738.5	1
90402008	101:429.7;201:164.5;301:942	1
90402009	101:531.7;201:200.5;301:1170	1
90402010	101:648.7;201:246.1;301:1417	1
90402011	101:774.7;201:288.1;301:1697	1
90402012	101:917.2;201:340.7;301:2004.5	1
90402013	101:1069.2;201:404.7;301:2348.5	1
90402014	101:1239.2;201:464.2;301:2714.1	1
90402015	101:1419.2;201:536.3;301:3119.1	1
90402201		1
90402202	101:22.5;201:9;301:54	1
90402203	101:57.5;201:24;301:144	1
90402204	101:110;201:45;301:270	1
90402205	101:166;201:69;301:414	1
90402206	101:233.5;201:96;301:576	1
90402207	101:303.5;201:121;301:756	1
90402208	101:391.6;201:159.5;301:965	1
90402209	101:481.6;201:195.5;301:1193	1
90402210	101:585.6;201:234.5;301:1453	1
90402211	101:704.6;201:283.6;301:1733	1
90402212	101:832.1;201:336.1;301:2048	1
90402213	101:968.1;201:392.1;301:2400	1
90402214	101:1121.1;201:451.7;301:2774	1
90402215	101:1283.1;201:514.7;301:3188	1
90402501		1
90402502	101:18;201:13.5;301:66.1	1
90402503	101:45.5;201:36;301:176.1	1
90402504	101:87.5;201:71;301:330.1	1
90402505	101:131.5;201:107;301:506.1	1
90402506	101:185.5;201:147.5;301:704.1	1
90402507	101:240.6;201:192.5;301:924.1	1
90402508	101:306.7;201:247.5;301:1177.1	1
90402509	101:384.7;201:307.5;301:1459.1	1
90402510	101:462.7;201:372.5;301:1777.6	1
90402511	101:560.7;201:449.5;301:2127.6	1
90402512	101:658.3;201:532.1;301:2510.1	1
90402513	101:770.3;201:620.2;301:2934.1	1
90402514	101:889.3;201:713.7;301:3393.1	1
90402515	101:1024.3;201:821.7;301:3897.1	1
90402601		1
90402602	101:18;201:12;301:76.5	1
90402603	101:48;201:29.5;301:204	1
90402604	101:86.5;201:54;301:382.5	1
90402605	101:134.5;201:86;301:586.5	1
90402606	101:188.5;201:117.5;301:816	1
90402607	101:243.5;201:152.6;301:1071	1
90402608	101:315.1;201:196.6;301:1362.5	1
90402609	101:387.1;201:244.6;301:1692.5	1
90402610	101:471.6;201:296.6;301:2056.5	1
90402611	101:562.7;201:352.6;301:2462.5	1
90402612	101:667.7;201:420.1;301:2912.5	1
90402613	101:779.7;201:492.1;301:3400.6	1
90402614	101:898.7;201:568.6;301:3936.1	1
90402615	101:1033.7;201:649.7;301:4521.1	1
90403101		1
90403102	101:16.5;201:13.5;301:73.5	1
90403103	101:46.5;201:36;301:198.5	1
90403104	101:85;201:71;301:373.5	1
90403105	101:133;201:107;301:573.5	1
90403106	101:182.5;201:147.5;301:798.5	1
90403107	101:237.5;201:192.5;301:1043.5	1
90403108	101:303.6;201:247.5;301:1329.5	1
90403109	101:375.6;201:307.5;301:1647.5	1
90403110	101:460.1;201:372.5;301:2005	1
90403111	101:551.2;201:449.5;301:2397.1	1
90403112	101:648.7;201:532.1;301:2832.1	1
90403113	101:760.7;201:620.2;301:3312.1	1
90403114	101:879.7;201:713.7;301:3839.1	1
90403115	101:1005.7;201:821.7;301:4406.1	1
90403301		1
90403302	101:24;201:9;301:54	1
90403303	101:61.5;201:24;301:146.5	1
90403304	101:117.5;201:45;301:272.5	1
90403305	101:181.6;201:69;301:420.5	1
90403306	101:253.6;201:96;301:582.5	1
90403307	101:328.6;201:121;301:762.5	1
90403308	101:422.2;201:159.5;301:971.5	1
90403309	101:524.2;201:195.5;301:1205.5	1
90403310	101:634.7;201:234.5;301:1465.5	1
90403311	101:760.7;201:283.6;301:1752.5	1
90403312	101:895.7;201:336.1;301:2075	1
90403313	101:1047.7;201:392.1;301:2427	1
90403314	101:1209.2;201:451.7;301:2809.5	1
90403315	101:1389.2;201:514.7;301:3223.5	1
90403401		1
90403402	101:21;201:9;301:54	1
90403403	101:56;201:24;301:146.5	1
90403404	101:108.5;201:45;301:272.5	1
90403405	101:164.6;201:69;301:420.5	1
90403406	101:227.6;201:96;301:582.5	1
90403407	101:297.6;201:126;301:762.5	1
90403408	101:380.1;201:164.5;301:971.5	1
90403409	101:470.1;201:200.5;301:1205.5	1
90403410	101:574.1;201:246.1;301:1465.5	1
90403411	101:686.1;201:288.1;301:1752.5	1
90403412	101:813.6;201:340.7;301:2075	1
90403413	101:949.6;201:404.7;301:2427	1
90403414	101:1102.6;201:464.2;301:2809.5	1
90403415	101:1264.6;201:536.3;301:3223.5	1
90404101		1
90404102	101:18;201:6;301:42	1
90404103	101:50.5;201:18.5;301:114.6	1
90404104	101:96;201:36;301:212.6	1
90404105	101:144;201:52;301:324.6	1
90404106	101:202.5;201:74.5;301:450.6	1
90404107	101:262.6;201:94.5;301:590.6	1
90404108	101:339.7;201:122;301:755.6	1
90404109	101:417.7;201:152;301:935.6	1
90404110	101:508.8;201:184.5;301:1137.1	1
90404111	101:606.8;201:226.5;301:1361.1	1
90404112	101:719.3;201:264;301:1608.6	1
90404113	101:839.3;201:312.1;301:1872.6	1
90404114	101:966.8;201:354.6;301:2170.1	1
90404115	101:1110.8;201:408.6;301:2494.1	1
90404301		1
90404302	101:18;201:7.6;301:43.5	1
90404303	101:45.5;201:17.6;301:113.5	1
90404304	101:87.5;201:35.1;301:215	1
90404305	101:131.5;201:51.1;301:327	1
90404306	101:185.5;201:73.6;301:457.5	1
90404307	101:240.6;201:93.6;301:597.5	1
90404308	101:306.7;201:121.1;301:762.5	1
90404309	101:384.7;201:151.1;301:942.5	1
90404310	101:462.7;201:183.6;301:1150.5	1
90404311	101:560.7;201:218.6;301:1374.5	1
90404312	101:658.3;201:256.1;301:1622	1
90404313	101:770.3;201:304.1;301:1894	1
90404314	101:889.3;201:346.6;301:2200	1
90404315	101:1024.3;201:400.6;301:2524	1
90800201		1
90800202	101:24;201:9;301:54	1
90800203	101:61.5;201:24;301:144	1
90800204	101:117.5;201:45;301:266.5	1
90800205	101:181.6;201:69;301:410.5	1
90800206	101:253.6;201:96;301:572.5	1
90800207	101:328.6;201:121;301:747.5	1
90800208	101:422.2;201:159.5;301:951	1
90800209	101:524.2;201:195.5;301:1179	1
90800210	101:634.7;201:234.5;301:1439	1
90800211	101:760.7;201:283.6;301:1719	1
90800212	101:895.7;201:336.1;301:2034	1
90800213	101:1047.7;201:392.1;301:2378	1
90800214	101:1209.2;201:451.7;301:2752	1
90800215	101:1389.2;201:514.7;301:3157	1
11500801		1
11500802	101:31.5;201:13.5;301:75.1	1
11500803	101:84;201:36;301:197.6	1
11500804	101:161;201:67.5;301:372.6	1
11500805	101:245.1;201:103.5;301:568.6	1
11500806	101:339.6;201:144;301:793.6	1
11500807	101:444.6;201:189;301:1038.6	1
11500808	101:571.1;201:244;301:1324.6	1
11500809	101:703.1;201:304;301:1636.6	1
11500810	101:859.1;201:369;301:1994.1	1
11500811	101:1027.1;201:439.1;301:2386.2	1
11500812	101:1214.6;201:521.6;301:2821.2	1
11500813	101:1414.6;201:609.7;301:3293.2	1
11500814	101:1635.6;201:703.2;301:3811.8	1
11500815	101:1878.6;201:811.2;301:4378.8	1
12700801		1
12700802	101:31.5;201:10.5;301:84	1
12700803	101:84;201:30.5;301:224	1
12700804	101:157.6;201:58.5;301:420	1
12700805	101:241.7;201:86.5;301:644	1
12700806	101:336.2;201:122.5;301:896	1
12700807	101:436.2;201:157.5;301:1171	1
12700808	101:557.2;201:201.5;301:1490	1
12700809	101:689.2;201:255.5;301:1850	1
12700810	101:838.7;201:307.5;301:2253	1
12700811	101:1006.7;201:370.5;301:2694	1
12700812	101:1186.7;201:438;301:3181.5	1
12700813	101:1386.7;201:510;301:3717.5	1
12700814	101:1607.7;201:586.5;301:4304	1
12700815	101:1841.7;201:676.5;301:4943	1
13000801		1
13000802	101:31.5;201:12;301:73.5	1
13000803	101:84;201:32;301:196	1
13000804	101:157.6;201:60;301:367.5	1
13000805	101:241.7;201:92;301:563.5	1
13000806	101:336.2;201:128;301:784	1
13000807	101:436.2;201:168;301:1029	1
13000808	101:557.2;201:217.5;301:1309.5	1
13000809	101:689.2;201:271.5;301:1627.5	1
13000810	101:838.7;201:323.5;301:1972	1
13000811	101:1006.7;201:393.5;301:2364	1
13000812	101:1186.7;201:461;301:2791.5	1
13000813	101:1386.7;201:541.1;301:3263.5	1
13000814	101:1607.7;201:626.1;301:3782	1
13000815	101:1841.7;201:716.1;301:4340	1
13100801		1
13100802	101:33;201:10.5;301:79.6	1
13100803	101:85.5;201:30.5;301:209.6	1
13100804	101:162.5;201:58.5;301:395.1	1
13100805	101:250.6;201:86.5;301:603.1	1
13100806	101:349.6;201:122.5;301:841.6	1
13100807	101:454.6;201:157.5;301:1101.6	1
13100808	101:581.1;201:201.5;301:1404.1	1
13100809	101:719.1;201:255.5;301:1740.1	1
13100810	101:875.1;201:307.5;301:2110.6	1
13100811	101:1050.1;201:370.5;301:2530.6	1
13100812	101:1237.6;201:438;301:2988.1	1
13100813	101:1445.6;201:510;301:3492.1	1
13100814	101:1675.1;201:586.5;301:4044.6	1
13100815	101:1927.1;201:676.5;301:4638.7	1
11700801		1
11700802	101:33;201:10.5;301:78	1
11700803	101:88;201:30.5;301:208	1
11700804	101:165.1;201:58.5;301:390	1
11700805	101:253.1;201:86.5;301:598	1
11700806	101:352.1;201:122.5;301:832	1
11700807	101:457.1;201:157.5;301:1092.1	1
11700808	101:583.6;201:201.5;301:1389.1	1
11700809	101:721.6;201:255.5;301:1725.1	1
11700810	101:884.1;201:307.5;301:2095.6	1
11700811	101:1052.1;201:370.5;301:2508.6	1
11700812	101:1247.1;201:438;301:2966.1	1
11700813	101:1455.1;201:510;301:3462.1	1
11700814	101:1684.6;201:586.5;301:4006.1	1
11700815	101:1936.6;201:676.5;301:4600.2	1
12100801		1
12100802	101:33;201:12;301:72	1
12100803	101:85.5;201:32;301:194.5	1
12100804	101:162.5;201:60;301:366	1
12100805	101:250.6;201:92;301:558	1
12100806	101:349.6;201:128;301:778.5	1
12100807	101:454.6;201:168;301:1018.5	1
12100808	101:581.1;201:217.5;301:1299	1
12100809	101:719.1;201:271.5;301:1611	1
12100810	101:875.1;201:323.5;301:1955.5	1
12100811	101:1050.1;201:393.5;301:2340.5	1
12100812	101:1237.6;201:461;301:2768	1
12100813	101:1445.6;201:541.1;301:3232	1
12100814	101:1675.1;201:626.1;301:3742	1
12100815	101:1927.1;201:716.1;301:4300	1
10300601		1
10300602	101:31.5;201:12;301:72	1
10300603	101:86.5;201:32;301:194.5	1
10300604	101:160.1;201:60;301:366	1
10300605	101:248.1;201:92;301:558	1
10300606	101:342.6;201:128;301:778.5	1
10300607	101:447.6;201:168;301:1018.5	1
10300608	101:574.1;201:217.5;301:1299	1
10300609	101:712.1;201:271.5;301:1611	1
10300610	101:861.6;201:323.5;301:1955.5	1
10300611	101:1029.6;201:393.5;301:2340.5	1
10300612	101:1217.1;201:461;301:2768	1
10300613	101:1425.1;201:541.1;301:3232	1
10300614	101:1654.6;201:626.1;301:3742	1
10300615	101:1897.6;201:716.1;301:4300	1
10500401		1
10500402	101:22.5;201:9;301:54	1
10500403	101:62.5;201:24;301:144	1
10500404	101:118.6;201:45;301:270	1
10500405	101:178.6;201:69;301:414	1
10500406	101:250.6;201:96;301:576	1
10500407	101:325.6;201:126;301:756	1
10500408	101:419.1;201:164.5;301:965	1
10500409	101:515.2;201:200.5;301:1193	1
10500410	101:625.7;201:246.1;301:1453	1
10500411	101:751.7;201:288.1;301:1733	1
10500412	101:886.7;201:340.7;301:2048	1
10500413	101:1038.7;201:404.7;301:2400	1
10500414	101:1200.2;201:464.2;301:2774	1
10500415	101:1380.2;201:536.3;301:3188	1
10600901		1
10600902	101:33;201:10.5;301:76.5	1
10600903	101:85.5;201:30.5;301:206.5	1
10600904	101:162.5;201:58.5;301:385	1
10600905	101:250.6;201:86.5;301:593	1
10600906	101:349.6;201:122.5;301:822.5	1
10600907	101:454.6;201:157.5;301:1077.5	1
10600908	101:581.1;201:201.5;301:1374.5	1
10600909	101:719.1;201:255.5;301:1704.5	1
10600910	101:875.1;201:307.5;301:2068.5	1
10600911	101:1050.1;201:370.5;301:2474.5	1
10600912	101:1237.6;201:438;301:2924.5	1
10600913	101:1445.6;201:510;301:3420.5	1
10600914	101:1675.1;201:586.5;301:3964.5	1
10600915	101:1927.1;201:676.5;301:4549.5	1
10701001		1
10701002	101:33;201:12;301:69	1
10701003	101:85.5;201:32;301:184	1
10701004	101:162.5;201:60;301:345	1
10701005	101:250.6;201:92;301:529	1
10701006	101:349.6;201:128;301:736	1
10701007	101:454.6;201:168;301:966	1
10701008	101:581.1;201:217.5;301:1230	1
10701009	101:719.1;201:271.5;301:1524	1
10701010	101:875.1;201:323.5;301:1855.5	1
10701011	101:1050.1;201:393.5;301:2219.5	1
10701012	101:1237.6;201:461;301:2624.5	1
10701013	101:1445.6;201:541.1;301:3064.5	1
10701014	101:1675.1;201:626.1;301:3549	1
10701015	101:1927.1;201:716.1;301:4071	1
12300801		1
12300802	101:30;201:13.5;301:99	1
12300803	101:80;201:33.5;301:264	1
12300804	101:150;201:65;301:498.5	1
12300805	101:230;201:97;301:762.5	1
12300806	101:320;201:137.5;301:1059.5	1
12300807	101:420;201:177.5;301:1389.5	1
12300808	101:535.5;201:227;301:1769	1
12300809	101:667.5;201:281;301:2195	1
12300810	101:810.5;201:346;301:2669.5	1
12300811	101:971.5;201:416;301:3194.5	1
12300812	101:1144;201:491.1;301:3772	1
12300813	101:1336;201:571.1;301:4412.1	1
12300814	101:1548.5;201:656.1;301:5100.6	1
12300815	101:1773.5;201:755.1;301:5856.6	1
12500801		1
12500802	101:30;201:12;301:78	1
12500803	101:82.5;201:32;301:208	1
12500804	101:152.5;201:60;301:390	1
12500805	101:236.6;201:92;301:598	1
12500806	101:326.6;201:128;301:832	1
12500807	101:426.6;201:168;301:1087	1
12500808	101:547.6;201:217.5;301:1384	1
12500809	101:673.6;201:271.5;301:1714	1
12500810	101:823.1;201:323.5;301:2091	1
12500811	101:984.1;201:393.5;301:2497	1
12500812	101:1164.1;201:461;301:2954.6	1
12500813	101:1356.1;201:541.1;301:3450.6	1
12500814	101:1568.6;201:626.1;301:3994.6	1
12500815	101:1802.6;201:716.1;301:4588.7	1
12900801		1
12900802	101:22.5;201:9;301:54	1
12900803	101:60;201:24;301:144	1
12900804	101:109;201:45;301:266.5	1
12900805	101:169.1;201:69;301:410.5	1
12900806	101:236.6;201:96;301:572.5	1
12900807	101:306.6;201:121;301:747.5	1
12900808	101:394.7;201:159.5;301:951	1
12900809	101:484.7;201:195.5;301:1179	1
12900810	101:595.2;201:234.5;301:1439	1
12900811	101:707.2;201:283.6;301:1719	1
12900812	101:834.7;201:336.1;301:2034	1
12900813	101:978.7;201:392.1;301:2378	1
12900814	101:1131.7;201:451.7;301:2752	1
12900815	101:1302.7;201:514.7;301:3157	1
12600801		1
12600802	101:31.5;201:12;301:73.5	1
12600803	101:84;201:34.5;301:198.5	1
12600804	101:161;201:62.5;301:370	1
12600805	101:245;201:94.5;301:570	1
12600806	101:339.4;201:130.5;301:790.5	1
12600807	101:449.4;201:175.5;301:1040.5	1
12600808	101:570.4;201:219.5;301:1321	1
12600809	101:702.4;201:273.4;301:1633	1
12600810	101:858.4;201:331.9;301:1990.5	1
12600811	101:1026.4;201:394.9;301:2382.5	1
12600812	101:1213.9;201:469.9;301:2817.5	1
12600813	101:1413.9;201:549.9;301:3289.4	1
12600814	101:1634.9;201:634.9;301:3807.9	1
12600815	101:1877.9;201:724.9;301:4374.9	1
13700801		1
13700802	101:31.5;201:13.5;301:94.5	1
13700803	101:84;201:33.5;301:254.5	1
13700804	101:154;201:65;301:475	1
13700805	101:238;201:97;301:731	1
13700806	101:332.6;201:137.5;301:1014.5	1
13700807	101:432.6;201:177.5;301:1329.5	1
13700808	101:553.6;201:227;301:1692.5	1
13700809	101:685.6;201:281;301:2100.6	1
13700810	101:835.1;201:346;301:2555.6	1
13700811	101:996.1;201:416;301:3052.6	1
13700812	101:1176.1;201:491.1;301:3607.6	1
13700813	101:1376.1;201:571.1;301:4223.6	1
13700814	101:1597.1;201:656.1;301:4886.7	1
13700815	101:1831.1;201:755.1;301:5606.7	1
13500801		1
13500802	101:25.5;201:15;301:103.5	1
13500803	101:70.5;201:40;301:276	1
13500804	101:130;201:75;301:517.5	1
13500805	101:202;201:115;301:793.5	1
13500806	101:278.5;201:160;301:1104	1
13500807	101:363.5;201:205;301:1444	1
13500808	101:462.5;201:265.5;301:1840	1
13500809	101:576.5;201:325.5;301:2278	1
13500810	101:700;201:397.1;301:2772	1
13500811	101:840;201:474.1;301:3318	1
13500812	101:990;201:564.2;301:3918	1
13500813	101:1158;201:660.2;301:4582.1	1
13500814	101:1345;201:762.2;301:5304.6	1
13500815	101:1543;201:879.2;301:6087.6	1
11600101		1
11600102	101:24;201:15;301:105	1
11600103	101:61.5;201:40;301:282.5	1
11600104	101:117.5;201:75;301:527.5	1
11600105	101:181.6;201:115;301:807.5	1
11600106	101:253.6;201:160;301:1122.5	1
11600107	101:328.6;201:205;301:1472.5	1
11600108	101:422.2;201:265.5;301:1874	1
11600109	101:524.2;201:325.5;301:2324	1
11600110	101:634.7;201:397.1;301:2824.5	1
11600111	101:760.7;201:474.1;301:3384.5	1
11600112	101:895.7;201:564.2;301:3999.5	1
11600113	101:1047.7;201:660.2;301:4671.5	1
11600114	101:1209.2;201:762.2;301:5402.5	1
11600115	101:1389.2;201:879.2;301:6203.5	1
14000801		1
14000802	101:30;201:12;301:88.5	1
14000803	101:80;201:34.5;301:233.5	1
14000804	101:150;201:62.5;301:436.5	1
14000805	101:230;201:98.5;301:672.5	1
14000806	101:320;201:134.5;301:933.6	1
14000807	101:420;201:174.5;301:1223.6	1
14000808	101:535.5;201:224;301:1559.1	1
14000809	101:667.5;201:278;301:1931.1	1
14000810	101:810.5;201:336.5;301:2347.1	1
14000811	101:971.5;201:406.5;301:2809.1	1
14000812	101:1144;201:481.5;301:3319.1	1
14000813	101:1336;201:561.6;301:3879.1	1
14000814	101:1548.5;201:646.6;301:4491.1	1
14000815	101:1773.5;201:745.6;301:5157.1	1
12900101		1
12900102	101:33;201:10.5;301:79.6	1
12900103	101:85.5;201:30.5;301:209.6	1
12900104	101:162.5;201:58.5;301:391.6	1
12900105	101:250.6;201:90.5;301:603.6	1
12900106	101:349.6;201:126.5;301:837.6	1
12900107	101:454.6;201:161.6;301:1097.6	1
12900108	101:581.1;201:211.1;301:1400.1	1
12900109	101:719.1;201:259.1;301:1730.1	1
12900110	101:875.1;201:311.1;301:2107.1	1
12900111	101:1050.1;201:374.1;301:2520.1	1
12900112	101:1237.6;201:441.6;301:2977.6	1
12900113	101:1445.6;201:521.6;301:3481.6	1
12900114	101:1675.1;201:598.2;301:4034.1	1
12900115	101:1927.1;201:688.2;301:4628.2	1
10900201		1
10900202	101:27;201:13.5;301:91.5	1
10900203	101:72.1;201:36;301:246.5	1
10900204	101:131.6;201:67.5;301:463.5	1
10900205	101:203.6;201:103.5;301:707.5	1
10900206	101:284.6;201:144;301:986.5	1
10900207	101:369.6;201:189;301:1291.5	1
10900208	101:474.1;201:244;301:1643.5	1
10900209	101:588.1;201:298;301:2039.5	1
10900210	101:711.6;201:363;301:2481.6	1
10900211	101:851.6;201:433;301:2971.6	1
10900212	101:1009.1;201:515.5;301:3511.6	1
10900213	101:1177.1;201:603.6;301:4103.6	1
10900214	101:1364.1;201:697.2;301:4749.6	1
10900215	101:1562.1;201:796.2;301:5451.7	1
11300201		1
11300202	101:31.5;201:10.5;301:76.5	1
11300203	101:86.5;201:30.5;301:204	1
11300204	101:160.1;201:58.5;301:382.5	1
11300205	101:248.1;201:90.5;301:586.5	1
11300206	101:342.6;201:126.5;301:816	1
11300207	101:447.6;201:161.6;301:1071	1
11300208	101:574.1;201:211.1;301:1362.5	1
11300209	101:712.1;201:259.1;301:1692.5	1
11300210	101:861.6;201:311.1;301:2056.5	1
11300211	101:1029.6;201:374.1;301:2455.5	1
11300212	101:1217.1;201:441.6;301:2905.5	1
11300213	101:1425.1;201:521.6;301:3393.5	1
11300214	101:1654.6;201:598.2;301:3929.1	1
11300215	101:1897.6;201:688.2;301:4514.1	1
11400201		1
11400202	101:25.5;201:15;301:103.5	1
11400203	101:70.5;201:40;301:276	1
11400204	101:130;201:75;301:517.5	1
11400205	101:202;201:115;301:793.5	1
11400206	101:278.5;201:160;301:1104	1
11400207	101:363.5;201:205;301:1444	1
11400208	101:462.5;201:265.5;301:1840	1
11400209	101:576.5;201:325.5;301:2278	1
11400210	101:700;201:397.1;301:2772	1
11400211	101:840;201:474.1;301:3318	1
11400212	101:990;201:564.2;301:3918	1
11400213	101:1158;201:660.2;301:4582.1	1
11400214	101:1345;201:762.2;301:5304.6	1
11400215	101:1543;201:879.2;301:6087.6	1
13800101		1
13800102	101:19.5;201:12;301:76.5	1
13800103	101:52;201:29.5;301:206.5	1
13800104	101:97.5;201:54;301:388.5	1
13800105	101:149.5;201:86;301:592.5	1
13800106	101:208.1;201:117.5;301:826.5	1
13800107	101:273.1;201:152.6;301:1081.5	1
13800108	101:350.2;201:196.6;301:1378.5	1
13800109	101:434.3;201:244.6;301:1708.5	1
13800110	101:525.3;201:296.6;301:2079	1
13800111	101:630.3;201:352.6;301:2485	1
13800112	101:742.8;201:420.1;301:2935	1
13800113	101:870.8;201:492.1;301:3431	1
13800114	101:1006.8;201:568.6;301:3975	1
13800115	101:1159.8;201:649.7;301:4560	1
13800801		1
13800802	101:33;201:13.5;301:93	1
13800803	101:90.5;201:33.5;301:248	1
13800804	101:171;201:65;301:468.5	1
13800805	101:263;201:97;301:716.5	1
13800806	101:366.5;201:137.5;301:995.5	1
13800807	101:476.5;201:177.5;301:1305.5	1
13800808	101:608.5;201:227;301:1663	1
13800809	101:752.5;201:281;301:2059	1
13800810	101:915;201:346;301:2507.5	1
