roleId	characterId	defaultSkin	urSkin	starSkin	colorSkin	mainCat	playboard	canBattle	catType	location	race	rare	startRareLevel	starMin	attribute	starMax	autoEquip	starLevelType	isHarmonious	mode	lobbyMode	sound	atkSkill1	atkSkill2	atkSkill3	atkSkill4	atkSkill5	atkSkill0	passiveSkill	maxSp	reward	rewardNum	animation	cueName	summonPool	summonData	summonPriority	inChallengPool	inHandBook	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	jp_CV	jp_CV_zh_TW	jp_CV_en_UK	jp_CV_ja_JP	jp_CV_ko_KR	jp_CV_th_TH	cn_CV	cn_CV_zh_TW	cn_CV_en_UK	cn_CV_ja_JP	cn_CV_ko_KR	cn_CV_th_TH
904025	4025	90402501		90402599		2	0	1	2	2	1	2	1	0	3	6	107;112;109;110;104;106;111;108	1	0	904025	904025_lobby	904025	71904025	72904025				73904025	0	5			0					0	1	1	孤独绅士	孤獨紳士	Lonely Gentleman	ロンリージェントルマン	미스터래빗	ยอดสุภาพบุรุษ	文森特	文森特	Vencent	ヴィンセント	빈센트	วินเซนต์	大塚 龙之介	大塚 龍之介	Ryunosuke Otsuka	大塚龍之介	오오츠카 류노스케	โอสึกะ ริวโนะสุเกะ						
904026	4026	90402601		90402699		2	0	1	2	1	1	2	1	0	1	6	112;107;109;110;104;106;111;108	1	0	904026	904026_lobby	904026	71904026	72904026				73904026	0	5			0					0	1	1	落寞淑女	落寞淑女	Solitary Maiden	ロンリーレディ	미스래빗	เลดี้ผู้โดดเดี่ยว	卡萝尔	卡蘿爾	Carol	カロル	캐롤	แครอล	铃木 千景	鈴木 千景	Tikage Suzuki	鈴木千景	스즈키 치카게	ซูซุกิ ไทคาเกะ						
904031	4031	90403101		90403199		2	0	1	2	6	1	2	1	0	3	6	112;107;109;110;104;106;111;108	1	0	904031	904031_lobby	904031	71904031	72904031				73904031	0	5			0					0	1	1	钢铁傀儡	鋼鐵傀儡	Steel Sentinel	鋼鉄の傀儡	아이언 퍼펫	หุ่นเชิดเหล็กกล้า	狂傲战士	狂傲戰士	Warrior of Faith	プライドウォーリア	버서커	พราวด์ วอริเออร์	大塚 龙之介	大塚 龍之介	Ryunosuke Otsuka	大塚龍之介	오오츠카 류노스케	โอสึกะ ริวโนะสุเกะ						
904033	4033	90403301		90403399		2	0	1	2	4	1	2	1	0	2	6	104;106;110;109;111;112;107;108	1	0	904033	904033_lobby	904033	71904033	72904033				73904033	0	5			0					0	1	1	恶念残响	惡念殘響	Wicked Thoughts	悪念残響	이블 마인드	รอยคิดชั่วร้าย	赛尔	賽爾	Syer	サイル	시어	เพอร์เซลล์	间宫 智明	間宮 智明	Tomoaki Mamiya	間宮智明	마미야 토모아키	มามิยะ โทโมอากิ						
904034	4034	90403401		90403499		2	0	1	1	2	1	2	1	0	3	6	104;106;110;109;111;112;107;108	1	0	904034	904034_lobby	904034	71904034	72904034				73904034	0	5			0					0	1	1	癔症粉丝	癔症粉絲	Hysterical Fan	ヒステリックファン	사생팬	แฟนคลับผู้คลั่งไคล้	奈绪	奈緒	Nao	奈緒	나오	นาโอะ	水崎 汐美 	水崎 汐美	Shiomi Mizusaki	水崎汐美	미즈사키 시오미	มิซุซากิ ชิโอมิ						
904041	4041	90404101		90404199		2	0	1	1	4	1	1	1	0	1	6	104;106;110;109;111;112;107;108	1	0	904041	904041_lobby	904041	71904041	72904041				73904041	0	5			0					0	1	1	噬血魔女	噬血魔女	Bloodthirster	血狂いの魔女	서큐버스	ราชินีเลือด	米特	米特	Mitri	ミター	메테	มิตต์	阿部恵里子	阿部恵裡子	Eriko Abe	あべ えりこ	아베 에리코	อาเบะ เอริโกะ						
904043	4043	90404301		90404399		2	0	1	1	3	1	1	1	0	1	6	111;104;106;110;109;112;107;108	1	0	904043	904043_lobby	904043	71904043	72904043				73904043	0	5			0					0	1	1	命运审判	命運審判	Fate's Judgment	運命の審判	페이트 저지먼트	ชะตาพิพากษา	维斯特	維斯特	West	ウエスト	웨스터	เวสท์	稻村惠太郎	稻村惠太郎	Keitaro Inamura	稲村恵太郎	이나무라 케이타로	อินามุระ เคอิทาโร่ 						
908002	8002	90800201		90800299		2	0	1	1	4	1	2	1	0	2	6	111;104;106;110;109;112;107;108	1	0	908002	908002_lobby	908002	71908002	72908002				73908002	0	5			0	sfx_card_ssr_908002				0	1	1	濒死血液	瀕死血液	Sanguine Death	アンデッドブラッド	다잉 블러드	โลหิตมรณา	肖特朗	肖特朗	Chautrand	チャートランド	쇼트랑	ชอร์ตแลนด์	斋藤翔	齋藤翔	Sho Saito	斋藤翔	사이토쇼	ไซโตะ โช						
109008	109	10900801	10900899	10900899		2	1	1	11	3	2	3	1	0	1	6	111;104;106;110;109;112;107;108	1	0	109008	109008_lobby	109008	71109008	72109008				73109008	0	5			1	sfx_card_ssr_109008					1	1	致命音符	致命音符	One False Note	フォルティッシッシモ	포르티시모	เดธฮาร์โมนี	艾琳娜	艾琳娜	Erina	エリナ	에리나	เอรินา	石川 凛果	石川 凜果	Rinka Ishikawa	石川 凜果	이시카와 린카	อิชิคาวะ ริงกะ						
115008	115	11500801	11500899	11500899		2	1	1	16	4	1	3	1	0	3	6	111;104;106;110;109;112;107;108	1	0	115008	115008_lobby	115008	71115008	72115008				73115008	0	5			1	sfx_card_ssr_115008					1	1	除障者	除障者	Bombshell	障害突破	옵타클 리무버	จอมกวาดล้าง	奥尔嘉	奧爾嘉	Olga	オルガ	올가	ออลก้า	明星阿波罗	明星阿波羅	Bosh Ake	明星アポロン	아케보시 아포론	เมเซย์ อพอลโล						
117008	117	11700801	11700899	11700899		2	1	1	18	4	2	3	1	0	1	6	104;106;110;109;111;112;107;108	1	0	117008	117008_lobby	117008	71117008	72117008				73117008	0	5			1	sfx_card_ssr_117008					1	1	秘域访客	秘域訪客	Mystic Visitor	シークレットビジター	시크릿 게스트	ผู้มาเยือนปริศนา	娜芙瑞特	娜芙瑞特	Nofret	ノフレト	노프레트	เนเฟรต	鬼头明里	鬼頭明里	Akari Kito	鬼頭明里	키토 아이리	คิโตะ อาคาริ						
121008	121	12100801	12100899	12100899		2	1	1	25	5	4	3	1	0	3	6	111;104;106;110;109;112;107;108	1	0	121008	121008_lobby	121008	71121008	72121008				73121008	0	5			1	sfx_card_ssr_121008					1	1	清道夫之夜	清道夫之夜	Purifier's Waltz	スカベンジャーズナイト	스케빈저 나이트	ค่ำคืนกวาดล้าง	海蕾	海蕾	Hailey	ヘイリー	헤일리	เฮย์ลีย์	向日 真优 	向日 真優	Mayu Hinata	向日真優	마유 히나타	ฮินาตะ มายุ						
127008	127	12700801	12700899	12700899		2	1	1	20	3	3	3	1	0	3	6	104;106;110;109;111;112;107;108	1	0	127008	127008_lobby	127008	71127008	72127008				73127008	0	5			1	sfx_card_ssr_127008					1	1	碧魂灯	碧魂燈	Soul Lanterns	碧魂灯	벽혼등	โคมวิญญาณ	祈	祈	Qi	祈	기	ฉี	加藤英美里	加藤英美里	Emiri Kato	加藤英美里	카토 에미리	คาโต้ เอมิริ						
130008	130	13000801	13000899	13000899		2	1	1	17	4	4	3	1	0	3	6	111;104;106;110;109;112;107;108	1	0	130008	130008_lobby	130008	71130008	72130008				73130008	0	5			1	sfx_card_ssr_130008					1	1	暗巷星火	暗巷星火	Ember in Dark	路地裏の火花	다크 레인 파이어	ประกายไฟทมิฬ	达妮卡	達妮卡	Danica	ダニカ	다니카	ดานิก้า	叶山德梅特尔	葉山德梅特爾	Demeteru Hayama	葉山デメテル	하야마 데메테루	ฮายามะ เดเมเตอร์						
131008	131	13100801	13100899	13100899		2	1	1	19	3	3	3	1	0	2	6	104;106;110;109;111;112;107;108	1	0	131008	131008_lobby	131008	71131008	72131008				73131008	0	5			1	sfx_card_ssr_131008					1	1	粉红风暴	粉紅風暴	Beauty Cutie	ピンクストーム	스트롱 핑크	พิงก์สตอร์ม	依莲娜	依蓮娜	Evelina	イブリーナ	에블리나	เอเวลินา	三森铃子	三森鈴子	Suzuko Mimori	三森すずこ	미모리 스즈코	มิโมริ สุซึโกะ						
103006	103	10300601	10300699	10300699		2	1	1	5	4	2	3	1	0	5	6	111;104;106;110;109;112;107;108	1	0	103006	103006_lobby	103006	71103006	72103006				73103006	0	5			1	sfx_card_ssr_103006					0	1	疯人院	瘋人院	Bedlam	マッドハウス	정신병동	บุปผาแห่งความวุ่นวาย	特莉丝	特莉絲	Triss	トリス	트리스	ทริส	鬼头明里	鬼頭明里	Akari Kito	鬼頭明里	키토 아이리	คิโตะ อาคาริ						
105004	105	10500401	10500499	10500499		2	1	1	7	4	2	2	1	0	3	6	104;106;110;109;111;112;107;108	1	0	105004	105004_lobby	105004	71105004	72105004				73105004	120601250	5									0	1	碎夜疾霆	碎夜疾霆	Thunderous Shatter	シャタードナイトサンダー	썬더 브레이크	สายฟ้ารัตติกาล	内特	內特	Nate	ネイト	네이트	เนท	黑铁头发	黑鐵頭髮	Hepaisutosu Kurogane	黒鉄ヘパイストス	쿠로테츠 헤파이스토스	คุโรกาเนะ เฮเฟสทัส						
106009	106	10600901	10600999	10600999		2	1	1	8	2	4	3	1	0	2	6	111;104;106;110;109;112;107;108	1	0	106009	106009_lobby	106009	71106009	72106009				73106009	120601250	5			1	sfx_card_ssr_106009					1	1	耀夜之星	耀夜之星	Luminous Star	モーニングスター	나이트 스타	ดวงดาวรัตติกาล	小音	小音	Poppy	イナ	이나	อินะ	三森铃子	三森鈴子	Suzuko Mimori	三森すずこ	미모리 스즈코	มิโมริ สุซึโกะ						
107010	107	10701001	10701099	10701099		2	1	1	9	4	4	3	1	0	3	6	104;106;110;109;111;112;107;108	1	0	107010	107010_lobby	107010	71107010	72107010				73107010	120601250	5			1	sfx_card_ssr_107010					0	1	诡夜雾行	詭夜霧行	Nightshroud	ナイトウォーカー	나이트 어쌔신	หมอกแห่งราตรี	伊德	伊德	Idego	イード	에이드	เอ็ด	小野友树	小野友樹	Yuki Ono	小野友樹	오노 유우키	โอโนะ ยูกิ						
129008	129	12900801	12900899	12900899		2	1	1	36	4	3	2	1	0	2	6	104;106;110;109;111;112;107;108	1	0	129008	129008_lobby	129008	71129008	72129008				73129008		5			1	sfx_card_ssr_129008					1	1	狂想花骸	狂想花骸	Rhapsody Flower	花葬ラプソディ	플라워 리메인	บุปผาวิปลาส	丝薇蒂	絲薇蒂	Sylviette	シルヴェッティ	스위티	ซิลเว็ตต์	真广式	真廣式	Shiki Mahiro	真広式	마히로 시키	มาฮิโระ ชิกิ						
123008	123	12300801	12300899	12300899		2	1	1	44	3	2	3	1	0	3	6	104;106;110;109;111;112;107;108	1	0	123008	123008_lobby	123008	71123008	72123008				73123008	112300811	5			1	sfx_card_ssr_123008					1	1	絵空事	繪空事	Pipe Dream	絵空事	비현실	เงามืดมายา	赤沼莲	赤沼蓮	Akanuma Ren	赤沼蓮	아카누마 렌	อาคานุมะ เร็น	小场玲奈	小場玲奈	Reina Koba	小場玲奈	미니 레이나	โคบะ เรนะ						
116001	116	11600101	11600199	11600199		2	1	1	26	6	3	3	1	0	3	6	111;104;106;110;109;112;107;108	1	0	116001	116001_lobby	116001	71116001	72116001				73116001		5			1	sfx_card_ssr_116001					0	1	极寒朔风	極寒朔風	Glacial Howl	極寒の朔風	노스 스톰 윈드	เหมันต์เยือกแข็ง	司诺	司諾	Snow	スノー	스노우	สโนว์	战马阿雷斯	戰馬阿雷斯	Aresu Ikusaba	戦馬アレス	이쿠사바 아레스	อิคุซาบะ อาเรส						
137008	137	13700801	13700899	13700899		2	1	1	27	4	3	3	1	0	1	6	111;104;106;110;109;112;107;108	1	0	137008	137008_lobby	137008	71137008	72137008				73137008		5			1	sfx_card_ssr_137008					1	1	青之回旋	青之迴旋	Good Old Days	青の回旋	트위스트 블루	นักเตะดาวรุ่ง	真心	真心	Sunny	ココロ	코코로	ซันนี	水崎 汐美	水崎 汐美	Shiomi Mizusaki	水崎汐美	미즈사키 시오미	มิซุซากิ ชิโอมิ						
129001	129	12900101	12900199	12900199		2	1	1	36	4	4	3	1	0	1	6	111;104;106;110;109;112;107;108	1	0	129001	129001_lobby	129001	71129001	72129001				73129001		5			1	sfx_card_ssr_129001					0	1	致圣雪夜	致聖雪夜	Crimson Night	雪夜のマゼンタ	스노우 나이트	ราตรีสีเลือด	丝薇蒂	絲薇蒂	Sylviette	シルヴェッティ	스위티	ซิลเว็ตต์	真广式	真廣式	Shiki Mahiro	真広式	마히로 시키	มาฮิโระ ชิกิ	豹变莉香	豹變莉香	Panthera Lilac		재규어	เรียวเฮ็น ริกะ
140008	140	14000801	14000899	14000899		2	1	1	36	3	4	3	1	0	1	6	104;106;110;109;111;112;107;108	1	0	140008	140008_lobby	140008	71140008	72140008				73140008		5			1	sfx_card_ssr_140008					1	1	囚鸟绮愿	囚鳥綺愿	Cageling Wish	カナリアの冀求	새장 속 소원	ปรารถนาพันธนา	多洛茜	多洛茜	Dorothy	ドロシー	도로시	โดโรธี	阿部恵里子	阿部恵裡子	Eriko Abe	あべ えりこ	아베 에리코	อาเบะ เอริโกะ						
109002	109	10900201	10900299	10900299		2	1	1	11	2	3	3	1	0	4	6	111;104;106;110;109;112;107;108	1	0	109002	109002_lobby	109002	71109002	72109002				73109002	0	5			1	sfx_card_ssr_109002					1	1	白瑰绮晶	白瑰綺晶	Crystalline White	白薔薇の結晶	크리스털 화이트 로즈	คริสตัลกุหลาบขาว	艾琳娜	艾琳娜	Erina	エリナ	에리나	เอรินา	石川 凛果	石川 凜果	Rinka Ishikawa	石川 凜果	이시카와 린카	อิชิคาวะ ริงกะ						
113002	113	11300201	11300299	11300299		2	1	1	15	5	3	3	1	0	3	6	111;104;106;110;109;112;107;108	1	0	113002	113002_lobby	113002	71113002	72113002				73113002	111300202	5			1	sfx_card_ssr_113002					1	1	菡萏曲	菡萏曲	Ode to Lotus	菡萏曲	청아한 연꽃	นลินขับขาน	云灿	雲燦	Yuncan	雲燦	운찬	หยุนซาน	向日 真优 	向日 真優	Mayu Hinata	向日真優	마유 히나타	ฮินาตะ มายุ						
114002	114	11400201	11400299	11400299		2	1	1	15	6	3	3	1	0	3	6	111;104;106;110;109;112;107;108	1	0	114002	114002_lobby	114002	71114002	72114002				73114002	111400217;111400205	5			1	sfx_card_ssr_114002					1	1	并蒂莲	並蒂蓮	Twin Lotus	双生蓮	두개의 연꽃	นลินร่วมเคียง	云沛	雲沛	Yunpei	雲沛	운비	หยุนเพ่ย	歌仓 千登星	歌倉 千登星	Chitose Kagura	歌倉千登星	카구라 치토세	คางุระ จิโตะเซะ						
138008	138	13800801	13800899	13800899		2	1	1	37	5	3	3	1	0	5	6	104;106;110;109;111;112;107;108	1	0	138008	138008_lobby	138008	71138008	72138008				73138008	113800811	5			1	sfx_card_ssr_138008					1	1	月胧吟	月朧吟	Moonlight Whisper	朧月吟	달빛의 소원	แว่วเสียงจันทรา	望舒	望舒	Celena	望舒	망서	เซเลน่า	近藤真衣	近藤真衣	Mai Kondo	近藤真衣	콘도 마이	คอนโดะ ไม						
103009	103	10300901	10300999	10300999		2	1	1	5	5	2	3	1	0	2	6	111;104;106;110;109;112;107;108	1	0	103009	103009_lobby	103009	71103009	72103009				73103009	0	5			1	sfx_card_ssr_103009					1	1	幽篁月韵	幽篁月韻	Alluring Crescent	幽篁月韻	죽림 속 달빛	เสน่ห์จันทร์เสี้ยว	特莉丝	特莉絲	Triss	トリス	트리스	ทริส	鬼头明里	鬼頭明里	Akari Kito	鬼頭明里	키토 아이리	คิโตะ อาคาริ						
104016	104	10401601	10401699			2	1	1	6	4	4	3	1	0	2	6	107;112;109;110;104;106;111;108	1	0	104016	104016_lobby	104016	71104016	72104016				73104016	0	5			1	sfx_card_ssr_104016					1	1	灵棰惊竹	靈棰驚竹	Pulse of Elegance	青竹揺るる	죽림 여왕	จังหวะลวงใจ	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	加藤英美里	加藤英美里	Emiri Kato	加藤英美里	카토 에미리	คาโต้ เอมิริ						
101018	101	10101801	10101899	10101899		2	1	1	3	2	3	3	1	0	2	6	104;106;110;109;111;112;107;108	1	0	101018	101018_lobby	101018	71101018	72101018				73101018	110101819	5			1	sfx_card_ssr_101018					1	1	茂林余音	茂林餘音	Emerald Tune	茂林余韻	무림의 여운	บทเพลงพฤกษา	非天	非天	Asura	アスラ	아수라	อาสึระ	加藤英美里	加藤英美里	Emiri Kato	加藤英美里	카토 에미리	คาโต้ เอมิริ						
102012	102	10201201	10201299	10201299		2	1	1	4	6	2	2	1	0	2	6	111;104;106;110;109;112;107;108	1	0	102012	102012_lobby	102012	71102012	72102012				73102012	0	5			0						1	1	山明箬影	山明箬影	Mountain Trek	山中竹影	죽림의 그림자	ร่มเงาแห่งป่าไผ่	艾可	艾可	Echo	アイコ	에코	เอคโค	内田彩	內田彩	Aya Uchida	內田彩	우치다 아야	อุจิดะ อายะ						
135008	135	13500801	13500899	13500899		2	1	1	38	6	2	3	1	0	2	6	111;104;106;110;109;112;107;108	1	0	135008	135008_lobby	135008	71135008	72135008				73135008	0	5			1	sfx_card_ssr_135008					1	1	心动季节	心動季節	Sweet Season	心躍る季節	심쿵의 계절	ฤดูแห่งรัก	小曼	小曼	Mandy	マンディー	맨디	แมนดี้	歌仓千灯星	歌倉千燈星	Chitose Kagura	歌倉千登星	카구라 치토세	คางุระ จิโตะเซะ	蟹蟹	蟹蟹	Crabby		고맙습니다람쥐	เจ้าปู
135001	135	13500101	13500199	13500199		2	1	1	38	6	4	3	1	0	1	6	111;104;106;110;109;112;107;108	1	0	135008	135008_lobby	135008	71135008	72135008				73135008	0	5			1	sfx_card_ssr_135008					0	1	心动季节	心動季節	Sweet Season	心躍る季節	심쿵의 계절	ฤดูแห่งรัก	小曼	小曼	Mandy	マンディー	맨디	แมนดี้	歌仓千灯星	歌倉千燈星	Chitose Kagura	歌倉千登星	카구라 치토세	คางุระ จิโตะเซะ	蟹蟹	蟹蟹	Crabby		고맙습니다람쥐	เจ้าปู
803008	803	80300801	80300899	80300899		2	1	1	2	1	1	3	1	0	1	6	108;107;112;110;109;104;106;111	1	0	803008	803008_lobby	803008	71803008	72803008				73803008	180300814	5			1	sfx_card_ssr_803008					1	1	清平乐	清平樂	Serene Joy	清平樂	평온한 즐거움	ความสุขแสนสงบ	米饭	米飯	Rice	ライス	백미	ไรซ์	竹达彩奈	竹達彩奈	Ayana Taketatsu	竹達彩奈	타케타츠 아야나	ทาเคทัตสึ อายานะ						
803001	803	80300101	80300199	80300199		2	1	1	2	4	1	3	1	0	1	6	104;106;110;109;111;112;107;108	1	0	803001	803008_lobby	803008	71803001	72803001				73803001		5			1	sfx_card_ssr_803008					0	1	清平乐	清平樂	Serene Joy	清平樂	평온한 즐거움	ความสุขแสนสงบ	米饭	米飯	Rice	ライス	백미	ไรซ์	竹达彩奈	竹達彩奈	Ayana Taketatsu	竹達彩奈	타케타츠 아야나	ทาเคทัตสึ อายานะ						
802008	802	80200801	80200899	80200899		2	1	1	2	4	1	3	1	0	1	6	104;106;110;109;111;112;107;108	1	0	802008	802008_lobby	802008	71802008	72802008				73802008	180200809	5			1	sfx_card_ssr_802008					1	1	醉红尘	醉紅塵	Tipsy Afterglow	酔紅塵	속세와 술	เมามายคล้ายฝัน	红茶	紅茶	Black Tea	紅茶	홍차	แบล็กที	中村绘里子	中村繪裡子	Eriko Nakamura	中村繪里子	나카무라 에리코	นากามุระ เอริโกะ						
801008	802	80100801	80100899	80100899		2	1	1	2	3	1	2	1	0	1	6	104;106;110;109;111;112;107;108	1	0	801008	801008_lobby	801008	71801008	72801008				73801008	0	5			1	sfx_card_ssr_801008					1	1	花间意	花間意	Floral Delicacy	花間意	꽃의 의미	เสน่ห์มวลบุปผา	红茶	紅茶	Black Tea	紅茶	홍차	แบล็กที	中村绘里子	中村繪裡子	Eriko Nakamura	中村繪里子	나카무라 에리코	นากามุระ เอริโกะ						
127001	127	12700101	12700199	12700199		2	1	1	20	3	3	3	1	0	1	6	104;106;110;109;111;112;107;108	1	0	127001	127001_lobby	127001	71127001	72127001				73127001	112700112;112700114;112700116;112700118;112700120;112700122;112700124	5			1	sfx_card_ssr_127001					1	1	离梦蝶	離夢蝶	Butterfly Dream	夢見る胡蝶	나비와 꿈	ผีเสื้อในฝัน	祈	祈	Qi	祈	기	ฉี	铃木千景	鈴木千景	Tikage Suzuki	鈴木千景	스즈키 치카게	ซูซุกิ ไทคาเกะ	兔可儿	兔可兒	Bunny Hopper		토끼	ทูเกอร์
136008	136	13600801	13600899	13600899		2	1	1	39	2	2	3	1	0	1	6	108;107;112;110;109;104;106;111	1	0	136008	136008_lobby	136008	71136008	72136008				73136008	0	5			1	sfx_card_ssr_136008					1	1	指尖芳菲	指尖芳菲	Innocent Fragrance	指先の香り	피어난 꽃	บุปผารัญจวน	法夕黛	法夕黛	Felicia	ファルスタ	파르시타	เฟริเซีย	近藤真衣	近藤真衣	Mai Kondo	近藤真衣	콘도 마이	คอนโดะ ไม	豹变莉香	豹變莉香	Panthera Lilac		재규어	เรียวเฮ็น ริกะ
144001	144	14400101	14400199	14400199		2	1	1	40	3	4	3	1	0	1	6	111;104;106;110;109;112;107;108	1	0	144001	144001_lobby	144001	71144001	72144001	74144001	75144001		73144001	114400104	5			1	sfx_card_ssr_144001					1	1	千术之王	千術之王	Tricky Wicky	イカサマ女王	트릭의 제왕	รานีแห่งกลอุบาย	千术	千術	Trixie	千術	트릭시	ทริกซี่	上原栞音	上原栞音	Uehara Kanon	​上原栞音	우에하라 카논	คาน่อน อุเอฮาระ						
144008	144	14400801	14400899	14400899		2	1	1	40	5	4	2	1	0	1	6	111;104;106;110;109;112;107;108	1	0	144008	144008_lobby	144008	71144008	72144008				73144008	0	5			1	sfx_card_ssr_144008					1	1	黑桃A	黑桃A	Ace of Spades	スペードA	스페이스A	เอซโพธิ์ดำ	千术	千術	Trixie	千術	트릭시	ทริกซี่	上原栞音	上原栞音	Uehara Kanon	​上原栞音	우에하라 카논	คาน่อน อุเอฮาระ						
804008	804	80400801	80400899	80400899		2	1	1	43	4	1	3	1	0	3	6	104;106;111;110;112;107;108;109	1	0	804008	804008_lobby	804008	71804008	72804008				73804008	180400802;180400816;180400815;180400807	5			1	sfx_card_ssr_804008					1	1	香甜满溢	香甜滿溢	Sweet Symphony	甘いひと時	스위트 파라다이스	ท่วงทำนองอันหอมหวาน	巧 克 力	巧克力	Chocola	ショコラ	쇼콜라	ช็อกโกล่า	八木侑紀	八木侑紀	Yuki Yagi	八木侑紀	야기 유키	ยางิ ยูกิ						
805008	805	80500801	80500899	80500899		2	1	1	43	2	1	3	1	0	3	6	108;110;112;107;109;104;106;111	1	0	805008	805008_lobby	805008	71805008	72805008				73805008	180400815;180500819;180500802;180500813	5			1	sfx_card_ssr_805008					1	1	喵星电波	喵星電波	Kitty Chemistry	休日の一息	냥스타 통신	หวานละมุน กรุ่นหัวใจ	香 草	香草	Vanilla	バニラ	바닐라	วานิลลา	佐伯伊织	佐伯伊織	Iori Saeki	佐伯伊織	사에키 이오리	ซาเอกิ อิโอริ						
806008	806	80600801	80600899	80600899		2	1	1	43	4	1	2	1	0	3	6	104;106;111;110;112;107;108;109	1	0	806008	806008_lobby	806008	71806008	72806008				73806008	180400815	5			1	sfx_card_ssr_806008					1	1	懵懂精灵	懵懂精靈	Innocent Sprite	無邪気な妖精	순수한 요정	ภูตเหมียวไร้เดียงสา	可 可	可可	Cacao	カカオ	카카오	โกโก้	森岛优花	森嶋優花	Yuuka Morishima	森嶋優花	모리시마 유카	โมริชิมะ ยูกะ						
141008	141	14100801	14100899	14100899		2	1	1	41	6	1	3	1	0	3	6	108;110;112;107;109;104;106;111	1	0	141008	141008_lobby	141008	71141008	72141008				73141008	114100806	5			1	sfx_card_ssr_141008					1	1	铃铃弥音	鈴鈴彌音	Vibrant Melinndy	嫋々たる鈴の音	경쾌한 멜로디	ทำนองคลองใจ	铃	鈴	Linn	リン	린	ลินน์	齋藤奈央	齋藤奈央	Nao Saito	齋藤奈央	사이토 나오	ไซโต้ นาโอะ	Claire	Claire	Claire		Claire	แคลร์
129002	129	12900201	12900299	12900299		2	1	1	36	4	2	3	1	0	5	6	104;106;111;110;112;107;108;109	1	0	129002	129002_lobby	129002	71129002	72129002				73129002	0	5			1	sfx_card_ssr_129002					1	1	深渊誓约	深淵誓約	Abyss Oath	深淵誓約	심연의 맹세	พันธะอเวจี	丝薇蒂	絲薇蒂	Sylviette	シルヴェッティ	스위티	ซิลเว็ตต์	真广式	真廣式	Shiki Mahiro	真広式	마히로 시키	มาฮิโระ ชิกิ	豹变莉香	豹變莉香	Panthera Lilac		재규어	เรียวเฮ็น ริกะ
125008	125	12500801	12500899	12500899		2	1	1	42	3	1	3	1	0	3	6	111;104;106;110;109;112;107;108	1	0	125008	125008_lobby	125008	71125008	72125008				73125008	0	5			1	sfx_card_ssr_125008					1	1	架刑罪赎	架刑罪贖	Pure Redemption	断罪なる磔刑	십자가 위의 용서	บาปบริสุทธิ์	丝卡蕾特	絲卡蕾特	Scarlett	スカーレット	스칼렛	สการ์เลตต์	阿部恵里子	阿部恵裡子	Eriko Abe	あべ えりこ	아베 에리코	อาเบะ เอริโกะ						
120008	120	12000801	12000899	12000899		2	1	1	46	2	1	3	1	0	4	6	104;106;111;110;112;107;108;109	1	0	120008	120008_lobby	120008	71120008	72120008				73120008	112000812;112000814;112000816;112000818;112000820;112000822;112000824	5			1	sfx_card_ssr_120008					1	1	旋风初成	旋風初成	Zephyr's Birth	若き旋風	새로운 바람	วายุแห่งรุ่งอรุณ	斯泰茜	斯泰茜	Stacey	ステイシー	스테이시	สเตซี่	真广式	真廣式	Shiki Mahiro	真広式	마히로 시키	มาฮิโระ ชิกิ						
119008	119	11900801	11900899	11900899		2	1	1	45	5	2	3	1	0	3	6	104;106;111;110;112;107;108;109	1	0	119008	119008_lobby	119008	71119008	72119008				73119008		5			1	sfx_card_ssr_119008					1	1	星月夜	星月夜	Popping Star	パンクダッシュ	팝핑 캔디	คืนดาวพราวจันทร์	玛莉娜	瑪莉娜	Marlena	マリナ	마리나	มารีน่า	斋藤奈央	齋藤奈央	Nao Saito	齋藤奈央	사이토 나오	ไซโต้ นาโอะ						
133008	133	13300801	13300899	13300899		2	1	1	51	2	2	3	1	0	3	6	104;106;111;110;112;107;108;109	1	0	133008	133008_lobby	133008	71133008	72133008				73133008		5			1	sfx_card_ssr_133008					1	1	风物诗	風物詩	Ode to Seasons	風物詩	자연의 시	ลำนำสุขนิรันดร์	识	識	Shiki	識	시키	ชิกิ	野泽敏惠	野澤敏惠	Nozawa Toshie	野澤敏恵	노자와 토시에	โนซาวะ โทชิเอะ						
104007	104	10400701	10400799	10400799		2	1	1	6	3	2	3	1	0	3	6	104;106;111;110;112;107;108;109	1	0	104007	104007_lobby	104007	71104007	72104007				73104007		5			1	sfx_card_ssr_104007					1	1	浪花约会	浪花約會	Waves & Rides	サーフィンデート	물보라 데이트	เกลียวคลื่นแห่งรัก	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	加藤英美里	加藤英美里	Emiri Kato	加藤英美里	카토 에미리	คาโต้ เอมิริ						
103003	103	10300301	10300399	10300399		2	1	1	5	1	2	3	1	0	1	6	108;107;112;110;109;104;106;111	1	0	103003	103003_lobby	103003	71103003	72103003				73103003		5			1	sfx_card_ssr_103003					1	1	场外焦点	場外焦點	Sideline Spotlight	オフサイトフォーカス	아웃포커스	เชียร์ลีดเดอร์	特莉丝	特莉絲	Triss	トリス	트리스	ทริส	鬼头明里	鬼頭明里	Akari Kito	鬼頭明里	키토 아이리	คิโตะ อาคาริ						
