id	type	target	attTypeId	num	status	dec	dec_zh_TW	dec_en_UK	dec_ja_JP	dec_ko_KR	dec_th_TH
1151	1	453	201	151	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1152	1	456	201	152	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1153	1	459	201	153	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1154	1	462	201	154	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1155	1	465	201	155	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1156	1	468	201	156	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1157	1	471	201	157	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1158	1	474	201	158	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1159	1	477	201	159	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1160	1	480	201	160	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1161	1	483	201	161	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1162	1	486	201	162	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1163	1	489	201	163	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1164	1	492	201	164	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1165	1	495	201	165	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1166	1	498	201	166	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1167	1	501	201	167	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1168	1	504	201	168	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1169	1	507	201	169	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1170	1	510	201	170	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1171	1	513	201	171	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1172	1	516	201	172	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1173	1	519	201	173	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1174	1	522	201	174	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1175	1	525	201	175	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1176	1	528	201	176	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1177	1	531	201	177	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1178	1	534	201	178	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1179	1	537	201	179	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1180	1	540	201	180	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1181	1	543	201	181	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1182	1	546	201	182	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1183	1	549	201	183	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1184	1	552	201	184	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1185	1	555	201	185	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1186	1	558	201	186	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1187	1	561	201	187	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1188	1	564	201	188	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1189	1	567	201	189	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1190	1	570	201	190	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1191	1	573	201	191	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1192	1	576	201	192	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1193	1	579	201	193	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1194	1	582	201	194	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1195	1	585	201	195	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1196	1	588	201	196	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1197	1	591	201	197	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1198	1	594	201	198	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1199	1	597	201	199	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
1200	1	600	201	200	1	角色星级总数	角色星級總數	Total Character Stars	キャラの★数	캐릭터 별 등급 총 수량	จำนวน​รวม​ระดับ​ดาว​ของ​ตัวละคร​
2001	2	1	101	3	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2002	2	2	101	6	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2003	2	3	101	9	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2004	2	4	101	12	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2005	2	5	101	15	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2006	2	6	101	18	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2007	2	7	101	21	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2008	2	8	101	24	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2009	2	9	101	27	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2010	2	10	101	30	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2011	2	11	101	33	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2012	2	12	101	36	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2013	2	13	101	39	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2014	2	14	101	42	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2015	2	15	101	45	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2016	2	16	101	48	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2017	2	17	101	51	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2018	2	18	101	54	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2019	2	19	101	57	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2020	2	20	101	60	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2021	2	21	101	63	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2022	2	22	101	66	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2023	2	23	101	69	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2024	2	24	101	72	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2025	2	25	101	75	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2026	2	26	101	78	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2027	2	27	101	81	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2028	2	28	101	84	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2029	2	29	101	87	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2030	2	30	101	90	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2031	2	31	101	93	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2032	2	32	101	96	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2033	2	33	101	99	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2034	2	34	101	102	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2035	2	35	101	105	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2036	2	36	101	108	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2037	2	37	101	111	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2038	2	38	101	114	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2039	2	39	101	117	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2040	2	40	101	120	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2041	2	41	101	123	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2042	2	42	101	126	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2043	2	43	101	129	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2044	2	44	101	132	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2045	2	45	101	135	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2046	2	46	101	138	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2047	2	47	101	141	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2048	2	48	101	144	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2049	2	49	101	147	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2050	2	50	101	150	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2051	2	51	101	153	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2052	2	52	101	156	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2053	2	53	101	159	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2054	2	54	101	162	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2055	2	55	101	165	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2056	2	56	101	168	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2057	2	57	101	171	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2058	2	58	101	174	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2059	2	59	101	177	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2060	2	60	101	180	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2061	2	61	101	183	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2062	2	62	101	186	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2063	2	63	101	189	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2064	2	64	101	192	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2065	2	65	101	195	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2066	2	66	101	198	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2067	2	67	101	201	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2068	2	68	101	204	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2069	2	69	101	207	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2070	2	70	101	210	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2071	2	71	101	213	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2072	2	72	101	216	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2073	2	73	101	219	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2074	2	74	101	222	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2075	2	75	101	225	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2076	2	76	101	228	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2077	2	77	101	231	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2078	2	78	101	234	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2079	2	79	101	237	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2080	2	80	101	240	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2081	2	81	101	243	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2082	2	82	101	246	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2083	2	83	101	249	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2084	2	84	101	252	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2085	2	85	101	255	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2086	2	86	101	258	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2087	2	87	101	261	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2088	2	88	101	264	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2089	2	89	101	267	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2090	2	90	101	270	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2091	2	91	101	273	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2092	2	92	101	276	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2093	2	93	101	279	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2094	2	94	101	282	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2095	2	95	101	285	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2096	2	96	101	288	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2097	2	97	101	291	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2098	2	98	101	294	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2099	2	99	101	297	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
2100	2	100	101	300	1	UR角色数量	UR戰鬥員數量	Total UR Characters	URキャラ数	UR 캐릭터 수량	จำนวนตัวละครระดับ UR
4001	4	10	301	8	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4002	4	20	301	16	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4003	4	30	301	24	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4004	4	40	301	32	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4005	4	50	301	40	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4006	4	60	301	48	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4007	4	70	301	56	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4008	4	80	301	64	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4009	4	90	301	72	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4010	4	100	301	80	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4011	4	110	301	88	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4012	4	120	301	96	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4013	4	130	301	104	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4014	4	140	301	112	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4015	4	150	301	120	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4016	4	160	301	128	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4017	4	170	301	136	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4018	4	180	301	144	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4019	4	190	301	152	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4020	4	200	301	160	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4021	4	210	301	168	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
