id	activityId	placeId	unlockBossQuestId	type	unlockLevel	exp	cardExp	battleRules	proposalLevel	costItem	costNum	costNumLose	sceneId	rounds	petLineup	roleNun	repeatButton	powerRatioTeamID	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
12008220	1	101		2	12008210			1	80000	9000037	50	0	89910	99	0	4	0	0	1	3-5 借口	3-5 藉口	3-5 The Pretext	3-5 口実	3-5 핑계	3-5 ข้อแก้ตัว	为了顺利实施计划，你安排米饭拖住了安妮和贝斯特，并找理由和红茶一起赶去钟楼，然而途中却遭到了重重阻拦。	為了順利實施計畫，你安排米飯拖住了安妮和貝斯特，並找理由和紅茶一起趕去鐘樓，然而途中卻遭到了重重阻攔。	To set your plan in motion, you have Rice distract Annie and Best. Meanwhile, you make an excuse to rush to the clock tower with Black Tea, encountering numerous obstacles along the way.	計画を順調に実行するために、あなたはライスにアンヌとベストを足止めさせる。そして、リンの勧めで紅茶と共に時計台に駆けつけるが、道中で様々な障害に遭遇する。	순조롭게 계획을 실행하기 위해 백미에게 애니와 베스터를 붙잡아두라고 했고, 온갖 이유를 찾아서 홍차와 함께 시계탑에 오르기 시작했고 도중에 누군가가 계속 그들을 방해했다.	เพื่อให้​แผน​สำเร็จ​ลุล่วง​ คุณ​จึง​ให้​ไร​ซ์​คอย​กั้น​แอน​นี่​และ​เบสต์​ไว้​ แล้​วหา​ข้ออ้าง​ไป​หอระฆัง​กับ​แบล็ก​ที​ แต่​ระหว่างทาง​ดัน​ถูก​ขัดขวาง​
12008230	1	101		2	12008220			1	80000	9000037	50	0	89911	99	0	4	0	0	1	3-6 偷袭	3-6 偷襲	3-6 Ambush	3-6 奇襲	3-6 기습	3-6 โจมตีจู่โจม	你们很快就解决了面前的阻碍，却没想到敌人又从背后发起了偷袭。	你們很快就解決了面前的阻礙，卻沒想到敵人又從背後發起了偷襲。	No sooner have you overcome these hurdles than enemies launch a surprise attack from behind.	あなたたちはすぐに障害を取り払ったが、敵は後ろから奇襲を仕掛てきた。	눈앞의 방해을 빠르게 해결했지만, 적이 뒤에서 기습할 줄은 생각도 하지 못했다.	พวกคุณ​จัดการ​อุปสรรค​ได้​อย่าง​รวดเร็ว​ แต่​ไม่​คิด​ว่า​ศัตรู​จะ​โจม​ตีจาก​ด้านหลัง​อีก​
12008240	1	101		2	12008230			1	80000	9000037	50	0	89912	99	0	4	0	0	1	3-7 钟楼的黑影	3-7 鐘樓的黑影	3-7 Shadow of the Clock Tower	3-7 時計台の黒い影	3-7 시계탑의 검은 그림자	3-7 เงาดำที่หอระฆัง	你们终于到达了钟楼，刚刚阻拦你们的蓝发猫族也再度出现，但这次她的身边还有一个巨大的黑影。	你們終於到達了鐘樓，剛剛阻攔你們的藍發貓族也再度出現，但這次她的身邊還有一個巨大的黑影。	Finally reaching the clock tower, you face the blue-haired Felinian who obstructed you earlier. This time, a menacing shadow looms by her side.	ついに時計台に到着し、先ほど邪魔してきた青い髪のフェリニアンスも再び現れる。彼女の傍には、大きな黒い影があった。	시계탑의 정상에 드디어 올랐고, 조금 전에 여러분을 방해한 파란 머리 캣족이 다시 나타났지만 그녀의 뒤에 거대한 검은 그림자가 함께 서 있었다.	ในที่สุด​พวกคุณ​ก็​มาถึง​หอระฆัง​ แมว​สาว​ผม​สี​ฟ้า​ที่​ขัดขวาง​พวกคุณ​ก็​ปรากฏตัว​อีกครั้ง​ แต่​ครั้งนี้​ข้าง​กาย​เธอ​มี​เงา​สี​ดำ​ขนาดใหญ่​
12008250	1	101		1	12008240			1	100000			0		99	0	4	0	0	1	3-8 交易	3-8 交易	3-8 The Deal	3-8 取引	3-8 거래	3-8 การแลกเปลี่ยน	为了实现自己的目的，雅波伦答应了神秘黑影提出的交易，最终在他的帮助下创造了幻境。	為了實現自己的目的，雅波倫答應了神秘黑影提出的交易，最終在他的幫助下創造了幻境。	To achieve her own goals, Jarvon had made a deal with the mysterious shadow, who helped her create this illusion.	ヤポロンは目的を実現するため、神秘的な黒い影が提示した取引に同意し、その助けを得て幻の世界を創造した。	자기의 목적을 달성하기 위해 아폴론은 수상한 검은 그림자와 거래했고, 결국 그의 도움을 받고 비경을 만들어냈다.	เพื่อให้​บรรลุเป้าหมาย​ของ​ตน​ ฮาร์วอน​จึง​ทำ​ข้อตกลง​กับ​เงา​ดำ​ลึกลับ​ และ​สุดท้าย​ก็​สร้าง​โลกลวงตา​ขึ้น​ด้วย​ความช่วยเหลือ​ของ​เขา​
12008260	1	101		2	12008250			1	100000	9000037	50	0	89913	99	0	4	0	0	1	3-9 重逢的二人	3-9 重逢的二人	3-9 A Reunion of Two	3-9 再会した二人	3-9 다시 만난 두 사람	3-9​ การพบกัน​อีกครั้ง​ของ​สอง​คน​	贝斯特的出现打破了僵局，你们这才知道雅波伦原来是她的同伴，这场「闹剧」也随之落下帷幕。但刚刚回店的你们发现，暴饮又在偷喝酒……	貝斯特的出現打破了僵局，你們這才知道雅波倫原來是她的同伴，這場「鬧劇」也隨之落下帷幕。但剛剛回店的你們發現，暴飲又在偷喝酒……	The stalemate is broken by Best's arrival. You learn that Jarvon is her companion, and the farce comes to an end. Yet, back at the shop, you discover Gorin at it again, sneaking a drink.	ベストが現れ、ヤポロンが彼女の仲間であることを知る。この「茶番劇」も幕を閉じた。店に戻ると、暴飲王子がまたお酒を盗み飲みしていた……	베스티가 나타나니 대치 상태에서 벗어났고, 여러분은 아폴론이 그녀의 동료라는 것을 알게 돼어 이 「소란」도 막을 내리게됐다. 하지만 가게에 돌아온 여러분이 발견한 것은 주귀가 몰래 술을 마시고 있다는 것이었다... 	การ​ปรากฏตัว​ของ​เบสต์​ทำให้​สถานการณ์​คลี่คลาย​ พวกคุณ​ถึง​ได้​รู้​ว่า​ฮาร์วอน​เป็น​เพื่อนร่วมงาน​ของ​เธอ​ "​ละคร​ตลก​"​ นี้​จึง​จบ​ลง​ แต่​เมื่อ​พวกคุณ​กลับมา​ที่​ร้าน​ กลับ​พบ​ว่า​โกริน​กำลัง​ขโมย​เหล้า​อีกแล้ว​...​
12008270	1	104		2	12008260			1	100000	9000037	50	0	89914	99	0	4	0	0	1	4-1 奇怪的旧城区	4-1 奇怪的舊城區	4-1 The Strange Oldtown	4-1 奇妙なオールドタウン	4-1 이상한 구시가지	4-1​ เขตเมืองโบราณ​ที่​แปลกประหลาด​	跟丢了暴饮的你们发现，旧城区的居民明明正在被傀袭击，却没有人逃跑或者反抗……？	跟丟了暴飲的你們發現，舊城區的居民明明正在被傀襲擊，卻沒有人逃跑或者反抗……？	In pursuit of Gorin, you end up in Oldtown. Shockingly, locals are under Anomaly assault yet put up no fight...	暴飲王子を見失ったあなたたちは、オールドタウンの住民が傀に襲われているのを見かけるが、なぜか誰も逃げたり、抵抗したりしないことに気付く。	주귀를 놓친 여러분이 구시가지에서 한 주민이 퍼펫에게 쫓겼지만 도망가는 사람과 반항하는 사람이 없다는 것을 발견했다	พวกคุณ​ที่​ตาม​โกริน​ไม่​ทัน​ พบ​ว่า​ชาวเมือง​ใน​เขตเมือง​โบราณ​กำลัง​ถูก​หุ่นเชิด​โจมตี​ แต่กลับ​ไม่​มี​ใคร​หนี​หรือ​ต่อต้าน​...?​
12008280	1	104		1	12008270			1	100000			0		99	0	4	0	0	1	4-2 女神的请求	4-2 女神的請求	4-2 The Goddess's Plea	4-2 女神の願い	4-2 여신의 부탁	4-2​ คำ​ขอร้อง​ของ​เทพธิดา​	杜尔迦女神告诉了你们这片土地所遭受的灾难，你们最终答应了她的请求——去远郊遗迹，修复破损的封印。	杜爾迦女神告訴了你們這片土地所遭受的災難，你們最終答應了她的請求——去遠郊遺跡，修復破損的封印。	Durgaa confides in you about the disaster striking her realm and pleads for your aid in mending the shattered seal at the Outskirt Ruins. You agree to help.	デュルガ女神からこの土地に降りかかっている災難を教えられたあなたたちは、彼女の願いを受け入れた――遠郊遺跡に行き、破損した封印を修復すること。	두르가 여신이 이 땅에 발생할 재난에 대해 여러분에게 알려줬고, 여러분은 결국  교외에 있는 유적지로 가서 파손된 봉인을 복구하라는 그녀의 요구를 들어줄 수 밖에 없었다.	เทพี​ทูร์​กา​เล่า​ถึง​ภัยพิบัติ​ที่เกิด​ขึ้นกับ​ดินแดน​นี้​ สุดท้าย​พวกคุณ​ก็​ตอบรับ​คำขอ​ของ​เธอ​ ที่​ให้​ไป​ซ่อมแซม​ตรา​ผนึก​ที่​ชำรุด​ใน​ซากปรักหักพัง​ชานเมือง​
12008290	1	104		2	12008280			1	100000	9000037	50	0	89915	99	0	4	0	0	1	4-3 意外展开	4-3 意外展開	4-3 A Surprising Run-In	4-3 予想外の展開	4-3 의외의 전개	4-3​ เหตุการณ์​ที่​ไม่​คาดคิด​	去远郊遗迹的路上，你们遇到了被傀追逐着的红发女子，出手救下了她。	去遠郊遺跡的路上，你們遇到了被傀追逐著的紅發女子，出手救下了她。	On your way to the ruins, you encounter a red-haired woman being pursued by Anomalies and spring to her rescue.	遠郊遺跡への道中、あなたたちは傀に追いかけられている赤い髪の女性を助けた。	유적지로 가던 길에서 퍼펫에게 쫓기고 있는 빨간 머리 소녀를 만났고, 그녀를 구해주기로 했다.	ระหว่างทาง​ไป​ซากปรักหักพัง​ชานเมือง​ พวกคุณ​พบ​หญิงสาว​ผม​แดง​ที่​กำลัง​ถูก​หุ่นเชิด​ไล่ล่า​ คุณ​จึง​เข้าไป​ช่วย​เธอ​
12008300	1	104		1	12008290			1	100000			0		99	0	4	0	0	1	4-4 灯中的过去	4-4 燈中的過去	4-4 The Past Within the Lantern	4-4 灯の中の過去	4-4 등불 속에 비친 과거	4-4 อดีตในโคมไฟ	陇西腊肉成为了你们的同伴。原来，她可以用手中的提灯看到过去……你也从她所说的那段历史中发现了新的疑点。	隴西臘肉成為了你們的同伴。原來，她可以用手中的提燈看到過去……你也從她所說的那段歷史中發現了新的疑點。	Bacon becomes your friend. With her lantern, she can see into the past. You discover new clues within the history she unveils.	リュウセイベーコンは仲間になった。彼女はその手に持つ提灯で過去を見ることができるらしい……あなたは、彼女の言う歴史から新たな疑問点を発見した。	룽시 베이컨이 여러분의 동료가 되었고, 그녀가 들고 있는 등불에서는 과거를 볼 수 있었다… 당신도 그녀가 말하는 옛이야기 속에서 새로운 의문점을 발견할 수 있었다.	เบคอน​เข้า​ร่วมกับ​พวกคุณ​ ที่แท้​เธอ​สามารถ​มองเห็น​อดีต​ผ่าน​โคมไฟ​ใน​มือ​ได้​...​ และ​คุณ​ยัง​พบ​ข้อสงสัย​ใหม่​จาก​ประวัติศาสตร์​ที่​เธอ​เล่า​
12008310	1	104		2	12008300			1	100000	9000037	50	0	89916	99	0	4	0	0	1	4-5 遗迹守护者	4-5 遺跡守護者	4-5 Guardians of the Ruins	4-5 遺跡守護者	4-5 유적의 수호자	4-5 ผู้พิทักษ์ซากโบราณ	你们来到远郊遗迹，却发现遗迹正在被狂暴凶恶的傀化物「守护」着。	你們來到遠郊遺跡，卻發現遺跡正在被狂暴兇惡的傀化物「守護」著。	You arrive at the Outskirt Ruins, only to find them fiercely guarded by ferocious Anomalies.	遠郊遺跡に到着すると、遺跡は狂暴で凶悪な傀化物に「守られていた」のだ。	유적지에 도착하니 폭주 중인 사나운 퍼펫화 개체가 그곳을 지키고 있었다.	พวกคุณ​มาถึง​ซากปรักหักพัง​ชานเมือง​ แต่กลับ​พบ​ว่า​ซากปรักหักพัง​ถูก​ "​ปกป้อง​"​ โดย​สิ่ง​หุ่นเชิด​ที่​ทั้ง​ดุร้าย​และ​บ้าคลั่ง​
12008320	1	104		2	12008310			1	100000	9000037	50	0	89917	99	0	4	0	0	1	4-6 再次袭击	4-6 再次襲擊	4-6 Another Attack	4-6 再襲撃	4-6 재습격	4-6 โจมตีอีกครั้ง	这些傀化物不仅凶暴，数量也非常多……战况再度胶着。	這些傀化物不僅兇暴，數量也非常多……戰況再度膠著。	The Anomalies are not only fierce but also numerous... The battle reaches another impasse.	これらの傀化物は凶暴なだけでなく、数も非常に多い……戦況は膠着状態に陥る。	퍼펫화 개체는 사나울 뿐만 아니라 개체 수도 정말 많았다… 전투는 교착 상태에 빠졌다.	หุ่นเชิด​เหล่านี้​นอกจาก​ดุร้าย​แล้ว​ยังมี​จำนวน​มา​ก.​..​ การต่อสู้​ยืดเยื้อ​ขึ้น​อีกครั้ง​
12008330	1	104		1	12008320			1	120000			0		99	0	4	0	0	1	4-7 改变行动	4-7 改變行動	4-7 Change of Plans	4-7 行動を変える	4-7 작전 변경	4-7 เปลี่ยนแผนการ	你的提议引来了内部的分歧，在权衡利弊之后，大家还是认同了你的观点，于是你们改变了行动计划。	你的提議引來了內部的分歧，在權衡利弊之後，大家還是認同了你的觀點，於是你們改變了行動計畫。	Your proposition is met with internal disagreement, but after careful consideration, the group agrees. The plan changes.	あなたの提案により、みんなの意見が分かれた。利害を比較検討した後、みんなはあなたの意見を受け入れ、行動計画を変えた。	당신의 건의로 내부에 의견 분열이 발생했고, 이해득실을 확인해 본 후에 모두가 당신의 생각을 인정했고 결국 작전을 변경했다.	หลัง​ชั่งน้ำหนัก​ข้อดี​ข้อเสีย​ ทุกคน​ก็​เห็นด้วย​กับ​ความคิด​ของ​คุณ​ พวกคุณ​จึง​เปลี่ยน​แผนการ​
12008340	1	104		2	12008330			1	120000	9000037	50	0	89918	99	0	4	0	0	1	4-8 红眼狂猪	4-8 紅眼狂豬	4-8 Terror Hogswine	4-8 赤眼狂豚	4-8 폭주한 붉은 눈 돼지	4-8 หมูป่าตาแดง	来到封印的阵眼位置，帕蒂解除了封印。狂暴的红眼狂猪便出现在你们面前。	來到封印的陣眼位置，帕蒂解除了封印。狂暴的紅眼狂豬便出現在你們面前。	Arriving at the seal's core, Patty breaks the seal. The enraged Terror Hogswine appears before you.	法陣の眼がある場所に辿り着き、パティは封印を解除した。狂暴な赤眼狂豚があなたたちの前に現れる。	봉인의 위치로 와서 패티가 봉인을 해제했고 폭주하는 붉은 눈 돼지가 당신들의 앞에 나타났다.	เมื่อ​มาถึง​จุดศูนย์กลาง​ของ​ตรา​ผนึก​ แพ​ตตี้​ทำ​การปลด​ผนึก​ หมูป่า​ตาแดง​จึง​ปรากฏตัว​ต่อหน้า​พวกคุณ​
12008350	1	104		1	12008340			1	120000			0		99	0	4	0	0	1	4-9 隐藏的真相	4-9 隱藏的真相	4-9 The Hidden Truth	4-9 隠された真実	4-9 숨겨진 진실	4-9​ ความจริง​ที่ซ่อน​อยู่​	封印成功后，你们再次来到了神殿。这次你从女神口中知道了她隐藏的真相。为了感谢你的帮助，女神将暴饮的行踪透露了给你……	封印成功後，你們再次來到了神殿。這次你從女神口中知道了她隱藏的真相。為了感謝你的幫助，女神將暴飲的行蹤透露了給你……	With the seal restored, you return to the temple. This time, the Goddess reveals her hidden truth. Grateful for your help, she discloses Gorin's whereabouts.	封印後、あなたたちは再び神殿にやって来た。今度は、女神の口から隠された真実を知る。あなたの助けに感謝するため、女神は暴飲王子の行方を教えてくれた……	봉인에 성공한 후 여러분은 다시 신전으로 돌아왔고 이때 여신에게서 숨겨진 진실을 듣게 됐다. 도움을 준 여러분에게 감사의 선물로 주귀의 행방을 알려줬다…	หลัง​ผนึก​สำเร็จ​ พวกคุณ​กลับมา​ที่​วิหาร​อีกครั้ง​ คราวนี้​คุณ​ได้​รู้​ความจริง​ที่ซ่อน​อยู่​จาก​ปาก​ของ​เทพี​ เพื่อ​ขอบคุณ​ความช่วยเหลือ​ของ​คุณ​ เทพี​จึง​บอก​ที่อยู่​ของ​โกริน​ให้​...​
12008360	1	105		1	12008350			1	120000			0		99	0	4	0	0	1	5-1 来到离岛	5-1 來到離島	5-1 To the Castaway Island	5-1 離島へ	5-1 캐스터웨이 섬 도착	5-1​ มาถึง​เกาะ​นอก​ชายฝั่ง​	你们来到了离岛，根据暴饮喜欢热闹的习性，很快锁定了今夜离岛最热闹的地方——歌剧院。	你們來到了離島，根據暴飲喜歡熱鬧的習性，很快鎖定了今夜離島最熱鬧的地方——歌劇院。	You arrive at the Castaway Island and, knowing Gorin's penchant for excitement, quickly pinpoint the liveliest spot: The opera house.	あなたたちは離島に到着した。暴飲王子の習性から、今夜離島で最も賑やか場所であるオペラハウスにいるだろうと推測した。	캐스터웨이 섬에 도착한 여러분은 소란을 피우는 것을 좋아하는 주귀의 습성에 맞춰 캐스터웨이 섬에서 가장 시끌벅적한 곳인 오페라 하우스로 장소를 지정했다.	พวกคุณ​มาถึง​เกาะ​นอก​ชายฝั่ง​ ด้วย​นิสัย​ชอบ​ความคึกคัก​ของ​โกริน​ พวกคุณ​จึง​ระบุ​สถานที่​โกริน​น่าจะ​อยู่​ได้​อย่าง​รวดเร็ว​ นั่น​ก็​คือ​โรงละคร​โอเปร่า​
12008370	1	105		1	12008360			1	120000			0		99	0	4	0	0	1	5-2 新的同伴	5-2 新的同伴	5-2 New Companions	5-2 新しい仲間	5-2 새로운 동료	5-2​ เพื่อน​ร่วม​ทีม​คน​ใหม่​	歌剧早已开始上演，你们在观众席遇到了来看歌剧的披萨、奶酪和卡萨塔。在听说了你们的经历后，他们决定协助调查。	歌劇早已開始上演，你們在觀眾席遇到了來看歌劇的披薩、乳酪和卡薩塔。在聽說了你們的經歷後，他們決定協助調查。	The opera is in full swing. In the audience, you encounter Pizza, Cheese, and Cassata, who have come to enjoy the performance. Hearing your tale, they offer their assistance.	オペラはすでに上演中であった。観客席でオペラを見に来たピザ、チーズ、カッサータに出会う。あなたたちのいきさつを聞いた後、彼らは調査に協力してくれることに。	오페라의 막이 올랐고 관중석에서 오페라를 보러온 피자와 치즈 그리고 카사타를 만났다. 여러분의 이야기를 들은 그들은 조사에 협조하기로 했다.	ละคร​เริ่ม​แสดง​แล้ว​ พวกคุณ​พบ​พิซซ่า​ ชีส​ และ​คาสซาต้าที่มา​ดู​ละคร​ หลัง​ได้​ฟัง​เรื่องราว​ของ​พวกคุณ​ พวกเขา​ก็​ตัดสินใจ​ที่จะ​ช่วย​สืบสวน​
12008380	1	105		1	12008370			1	120000			0		99	0	4	0	0	1	5-3 夫人的邀请	5-3 夫人的邀請	5-3 An Invitation from the Lady	5-3 夫人の招き	5-3 부인의 초대	5-3 คำเชิญของคุณหญิง	在你们苦于没有收获之时，一位叫做梳芙厘的青年出现了。披萨告诉你，他的主人是位擅长追踪的贵族夫人……	在你們苦於沒有收穫之時，一位叫做梳芙厘的青年出現了。披薩告訴你，他的主人是位擅長追蹤的貴族夫人……	As you struggle to find leads, a young man named Sufri appears. Pizza explains that his master is a noblewoman skilled in tracking.	何も収穫がないことに悩んでいると、スフレという青年が現れた。ピザから、彼の主は追跡が得意な貴婦人であることを知る……	여러분의 노력에 전해 성과가 없을 때 수플레라고 불리는 청년이 나타났다. 피자의 말에 따르면 그의 주인은 추적을 잘하는 귀족부인이라고 한다…	ขณะที่​พวกคุณ​กำลัง​ปวดหัว​เพราะ​ไม่​มี​ความคืบหน้า​ ชายหนุ่ม​ที่​ชื่อ​ซู​เฟล่​ก็​ปรากฏตัว​ พิซซ่า​บอก​คุณ​ว่า​เจ้านาย​ของ​เขา​เป็น​คุณหญิง​ที่​เก่ง​เรื่อง​การ​ตามหา​คน​...​
12008390	1	105		2	12008380			1	120000	9000037	50	0	89919	99	0	4	0	0	1	5-4 宝石蝴蝶	5-4 寶石蝴蝶	5-4 The Jeweled Butterfly	5-4 宝石の蝶	5-4 보석 나비	5-4 ผีเสื้อแห่งอัญมณี	贵族夫人给了你们用于追踪的宝石蝴蝶，你们跟随其后，却依旧不见暴饮的踪迹。这时，一个迷路的傀意外出现在你们的面前。	貴族夫人給了你們用於追蹤的寶石蝴蝶，你們跟隨其後，卻依舊不見暴飲的蹤跡。這時，一個迷路的傀意外出現在你們的面前。	The noblewoman gifts you a Jeweled Butterfly as a tracker. Yet, it fails to lead you to Gorin. Suddenly, an Anomaly confronts you.	貴婦人から追跡用の宝石蝶を託され、それを頼りに暴飲王子の後を追うものの、足跡は一向に見つからない。そんな中、迷子になった傀が不意にあなたたちの前に姿を現した。	귀족 부인은 여러분에게 추적용 보석 나비를 줬고, 추적에 사용했지만 주귀의 행방은 여전히 찾을 수 없었다. 이때, 길을 잃은 퍼펫이 여러분의 앞에 나타났다.	คุณหญิง​มอบ​ผีเสื้อ​แห่ง​อัญมณี​สำหรับ​ติดตาม​ให้​พวกคุณ​ พวกคุณ​ตาม​มัน​ไป​ แต่​ก็​ยัง​ไม่​เห็น​ร่องรอย​ของ​โกริน​ ตอนนั้น​เอง​ หุ่นเชิด​ที่​หลงทาง​ก็​ปรากฏตัว​ต่อหน้า​พวกคุณ​โดยบังเอิญ​
12008400	1	105		1	12008390			1	120000			0		99	0	4	0	0	1	5-5 诡异的歌剧院	5-5 詭異的歌劇院	5-5 The Eerie Opera House	5-5 不気味なオペラハウス	5-5 이상한 오페라 하우스	5-5​ โรงละคร​อัน​น่าพิศวง​	披萨三人失踪后，你们跟着蝴蝶来到了另一个包厢前，见到了伊德、达利娅和安雅，而他们似乎也注意到了歌剧院的异常之处……	披薩三人失蹤後，你們跟著蝴蝶來到了另一個包廂前，見到了伊德、達利婭和安雅，而他們似乎也注意到了歌劇院的異常之處……	With Pizza and his friends missing, you follow the butterfly to another box, where you encounter Idego, Dahlia, and Anja. They, too, seem to have noticed the oddity of the opera house.	ピザたち3人が行方不明になった後、蝶と一緒に別の個室の前にやって来ると、イード、ダリア、アンヤに遭遇する。彼らもオペラハウスの異常に気づいているようだ……	피자 일행이 사라진 후 여러분은 나비를 따라서 한 특별석에 도착했고 이때 에이드와 달리아, 아냐를 만났다. 그들 역시 오페라 하우스의 이상한 점에 눈치를 챈 것 같았다…	หลังจาก​พิซซ่า​และ​อีก​สอง​คน​หายตัว​ไป​ พวกคุณ​ตาม​ผีเสื้อ​มาถึง​หน้า​ห้อง​อีก​ห้อง​หนึ่ง​ และ​ได้​พบ​กับ​เอ็ด​ ดา​เลีย​ และ​อัน​ยา​ ดูเหมือน​พวกเขา​จะ​สังเกตเห็น​ความผิดปกติ​ของ​โรงละคร​โอเปร่า​เช่นกัน​...​
12008410	1	105		1	12008400			1	120000			0		99	0	4	0	0	1	5-6 制定计划	5-6 制定計劃	5-6 Devising a Plan	5-6 計画策定	5-6 계획 세우기	5-6 วางแผน	经过众人的讨论，你们大致推测出了歌剧院正在发生的异变情况，并很快就找到了应对策略。	經過眾人的討論，你們大致推測出了歌劇院正在發生的異變情況，並很快就找到了應對策略。	Through discussion, you deduce the nature of the transformations occurring within the opera house and devise a countermeasure.	みんなで話し合い、オペラハウスで起こっている異変を大まかに推測し、すぐに対応策を見つけた。	토론을 통해서 오페라 하우스에서 있었던 이변에 대해서 대략 추측했고 빠르게 대응책을 찾아냈다.	หลังจาก​ทุกคน​ปรึกษา​กัน​ พวกคุณ​ก็​พอ​จะ​เดา​ได้​ว่า​การเปลี่ยนแปลง​ที่​เกิดขึ้น​ใน​โรงละคร​โอเปร่า​คือ​อะไร​ และ​รีบ​หา​กลยุทธ์​รับมือ​
12008420	1	105		2	12008410			1	120000	9000037	50	0	89920	99	0	4	0	0	1	5-7 调查中	5-7 調查中	5-7 The Investigation	5-7 調査中	5-7 조사 중	5-7 ระหว่างการสืบสวน	你们使用了闪金财团最新开发的系统，探寻着歌剧院的异变规律……随后在途中遇到了因迷失于歌剧院而傀化的人。	你們使用了閃金財團最新開發的系統，探尋著歌劇院的異變規律……隨後在途中遇到了因迷失於歌劇院而傀化的人。	Armed with Spangler Inc.'s cutting-edge tech, you start to decode the opera house's shifting patterns. Alongside, you meet souls fallen to Affliction, lost within the opera house's enigmatic halls.	オペラハウスの異変の法則を探るため、あなたたちはスパングラー財団が新たに開発したシステムを使用し調査を進めた。その途中、オペラハウスで迷い、傀化してしまった人物に遭遇する。	골드 재단에서 신규 개발한 시스템을 사용하여 오페라 하우스에서 발생한 이변에 대해 조사했고… 그 후에 도중에 오페라 하우스에서 길을 잃은 퍼펫화된 사람과 마주쳤다.	พวกคุณ​ใช้​ระบบ​ใหม่​ล่าสุด​ที่​พัฒนา​โดย​กลุ่ม​ทุน​โกลด์​แค​ท​ เพื่อ​ค้นหา​รูปแบบ​การเปลี่ยนแปลง​ของ​โรงละคร​...​ จากนั้น​ก็​เจอ​คน​ที่​กลายเป็น​หุ่นเชิด​ระหว่าง​หลง​ทางใน​โรงละคร​
12008430	1	105		2	12008420			1	120000	9000037	50	0	89921	99	0	4	0	0	1	5-8 奇异的歌剧厅	5-8 奇異的歌劇廳	5-8 The Peculiar Opera Hall	5-8 奇妙なオペラホール	5-8 기괴한 오페라 홀	5-8​ หอประชุม​อัน​ประหลาด​	你们发现歌剧院的变化规律正是魔方的规律，推测本体就在魔方的中心——歌剧厅。果然，就在来到歌剧厅的那一刻，本体出现了。	你們發現歌劇院的變化規律正是魔方的規律，推測本體就在魔方的中心——歌劇廳。果然，就在來到歌劇廳的那一刻，本體出現了。	You discover that the opera house's transformations follow the pattern of a cube, leading you to believe that the source lies at its center—the hall. As you enter the auditorium, the source reveals itself.	オペラハウスの変化の法則がまさにルービックキューブの法則に従っていることに気づき、その本体はルービックキューブの中心、つまりオペラホールにあると推測した。そして予想通り、オペラホールに到着した瞬間、本体が姿を現した。	오페라 하우스의 이변 규칙이 바로 큐브의 규칙이라는 것을 발견한 여러분은 본체가 큐브의 중앙인 오페라 하우스에 있다는 것을 추측해 냈다. 오페라 하우스에 도착한 그 순간에 본체가 그 모습을 드러냈다.	พวกคุณ​พบ​ว่า​รูปแบบ​การเปลี่ยนแปลง​ของ​โรงละคร​เหมือน​รูบิค​ และ​คาด​ว่า​ต้นตอ​น่าจะ​อยู่​ที่​ศูนย์กลาง​ของ​รูบิค​ นั่น​คือ​ห้อง​แสดงละคร​ และ​เมื่อ​มาถึง​ห้อง​แสดงละคร​ ต้นตอ​ก็​ปรากฏตัว​
12008440	1	105		2	12008430			1	130000	9000037	50	0	89922	99	0	4	0	0	1	5-9 暴饮的出现	5-9 暴飲的出現	5-9 Gorin Appears	5-9 暴飲王子の出現	5-9 주귀의 등장	5-9​ การ​ปรากฏตัว​ของ​โกริน​	你们战胜了导致歌剧院异变的傀，随后准备去找暴饮，不料他却突然破墙而入、出现在眼前。	你們戰勝了導致歌劇院異變的傀，隨後準備去找暴飲，不料他卻突然破牆而入、出現在眼前。	You defeat the Anomalies responsible for the opera house's transformation and prepare to search for Gorin. But to your surprise, he suddenly bursts through the wall, appearing right before your eyes.	あなたたちはオペラハウスに異変を起こした傀に勝ち、暴飲王子を探しに行こうとすると、彼は突如壁を破って入ってきた。	오페라 하우스에 나타난 퍼펫을 해치우자마자 바로 주귀를 찾으러 나섰고, 그가 갑자기 벽을 부수고 눈앞에 나타났다.	พวกคุณ​เอาชนะ​หุ่นเชิด​ที่​ทำให้​โรงละคร​โอเปร่า​เปลี่ยนแปลง​ได้​ และ​กำลังจะ​ไปหา​โกริน​ แต่​เขา​กลับ​พุ่ง​ทะลุ​กำแพง​มา​ปรากฏตัว​ต่อหน้า​
