id	activityId	taskContentType	taskContentId	taskContenNum	rewardId	rewardNum	openType	openParameter	status	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
111	12	2101	12	50	9000033	10			1	在本期精品展柜活动中抽取达到50次	在本期精品展櫃活動中抽取達到50次	Make 50 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を50回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 50회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 50​ ครั้ง​
112	12	2101	12	100	9000033	10			1	在本期精品展柜活动中抽取达到100次	在本期精品展櫃活動中抽取達到100次	Make 100 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を100回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 100회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 100​ ครั้ง​
113	13	2102	0	1	9000033	1			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
114	13	2102	0	3	9000033	1			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
115	13	2102	0	7	9000033	2			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
116	13	601	1	10	9000033	2			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
117	13	7	3000004	200	9000033	2			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
118	13	1101	6	1	9000033	2			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
119	13	1101	4	1	9000033	2			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
120	13	2101	13	50	9000033	10			1	在本期精品展柜活动中抽取达到50次	在本期精品展櫃活動中抽取達到50次	Make 50 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を50回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 50회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 50​ ครั้ง​
121	13	2101	13	100	9000033	10			1	在本期精品展柜活动中抽取达到100次	在本期精品展櫃活動中抽取達到100次	Make 100 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を100回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 100회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 100​ ครั้ง​
122	14	2102	0	1	9000033	1			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
123	14	2102	0	3	9000033	1			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
124	14	2102	0	7	9000033	2			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
125	14	601	1	10	9000033	2			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
126	14	7	3000004	200	9000033	2			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
127	14	1101	6	1	9000033	2			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
128	14	1101	4	1	9000033	2			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
129	14	2101	14	50	9000033	10			1	在本期精品展柜活动中抽取达到50次	在本期精品展櫃活動中抽取達到50次	Make 50 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を50回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 50회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 50​ ครั้ง​
130	14	2101	14	100	9000033	10			1	在本期精品展柜活动中抽取达到100次	在本期精品展櫃活動中抽取達到100次	Make 100 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を100回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 100회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 100​ ครั้ง​
131	15	2102	0	1	9000033	1			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
132	15	2102	0	3	9000033	1			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
133	15	2102	0	7	9000033	2			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
134	15	601	1	10	9000033	2			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
135	15	7	3000004	200	9000033	2			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
136	15	1101	6	1	9000033	2			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
137	15	1101	4	1	9000033	2			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
138	15	2101	15	50	9000033	10			1	在本期精品展柜活动中抽取达到50次	在本期精品展櫃活動中抽取達到50次	Make 50 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を50回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 50회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 50​ ครั้ง​
139	15	2101	15	100	9000033	10			1	在本期精品展柜活动中抽取达到100次	在本期精品展櫃活動中抽取達到100次	Make 100 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を100回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 100회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 100​ ครั้ง​
140	16	2102	0	1	9000033	1			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
141	16	2102	0	3	9000033	1			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
142	16	2102	0	7	9000033	2			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
143	16	601	1	10	9000033	2			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
144	16	7	3000004	200	9000033	2			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
145	16	1101	6	1	9000033	2			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
146	16	1101	4	1	9000033	2			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
147	16	2101	16	50	9000033	10			1	在本期精品展柜活动中抽取达到50次	在本期精品展櫃活動中抽取達到50次	Make 50 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を50回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 50회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 50​ ครั้ง​
148	16	2101	16	100	9000033	10			1	在本期精品展柜活动中抽取达到100次	在本期精品展櫃活動中抽取達到100次	Make 100 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を100回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 100회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 100​ ครั้ง​
149	16	2101	16	150	9000033	10			1	在本期精品展柜活动中抽取达到150次	在本期精品展櫃活動中抽取達到150次	Make 150 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を150回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 150회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 150​ ครั้ง​
150	16	2101	16	200	9000034	1			1	在本期精品展柜活动中抽取达到200次	在本期精品展櫃活動中抽取達到200次	Make 200 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を200回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 200회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 200​ ครั้ง​
151	17	2102	0	1	9000033	1			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
152	17	2102	0	3	9000033	1			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
153	17	2102	0	7	9000033	2			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
154	17	601	1	10	9000033	2			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
155	17	7	3000004	200	9000033	2			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
156	17	1101	6	1	9000033	2			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
157	17	1101	4	1	9000033	2			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
158	17	2101	17	50	9000033	10			1	在本期精品展柜活动中抽取达到50次	在本期精品展櫃活動中抽取達到50次	Make 50 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を50回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 50회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 50​ ครั้ง​
159	17	2101	17	100	9000033	10			1	在本期精品展柜活动中抽取达到100次	在本期精品展櫃活動中抽取達到100次	Make 100 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を100回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 100회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 100​ ครั้ง​
160	18	2102	0	1	9000033	1			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
161	18	2102	0	3	9000033	1			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
162	18	2102	0	7	9000033	2			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
163	18	601	1	10	9000033	2			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
164	18	7	3000004	200	9000033	2			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
165	18	1101	6	1	9000033	2			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
166	18	1101	4	1	9000033	2			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
167	18	2101	18	50	9000033	10			1	在本期精品展柜活动中抽取达到50次	在本期精品展櫃活動中抽取達到50次	Make 50 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を50回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 50회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 50​ ครั้ง​
168	18	2101	18	100	9000033	10			1	在本期精品展柜活动中抽取达到100次	在本期精品展櫃活動中抽取達到100次	Make 100 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を100回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 100회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 100​ ครั้ง​
169	18	2101	18	150	9000033	10			1	在本期精品展柜活动中抽取达到150次	在本期精品展櫃活動中抽取達到150次	Make 150 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を150回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 150회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 150​ ครั้ง​
170	18	2101	18	200	9000034	1			1	在本期精品展柜活动中抽取达到200次	在本期精品展櫃活動中抽取達到200次	Make 200 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を200回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 200회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 200​ ครั้ง​
171	19	2102	0	1	9000033	1			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
172	19	2102	0	3	9000033	1			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
173	19	2102	0	7	9000033	2			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
174	19	601	1	10	9000033	2			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
175	19	7	3000004	200	9000033	2			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
176	19	1101	6	1	9000033	2			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
177	19	1101	4	1	9000033	2			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
178	19	2101	19	50	9000033	10			1	在本期精品展柜活动中抽取达到50次	在本期精品展櫃活動中抽取達到50次	Make 50 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を50回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 50회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 50​ ครั้ง​
179	19	2101	19	100	9000033	10			1	在本期精品展柜活动中抽取达到100次	在本期精品展櫃活動中抽取達到100次	Make 100 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を100回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 100회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 100​ ครั้ง​
180	19	2101	19	150	9000033	10			1	在本期精品展柜活动中抽取达到150次	在本期精品展櫃活動中抽取達到150次	Make 150 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を150回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 150회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 150​ ครั้ง​
181	19	2101	19	200	9000034	1			1	在本期精品展柜活动中抽取达到200次	在本期精品展櫃活動中抽取達到200次	Make 200 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を200回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 200회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 200​ ครั้ง​
182	20	2102	0	1	9000033	1			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
183	20	2102	0	3	9000033	1			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
184	20	2102	0	7	9000033	2			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
185	20	601	1	10	9000033	2			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
186	20	7	3000004	200	9000033	2			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
187	20	1101	6	1	9000033	2			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
188	20	1101	4	1	9000033	2			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
189	20	2101	20	50	9000033	10			1	在本期精品展柜活动中抽取达到50次	在本期精品展櫃活動中抽取達到50次	Make 50 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を50回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 50회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 50​ ครั้ง​
190	20	2101	20	100	9000033	10			1	在本期精品展柜活动中抽取达到100次	在本期精品展櫃活動中抽取達到100次	Make 100 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を100回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 100회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 100​ ครั้ง​
193	21	2102	0	1	9000033	1			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
194	21	2102	0	3	9000033	1			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
195	21	2102	0	7	9000033	2			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
196	21	601	1	10	9000033	2			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
197	21	7	3000004	200	9000033	2			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
198	21	1101	6	1	9000033	2			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
199	21	1101	4	1	9000033	2			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
200	21	2101	21	50	9000033	10			1	在本期精品展柜活动中抽取达到50次	在本期精品展櫃活動中抽取達到50次	Make 50 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を50回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 50회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 50​ ครั้ง​
201	21	2101	21	100	9000033	10			1	在本期精品展柜活动中抽取达到100次	在本期精品展櫃活動中抽取達到100次	Make 100 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を100回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 100회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 100​ ครั้ง​
202	21	2101	21	150	9000033	10			1	在本期精品展柜活动中抽取达到150次	在本期精品展櫃活動中抽取達到150次	Make 150 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を150回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 150회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 150​ ครั้ง​
203	21	2101	21	200	9000034	1			1	在本期精品展柜活动中抽取达到200次	在本期精品展櫃活動中抽取達到200次	Make 200 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を200回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 200회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 200​ ครั้ง​
204	22	2102	0	1	9000033	1			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
205	22	2102	0	3	9000033	1			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
206	22	2102	0	7	9000033	2			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
207	22	601	1	10	9000033	2			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
208	22	7	3000004	200	9000033	2			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
209	22	1101	6	1	9000033	2			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
210	22	1101	4	1	9000033	2			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
211	22	2101	22	50	9000033	10			1	在本期精品展柜活动中抽取达到50次	在本期精品展櫃活動中抽取達到50次	Make 50 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を50回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 50회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 50​ ครั้ง​
212	22	2101	22	100	9000033	10			1	在本期精品展柜活动中抽取达到100次	在本期精品展櫃活動中抽取達到100次	Make 100 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を100回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 100회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 100​ ครั้ง​
213	23	2102	0	1	9000033	1			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
214	23	2102	0	3	9000033	1			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
215	23	2102	0	7	9000033	2			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
216	23	601	1	10	9000033	2			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
217	23	7	3000004	200	9000033	2			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
