id	groupId	level	attId	color	attNum	costItem	costNum	status
390	16	15	201	0	24	4120001;4120002;4120003	52;47;42	1
391	16	16	301	0	64	4120001;4120002;4120003;4120004	55;50;45;20	1
392	16	17	101	0	24	4120001;4120002;4120003;4120004	57;52;47;25	1
393	16	18	201	0	24	4120001;4120002;4120003;4120004	60;55;50;30	1
394	16	19	301	0	64	4120001;4120002;4120003;4120004	62;57;52;35	1
395	16	20	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	65;60;55;40	1
396	16	21	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	130;120;110;80	1
397	16	22	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	195;180;165;120	1
398	16	23	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	260;240;220;160	1
399	16	24	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	325;300;275;200	1
400	16	25	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	390;360;330;240	1
401	17	1	101;201;301	0	24;12;72			1
402	17	2	101	0	24	4120001;4120002;4120003	20;15;10	1
403	17	3	201	0	24	4120001;4120002;4120003	22;17;12	1
404	17	4	301	0	64	4120001;4120002;4120003	25;20;15	1
405	17	5	101	0	24	4120001;4120002;4120003	27;22;17	1
406	17	6	201	0	24	4120001;4120002;4120003	30;25;20	1
407	17	7	301	0	64	4120001;4120002;4120003	32;27;22	1
408	17	8	101	0	24	4120001;4120002;4120003	35;30;25	1
409	17	9	201	0	24	4120001;4120002;4120003	37;32;27	1
410	17	10	301	0	64	4120001;4120002;4120003	40;35;30	1
411	17	11	101	0	24	4120001;4120002;4120003	42;37;32	1
412	17	12	201	0	24	4120001;4120002;4120003	45;40;35	1
413	17	13	301	0	64	4120001;4120002;4120003	47;42;37	1
414	17	14	101	0	24	4120001;4120002;4120003	50;45;40	1
415	17	15	201	0	24	4120001;4120002;4120003	52;47;42	1
416	17	16	301	0	64	4120001;4120002;4120003;4120004	55;50;45;20	1
417	17	17	101	0	24	4120001;4120002;4120003;4120004	57;52;47;25	1
418	17	18	201	0	24	4120001;4120002;4120003;4120004	60;55;50;30	1
419	17	19	301	0	64	4120001;4120002;4120003;4120004	62;57;52;35	1
420	17	20	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	65;60;55;40	1
421	17	21	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	130;120;110;80	1
422	17	22	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	195;180;165;120	1
423	17	23	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	260;240;220;160	1
424	17	24	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	325;300;275;200	1
425	17	25	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	390;360;330;240	1
426	18	1	101;201;301	0	24;12;72			1
427	18	2	101	0	24	4120001;4120002;4120003	20;15;10	1
428	18	3	201	0	24	4120001;4120002;4120003	22;17;12	1
429	18	4	301	0	64	4120001;4120002;4120003	25;20;15	1
430	18	5	101	0	24	4120001;4120002;4120003	27;22;17	1
431	18	6	201	0	24	4120001;4120002;4120003	30;25;20	1
432	18	7	301	0	64	4120001;4120002;4120003	32;27;22	1
433	18	8	101	0	24	4120001;4120002;4120003	35;30;25	1
434	18	9	201	0	24	4120001;4120002;4120003	37;32;27	1
435	18	10	301	0	64	4120001;4120002;4120003	40;35;30	1
436	18	11	101	0	24	4120001;4120002;4120003	42;37;32	1
437	18	12	201	0	24	4120001;4120002;4120003	45;40;35	1
438	18	13	301	0	64	4120001;4120002;4120003	47;42;37	1
439	18	14	101	0	24	4120001;4120002;4120003	50;45;40	1
440	18	15	201	0	24	4120001;4120002;4120003	52;47;42	1
441	18	16	301	0	64	4120001;4120002;4120003;4120004	55;50;45;20	1
442	18	17	101	0	24	4120001;4120002;4120003;4120004	57;52;47;25	1
443	18	18	201	0	24	4120001;4120002;4120003;4120004	60;55;50;30	1
444	18	19	301	0	64	4120001;4120002;4120003;4120004	62;57;52;35	1
445	18	20	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	65;60;55;40	1
446	18	21	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	130;120;110;80	1
447	18	22	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	195;180;165;120	1
448	18	23	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	260;240;220;160	1
449	18	24	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	325;300;275;200	1
450	18	25	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	390;360;330;240	1
451	19	1	101;201;301	0	24;12;72			1
452	19	2	101	0	24	4120001;4120002;4120003	20;15;10	1
453	19	3	201	0	24	4120001;4120002;4120003	22;17;12	1
454	19	4	301	0	64	4120001;4120002;4120003	25;20;15	1
455	19	5	101	0	24	4120001;4120002;4120003	27;22;17	1
456	19	6	201	0	24	4120001;4120002;4120003	30;25;20	1
457	19	7	301	0	64	4120001;4120002;4120003	32;27;22	1
458	19	8	101	0	24	4120001;4120002;4120003	35;30;25	1
459	19	9	201	0	24	4120001;4120002;4120003	37;32;27	1
460	19	10	301	0	64	4120001;4120002;4120003	40;35;30	1
461	19	11	101	0	24	4120001;4120002;4120003	42;37;32	1
462	19	12	201	0	24	4120001;4120002;4120003	45;40;35	1
463	19	13	301	0	64	4120001;4120002;4120003	47;42;37	1
464	19	14	101	0	24	4120001;4120002;4120003	50;45;40	1
465	19	15	201	0	24	4120001;4120002;4120003	52;47;42	1
466	19	16	301	0	64	4120001;4120002;4120003;4120004	55;50;45;20	1
467	19	17	101	0	24	4120001;4120002;4120003;4120004	57;52;47;25	1
468	19	18	201	0	24	4120001;4120002;4120003;4120004	60;55;50;30	1
469	19	19	301	0	64	4120001;4120002;4120003;4120004	62;57;52;35	1
470	19	20	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	65;60;55;40	1
471	19	21	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	130;120;110;80	1
472	19	22	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	195;180;165;120	1
473	19	23	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	260;240;220;160	1
474	19	24	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	325;300;275;200	1
475	19	25	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	390;360;330;240	1
476	20	1	101;201;301	0	24;12;72			1
477	20	2	101	0	24	4120001;4120002;4120003	20;15;10	1
478	20	3	201	0	24	4120001;4120002;4120003	22;17;12	1
479	20	4	301	0	64	4120001;4120002;4120003	25;20;15	1
480	20	5	101	0	24	4120001;4120002;4120003	27;22;17	1
481	20	6	201	0	24	4120001;4120002;4120003	30;25;20	1
482	20	7	301	0	64	4120001;4120002;4120003	32;27;22	1
483	20	8	101	0	24	4120001;4120002;4120003	35;30;25	1
484	20	9	201	0	24	4120001;4120002;4120003	37;32;27	1
485	20	10	301	0	64	4120001;4120002;4120003	40;35;30	1
486	20	11	101	0	24	4120001;4120002;4120003	42;37;32	1
487	20	12	201	0	24	4120001;4120002;4120003	45;40;35	1
488	20	13	301	0	64	4120001;4120002;4120003	47;42;37	1
489	20	14	101	0	24	4120001;4120002;4120003	50;45;40	1
490	20	15	201	0	24	4120001;4120002;4120003	52;47;42	1
491	20	16	301	0	64	4120001;4120002;4120003;4120004	55;50;45;20	1
492	20	17	101	0	24	4120001;4120002;4120003;4120004	57;52;47;25	1
493	20	18	201	0	24	4120001;4120002;4120003;4120004	60;55;50;30	1
494	20	19	301	0	64	4120001;4120002;4120003;4120004	62;57;52;35	1
495	20	20	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	65;60;55;40	1
496	20	21	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	130;120;110;80	1
497	20	22	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	195;180;165;120	1
498	20	23	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	260;240;220;160	1
499	20	24	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	325;300;275;200	1
500	20	25	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	390;360;330;240	1
501	21	1	101;201;301	0	24;12;72			1
502	21	2	101	0	24	4120001;4120002;4120003	20;15;10	1
503	21	3	201	0	24	4120001;4120002;4120003	22;17;12	1
504	21	4	301	0	64	4120001;4120002;4120003	25;20;15	1
505	21	5	101	0	24	4120001;4120002;4120003	27;22;17	1
506	21	6	201	0	24	4120001;4120002;4120003	30;25;20	1
507	21	7	301	0	64	4120001;4120002;4120003	32;27;22	1
508	21	8	101	0	24	4120001;4120002;4120003	35;30;25	1
509	21	9	201	0	24	4120001;4120002;4120003	37;32;27	1
510	21	10	301	0	64	4120001;4120002;4120003	40;35;30	1
511	21	11	101	0	24	4120001;4120002;4120003	42;37;32	1
512	21	12	201	0	24	4120001;4120002;4120003	45;40;35	1
513	21	13	301	0	64	4120001;4120002;4120003	47;42;37	1
514	21	14	101	0	24	4120001;4120002;4120003	50;45;40	1
515	21	15	201	0	24	4120001;4120002;4120003	52;47;42	1
516	21	16	301	0	64	4120001;4120002;4120003;4120004	55;50;45;20	1
517	21	17	101	0	24	4120001;4120002;4120003;4120004	57;52;47;25	1
518	21	18	201	0	24	4120001;4120002;4120003;4120004	60;55;50;30	1
519	21	19	301	0	64	4120001;4120002;4120003;4120004	62;57;52;35	1
520	21	20	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	65;60;55;40	1
521	21	21	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	130;120;110;80	1
522	21	22	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	195;180;165;120	1
523	21	23	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	260;240;220;160	1
524	21	24	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	325;300;275;200	1
525	21	25	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	390;360;330;240	1
526	22	1	101;201;301	0	24;12;72			1
527	22	2	101	0	24	4120001;4120002;4120003	20;15;10	1
528	22	3	201	0	24	4120001;4120002;4120003	22;17;12	1
529	22	4	301	0	64	4120001;4120002;4120003	25;20;15	1
530	22	5	101	0	24	4120001;4120002;4120003	27;22;17	1
531	22	6	201	0	24	4120001;4120002;4120003	30;25;20	1
532	22	7	301	0	64	4120001;4120002;4120003	32;27;22	1
533	22	8	101	0	24	4120001;4120002;4120003	35;30;25	1
534	22	9	201	0	24	4120001;4120002;4120003	37;32;27	1
535	22	10	301	0	64	4120001;4120002;4120003	40;35;30	1
536	22	11	101	0	24	4120001;4120002;4120003	42;37;32	1
537	22	12	201	0	24	4120001;4120002;4120003	45;40;35	1
538	22	13	301	0	64	4120001;4120002;4120003	47;42;37	1
539	22	14	101	0	24	4120001;4120002;4120003	50;45;40	1
540	22	15	201	0	24	4120001;4120002;4120003	52;47;42	1
541	22	16	301	0	64	4120001;4120002;4120003;4120004	55;50;45;20	1
542	22	17	101	0	24	4120001;4120002;4120003;4120004	57;52;47;25	1
543	22	18	201	0	24	4120001;4120002;4120003;4120004	60;55;50;30	1
544	22	19	301	0	64	4120001;4120002;4120003;4120004	62;57;52;35	1
545	22	20	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	65;60;55;40	1
546	22	21	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	130;120;110;80	1
547	22	22	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	195;180;165;120	1
548	22	23	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	260;240;220;160	1
549	22	24	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	325;300;275;200	1
550	22	25	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	390;360;330;240	1
551	23	1	101;201;301	0	24;12;72			1
552	23	2	101	0	24	4120001;4120002;4120003	20;15;10	1
553	23	3	201	0	24	4120001;4120002;4120003	22;17;12	1
554	23	4	301	0	64	4120001;4120002;4120003	25;20;15	1
555	23	5	101	0	24	4120001;4120002;4120003	27;22;17	1
556	23	6	201	0	24	4120001;4120002;4120003	30;25;20	1
557	23	7	301	0	64	4120001;4120002;4120003	32;27;22	1
558	23	8	101	0	24	4120001;4120002;4120003	35;30;25	1
559	23	9	201	0	24	4120001;4120002;4120003	37;32;27	1
560	23	10	301	0	64	4120001;4120002;4120003	40;35;30	1
561	23	11	101	0	24	4120001;4120002;4120003	42;37;32	1
562	23	12	201	0	24	4120001;4120002;4120003	45;40;35	1
563	23	13	301	0	64	4120001;4120002;4120003	47;42;37	1
564	23	14	101	0	24	4120001;4120002;4120003	50;45;40	1
565	23	15	201	0	24	4120001;4120002;4120003	52;47;42	1
566	23	16	301	0	64	4120001;4120002;4120003;4120004	55;50;45;20	1
567	23	17	101	0	24	4120001;4120002;4120003;4120004	57;52;47;25	1
568	23	18	201	0	24	4120001;4120002;4120003;4120004	60;55;50;30	1
569	23	19	301	0	64	4120001;4120002;4120003;4120004	62;57;52;35	1
570	23	20	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	65;60;55;40	1
571	23	21	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	130;120;110;80	1
572	23	22	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	195;180;165;120	1
573	23	23	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	260;240;220;160	1
574	23	24	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	325;300;275;200	1
575	23	25	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	390;360;330;240	1
576	201	1	101;201;301	0	12;4;40			1
577	201	2	101	0	12	4120001;4120002;4120003	20;15;10	1
578	201	3	201	0	12	4120001;4120002;4120003	22;17;12	1
579	201	4	301	0	28	4120001;4120002;4120003	25;20;15	1
580	201	5	101	0	12	4120001;4120002;4120003	27;22;17	1
581	201	6	201	0	12	4120001;4120002;4120003	30;25;20	1
582	201	7	301	0	28	4120001;4120002;4120003	32;27;22	1
583	201	8	101	0	12	4120001;4120002;4120003	35;30;25	1
584	201	9	201	0	12	4120001;4120002;4120003	37;32;27	1
585	201	10	301	0	28	4120001;4120002;4120003	40;35;30	1
586	201	11	101	0	12	4120001;4120002;4120003	42;37;32	1
587	201	12	201	0	12	4120001;4120002;4120003	45;40;35	1
588	201	13	301	0	28	4120001;4120002;4120003	47;42;37	1
589	201	14	101	0	12	4120001;4120002;4120003	50;45;40	1
590	201	15	201	0	12	4120001;4120002;4120003	52;47;42	1
591	201	16	301	0	28	4120001;4120002;4120003;4120004	55;50;45;20	1
592	201	17	101	0	12	4120001;4120002;4120003;4120004	57;52;47;25	1
593	201	18	201	0	12	4120001;4120002;4120003;4120004	60;55;50;30	1
594	201	19	301	0	36	4120001;4120002;4120003;4120004	62;57;52;35	1
595	201	20	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	65;60;55;40	1
596	201	21	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	130;120;110;80	1
597	201	22	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	195;180;165;120	1
598	201	23	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	260;240;220;160	1
599	201	24	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	325;300;275;200	1
600	201	25	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	390;360;330;240	1
601	202	1	101;201;301	0	12;4;40			1
602	202	2	101	0	12	4120001;4120002;4120003	20;15;10	1
603	202	3	201	0	12	4120001;4120002;4120003	22;17;12	1
604	202	4	301	0	28	4120001;4120002;4120003	25;20;15	1
605	202	5	101	0	12	4120001;4120002;4120003	27;22;17	1
606	202	6	201	0	12	4120001;4120002;4120003	30;25;20	1
607	202	7	301	0	28	4120001;4120002;4120003	32;27;22	1
608	202	8	101	0	12	4120001;4120002;4120003	35;30;25	1
609	202	9	201	0	12	4120001;4120002;4120003	37;32;27	1
610	202	10	301	0	28	4120001;4120002;4120003	40;35;30	1
611	202	11	101	0	12	4120001;4120002;4120003	42;37;32	1
612	202	12	201	0	12	4120001;4120002;4120003	45;40;35	1
613	202	13	301	0	28	4120001;4120002;4120003	47;42;37	1
614	202	14	101	0	12	4120001;4120002;4120003	50;45;40	1
615	202	15	201	0	12	4120001;4120002;4120003	52;47;42	1
616	202	16	301	0	28	4120001;4120002;4120003;4120004	55;50;45;20	1
617	202	17	101	0	12	4120001;4120002;4120003;4120004	57;52;47;25	1
618	202	18	201	0	12	4120001;4120002;4120003;4120004	60;55;50;30	1
619	202	19	301	0	36	4120001;4120002;4120003;4120004	62;57;52;35	1
620	202	20	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	65;60;55;40	1
621	202	21	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	130;120;110;80	1
622	202	22	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	195;180;165;120	1
623	202	23	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	260;240;220;160	1
624	202	24	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	325;300;275;200	1
625	202	25	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	390;360;330;240	1
626	203	1	101;201;301	0	12;4;40			1
627	203	2	101	0	12	4120001;4120002;4120003	20;15;10	1
628	203	3	201	0	12	4120001;4120002;4120003	22;17;12	1
629	203	4	301	0	28	4120001;4120002;4120003	25;20;15	1
630	203	5	101	0	12	4120001;4120002;4120003	27;22;17	1
631	203	6	201	0	12	4120001;4120002;4120003	30;25;20	1
632	203	7	301	0	28	4120001;4120002;4120003	32;27;22	1
633	203	8	101	0	12	4120001;4120002;4120003	35;30;25	1
634	203	9	201	0	12	4120001;4120002;4120003	37;32;27	1
635	203	10	301	0	28	4120001;4120002;4120003	40;35;30	1
636	203	11	101	0	12	4120001;4120002;4120003	42;37;32	1
637	203	12	201	0	12	4120001;4120002;4120003	45;40;35	1
638	203	13	301	0	28	4120001;4120002;4120003	47;42;37	1
639	203	14	101	0	12	4120001;4120002;4120003	50;45;40	1
640	203	15	201	0	12	4120001;4120002;4120003	52;47;42	1
641	203	16	301	0	28	4120001;4120002;4120003;4120004	55;50;45;20	1
642	203	17	101	0	12	4120001;4120002;4120003;4120004	57;52;47;25	1
643	203	18	201	0	12	4120001;4120002;4120003;4120004	60;55;50;30	1
644	203	19	301	0	36	4120001;4120002;4120003;4120004	62;57;52;35	1
645	203	20	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	65;60;55;40	1
646	203	21	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	130;120;110;80	1
647	203	22	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	195;180;165;120	1
648	203	23	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	260;240;220;160	1
649	203	24	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	325;300;275;200	1
650	203	25	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	390;360;330;240	1
651	204	1	101;201;301	0	16;4;40			1
652	204	2	101	0	16	4120001;4120002;4120003	20;15;10	1
653	204	3	201	0	16	4120001;4120002;4120003	22;17;12	1
654	204	4	301	0	44	4120001;4120002;4120003	25;20;15	1
655	204	5	101	0	16	4120001;4120002;4120003	27;22;17	1
656	204	6	201	0	16	4120001;4120002;4120003	30;25;20	1
657	204	7	301	0	44	4120001;4120002;4120003	32;27;22	1
658	204	8	101	0	16	4120001;4120002;4120003	35;30;25	1
659	204	9	201	0	16	4120001;4120002;4120003	37;32;27	1
660	204	10	301	0	40	4120001;4120002;4120003	40;35;30	1
661	204	11	101	0	16	4120001;4120002;4120003	42;37;32	1
662	204	12	201	0	16	4120001;4120002;4120003	45;40;35	1
663	204	13	301	0	40	4120001;4120002;4120003	47;42;37	1
664	204	14	101	0	16	4120001;4120002;4120003	50;45;40	1
665	204	15	201	0	16	4120001;4120002;4120003	52;47;42	1
666	204	16	301	0	40	4120001;4120002;4120003;4120004	55;50;45;20	1
667	204	17	101	0	16	4120001;4120002;4120003;4120004	57;52;47;25	1
668	204	18	201	0	16	4120001;4120002;4120003;4120004	60;55;50;30	1
669	204	19	301	0	40	4120001;4120002;4120003;4120004	62;57;52;35	1
670	204	20	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	65;60;55;40	1
671	204	21	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	130;120;110;80	1
672	204	22	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	195;180;165;120	1
673	204	23	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	260;240;220;160	1
674	204	24	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	325;300;275;200	1
675	204	25	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	390;360;330;240	1
676	205	1	101;201;301	0	16;4;40			1
677	205	2	101	0	16	4120001;4120002;4120003	20;15;10	1
678	205	3	201	0	16	4120001;4120002;4120003	22;17;12	1
679	205	4	301	0	44	4120001;4120002;4120003	25;20;15	1
680	205	5	101	0	16	4120001;4120002;4120003	27;22;17	1
681	205	6	201	0	16	4120001;4120002;4120003	30;25;20	1
682	205	7	301	0	44	4120001;4120002;4120003	32;27;22	1
683	205	8	101	0	16	4120001;4120002;4120003	35;30;25	1
684	205	9	201	0	16	4120001;4120002;4120003	37;32;27	1
685	205	10	301	0	40	4120001;4120002;4120003	40;35;30	1
686	205	11	101	0	16	4120001;4120002;4120003	42;37;32	1
687	205	12	201	0	16	4120001;4120002;4120003	45;40;35	1
688	205	13	301	0	40	4120001;4120002;4120003	47;42;37	1
689	205	14	101	0	16	4120001;4120002;4120003	50;45;40	1
690	205	15	201	0	16	4120001;4120002;4120003	52;47;42	1
691	205	16	301	0	40	4120001;4120002;4120003;4120004	55;50;45;20	1
692	205	17	101	0	16	4120001;4120002;4120003;4120004	57;52;47;25	1
693	205	18	201	0	16	4120001;4120002;4120003;4120004	60;55;50;30	1
694	205	19	301	0	40	4120001;4120002;4120003;4120004	62;57;52;35	1
695	205	20	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	65;60;55;40	1
696	205	21	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	130;120;110;80	1
697	205	22	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	195;180;165;120	1
698	205	23	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	260;240;220;160	1
699	205	24	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	325;300;275;200	1
700	205	25	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	390;360;330;240	1
701	206	1	101;201;301	0	16;4;40			1
702	206	2	101	0	16	4120001;4120002;4120003	20;15;10	1
703	206	3	201	0	16	4120001;4120002;4120003	22;17;12	1
704	206	4	301	0	44	4120001;4120002;4120003	25;20;15	1
705	206	5	101	0	16	4120001;4120002;4120003	27;22;17	1
706	206	6	201	0	16	4120001;4120002;4120003	30;25;20	1
707	206	7	301	0	44	4120001;4120002;4120003	32;27;22	1
708	206	8	101	0	16	4120001;4120002;4120003	35;30;25	1
709	206	9	201	0	16	4120001;4120002;4120003	37;32;27	1
710	206	10	301	0	40	4120001;4120002;4120003	40;35;30	1
711	206	11	101	0	16	4120001;4120002;4120003	42;37;32	1
712	206	12	201	0	16	4120001;4120002;4120003	45;40;35	1
713	206	13	301	0	40	4120001;4120002;4120003	47;42;37	1
714	206	14	101	0	16	4120001;4120002;4120003	50;45;40	1
715	206	15	201	0	16	4120001;4120002;4120003	52;47;42	1
716	206	16	301	0	40	4120001;4120002;4120003;4120004	55;50;45;20	1
717	206	17	101	0	16	4120001;4120002;4120003;4120004	57;52;47;25	1
718	206	18	201	0	16	4120001;4120002;4120003;4120004	60;55;50;30	1
719	206	19	301	0	40	4120001;4120002;4120003;4120004	62;57;52;35	1
720	206	20	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	65;60;55;40	1
721	206	21	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	130;120;110;80	1
722	206	22	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	195;180;165;120	1
723	206	23	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	260;240;220;160	1
724	206	24	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	325;300;275;200	1
725	206	25	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	390;360;330;240	1
726	207	1	101;201;301	0	16;4;40			1
727	207	2	101	0	16	4120001;4120002;4120003	20;15;10	1
728	207	3	201	0	16	4120001;4120002;4120003	22;17;12	1
729	207	4	301	0	44	4120001;4120002;4120003	25;20;15	1
730	207	5	101	0	16	4120001;4120002;4120003	27;22;17	1
731	207	6	201	0	16	4120001;4120002;4120003	30;25;20	1
732	207	7	301	0	44	4120001;4120002;4120003	32;27;22	1
733	207	8	101	0	16	4120001;4120002;4120003	35;30;25	1
734	207	9	201	0	16	4120001;4120002;4120003	37;32;27	1
735	207	10	301	0	40	4120001;4120002;4120003	40;35;30	1
736	207	11	101	0	16	4120001;4120002;4120003	42;37;32	1
737	207	12	201	0	16	4120001;4120002;4120003	45;40;35	1
738	207	13	301	0	40	4120001;4120002;4120003	47;42;37	1
739	207	14	101	0	16	4120001;4120002;4120003	50;45;40	1
740	207	15	201	0	16	4120001;4120002;4120003	52;47;42	1
741	207	16	301	0	40	4120001;4120002;4120003;4120004	55;50;45;20	1
742	207	17	101	0	16	4120001;4120002;4120003;4120004	57;52;47;25	1
743	207	18	201	0	16	4120001;4120002;4120003;4120004	60;55;50;30	1
744	207	19	301	0	40	4120001;4120002;4120003;4120004	62;57;52;35	1
745	207	20	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	65;60;55;40	1
746	207	21	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	130;120;110;80	1
747	207	22	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	195;180;165;120	1
748	207	23	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	260;240;220;160	1
749	207	24	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	325;300;275;200	1
750	207	25	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	390;360;330;240	1
751	208	1	101;201;301	0	16;4;40			1
752	208	2	101	0	16	4120001;4120002;4120003	20;15;10	1
753	208	3	201	0	16	4120001;4120002;4120003	22;17;12	1
754	208	4	301	0	44	4120001;4120002;4120003	25;20;15	1
755	208	5	101	0	16	4120001;4120002;4120003	27;22;17	1
756	208	6	201	0	16	4120001;4120002;4120003	30;25;20	1
757	208	7	301	0	44	4120001;4120002;4120003	32;27;22	1
758	208	8	101	0	16	4120001;4120002;4120003	35;30;25	1
759	208	9	201	0	16	4120001;4120002;4120003	37;32;27	1
760	208	10	301	0	40	4120001;4120002;4120003	40;35;30	1
761	208	11	101	0	16	4120001;4120002;4120003	42;37;32	1
762	208	12	201	0	16	4120001;4120002;4120003	45;40;35	1
763	208	13	301	0	40	4120001;4120002;4120003	47;42;37	1
764	208	14	101	0	16	4120001;4120002;4120003	50;45;40	1
765	208	15	201	0	16	4120001;4120002;4120003	52;47;42	1
766	208	16	301	0	40	4120001;4120002;4120003;4120004	55;50;45;20	1
767	208	17	101	0	16	4120001;4120002;4120003;4120004	57;52;47;25	1
768	208	18	201	0	16	4120001;4120002;4120003;4120004	60;55;50;30	1
769	208	19	301	0	40	4120001;4120002;4120003;4120004	62;57;52;35	1
770	208	20	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	65;60;55;40	1
771	208	21	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	130;120;110;80	1
772	208	22	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	195;180;165;120	1
773	208	23	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	260;240;220;160	1
774	208	24	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	325;300;275;200	1
775	208	25	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	390;360;330;240	1
776	209	1	101;201;301	0	16;4;40			1
