id	groupId	type	num	attNum	isPercentage	status	des	des_zh_TW	des_en_UK	des_ja_JP	des_ko_KR	des_th_TH
51	6	1	1	0.25	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
52	6	1	2	0.5	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
53	6	1	3	0.75	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
54	6	1	5	1	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
55	6	2	5	1.05	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
56	6	2	10	1.1	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
57	6	2	15	1.15	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
58	6	2	20	1.2	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
59	6	2	25	1.25	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
60	6	2	30	1.3	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
61	7	1	1	0.25	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
62	7	1	2	0.5	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
63	7	1	3	0.75	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
64	7	1	5	1	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
65	7	2	5	1.05	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
66	7	2	10	1.1	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
67	7	2	15	1.15	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
68	7	2	20	1.2	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
69	7	2	25	1.25	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
70	7	2	30	1.3	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
71	8	1	1	0.25	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
72	8	1	2	0.5	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
73	8	1	3	0.75	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
74	8	1	5	1	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
75	8	2	5	1.05	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
76	8	2	10	1.1	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
77	8	2	15	1.15	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
78	8	2	20	1.2	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
79	8	2	25	1.25	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
80	8	2	30	1.3	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
81	9	1	1	0.25	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
82	9	1	2	0.5	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
83	9	1	3	0.75	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
84	9	1	4	1	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
85	9	2	4	1.05	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
86	9	2	8	1.1	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
87	9	2	12	1.15	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
88	9	2	16	1.2	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
89	9	2	20	1.25	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
90	9	2	24	1.3	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
91	10	1	1	0.25	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
92	10	1	2	0.5	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
93	10	1	3	0.75	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
94	10	1	4	1	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
95	10	2	4	1.05	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
96	10	2	8	1.1	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
97	10	2	12	1.15	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
98	10	2	16	1.2	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
99	10	2	20	1.25	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
100	10	2	24	1.3	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
101	11	1	1	0.25	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
