id	storyId	groupId	people	headIcon	jumpId	choiceOneType	choiceOneId	choiceOneJumpId	choiceOneReward	choiceTwoType	choiceTwoId	choiceTwoJumpId	choiceTwoReward	choiceThreeType	choiceThreeId	choiceThreeJumpId	choiceThreeReward	rewardGroupId	end	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	choiceOne	choiceOne_zh_TW	choiceOne_en_UK	choiceOne_ja_JP	choiceOne_ko_KR	choiceOne_th_TH	choiceTwo	choiceTwo_zh_TW	choiceTwo_en_UK	choiceTwo_ja_JP	choiceTwo_ko_KR	choiceTwo_th_TH	choiceThree	choiceThree_zh_TW	choiceThree_en_UK	choiceThree_ja_JP	choiceThree_ko_KR	choiceThree_th_TH
295	33	10	1	18:guest_icon_03	11															1	列维	列維	Levi	レヴィ	레비	เลวี	没什么，我已经习惯了。\n不过，店长……你为什么要替他们说抱歉？	沒什麼，我已經習慣了。\n不過，店長……你為什麼要替他們說抱歉？	It's okay, I'm used to it. But, Manager... Why did you apologize for them?	どうってことないさ、もう慣れてるからね。\nそれにしても……なんで店長が謝るんだい？	괜찮아요, 이미 익숙하답니다. 그런데, 점장님께서... 왜 그들을 대신해서 할인을 해주시는 거죠?	ไม่เป็นไร​ครับ​ ผม​ชิน​แล้ว​\nแต่ว่า​ ผู้จัดการ​ครับ​...​ ทำไม​คุณ​ต้อง​ขอโทษ​แทน​พวกเขา​ด้วย​ล่ะ​?​																		
296	33	11	2		12															1	我	我	Me	私	나	ฉัน	呃……没什么！\n小白，请为列维先生的账单打个五折！	呃……沒什麼！\n小白，請為列維先生的帳單打個五折！	Uh... It's nothing! Shiro, please give Mr. Levi a 50% discount on his bill!	ええっと……何でもないよ！\nねぇシロ、レヴィさんの注文、半額にしておいて！	음… 별 거 아닙니다! 화이트, 레비 씨한테 50% 할인 가격으로 계산해 줘!	เอ่อ​...​ไม่​มี​อะไร​!​\nชิ​โระ​ ลดราคา​บิล​ของ​คุณ​เล​วี​ห้าสิบ​เปอร์เซ็นต์​ด้วย​!​																		
297	33	12	1	18:guest_icon_03															1	1	列维	列維	Levi	レヴィ	레비	เลวี	哦哦哦！谢谢店长——你真是个好人！	哦哦哦！謝謝店長——你真是個好人！	Oh, thank you, Manager! You're such a good person!	おおお～！ありがとう、店長！なんて良い人なんだ！	오오오! 감사합니다, 점장님은——정말 좋은 분이세요!	โอ้​โห้​!​ ขอบคุณ​ครับ​ผู้จัดการ​—​คุณ​เป็น​คนดี​จริงๆ​!​																		
298	34	1	1	18:guest_icon_03	2															1	列维	列維	Levi	レヴィ	레비	เลวี	唉……阿嚏！……唉……	唉……阿嚏！……唉……	Sigh... Achoo!	ハ……ハクション！……ふぅ……	에휴……에취!……아이고……	เฮ้อ​...​ ฮัดเช้ย​!...​ เฮ้อ​...​																		
299	34	2	2		3															1	我	我	Me	私	나	ฉัน	列维先生，怎么浑身都湿透了？外面下雨了吗？	列維先生，怎麼渾身都濕透了？外面下雨了嗎？	Mr. Levi, why are you soaking wet? Is it raining outside?	レヴィさん、なんでずぶ濡れなの？雨でも降ってたの？	레비 씨, 온몸이 다 젖었네요? 밖에 비가 오나요?	คุณ​เล​วี​ ทำไม​ตัว​เปียก​ไป​หมด​แบบนี้​ล่ะ​?​ ข้างนอก​ฝนตก​เหรอ​?​																		
300	34	3	1	18:guest_icon_03	4															1	列维	列維	Levi	レヴィ	레비	เลวี	啊，店长！说了你可能不信，我刚刚遭遇了一场超迷你局部降雨！	啊，店長！說了你可能不信，我剛剛遭遇了一場超迷你局部降雨！	Oh, Manager! You might not believe it, but I just encountered a mini localized rainfall! 	やぁ、店長！信じてもらえないかもしれないけど、ちょうど今、超超局地的な雨に降られたんだよ！	아, 점장님! 들으셔도 믿지 못하실 수도 있는데, 제가 방금 초 국지성 강우를 겪었답니다!	อ้า​ ผู้จัดการ​!​ พูด​ไป​คุณ​อาจจะ​ไม่​เชื่อ​ แต่​ผม​เพิ่ง​เจอ​ฝนตก​เฉพาะ​จุด​จุด​เล็ก​ๆ​ มา​!​																		
301	34	4	1	18:guest_icon_03	5															1	列维	列維	Levi	レヴィ	레비	เลวี	好吧，其实是走到半路遇到消防演习，被淋了一头水……阿嚏！	好吧，其實是走到半路遇到消防演習，被淋了一頭水……阿嚏！	Well, to be honest, I ran into a fire drill halfway and got soaked... Achoo!	いや冗談だよ。実は道を歩いてたら消防訓練に出くわして、この有様さ……ハ、ハクション！	사실은 길을 가다가 소방 훈련에 말려 들어서 머리부터 발끝까지 물에 젖어버렸어요… 에취!	ที่จริง​ก็​คือ​เดิน​มา​ครึ่งทาง​เจอ​ซ้อม​ดับ​เพลิง​ โดน​ราด​น้ำ​ใส่​หัว​มา​...​ ฮัดเช้ย​!​																		
302	34	5	2		6															1	我	我	Me	私	나	ฉัน	消防演习？没听说今天有类似的安排啊。	消防演習？沒聽說今天有類似的安排啊。	A fire drill? I haven't heard of any plans like that for today.	消防訓練？そんな予定聞いてないけど？	소방 훈련이라고요? 오늘 그런 일정이 있다는 소식을 듣지 못했는데…	ซ้อม​ดับ​เพลิง​?​ ไม่​เคย​ได้ยิน​ว่า​วันนี้​มีแผน​แบบ​นั้น​นี่​นา​																		
303	34	6	1	18:guest_icon_03	7															1	列维	列維	Levi	レヴィ	레비	เลวี	也许是哪家幼稚园在搞教育活动吧……\n那个控制消防栓的猫族小妹妹才只有我腿这么高！	也許是哪家幼稚園在搞教育活動吧……\n那個控制消防栓的貓族小妹妹才只有我腿這麼高！	Maybe it was a kindergarten doing an educational activity... The little cat girl controlling the fire hydrant was only as tall as my leg!	たぶんどこかの幼稚園が教育の一環としてやってるんだろう……\n消火栓を操っていたのはフェリニアンスの小さな女の子でね、身長は僕の足くらいまでしかなかったよ！	아마 어느 유치원에서 교육 중이었나 봐요…… 그 소방 호스를 다루던 캣족 소녀는 키가 제 다리까지 올 만큼 작았어요!	คง​เป็น​โรงเรียนอนุบาล​ไหน​กำลัง​จัดกิจกรรม​การศึกษา​มั้ง​ครับ​...​\nน้องสาว​เผ่า​แมว​ที่​ควบคุม​หัวฉีดน้ำ​ตัวเล็ก​แค่​ขา​ผม​เอง​!​																		
304	34	7	1	18:guest_icon_03	8															1	列维	列維	Levi	レヴィ	레비	เลวี	她才那么小，到底是怎么扛起消防栓的？！\n猫族难道还有这种神奇的力量吗？	她才那麼小，到底是怎麼扛起消防栓的？！\n貓族難道還有這種神奇的力量嗎？	How could she be so small and still lift the fire hydrant cap?! Do Felinians have these kinds of magical powers?	あんなに小さい子が、いったいどうやって消火栓を担いだんだろう？\nまさか、フェリニアンスはまだこんな不思議な力を持ってるのか？	그렇게 작은데 어떻게 소방 호스를 들을 수 있던 거죠?! 캣족에게는 이런 신비한 힘도 있나요?	เธอ​ตัวเล็ก​ขนาด​นั้น​ จะ​ยก​หัวฉีดน้ำ​ได้​ยังไง​?!​\nเผ่า​แมว​มีพลัง​วิเศษ​แบบนี้​ด้วย​เหรอ​?​																		
305	34	8	2		9	3	5730004	9	2											1	我	我	Me	私	나	ฉัน	咳咳……或许是专门给小朋友设计的塑料模型吧。\n别在意那些了，要喝点热饮驱寒吗？	咳咳……或許是專門給小朋友設計的塑膠模型吧。\n別在意那些了，要喝點熱飲驅寒嗎？	Cough... Perhaps it was a plastic model designed for little kids. Don't worry about it. Would you like a hot drink to warm up?	コッホン……もしかしたら子ども用に作られたプラスチック製の模型かもしれないよ。\nさぁ、そんなことはいいから、温かい飲み物でもどう？	크흠……아마 어린이를 위해 디자인된 플라스틱 모형이었을 거예요. 그런 건 신경 쓰지 마세요, 따뜻한 음료 한 잔 드시고 몸을 좀 녹이실래요?	คือ​...​น่าจะเป็น​โมเดล​พลาสติก​ที่​ออกแบบ​มา​สำหรับ​เด็ก​ๆ​ นะ​\nไม่ต้อง​สนใจ​เรื่อง​พวก​นั้น​หรอก​ จะ​ดื่ม​อะไร​อุ่นๆ​ คลาย​หนาว​ไหม​?​	一碗热乎乎的面再好不过了	一碗熱乎乎的麵再好不過了	Nothing better than a hot bowl of noodles.	熱々の麺があれば完璧だね	따끈따끈한 면요리만큼 좋은 건 없죠	บะหมี่​ร้อน​ๆ​ สัก​ชาม​น่าจะ​เหมาะ​ที่สุด​แล้ว​นะ​												
306	34	9	1	18:guest_icon_03	10															1	列维	列維	Levi	レヴィ	레비	เลวี	哦哦！谢谢店长，我正需要……阿嚏！	哦哦！謝謝店長，我正需要……阿嚏！	Oh, thank you, Manager! I could... Achoo!	ああ！店長、ありがとう！助かるよ……ハクション！	오오! 고마워요, 점장님, 마침 필요했어요… 츄릅!	โอ้โห​!​ ขอบคุณ​ครับ​ผู้จัดการ​ พอดี​ผม​กำลัง​ต้อง​กา​ร.​..​ ฮัดเช้ย​!​																		
307	34	10	1	18:guest_icon_03															1	1	列维	列維	Levi	レヴィ	레비	เลวี	啊！！完蛋了……我新买的衣服，这下全脏了！！	啊！！完蛋了……我新買的衣服，這下全髒了！！	Oh no! My new clothes are all dirty now! 	ああっ！！最悪だ……新しい服が、台無しだよ！！	아!! 망했네……새로 산 옷이 이제 다 더러워져 버렸어!!	อ้า​!!​ แย่​แล้ว​...​ เสื้อ​ที่​ผม​เพิ่ง​ซื้อ​มา​ สกปรก​ไป​หมด​แล้ว​!!​																		
308	35	1	1	18:guest_icon_03	2															1	列维	列維	Levi	レヴィ	레비	เลวี	唉……唉……真舍不得……	唉……唉……真捨不得……	Sigh... I really don't want to.	はぁ……はぁぁ……イヤだな……	에휴… 에휴… 정말 아쉽네요…	เฮ้อ​...​ เฮ้อ​...​น่าเสียดาย​จริงๆ​...​																		
309	35	2	1	18:guest_icon_03	3	3	5740001	3	2											1	列维	列維	Levi	レヴィ	레비	เลวี	离开昆士区，就不能经常吃到你们出品的美味餐点了……	離開昆士區，就不能經常吃到你們出品的美味餐點了……	I won't be able to enjoy your delicious food as often anymore... 	コンシ区を出たら、この店の美味しい料理を好きな時に食べられなくなるんだなぁ……	퀸즈 타운을 떠나면 이곳에서 만든 맛있는 음식을 자주 먹을 수 없게 되겠죠…	ออกจาก​เขต​ควินซ์​ไป​ ก็​จะ​ไม่​ได้​กิน​อาหาร​อร่อย​ๆ​ ของ​พวกคุณ​บ่อยๆ​ แล้ว​...​	美味的……	美味的……	Delicious…	おいしい……	맛있는……	อร่อยจัง...												
310	35	3	2		4															1	我	我	Me	私	나	ฉัน	列维先生要离开了吗？	列維先生要離開了嗎？	Is Mr. Levi planning to leave?	レヴィさん、どこかに行っちゃうの？	레비 씨 이곳을 떠나시나요?	คุณ​เล​วี​จะ​ไม่​อยู่​ที่นี่​แล้ว​เหรอ​?​																		
311	35	4	1	18:guest_icon_03	5															1	列维	列維	Levi	レヴィ	레비	เลวี	是啊，公司最近有一个外派到耀州区的工作。\n我想，换个环境，运气或许会变好一点……	是啊，公司最近有一個外派到耀州區的工作。\n我想，換個環境，運氣或許會變好一點……	Yes, I have an upcoming assignment in Yaozhou District for my company. I thought a change of environment might bring me better luck.	そうなんだ、近々耀州区に出向するよう言われていてね。\n環境が変われば、運気も少しは良くなるかもって、そうは思ってるんだよ……	네, 회사에서 요주 타운으로 파견을 가게됐어요. 환경이 바뀌면 운이 좋아질 거라고 생각했거든요…	ใช่​ครับ​ บริษัท​มี​งาน​ย้าย​ไป​เขต​เหยา​โจว​พอดี​\nผม​คิด​ว่า​ เปลี่ยน​สภาพแวดล้อม​ บางที​ดวง​อาจจะ​ดีขึ้น​...​																		
312	35	5	1	18:guest_icon_03	6															1	列维	列維	Levi	レヴィ	레비	เลวี	而且，店长你也感觉到了吧？\n昆士区越来越乱了，已经完全不宜居了！	而且，店長你也感覺到了吧？\n昆士區越來越亂了，已經完全不宜居了！	And, Manager, you've also noticed, right? Quince District has become increasingly chaotic and no longer suitable to live in!	店長も感じてるでしょ？\nコンシ区の混乱はどんどん増す一方、もうとてもじゃないけど人が住める場所じゃないよ！	그리고 점장님도 아시겠지만. 요즘 퀸즈 타운의 치안은 심상치 않아요. 살기 정말 힘들어졌어요	แถม​ผู้จัดการ​ก็​รู้สึก​เหมือนกัน​ใช่ไหม​ล่ะ​?​\nเขต​ควินซ์​วุ่นวาย​ขึ้น​เรื่อยๆ​ ไม่​น่า​อยู่แล้ว​!​																		
313	35	6	2		7															1	我	我	Me	私	나	ฉัน	你是说……越来越多的傀化事件吗？	你是說……越來越多的傀化事件嗎？	Are you talking about the growing number of Affliction incidents?	それってつまり……傀化事件が増えているってこと？	지금… 점점 늘어나는 퍼펫화 사건을 말씀하신 거죠?	คุณ​หมายถึง​...​ เหตุการณ์​หุ่นเชิด​ที่​เพิ่มมากขึ้น​เรื่อยๆ​ น่ะ​เหรอ​?​																		
314	35	7	1	18:guest_icon_03	8															1	列维	列維	Levi	レヴィ	레비	เลวี	没错，我有预感，要发生大灾难了。\n店长，如果可以的话，还是换个地方开店吧……	沒錯，我有預感，要發生大災難了。\n店長，如果可以的話，還是換個地方開店吧……	Yes, I have a premonition that a major disaster is imminent. Manager, if you can, consider opening a new cafe in a different location.	そうだよ、何か大惨事が起こる予感がするんだ。\n店長、できるなら別の場所に店を移した方がいいよ……	맞아요, 정말이지 대재앙이 일어날 거란 예감이 들어요. 점장님도 가능하다면 다른 곳으로 가게를 옮기시는 게 어떠신가요?	ใช่​ครับ​ ผม​มี​ลางสังหรณ์​ว่า​จะ​เกิด​หายนะ​ใหญ่​\nผู้จัดการ​ครับ​ ถ้า​เป็นไปได้​ ย้าย​ไป​เปิดร้าน​ที่อื่น​เถอะ​...​																		
315	35	8	1	18:guest_icon_03	9															1	列维	列維	Levi	レヴィ	레비	เลวี	我在耀州区看了几处房子，都还不错。\n尤其是通天阙，那附近的风景真的非常优美！	我在耀州區看了幾處房子，都還不錯。\n尤其是通天闕，那附近的風景真的非常優美！	I've checked out a few houses in Yaozhou, and they all seem nice. Especially around the Skyward Palace, the scenery there is truly beautiful!	耀州区で物件をいくつか見たけど、悪くなかったよ。\n特に通天闕！あの辺りの景色は本当に素晴らしいんだ！	요주 타운에서 집을 몇 군데 봤는데, 다 괜찮았어요. 특히 통천궁 근처의 풍경은 정말 아름다웠죠!	ผม​ดู​บ้าน​ใน​เขต​เหยา​โจว​ไว้​หลาย​ที่​ ดี​ทั้งนั้น​เลย​\nโดยเฉพาะ​แถว​หอคอย​เทียมฟ้า​ วิว​สวย​มาก​จริงๆ​!​																		
316	35	9	2		10															1	我	我	Me	私	나	ฉัน	通天阙……那个，最好还是不要住在那附近吧？\n我听朋友说过，那边的情况也很复杂……	通天闕……那個，最好還是不要住在那附近吧？\n我聽朋友說過，那邊的情況也很複雜……	Skyward Palace... Well, maybe it's better not to live around there? I've heard from a friend that the situation in that area is quite complex... 	通天闕……えっと、その地域にはあまり住まない方が良いと思うよ。\n友だちから聞いたんだけど、その辺りも複雑な状況みたいで……	통천궁… 그곳은, 최대한 피하는 게 좋을 거예요. 저도 친구에게 들었는데, 그쪽도 상황이 복잡하다고 해요……	หอคอย​เทียมฟ้า​...​เอ่อ​ คง​ไม่​ควร​ไป​อยู่​แถว​นั้น​นะ​?​\nฉัน​ได้ยิน​เพื่อน​เล่า​ว่า​ สถานการณ์​ที่นั่น​ค่อนข้าง​ซับ​ซ้อ​น.​..​																		
317	35	10	1	18:guest_icon_03	11															1	列维	列維	Levi	レヴィ	레비	เลวี	啊？还有这种说法吗？\n感谢你的提醒！我再看看其他的地方吧。	啊？還有這種說法嗎？\n感謝你的提醒！我再看看其他的地方吧。	Oh, really? I wasn't aware of that. Thanks for the heads up. I'll look at other places then.	えっ？そんな話もあるんだ？\n忠告ありがとう！他の場所も見てみることにするよ。	네? 그런 소문이 있었군요? 조언 감사해요! 다른 곳도 좀 더 알아봐야겠네요.	หา​?​ มีเรื่อง​แบบนี้​ด้วย​เหรอ​?​\nขอบคุณ​ที่​เตือน​นะ​ครับ​!​ ผม​จะ​ลองดู​ที่อื่น​อีกที​																		
318	35	11	1	18:guest_icon_03															1	1	列维	列維	Levi	レヴィ	레비	เลวี	对了，请再给我来一份抹茶蛋糕吧！\n离开之前，我要好好把店里的美食再吃一遍才行！	對了，請再給我來一份抹茶蛋糕吧！\n離開之前，我要好好把店裡的美食再吃一遍才行！	By the way, could I have another slice of matcha cake, please? Before I leave, I want to savor the cafe's delicious food one more time! 	そうだ、抹茶ケーキをもう1つお願いできる？\nここを離れちゃう前に、美味しい料理を食べておかないと！	그나저나, 말차 케이크 한 조각 더 주세요! 떠나기 전에 이 가게의 음식을 좀 더 맛보고 싶네요!	อ้อ​ใช่​ ขอ​เค้ก​ชาเขียว​เพิ่ม​อีก​ชิ้น​ครับ​!​\nก่อน​จะ​ไป​ ต้อง​กิน​ของ​อร่อย​ใน​ร้าน​ให้​ครบ​สัก​รอบ​ก่อน​!​																		
319	36	1	1	18:guest_icon_03	2	3	5740002	2	2											1	列维	列維	Levi	レヴィ	레비	เลวี	唉……唉……	唉……唉……	Sigh…	はぁ……もう……	에휴… 에휴…	เฮ้อ... เฮ้อ...	唉……	唉……	Sigh…	はぁ……	아이고……	เฮ้อ...												
320	36	2	1	18:guest_icon_03	3															1	列维	列維	Levi	レヴィ	레비	เลวี	稳定的客流量，轻松有爱的工作氛围……	穩定的客流量，輕鬆有愛的工作氛圍……	A stable customer flow and a relaxed, loving work atmosphere... 	集客も安定している、職場の雰囲気もアットホームで暖かい……	손님 유입량도 좋고, 편안하고 사랑이 넘치는 업무 환경에다가….	ลูกค้า​ไหลเวียน​สม่ำเสมอ​ บรรยากาศ​การทำงาน​สบาย​ๆ​ น่ารัก​...​																		
321	36	3	1	18:guest_icon_03	4															1	列维	列維	Levi	レヴィ	레비	เลวี	年纪轻轻就实现了财富自由的店长，真是令人羡慕……	年紀輕輕就實現了財富自由的店長，真是令人羡慕……	A manager achieving financial freedom at such a young age is truly admirable... 	若くして富を得た店長。あー、本当に羨ましい限りだ……	젊은 나이에 경제적 자유를 달성한 점장님이 정말 부럽네요……	ผู้จัดการ​อายุ​ยัง​น้อย​ก็​มีอิสรภาพ​ทางการเงิน​แล้ว​ น่าอิจฉา​จริงๆ​...​																		
322	36	4	2		5															1	我	我	Me	私	나	ฉัน	列维先生的工作，我记得也很不错来着？是最近不顺利吗？	列維先生的工作，我記得也很不錯來著？是最近不順利嗎？	Mr. Levi, if I recall correctly, your job was going well, wasn't it? Is it not going smoothly recently?	レヴィさんのほうも景気がいいんじゃなかった？最近上手くいかないことでも？	레비 씨의 직업도 꽤 좋다고 들었는데요? 최근에 일이 잘 안 풀리나요?	งาน​ของ​คุณ​เล​วี​ ฉัน​จำได้​ว่า​ก็ดี​อยู่​นะ​?​ ช่วงนี้​ไม่ค่อย​ราบรื่น​เหรอ​?​																		
323	36	5	1	18:guest_icon_03	6															1	列维	列維	Levi	レヴィ	레비	เลวี	唉，别提了。\n最近对接的客户，唉，简直是地狱级的难度。	唉，別提了。\n最近對接的客戶，唉，簡直是地獄級的難度。	Sigh, don't get me started. The clients I've been dealing with recently are a nightmare. 	はぁ、やめてくれよ。\n最近対応してるクライアントに難航していてね。はぁ……もう地獄のようだよ。	아이, 말도 마세요. 최근 만난 고객은 거의 지옥 수준이에요	เฮ้อ​ อย่า​พูดถึง​เลย​\nลูกค้า​ที่​ต้อง​ติดต่อ​ช่วงนี้​ เฮ้อ​ ยาก​ระดับ​นรก​เลย​																		
324	36	6	1	18:guest_icon_03	7															1	列维	列維	Levi	レヴィ	레비	เลวี	为了应付他们，我每天都得加班到深夜。\n但是这样的话，白天的工作状态又会变差。	為了應付他們，我每天都得加班到深夜。\n但是這樣的話，白天的工作狀態又會變差。	To meet their demands, I have to work late into the night every day. But that affects my daytime work performance.	その対応で、毎日夜遅くまで残業しなくちゃいけなくて。\nでもそうなると、日中の業務にも支障が出るって始末さ。	그 사람들의 요구를 들어주기 위해서 매일 밤늦게까지 야근을 해야 한답니다. 그런데 이렇게 되면, 낮의 업무 집중도가 떨어지죠	เพื่อ​รับมือ​กับ​พวกเขา​ ผม​ต้อง​ทำงาน​ล่วงเวลา​ถึง​ดึก​ทุกวัน​\nแต่​แบบนี้​ตอนกลางวัน​ก็​จะ​ทำงาน​ได้​แย่​																		
325	36	7	2		8															1	我	我	Me	私	나	ฉัน	辛苦了……要注意身体健康啊。	辛苦了……要注意身體健康啊。	I see, it sounds tough. Be sure to take care of your health.	それはお疲れ様だね……健康には気をつけて。	고생하시네요… 몸 조심하세요	เหนื่อย​มา​กสิ​นะ​...​ ต้อง​ดูแล​สุขภาพ​ด้วย​นะ​																		
326	36	8	1	18:guest_icon_03	9															1	列维	列維	Levi	レヴィ	레비	เลวี	那天实在太困了，决定偷偷下楼买咖啡提神。\n结果电梯门打开，里面站着上司和老板……	那天實在太困了，決定偷偷下樓買咖啡提神。\n結果電梯門打開，裡面站著上司和老闆……	I was exhausted that day, so I decided to sneak downstairs to buy some coffee to wake up. But when the elevator doors opened, the manager and my supervisor were inside... 	あの日はとても眠かったんだ。気分転換にコーヒーを買いに下の階に行こうとしたんだ。それだけ。それなのに……\nエレベーターのドアが開いた瞬間、そこに立っていたのは上司と支配人で……	그날은 너무 졸려서 몰래 아래층에 내려가서 커피를 사려고 했답니다. 하지만 엘리베이터 문이 열리고, 거기에 상사와 점장님이 계셨죠…	วันนั้น​ง่วง​มาก​ เลย​แอบ​ลง​ไป​ซื้อ​กาแฟ​มา​ดื่ม​แก้​ง่วง​\nพอ​ประตู​ลิฟต์​เปิด​ ข้างใน​มี​หัวหน้า​กับ​เจ้านาย​ยืน​อยู่​...​																		
327	36	9	2		10															1	我	我	Me	私	나	ฉัน	……这个画面，简直是标准的噩梦素材了……	……這個畫面，簡直是標準的噩夢素材了……	That image is like a classic nightmare scenario.	……そのシーン、典型的な悪夢だね……	…이 장면은 정말 일반적인 최악의 상황이네요…	...​ภาพ​นี้​ เรียก​ว่า​วัตถุดิบ​ฝันร้าย​เลย​นะ​...​																		
328	36	10	1	18:guest_icon_03	11															1	列维	列維	Levi	レヴィ	레비	เลวี	自费提高工作效率，还要被扣奖金……\n唉，这个破班不上也罢。	自費提高工作效率，還要被扣獎金……\n唉，這個破班不上也罷。	Having to pay out of pocket to increase work efficiency and then having your bonus cut... Ugh, this job isn't worth it. 	業務効率を上げるために身銭を切っているっていうのに、ボーナスまでマイナス査定だって……\nはぁ、もう仕事になんて行きたくないよ。	자비로 업무 효율을 높이려고 했다가 오히려 평가가 나빠지고… 에휴, 이래가지곤 출근해도 아무 의미 없어요	เสียเงิน​ตัวเอง​เพื่อ​เพิ่มประสิทธิภาพ​การทำงาน​ ยัง​จะ​โดน​หัก​โบนัส​...​\nเฮ้อ​ งาน​บ้า​นี่​ ไม่​ทำ​ก็ได้​																		
329	36	11	1	18:guest_icon_03	12															1	列维	列維	Levi	レヴィ	레비	เลวี	不说了……麻烦帮我把餐点打包，我还得回去加班呢。	不說了……麻煩幫我把餐點外帶，我還得回去加班呢。	Anyway, please help me pack up the meal; I need to head back and work overtime.	やめだ、やめだ……テイクアウトでお願いするよ。さっさと仕事に戻らなきゃいけないから。	그만 넋두리할게요… 음식은 포장해 주세요. 저는 다시 야근하러 가야 하니까요	ไม่​พูด​แล้ว​...​ ช่วย​ห่อ​ให้​หน่อย​ครับ​ ผม​ต้อง​กลับ​ไป​ทำงาน​ล่วงเวลา​แล้ว​																		
330	36	12	1	18:guest_icon_03															1	1	列维	列維	Levi	レヴィ	레비	เลวี	活下去吧，列维！一定要活下去……\n……还有八千多天就能退休了！	活下去吧，列維！一定要活下去……\n……還有八千多天就能退休了！	Survive, Levi! You will make it... Only a little over 8,000 days until retirement!	生きろ！レヴィ！生きるんだ……\n……定年までたった8000日じゃないか！	살아남자, 레비! 반드시 살아남자… 퇴직까지 이제 팔천일만 버티면 되니까!	สู้​ต่อไป​นะ​ เลวี่​!​ ต้อง​มีชีวิตรอด​ให้ได้​...​\n...​อีก​แค่​แปด​พัน​กว่า​วัน​ก็​เกษียณ​แล้ว​!​																		
331	37	1	1	18:guest_icon_03	2	3	5740002	2	2											1	列维	列維	Levi	レヴィ	레비	เลวี	唉……唉……	唉……唉……	Sigh…	はぁ……もう……	에휴… 에휴…	เฮ้อ... เฮ้อ...	唉……	唉……	Sigh…	はぁ……	아이고……	เฮ้อ...												
332	37	2	1	18:guest_icon_03	3															1	列维	列維	Levi	レヴィ	레비	เลวี	真是香甜可口啊，猫爪布丁……\n是只有在店里才能吃到的美味呢……咳咳！咳……	真是香甜可口啊，貓爪布丁……\n是只有在店裡才能吃到的美味呢……咳咳！咳……	It's so delicious, the Paw Pudding... It's a delicacy that can only be found in this restaurant... Ahem!	実に甘くて香ばしい、この肉球プリン……\nイートインでしか味わえないんだ……ゴホッ！ゲホッ……	정말 달콤하고 맛있네요, 고양이발 푸딩... 이 가게에서만 맛볼 수 있는 맛이에요……켁켁! 켁……	หอม​หวาน​จริงๆ​ พุดดิ้ง​รอย​อุ้งเท้า​แมว​...​\nเป็นความ​อร่อย​ที่​ได้​กิน​ได้​แค่​ใน​ร้าน​สิ​นะ​...​ คอ​แฮ่​ก​!​ แค​ก.​..​																		
333	37	3	2		4															1	我	我	Me	私	나	ฉัน	没事吧，列维先生？\n吃布丁类的甜点，一定要小心别呛到啊……	沒事吧，列維先生？\n吃布丁類的甜點，一定要小心別嗆到啊……	Are you alright, Mr. Levi? When you eat pudding-like desserts, you need to be careful not to choke... 	大丈夫、レヴィさん？\nプリンみたいなツルっとしたものを食べるときは、誤嚥に気を付けなきゃ……	괜찮으세요, 레비 씨? 푸딩 같은 디저트를 드실 땐, 사레들리지 않게 조심하세요	เป็น​อะไร​ไหม​ คุณ​เล​วี​?​\nกิน​ของหวาน​ประเภท​พุดดิ้ง​ ต้อง​ระวัง​อย่า​ให้​สำลัก​นะ​...​																		
334	37	4	2		5															1	我	我	Me	私	나	ฉัน	我们也有方便外带的包装。\n如果不方便经常过来吃，也可以多买一点带回家。	我們也有方便外帶的包裝。\n如果不方便經常過來吃，也可以多買一點帶回家。	We also have convenient takeout packaging. If it's not easy for you to come here often, you can buy more to take home.	持ち帰り用の箱も用意しているんだよ。\nなかなか食べに来られないなら、多めに買って帰る？	저희 테이크아웃도 되니까, 자주 오시지 못하시면, 여러 개 구입해서 집에 가져가세요	ทาง​ร้าน​มี​บรรจุภัณฑ์​สำหรับ​ซื้อ​กลับบ้าน​ด้วย​\nถ้า​ไม่​สะดวก​มา​ทาน​บ่อยๆ​ ก็​ซื้อ​กลับ​ไป​เยอะ​ๆ​ ได้​																		
335	37	5	1	18:guest_icon_03	6															1	列维	列維	Levi	レヴィ	레비	เลวี	不是这样的原因……\n店长应该也知道吧？猫咪们非常喜欢猫爪布丁的味道。	不是這樣的原因……\n店長應該也知道吧？貓咪們非常喜歡貓爪布丁的味道。	No, it’s not like that... Manager, you know, right? Cats absolutely love the scent of Paw Pudding.	そうじゃないんだよ……\n店長も知っているはずだよね？猫たちは肉球プリンの味が大好きなんだ。	그런 이유가 아니라… 점장님도 아시죠? 고양이도 고양이 발 푸딩 냄새를 정말 좋아한다는 걸요	ไม่​ใช่​เพราะ​แบบ​นั้น​หรอก​ครับ​...​\nผู้จัดการ​ก็​รู้​ใช่ไหม​ล่ะ​?​ พวก​แมว​ๆ​ ชอบ​รสชาติ​พุดดิ้ง​รอย​อุ้งเท้า​แมว​มาก​																		
