id	setMeal	seat	type	skill	maxSkill	group	status	name1	name1_zh_TW	name1_en_UK	name1_ja_JP	name1_ko_KR	name1_th_TH	name2	name2_zh_TW	name2_en_UK	name2_ja_JP	name2_ko_KR	name2_th_TH
85	2	1	1	5002	5002	10	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
86	2	2	3	5001	5001	10	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
87	2	3	4	5003	5004	10	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
88	3	1	1	5002	5002	10	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
89	3	2	3	5001	5001	10	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
90	3	3	4	5003	5004	10	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
91	1	1	1	5002	5002	11	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
92	1	2	2	5001	5001	11	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
93	1	3	4	5003	5004	11	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
94	2	1	1	5002	5002	11	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
95	2	2	3	5001	5001	11	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
96	2	3	4	5003	5004	11	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
97	3	1	1	5002	5002	11	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
98	3	2	2	5001	5001	11	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
99	3	3	4	5003	5004	11	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
100	1	1	1	5002	5002	12	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
101	1	2	2	5001	5001	12	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
102	1	3	4	5003	5004	12	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
103	2	1	1	5002	5002	12	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
104	2	2	3	5001	5001	12	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
105	2	3	4	5003	5004	12	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
106	3	1	1	5002	5002	12	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
107	3	2	3	5001	5001	12	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
108	3	3	4	5003	5004	12	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
109	1	1	1	5002	5002	13	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
110	1	2	2	5001	5001	13	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
111	1	3	4	5003	5004	13	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
112	2	1	1	5002	5002	13	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
113	2	2	3	5001	5001	13	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
114	2	3	4	5003	5004	13	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
115	3	1	1	5002	5002	13	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
116	3	2	2	5001	5001	13	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
117	3	3	4	5003	5004	13	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
118	1	1	1	5002	5002	14	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
119	1	2	2	5001	5001	14	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
120	1	3	4	5003	5004	14	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
121	2	1	1	5002	5002	14	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
122	2	2	3	5001	5001	14	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
123	2	3	4	5003	5004	14	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
124	3	1	1	5002	5002	14	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
125	3	2	3	5001	5001	14	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
126	3	3	4	5003	5004	14	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
127	1	1	1	5002	5002	15	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
128	1	2	2	5001	5001	15	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
129	1	3	4	5003	5004	15	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
130	2	1	1	5002	5002	15	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
131	2	2	3	5001	5001	15	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
132	2	3	4	5003	5004	15	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
133	3	1	1	5002	5002	15	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
134	3	2	2	5001	5001	15	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
135	3	3	4	5003	5004	15	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
136	1	1	1	5002	5002	16	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
137	1	2	2	5001	5001	16	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
138	1	3	4	5003	5004	16	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
139	2	1	1	5002	5002	16	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
140	2	2	3	5001	5001	16	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
141	2	3	4	5003	5004	16	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
142	3	1	1	5002	5002	16	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
143	3	2	3	5001	5001	16	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
144	3	3	4	5003	5004	16	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
145	1	1	1	5002	5002	17	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
146	1	2	2	5001	5001	17	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
147	1	3	4	5003	5004	17	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
148	2	1	1	5002	5002	17	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
149	2	2	3	5001	5001	17	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
150	2	3	4	5003	5004	17	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
151	3	1	1	5002	5002	17	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
152	3	2	2	5001	5001	17	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
153	3	3	4	5003	5004	17	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
154	1	1	1	5002	5002	18	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
155	1	2	2	5001	5001	18	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
156	1	3	4	5003	5004	18	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
157	2	1	1	5002	5002	18	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
158	2	2	3	5001	5001	18	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
159	2	3	4	5003	5004	18	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
160	3	1	1	5002	5002	18	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
161	3	2	3	5001	5001	18	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
162	3	3	4	5003	5004	18	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
163	1	1	1	5002	5002	19	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
164	1	2	2	5001	5001	19	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
165	1	3	4	5003	5004	19	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
166	2	1	1	5002	5002	19	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
167	2	2	3	5001	5001	19	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
168	2	3	4	5003	5004	19	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
169	3	1	1	5002	5002	19	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
