equipId	quality	equipPart	poolMain	poolsub	equipRefiningItem	equipRefiningNum	equipRefiningItemWay2	equipRefiningItemWay2Num	suitId	equipICon	equipIBigCon	isRandom	status	levelupType	type	equipName	equipName_zh_TW	equipName_en_UK	equipName_ja_JP	equipName_ko_KR	equipName_th_TH	equipDesc	equipDesc_zh_TW	equipDesc_en_UK	equipDesc_ja_JP	equipDesc_ko_KR	equipDesc_th_TH
4010654	5	4	4	1005	4100032;3000003	1;20000			106	7:goods_icon_4010654	7:goods_icon_4010654	1	1			暴伤套-尾饰	爆傷套-尾飾	CRIT DMG Set - Tailpiece	会心ダメージ装飾・尻尾	크리티컬 대미지 세트-꼬리 장식	เซ็ต​ดา​เม​จค​ริ​ -​ ประดับ​หาง​	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010655	5	5	5	1005	4100032;3000003	1;20000			106	7:goods_icon_4010655	7:goods_icon_4010655	1	1			暴伤套-嘴套	爆傷套-嘴套	CRIT DMG Set - Mouthpiece	会心ダメージ装飾・顔	크리티컬 대미지 세트-마스크	เซ็ต​ดา​เม​จค​ริ​ -​ ส่วน​ปาก​	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010656	5	6	6	1005	4100032;3000003	1;20000			106	7:goods_icon_4010656	7:goods_icon_4010656	1	1			暴伤套-爪饰	爆傷套-爪飾	CRIT DMG Set - Claws	会心ダメージ装飾・爪	크리티컬 대미지 세트-장갑	เซ็ตดาเมจคริ - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010661	6	1	1	1006	4100032;3000003	1;20000			106	7:goods_icon_4010661	7:goods_icon_4010661	1	1			暴伤套-头饰	爆傷套-頭飾	CRIT DMG Set - Headpiece	会心ダメージ装飾・頭部	크리티컬 대미지 세트-머리 장식	เซ็ต​ดา​เม​จค​ริ​ -​ ประดับ​หัว​	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010662	6	2	2	1006	4100032;3000003	1;20000			106	7:goods_icon_4010662	7:goods_icon_4010662	1	1			暴伤套-耳饰	爆傷套-耳飾	CRIT DMG Set - Earrings	会心ダメージ装飾・耳	크리티컬 대미지 세트-귀 장식	เซ็ตดาเมจคริ - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010663	6	3	3	1006	4100032;3000003	1;20000			106	7:goods_icon_4010663	7:goods_icon_4010663	1	1			暴伤套-颈环	爆傷套-頸環	CRIT DMG Set - Necklace	会心ダメージ装飾・首	크리티컬 대미지 세트-목걸이	เซ็ตดาเมจคริ - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010664	6	4	4	1006	4100032;3000003	1;20000			106	7:goods_icon_4010664	7:goods_icon_4010664	1	1			暴伤套-尾饰	爆傷套-尾飾	CRIT DMG Set - Tailpiece	会心ダメージ装飾・尻尾	크리티컬 대미지 세트-꼬리 장식	เซ็ต​ดา​เม​จค​ริ​ -​ ประดับ​หาง​	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010665	6	5	5	1006	4100032;3000003	1;20000			106	7:goods_icon_4010665	7:goods_icon_4010665	1	1			暴伤套-嘴套	爆傷套-嘴套	CRIT DMG Set - Mouthpiece	会心ダメージ装飾・顔	크리티컬 대미지 세트-마스크	เซ็ต​ดา​เม​จค​ริ​ -​ ส่วน​ปาก​	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010666	6	6	6	1006	4100032;3000003	1;20000			106	7:goods_icon_4010666	7:goods_icon_4010666	1	1			暴伤套-爪饰	爆傷套-爪飾	CRIT DMG Set - Claws	会心ダメージ装飾・爪	크리티컬 대미지 세트-장갑	เซ็ตดาเมจคริ - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010711	1	1	1	1001	4100032;3000003	1;2000			107	7:goods_icon_4010711	7:goods_icon_4010711	1	1			不屈套-头饰	不屈套-頭飾	Undaunted Set - Headpiece	不屈装飾・頭部	불굴 세트-머리 장식	เซ็ตความอึด - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010712	1	2	2	1001	4100032;3000003	1;2000			107	7:goods_icon_4010712	7:goods_icon_4010712	1	1			不屈套-耳饰	不屈套-耳飾	Undaunted Set - Earrings	不屈装飾・耳	불굴 세트-귀 장식	เซ็ตความอึด - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010713	1	3	3	1001	4100032;3000003	1;2000			107	7:goods_icon_4010713	7:goods_icon_4010713	1	1			不屈套-颈环	不屈套-頸環	Undaunted Set - Necklace	不屈装飾・首	불굴 세트-목걸이	เซ็ตความอึด - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010714	1	4	4	1001	4100032;3000003	1;2000			107	7:goods_icon_4010714	7:goods_icon_4010714	1	1			不屈套-尾饰	不屈套-尾飾	Undaunted Set - Tailpiece	不屈装飾・尻尾	불굴 세트-꼬리 장식	เซ็ต​ความ​อึด​ -​ ประดับ​หาง​	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010715	1	5	5	1001	4100032;3000003	1;2000			107	7:goods_icon_4010715	7:goods_icon_4010715	1	1			不屈套-嘴套	不屈套-嘴套	Undaunted Set - Mouthpiece	不屈装飾・顔	불굴 세트-마스크	เซ็ตความอึด - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010716	1	6	6	1001	4100032;3000003	1;2000			107	7:goods_icon_4010716	7:goods_icon_4010716	1	1			不屈套-爪饰	不屈套-爪飾	Undaunted Set - Claws	不屈装飾・爪	불굴 세트-장갑	เซ็ตความอึด - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010721	2	1	1	1002	4100032;3000003	1;5000			107	7:goods_icon_4010721	7:goods_icon_4010721	1	1			不屈套-头饰	不屈套-頭飾	Undaunted Set - Headpiece	不屈装飾・頭部	불굴 세트-머리 장식	เซ็ตความอึด - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010722	2	2	2	1002	4100032;3000003	1;5000			107	7:goods_icon_4010722	7:goods_icon_4010722	1	1			不屈套-耳饰	不屈套-耳飾	Undaunted Set - Earrings	不屈装飾・耳	불굴 세트-귀 장식	เซ็ตความอึด - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010723	2	3	3	1002	4100032;3000003	1;5000			107	7:goods_icon_4010723	7:goods_icon_4010723	1	1			不屈套-颈环	不屈套-頸環	Undaunted Set - Necklace	不屈装飾・首	불굴 세트-목걸이	เซ็ตความอึด - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010724	2	4	4	1002	4100032;3000003	1;5000			107	7:goods_icon_4010724	7:goods_icon_4010724	1	1			不屈套-尾饰	不屈套-尾飾	Undaunted Set - Tailpiece	不屈装飾・尻尾	불굴 세트-꼬리 장식	เซ็ต​ความ​อึด​ -​ ประดับ​หาง​	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010725	2	5	5	1002	4100032;3000003	1;5000			107	7:goods_icon_4010725	7:goods_icon_4010725	1	1			不屈套-嘴套	不屈套-嘴套	Undaunted Set - Mouthpiece	不屈装飾・顔	불굴 세트-마스크	เซ็ตความอึด - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010726	2	6	6	1002	4100032;3000003	1;5000			107	7:goods_icon_4010726	7:goods_icon_4010726	1	1			不屈套-爪饰	不屈套-爪飾	Undaunted Set - Claws	不屈装飾・爪	불굴 세트-장갑	เซ็ตความอึด - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010731	3	1	1	1003	4100032;3000003	1;10000			107	7:goods_icon_4010731	7:goods_icon_4010731	1	1			不屈套-头饰	不屈套-頭飾	Undaunted Set - Headpiece	不屈装飾・頭部	불굴 세트-머리 장식	เซ็ตความอึด - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010732	3	2	2	1003	4100032;3000003	1;10000			107	7:goods_icon_4010732	7:goods_icon_4010732	1	1			不屈套-耳饰	不屈套-耳飾	Undaunted Set - Earrings	不屈装飾・耳	불굴 세트-귀 장식	เซ็ตความอึด - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010733	3	3	3	1003	4100032;3000003	1;10000			107	7:goods_icon_4010733	7:goods_icon_4010733	1	1			不屈套-颈环	不屈套-頸環	Undaunted Set - Necklace	不屈装飾・首	불굴 세트-목걸이	เซ็ตความอึด - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010734	3	4	4	1003	4100032;3000003	1;10000			107	7:goods_icon_4010734	7:goods_icon_4010734	1	1			不屈套-尾饰	不屈套-尾飾	Undaunted Set - Tailpiece	不屈装飾・尻尾	불굴 세트-꼬리 장식	เซ็ต​ความ​อึด​ -​ ประดับ​หาง​	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010735	3	5	5	1003	4100032;3000003	1;10000			107	7:goods_icon_4010735	7:goods_icon_4010735	1	1			不屈套-嘴套	不屈套-嘴套	Undaunted Set - Mouthpiece	不屈装飾・顔	불굴 세트-마스크	เซ็ตความอึด - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010736	3	6	6	1003	4100032;3000003	1;10000			107	7:goods_icon_4010736	7:goods_icon_4010736	1	1			不屈套-爪饰	不屈套-爪飾	Undaunted Set - Claws	不屈装飾・爪	불굴 세트-장갑	เซ็ตความอึด - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010741	4	1	1	1004	4100032;3000003	1;15000			107	7:goods_icon_4010741	7:goods_icon_4010741	1	1			不屈套-头饰	不屈套-頭飾	Undaunted Set - Headpiece	不屈装飾・頭部	불굴 세트-머리 장식	เซ็ตความอึด - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010742	4	2	2	1004	4100032;3000003	1;15000			107	7:goods_icon_4010742	7:goods_icon_4010742	1	1			不屈套-耳饰	不屈套-耳飾	Undaunted Set - Earrings	不屈装飾・耳	불굴 세트-귀 장식	เซ็ตความอึด - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010743	4	3	3	1004	4100032;3000003	1;15000			107	7:goods_icon_4010743	7:goods_icon_4010743	1	1			不屈套-颈环	不屈套-頸環	Undaunted Set - Necklace	不屈装飾・首	불굴 세트-목걸이	เซ็ตความอึด - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010744	4	4	4	1004	4100032;3000003	1;15000			107	7:goods_icon_4010744	7:goods_icon_4010744	1	1			不屈套-尾饰	不屈套-尾飾	Undaunted Set - Tailpiece	不屈装飾・尻尾	불굴 세트-꼬리 장식	เซ็ต​ความ​อึด​ -​ ประดับ​หาง​	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010745	4	5	5	1004	4100032;3000003	1;15000			107	7:goods_icon_4010745	7:goods_icon_4010745	1	1			不屈套-嘴套	不屈套-嘴套	Undaunted Set - Mouthpiece	不屈装飾・顔	불굴 세트-마스크	เซ็ตความอึด - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010746	4	6	6	1004	4100032;3000003	1;15000			107	7:goods_icon_4010746	7:goods_icon_4010746	1	1			不屈套-爪饰	不屈套-爪飾	Undaunted Set - Claws	不屈装飾・爪	불굴 세트-장갑	เซ็ตความอึด - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010751	5	1	1	1005	4100032;3000003	1;20000			107	7:goods_icon_4010751	7:goods_icon_4010751	1	1			不屈套-头饰	不屈套-頭飾	Undaunted Set - Headpiece	不屈装飾・頭部	불굴 세트-머리 장식	เซ็ตความอึด - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010752	5	2	2	1005	4100032;3000003	1;20000			107	7:goods_icon_4010752	7:goods_icon_4010752	1	1			不屈套-耳饰	不屈套-耳飾	Undaunted Set - Earrings	不屈装飾・耳	불굴 세트-귀 장식	เซ็ตความอึด - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010753	5	3	3	1005	4100032;3000003	1;20000			107	7:goods_icon_4010753	7:goods_icon_4010753	1	1			不屈套-颈环	不屈套-頸環	Undaunted Set - Necklace	不屈装飾・首	불굴 세트-목걸이	เซ็ตความอึด - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010754	5	4	4	1005	4100032;3000003	1;20000			107	7:goods_icon_4010754	7:goods_icon_4010754	1	1			不屈套-尾饰	不屈套-尾飾	Undaunted Set - Tailpiece	不屈装飾・尻尾	불굴 세트-꼬리 장식	เซ็ต​ความ​อึด​ -​ ประดับ​หาง​	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010755	5	5	5	1005	4100032;3000003	1;20000			107	7:goods_icon_4010755	7:goods_icon_4010755	1	1			不屈套-嘴套	不屈套-嘴套	Undaunted Set - Mouthpiece	不屈装飾・顔	불굴 세트-마스크	เซ็ตความอึด - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010756	5	6	6	1005	4100032;3000003	1;20000			107	7:goods_icon_4010756	7:goods_icon_4010756	1	1			不屈套-爪饰	不屈套-爪飾	Undaunted Set - Claws	不屈装飾・爪	불굴 세트-장갑	เซ็ตความอึด - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010761	6	1	1	1006	4100032;3000003	1;20000			107	7:goods_icon_4010761	7:goods_icon_4010761	1	1			不屈套-头饰	不屈套-頭飾	Undaunted Set - Headpiece	不屈装飾・頭部	불굴 세트-머리 장식	เซ็ตความอึด - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010762	6	2	2	1006	4100032;3000003	1;20000			107	7:goods_icon_4010762	7:goods_icon_4010762	1	1			不屈套-耳饰	不屈套-耳飾	Undaunted Set - Earrings	不屈装飾・耳	불굴 세트-귀 장식	เซ็ตความอึด - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010763	6	3	3	1006	4100032;3000003	1;20000			107	7:goods_icon_4010763	7:goods_icon_4010763	1	1			不屈套-颈环	不屈套-頸環	Undaunted Set - Necklace	不屈装飾・首	불굴 세트-목걸이	เซ็ตความอึด - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010764	6	4	4	1006	4100032;3000003	1;20000			107	7:goods_icon_4010764	7:goods_icon_4010764	1	1			不屈套-尾饰	不屈套-尾飾	Undaunted Set - Tailpiece	不屈装飾・尻尾	불굴 세트-꼬리 장식	เซ็ต​ความ​อึด​ -​ ประดับ​หาง​	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010765	6	5	5	1006	4100032;3000003	1;20000			107	7:goods_icon_4010765	7:goods_icon_4010765	1	1			不屈套-嘴套	不屈套-嘴套	Undaunted Set - Mouthpiece	不屈装飾・顔	불굴 세트-마스크	เซ็ตความอึด - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010766	6	6	6	1006	4100032;3000003	1;20000			107	7:goods_icon_4010766	7:goods_icon_4010766	1	1			不屈套-爪饰	不屈套-爪飾	Undaunted Set - Claws	不屈装飾・爪	불굴 세트-장갑	เซ็ตความอึด - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010811	1	1	1	1001	4100032;3000003	1;2000			108	7:goods_icon_4010811	7:goods_icon_4010811	1	1			援护套-头饰	援護套-頭飾	Support Set - Headpiece	援護装飾・頭部	엄호 세트 - 머리 장식	เซ็ต​ซัพพอร์ต​ -​ ประดับ​หัว​	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010812	1	2	2	1001	4100032;3000003	1;2000			108	7:goods_icon_4010812	7:goods_icon_4010812	1	1			援护套-耳饰	援護套-耳飾	Support Set - Earrings	援護装飾・耳	엄호 세트 - 귀 장식	เซ็ตซัพพอร์ต - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010813	1	3	3	1001	4100032;3000003	1;2000			108	7:goods_icon_4010813	7:goods_icon_4010813	1	1			援护套-颈环	援護套-頸環	Support Set - Necklace	援護装飾・首	엄호 세트 - 목걸이	เซ็ตซัพพอร์ต - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010814	1	4	4	1001	4100032;3000003	1;2000			108	7:goods_icon_4010814	7:goods_icon_4010814	1	1			援护套-尾饰	援護套-尾飾	Support Set - Tailpiece	援護装飾・尻尾	엄호 세트 - 꼬리 장식	เซ็ต​ซัพพอร์ต​ -​ ประดับ​หาง​	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010815	1	5	5	1001	4100032;3000003	1;2000			108	7:goods_icon_4010815	7:goods_icon_4010815	1	1			援护套-嘴套	援護套-嘴套	Support Set - Mouthpiece	援護装飾・顔	엄호 세트 - 마스크	เซ็ต​ซัพพอร์ต​ -​ ส่วน​ปาก​	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010816	1	6	6	1001	4100032;3000003	1;2000			108	7:goods_icon_4010816	7:goods_icon_4010816	1	1			援护套-爪饰	援護套-爪飾	Support Set - Claws	援護装飾・爪	엄호 세트 - 장갑	เซ็ตซัพพอร์ต - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010821	2	1	1	1002	4100032;3000003	1;5000			108	7:goods_icon_4010821	7:goods_icon_4010821	1	1			援护套-头饰	援護套-頭飾	Support Set - Headpiece	援護装飾・頭部	엄호 세트 - 머리 장식	เซ็ต​ซัพพอร์ต​ -​ ประดับ​หัว​	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010822	2	2	2	1002	4100032;3000003	1;5000			108	7:goods_icon_4010822	7:goods_icon_4010822	1	1			援护套-耳饰	援護套-耳飾	Support Set - Earrings	援護装飾・耳	엄호 세트 - 귀 장식	เซ็ตซัพพอร์ต - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010823	2	3	3	1002	4100032;3000003	1;5000			108	7:goods_icon_4010823	7:goods_icon_4010823	1	1			援护套-颈环	援護套-頸環	Support Set - Necklace	援護装飾・首	엄호 세트 - 목걸이	เซ็ตซัพพอร์ต - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010824	2	4	4	1002	4100032;3000003	1;5000			108	7:goods_icon_4010824	7:goods_icon_4010824	1	1			援护套-尾饰	援護套-尾飾	Support Set - Tailpiece	援護装飾・尻尾	엄호 세트 - 꼬리 장식	เซ็ต​ซัพพอร์ต​ -​ ประดับ​หาง​	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010825	2	5	5	1002	4100032;3000003	1;5000			108	7:goods_icon_4010825	7:goods_icon_4010825	1	1			援护套-嘴套	援護套-嘴套	Support Set - Mouthpiece	援護装飾・顔	엄호 세트 - 마스크	เซ็ต​ซัพพอร์ต​ -​ ส่วน​ปาก​	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010826	2	6	6	1002	4100032;3000003	1;5000			108	7:goods_icon_4010826	7:goods_icon_4010826	1	1			援护套-爪饰	援護套-爪飾	Support Set - Claws	援護装飾・爪	엄호 세트 - 장갑	เซ็ตซัพพอร์ต - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010831	3	1	1	1003	4100032;3000003	1;10000			108	7:goods_icon_4010831	7:goods_icon_4010831	1	1			援护套-头饰	援護套-頭飾	Support Set - Headpiece	援護装飾・頭部	엄호 세트 - 머리 장식	เซ็ต​ซัพพอร์ต​ -​ ประดับ​หัว​	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010832	3	2	2	1003	4100032;3000003	1;10000			108	7:goods_icon_4010832	7:goods_icon_4010832	1	1			援护套-耳饰	援護套-耳飾	Support Set - Earrings	援護装飾・耳	엄호 세트 - 귀 장식	เซ็ตซัพพอร์ต - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010833	3	3	3	1003	4100032;3000003	1;10000			108	7:goods_icon_4010833	7:goods_icon_4010833	1	1			援护套-颈环	援護套-頸環	Support Set - Necklace	援護装飾・首	엄호 세트 - 목걸이	เซ็ตซัพพอร์ต - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010834	3	4	4	1003	4100032;3000003	1;10000			108	7:goods_icon_4010834	7:goods_icon_4010834	1	1			援护套-尾饰	援護套-尾飾	Support Set - Tailpiece	援護装飾・尻尾	엄호 세트 - 꼬리 장식	เซ็ต​ซัพพอร์ต​ -​ ประดับ​หาง​	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010835	3	5	5	1003	4100032;3000003	1;10000			108	7:goods_icon_4010835	7:goods_icon_4010835	1	1			援护套-嘴套	援護套-嘴套	Support Set - Mouthpiece	援護装飾・顔	엄호 세트 - 마스크	เซ็ต​ซัพพอร์ต​ -​ ส่วน​ปาก​	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010836	3	6	6	1003	4100032;3000003	1;10000			108	7:goods_icon_4010836	7:goods_icon_4010836	1	1			援护套-爪饰	援護套-爪飾	Support Set - Claws	援護装飾・爪	엄호 세트 - 장갑	เซ็ตซัพพอร์ต - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010841	4	1	1	1004	4100032;3000003	1;15000			108	7:goods_icon_4010841	7:goods_icon_4010841	1	1			援护套-头饰	援護套-頭飾	Support Set - Headpiece	援護装飾・頭部	엄호 세트 - 머리 장식	เซ็ต​ซัพพอร์ต​ -​ ประดับ​หัว​	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010842	4	2	2	1004	4100032;3000003	1;15000			108	7:goods_icon_4010842	7:goods_icon_4010842	1	1			援护套-耳饰	援護套-耳飾	Support Set - Earrings	援護装飾・耳	엄호 세트 - 귀 장식	เซ็ตซัพพอร์ต - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010843	4	3	3	1004	4100032;3000003	1;15000			108	7:goods_icon_4010843	7:goods_icon_4010843	1	1			援护套-颈环	援護套-頸環	Support Set - Necklace	援護装飾・首	엄호 세트 - 목걸이	เซ็ตซัพพอร์ต - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010844	4	4	4	1004	4100032;3000003	1;15000			108	7:goods_icon_4010844	7:goods_icon_4010844	1	1			援护套-尾饰	援護套-尾飾	Support Set - Tailpiece	援護装飾・尻尾	엄호 세트 - 꼬리 장식	เซ็ต​ซัพพอร์ต​ -​ ประดับ​หาง​	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
