id	activityId	questId	taskCon1	taskCon1Para	taskGroup1	taskCon2	taskCon2Para	taskGroup2	taskCon3	taskCon3Para	taskGroup3	limitRewardId	limitRewardNum	limitTime	rewardId	rewardNum	openType	openParameter	status	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
1110602	1	12015015	3	250	1							9000047	600	864000	3000002;3000003	40;30000			1	至少选择等级250级的【限制】参与怪谈并获得胜利	至少選擇等級250級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 250 or higher.	怪異Lv.250以上に達した状態で、怪談調査に参加して勝利する	250레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 250​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110603	1	12015015	3	320	1							9000047	800	864000	3000002;3000003	40;40000			1	至少选择等级320级的【限制】参与怪谈并获得胜利	至少選擇等級320級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 320 or higher.	怪異Lv.320以上に達した状態で、怪談調査に参加して勝利する	320레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 320​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110604	1	12015015	1	2110601	1							9000047	400	864000	3000002;3000003	40;20000			1	选择完整的限制集合【海市蜃楼】参与怪谈并获得战斗胜利	選擇完整的限制集合【海市蜃樓】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Mirage] restriction combination selected.	「蜃気楼」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [신기루]를 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [มายาลวงตา]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110605	1	12015015	1	2110602	1							9000047	400	864000	3000002;3000003	40;20000			1	选择完整的限制集合【海浪折射】参与怪谈并获得战斗胜利	選擇完整的限制集合【海浪折射】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Refraction Tide] restriction combination selected.	「波の屈折」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [파도의 굴절]을 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [คลื่นทะเลสะท้อนแสง]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110606	1	12015015	1	2110603	1							9000047	400	864000	3000002;3000003	40;20000			1	选择完整的限制集合【潮汐引力】参与怪谈并获得战斗胜利	選擇完整的限制集合【潮汐引力】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Tidal Force] restriction combination selected.	「潮汐力」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [조수 간만의 인력]을 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [แรงดึงดูดแห่งกระแสน้ำ]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110701	1	12015016	3	140	1							9000047	400	1036800	3000002;3000003	40;20000			1	至少选择等级140级的【限制】参与怪谈并获得胜利	至少選擇等級140級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 140 or higher.	怪異Lv.140以上に達した状態で、怪談調査に参加して勝利する	140레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 140​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110702	1	12015016	3	250	1							9000047	600	1036800	3000002;3000003	40;30000			1	至少选择等级250级的【限制】参与怪谈并获得胜利	至少選擇等級250級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 250 or higher.	怪異Lv.250以上に達した状態で、怪談調査に参加して勝利する	250레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 250​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110703	1	12015016	3	320	1							9000047	800	1036800	3000002;3000003	40;40000			1	至少选择等级320级的【限制】参与怪谈并获得胜利	至少選擇等級320級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 320 or higher.	怪異Lv.320以上に達した状態で、怪談調査に参加して勝利する	320레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 320​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110704	1	12015016	1	2110701	1							9000047	400	1036800	3000002;3000003	40;20000			1	选择完整的限制集合【昼夜颠倒】参与怪谈并获得战斗胜利	選擇完整的限制集合【晝夜顛倒】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Temporal Inversion] restriction combination selected.	「昼夜逆転」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [낮밤 바뀜]을 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [วัฏจักรวันคืนพลิกผัน]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110705	1	12015016	1	2110702	1							9000047	400	1036800	3000002;3000003	40;20000			1	选择完整的限制集合【多层坠落】参与怪谈并获得战斗胜利	選擇完整的限制集合【多層墜落】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Endless Plunge] restriction combination selected.	「フォーリング・ディープ」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [고층 추락]을 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [ร่วงหล่นหลายชั้น]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110706	1	12015016	1	2110703	1							9000047	400	1036800	3000002;3000003	40;20000			1	选择完整的限制集合【管中残肢】参与怪谈并获得战斗胜利	選擇完整的限制集合【管中殘肢】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Piped Remains] restriction combination selected.	「くだの中の四肢」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [잘라진 파이프]를 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [ชิ้นส่วนที่เหลืออยู่ในท่อ]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110801	1	12015017	3	140	1							9000047	400	1209600	3000002;3000003	40;20000			1	至少选择等级140级的【限制】参与怪谈并获得胜利	至少選擇等級140級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 140 or higher.	怪異Lv.140以上に達した状態で、怪談調査に参加して勝利する	140레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 140​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110802	1	12015017	3	250	1							9000047	600	1209600	3000002;3000003	40;30000			1	至少选择等级250级的【限制】参与怪谈并获得胜利	至少選擇等級250級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 250 or higher.	怪異Lv.250以上に達した状態で、怪談調査に参加して勝利する	250레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 250​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110803	1	12015017	3	320	1							9000047	800	1209600	3000002;3000003	40;40000			1	至少选择等级320级的【限制】参与怪谈并获得胜利	至少選擇等級320級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 320 or higher.	怪異Lv.320以上に達した状態で、怪談調査に参加して勝利する	320레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 320​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110804	1	12015017	1	2110801	1							9000047	400	1209600	3000002;3000003	40;20000			1	选择完整的限制集合【滞空的木马】参与怪谈并获得战斗胜利	選擇完整的限制集合【滯空的木馬】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Levitating Trojan] restriction combination selected.	「空を飛ぶ木馬」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [하늘 위로 뜬 목마]를 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [ม้าหมุนไร้แรงโน้มถ่วง]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110805	1	12015017	1	2110802	1							9000047	400	1209600	3000002;3000003	40;20000			1	选择完整的限制集合【水底的过山车】参与怪谈并获得战斗胜利	選擇完整的限制集合【水底的過山車】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Underwater Rollercoaster] restriction combination selected.	「水中ジェットコースター」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [물속의 롤러코스터]를 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [บทละครที่ยังไม่จบ]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110806	1	12015017	1	2110803	1							9000047	400	1209600	3000002;3000003	40;20000			1	选择完整的限制集合【永续的摩天轮】参与怪谈并获得战斗胜利	選擇完整的限制集合【永續的摩天輪】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Perpetual Ferris Wheel] restriction combination selected.	「回り続ける観覧車」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [영원히 도는 관람차]를 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [ชิงช้าสวรรค์นิรันดร์]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1120101	2	12015020	3	80	1										9000047;3000002;3000003	500;50;20000			1	达到等级80级的【限制】参与怪谈并获得胜利	達到等級80級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 80.	怪異Lv.80に達した状態で、怪談調査に参加して勝利する	80레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	บรรลุ​ [​เงื่อนไข​]​ ถึง​ Lv.80​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1120102	2	12015020	3	150	1										9000047;3000002;3000003	600;50;25000			1	达到150级的【限制】参与怪谈并获得胜利	達到150級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 150.	怪異Lv.150に達した状態で、怪談調査に参加して勝利する	150레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	บรรลุ​ [​เงื่อนไข​]​ ถึง​ Lv.150​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1120103	2	12015020	3	220	1										9000047;3000002;3000003	700;50;30000			1	达到220级的【限制】参与怪谈并获得胜利	達到220級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 220.	怪異Lv.220に達した状態で、怪談調査に参加して勝利する	220레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	บรรลุ​ [​เงื่อนไข​]​ ถึง​ Lv.220​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1120104	2	12015020	1	2120101	1										9000047;3000002;3000003	800;50;35000			1	选择完整的限制集合【视线模糊】参与怪谈并获得战斗胜利	選擇完整的限制集合【視線模糊】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Obscured Vision] restriction combination selected.	「虚ろな目付き」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]를 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาพร่ามัว]​ ให้​สมบูรณ์​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1120105	2	12015020	1	2120101	1	3	250	1							9000047;3000002;3000003	900;50;40000			1	选择完整的限制集合【视线模糊】且达到250级的【限制】参与怪谈并获得胜利	選擇完整的限制集合【視線模糊】且達到250級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with the full [Obscured Vision] restriction combination selected, ensuring [Restriction] reaches Lv. 250.	「虚ろな目付き」のノードを一括選択し、怪異Lv.250に達した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]를 선택하고, 250레벨 [제한]에 도달한 후, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาพร่ามัว]​ ให้​สมบูรณ์​ และ​บรรลุ​ [​เงื่อนไข​]​ ถึง​ Lv.250​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1120106	2	12015020	1	2120101	1	3	300	1							9000047;3000002;3000003	1000;50;45000			1	选择完整的限制集合【视线模糊】且达到300级的【限制】参与怪谈并获得胜利	選擇完整的限制集合【視線模糊】且達到300級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with the full [Obscured Vision] restriction combination selected, ensuring [Restriction] reaches Lv. 300.	「虚ろな目付き」のノードを一括選択し、怪異Lv.300に達した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]를 선택하고, 300레벨 [제한]에 도달한 후, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาพร่ามัว]​ ให้​สมบูรณ์​ และ​บรรลุ​ [​เงื่อนไข​]​ ถึง​ Lv.300​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1120107	2	12015020	1	2120101	1	3	350	1							9000047;3000002;3000003	1100;50;50000			1	选择完整的限制集合【视线模糊】且达到350级的【限制】参与怪谈并获得胜利	選擇完整的限制集合【視線模糊】且達到350級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with the full [Obscured Vision] restriction combination selected, ensuring [Restriction] reaches Lv. 350.	「虚ろな目付き」のノードを一括選択し、怪異Lv.350に達した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]를 선택하고, 350레벨 [제한]에 도달한 후, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาพร่ามัว]​ ให้​สมบูรณ์​ และ​บรรลุ​ [​เงื่อนไข​]​ ถึง​ Lv.350​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1120108	2	12015020	1	2120101	1	3	400	1							9000047;3000002;3000003	1200;50;55000			1	选择完整的限制集合【视线模糊】且达到400级的【限制】参与怪谈并获得胜利	選擇完整的限制集合【視線模糊】且達到400級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with the full [Obscured Vision] restriction combination selected, ensuring [Restriction] reaches Lv. 400.	「虚ろな目付き」のノードを一括選択し、怪異Lv.400に達した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]를 선택하고, 400레벨 [제한]에 도달한 후, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาพร่ามัว]​ ให้​สมบูรณ์​ และ​บรรลุ​ [​เงื่อนไข​]​ ถึง​ Lv.400​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1120109	2	12015020	1	2120101	1	3	450	1							9000047;3000002;3000003	1300;50;60000			1	选择完整的限制集合【视线模糊】且达到450级的【限制】参与怪谈并获得胜利	選擇完整的限制集合【視線模糊】且達到450級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with the full [Obscured Vision] restriction combination selected, ensuring [Restriction] reaches Lv. 450.	「虚ろな目付き」のノードを一括選択し、怪異Lv.450に達した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]를 선택하고, 450레벨 [제한]에 도달한 후, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาพร่ามัว]​ ให้​สมบูรณ์​ และ​บรรลุ​ [​เงื่อนไข​]​ ถึง​ Lv.450​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1120110	2	12015020	1	2120101	1	1	2120103	1							9000047;3000002;3000003	1400;50;65000			1	同时完整选择集合【视线模糊】和【交通事故】参与怪谈并获得胜利	同時完整選擇集合【視線模糊】和【交通事故】參與怪談並獲得勝利	Conquer a Paranormal case with the full [Obscured Vision] and [Traffic Accident] restriction combinations selected.	「虚ろな目付き」と「交通事故」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]와 [교통사고]를 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาพร่ามัว]​ และ​ [อุบัติเหตุจราจร]​ ให้​สมบูรณ์​ในเวลาเดียวกัน​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1120111	2	12015020	1	2120101	1	1	2120104	1							9000047;3000002;3000003	1500;50;70000			1	同时完整选择集合【视线模糊】和【信号明灭】参与怪谈并获得胜利	同時完整選擇集合【視線模糊】和【信號明滅】參與怪談並獲得勝利	Conquer a Paranormal case with the full [Obscured Vision] and [Flickering Light] restriction combinations selected.	「虚ろな目付き」と「点滅信号」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]와 [깜빡이는 신호]를 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาพร่ามัว]​ และ​ [สัญญาณกระพริบ]​ ให้สมบูรณ์ในเวลาเดียวกัน​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1120112	2	12015020	1	2120101	1	1	2120105	1							9000047;3000002;3000003	1600;50;75000			1	同时完整选择集合【视线模糊】和【逆行路线】参与怪谈并获得胜利	同時完整選擇集合【視線模糊】和【逆行路線】參與怪談並獲得勝利	Conquer a Paranormal case with the full [Obscured Vision] and [Reverse Route] restriction combinations selected.	「虚ろな目付き」と「逆走路」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]와 [역주행 노선]을 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [​สายตา​พร่ามัว​]​ และ​ [​เส้นทาง​ย้อนกลับ​]​ ให้​สมบูรณ์​ในเวลาเดียวกัน​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1120113	2	12015020	1	2120101	1	3	500	1							9000047;3000002;3000003	1700;50;80000			1	选择完整的限制集合【视线模糊】且达到500级的【限制】参与怪谈并获得胜利	選擇完整的限制集合【視線模糊】且達到500級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with the full [Obscured Vision] restriction combination selected, ensuring [Restriction] reaches Lv. 500.	「虚ろな目付き」のノードを一括選択し、怪異Lv.500に達した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]를 선택하고, 500레벨 [제한]에 도달한 후, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาพร่ามัว]​ ให้​สมบูรณ์​ และ​บรรลุ​ [​เงื่อนไข​]​ ถึง​ Lv.500​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1120114	2	12015020	1	2120101	1	3	550	1							9000047;3000002;3000003	1800;50;85000			1	选择完整的限制集合【视线模糊】且达到550级的【限制】参与怪谈并获得胜利	選擇完整的限制集合【視線模糊】且達到550級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with the full [Obscured Vision] restriction combination selected, ensuring [Restriction] reaches Lv. 550.	「虚ろな目付き」のノードを一括選択し、怪異Lv.550に達した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]를 선택하고, 550레벨 [제한]에 도달한 후, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาพร่ามัว]​ ให้​สมบูรณ์​ และ​บรรลุ​ [​เงื่อนไข​]​ ถึง​ Lv.550​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1120115	2	12015020	1	2120101	1	3	600	1							9000047;3000002;3000003	1900;50;90000			1	选择完整的限制集合【视线模糊】且达到600级的【限制】参与怪谈并获得胜利	選擇完整的限制集合【視線模糊】且達到600級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with the full [Obscured Vision] restriction combination selected, ensuring [Restriction] reaches Lv. 600.	「虚ろな目付き」のノードを一括選択し、怪異Lv.600に達した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]를 선택하고, 600레벨 [제한]에 도달한 후, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาพร่ามัว]​ ให้​สมบูรณ์​ และ​บรรลุ​ [​เงื่อนไข​]​ ถึง​ Lv.600​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1120116	2	12015020	1	2120101	1	3	700	1							9000047;3000002;3000003	2000;50;95000			1	选择完整的限制集合【视线模糊】且达到700级的【限制】参与怪谈并获得胜利	選擇完整的限制集合【視線模糊】且達到700級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with the full [Obscured Vision] restriction combination selected, ensuring [Restriction] reaches Lv. 700.	「虚ろな目付き」のノードを一括選択し、怪異Lv.700に達した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]를 선택하고, 700레벨 [제한]에 도달한 후, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาพร่ามัว]​ ให้​สมบูรณ์​ และ​บรรลุ​ [​เงื่อนไข​]​ ถึง​ Lv.700​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1120201	2	12015021	3	140	1							9000047	400	172800	3000002;3000003	40;20000			1	至少选择等级140级的【限制】参与怪谈并获得胜利	至少選擇等級140級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 140 or higher.	怪異Lv.140以上に達した状態で、怪談調査に参加して勝利する	140레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 140​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1120202	2	12015021	3	250	1							9000047	600	172800	3000002;3000003	40;30000			1	至少选择等级250级的【限制】参与怪谈并获得胜利	至少選擇等級250級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 250 or higher.	怪異Lv.250以上に達した状態で、怪談調査に参加して勝利する	250레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 250​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1120203	2	12015021	3	300	1							9000047	800	172800	3000002;3000003	40;40000			1	至少选择等级300级的【限制】参与怪谈并获得胜利	至少選擇等級300級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 300 or higher.	怪異Lv.300以上に達した状態で、怪談調査に参加して勝利する	300레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 300​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1120204	2	12015021	1	2120201	1							9000047	400	172800	3000002;3000003	40;20000			1	选择完整的限制集合【诡异的声响】参与怪谈并获得战斗胜利	選擇完整的限制集合【詭異的聲響】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Chilling Echoes] restriction combination selected.	「怪音」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [기괴한 소리]를 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [เสียงแปลกประหลาด]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1120205	2	12015021	1	2120202	1							9000047	400	172800	3000002;3000003	40;20000			1	选择完整的限制集合【暗处的目光】参与怪谈并获得战斗胜利	選擇完整的限制集合【暗處的目光】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Shadow's Gaze] restriction combination selected.	「暗がりの視線」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [어두운 눈빛]을 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาจากมุมมืด]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1120206	2	12015021	1	2120203	1							9000047	400	172800	3000002;3000003	40;20000			1	选择完整的限制集合【身后的人影】参与怪谈并获得战斗胜利	選擇完整的限制集合【身後的人影】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Shadow Behind] restriction combination selected.	「背後の人影」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [등 뒤의 사람]을 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [เงาคนด้านหลัง]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1120301	2	12015022	3	140	1							9000047	400	345600	3000002;3000003	40;20000			1	至少选择等级140级的【限制】参与怪谈并获得胜利	至少選擇等級140級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 140 or higher.	怪異Lv.140以上に達した状態で、怪談調査に参加して勝利する	140레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 140​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1120302	2	12015022	3	250	1							9000047	600	345600	3000002;3000003	40;30000			1	至少选择等级250级的【限制】参与怪谈并获得胜利	至少選擇等級250級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 250 or higher.	怪異Lv.250以上に達した状態で、怪談調査に参加して勝利する	250레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 250​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
