id	activityId	questId	groupId	siteType	tagLoc	tagId	tagOr	lineType	startLoc	endLoc	lightTag	status
41106135	1	12015015	2110602	1	6;7	31106124						1
41106136	1	12015015	2110602	1	6;3	31106125						1
41106137	1	12015015	2110602	2	1;4			1	1;4	1;4	41106125;41106126	1
41106138	1	12015015	2110602	2	2;6			2	1;5	1;3	41106125;41106126	1
41106139	1	12015015	2110602	2	2;4			1	2;5	2;5	41106127	1
41106140	1	12015015	2110602	2	3;4			2	2;6	2;4	41106127	1
41106141	1	12015015	2110602	2	4;6			4	3;6	3;4	41106129;41106130	1
41106142	1	12015015	2110602	2	4;4			5	3;5	3;5	41106129;41106130	1
41106143	1	12015015	2110602	2	5;6			1	4;5	4;5	41106131;41106132	1
41106144	1	12015015	2110602	2	5;2			2	4;7	4;3	41106131;41106132	1
41106145	1	12015015	2110602	2	5;2			3	5;7	5;7	41106133	1
41106146	1	12015015	2110602	2	5;2			3	5;3	5;3	41106134	1
41106148	1	12015015	2110603	1	1;6	31106127						1
41106149	1	12015015	2110603	1	1;2	31106128						1
41106150	1	12015015	2110603	1	2;7	31106129						1
41106151	1	12015015	2110603	1	2;5	31106130						1
41106152	1	12015015	2110603	1	2;3	31106131	31106131					1
41106153	1	12015015	2110603	1	2;1	31106132	31106131					1
41106154	1	12015015	2110603	1	3;6	31106133						1
41106155	1	12015015	2110603	1	3;2	31106134						1
41106156	1	12015015	2110603	1	4;4	31106135						1
41106157	1	12015015	2110603	1	5;4	31106136						1
41106158	1	12015015	2110603	1	6;5	31106137	31106137					1
41106159	1	12015015	2110603	1	6;3	31106138	31106137					1
41106161	1	12015015	2110603	2	1;6			1	1;6	1;6	41106148	1
41106162	1	12015015	2110603	2	1;2			2	1;7	1;5	41106148	1
41106163	1	12015015	2110603	2	2;6			3	1;2	1;2	41106149	1
41106164	1	12015015	2110603	2	2;2			4	2;7	2;5	41106150;41106150	1
41106165	1	12015015	2110603	2	3;6			5	2;6	2;6	41106150;41106150	1
41106166	1	12015015	2110603	2	3;2			3	2;2	2;2	41106152;41106153	1
41106167	1	12015015	2110603	2	4;6			4	3;6	3;2	41106154;41106155	1
41106168	1	12015015	2110603	2	4;4			5	3;4	3;4	41106154;41106155	1
41106169	1	12015015	2110603	2	5;5			3	4;4	4;4	41106156	1
41106170	1	12015015	2110603	2	5;4			3	5;4	5;4	41106157	1
41107101	1	12015016	2110701	1	1;5	31107101	31107101					1
41107102	1	12015016	2110701	1	1;3	31107102	31107101					1
41107103	1	12015016	2110701	1	2;4	31107103						1
41107104	1	12015016	2110701	1	3;6	31107104						1
41107105	1	12015016	2110701	1	3;4	31107105						1
41107106	1	12015016	2110701	1	3;2	31107106						1
41107107	1	12015016	2110701	1	4;5	31107107	31107107					1
41107108	1	12015016	2110701	1	4;3	31107108	31107107					1
41107109	1	12015016	2110701	1	5;5	31107109						1
41107110	1	12015016	2110701	1	5;3	31107110						1
41107111	1	12015016	2110701	1	6;4	31107111						1
41107114	1	12015016	2110701	2	1;6			3	1;4	1;4	41107101;41107102	1
41107115	1	12015016	2110701	2	1;2			1	2;4	2;4	41107103	1
41107116	1	12015016	2110701	2	2;6			2	2;6	2;2	41107103	1
41107117	1	12015016	2110701	2	2;3			3	2;4	2;4	41107103	1
41107118	1	12015016	2110701	2	2;2			3	3;4	3;4	41107104;41107105;41107106	1
41107119	1	12015016	2110701	2	3;6			4	3;6	3;2	41107104;41107105;41107106	1
41107120	1	12015016	2110701	2	3;3			5	3;4	3;4	41107104;41107105;41107106	1
41107121	1	12015016	2110701	2	3;2			1	4;4	4;4	41107107;41107108	1
41107122	1	12015016	2110701	2	4;6			2	4;5	4;3	41107107;41107108	1
41107123	1	12015016	2110701	2	3;2			4	5;5	5;3	41107109;41107110	1
41107124	1	12015016	2110701	2	4;6			5	5;4	5;4	41107109;41107110	1
41107125	1	12015016	2110702	1	1;6	31107114						1
41107126	1	12015016	2110702	1	1;2	31107115						1
41107127	1	12015016	2110702	1	2;7	31107116	31107116					1
41107128	1	12015016	2110702	1	2;5	31107117	31107116					1
41107129	1	12015016	2110702	1	2;2	31107118						1
41107130	1	12015016	2110702	1	3;4	31107119						1
41107131	1	12015016	2110702	1	4;5	31107120						1
41107132	1	12015016	2110702	1	4;3	31107121						1
41107133	1	12015016	2110702	1	5;5	31107122	31107122					1
41107134	1	12015016	2110702	1	5;3	31107123	31107122					1
41107135	1	12015016	2110702	1	6;5	31107124						1
41107136	1	12015016	2110702	1	6;3	31107125						1
41107137	1	12015016	2110702	2	1;4		·	3	1;2	1;2	41107125	1
41107138	1	12015016	2110702	2	2;6			3	1;6	1;6	41107126	1
41107139	1	12015016	2110702	2	2;4			4	2;6	2;2	41107127;41107128;41107129	1
41107140	1	12015016	2110702	2	3;4			5	2;4	2;4	41107127;41107128;41107129	1
41107141	1	12015016	2110702	2	4;6			1	3;4	3;4	41107130	1
41107142	1	12015016	2110702	2	4;4			2	3;5	3;3	41107130	1
41107143	1	12015016	2110702	2	5;6			4	4;5	4;3	41107131;41107132	1
41107144	1	12015016	2110702	2	5;2			5	4;4	4;4	41107131;41107132	1
41107145	1	12015016	2110702	2	5;2			1	5;4	5;4	41107133;41107134	1
41107146	1	12015016	2110702	2	5;2			2	5;5	5;3	41107133;41107134	1
41107148	1	12015016	2110703	1	1;6	31107126						1
41107149	1	12015016	2110703	1	1;2	31107127						1
41107150	1	12015016	2110703	1	2;7	31107128	31107128					1
41107151	1	12015016	2110703	1	2;5	31107129	31107128					1
41107152	1	12015016	2110703	1	2;2	31107130						1
41107153	1	12015016	2110703	1	3;7	31107131						1
41107154	1	12015016	2110703	1	3;5	31107132						1
41107155	1	12015016	2110703	1	3;3	31107133	31107133					1
41107156	1	12015016	2110703	1	3;1	31107134	31107133					1
41107157	1	12015016	2110703	1	4;6	31107135						1
41107158	1	12015016	2110703	1	4;2	31107136						1
41107159	1	12015016	2110703	1	5;4	31107137						1
41107160	1	12015016	2110703	1	6;4	31107138						1
41107161	1	12015016	2110703	2	1;6			3	1;6	1;6	41106148	1
41107162	1	12015016	2110703	2	1;2			3	1;2	1;2	41106149	1
41107163	1	12015016	2110703	2	2;6			1	2;6	2;6	41106150;41106151	1
41107164	1	12015016	2110703	2	2;2			2	2;7	2;5	41106150;41106151	1
41107165	1	12015016	2110703	2	3;6			3	2;2	2;2	41106152	1
41107166	1	12015016	2110703	2	3;2			4	3;7	3;5	41106153;41106154	1
41107167	1	12015016	2110703	2	4;6			5	3;6	3;6	41106153;41106154	1
41107168	1	12015016	2110703	2	4;4			3	3;2	3;2	41106155;41106156	1
41107169	1	12015016	2110703	2	5;5			4	4;6	4;2	41106157;41106158	1
41107170	1	12015016	2110703	2	5;4			5	4;4	4;4	41106157;41106158	1
41107171	1	12015016	2110703	2	5;4			3	5;4	5;4	41106159	1
41108101	1	12015017	2110801	1	1;5	31108101						1
41108102	1	12015017	2110801	1	1;3	31108102						1
41108103	1	12015017	2110801	1	2;4	31108103						1
41108104	1	12015017	2110801	1	3;6	31108104						1
41108105	1	12015017	2110801	1	3;2	31108105						1
41108106	1	12015017	2110801	1	4;7	31108106	110801					1
41108107	1	12015017	2110801	1	4;5	31108107	110801					1
41108108	1	12015017	2110801	1	4;2	31108108						1
41108109	1	12015017	2110801	1	5;5	31108109	110802					1
41108110	1	12015017	2110801	1	5;3	31108110	110802					1
41108111	1	12015017	2110801	1	6;5	31108111						1
41108112	1	12015017	2110801	1	6;3	31108112						1
41108113	1	12015017	2110801	2	1;5			4	1;5	1;3	41108101;41108102	1
41108114	1	12015017	2110801	2	1;4			5	1;4	1;4	41108101;41108102	1
41108115	1	12015017	2110801	2	2;6			2	2;6	2;2	41108103	1
41108116	1	12015017	2110801	2	2;4			1	2;4	2;4	41108103	1
41108117	1	12015017	2110801	2	3;6			3	3;6	3;6	41108104	1
41108118	1	12015017	2110801	2	3;2			3	3;2	3;2	41108105	1
41108119	1	12015017	2110801	2	4;6			4	4;6	4;2	41108106;41108107;41108108	1
41108120	1	12015017	2110801	2	4;4			5	4;4	4;4	41108106;41108107;41108108	1
41108121	1	12015017	2110801	2	5;5			2	5;5	5;3	41108109;41108110	1
41108122	1	12015017	2110801	2	5;4			1	5;4	5;4	41108109;41108110	1
41108123	1	12015017	2110802	1	1;6	31108113						1
41108124	1	12015017	2110802	1	1;2	31108114						1
41108125	1	12015017	2110802	1	2;6	31108115						1
41108126	1	12015017	2110802	1	2;2	31108116						1
41108127	1	12015017	2110802	1	3;4	31108117						1
41108128	1	12015017	2110802	1	4;5	31108118	110803					1
41108129	1	12015017	2110802	1	4;3	31108119	110803					1
41108130	1	12015017	2110802	1	5;7	31108120	110804					1
41108131	1	12015017	2110802	1	5;5	31108121	110804					1
41108132	1	12015017	2110802	1	5;2	31108122						1
41108133	1	12015017	2110802	1	6;6	31108123						1
41108134	1	12015017	2110802	2	1;6			3	1;6	1;6	41108123	1
41108135	1	12015017	2110802	2	1;2			3	1;2	1;2	41108124	1
41108136	1	12015017	2110802	2	2;6			4	2;6	2;2	41108125;41108126	1
41108137	1	12015017	2110802	2	2;4			5	2;4	2;4	41108125;41108126	1
41108138	1	12015017	2110802	2	3;4			3	3;4	3;4	41108127	1
41108139	1	12015017	2110802	2	4;6 			2	4;6 	4;2	41108128;41108129	1
41108140	1	12015017	2110802	2	4;4			1	4;4	4;4	41108128;41108129	1
41108141	1	12015017	2110802	2	5;6			3	5;6	5;6	41108130;41108131	1
41108142	1	12015017	2110803	1	1;4	31108124						1
41108143	1	12015017	2110803	1	2;6	31108125						1
41108144	1	12015017	2110803	1	2;2	31108126						1
41108145	1	12015017	2110803	1	3;4	31108127						1
41108146	1	12015017	2110803	1	4;4	31108128						1
41108147	1	12015017	2110803	1	5;7	31108129	110805					1
41108148	1	12015017	2110803	1	5;5	31108130	110805					1
41108149	1	12015017	2110803	1	5;2	31108131						1
41108150	1	12015017	2110803	1	6;6	31108132						1
41108151	1	12015017	2110803	1	6;3	31108133	110806					1
41108152	1	12015017	2110803	1	6;1	31108134	110806					1
41108153	1	12015017	2110803	2	1;6			2	1;6	1;2	41108142	1
41108154	1	12015017	2110803	2	1;4			1	1;4	1;4	41108142	1
41108155	1	12015017	2110803	2	2;6			4	2;6	2;2	41108143;41108144	1
41108156	1	12015017	2110803	2	2;4			5	2;4	2;4	41108143;41108144	1
41108157	1	12015017	2110803	2	3;4			3	3;4	3;4	41108145	1
41108158	1	12015017	2110803	2	4;6			2	4;6	4;2	41108146	1
41108159	1	12015017	2110803	2	4;4			1	4;4	4;4	41108146	1
41108160	1	12015017	2110803	2	5;6			3	5;6	5;6	41108147;41108148	1
41108161	1	12015017	2110803	2	5;3			3	5;2	5;2	41108149	1
41201101	2	12015020	2120101	1	1;7	31201101						1
41201102	2	12015020	2120101	1	1;5	31201102						1
41201103	2	12015020	2120101	1	1;3	31201103						1
41201104	2	12015020	2120101	1	1;1	31201104						1
41201105	2	12015020	2120101	1	2;7	31201105	120101					1
41201106	2	12015020	2120101	1	2;5	31201106	120101					1
41201107	2	12015020	2120101	1	2;3	31201107	120102					1
41201108	2	12015020	2120101	1	2;1	31201108	120102					1
41201109	2	12015020	2120101	1	3;7	31201109	120103					1
41201110	2	12015020	2120101	1	3;5	31201110	120103					1
41201111	2	12015020	2120101	1	3;3	31201111	120104					1
41201112	2	12015020	2120101	1	3;1	31201112	120104					1
41201113	2	12015020	2120101	1	4;4	31201113						1
41201114	2	12015020	2120101	1	5;7	31201114	120105					1
41201115	2	12015020	2120101	1	5;5	31201115	120105					1
41201116	2	12015020	2120101	1	5;3	31201116	120106					1
41201117	2	12015020	2120101	1	5;1	31201117	120106					1
41201118	2	12015020	2120101	1	6;7	31201118	120107					1
41201119	2	12015020	2120101	1	6;5	31201119	120107					1
41201120	2	12015020	2120101	1	6;3	31201120	120108					1
41201121	2	12015020	2120101	1	6;1	31201121	120108					1
41201122	2	12015020	2120101	2	1;7			4	1;7	1;5	41201101;41201102	1
41201123	2	12015020	2120101	2	1;6			5	1;6	1;6	41201101;41201102	1
41201124	2	12015020	2120101	2	1;3			4	1;3	1;1	41201103;41201104	1
41201125	2	12015020	2120101	2	1;2			5	1;2	1;2	41201103;41201104	1
41201126	2	12015020	2120101	2	2;6			3	2;6	2;6	41201105;41201116	1
41201127	2	12015020	2120101	2	2;2			3	2;2	2;2	41201107;41201108	1
41201128	2	12015020	2120101	2	3;6			4	3;6	3;2	41201109;41201110;41201111;41201112	1
41201129	2	12015020	2120101	2	3;4			5	3;4	3;4	41201109;41201110;41201111;41201112	1
41201130	2	12015020	2120101	2	4;6			2	4;6	4;2	41201113	1
41201131	2	12015020	2120101	2	4;4			1	4;4	4;4	41201113	1
41201132	2	12015020	2120101	2	5;6			3	5;6	5;6	41201114;41201115	1
41201133	2	12015020	2120101	2	5;2			3	5;2	5;2	41201116;41201117	1
41201134	2	12015020	2120102	1	1;6	31201122						1
41201135	2	12015020	2120102	1	1;2	31201129						1
41201136	2	12015020	2120102	1	2;7	31201123						1
41201137	2	12015020	2120102	1	2;5	31201126						1
41201138	2	12015020	2120102	1	2;3	31201130						1
41201139	2	12015020	2120102	1	2;1	31201132						1
41201140	2	12015020	2120102	1	3;7	31201124						1
41201141	2	12015020	2120102	1	3;5	31201127						1
41201142	2	12015020	2120102	1	3;3	31201131						1
41201143	2	12015020	2120102	1	3;1	31201133						1
41201144	2	12015020	2120102	1	4;7	31201125						1
41201145	2	12015020	2120102	1	4;5	31201128						1
41201146	2	12015020	2120102	1	4;2	31201134						1
41201147	2	12015020	2120102	2	1;7			2	1;7	1;5	41201134	1
41201148	2	12015020	2120102	2	1;6			1	1;6	1;6	41201134	1
41201149	2	12015020	2120102	2	1;3			2	1;3	1;1	41201135	1
41201150	2	12015020	2120102	2	1;2			1	1;2	1;2	41201135	1
41201151	2	12015020	2120102	2	2;7			3	2;7	2;7	41201136	1
41201152	2	12015020	2120102	2	2;5			3	2;5	2;5	41201137	1
41201153	2	12015020	2120102	2	2;3			3	2;3	2;3	41201138	1
41201154	2	12015020	2120102	2	2;1			3	2;1	2;1	41201139	1
41201155	2	12015020	2120102	2	3;7			3	3;7	3;7	41201140	1
41201156	2	12015020	2120102	2	3;5			3	3;5	3;5	41201141	1
41201157	2	12015020	2120102	2	3;3			4	3;3	3;1	41201142;41201143	1
41201158	2	12015020	2120102	2	3;2			5	3;2	3;2	41201142;41201143	1
41201159	2	12015020	2120103	1	1;4	31201135						1
41201160	2	12015020	2120103	1	2;5	31201136	120109					1
41201161	2	12015020	2120103	1	2;3	31201137	120109					1
41201162	2	12015020	2120103	1	3;6	31201138						1
41201163	2	12015020	2120103	1	3;2	31201139						1
41201164	2	12015020	2120103	1	4;7	31201140						1
41201165	2	12015020	2120103	1	4;5	31201141						1
41201166	2	12015020	2120103	1	4;3	31201142						1
41201167	2	12015020	2120103	1	4;1	31201143						1
41201168	2	12015020	2120103	1	5;6	31201144						1
41201169	2	12015020	2120103	1	5;3	31201145						1
41201170	2	12015020	2120103	1	5;1	31201146						1
41201171	2	12015020	2120103	1	6;2	31201147						1
41201172	2	12015020	2120103	2	1;4			3	1;4	1;4	41201159	1
41201173	2	12015020	2120103	2	2;6			2	2;6	2;2	41201160;41201161	1
41201174	2	12015020	2120103	2	2;4			1	2;4	2;4	41201160;41201161	1
41201175	2	12015020	2120103	2	3;7			2	3;7	3;5	41201162	1
41201176	2	12015020	2120103	2	3;6			1	3;6	3;6	41201162	1
41201177	2	12015020	2120103	2	3;3			2	3;3	3;1	41201163	1
41201178	2	12015020	2120103	2	3;2			1	3;2	3;2	41201163	1
41201179	2	12015020	2120103	2	4;7			4	4;7	4;5	41201164;41201165	1
41201180	2	12015020	2120103	2	4;6			5	4;6	4;6	41201164;41201165	1
41201181	2	12015020	2120103	2	4;3			3	4;3	4;3	41201166	1
41201182	2	12015020	2120103	2	4;1			3	4;1	4;1	41201167	1
41201183	2	12015020	2120103	2	4;3			4	5;3	5;1	41201169;41201170	1
41201184	2	12015020	2120103	2	4;2			5	5;2	5;2	41201169;41201170	1
41201185	2	12015020	2120104	1	1;6	31201148						1
41201186	2	12015020	2120104	1	1;2	31201149						1
41201187	2	12015020	2120104	1	2;7	31201150	120110					1
41201188	2	12015020	2120104	1	2;5	31201151	120110					1
41201189	2	12015020	2120104	1	2;3	31201152	120111					1
41201190	2	12015020	2120104	1	2;1	31201153	120111					1
41201191	2	12015020	2120104	1	3;7	31201154	120112					1
41201192	2	12015020	2120104	1	3;5	31201155	120112					1
41201193	2	12015020	2120104	1	3;3	31201156	120112					1
41201194	2	12015020	2120104	1	3;1	31201157	120112					1
41201195	2	12015020	2120104	1	4;6	31201158						1
41201196	2	12015020	2120104	1	4;4	31201159						1
41201197	2	12015020	2120104	1	4;2	31201160						1
41201198	2	12015020	2120104	1	5;7	31201161	120114					1
41201199	2	12015020	2120104	1	5;5	31201162	120114					1
41201200	2	12015020	2120104	1	5;3	31201163	120114					1
41201201	2	12015020	2120104	1	5;1	31201164	120114					1
41201202	2	12015020	2120104	1	6;4	31201165						1
41201203	2	12015020	2120104	2	1;6			3	1;6	1;6	41201185	1
41201204	2	12015020	2120104	2	1;2			3	1;2	1;2	41201186	1
41201205	2	12015020	2120104	2	2;6			4	2;6	2;2	41201187;41201188;41201189;41201190	1
41201206	2	12015020	2120104	2	2;4			5	2;4	2;4	41201187;41201188;41201189;41201190	1
41201207	2	12015020	2120104	2	3;6			2	3;6	3;2	41201191;41201192;41201193;41201194	1
41201208	2	12015020	2120104	2	3;4			1	3;4	3;4	41201191;41201192;41201193;41201194	1
41201209	2	12015020	2120104	2	3;4			3	3;4	3;4	41201191;41201192;41201193;41201194	1
41201210	2	12015020	2120104	2	4;6			4	4;6	4;2	41201195;41201196;41201197	1
41201211	2	12015020	2120104	2	4;4			5	4;4	4;4	41201195;41201196;41201197	1
41201212	2	12015020	2120104	2	4;4			3	4;4	4;4	41201195;41201196;41201197	1
41201213	2	12015020	2120104	2	5;4			3	5;4	5;4	41201198;41201199;41201200;41201201	1
41201214	2	12015020	2120105	1	1;7	31201166						1
41201215	2	12015020	2120105	1	1;3	31201170						1
41201216	2	12015020	2120105	1	2;7	31201167						1
41201217	2	12015020	2120105	1	2;4	31201171						1
41201218	2	12015020	2120105	1	2;2	31201172						1
41201219	2	12015020	2120105	1	3;7	31201168						1
41201220	2	12015020	2120105	1	3;3	31201173						1
41201221	2	12015020	2120105	1	4;7	31201169						1
41201222	2	12015020	2120105	1	4;5	31201174						1
41201223	2	12015020	2120105	1	4;3	31201175						1
41201224	2	12015020	2120105	1	4;1	31201176						1
41201225	2	12015020	2120105	1	6;7	31201177						1
41201226	2	12015020	2120105	1	6;5	31201178						1
41201227	2	12015020	2120105	1	6;3	31201179						1
41201228	2	12015020	2120105	2	1;7			3	1;7	1;7	41201214	1
41201229	2	12015020	2120105	2	1;4			2	1;4	1;2	41201215	1
41201230	2	12015020	2120105	2	1;3			1	1;3	1;3	41201215	1
41201231	2	12015020	2120105	2	2;7			3	2;7	2;7	41201216	1
41201232	2	12015020	2120105	2	2;4			4	2;4	2;2	41201217;41201218	1
41201233	2	12015020	2120105	2	2;3			5	2;3	2;3	41201217;41201218	1
41201234	2	12015020	2120105	2	3;7			3	3;7	3;7	41201219	1
41201235	2	12015020	2120105	2	3;5			2	3;5	3;1	41201220	1
41201236	2	12015020	2120105	2	3;3			1	3;3	3;3	41201220	1
41201237	2	12015020	2120105	2	3;3			3	3;3	3;3	41201220	1
41202101	2	12015021	2120201	1	1;4	31202101						1
41202102	2	12015021	2120201	1	2;7	31202102						1
41202103	2	12015021	2120201	1	2;4	31202103						1
41202104	2	12015021	2120201	1	2;1	31202104						1
41202105	2	12015021	2120201	1	3;7	31202105						1
41202106	2	12015021	2120201	1	3;1	31202106						1
41202107	2	12015021	2120201	1	4;5	31202107	120201					1
41202108	2	12015021	2120201	1	4;3	31202108	120201					1
41202109	2	12015021	2120201	1	5;7	31202109						1
41202110	2	12015021	2120201	1	5;4	31202120						1
41202111	2	12015021	2120201	1	5;1	31202111						1
41202112	2	12015021	2120201	1	6;5	31202112	120202					1
41202113	2	12015021	2120201	1	6;3	31202113	120202					1
41202114	2	12015021	2120201	2	1;7			2	1;7	1;1	41202101	1
41202115	2	12015021	2120201	2	1;4			3	1;4	1;4	41202101	1
41202116	2	12015021	2120201	2	2;1			1	1;4	1;4	41202101	1
41202117	2	12015021	2120201	2	2;1			3	2;1	2;1	41202104	1
41202118	2	12015021	2120201	2	2;7			3	2;7	2;7	41202102	1
41202119	2	12015021	2120201	2	3;7			4	3;7	3;1	41202105;41202106	1
41202120	2	12015021	2120201	2	3;4			5	3;4	3;4	41202105;41202106	1
41202121	2	12015021	2120201	2	4;7			2	4;7	4;1	41202107;41202108	1
41202122	2	12015021	2120201	2	4;4			1	4;4	4;4	41202107;41202108	1
41202123	2	12015021	2120201	2	4;4			3	4;4	4;4	41202107;41202108	1
41202124	2	12015021	2120201	2	5;4			3	5;4	5;4	41202110	1
41202125	2	12015021	2120202	1	1;3	31202114						1
41202126	2	12015021	2120202	1	2;5	31202115						1
41202127	2	12015021	2120202	1	2;1	31202116						1
41202128	2	12015021	2120202	1	3;7	31202117	120203					1
41202129	2	12015021	2120202	1	3;5	31202118	120203					1
41202130	2	12015021	2120202	1	3;3	31202119						1
41202131	2	12015021	2120202	1	3;1	31202120						1
41202132	2	12015021	2120202	1	4;6	31202121						1
41202133	2	12015021	2120202	1	4;1	31202122						1
41202134	2	12015021	2120202	1	5;7	31202123	120204					1
41202135	2	12015021	2120202	1	5;5	31202124	120204					1
41202136	2	12015021	2120202	1	6;6	31202125						1
41202137	2	12015021	2120202	2	1;5			2	1;5	1;1	41202125	1
41202138	2	12015021	2120202	2	1;4			1	1;4	1;4	41202125	1
41202139	2	12015021	2120202	2	2;6			2	2;6	2;3	41202126	1
41202140	2	12015021	2120202	2	2;5			1	2;5	2;5	41202126	1
41202141	2	12015021	2120202	2	2;1			3	2;1	2;1	41202127	1
41202142	2	12015021	2120202	2	3;6			3	3;6	3;6	41202128;41202129	1
41202143	2	12015021	2120202	2	3;1			3	3;1	3;1	41202130	1
41202144	2	12015021	2120202	2	4;6			3	4;6	4;6	41202132	1
41202145	2	12015021	2120202	2	5;6			3	5;6	5;6	41202134;41202135	1
41202146	2	12015021	2120203	1	1;4	31202126						1
41202147	2	12015021	2120203	1	2;5	31202127	120205					1
41202148	2	12015021	2120203	1	2;3	31202128	120205					1
41202149	2	12015021	2120203	1	3;6	31202129						1
41202150	2	12015021	2120203	1	3;2	31202130						1
41202151	2	12015021	2120203	1	4;7	31202131	120206					1
41202152	2	12015021	2120203	1	4;5	31202132	120206					1
41202153	2	12015021	2120203	1	4;3	31202133	120207					1
41202154	2	12015021	2120203	1	4;1	31202134	120207					1
41202155	2	12015021	2120203	1	5;6	31202135						1
41202156	2	12015021	2120203	1	5;3	31202136	120208					1
41202157	2	12015021	2120203	1	5;1	31202137	120208					1
41202158	2	12015021	2120203	1	6;2	31202138						1
41202159	2	12015021	2120203	2	1;4			3	1;4	1;4	41202146	1
41202160	2	12015021	2120203	2	2;6			2	2;6	2;2	41202147;41202148	1
41202161	2	12015021	2120203	2	2;4			1	2;4	2;4	41202147;41202148	1
41202162	2	12015021	2120203	2	3;6			3	3;6	3;6	41202149	1
41202163	2	12015021	2120203	2	3;2			3	3;2	3;2	41202150	1
41202164	2	12015021	2120203	2	4;6			3	4;6	4;6	41202151;41202152	1
41202165	2	12015021	2120203	2	4;2			3	4;2	4;2	41202153;41202154	1
41202166	2	12015021	2120203	2	5;2			3	5;2	5;2	41202156;41202157	1
41203101	2	12015022	2120301	1	1;6	31203101						1
41203102	2	12015022	2120301	1	1;2	31203102						1
41203103	2	12015022	2120301	1	2;6	31203103						1
41203104	2	12015022	2120301	1	2;3	31203104	120301					1
41203105	2	12015022	2120301	1	2;1	31203105	120301					1
41203106	2	12015022	2120301	1	3;6	31203106						1
41203107	2	12015022	2120301	1	3;3	31203107						1
41203108	2	12015022	2120301	1	3;1	31203108						1
41203109	2	12015022	2120301	1	4;7	31203109	120302					1
41203110	2	12015022	2120301	1	4;5	31203110	120302					1
41203111	2	12015022	2120301	1	4;2	31203111						1
41203112	2	12015022	2120301	1	5;4	31203112						1
41203113	2	12015022	2120301	1	6;4	31203113						1
41203114	2	12015022	2120301	2	1;6			3	1;6	1;6	41203101	1
41203115	2	12015022	2120301	2	1;2			3	1;2	1;2	41203102	1
41203116	2	12015022	2120301	2	2;6			3	2;6	2;6	41203103	1
41203117	2	12015022	2120301	2	2;3			2	2;3	2;1	41203104;41203105	1
41203118	2	12015022	2120301	2	2;2			1	2;2	2;2	41203104;41203105	1
41203119	2	12015022	2120301	2	3;6			3	3;6	3;6	41203106	1
41203120	2	12015022	2120301	2	3;3			4	3;3	3;1	41203107;41203108	1
41203121	2	12015022	2120301	2	3;2			5	3;2	3;2	41203107;41203108	1
41203122	2	12015022	2120301	2	4;6			4	4;6	4;2	41203109;41203110;41203111	1
41203123	2	12015022	2120301	2	4;4			5	4;4	4;4	41203109;41203110;41203111	1
41203124	2	12015022	2120301	2	5;4			3	5;4	5;4	41203112	1
41203125	2	12015022	2120302	1	1;4	31203114						1
41203126	2	12015022	2120302	1	2;6	31203115						1
41203127	2	12015022	2120302	1	2;3	31203116	120303					1
41203128	2	12015022	2120302	1	2;1	31203117	120303					1
41203129	2	12015022	2120302	1	3;4	31203118						1
41203130	2	12015022	2120302	1	4;5	31203119	120304					1
41203131	2	12015022	2120302	1	4;3	31203120	120304					1
41203132	2	12015022	2120302	1	5;6	31203121						1
41203133	2	12015022	2120302	1	5;2	31203122						1
41203134	2	12015022	2120302	1	6;6	31203123						1
41203135	2	12015022	2120302	1	6;2	31203124						1
41203136	2	12015022	2120302	2	1;6			2	1;6	1;2	41203125	1
41203137	2	12015022	2120302	2	1;4			1	1;4	1;4	41203125	1
41203138	2	12015022	2120302	2	2;6			4	2;6	2;2	41203126;41203127;41203128	1
41203139	2	12015022	2120302	2	2;4			5	2;4	2;4	41203126;41203127;41203128	1
41203140	2	12015022	2120302	2	3;4			3	3;4	3;4	41203129	1
41203141	2	12015022	2120302	2	4;6			2	4;6	4;2	41203130;41203131	1
41203142	2	12015022	2120302	2	4;4			1	4;4	4;4	41203130;41203131	1
41203143	2	12015022	2120302	2	5;6			3	5;6	5;6	41203132	1
41203144	2	12015022	2120302	2	5;2			3	5;2	5;2	41203133	1
41203145	2	12015022	2120303	1	1;6	31203125						1
41203146	2	12015022	2120303	1	1;2	31203126						1
41203147	2	12015022	2120303	1	2;6	31203127						1
41203148	2	12015022	2120303	1	2;3	31203128	120305					1
41203149	2	12015022	2120303	1	2;1	31203129	120305					1
41203150	2	12015022	2120303	1	3;6	31203130						1
41203151	2	12015022	2120303	1	3;2	31203131						1
41203152	2	12015022	2120303	1	4;7	31203132	120306					1
41203153	2	12015022	2120303	1	4;5	31203133	120306					1
41203154	2	12015022	2120303	1	4;2	31203134						1
41203155	2	12015022	2120303	1	5;4	31203135						1
41203156	2	12015022	2120303	1	6;5	31203136						1
41203157	2	12015022	2120303	1	6;3	31203137						1
41203158	2	12015022	2120303	2	1;6			3	1;6	1;6	41203145	1
41203159	2	12015022	2120303	2	1;2			3	1;2	1;2	41203146	1
41203160	2	12015022	2120303	2	2;6			3	2;6	2;6	41203147	1
41203161	2	12015022	2120303	2	2;2			3	2;2	2;2	41203148;41203149	1
41203162	2	12015022	2120303	2	3;6			3	3;6	3;6	41203150	1
41203163	2	12015022	2120303	2	3;2			3	3;2	3;2	41203151	1
41203164	2	12015022	2120303	2	4;6			4	4;6	4;2	41203152;41203153;41203154	1
41203165	2	12015022	2120303	2	4;4			5	4;4	4;4	41203152;41203153;41203154	1
