id	activityId	groupId	tagOr	tagClash	unlockTask	unlockTag	nextTag	tagScore	iconId	status	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
31107108	1	2110701	110702		0	0	31107109;31107110	20	183:astrict_ctl_sp_03	1	我方死亡时给击杀者恢复全部奥义点数	我方死亡時給擊殺者恢復全部奧義點數	The killer regenerates full SP when an ally perishes.	味方が戦闘不能になると、味方を撃破した敵のSPを全回復する	아군 사망 시 공격자는 필살기 게이지 전체 회복 	เมื่อ​ฝ่าย​เรา​เสียชีวิต​ จะ​ฟื้นฟู​แต้ม​อัล​ติ​เมท​ทั้งหมด​ให้​กับ​ผู้​โจมตี​
31107109	1	2110701			0	0	31107111	20	183:astrict_prop_hp_21	1	敌方生命值提升40%	敵方生命值提升40%	Increases enemies' HP by 40%.	敵のHP＋40%	적 HP +40%	HP​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 40%​
31107110	1	2110701			0	0	31107111	20	183:astrict_prop_pen_21	1	敌方穿透率提升20%	敵方穿透率提升20%	Increases enemies' Armor PEN by 20%.	敵の貫通率＋20%	적 관통률 +20%	อัตรา​เจาะ​เกราะ​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 20%​
31107111	1	2110701			0	0	0	30	183:astrict_ctl_sp_03	1	敌方首领敌人偷取目标3点奥义数	敵方首領敵人偷取目標3點奧義數	The boss steals 3 SP from its target.	ボスは対象からSPを3点吸収する	적 보스 몬스터가 목표의 필살기 게이지를 3pt 갈취	บอส​ฝ่าย​ศัตรู​ขโมย​อัล​ติ​เมท​ 3​ แต้ม​จาก​เป้าหมาย​
31107114	1	2110702			0	-1	31107116;31107117	10	183:astrict_color_shi_01	1	红绿蓝情绪颜色克制伤害提升30%	紅綠藍情緒顏色克制傷害提升30%	Increases DMG dealt by 30% when exploiting Red, Green, and Blue Pathos advantages.	敵のレッド、グリーン、ブルーの有利属性ダメージ＋30%	레드, 블루, 그린 이모션 컬러 상성 대미지 +30%	ดา​เม​จ​ชนะ​ทาง​จาก​พา​โธส​สีน้ำเงิน​ เขียว​ แดง​ เพิ่มขึ้น​ 30%​
31107115	1	2110702			0	-1	31107118	10	183:astrict_prop_criRate_11	1	敌方暴击率提升20%	敵方爆擊率提升20%	Increases enemies' CRIT Rate by 20%.	敵の会心率＋20%	적 크리티컬율 +20%	อัต​ราค​ริ​ติ​คอ​ล​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 20%​
31107116	1	2110702	110703		0	0	31107119	20	183:astrict_prop_atk_21	1	敌方攻击力提升25%	敵方攻擊力提升25%	Increases enemies' ATK by 25%.	敵の攻撃力＋25%	적 공격력 +25%	ATK​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 25%​
31107117	1	2110702	110703		0	0	31107119	20	183:astrict_prop_pen_21	1	敌方穿透率提升25%	敵方穿透率提升25%	Increases enemies' Armor PEN by 25%.	敵の貫通率＋25%	적 관통률 +25%	อัตรา​เจาะ​เกราะ​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 25%​
31107118	1	2110702			0	0	31107119	10	183:astrict_prop_crirDmg_11	1	敌方暴击伤害提升38%	敵方爆擊傷害提升38%	Increases enemies' CRIT DMG by 38%.	敵の会心ダメージ＋38%	적 크리티컬 대미지 +38%	ดา​เม​จค​ริ​ติ​คอ​ล​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 38%​
31107119	1	2110702			0	0	31107120;31107121	20	183:astrict_prop_atk_02	1	敌方攻击降低目标攻击力20%	敵方攻擊降低目標攻擊力20%	Enemies' attacks reduce the target's ATK by 20%.	敵の攻撃を受けた時、対象の攻撃力－20%	적에게 피격 시 목표의 공격력 20% 감소	เมื่อ​ฝ่าย​ศัตรู​โจมตี​จะ​ลด​ ATK​ ของ​เป้าหมาย​ลง​ 20%​
31107120	1	2110702			0	0	31107122;31107123	20	183:astrict_comb_comb_02	1	我方单攻职业受到伤害提升25%	我方單攻職業受到傷害提升25%	Single-target allies take 25% more damage.	単体攻撃する味方の被ダメージ＋25%	아군 단일 공격 클래스에게 적용되는 대미지 -25%	คลาส​โจมตี​เดี่ยว​ฝ่าย​เรา​จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 25%​
31107121	1	2110702			0	0	31107122;31107123	20	183:astrict_prop_hp_21	1	敌方生命值提升40%	敵方生命值提升40%	Increases enemies' HP by 40%.	敵のHP＋40%	적 HP +40%	HP​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 40%​
31107122	1	2110702	110704		0	0	31107124;31107125	30	183:astrict_prop_reHeal_01	1	敌方击杀目标后恢复全部生命值	敵方擊殺目標後恢復全部生命值	Enemies fully recover their HP after killing a target.	敵が対象を撃破した時、HPを全回復する	적이 목표를 처치한 후 HP 전체 회복	หลัง​ศัตรู​กำจัด​เป้าหมาย​จะ​ฟื้นฟู​ HP​ ทั้งหมด​
31107123	1	2110702	110704		0	0	31107124;31107125	30	183:astrict_ctl_sp_03	1	敌方击杀目标后恢复全部奥义点数	敵方擊殺目標後恢復全部奧義點數	Enemies fully regenerate their SP after killing a target.	敵が対象を撃破した時、SPを全回復する	적이 목표를 처치한 후 전체 필살기 게이지 회복	หลัง​ศัตรู​กำจัด​เป้าหมาย​จะ​ฟื้นฟู​แต้ม​อัล​ติ​เมท​ทั้งหมด​
31107124	1	2110702			0	0	0	30	183:astrict_dmtp_bas_01	1	敌方受到群体伤害降低30%	敵方受到群體傷害降低30%	Enemies take 30% reduced AoE DMG.	敵の受ける全体ダメージ－30%	적에게 적용되는 광역 대미지 -30%	ศัตรู​ได้รับ​ดา​เม​จ​หมู่​ลดลง​ 30%​
31107125	1	2110702			0	0	0	30	183:astrict_comb_comb_03	1	敌方每次攻击提升目标受到伤害10%	敵方每次攻擊提升目標受到傷害10%	Each attack from enemies increases the target's DMG taken by 10%.	敵が攻撃する度に、対象に「被ダメージ＋10%」を付与する	적이 공격력이 증가할 때마다 목표에게 부여하는 대미지 +10%	ทุกครั้งที่​ศัตรู​โจมตี​ เป้าหมาย​จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 10%​
31107126	1	2110703			0	-1	31107128;31107129	10	183:astrict_prop_hp_11	1	敌方生命值提升40%	敵方生命值提升40%	Increases enemies' HP by 40%.	敵のHP＋40%	적 HP +40%	HP​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 40%​
31107127	1	2110703			0	-1	31107130	10	183:astrict_prop_atk_11	1	敌方攻击力提升20%	敵方攻擊力提升20%	Increases enemies' ATK by 20%.	敵の攻撃力＋20%	적 공격력 +20%	ATK​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 20%​
31107128	1	2110703	110705		0	0	31107131;31107132	30	183:astrict_prop_reHeal_02	1	敌方攻击会使目标降低受到治疗40%	敵方攻擊會使目標降低受到治療40%	Enemies' attacks reduce the target's Healing Received by 40%.	敵が攻撃する度に、対象に「被回復効果－40%」を付与する	적이 목표를 공격 시 적용되는 치유 효과 -40%	ทุกครั้งที่​ศัตรู​โจมตี​ จะ​ทำให้​เป้าหมาย​ได้รับ​เอฟเฟกต์​ฟื้นฟู​ลดลง​ 40%​
31107129	1	2110703	110705		0	0	31107131;31107132	30	183:astrict_prop_reShi_02	1	敌方攻击会使目标降低受到护盾40%	敵方攻擊會使目標降低受到護盾40%	Enemies' attacks reduce the target's Shield Gained by 40%.	敵が攻撃する度に、対象に「被シールド耐久－40%」を付与する	적이 목표를 공격 시 적용되는 실드 -40%	ทุกครั้งที่​ศัตรู​โจมตี​ ทำให้​เป้าหมาย​ได้รับ​โล่​ป้องกัน​ลดลง​ 40%​
31107130	1	2110703			0	0	31107133;31107134	10	183:astrict_prop_dur_12	1	敌方忍耐率提升15%	敵方忍耐率提升15%	Increases enemies' Endurance by 15%.	敵の忍耐率＋15%	적 인내율 +15%	อัตรา​อดทน​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 15%​
31107131	1	2110703			0	0	31107135	20	183:astrict_levl_summon_01	1	回合数上限减到6	回合數上限減到6	Reduces the turn limit to 6 turns.	戦闘ターン数が6ターンに制限される	전투 시 턴 6턴 이내로 제한	จำกัด​จำนวน​เทิร์น​สูงสุด​ที่​ 6​ เทิร์น​
31107132	1	2110703			0	0	31107135	20	183:astrict_prop_atk_21	1	红绿蓝情绪颜色克制伤害提升30%	紅綠藍情緒顏色克制傷害提升30%	Increases DMG dealt by 30% when exploiting Red, Green, and Blue Pathos advantages.	敵のレッド、グリーン、ブルーの有利属性ダメージ＋30%	레드, 블루, 그린 이모션 컬러 상성 대미지 +30%	ดา​เม​จ​ชนะ​ทาง​จาก​พา​โธส​สีน้ำเงิน​ เขียว​ แดง​ เพิ่มขึ้น​ 30%​
31107133	1	2110703	110706		0	0	31107136	20	183:astrict_team_color_01	1	无法上阵红色战斗员	無法上陣紅色戰鬥員	Unable to deploy Red Combatants.	レッド属性の戦闘員は出撃不可	레드 이모션 전투원 출전 금지	ตัวละคร​สีแดง​ไม่​สามารถ​ต่อสู้​ได้​
31107134	1	2110703	110706		0	0	31107136	20	183:astrict_levl_color_01	1	敌人情绪颜色改为红色	敵人情緒顏色改為紅色	Changes enemies' Pathos color to Red.	敵はレッド属性になる	적 이모션 컬러 레드로 변경	สี​พา​โธส​ของ​ศัตรู​เปลี่ยนเป็น​สีแดง​
31107135	1	2110703			0	0	31107137	20	183:astrict_prop_reHeal_01	1	敌方每回合首次攻击，恢复造成伤害40%生命值	敵方每回合首次攻擊，恢復造成傷害40%生命值	Enemies restore HP equal to 40% of the damage dealt with their first attack each turn.	敵は毎ターン初回攻撃時に、与えたダメージの40%分のHPを回復する	적이 매 턴당 첫 공격 시 부여하는 대미지의 40%에 해당하는 HP 회복	แต่ละ​เทิร์น​ การ​โจมตี​ครั้งแรก​ของ​ฝ่าย​ศัตรู​ จะ​ฟื้นฟู​ HP​ 40%​ ของ​ดา​เม​จ​ที่​สร้าง​ขึ้น​
31107136	1	2110703			0	0	31107137	30	183:astrict_comb_comb_02	1	敌方免疫控制	敵方免疫控制	Enemies are immune to Control effects.	敵は行動制限を無効化する	적이 통제에 면역됨	ฝ่าย​ศัตรู​ต้านทาน​ผล​ควบคุม​
31107137	1	2110703		110701	0	0	31107138	20	183:astrict_comb_comb_04	1	敌方优先攻击生命值最低的目标	敵方優先攻擊生命值最低的目標	Enemies prioritize attacking their target with the lowest HP.	敵はHPが最も低い対象を優先して攻撃する	적이 공격력, HP 가 가장 낮은 목표를 우선 공격	ศัตรู​จะ​โจมตี​เป้าหมาย​ที่​มี​ HP​ ต่ำ​ที่สุด​เป็น​อันดับ​แรก​
31107138	1	2110703			0	0	0	20	183:astrict_ctl_sp_03	1	敌方每次受到攻击偷取攻击者3点奥义数	敵方每次受到攻擊偷取攻擊者3點奧義數	Enemies steal 3 SP from attackers each time they are hit.	敵が攻撃を受けた時、攻撃者からSPを3点吸収する	적 피격 시마다 공격자의 필살기 게이지 3pt 갈취	ทุกครั้งที่​ศัตรู​ได้รับ​การ​โจมตี​ จะ​ขโมย​อัล​ติ​เมท​ 3​ แต้ม​จาก​ผู้​โจมตี​
31108101	1	2110801			0	-1	31108103	20	183:astrict_prop_hp_21	1	敌方生命值提升40%	敵方生命值提升40%	Increases enemies' HP by 40%.	敵のHP＋40%	적 HP +40%	HP​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 40%​
31108102	1	2110801			0	-1	31108103	20	183:astrict_dmtp_bas_02	1	未携带增益效果的我方战斗员造成伤害降低20%	未攜帶增益效果的我方戰鬥員造成傷害降低20%	Allied Combatants without buffs deal 20% reduced damage.	バフを受けていない味方戦闘員の与ダメ－20％	버프를 보유하지 않은 아군 전투원이 부여하는 대미지 -20%	เมื่อ​ฝ่าย​เรา​ที่​ไม่​มี​เอฟเฟกต์​บัฟ​ จะ​สร้าง​ดา​เม​จล​ดล​ง​ 20%​
31108103	1	2110801			0	0	31108104;31108105	10	183:astrict_prop_atk_11	1	敌方攻击力提升15%	敵方攻擊力提升15%	Increases enemies' ATK by 15%.	敵の攻撃力＋15%	적 공격력 +15%	ATK​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 15%​
31108104	1	2110801			0	0	31108106;31108107	20	183:astrict_dmtp_bas_02	1	敌方受到单体技能伤害降低30%	敵方受到單體技能傷害降低30%	Enemies take 30% reduced DMG from single-target skills.	敵が受ける単体スキルダメージ－30%	적에게 적용되는 단일 스틸 대미지 -30%	ศัตรู​ได้รับ​ดา​เม​จ​จาก​สกิล​เป้า​เดี่ยว​ลดลง​ 30%​
31108105	1	2110801			0	0	31108108	10	183:astrict_dmtp_bas_02	1	敌方未携带减益效果时受到伤害降低20%	敵方未攜帶減益效果時受到傷害降低20%	Enemies without debuffs take 20% reduced damage.	敵がデバフを受けていない場合、被ダメージ－20%	적이 디버프 효과 미보유 시 적에게 적용되는 대미지 -20%	เมื่อ​ฝ่าย​ศัตรู​ไม่​ติด​เอฟเฟกต์​ดี​บัฟ​ จะ​ได้รับ​ดา​เม​จล​ดล​ง​ 20%​
31108106	1	2110801	110801	110801	0	0	31108109;31108110	20	183:astrict_levl_summon_01	1	增加2名<兔子炮手>敌人	增加2名<兔子炮手>敵人	Adds 2 <Bunny Blaster> enemies.	敵側に「うさぎの砲手」を2体追加する	<토끼 포병> 적 2마리 증가	เพิ่ม​ศัตรู​ <​บัน​นี่​บอมบ์​>​ 2​ ตัว​
31108107	1	2110801	110801	110801	0	0	31108109;31108110	20	183:astrict_levl_summon_01	1	增加1名<兔子骑士>敌人	增加1名<兔子騎士>敵人	Adds 1 <Bunny Knight> enemy.	敵側に「うさぎの騎士」を1体追加する	<토끼 기사> 적 1마리 증가	เพิ่ม​ศัตรู​ <​บัน​นี่​ไนต์​>​ 1​ ตัว​
31108108	1	2110801			0	0	31108109;31108110	10	183:astrict_prop_atk_11	1	敌方生命值提升30%	敵方生命值提升30%	Increases enemies' HP by 30%.	敵のHP＋30%	적 HP +30%	HP​ ของ​ศัตรู​เพิ่มขึ้น​ 30%​
31108109	1	2110801	110802		0	0	31108111;31108112	30	183:astrict_dmtp_bas_01	1	敌方小怪奥义技能伤害提升100%	敵方小怪奧義技能傷害提升100%	Increases enemy minions' Ultimate DMG by 100%.	ザコ敵のSP技ダメージ＋100%	적 일반 몬스터의 필살기 스킬 대미지 +100%	ดา​เม​จสกิลอัล​ติ​เมท​จาก​มอนสเตอร์​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 100%​
31108110	1	2110801	110802		0	0	31108111;31108112	30	183:astrict_dmtp_bas_01	1	敌方首领奥义技能伤害提升100%	敵方首領奧義技能傷害提升100%	Increases the boss's Ultimate damage by 100%.	ボスのSP技ダメージ＋100%	적 보스 몬스터의 필살기 스킬 대미지 +100%	ดา​เม​จสกิลอัล​ติ​เมท​จาก​บอส​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 100%​
31108111	1	2110801			0	0	0	20	183:astrict_bufcha_debim_03	1	敌方免疫SP修改	敵方免疫SP修改	Enemies are immune to SP changes.	敵は「SP増減」のデバフ／バフ効果を無効化にする	적 SP 변경 면역	ศัตรู​ต้านทาน​การ​แก้ไข​ SP​
31108112	1	2110801			0	0	0	30	183:astrict_bufcha_debim_02	1	敌方免疫控制	敵方免疫控制	Enemies are immune to Control effects.	敵は行動制限を無効化する	적이 통제에 면역됨	ฝ่าย​ศัตรู​ต้านทาน​ผล​ควบคุม​
31108113	1	2110802			0	-1	31108115	20	183:astrict_dmtp_per_02	1	敌方受到间接伤害降低45%	敵方受到間接傷害降低45%	Enemies take 45% reduced Indirect DMG.	敵が受ける間接ダメージ－45%	적에게 적용되는 간접 대미지 -45%	ฝ่าย​ศัตรู​ได้รับ​ดา​เม​จ​ต่อเนื่อง​ลดลง​ 45%​
31108114	1	2110802			0	-1	31108116	10	183:astrict_prop_atk_11	1	敌方攻击力提升15%	敵方攻擊力提升15%	Increases enemies' ATK by 15%.	敵の攻撃力＋15%	적 공격력 +15%	ATK​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 15%​
31108115	1	2110802			0	0	31108117	10	183:astrict_prop_dur_11	1	敌方忍耐率提升20%	敵方忍耐率提升20%	Increases enemies' Endurance by 20%.	敵の忍耐率＋20%	적 인내율 +20%	อัตรา​อดทน​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 20%​
31108116	1	2110802			0	0	31108117	10	183:astrict_prop_def_11	1	敌方防御力提升30%	敵方防禦力提升30%	Increases enemies' DEF by 30%.	敵の防御力＋30%	적 방어력 +30%	DEF​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 30%​
31108117	1	2110802			0	0	31108118;31108119	20	183:astrict_team_catos_01	1	禁止主动猫球	禁止主動貓球	Unable to use active Catos.	アクティブガトが出撃不可	액티브 냥냥볼 출전 금지	ปิดกั้นแอ็กทีฟแคทบอล
31108118	1	2110802	110803		0	0	31108120;31108121;31108122	20	183:astrict_dmtp_bas_02	1	首领敌人受到伤害降低20%	首領敵人受到傷害降低20%	The Boss takes 20% reduced damage.	ボスの被ダメージ－20%	보스 몬스터에게 적용되는 대미지 -20%	ศัตรู​ระดับ​บอส​ได้รับ​ดา​เม​จล​ดล​ง​ 20%​
31108119	1	2110802	110803	110801	0	0	31108120;31108121;31108122	20	183:astrict_levl_summon_01	1	增加1名<兔子骑士>敌人	增加1名<兔子騎士>敵人	Adds 1 <Bunny Knight> enemy.	敵側に「うさぎの騎士」を1体追加する	<토끼 기사> 적 1마리 증가	เพิ่ม​ศัตรู​ <​บัน​นี่​ไนต์​>​ 1​ ตัว​
31108120	1	2110802	110804		0	0	31108123	20	183:astrict_prop_dur_21	1	敌方忍耐率提升25%	敵方忍耐率提升25%	Increases enemies' Endurance by 25%.	敵の忍耐率＋25%	적 인내율 +25%	อัตรา​อดทน​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 25%​
31108121	1	2110802	110804		0	0	31108123	20	183:astrict_prop_def_21	1	敌方防御力提升40%	敵方防禦力提升40%	Increases enemies' DEF by 40%.	敵の防御力＋40%	적 방어력 +40%	DEF​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 40%​
31108122	1	2110802			0	0	0	20	183:astrict_prop_shi_22	1	我方战斗员造成护盾降低40%	我方戰鬥員造成護盾降低40%	Reduces allied Combatants' Shield Effect by 40%.	味方戦闘員の与シールド－40%	아군 전투원에게 적용되는 실드 -40%	โล่​ป้อง​กันที่​ตัวละคร​ฝ่าย​เรา​สร้าง​ขึ้น​ลดลง​ 40%​
31108123	1	2110802		110802	0	0	0	30	183:astrict_levl_round_01	1	回合数上限减到6	回合數上限減到6	Reduces the turn limit to 6 turns.	戦闘ターン数が6ターンに制限される	전투 시 턴 6턴 이내로 제한	จำกัด​จำนวน​เทิร์น​สูงสุด​ที่​ 6​ เทิร์น​
31108124	1	2110803			0	-1	31108125;31108126	10	183:astrict_prop_atk_11	1	敌方攻击力提升15%	敵方攻擊力提升15%	Increases enemies' ATK by 15%.	敵の攻撃力＋15%	적 공격력 +15%	ATK​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 15%​
31108125	1	2110803			0	0	31108127	20	183:astrict_dmtp_bas_02	1	攻击力未被降低的敌人受到伤害降低30%	攻擊力未被降低的敵人受到傷害降低30%	Enemies with full ATK take 30% reduced damage.	攻撃力ダウンを受けていない敵の被ダメ－30％	공격력이 감소하지 않은 적에 의해 적용되는 대미지 -30%	ศัตรู​ที่​ไม่​ถู​กลด​ ATK​ จะ​ได้รับ​ดา​เม​จล​ดล​ง​ 30%​
31108126	1	2110803			0	0	31108127	20	183:astrict_dmtp_bas_02	1	我方战斗员奥义能量未满时造成伤害降低30%	我方戰鬥員奧義能量未滿時造成傷害降低30%	Allied Combatants deal 30% reduced damage when their SP is not full.	味方戦闘員のSPが満タンでない場合、与ダメージ－30%	아군 전투원 필살기 게이지가 풀차지 되지 않으면 부여하는 대미지 -30%	เมื่อ​พลังงาน​อัล​ติ​เมท​ของ​ตัวละคร​ฝ่าย​เรา​ไม่​เต็ม​ จะ​สร้าง​ดา​เม​จล​ดล​ง​ 30%​
31108127	1	2110803			0	0	31108128	20	183:astrict_prop_hp_21	1	敌方生命值提升40%	敵方生命值提升40%	Increases enemies' HP by 40%.	敵のHP＋40%	적 HP +40%	HP​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 40%​
31108128	1	2110803			0	0	31108129;31108130;31108131	20	183:astrict_prop_heal_22	1	我方战斗员造成治疗降低40%	我方戰鬥員造成治療降低40%	Reduces allied Combatants' Healing Effect by 40%.	味方戦闘員の与回復効果－40%	아군 전투원이 부여하는 치유 효과 -40%	การฟื้นฟู​ที่​ตัวละคร​ฝ่าย​เรา​สร้าง​ขึ้น​ลดลง​ 40%​
31108129	1	2110803	110805		0	0	31108132	20	183:astrict_levl_color_01	1	敌人情绪颜色变为黑色	敵人情緒顏色變為黑色	Changes enemies' Pathos color to Black.	敵はブラック属性になる	적 이모션 컬러 블랙 이모션으로 변경	สี​พา​โธส​ของ​ศัตรู​เปลี่ยนเป็น​สี​ดำ​
31108130	1	2110803	110805		0	0	31108132	20	183:astrict_levl_color_01	1	敌人情绪颜色变为白色	敵人情緒顏色變為白色	Changes enemies' Pathos color to White.	敵はホワイト属性になる	적 이모션 컬러 화이트 이모션으로 변경	สี​พา​โธส​ของ​ศัตรู​เปลี่ยนเป็น​สี​ขาว​
31108131	1	2110803			0	0	31108133;31108134	10	183:astrict_prop_hp_11	1	敌方生命值提升30%	敵方生命值提升30%	Increases enemies' HP by 30%.	敵のHP＋30%	적 HP +30%	HP​ ของ​ศัตรู​เพิ่มขึ้น​ 30%​
31108132	1	2110803		110802	0	0	0	30	183:astrict_levl_round_01	1	回合数上限减到6	回合數上限減到6	Reduces the turn limit to 6 turns.	戦闘ターン数が6ターンに制限される	전투 시 턴 6턴 이내로 제한	จำกัด​จำนวน​เทิร์น​สูงสุด​ที่​ 6​ เทิร์น​
31108133	1	2110803	110806		0	0	0	20	183:astrict_team_catos_02	1	禁止被动猫球	禁止被動貓球	Unable to use passive Catos.	パッシブガトが出撃不可	패시브 냥냥볼 출전 금지	ปิดกั้นพาสซีฟแคทบอล
31108134	1	2110803	110806	110801	0	0	0	20	183:astrict_levl_summon_01	1	增加2名<兔子炮手>敌人	增加2名<兔子炮手>敵人	Adds 2 <Bunny Blaster> enemies.	敵側に「うさぎの砲手」を2体追加する	<토끼 포병> 적 2마리 증가	เพิ่ม​ศัตรู​ <​บัน​นี่​บอมบ์​>​ 2​ ตัว​
31201101	2	2120101			0	-1	31201105;31201106	10	183:astrict_prop_atk_11	1	敌方攻击力提升15%	敵方攻擊力提升15%	Increases enemies' ATK by 15%.	敵の攻撃力＋15%	적 공격력 +15%	ATK​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 15%​
31201102	2	2120101			0	-1	31201105;31201106	10	183:astrict_prop_criRate_11	1	敌方暴击率提升20%	敵方爆擊率提升20%	Increases enemies' CRIT Rate by 20%.	敵の会心率＋20%	적 크리티컬율 +20%	อัต​ราค​ริ​ติ​คอ​ล​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 20%​
31201103	2	2120101			0	-1	31201107;31201108	10	183:astrict_prop_def_11	1	敌方防御力提升30%	敵方防禦力提升30%	Increases enemies' DEF by 30%.	敵の防御力＋30%	적 방어력 +30%	DEF​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 30%​
31201104	2	2120101			0	-1	31201107;31201108	10	183:astrict_prop_dur_11	1	敌方忍耐率提升20%	敵方忍耐率提升20%	Increases enemies' Endurance by 20%.	敵の忍耐率＋20%	적 인내율 +20%	อัตรา​อดทน​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 20%​
31201105	2	2120101	120101		0	0	31201109;31201110	10	183:astrict_prop_criRateRes_11	1	敌方暴击抵抗提升20%	敵方爆擊抵抗提升20%	Increases enemies' CRIT RES by 20%.	敵の会心ダメージ回避率＋20%	적 크리티컬 저항 +20%	ศัตรู​ต้าน​ทา​นค​ริ​ติ​คอ​ล​เพิ่มขึ้น​ 20%​
31201106	2	2120101	120101		0	0	31201109;31201110	10	183:astrict_prop_crirDmgRes_11	1	敌方暴击伤害抵抗提升30%	敵方爆擊傷害抵抗提升30%	Increases enemies' CRIT DMG RES by 30%.	敵の会心ダメージ抵抗率＋30%	적 크리티컬 대미지 저항 +30%	ความต้านทาน​ดา​เม​จค​ริ​ติ​คอ​ล​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 30%​
31201107	2	2120101	120102		0	0	31201111;31201112	10	183:astrict_prop_pen_11	1	敌方穿透率提升20%	敵方穿透率提升20%	Increases enemies' Armor PEN by 20%.	敵の貫通率＋20%	적 관통률 +20%	อัตรา​เจาะ​เกราะ​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 20%​
31201108	2	2120101	120102		0	0	31201111;31201112	10	183:astrict_prop_crirDmg_11	1	敌方暴击伤害提升30%	敵方爆擊傷害提升30%	Increases enemies' CRIT DMG by 30%.	敵の会心ダメージ＋30%	적 크리티컬 대미지 +30%	ดา​เม​จค​ริ​ติ​คอ​ล​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 30%​
31201109	2	2120101	120103		0	0	31201113	10	183:astrict_prop_reShi_11	1	敌方受到护盾提升30%	敵方受到護盾提升30%	Increases enemies' Shield Gained by 30%.	敵の被シールド耐久＋30%	적에게 적용되는 실드 +30%	โล่​ป้อง​กันที่​ฝ่าย​ศัตรู​ได้รับ​เพิ่มขึ้น​ 30%​
31201110	2	2120101	120103		0	0	31201113	10	183:astrict_prop_heal_11	1	敌方受到治疗提升30%	敵方受到治療提升30%	Increases enemies' Healing Received by 30%.	敵の被回復効果＋30%	적에게 적용되는 치유 +30%	เอฟเฟกต์​ฟื้นฟู​ที่​ฝ่าย​ศัตรู​ได้รับ​เพิ่มขึ้น​ 30%​
31201111	2	2120101	120104		0	0	31201113	10	183:astrict_prop_shi_12	1	我方战斗员造成护盾降低20%	我方戰鬥員造成護盾降低20%	Reduces allied Combatants' Shield Effect by 20%.	味方の与シールド耐久－20%	아군에게 적용되는 실드 -20%	โล่​ป้อง​กันที่​ตัวละคร​ฝ่าย​เรา​สร้าง​ขึ้น​ลดลง​ 20%​
31201112	2	2120101	120104		0	0	31201113	10	183:astrict_prop_heal_12	1	我方战斗员造成治疗降低20%	我方戰鬥員造成治療降低20%	Reduces allied Combatants' Healing Effect by 20%.	味方の与回復効果－20%	아군에게 적용되는 치유 -20%	การฟื้นฟู​ที่​ตัวละคร​ฝ่าย​เรา​สร้าง​ขึ้น​ลดลง​ 20%​
31201113	2	2120101			1120301	0	31201114;31201115;31201116;31201117	20	183:astrict_prop_hp_21	1	敌方生命值提升40%	敵方生命值提升40%	Increases enemies' HP by 40%.	敵のHP＋40%	적 HP +40%	HP​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 40%​
31201114	2	2120101	120105		0	0	31201118;31201119	20	183:astrict_prop_atk_21	1	敌方攻击力提升20%	敵方攻擊力提升20%	Increases enemies' ATK by 20%.	敵の攻撃力＋20%	적 공격력 +20%	ATK​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 20%​
31201115	2	2120101	120105		0	0	31201118;31201119	20	183:astrict_prop_criRate_21	1	敌方暴击率提升25%	敵方爆擊率提升25%	Increases enemies' CRIT Rate by 25%.	敵の会心率＋25%	적 크리티컬율 25%	อัต​ราค​ริ​ติ​คอ​ล​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 25%​
