id	type	attAddTypeId	attAddNum	descOther	icon	addSkillId	star	exSkillId	exStar	effLogic	effScene	effShow	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
64121008	2	1	10		11:gift_icon_63121008	11500803;10400701	3;4	11500803;10400701	2;3			1;3	1	耻辱	恥辱	Bane of Honor	恥辱	치욕	ตราบาป	攻击力提升效果提升至_#passive_passiveper_1_1_1_1_	攻擊力提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the ATK Boost effect to _#passive_passiveper_1_1_1_1_.	攻撃力アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	공격력 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ ATK​ เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
65121008	2	1	10		11:gift_icon_63121008	11500803;10400701	4;5	11500803;10400701	3;4			1;3	1	耻辱	恥辱	Bane of Honor	恥辱	치욕	ตราบาป	攻击力提升效果提升至_#passive_passiveper_1_1_1_1_	攻擊力提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the ATK Boost effect to _#passive_passiveper_1_1_1_1_.	攻撃力アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	공격력 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ ATK​ เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
66121008	2	1	10		11:gift_icon_63121008	11500803;10400701	5;6	11500803;10400701	4;5			1;3	1	耻辱	恥辱	Bane of Honor	恥辱	치욕	ตราบาป	攻击力提升效果提升至_#passive_passiveper_1_1_1_1_	攻擊力提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the ATK Boost effect to _#passive_passiveper_1_1_1_1_.	攻撃力アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	공격력 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ ATK​ เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
67121008	2	1	10		11:gift_icon_63121008	11500803;10400701	6;7	11500803;10400701	5;6			1;3	1	耻辱	恥辱	Bane of Honor	恥辱	치욕	ตราบาป	攻击力提升效果提升至_#passive_passiveper_1_1_1_1_	攻擊力提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the ATK Boost effect to _#passive_passiveper_1_1_1_1_.	攻撃力アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	공격력 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ ATK​ เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
61904009	2				11:gift_icon_634009	10400901	1					1;3	1	魔术手	魔術手	Magic Hands	マジックハンド	매직 핸드	มือมายากล	战斗开始时，按自身战前攻击力的_#passive_passiveper_1_0_1_1_提升防御力	戰鬥開始時，按自身戰前攻擊力的_#passive_passiveper_1_0_1_1_提升防禦力	At the start of battles, increases DEF by _#passive_passiveper_1_0_1_1_ of this Combatant's pre-battle ATK.	戦闘開始時、戦闘前の攻撃力の_#passive_passiveper_1_0_1_1_に基づき、自身の防御力を上昇させる。	전투 시작 시, 전투 시작 전 자체 공격력의 _#passive_passiveper_1_0_1_1_에 해당하는 방어력이 증가한다.	เมื่อ​เริ่ม​ต่อสู้​ เพิ่ม​ DEF​ ให้​ตนเอง​ตาม​ _#passive_passiveper_1_0_1_1_​ ของ​ ATK​ ตนเอง​ก่อน​สู้​
62904009	2				11:gift_icon_634009	10400901	2	10400901	1			1;3	1	魔术手	魔術手	Magic Hands	マジックハンド	매직 핸드	มือมายากล	防御力提升效果提升至自身战前攻击力的_#passive_passiveper_1_0_1_1_	防禦力提升效果提升至自身戰前攻擊力的_#passive_passiveper_1_0_1_1_	Increases the DEF Boost effect to _#passive_passiveper_1_0_1_1_ of this Combatant's pre-battle ATK.	防御力アップ効果が自身戦闘前攻撃力の_#passive_passiveper_1_0_1_1_に上昇する。	전투 시작 전 자체 공격력의 _#passive_passiveper_1_0_1_1_에 해당하는 방어력이 증가한다.	เอฟเฟกต์​เพิ่ม​ DEF​ ให้​ตนเอง​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_0_1_1_​ ของ​ ATK​ ตนเอง​ก่อน​สู้​
63904009	2				11:gift_icon_634009	10400901	3	10400901	2			1;3	1	魔术手	魔術手	Magic Hands	マジックハンド	매직 핸드	มือมายากล	防御力提升效果提升至自身战前攻击力的_#passive_passiveper_1_0_1_1_	防禦力提升效果提升至自身戰前攻擊力的_#passive_passiveper_1_0_1_1_	Increases the DEF Boost effect to _#passive_passiveper_1_0_1_1_ of this Combatant's pre-battle ATK.	防御力アップ効果が自身戦闘前攻撃力の_#passive_passiveper_1_0_1_1_に上昇する。	전투 시작 전 자체 공격력의 _#passive_passiveper_1_0_1_1_에 해당하는 방어력이 증가한다.	เอฟเฟกต์​เพิ่ม​ DEF​ ให้​ตนเอง​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_0_1_1_​ ของ​ ATK​ ตนเอง​ก่อน​สู้​
64904009	2				11:gift_icon_634009	10400901	4	10400901	3			1;3	1	魔术手	魔術手	Magic Hands	マジックハンド	매직 핸드	มือมายากล	防御力提升效果提升至自身战前攻击力的_#passive_passiveper_1_0_1_1_	防禦力提升效果提升至自身戰前攻擊力的_#passive_passiveper_1_0_1_1_	Increases the DEF Boost effect to _#passive_passiveper_1_0_1_1_ of this Combatant's pre-battle ATK.	防御力アップ効果が自身戦闘前攻撃力の_#passive_passiveper_1_0_1_1_に上昇する。	전투 시작 전 자체 공격력의 _#passive_passiveper_1_0_1_1_에 해당하는 방어력이 증가한다.	เอฟเฟกต์​เพิ่ม​ DEF​ ให้​ตนเอง​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_0_1_1_​ ของ​ ATK​ ตนเอง​ก่อน​สู้​
65904009	2				11:gift_icon_634009	10400901	5	10400901	4			1;3	1	魔术手	魔術手	Magic Hands	マジックハンド	매직 핸드	มือมายากล	防御力提升效果提升至自身战前攻击力的_#passive_passiveper_1_0_1_1_	防禦力提升效果提升至自身戰前攻擊力的_#passive_passiveper_1_0_1_1_	Increases the DEF Boost effect to _#passive_passiveper_1_0_1_1_ of this Combatant's pre-battle ATK.	防御力アップ効果が自身戦闘前攻撃力の_#passive_passiveper_1_0_1_1_に上昇する。	전투 시작 전 자체 공격력의 _#passive_passiveper_1_0_1_1_에 해당하는 방어력이 증가한다.	เอฟเฟกต์​เพิ่ม​ DEF​ ให้​ตนเอง​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_0_1_1_​ ของ​ ATK​ ตนเอง​ก่อน​สู้​
66904009	2				11:gift_icon_634009	10400901	6	10400901	5			1;3	1	魔术手	魔術手	Magic Hands	マジックハンド	매직 핸드	มือมายากล	防御力提升效果提升至自身战前攻击力的_#passive_passiveper_1_0_1_1_	防禦力提升效果提升至自身戰前攻擊力的_#passive_passiveper_1_0_1_1_	Increases the DEF Boost effect to _#passive_passiveper_1_0_1_1_ of this Combatant's pre-battle ATK.	防御力アップ効果が自身戦闘前攻撃力の_#passive_passiveper_1_0_1_1_に上昇する。	전투 시작 전 자체 공격력의 _#passive_passiveper_1_0_1_1_에 해당하는 방어력이 증가한다.	เอฟเฟกต์​เพิ่ม​ DEF​ ให้​ตนเอง​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_0_1_1_​ ของ​ ATK​ ตนเอง​ก่อน​สู้​
67904009	2				11:gift_icon_634009	10400901	7	10400901	6			1;3	1	魔术手	魔術手	Magic Hands	マジックハンド	매직 핸드	มือมายากล	防御力提升效果提升至自身战前攻击力的_#passive_passiveper_1_0_1_1_	防禦力提升效果提升至自身戰前攻擊力的_#passive_passiveper_1_0_1_1_	Increases the DEF Boost effect to _#passive_passiveper_1_0_1_1_ of this Combatant's pre-battle ATK.	防御力アップ効果が自身戦闘前攻撃力の_#passive_passiveper_1_0_1_1_に上昇する。	전투 시작 전 자체 공격력의 _#passive_passiveper_1_0_1_1_에 해당하는 방어력이 증가한다.	เอฟเฟกต์​เพิ่ม​ DEF​ ให้​ตนเอง​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_0_1_1_​ ของ​ ATK​ ตนเอง​ก่อน​สู้​
61904010	2				11:gift_icon_634010	10401001	1					1;3	1	寻衅滋事	尋釁滋事	Trouble Seeker	大暴れ	도발의 즐거움	สร้างความวุ่นวาย	战斗开始时，自身基础能力提升_#passive_passiveper_1_0_1_1_	戰鬥開始時，自身基礎能力提升_#passive_passiveper_1_0_1_1_	At the start of the battle, increases this Combatant's basic abilities by _#passive_passiveper_1_0_1_1_.	戦闘開始時、自身のステータス＋_#passive_passiveper_1_0_1_1_	전투 시작 시, 자체 기본 속성 +_#passive_passiveper_1_0_1_1_	เมื่อ​เริ่ม​ต่อสู้​ เพิ่ม​ทักษะ​พื้นฐาน​ให้​ตนเอง​_#passive_passiveper_1_0_1_1_​
62904010	2				11:gift_icon_634010	10401001	2	10401001	1			1;3	1	寻衅滋事	尋釁滋事	Trouble Seeker	大暴れ	도발의 즐거움	สร้างความวุ่นวาย	基础能力提升效果提升至_#passive_passiveper_1_0_1_1_	基礎能力提升效果提升至_#passive_passiveper_1_0_1_1_	Increases the Basic Abilities Boost effect to _#passive_passiveper_1_0_1_1_.	ステータス強化効果が_#passive_passiveper_1_0_1_1_に上昇する。	기본 속성 +_#passive_passiveper_1_0_1_1_	เอฟเฟกต์​เพิ่ม​ทักษะ​พื้นฐาน​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_0_1_1_​
63904010	2				11:gift_icon_634010	10401001	3	10401001	2			1;3	1	寻衅滋事	尋釁滋事	Trouble Seeker	大暴れ	도발의 즐거움	สร้างความวุ่นวาย	基础能力提升效果提升至_#passive_passiveper_1_0_1_1_	基礎能力提升效果提升至_#passive_passiveper_1_0_1_1_	Increases the Basic Abilities Boost effect to _#passive_passiveper_1_0_1_1_.	ステータス強化効果が_#passive_passiveper_1_0_1_1_に上昇する。	기본 속성 +_#passive_passiveper_1_0_1_1_	เอฟเฟกต์​เพิ่ม​ทักษะ​พื้นฐาน​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_0_1_1_​
64904010	2				11:gift_icon_634010	10401001	4	10401001	3			1;3	1	寻衅滋事	尋釁滋事	Trouble Seeker	大暴れ	도발의 즐거움	สร้างความวุ่นวาย	基础能力提升效果提升至_#passive_passiveper_1_0_1_1_	基礎能力提升效果提升至_#passive_passiveper_1_0_1_1_	Increases the Basic Abilities Boost effect to _#passive_passiveper_1_0_1_1_.	ステータス強化効果が_#passive_passiveper_1_0_1_1_に上昇する。	기본 속성 +_#passive_passiveper_1_0_1_1_	เอฟเฟกต์​เพิ่ม​ทักษะ​พื้นฐาน​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_0_1_1_​
65904010	2				11:gift_icon_634010	10401001	5	10401001	4			1;3	1	寻衅滋事	尋釁滋事	Trouble Seeker	大暴れ	도발의 즐거움	สร้างความวุ่นวาย	基础能力提升效果提升至_#passive_passiveper_1_0_1_1_	基礎能力提升效果提升至_#passive_passiveper_1_0_1_1_	Increases the Basic Abilities Boost effect to _#passive_passiveper_1_0_1_1_.	ステータス強化効果が_#passive_passiveper_1_0_1_1_に上昇する。	기본 속성 +_#passive_passiveper_1_0_1_1_	เอฟเฟกต์​เพิ่ม​ทักษะ​พื้นฐาน​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_0_1_1_​
66904010	2				11:gift_icon_634010	10401001	6	10401001	5			1;3	1	寻衅滋事	尋釁滋事	Trouble Seeker	大暴れ	도발의 즐거움	สร้างความวุ่นวาย	基础能力提升效果提升至_#passive_passiveper_1_0_1_1_	基礎能力提升效果提升至_#passive_passiveper_1_0_1_1_	Increases the Basic Abilities Boost effect to _#passive_passiveper_1_0_1_1_.	ステータス強化効果が_#passive_passiveper_1_0_1_1_に上昇する。	기본 속성 +_#passive_passiveper_1_0_1_1_	เอฟเฟกต์​เพิ่ม​ทักษะ​พื้นฐาน​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_0_1_1_​
67904010	2				11:gift_icon_634010	10401001	7	10401001	6			1;3	1	寻衅滋事	尋釁滋事	Trouble Seeker	大暴れ	도발의 즐거움	สร้างความวุ่นวาย	基础能力提升效果提升至_#passive_passiveper_1_0_1_1_	基礎能力提升效果提升至_#passive_passiveper_1_0_1_1_	Increases the Basic Abilities Boost effect to _#passive_passiveper_1_0_1_1_.	ステータス強化効果が_#passive_passiveper_1_0_1_1_に上昇する。	기본 속성 +_#passive_passiveper_1_0_1_1_	เอฟเฟกต์​เพิ่ม​ทักษะ​พื้นฐาน​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_0_1_1_​
61904014	2				11:gift_icon_634014	10401402	1					1;3	1	同化	同化	Sweet Sync	同化	동기화	ผสมกลมกลืน	所有粒子形态为「圆振」的友方攻击力提升_#passive_passiveper_1_1_1_1_	所有粒子形態為「圓振」的友方攻擊力提升_#passive_passiveper_1_1_1_1_	Increases the ATK of all allies with the Orbis Particle Form by _#passive_passiveper_1_1_1_1_.	粒子形態「シンクロ」の味方全体の攻撃力＋_#passive_passiveper_1_1_1_1_	아군  「서클 퀘이버」파티클 캐릭터의 공격력 +_#passive_passiveper_1_1_1_1_	ATK​ ของ​ฝ่าย​เรา​ทั้งหมด​ที่​มี​รูปทรง​อนุภาค​ [​คลื่น​รอบตัว​]​ เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​
62904014	2				11:gift_icon_634014	10401402	2	10401402	1			1;3	1	同化	同化	Sweet Sync	同化	동기화	ผสมกลมกลืน	攻击力提升效果提升至_#passive_passiveper_1_1_1_1_	攻擊力提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the ATK Boost effect to _#passive_passiveper_1_1_1_1_.	攻撃力アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	공격력 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ ATK​ เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
63904014	2				11:gift_icon_634014	10401402	3	10401402	2			1;3	1	同化	同化	Sweet Sync	同化	동기화	ผสมกลมกลืน	攻击力提升效果提升至_#passive_passiveper_1_1_1_1_	攻擊力提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the ATK Boost effect to _#passive_passiveper_1_1_1_1_.	攻撃力アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	공격력 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ ATK​ เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
64904014	2				11:gift_icon_634014	10401402	4	10401402	3			1;3	1	同化	同化	Sweet Sync	同化	동기화	ผสมกลมกลืน	攻击力提升效果提升至_#passive_passiveper_1_1_1_1_	攻擊力提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the ATK Boost effect to _#passive_passiveper_1_1_1_1_.	攻撃力アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	공격력 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ ATK​ เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
65904014	2				11:gift_icon_634014	10401402	5	10401402	4			1;3	1	同化	同化	Sweet Sync	同化	동기화	ผสมกลมกลืน	攻击力提升效果提升至_#passive_passiveper_1_1_1_1_	攻擊力提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the ATK Boost effect to _#passive_passiveper_1_1_1_1_.	攻撃力アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	공격력 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ ATK​ เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
66904014	2				11:gift_icon_634014	10401402	6	10401402	5			1;3	1	同化	同化	Sweet Sync	同化	동기화	ผสมกลมกลืน	攻击力提升效果提升至_#passive_passiveper_1_1_1_1_	攻擊力提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the ATK Boost effect to _#passive_passiveper_1_1_1_1_.	攻撃力アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	공격력 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ ATK​ เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
67904014	2				11:gift_icon_634014	10401402	7	10401402	6			1;3	1	同化	同化	Sweet Sync	同化	동기화	ผสมกลมกลืน	攻击力提升效果提升至_#passive_passiveper_1_1_1_1_	攻擊力提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the ATK Boost effect to _#passive_passiveper_1_1_1_1_.	攻撃力アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	공격력 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ ATK​ เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
61904015	2				11:gift_icon_634015	10401502	1					1;3	1	堆叠	堆疊	Stacking Up	積み重ね	누적	สะสมซ้อน	每使用一次技能，自身暴击伤害提升_#passive_passiveper_1_1_1_1_（可叠加，最高_#stackmax_num_1_0_1_层）	每使用一次技能，自身爆擊傷害提升_#passive_passiveper_1_1_1_1_（可疊加，最高_#stackmax_num_1_0_1_層）	Each time a skill is used, increases this Combatant's CRIT DMG by _#passive_passiveper_1_1_1_1_ (stacks up to _#stackmax_num_1_0_1_ time(s)).	スキルを発動するごとに、自身の会心ダメージ＋_#passive_passiveper_1_1_1_1_（最大_#stackmax_num_1_0_1_スタックまで）	스킬 시전 시, 자체 크리티컬 대미지 +_#passive_passiveper_1_1_1_1_(최대 _#stackmax_num_1_0_1_스택 중첩 가능)	ทุก​การ​ใช้​สกิล​หนึ่ง​ครั้ง​ จะ​เพิ่ม​ดา​เม​จค​ริ​ติ​คอ​ล​ให้​ตัวเอง​ขึ้น​ _#passive_passiveper_1_1_1_1_​ (​ซ้อนทับ​ได้​สูงสุด​ _#stackmax_num_1_0_1_​ ชั้น​)​
62904015	2				11:gift_icon_634015	10401502	2	10401502	1			1;3	1	堆叠	堆疊	Stacking Up	積み重ね	누적	สะสมซ้อน	暴击伤害提升效果提升至_#passive_passiveper_1_1_1_1_	爆擊傷害提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the CRIT DMG Boost effect to _#passive_passiveper_1_1_1_1_.	会心ダメージ増加効果が_#passive_passiveper_1_1_1_1_に上昇する。	크리티컬 대미지 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ดา​เม​จค​ริ​ติ​คอ​ล​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
63904015	2				11:gift_icon_634015	10401502	3	10401502	2			1;3	1	堆叠	堆疊	Stacking Up	積み重ね	누적	สะสมซ้อน	暴击伤害提升效果提升至_#passive_passiveper_1_1_1_1_	爆擊傷害提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the CRIT DMG Boost effect to _#passive_passiveper_1_1_1_1_.	会心ダメージ増加効果が_#passive_passiveper_1_1_1_1_に上昇する。	크리티컬 대미지 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ดา​เม​จค​ริ​ติ​คอ​ล​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
64904015	2				11:gift_icon_634015	10401502	4	10401502	3			1;3	1	堆叠	堆疊	Stacking Up	積み重ね	누적	สะสมซ้อน	暴击伤害提升效果提升至_#passive_passiveper_1_1_1_1_	爆擊傷害提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the CRIT DMG Boost effect to _#passive_passiveper_1_1_1_1_.	会心ダメージ増加効果が_#passive_passiveper_1_1_1_1_に上昇する。	크리티컬 대미지 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ดา​เม​จค​ริ​ติ​คอ​ล​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
65904015	2				11:gift_icon_634015	10401502	5	10401502	4			1;3	1	堆叠	堆疊	Stacking Up	積み重ね	누적	สะสมซ้อน	暴击伤害提升效果提升至_#passive_passiveper_1_1_1_1_	爆擊傷害提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the CRIT DMG Boost effect to _#passive_passiveper_1_1_1_1_.	会心ダメージ増加効果が_#passive_passiveper_1_1_1_1_に上昇する。	크리티컬 대미지 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ดา​เม​จค​ริ​ติ​คอ​ล​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
66904015	2				11:gift_icon_634015	10401502	6	10401502	5			1;3	1	堆叠	堆疊	Stacking Up	積み重ね	누적	สะสมซ้อน	暴击伤害提升效果提升至_#passive_passiveper_1_1_1_1_	爆擊傷害提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the CRIT DMG Boost effect to _#passive_passiveper_1_1_1_1_.	会心ダメージ増加効果が_#passive_passiveper_1_1_1_1_に上昇する。	크리티컬 대미지 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ดา​เม​จค​ริ​ติ​คอ​ล​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
67904015	2				11:gift_icon_634015	10401502	7	10401502	6			1;3	1	堆叠	堆疊	Stacking Up	積み重ね	누적	สะสมซ้อน	暴击伤害提升效果提升至_#passive_passiveper_1_1_1_1_	爆擊傷害提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the CRIT DMG Boost effect to _#passive_passiveper_1_1_1_1_.	会心ダメージ増加効果が_#passive_passiveper_1_1_1_1_に上昇する。	크리티컬 대미지 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ดา​เม​จค​ริ​ติ​คอ​ล​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
61904020	2				11:gift_icon_634020	10402002	1					1;3	1	趁人之危	趁人之危	Predatory Pounce	付け込む	위기 속 기회	ฉกฉวยโอกาส	攻击没有奥义能量的目标时，造成最终伤害提升_#passive_passiveper_1_1_1_1_	攻擊沒有奧義能量的目標時，造成最終傷害提升_#passive_passiveper_1_1_1_1_	When attacking a target with 0 SP, increases Final DMG dealt by _#passive_passiveper_1_1_1_1_.	SPがない対象に攻撃する際、最終ダメージ＋_#passive_passiveper_1_1_1_1_	필살기 게이지가 없는 목표 공격 시, 총 대미지 +_#passive_passiveper_1_1_1_1_ 	เมื่อ​โจมตี​เป้าหมาย​ที่​ไม่​มี​พลังงาน​อัล​ติ​เมท​ จะ​สร้าง​ดา​เม​จ​สุดท้าย​เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​
62904020	2				11:gift_icon_634020	10402002	2	10402002	1			1;3	1	趁人之危	趁人之危	Predatory Pounce	付け込む	위기 속 기회	ฉกฉวยโอกาส	最终伤害提升效果提升至_#passive_passiveper_1_1_1_1_	最終傷害提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the Final DMG Boost effect to _#passive_passiveper_1_1_1_1_.	最終ダメージ増加効果が_#passive_passiveper_1_1_1_1_に上昇する。	최종 대미지 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ดา​เม​จ​สุดท้าย​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
63904020	2				11:gift_icon_634020	10402002	3	10402002	2			1;3	1	趁人之危	趁人之危	Predatory Pounce	付け込む	위기 속 기회	ฉกฉวยโอกาส	最终伤害提升效果提升至_#passive_passiveper_1_1_1_1_	最終傷害提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the Final DMG Boost effect to _#passive_passiveper_1_1_1_1_.	最終ダメージ増加効果が_#passive_passiveper_1_1_1_1_に上昇する。	최종 대미지 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ดา​เม​จ​สุดท้าย​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
64904020	2				11:gift_icon_634020	10402002	4	10402002	3			1;3	1	趁人之危	趁人之危	Predatory Pounce	付け込む	위기 속 기회	ฉกฉวยโอกาส	最终伤害提升效果提升至_#passive_passiveper_1_1_1_1_	最終傷害提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the Final DMG Boost effect to _#passive_passiveper_1_1_1_1_.	最終ダメージ増加効果が_#passive_passiveper_1_1_1_1_に上昇する。	최종 대미지 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ดา​เม​จ​สุดท้าย​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
65904020	2				11:gift_icon_634020	10402002	5	10402002	4			1;3	1	趁人之危	趁人之危	Predatory Pounce	付け込む	위기 속 기회	ฉกฉวยโอกาส	最终伤害提升效果提升至_#passive_passiveper_1_1_1_1_	最終傷害提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the Final DMG Boost effect to _#passive_passiveper_1_1_1_1_.	最終ダメージ増加効果が_#passive_passiveper_1_1_1_1_に上昇する。	최종 대미지 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ดา​เม​จ​สุดท้าย​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
66904020	2				11:gift_icon_634020	10402002	6	10402002	5			1;3	1	趁人之危	趁人之危	Predatory Pounce	付け込む	위기 속 기회	ฉกฉวยโอกาส	最终伤害提升效果提升至_#passive_passiveper_1_1_1_1_	最終傷害提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the Final DMG Boost effect to _#passive_passiveper_1_1_1_1_.	最終ダメージ増加効果が_#passive_passiveper_1_1_1_1_に上昇する。	최종 대미지 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ดา​เม​จ​สุดท้าย​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
67904020	2				11:gift_icon_634020	10402002	7	10402002	6			1;3	1	趁人之危	趁人之危	Predatory Pounce	付け込む	위기 속 기회	ฉกฉวยโอกาส	最终伤害提升效果提升至_#passive_passiveper_1_1_1_1_	最終傷害提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the Final DMG Boost effect to _#passive_passiveper_1_1_1_1_.	最終ダメージ増加効果が_#passive_passiveper_1_1_1_1_に上昇する。	최종 대미지 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ดา​เม​จ​สุดท้าย​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
61904022	2				11:gift_icon_634022	10402202	1			1	2007;2008	1;4	1	病毒肆意	病毒肆意	Plague Unleashed	ウイルス	바이러스 폭주	แพร่โรคระบาด	仅PVP模式战中，敌方全体防御相关能力降低_#passive_passiveper_1_1_1_1_	僅PVP模式戰中，敵方全體防禦相關能力降低_#passive_passiveper_1_1_1_1_	In PvP mode, reduces all enemies' defensive stats by _#passive_passiveper_1_1_1_1_.	PVPモード中のみ、敵全体の防御に関する能力−_#passive_passiveper_1_1_1_1_	적 전체의 방어 관련 속성 -_#passive_passiveper_1_1_1_1_(PVP에서만 적용)	เฉพาะ​ใน​โหมด​ PVP​ เท่านั้น​ ทักษะ​ที่​เกี่ยวข้อง​กับ​ DEF​ ของ​ฝ่าย​ศัตรู​ทั้งหมด​จะ​ลดลง​ _#passive_passiveper_1_1_1_1_​
