id	startDay	endDay	NextID	upType	upParam	upBuff	type	status
340	2028/07/24 05:00:00	2028/07/31 04:59:59	341	3	5	922004	3	1
341	2028/07/31 05:00:00	2028/08/07 04:59:59	342	3	1	922001	4	1
342	2028/08/07 05:00:00	2028/08/14 04:59:59	343	2	3	922006	5	1
343	2028/08/14 05:00:00	2028/08/21 04:59:59	344	3	2	922002	6	1
344	2028/08/21 05:00:00	2028/08/28 04:59:59	345	2	2	922007	1	1
345	2028/08/28 05:00:00	2028/09/04 04:59:59	346	3	3	922003	2	1
346	2028/09/04 05:00:00	2028/09/11 04:59:59	347	2	4	922008	3	1
347	2028/09/11 05:00:00	2028/09/18 04:59:59	348	3	4	922005	4	1
348	2028/09/18 05:00:00	2028/09/25 04:59:59	349	2	1	922009	5	1
349	2028/09/25 05:00:00	2028/10/02 04:59:59	350	3	5	922004	6	1
350	2028/10/02 05:00:00	2028/10/09 04:59:59	351	3	1	922001	1	1
351	2028/10/09 05:00:00	2028/10/16 04:59:59	352	2	3	922006	2	1
352	2028/10/16 05:00:00	2028/10/23 04:59:59	353	3	2	922002	3	1
353	2028/10/23 05:00:00	2028/10/30 04:59:59	354	2	2	922007	4	1
354	2028/10/30 05:00:00	2028/11/06 04:59:59	355	3	3	922003	5	1
355	2028/11/06 05:00:00	2028/11/13 04:59:59	356	2	4	922008	6	1
356	2028/11/13 05:00:00	2028/11/20 04:59:59	357	3	4	922005	1	1
357	2028/11/20 05:00:00	2028/11/27 04:59:59	358	2	1	922009	2	1
358	2028/11/27 05:00:00	2028/12/04 04:59:59	359	3	5	922004	3	1
359	2028/12/04 05:00:00	2028/12/11 04:59:59	360	3	1	922001	4	1
360	2028/12/11 05:00:00	2028/12/18 04:59:59	361	2	3	922006	5	1
