id	type	storey	monsteType	nextLevel	unlockNum	exp	cardExp	costItem	costNum	costNumLose	proposalLevel	SceneId	rounds	roleNun	battleRules	unlockItem	unlockItemNum	powerTeamMin	repeatButton	powerRatioTeamID	rewardGroupId	replayButton	restartBattleBtn	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	effect	effect_zh_TW	effect_en_UK	effect_ja_JP	effect_ko_KR	effect_th_TH
610336	1	336	1	610337	610335	0	0	0	0	0	337300	10809	6	4	1	0	0	243100	2	21	101	1	1	1	中枢336层	中樞336層	Hub Floor 336	中枢336層	훈련 허브 336층	ศูนย์กลางชั้น 336						
610337	1	337	1	610338	610336	0	0	0	0	0	338300	10809	6	4	1	0	0	245200	2	21	101	1	1	1	中枢337层	中樞337層	Hub Floor 337	中枢337層	훈련 허브 337층	ศูนย์กลางชั้น 337						
610338	1	338	1	610339	610337	0	0	0	0	0	339300	10809	6	4	1	0	0	247200	2	21	101	1	1	1	中枢338层	中樞338層	Hub Floor 338	中枢338層	훈련 허브 338층	ศูนย์กลางชั้น 338						
610339	1	339	1	610340	610338	0	0	0	0	0	340300	10809	6	4	1	0	0	249400	2	21	101	1	1	1	中枢339层	中樞339層	Hub Floor 339	中枢339層	훈련 허브 339층	ศูนย์กลางชั้น 339						
610340	1	340	2	610341	610339	0	0	0	0	0	341800	10809	6	4	1	0	0	244400	2	21	101	1	1	1	中枢340层	中樞340層	Hub Floor 340	中枢340層	훈련 허브 340층	ศูนย์กลางชั้น 340	<color=#66b032>关卡说明：</color>敌方会将自身生命值转换为【护盾】	<color=#66b032>關卡說明：</color>敵方會將自身生命值轉換為【護盾】	<color=#66b032>Stage Details:</color> Enemies will convert their HP into Shields.	<color=#66b032>ステージ説明：</color>敵は自身のHPを【シールド】に転換する。	<color=#66b032>스테이지 안내: </color>적이 자신의 HP를 [실드]로 전환합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ ศัตรู​จะ​เปลี่ยน​ค่า​ HP​ เป็น​ [​โล่​ป้องกัน​]​
610341	1	341	1	610342	610340	0	0	0	0	0	341800	15309	6	4	1	0	0	253400	2	21	101	1	1	1	中枢341层	中樞341層	Hub Floor 341	中枢341層	훈련 허브 341층	ศูนย์กลางชั้น 341	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
610342	1	342	1	610343	610341	0	0	0	0	0	342800	15309	6	4	1	0	0	255600	2	21	101	1	1	1	中枢342层	中樞342層	Hub Floor 342	中枢342層	훈련 허브 342층	ศูนย์กลางชั้น 342	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
610343	1	343	1	610344	610342	0	0	0	0	0	343800	15309	6	4	1	0	0	258000	2	21	101	1	1	1	中枢343层	中樞343層	Hub Floor 343	中枢343層	훈련 허브 343층	ศูนย์กลางชั้น 343	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
610344	1	344	1	610345	610343	0	0	0	0	0	344800	15309	6	4	1	0	0	260400	2	21	101	1	1	1	中枢344层	中樞344層	Hub Floor 344	中枢344層	훈련 허브 345층	ศูนย์กลางชั้น 344	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
610345	1	345	2	610346	610344	0	0	0	0	0	346300	15309	6	4	1	0	0	254700	2	21	101	1	1	1	中枢345层	中樞345層	Hub Floor 345	中枢345層	훈련 허브 345층	ศูนย์กลางชั้น 345	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
610346	1	346	1	610347	610345	0	0	0	0	0	346300	11009	6	4	1	0	0	264300	2	21	101	1	1	1	中枢346层	中樞346層	Hub Floor 346	中枢346層	훈련 허브 346층	ศูนย์กลางชั้น 346	<color=#66b032>关卡说明：</color>敌方受到破灭伤害提升，敌方暴击抵抗提升。	<color=#66b032>關卡說明：</color>敵方受到破滅傷害提升，敵方爆擊抵抗提升。	<color=#66b032>Stage Details:</color> Enemies take increased Dire DMG and have higher CRIT RES.	<color=#66b032>ステージ説明：</color>敵が受ける破滅ダメージアップ、会心回避率アップ。	<color=#66b032>스테이지 안내: </color>적에게 적용되는 파멸 대미지가 증가하고, 적의 크리티컬 저항이 증가합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ ศัตรู​ได้รับ​ดา​เม​จ​ทำลายล้าง​เพิ่มขึ้น​ และ​เพิ่ม​ความ​ต้าน​ทา​นค​ริ​ติ​คอ​ล​ของ​ศัตรู​ขึ้น​
610347	1	347	1	610348	610346	0	0	0	0	0	347300	11009	6	4	1	0	0	266500	2	21	101	1	1	1	中枢347层	中樞347層	Hub Floor 347	中枢347層	훈련 허브 347층	ศูนย์กลางชั้น 347	<color=#66b032>关卡说明：</color>敌方受到破灭伤害提升，敌方暴击抵抗提升。	<color=#66b032>關卡說明：</color>敵方受到破滅傷害提升，敵方爆擊抵抗提升。	<color=#66b032>Stage Details:</color> Enemies take increased Dire DMG and have higher CRIT RES.	<color=#66b032>ステージ説明：</color>敵が受ける破滅ダメージアップ、会心回避率アップ。	<color=#66b032>스테이지 안내: </color>적에게 적용되는 파멸 대미지가 증가하고, 적의 크리티컬 저항이 증가합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ ศัตรู​ได้รับ​ดา​เม​จ​ทำลายล้าง​เพิ่มขึ้น​ และ​เพิ่ม​ความ​ต้าน​ทา​นค​ริ​ติ​คอ​ล​ของ​ศัตรู​ขึ้น​
610348	1	348	1	610349	610347	0	0	0	0	0	348300	11009	6	4	1	0	0	268700	2	21	101	1	1	1	中枢348层	中樞348層	Hub Floor 348	中枢348層	훈련 허브 348층	ศูนย์กลางชั้น 348	<color=#66b032>关卡说明：</color>敌方受到破灭伤害提升，敌方暴击抵抗提升。	<color=#66b032>關卡說明：</color>敵方受到破滅傷害提升，敵方爆擊抵抗提升。	<color=#66b032>Stage Details:</color> Enemies take increased Dire DMG and have higher CRIT RES.	<color=#66b032>ステージ説明：</color>敵が受ける破滅ダメージアップ、会心回避率アップ。	<color=#66b032>스테이지 안내: </color>적에게 적용되는 파멸 대미지가 증가하고, 적의 크리티컬 저항이 증가합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ ศัตรู​ได้รับ​ดา​เม​จ​ทำลายล้าง​เพิ่มขึ้น​ และ​เพิ่ม​ความ​ต้าน​ทา​นค​ริ​ติ​คอ​ล​ของ​ศัตรู​ขึ้น​
610349	1	349	1	610350	610348	0	0	0	0	0	349300	11009	6	4	1	0	0	270800	2	21	101	1	1	1	中枢349层	中樞349層	Hub Floor 349	中枢349層	훈련 허브 349층	ศูนย์กลางชั้น 349	<color=#66b032>关卡说明：</color>敌方受到破灭伤害提升，敌方暴击抵抗提升。	<color=#66b032>關卡說明：</color>敵方受到破滅傷害提升，敵方爆擊抵抗提升。	<color=#66b032>Stage Details:</color> Enemies take increased Dire DMG and have higher CRIT RES.	<color=#66b032>ステージ説明：</color>敵が受ける破滅ダメージアップ、会心回避率アップ。	<color=#66b032>스테이지 안내: </color>적에게 적용되는 파멸 대미지가 증가하고, 적의 크리티컬 저항이 증가합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ ศัตรู​ได้รับ​ดา​เม​จ​ทำลายล้าง​เพิ่มขึ้น​ และ​เพิ่ม​ความ​ต้าน​ทา​นค​ริ​ติ​คอ​ล​ของ​ศัตรู​ขึ้น​
610350	1	350	2	610351	610349	0	0	0	0	0	350800	11009	6	4	1	0	0	264900	2	21	101	1	1	1	中枢350层	中樞350層	Hub Floor 350	中枢350層	훈련 허브 350층	ศูนย์กลางชั้น 350	<color=#66b032>关卡说明：</color>敌方受到破灭伤害提升，敌方暴击抵抗提升。	<color=#66b032>關卡說明：</color>敵方受到破滅傷害提升，敵方爆擊抵抗提升。	<color=#66b032>Stage Details:</color> Enemies take increased Dire DMG and have higher CRIT RES.	<color=#66b032>ステージ説明：</color>敵が受ける破滅ダメージアップ、会心回避率アップ。	<color=#66b032>스테이지 안내: </color>적에게 적용되는 파멸 대미지가 증가하고, 적의 크리티컬 저항이 증가합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ ศัตรู​ได้รับ​ดา​เม​จ​ทำลายล้าง​เพิ่มขึ้น​ และ​เพิ่ม​ความ​ต้าน​ทา​นค​ริ​ติ​คอ​ล​ของ​ศัตรู​ขึ้น​
610351	1	351	1	610352	610350	0	0	0	0	0	350800	11109	6	4	1	0	0	275300	2	21	101	1	1	1	中枢351层	中樞351層	Hub Floor 351	中枢351層	훈련 허브 351층	ศูนย์กลางชั้น 351	<color=#66b032>关卡说明：</color>友方暴击率提升，敌方无法被施加减益效果。	<color=#66b032>關卡說明：</color>友方爆擊率提升，敵方無法被施加減益效果。	<color=#66b032>Stage Details:</color> Allies have increased CRIT Rate; enemies are immune to debuffs.	<color=#66b032>ステージ説明：</color>味方の会心率アップ。敵にデバフ効果を付与できない。	<color=#66b032>스테이지 안내: </color>아군의 크리티컬율이 증가하고, 적이 디버프 효과를 받지 않습니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​ฝ่าย​เรา​ขึ้น​ และ​ไม่​สามารถ​ติด​เอฟเฟกต์​ดี​บัฟ​ใส่​ฝ่าย​ศัตรู​ได้​
610352	1	352	1	610353	610351	0	0	0	0	0	351800	11109	6	4	1	0	0	277200	2	21	101	1	1	1	中枢352层	中樞352層	Hub Floor 352	中枢352層	훈련 허브 352층	ศูนย์กลางชั้น 352	<color=#66b032>关卡说明：</color>友方暴击率提升，敌方无法被施加减益效果。	<color=#66b032>關卡說明：</color>友方爆擊率提升，敵方無法被施加減益效果。	<color=#66b032>Stage Details:</color> Allies have increased CRIT Rate; enemies are immune to debuffs.	<color=#66b032>ステージ説明：</color>味方の会心率アップ。敵にデバフ効果を付与できない。	<color=#66b032>스테이지 안내: </color>아군의 크리티컬율이 증가하고, 적이 디버프 효과를 받지 않습니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​ฝ่าย​เรา​ขึ้น​ และ​ไม่​สามารถ​ติด​เอฟเฟกต์​ดี​บัฟ​ใส่​ฝ่าย​ศัตรู​ได้​
610353	1	353	1	610354	610352	0	0	0	0	0	352800	11109	6	4	1	0	0	279600	2	21	101	1	1	1	中枢353层	中樞353層	Hub Floor 353	中枢353層	훈련 허브 353층	ศูนย์กลางชั้น 353	<color=#66b032>关卡说明：</color>友方暴击率提升，敌方无法被施加减益效果。	<color=#66b032>關卡說明：</color>友方爆擊率提升，敵方無法被施加減益效果。	<color=#66b032>Stage Details:</color> Allies have increased CRIT Rate; enemies are immune to debuffs.	<color=#66b032>ステージ説明：</color>味方の会心率アップ。敵にデバフ効果を付与できない。	<color=#66b032>스테이지 안내: </color>아군의 크리티컬율이 증가하고, 적이 디버프 효과를 받지 않습니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​ฝ่าย​เรา​ขึ้น​ และ​ไม่​สามารถ​ติด​เอฟเฟกต์​ดี​บัฟ​ใส่​ฝ่าย​ศัตรู​ได้​
610354	1	354	1	610355	610353	0	0	0	0	0	353800	11109	6	4	1	0	0	281400	2	21	101	1	1	1	中枢354层	中樞354層	Hub Floor 354	中枢354層	훈련 허브 354층	ศูนย์กลางชั้น 354	<color=#66b032>关卡说明：</color>友方暴击率提升，敌方无法被施加减益效果。	<color=#66b032>關卡說明：</color>友方爆擊率提升，敵方無法被施加減益效果。	<color=#66b032>Stage Details:</color> Allies have increased CRIT Rate; enemies are immune to debuffs.	<color=#66b032>ステージ説明：</color>味方の会心率アップ。敵にデバフ効果を付与できない。	<color=#66b032>스테이지 안내: </color>아군의 크리티컬율이 증가하고, 적이 디버프 효과를 받지 않습니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​ฝ่าย​เรา​ขึ้น​ และ​ไม่​สามารถ​ติด​เอฟเฟกต์​ดี​บัฟ​ใส่​ฝ่าย​ศัตรู​ได้​
610355	1	355	2	610356	610354	0	0	0	0	0	355300	11109	6	4	1	0	0	275600	2	21	101	1	1	1	中枢355层	中樞355層	Hub Floor 355	中枢355層	훈련 허브 355층	ศูนย์กลางชั้น 355	<color=#66b032>关卡说明：</color>友方暴击率提升，敌方无法被施加减益效果。	<color=#66b032>關卡說明：</color>友方爆擊率提升，敵方無法被施加減益效果。	<color=#66b032>Stage Details:</color> Allies have increased CRIT Rate; enemies are immune to debuffs.	<color=#66b032>ステージ説明：</color>味方の会心率アップ。敵にデバフ効果を付与できない。	<color=#66b032>스테이지 안내: </color>아군의 크리티컬율이 증가하고, 적이 디버프 효과를 받지 않습니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​ฝ่าย​เรา​ขึ้น​ และ​ไม่​สามารถ​ติด​เอฟเฟกต์​ดี​บัฟ​ใส่​ฝ่าย​ศัตรู​ได้​
610356	1	356	1	610357	610355	0	0	0	0	0	355300	10909	6	4	1	0	0	285700	2	21	101	1	1	1	中枢356层	中樞356層	Hub Floor 356	中枢356層	훈련 허브 356층	ศูนย์กลางชั้น 356	<color=#66b032>关卡说明：</color>敌方全体忍耐率提升，敌方全体无法被施加减益效果。	<color=#66b032>關卡說明：</color>敵方全體忍耐率提升，敵方全體無法被施加減益效果。	<color=#66b032>Stage Details:</color> All enemies gain increased Endurance and are immune to debuffs.	<color=#66b032>ステージ説明：</color>敵全体の忍耐率アップ。敵全体にデバフ効果を付与できない。	<color=#66b032>스테이지 안내: </color>적 전체의 인내율이 증가하고, 적 전체가 디버프 효과를 받지 않습니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เพิ่ม​อัตรา​อดทน​ฝ่าย​ศัตรู​ขึ้น​ และ​ไม่​สามารถ​ติด​เอฟเฟกต์​ดี​บัฟ​ใส่​ฝ่าย​ศัตรู​ได้​
610357	1	357	1	610358	610356	0	0	0	0	0	356300	10909	6	4	1	0	0	287700	2	21	101	1	1	1	中枢357层	中樞357層	Hub Floor 357	中枢357層	훈련 허브 357층	ศูนย์กลางชั้น 357	<color=#66b032>关卡说明：</color>敌方全体忍耐率提升，敌方全体无法被施加减益效果。	<color=#66b032>關卡說明：</color>敵方全體忍耐率提升，敵方全體無法被施加減益效果。	<color=#66b032>Stage Details:</color> All enemies gain increased Endurance and are immune to debuffs.	<color=#66b032>ステージ説明：</color>敵全体の忍耐率アップ。敵全体にデバフ効果を付与できない。	<color=#66b032>스테이지 안내: </color>적 전체의 인내율이 증가하고, 적 전체가 디버프 효과를 받지 않습니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เพิ่ม​อัตรา​อดทน​ฝ่าย​ศัตรู​ขึ้น​ และ​ไม่​สามารถ​ติด​เอฟเฟกต์​ดี​บัฟ​ใส่​ฝ่าย​ศัตรู​ได้​
610358	1	358	1	610359	610357	0	0	0	0	0	357300	10909	6	4	1	0	0	290100	2	21	101	1	1	1	中枢358层	中樞358層	Hub Floor 358	中枢358層	훈련 허브 358층	ศูนย์กลางชั้น 358	<color=#66b032>关卡说明：</color>敌方全体忍耐率提升，敌方全体无法被施加减益效果。	<color=#66b032>關卡說明：</color>敵方全體忍耐率提升，敵方全體無法被施加減益效果。	<color=#66b032>Stage Details:</color> All enemies gain increased Endurance and are immune to debuffs.	<color=#66b032>ステージ説明：</color>敵全体の忍耐率アップ。敵全体にデバフ効果を付与できない。	<color=#66b032>스테이지 안내: </color>적 전체의 인내율이 증가하고, 적 전체가 디버프 효과를 받지 않습니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เพิ่ม​อัตรา​อดทน​ฝ่าย​ศัตรู​ขึ้น​ และ​ไม่​สามารถ​ติด​เอฟเฟกต์​ดี​บัฟ​ใส่​ฝ่าย​ศัตรู​ได้​
610359	1	359	1	610360	610358	0	0	0	0	0	358300	10909	6	4	1	0	0	292700	2	21	101	1	1	1	中枢359层	中樞359層	Hub Floor 359	中枢359層	훈련 허브 359층	ศูนย์กลางชั้น 359	<color=#66b032>关卡说明：</color>敌方全体忍耐率提升，敌方全体无法被施加减益效果。	<color=#66b032>關卡說明：</color>敵方全體忍耐率提升，敵方全體無法被施加減益效果。	<color=#66b032>Stage Details:</color> All enemies gain increased Endurance and are immune to debuffs.	<color=#66b032>ステージ説明：</color>敵全体の忍耐率アップ。敵全体にデバフ効果を付与できない。	<color=#66b032>스테이지 안내: </color>적 전체의 인내율이 증가하고, 적 전체가 디버프 효과를 받지 않습니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เพิ่ม​อัตรา​อดทน​ฝ่าย​ศัตรู​ขึ้น​ และ​ไม่​สามารถ​ติด​เอฟเฟกต์​ดี​บัฟ​ใส่​ฝ่าย​ศัตรู​ได้​
610360	1	360	2	610361	610359	0	0	0	0	0	359800	10909	6	4	1	0	0	294600	2	21	101	1	1	1	中枢360层	中樞360層	Hub Floor 360	中枢360層	훈련 허브 360층	ศูนย์กลางชั้น 360	<color=#66b032>关卡说明：</color>敌方全体忍耐率提升，敌方全体无法被施加减益效果。	<color=#66b032>關卡說明：</color>敵方全體忍耐率提升，敵方全體無法被施加減益效果。	<color=#66b032>Stage Details:</color> All enemies gain increased Endurance and are immune to debuffs.	<color=#66b032>ステージ説明：</color>敵全体の忍耐率アップ。敵全体にデバフ効果を付与できない。	<color=#66b032>스테이지 안내: </color>적 전체의 인내율이 증가하고, 적 전체가 디버프 효과를 받지 않습니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เพิ่ม​อัตรา​อดทน​ฝ่าย​ศัตรู​ขึ้น​ และ​ไม่​สามารถ​ติด​เอฟเฟกต์​ดี​บัฟ​ใส่​ฝ่าย​ศัตรู​ได้​
610361	1	361	1	610362	610360	0	0	0	0	0	359800	13209	8	4	1	0	0	232300	2	21	101	1	1	1	中枢361层	中樞361層	Hub Floor 361	中枢361層	훈련 허브 361층	ศูนย์กลางชั้น 361						
610362	1	362	1	610363	610361	0	0	0	0	0	360800	13209	8	4	1	0	0	234400	2	21	101	1	1	1	中枢362层	中樞362層	Hub Floor 362	中枢362層	훈련 허브 362층	ศูนย์กลางชั้น 362						
610363	1	363	1	610364	610362	0	0	0	0	0	361800	13209	8	4	1	0	0	236600	2	21	101	1	1	1	中枢363层	中樞363層	Hub Floor 363	中枢363層	훈련 허브 363층	ศูนย์กลางชั้น 363						
610364	1	364	1	610365	610363	0	0	0	0	0	362800	13209	8	4	1	0	0	238500	2	21	101	1	1	1	中枢364层	中樞364層	Hub Floor 364	中枢364層	훈련 허브 364층	ศูนย์กลางชั้น 364						
610365	1	365	2	610366	610364	0	0	0	0	0	364300	13209	8	4	1	0	0	234100	2	21	101	1	1	1	中枢365层	中樞365層	Hub Floor 365	中枢365層	훈련 허브 365층	ศูนย์กลางชั้น 365	<color=#66b032>关卡说明：</color>BOSS会对我方施加【诅咒】	<color=#66b032>關卡說明：</color>BOSS會對我方施加【詛咒】	<color=#66b032>Stage Details:</color> The Boss will Curse all allies.	<color=#66b032>ステージ説明：</color>BOSSは味方に【呪詛】を与える。	<color=#66b032>스테이지 안내</color>: 보스가 아군에게 [저주]를 합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ บอส​จะ​ติด​เอฟเฟกต์​ [​คำสาป​]​ ใส่​ฝ่าย​เรา​
610366	1	366	1	610367	610365	0	0	0	0	0	364300	10809	6	4	1	0	0	243100	2	21	101	1	1	1	中枢366层	中樞366層	Hub Floor 366	中枢366層	훈련 허브 366층	ศูนย์กลางชั้น 366						
610367	1	367	1	610368	610366	0	0	0	0	0	365300	10809	6	4	1	0	0	245200	2	21	101	1	1	1	中枢367层	中樞367層	Hub Floor 367	中枢367層	훈련 허브 367층	ศูนย์กลางชั้น 367						
610368	1	368	1	610369	610367	0	0	0	0	0	366300	10809	6	4	1	0	0	247200	2	21	101	1	1	1	中枢368层	中樞368層	Hub Floor 368	中枢368層	훈련 허브 368층	ศูนย์กลางชั้น 368						
610369	1	369	1	610370	610368	0	0	0	0	0	367300	10809	6	4	1	0	0	249400	2	21	101	1	1	1	中枢369层	中樞369層	Hub Floor 369	中枢369層	훈련 허브 369층	ศูนย์กลางชั้น 369						
610370	1	370	2	610371	610369	0	0	0	0	0	368800	10809	6	4	1	0	0	244400	2	21	101	1	1	1	中枢370层	中樞370層	Hub Floor 370	中枢370層	훈련 허브 370층	ศูนย์กลางชั้น 370	<color=#66b032>关卡说明：</color>敌方会将自身生命值转换为【护盾】	<color=#66b032>關卡說明：</color>敵方會將自身生命值轉換為【護盾】	<color=#66b032>Stage Details:</color> Enemies will convert their HP into Shields.	<color=#66b032>ステージ説明：</color>敵は自身のHPを【シールド】に転換する。	<color=#66b032>스테이지 안내: </color>적이 자신의 HP를 [실드]로 전환합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ ศัตรู​จะ​เปลี่ยน​ค่า​ HP​ เป็น​ [​โล่​ป้องกัน​]​
610371	1	371	1	610372	610370	0	0	0	0	0	368800	15309	6	4	1	0	0	253400	2	21	101	1	1	1	中枢371层	中樞371層	Hub Floor 371	中枢371層	훈련 허브 371층	ศูนย์กลางชั้น 371	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
610372	1	372	1	610373	610371	0	0	0	0	0	369800	15309	6	4	1	0	0	255600	2	21	101	1	1	1	中枢372层	中樞372層	Hub Floor 372	中枢372層	훈련 허브 372층	ศูนย์กลางชั้น 372	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
610373	1	373	1	610374	610372	0	0	0	0	0	370800	15309	6	4	1	0	0	258000	2	21	101	1	1	1	中枢373层	中樞373層	Hub Floor 373	中枢373層	훈련 허브 373층	ศูนย์กลางชั้น 373	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
610374	1	374	1	610375	610373	0	0	0	0	0	371800	15309	6	4	1	0	0	260400	2	21	101	1	1	1	中枢374层	中樞374層	Hub Floor 374	中枢374層	훈련 허브 374층	ศูนย์กลางชั้น 374	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
610375	1	375	2	610376	610374	0	0	0	0	0	373300	15309	6	4	1	0	0	254700	2	21	101	1	1	1	中枢375层	中樞375層	Hub Floor 375	中枢375層	훈련 허브 375층	ศูนย์กลางชั้น 375	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
