id	type	exp	fristRewards	fristRewardsNum	showItem	showItemNum	revenueRewardsTime	revenueRewardsNum	status
610387	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610388	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610389	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610390	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610391	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610392	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610393	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610394	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610395	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610396	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610397	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610398	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610399	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610400	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610401	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610402	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610403	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610404	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610405	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610406	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610407	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610408	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610409	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610410	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610411	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610412	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610413	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610414	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610415	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610416	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610417	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610418	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610419	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610420	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610421	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610422	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610423	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610424	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610425	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610426	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610427	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610428	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610429	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610430	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610431	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610432	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610433	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610434	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610435	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610436	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610437	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610438	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610439	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610440	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610441	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610442	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610443	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610444	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610445	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610446	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610447	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610448	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610449	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610450	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610451	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610452	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610453	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610454	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610455	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610456	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610457	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610458	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610459	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610460	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610461	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610462	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610463	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610464	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610465	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610466	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610467	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610468	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610469	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610470	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610471	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610472	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610473	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610474	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610475	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610476	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610477	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610478	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610479	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610480	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610481	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610482	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610483	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610484	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610485	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610486	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610487	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610488	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610489	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610490	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610491	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610492	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610493	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610494	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610495	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610496	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610497	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610498	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610499	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610500	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610501	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610502	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610503	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610504	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610505	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610506	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610507	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610508	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610509	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610510	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610511	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610512	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610513	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610514	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610515	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610516	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610517	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610518	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610519	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610520	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610521	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610522	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610523	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610524	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610525	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610526	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610527	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610528	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610529	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610530	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610531	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610532	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610533	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610534	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610535	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610536	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610537	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610538	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610539	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610540	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610541	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610542	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610543	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610544	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610545	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610546	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610547	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610548	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610549	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610550	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610551	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610552	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610553	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610554	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610555	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610556	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610557	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610558	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610559	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610560	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610561	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610562	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610563	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610564	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610565	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610566	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610567	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610568	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610569	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610570	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610571	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610572	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610573	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610574	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610575	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610576	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610577	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610578	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610579	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610580	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610581	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610582	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610583	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610584	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610585	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610586	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610587	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610588	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610589	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610590	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610591	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610592	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610593	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610594	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610595	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610596	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610597	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610598	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610599	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610600	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610601	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610602	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610603	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610604	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610605	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610606	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610607	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610608	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610609	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610610	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610611	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610612	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610613	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610614	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610615	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610616	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610617	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610618	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610619	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610620	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610621	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610622	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610623	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610624	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610625	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
610626	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610627	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610628	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610629	1	0	4190001;4100032;3000019	50;1;2	4190001;4100032;3000019	50;1;2	12;1;60	0;0;0	1
610630	1	0	4190001;4100032;3000019	300;1;2	4190001;4100032;3000019	300;1;2	12;1;60	0;0;0	1
