id	groupId	place	unlockPlace	levelList	hardLevel1	hardLevel2	starCondition	starConditionNum	starConditionRound	fristRewards	fristRewardsNum	hardRewards1	hardRewardsNum1	hardRewards2	hardRewardsNum2	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH
2314001	314	1	0	92461;92462			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	绝境·沉璧·一	絕境·沉璧·一	Abyssal (Obscurity) I	絶境・破離Ⅰ	절경·침벽·1	วิกฤต·หยกก้นบึ้ง·1
2314002	314	2	0	92463;92464			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	绝境·沉璧·二	絕境·沉璧·二	Abyssal (Obscurity) II	絶境・破離Ⅱ	절경·침벽·2	วิกฤต·หยกก้นบึ้ง·2
2314003	314	3	0	92465;92466			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	绝境·沉璧·三	絕境·沉璧·三	Abyssal (Obscurity) III	絶境・破離Ⅲ	절경·침벽·3	วิกฤต·หยกก้นบึ้ง·3
2314004	314	4	0	92467;92468			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	绝境·沉璧·四	絕境·沉璧·四	Abyssal (Obscurity) IV	絶境・破離Ⅳ	절경·침벽·4	วิกฤต·หยกก้นบึ้ง·4
2314005	314	5	0	92469;92470			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	绝境·沉璧·五	絕境·沉璧·五	Abyssal (Obscurity) V	絶境・破離Ⅴ	절경·침벽·5	วิกฤต·หยกก้นบึ้ง·5
2314006	314	6	0	92471;92472			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	绝境·沉璧·六	絕境·沉璧·六	Abyssal (Obscurity) VI	絶境・破離Ⅵ	절경·침벽·6	วิกฤต·หยกก้นบึ้ง·6
2314007	314	7	2314006	92473;92474			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	绝境·沉璧·七	絕境·沉璧·七	Abyssal (Obscurity) VII	絶境・破離Ⅶ	절경·침벽·7	วิกฤต·หยกก้นบึ้ง·7
2314008	314	8	2314007	92475;92476			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	绝境·沉璧·八	絕境·沉璧·八	Abyssal (Obscurity) VIII	絶境・破離Ⅷ	절경·침벽·8	วิกฤต·หยกก้นบึ้ง·8
2314009	314	9	2314008	92477;92478			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	绝境·沉璧·九	絕境·沉璧·九	Abyssal (Obscurity) IX	絶境・破離Ⅸ	절경·침벽·9	วิกฤต·หยกก้นบึ้ง·9
2314010	314	10	2314009	92479;92480			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	绝境·沉璧·十	絕境·沉璧·十	Abyssal (Obscurity) X	絶境・破離Ⅹ	절경·침벽·10	วิกฤต·หยกก้นบึ้ง·10
2115001	115	1	0	92501;92502			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;20;1;5000					1	阑珊·一	闌珊·一	Owl-light I	薄明Ⅰ	난산·1	แสงริบหรี่·1
2115002	115	2	0	92503;92504			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;25;2;10000					1	阑珊·二	闌珊·二	Owl-light II	薄明Ⅱ	난산·2	แสงริบหรี่·2
2115003	115	3	0	92505;92506			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;30;3;15000					1	阑珊·三	闌珊·三	Owl-light III	薄明Ⅲ	난산·3	แสงริบหรี่·3
2115004	115	4	0	92507;92508			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;35;4;20000					1	阑珊·四	闌珊·四	Owl-light IV	薄明Ⅳ	난산·4	แสงริบหรี่·4
2115005	115	5	0	92509;92510			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;40;5;25000					1	阑珊·五	闌珊·五	Owl-light V	薄明Ⅴ	난산·5	แสงริบหรี่·5
2115006	115	6	0	92511;92512			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;45;6;30000					1	阑珊·六	闌珊·六	Owl-light VI	薄明Ⅵ	난산·6	แสงริบหรี่·6
2115007	115	7	0	92513;92514			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;50;7;35000					1	阑珊·七	闌珊·七	Owl-light VII	薄明Ⅶ	난산·7	แสงริบหรี่·7
2115008	115	8	0	92515;92516			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;55;8;40000					1	阑珊·八	闌珊·八	Owl-light VIII	薄明Ⅷ	난산·8	แสงริบหรี่·8
2115009	115	9	0	92517;92518			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;60;9;45000					1	阑珊·九	闌珊·九	Owl-light IX	薄明Ⅸ	난산·9	แสงริบหรี่·9
2115010	115	10	2115009	92519;92520			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;70;10;50000					1	阑珊·十	闌珊·十	Owl-light X	薄明Ⅹ	난산·10	แสงริบหรี่·10
2215001	215	1	0	92531;92532			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	困难·阑珊·一	困難·闌珊·一	Hard (Owl-light) I	困難・薄明Ⅰ	어려움·난산·1	ยาก·แสงริบหรี่·1
2215002	215	2	0	92533;92534			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	困难·阑珊·二	困難·闌珊·二	Hard (Owl-light) II	困難・薄明Ⅱ	어려움·난산·2	ยาก·แสงริบหรี่·2
2215003	215	3	0	92535;92536			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	困难·阑珊·三	困難·闌珊·三	Hard (Owl-light) III	困難・薄明Ⅲ	어려움·난산·3	ยาก·แสงริบหรี่·3
2215004	215	4	0	92537;92538			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	困难·阑珊·四	困難·闌珊·四	Hard (Owl-light) IV	困難・薄明Ⅳ	어려움·난산·4	ยาก·แสงริบหรี่·4
2215005	215	5	0	92539;92540			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	困难·阑珊·五	困難·闌珊·五	Hard (Owl-light) V	困難・薄明Ⅴ	어려움·난산·5	ยาก·แสงริบหรี่·5
2215006	215	6	0	92541;92542			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	困难·阑珊·六	困難·闌珊·六	Hard (Owl-light) VI	困難・薄明Ⅵ	어려움·난산·6	ยาก·แสงริบหรี่·6
2215007	215	7	2215006	92543;92544			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	困难·阑珊·七	困難·闌珊·七	Hard (Owl-light) VII	困難・薄明Ⅶ	어려움·난산·7	ยาก·แสงริบหรี่·7
2215008	215	8	2215007	92545;92546			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	困难·阑珊·八	困難·闌珊·八	Hard (Owl-light) VIII	困難・薄明Ⅷ	어려움·난산·8	ยาก·แสงริบหรี่·8
2215009	215	9	2215008	92547;92548			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	困难·阑珊·九	困難·闌珊·九	Hard (Owl-light) IX	困難・薄明Ⅸ	어려움·난산·9	ยาก·แสงริบหรี่·9
2215010	215	10	2215009	92549;92550			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	困难·阑珊·十	困難·闌珊·十	Hard (Owl-light) X	困難・薄明Ⅹ	어려움·난산·10	ยาก·แสงริบหรี่·10
2315001	315	1	0	92561;92562			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	绝境·阑珊·一	絕境·闌珊·一	Abyssal (Owl-light) I	絶境・薄明Ⅰ	절경·난산·1	วิกฤต·แสงริบหรี่·1
2315002	315	2	0	92563;92564			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	绝境·阑珊·二	絕境·闌珊·二	Abyssal (Owl-light) II	絶境・薄明Ⅱ	절경·난산·2	วิกฤต·แสงริบหรี่·2
2315003	315	3	0	92565;92566			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	绝境·阑珊·三	絕境·闌珊·三	Abyssal (Owl-light) III	絶境・薄明Ⅲ	절경·난산·3	วิกฤต·แสงริบหรี่·3
2315004	315	4	0	92567;92568			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	绝境·阑珊·四	絕境·闌珊·四	Abyssal (Owl-light) IV	絶境・薄明Ⅳ	절경·난산·4	วิกฤต·แสงริบหรี่·4
2315005	315	5	0	92569;92570			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	绝境·阑珊·五	絕境·闌珊·五	Abyssal (Owl-light) V	絶境・薄明Ⅴ	절경·난산·5	วิกฤต·แสงริบหรี่·5
2315006	315	6	0	92571;92572			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	绝境·阑珊·六	絕境·闌珊·六	Abyssal (Owl-light) VI	絶境・薄明Ⅵ	절경·난산·6	วิกฤต·แสงริบหรี่·6
2315007	315	7	2315006	92573;92574			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	绝境·阑珊·七	絕境·闌珊·七	Abyssal (Owl-light) VII	絶境・薄明Ⅶ	절경·난산·7	วิกฤต·แสงริบหรี่·7
2315008	315	8	2315007	92575;92576			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	绝境·阑珊·八	絕境·闌珊·八	Abyssal (Owl-light) VIII	絶境・薄明Ⅷ	절경·난산·8	วิกฤต·แสงริบหรี่·8
2315009	315	9	2315008	92577;92578			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	绝境·阑珊·九	絕境·闌珊·九	Abyssal (Owl-light) IX	絶境・薄明Ⅸ	절경·난산·9	วิกฤต·แสงริบหรี่·9
2315010	315	10	2315009	92579;92580			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	绝境·阑珊·十	絕境·闌珊·十	Abyssal (Owl-light) X	絶境・薄明Ⅹ	절경·난산·10	วิกฤต·แสงริบหรี่·10
2116001	116	1	0	92601;92602			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;20;1;5000					1	怒涛·一	怒濤·一	Riptide I	怒涛Ⅰ	노도·1	กระแสน้ำ·1
2116002	116	2	0	92603;92604			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;25;2;10000					1	怒涛·二	怒濤·二	Riptide II	怒涛Ⅱ	노도·2	กระแสน้ำ·2
2116003	116	3	0	92605;92606			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;30;3;15000					1	怒涛·三	怒濤·三	Riptide III	怒涛Ⅲ	노도·3	กระแสน้ำ·3
2116004	116	4	0	92607;92608			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;35;4;20000					1	怒涛·四	怒濤·四	Riptide IV	怒涛Ⅳ	노도·4	กระแสน้ำ·4
2116005	116	5	0	92609;92610			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;40;5;25000					1	怒涛·五	怒濤·五	Riptide V	怒涛Ⅴ	노도·5	กระแสน้ำ·5
2116006	116	6	0	92611;92612			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;45;6;30000					1	怒涛·六	怒濤·六	Riptide VI	怒涛Ⅵ	노도·6	กระแสน้ำ·6
2116007	116	7	0	92613;92614			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;50;7;35000					1	怒涛·七	怒濤·七	Riptide VII	怒涛Ⅶ	노도·7	กระแสน้ำ·7
2116008	116	8	0	92615;92616			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;55;8;40000					1	怒涛·八	怒濤·八	Riptide VIII	怒涛Ⅷ	노도·8	กระแสน้ำ·8
2116009	116	9	0	92617;92618			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;60;9;45000					1	怒涛·九	怒濤·九	Riptide IX	怒涛Ⅸ	노도·9	กระแสน้ำ·9
2116010	116	10	2116009	92619;92620			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;70;10;50000					1	怒涛·十	怒濤·十	Riptide X	怒涛Ⅹ	노도·10	กระแสน้ำ·10
2216001	216	1	0	92631;92632			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	困难·怒涛·一	困難·怒濤·一	Hard (Riptide) I	困難・怒涛Ⅰ	어려움·노도·1	ยาก·กระแสน้ำ·1
2216002	216	2	0	92633;92634			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	困难·怒涛·二	困難·怒濤·二	Hard (Riptide) II	困難・怒涛Ⅱ	어려움·노도·2	ยาก·กระแสน้ำ·2
2216003	216	3	0	92635;92636			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	困难·怒涛·三	困難·怒濤·三	Hard (Riptide) III	困難・怒涛Ⅲ	어려움·노도·3	ยาก·กระแสน้ำ·3
2216004	216	4	0	92637;92638			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	困难·怒涛·四	困難·怒濤·四	Hard (Riptide) IV	困難・怒涛Ⅳ	어려움·노도·4	ยาก·กระแสน้ำ·4
2216005	216	5	0	92639;92640			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	困难·怒涛·五	困難·怒濤·五	Hard (Riptide) V	困難・怒涛Ⅴ	어려움·노도·5	ยาก·กระแสน้ำ·5
2216006	216	6	0	92641;92642			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	困难·怒涛·六	困難·怒濤·六	Hard (Riptide) VI	困難・怒涛Ⅵ	어려움·노도·6	ยาก·กระแสน้ำ·6
2216007	216	7	2216006	92643;92644			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	困难·怒涛·七	困難·怒濤·七	Hard (Riptide) VII	困難・怒涛Ⅶ	어려움·노도·7	ยาก·กระแสน้ำ·7
2216008	216	8	2216007	92645;92646			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	困难·怒涛·八	困難·怒濤·八	Hard (Riptide) VIII	困難・怒涛Ⅷ	어려움·노도·8	ยาก·กระแสน้ำ·8
2216009	216	9	2216008	92647;92648			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	困难·怒涛·九	困難·怒濤·九	Hard (Riptide) IX	困難・怒涛Ⅸ	어려움·노도·9	ยาก·กระแสน้ำ·9
2216010	216	10	2216009	92649;92650			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	困难·怒涛·十	困難·怒濤·十	Hard (Riptide) X	困難・怒涛Ⅹ	어려움·노도·10	ยาก·กระแสน้ำ·10
2316001	316	1	0	92661;92662			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	绝境·怒涛·一	絕境·怒濤·一	Abyssal (Riptide) I	絶境・怒涛Ⅰ	절경·노도·1	วิกฤต·กระแสน้ำ·1
2316002	316	2	0	92663;92664			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	绝境·怒涛·二	絕境·怒濤·二	Abyssal (Riptide) II	絶境・怒涛Ⅱ	절경·노도·2	วิกฤต·กระแสน้ำ·2
2316003	316	3	0	92665;92666			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	绝境·怒涛·三	絕境·怒濤·三	Abyssal (Riptide) III	絶境・怒涛Ⅲ	절경·노도·3	วิกฤต·กระแสน้ำ·3
2316004	316	4	0	92667;92668			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	绝境·怒涛·四	絕境·怒濤·四	Abyssal (Riptide) IV	絶境・怒涛Ⅳ	절경·노도·4	วิกฤต·กระแสน้ำ·4
2316005	316	5	0	92669;92670			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	绝境·怒涛·五	絕境·怒濤·五	Abyssal (Riptide) V	絶境・怒涛Ⅴ	절경·노도·5	วิกฤต·กระแสน้ำ·5
2316006	316	6	0	92671;92672			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	绝境·怒涛·六	絕境·怒濤·六	Abyssal (Riptide) VI	絶境・怒涛Ⅵ	절경·노도·6	วิกฤต·กระแสน้ำ·6
2316007	316	7	2316006	92673;92674			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	绝境·怒涛·七	絕境·怒濤·七	Abyssal (Riptide) VII	絶境・怒涛Ⅶ	절경·노도·7	วิกฤต·กระแสน้ำ·7
2316008	316	8	2316007	92675;92676			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	绝境·怒涛·八	絕境·怒濤·八	Abyssal (Riptide) VIII	絶境・怒涛Ⅷ	절경·노도·8	วิกฤต·กระแสน้ำ·8
2316009	316	9	2316008	92677;92678			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	绝境·怒涛·九	絕境·怒濤·九	Abyssal (Riptide) IX	絶境・怒涛Ⅸ	절경·노도·9	วิกฤต·กระแสน้ำ·9
2316010	316	10	2316009	92679;92680			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	绝境·怒涛·十	絕境·怒濤·十	Abyssal (Riptide) X	絶境・怒涛Ⅹ	절경·노도·10	วิกฤต·กระแสน้ำ·10
2117001	117	1	0	92701;92702			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;20;1;5000					1	急潮·一	急潮·一	Surge I	急潮Ⅰ	급조·1	น้ำเชี่ยว·1
2117002	117	2	0	92703;92704			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;25;2;10000					1	急潮·二	急潮·二	Surge II	急潮Ⅱ	급조·2	น้ำเชี่ยว·2
2117003	117	3	0	92705;92706			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;30;3;15000					1	急潮·三	急潮·三	Surge III	急潮Ⅲ	급조·3	น้ำเชี่ยว·3
2117004	117	4	0	92707;92708			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;35;4;20000					1	急潮·四	急潮·四	Surge IV	急潮Ⅳ	급조·4	น้ำเชี่ยว·4
2117005	117	5	0	92709;92710			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;40;5;25000					1	急潮·五	急潮·五	Surge V	急潮Ⅴ	급조·5	น้ำเชี่ยว·5
2117006	117	6	0	92711;92712			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;45;6;30000					1	急潮·六	急潮·六	Surge VI	急潮Ⅵ	급조·6	น้ำเชี่ยว·6
2117007	117	7	0	92713;92714			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;50;7;35000					1	急潮·七	急潮·七	Surge VII	急潮Ⅶ	급조·7	น้ำเชี่ยว·7
2117008	117	8	0	92715;92716			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;55;8;40000					1	急潮·八	急潮·八	Surge VIII	急潮Ⅷ	급조·8	น้ำเชี่ยว·8
2117009	117	9	0	92717;92718			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;60;9;45000					1	急潮·九	急潮·九	Surge IX	急潮Ⅸ	급조·9	น้ำเชี่ยว·9
2117010	117	10	2117009	92719;92720			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;70;10;50000					1	急潮·十	急潮·十	Surge X	急潮Ⅹ	급조·10	น้ำเชี่ยว·10
2217001	217	1	0	92731;92732			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	困难·急潮·一	困難·急潮·一	Hard (Surge) I	困難・急潮Ⅰ	어려움·급조·1	ยาก·น้ำเชี่ยว·1
2217002	217	2	0	92733;92734			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	困难·急潮·二	困難·急潮·二	Hard (Surge) II	困難・急潮Ⅱ	어려움·급조·2	ยาก·น้ำเชี่ยว·2
2217003	217	3	0	92735;92736			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	困难·急潮·三	困難·急潮·三	Hard (Surge) III	困難・急潮Ⅲ	어려움·급조·3	ยาก·น้ำเชี่ยว·3
2217004	217	4	0	92737;92738			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	困难·急潮·四	困難·急潮·四	Hard (Surge) IV	困難・急潮Ⅳ	어려움·급조·4	ยาก·น้ำเชี่ยว·4
2217005	217	5	0	92739;92740			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	困难·急潮·五	困難·急潮·五	Hard (Surge) V	困難・急潮Ⅴ	어려움·급조·5	ยาก·น้ำเชี่ยว·5
2217006	217	6	0	92741;92742			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	困难·急潮·六	困難·急潮·六	Hard (Surge) VI	困難・急潮Ⅵ	어려움·급조·6	ยาก·น้ำเชี่ยว·6
2217007	217	7	2217006	92743;92744			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	困难·急潮·七	困難·急潮·七	Hard (Surge) VII	困難・急潮Ⅶ	어려움·급조·7	ยาก·น้ำเชี่ยว·7
2217008	217	8	2217007	92745;92746			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	困难·急潮·八	困難·急潮·八	Hard (Surge) VIII	困難・急潮Ⅷ	어려움·급조·8	ยาก·น้ำเชี่ยว·8
2217009	217	9	2217008	92747;92748			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	困难·急潮·九	困難·急潮·九	Hard (Surge) IX	困難・急潮Ⅸ	어려움·급조·9	ยาก·น้ำเชี่ยว·9
2217010	217	10	2217009	92749;92750			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	困难·急潮·十	困難·急潮·十	Hard (Surge) X	困難・急潮Ⅹ	어려움·급조·10	ยาก·น้ำเชี่ยว·10
2317001	317	1	0	92761;92762			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	绝境·急潮·一	絕境·急潮·一	Abyssal (Surge) I	絶境・急潮Ⅰ	절경·급조·1	วิกฤต·น้ำเชี่ยว·1
2317002	317	2	0	92763;92764			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	绝境·急潮·二	絕境·急潮·二	Abyssal (Surge) II	絶境・急潮Ⅱ	절경·급조·2	วิกฤต·น้ำเชี่ยว·2
2317003	317	3	0	92765;92766			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	绝境·急潮·三	絕境·急潮·三	Abyssal (Surge) III	絶境・急潮Ⅲ	절경·급조·3	วิกฤต·น้ำเชี่ยว·3
2317004	317	4	0	92767;92768			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	绝境·急潮·四	絕境·急潮·四	Abyssal (Surge) IV	絶境・急潮Ⅳ	절경·급조·4	วิกฤต·น้ำเชี่ยว·4
2317005	317	5	0	92769;92770			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	绝境·急潮·五	絕境·急潮·五	Abyssal (Surge) V	絶境・急潮Ⅴ	절경·급조·5	วิกฤต·น้ำเชี่ยว·5
2317006	317	6	0	92771;92772			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	绝境·急潮·六	絕境·急潮·六	Abyssal (Surge) VI	絶境・急潮Ⅵ	절경·급조·6	วิกฤต·น้ำเชี่ยว·6
2317007	317	7	2317006	92773;92774			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	绝境·急潮·七	絕境·急潮·七	Abyssal (Surge) VII	絶境・急潮Ⅶ	절경·급조·7	วิกฤต·น้ำเชี่ยว·7
2317008	317	8	2317007	92775;92776			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	绝境·急潮·八	絕境·急潮·八	Abyssal (Surge) VIII	絶境・急潮Ⅷ	절경·급조·8	วิกฤต·น้ำเชี่ยว·8
2317009	317	9	2317008	92777;92778			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	绝境·急潮·九	絕境·急潮·九	Abyssal (Surge) IX	絶境・急潮Ⅸ	절경·급조·9	วิกฤต·น้ำเชี่ยว·9
2317010	317	10	2317009	92779;92780			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	绝境·急潮·十	絕境·急潮·十	Abyssal (Surge) X	絶境・急潮Ⅹ	절경·급조·10	วิกฤต·น้ำเชี่ยว·10
2118001	118	1	0	92801;92802			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;20;1;5000					1	蜜罐·一	蜜罐·一	Honeypot I	ハニーポットⅠ	허니I 	โถน้ำผึ้ง·1
2118002	118	2	0	92803;92804			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;25;2;10000					1	蜜罐·二	蜜罐·二	Honeypot II	ハニーポットⅡ	허니II 	โถน้ำผึ้ง·2
2118003	118	3	0	92805;92806			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;30;3;15000					1	蜜罐·三	蜜罐·三	Honeypot III	ハニーポットⅢ	허니III 	โถน้ำผึ้ง·3
2118004	118	4	0	92807;92808			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;35;4;20000					1	蜜罐·四	蜜罐·四	Honeypot IV	ハニーポットⅣ	허니IV	โถน้ำผึ้ง·4
2118005	118	5	0	92809;92810			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;40;5;25000					1	蜜罐·五	蜜罐·五	Honeypot V	ハニーポットⅤ	허니V	โถน้ำผึ้ง·5
2118006	118	6	0	92811;92812			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;45;6;30000					1	蜜罐·六	蜜罐·六	Honeypot VI	ハニーポットⅥ	허니VI 	โถน้ำผึ้ง·6
2118007	118	7	2118006	92813;92814			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;50;7;35000					1	蜜罐·七	蜜罐·七	Honeypot VII	ハニーポットⅦ	허니VII 	โถน้ำผึ้ง·7
2118008	118	8	2118007	92815;92816			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;55;8;40000					1	蜜罐·八	蜜罐·八	Honeypot VIII	ハニーポットⅧ	허니VIII 	โถน้ำผึ้ง·8
