id	groupId	starLevel	Rewards	ItemNum	status
537	218	21	3000002;5200005;4199001	80;2;5	1
538	218	24	3000002;5200005;4199001	100;2;5	1
539	218	27	3000002;5200005;4199001	100;2;5	1
540	218	30	3000002;5200005;4199001	100;2;5	1
541	318	3	3000002;5200005;4199001	80;3;5	1
542	318	6	3000002;5200005;4199001	80;3;5	1
543	318	9	3000002;5200005;4199001	80;3;5	1
544	318	12	3000002;5200005;4199001	100;3;5	1
545	318	15	3000002;5200005;4199001	100;3;5	1
546	318	18	3000002;5200005;4199001	100;3;5	1
547	318	21	3000002;5200005;4199001	100;3;5	1
548	318	24	3000002;5200005;4199001	120;3;5	1
549	318	27	3000002;5200005;4199001	120;3;5	1
550	318	30	3000002;5200005;4199001	120;3;5	1
551	119	3	3000002;5200005;4199001	20;1;5	1
552	119	6	3000002;5200005;4199001	20;1;5	1
553	119	9	3000002;5200005;4199001	20;1;5	1
554	119	12	3000002;5200005;4199001	50;1;5	1
555	119	15	3000002;5200005;4199001	50;1;5	1
556	119	18	3000002;5200005;4199001	50;1;5	1
557	119	21	3000002;5200005;4199001	50;1;5	1
558	119	24	3000002;5200005;4199001	80;1;5	1
559	119	27	3000002;5200005;4199001	80;1;5	1
560	119	30	3000002;5200005;4199001	80;1;5	1
561	219	3	3000002;5200005;4199001	50;2;5	1
562	219	6	3000002;5200005;4199001	50;2;5	1
563	219	9	3000002;5200005;4199001	50;2;5	1
564	219	12	3000002;5200005;4199001	80;2;5	1
565	219	15	3000002;5200005;4199001	80;2;5	1
566	219	18	3000002;5200005;4199001	80;2;5	1
567	219	21	3000002;5200005;4199001	80;2;5	1
568	219	24	3000002;5200005;4199001	100;2;5	1
569	219	27	3000002;5200005;4199001	100;2;5	1
570	219	30	3000002;5200005;4199001	100;2;5	1
571	319	3	3000002;5200005;4199001	80;3;5	1
572	319	6	3000002;5200005;4199001	80;3;5	1
573	319	9	3000002;5200005;4199001	80;3;5	1
574	319	12	3000002;5200005;4199001	100;3;5	1
575	319	15	3000002;5200005;4199001	100;3;5	1
576	319	18	3000002;5200005;4199001	100;3;5	1
577	319	21	3000002;5200005;4199001	100;3;5	1
578	319	24	3000002;5200005;4199001	120;3;5	1
579	319	27	3000002;5200005;4199001	120;3;5	1
580	319	30	3000002;5200005;4199001	120;3;5	1
581	120	3	3000002;5200005;4199001	20;1;5	1
582	120	6	3000002;5200005;4199001	20;1;5	1
583	120	9	3000002;5200005;4199001	20;1;5	1
584	120	12	3000002;5200005;4199001	50;1;5	1
585	120	15	3000002;5200005;4199001	50;1;5	1
586	120	18	3000002;5200005;4199001	50;1;5	1
587	120	21	3000002;5200005;4199001	50;1;5	1
588	120	24	3000002;5200005;4199001	80;1;5	1
589	120	27	3000002;5200005;4199001	80;1;5	1
590	120	30	3000002;5200005;4199001	80;1;5	1
591	220	3	3000002;5200005;4199001	50;2;5	1
592	220	6	3000002;5200005;4199001	50;2;5	1
593	220	9	3000002;5200005;4199001	50;2;5	1
594	220	12	3000002;5200005;4199001	80;2;5	1
595	220	15	3000002;5200005;4199001	80;2;5	1
596	220	18	3000002;5200005;4199001	80;2;5	1
597	220	21	3000002;5200005;4199001	80;2;5	1
598	220	24	3000002;5200005;4199001	100;2;5	1
599	220	27	3000002;5200005;4199001	100;2;5	1
600	220	30	3000002;5200005;4199001	100;2;5	1
601	320	3	3000002;5200005;4199001	80;3;5	1
602	320	6	3000002;5200005;4199001	80;3;5	1
603	320	9	3000002;5200005;4199001	80;3;5	1
604	320	12	3000002;5200005;4199001	100;3;5	1
605	320	15	3000002;5200005;4199001	100;3;5	1
606	320	18	3000002;5200005;4199001	100;3;5	1
607	320	21	3000002;5200005;4199001	100;3;5	1
608	320	24	3000002;5200005;4199001	120;3;5	1
609	320	27	3000002;5200005;4199001	120;3;5	1
610	320	30	3000002;5200005;4199001	120;3;5	1
611	121	3	3000002;5200005;4199001	20;1;5	1
612	121	6	3000002;5200005;4199001	20;1;5	1
613	121	9	3000002;5200005;4199001	20;1;5	1
614	121	12	3000002;5200005;4199001	50;1;5	1
615	121	15	3000002;5200005;4199001	50;1;5	1
616	121	18	3000002;5200005;4199001	50;1;5	1
617	121	21	3000002;5200005;4199001	50;1;5	1
618	121	24	3000002;5200005;4199001	80;1;5	1
619	121	27	3000002;5200005;4199001	80;1;5	1
620	121	30	3000002;5200005;4199001	80;1;5	1
621	221	3	3000002;5200005;4199001	50;2;5	1
622	221	6	3000002;5200005;4199001	50;2;5	1
623	221	9	3000002;5200005;4199001	50;2;5	1
624	221	12	3000002;5200005;4199001	80;2;5	1
625	221	15	3000002;5200005;4199001	80;2;5	1
626	221	18	3000002;5200005;4199001	80;2;5	1
627	221	21	3000002;5200005;4199001	80;2;5	1
628	221	24	3000002;5200005;4199001	100;2;5	1
629	221	27	3000002;5200005;4199001	100;2;5	1
630	221	30	3000002;5200005;4199001	100;2;5	1
631	321	3	3000002;5200005;4199001	80;3;5	1
632	321	6	3000002;5200005;4199001	80;3;5	1
633	321	9	3000002;5200005;4199001	80;3;5	1
634	321	12	3000002;5200005;4199001	100;3;5	1
635	321	15	3000002;5200005;4199001	100;3;5	1
636	321	18	3000002;5200005;4199001	100;3;5	1
637	321	21	3000002;5200005;4199001	100;3;5	1
638	321	24	3000002;5200005;4199001	120;3;5	1
639	321	27	3000002;5200005;4199001	120;3;5	1
640	321	30	3000002;5200005;4199001	120;3;5	1
641	122	3	3000002;5200005;4199001	20;1;5	1
642	122	6	3000002;5200005;4199001	20;1;5	1
643	122	9	3000002;5200005;4199001	20;1;5	1
644	122	12	3000002;5200005;4199001	50;1;5	1
645	122	15	3000002;5200005;4199001	50;1;5	1
646	122	18	3000002;5200005;4199001	50;1;5	1
647	122	21	3000002;5200005;4199001	50;1;5	1
648	122	24	3000002;5200005;4199001	80;1;5	1
649	122	27	3000002;5200005;4199001	80;1;5	1
650	122	30	3000002;5200005;4199001	80;1;5	1
651	222	3	3000002;5200005;4199001	50;2;5	1
652	222	6	3000002;5200005;4199001	50;2;5	1
653	222	9	3000002;5200005;4199001	50;2;5	1
654	222	12	3000002;5200005;4199001	80;2;5	1
655	222	15	3000002;5200005;4199001	80;2;5	1
656	222	18	3000002;5200005;4199001	80;2;5	1
657	222	21	3000002;5200005;4199001	80;2;5	1
658	222	24	3000002;5200005;4199001	100;2;5	1
659	222	27	3000002;5200005;4199001	100;2;5	1
660	222	30	3000002;5200005;4199001	100;2;5	1
661	322	3	3000002;5200005;4199001	80;3;5	1
662	322	6	3000002;5200005;4199001	80;3;5	1
663	322	9	3000002;5200005;4199001	80;3;5	1
664	322	12	3000002;5200005;4199001	100;3;5	1
665	322	15	3000002;5200005;4199001	100;3;5	1
666	322	18	3000002;5200005;4199001	100;3;5	1
667	322	21	3000002;5200005;4199001	100;3;5	1
668	322	24	3000002;5200005;4199001	120;3;5	1
669	322	27	3000002;5200005;4199001	120;3;5	1
670	322	30	3000002;5200005;4199001	120;3;5	1
671	123	3	3000002;5200005;4199001	20;1;5	1
672	123	6	3000002;5200005;4199001	20;1;5	1
673	123	9	3000002;5200005;4199001	20;1;5	1
674	123	12	3000002;5200005;4199001	50;1;5	1
675	123	15	3000002;5200005;4199001	50;1;5	1
676	123	18	3000002;5200005;4199001	50;1;5	1
677	123	21	3000002;5200005;4199001	50;1;5	1
678	123	24	3000002;5200005;4199001	80;1;5	1
679	123	27	3000002;5200005;4199001	80;1;5	1
680	123	30	3000002;5200005;4199001	80;1;5	1
681	223	3	3000002;5200005;4199001	50;2;5	1
682	223	6	3000002;5200005;4199001	50;2;5	1
683	223	9	3000002;5200005;4199001	50;2;5	1
684	223	12	3000002;5200005;4199001	80;2;5	1
685	223	15	3000002;5200005;4199001	80;2;5	1
686	223	18	3000002;5200005;4199001	80;2;5	1
687	223	21	3000002;5200005;4199001	80;2;5	1
688	223	24	3000002;5200005;4199001	100;2;5	1
689	223	27	3000002;5200005;4199001	100;2;5	1
690	223	30	3000002;5200005;4199001	100;2;5	1
691	323	3	3000002;5200005;4199001	80;3;5	1
692	323	6	3000002;5200005;4199001	80;3;5	1
693	323	9	3000002;5200005;4199001	80;3;5	1
694	323	12	3000002;5200005;4199001	100;3;5	1
695	323	15	3000002;5200005;4199001	100;3;5	1
696	323	18	3000002;5200005;4199001	100;3;5	1
697	323	21	3000002;5200005;4199001	100;3;5	1
698	323	24	3000002;5200005;4199001	120;3;5	1
699	323	27	3000002;5200005;4199001	120;3;5	1
700	323	30	3000002;5200005;4199001	120;3;5	1
701	124	3	3000002;5200005;4199001	20;1;5	1
702	124	6	3000002;5200005;4199001	20;1;5	1
703	124	9	3000002;5200005;4199001	20;1;5	1
704	124	12	3000002;5200005;4199001	50;1;5	1
705	124	15	3000002;5200005;4199001	50;1;5	1
706	124	18	3000002;5200005;4199001	50;1;5	1
707	124	21	3000002;5200005;4199001	50;1;5	1
708	124	24	3000002;5200005;4199001	80;1;5	1
709	124	27	3000002;5200005;4199001	80;1;5	1
710	124	30	3000002;5200005;4199001	80;1;5	1
711	224	3	3000002;5200005;4199001	50;2;5	1
712	224	6	3000002;5200005;4199001	50;2;5	1
713	224	9	3000002;5200005;4199001	50;2;5	1
714	224	12	3000002;5200005;4199001	80;2;5	1
715	224	15	3000002;5200005;4199001	80;2;5	1
716	224	18	3000002;5200005;4199001	80;2;5	1
717	224	21	3000002;5200005;4199001	80;2;5	1
718	224	24	3000002;5200005;4199001	100;2;5	1
719	224	27	3000002;5200005;4199001	100;2;5	1
720	224	30	3000002;5200005;4199001	100;2;5	1
721	324	3	3000002;5200005;4199001	80;3;5	1
722	324	6	3000002;5200005;4199001	80;3;5	1
723	324	9	3000002;5200005;4199001	80;3;5	1
724	324	12	3000002;5200005;4199001	100;3;5	1
725	324	15	3000002;5200005;4199001	100;3;5	1
726	324	18	3000002;5200005;4199001	100;3;5	1
727	324	21	3000002;5200005;4199001	100;3;5	1
728	324	24	3000002;5200005;4199001	120;3;5	1
729	324	27	3000002;5200005;4199001	120;3;5	1
730	324	30	3000002;5200005;4199001	120;3;5	1
731	125	3	3000002;5200005;4199001	20;1;5	1
732	125	6	3000002;5200005;4199001	20;1;5	1
733	125	9	3000002;5200005;4199001	20;1;5	1
734	125	12	3000002;5200005;4199001	50;1;5	1
735	125	15	3000002;5200005;4199001	50;1;5	1
736	125	18	3000002;5200005;4199001	50;1;5	1
737	125	21	3000002;5200005;4199001	50;1;5	1
738	125	24	3000002;5200005;4199001	80;1;5	1
739	125	27	3000002;5200005;4199001	80;1;5	1
740	125	30	3000002;5200005;4199001	80;1;5	1
741	225	3	3000002;5200005;4199001	50;2;5	1
742	225	6	3000002;5200005;4199001	50;2;5	1
743	225	9	3000002;5200005;4199001	50;2;5	1
744	225	12	3000002;5200005;4199001	80;2;5	1
745	225	15	3000002;5200005;4199001	80;2;5	1
746	225	18	3000002;5200005;4199001	80;2;5	1
747	225	21	3000002;5200005;4199001	80;2;5	1
748	225	24	3000002;5200005;4199001	100;2;5	1
749	225	27	3000002;5200005;4199001	100;2;5	1
750	225	30	3000002;5200005;4199001	100;2;5	1
751	325	3	3000002;5200005;4199001	80;3;5	1
752	325	6	3000002;5200005;4199001	80;3;5	1
753	325	9	3000002;5200005;4199001	80;3;5	1
754	325	12	3000002;5200005;4199001	100;3;5	1
755	325	15	3000002;5200005;4199001	100;3;5	1
756	325	18	3000002;5200005;4199001	100;3;5	1
757	325	21	3000002;5200005;4199001	100;3;5	1
758	325	24	3000002;5200005;4199001	120;3;5	1
759	325	27	3000002;5200005;4199001	120;3;5	1
760	325	30	3000002;5200005;4199001	120;3;5	1
761	126	3	3000002;5200005;4199001	20;1;5	1
762	126	6	3000002;5200005;4199001	20;1;5	1
763	126	9	3000002;5200005;4199001	20;1;5	1
764	126	12	3000002;5200005;4199001	50;1;5	1
765	126	15	3000002;5200005;4199001	50;1;5	1
766	126	18	3000002;5200005;4199001	50;1;5	1
767	126	21	3000002;5200005;4199001	50;1;5	1
768	126	24	3000002;5200005;4199001	80;1;5	1
769	126	27	3000002;5200005;4199001	80;1;5	1
770	126	30	3000002;5200005;4199001	80;1;5	1
771	226	3	3000002;5200005;4199001	50;2;5	1
772	226	6	3000002;5200005;4199001	50;2;5	1
773	226	9	3000002;5200005;4199001	50;2;5	1
774	226	12	3000002;5200005;4199001	80;2;5	1
775	226	15	3000002;5200005;4199001	80;2;5	1
776	226	18	3000002;5200005;4199001	80;2;5	1
777	226	21	3000002;5200005;4199001	80;2;5	1
778	226	24	3000002;5200005;4199001	100;2;5	1
779	226	27	3000002;5200005;4199001	100;2;5	1
780	226	30	3000002;5200005;4199001	100;2;5	1
781	326	3	3000002;5200005;4199001	80;3;5	1
782	326	6	3000002;5200005;4199001	80;3;5	1
783	326	9	3000002;5200005;4199001	80;3;5	1
784	326	12	3000002;5200005;4199001	100;3;5	1
785	326	15	3000002;5200005;4199001	100;3;5	1
786	326	18	3000002;5200005;4199001	100;3;5	1
787	326	21	3000002;5200005;4199001	100;3;5	1
788	326	24	3000002;5200005;4199001	120;3;5	1
789	326	27	3000002;5200005;4199001	120;3;5	1
790	326	30	3000002;5200005;4199001	120;3;5	1
791	127	3	3000002;5200005;4199001	20;1;5	1
792	127	6	3000002;5200005;4199001	20;1;5	1
793	127	9	3000002;5200005;4199001	20;1;5	1
794	127	12	3000002;5200005;4199001	50;1;5	1
795	127	15	3000002;5200005;4199001	50;1;5	1
796	127	18	3000002;5200005;4199001	50;1;5	1
797	127	21	3000002;5200005;4199001	50;1;5	1
798	127	24	3000002;5200005;4199001	80;1;5	1
799	127	27	3000002;5200005;4199001	80;1;5	1
800	127	30	3000002;5200005;4199001	80;1;5	1
801	227	3	3000002;5200005;4199001	50;2;5	1
802	227	6	3000002;5200005;4199001	50;2;5	1
803	227	9	3000002;5200005;4199001	50;2;5	1
804	227	12	3000002;5200005;4199001	80;2;5	1
805	227	15	3000002;5200005;4199001	80;2;5	1
806	227	18	3000002;5200005;4199001	80;2;5	1
807	227	21	3000002;5200005;4199001	80;2;5	1
808	227	24	3000002;5200005;4199001	100;2;5	1
809	227	27	3000002;5200005;4199001	100;2;5	1
810	227	30	3000002;5200005;4199001	100;2;5	1
811	327	3	3000002;5200005;4199001	80;3;5	1
812	327	6	3000002;5200005;4199001	80;3;5	1
813	327	9	3000002;5200005;4199001	80;3;5	1
814	327	12	3000002;5200005;4199001	100;3;5	1
815	327	15	3000002;5200005;4199001	100;3;5	1
816	327	18	3000002;5200005;4199001	100;3;5	1
817	327	21	3000002;5200005;4199001	100;3;5	1
818	327	24	3000002;5200005;4199001	120;3;5	1
819	327	27	3000002;5200005;4199001	120;3;5	1
820	327	30	3000002;5200005;4199001	120;3;5	1
821	128	3	3000002;5200005;4199001	20;1;5	1
822	128	6	3000002;5200005;4199001	20;1;5	1
823	128	9	3000002;5200005;4199001	20;1;5	1
824	128	12	3000002;5200005;4199001	50;1;5	1
825	128	15	3000002;5200005;4199001	50;1;5	1
826	128	18	3000002;5200005;4199001	50;1;5	1
827	128	21	3000002;5200005;4199001	50;1;5	1
828	128	24	3000002;5200005;4199001	80;1;5	1
829	128	27	3000002;5200005;4199001	80;1;5	1
830	128	30	3000002;5200005;4199001	80;1;5	1
831	228	3	3000002;5200005;4199001	50;2;5	1
832	228	6	3000002;5200005;4199001	50;2;5	1
833	228	9	3000002;5200005;4199001	50;2;5	1
834	228	12	3000002;5200005;4199001	80;2;5	1
835	228	15	3000002;5200005;4199001	80;2;5	1
836	228	18	3000002;5200005;4199001	80;2;5	1
837	228	21	3000002;5200005;4199001	80;2;5	1
838	228	24	3000002;5200005;4199001	100;2;5	1
839	228	27	3000002;5200005;4199001	100;2;5	1
840	228	30	3000002;5200005;4199001	100;2;5	1
841	328	3	3000002;5200005;4199001	80;3;5	1
842	328	6	3000002;5200005;4199001	80;3;5	1
843	328	9	3000002;5200005;4199001	80;3;5	1
844	328	12	3000002;5200005;4199001	100;3;5	1
845	328	15	3000002;5200005;4199001	100;3;5	1
846	328	18	3000002;5200005;4199001	100;3;5	1
847	328	21	3000002;5200005;4199001	100;3;5	1
848	328	24	3000002;5200005;4199001	120;3;5	1
849	328	27	3000002;5200005;4199001	120;3;5	1
850	328	30	3000002;5200005;4199001	120;3;5	1
851	129	3	3000002;5200005;4199001	20;1;5	1
852	129	6	3000002;5200005;4199001	20;1;5	1
853	129	9	3000002;5200005;4199001	20;1;5	1
854	129	12	3000002;5200005;4199001	50;1;5	1
855	129	15	3000002;5200005;4199001	50;1;5	1
856	129	18	3000002;5200005;4199001	50;1;5	1
857	129	21	3000002;5200005;4199001	50;1;5	1
858	129	24	3000002;5200005;4199001	80;1;5	1
859	129	27	3000002;5200005;4199001	80;1;5	1
860	129	30	3000002;5200005;4199001	80;1;5	1
861	229	3	3000002;5200005;4199001	50;2;5	1
862	229	6	3000002;5200005;4199001	50;2;5	1
863	229	9	3000002;5200005;4199001	50;2;5	1
864	229	12	3000002;5200005;4199001	80;2;5	1
865	229	15	3000002;5200005;4199001	80;2;5	1
866	229	18	3000002;5200005;4199001	80;2;5	1
867	229	21	3000002;5200005;4199001	80;2;5	1
868	229	24	3000002;5200005;4199001	100;2;5	1
869	229	27	3000002;5200005;4199001	100;2;5	1
870	229	30	3000002;5200005;4199001	100;2;5	1
871	329	3	3000002;5200005;4199001	80;3;5	1
872	329	6	3000002;5200005;4199001	80;3;5	1
873	329	9	3000002;5200005;4199001	80;3;5	1
874	329	12	3000002;5200005;4199001	100;3;5	1
875	329	15	3000002;5200005;4199001	100;3;5	1
876	329	18	3000002;5200005;4199001	100;3;5	1
877	329	21	3000002;5200005;4199001	100;3;5	1
878	329	24	3000002;5200005;4199001	120;3;5	1
879	329	27	3000002;5200005;4199001	120;3;5	1
880	329	30	3000002;5200005;4199001	120;3;5	1
881	130	3	3000002;5200005;4199001	20;1;5	1
882	130	6	3000002;5200005;4199001	20;1;5	1
883	130	9	3000002;5200005;4199001	20;1;5	1
884	130	12	3000002;5200005;4199001	50;1;5	1
885	130	15	3000002;5200005;4199001	50;1;5	1
886	130	18	3000002;5200005;4199001	50;1;5	1
887	130	21	3000002;5200005;4199001	50;1;5	1
888	130	24	3000002;5200005;4199001	80;1;5	1
889	130	27	3000002;5200005;4199001	80;1;5	1
890	130	30	3000002;5200005;4199001	80;1;5	1
891	230	3	3000002;5200005;4199001	50;2;5	1
892	230	6	3000002;5200005;4199001	50;2;5	1
893	230	9	3000002;5200005;4199001	50;2;5	1
894	230	12	3000002;5200005;4199001	80;2;5	1
895	230	15	3000002;5200005;4199001	80;2;5	1
896	230	18	3000002;5200005;4199001	80;2;5	1
897	230	21	3000002;5200005;4199001	80;2;5	1
898	230	24	3000002;5200005;4199001	100;2;5	1
899	230	27	3000002;5200005;4199001	100;2;5	1
900	230	30	3000002;5200005;4199001	100;2;5	1
901	330	3	3000002;5200005;4199001	80;3;5	1
902	330	6	3000002;5200005;4199001	80;3;5	1
903	330	9	3000002;5200005;4199001	80;3;5	1
904	330	12	3000002;5200005;4199001	100;3;5	1
905	330	15	3000002;5200005;4199001	100;3;5	1
906	330	18	3000002;5200005;4199001	100;3;5	1
907	330	21	3000002;5200005;4199001	100;3;5	1
908	330	24	3000002;5200005;4199001	120;3;5	1
909	330	27	3000002;5200005;4199001	120;3;5	1
910	330	30	3000002;5200005;4199001	120;3;5	1
911	131	3	3000002;5200005;4199001	20;1;5	1
912	131	6	3000002;5200005;4199001	20;1;5	1
913	131	9	3000002;5200005;4199001	20;1;5	1
914	131	12	3000002;5200005;4199001	50;1;5	1
915	131	15	3000002;5200005;4199001	50;1;5	1
916	131	18	3000002;5200005;4199001	50;1;5	1
917	131	21	3000002;5200005;4199001	50;1;5	1
918	131	24	3000002;5200005;4199001	80;1;5	1
919	131	27	3000002;5200005;4199001	80;1;5	1
920	131	30	3000002;5200005;4199001	80;1;5	1
921	231	3	3000002;5200005;4199001	50;2;5	1
922	231	6	3000002;5200005;4199001	50;2;5	1
923	231	9	3000002;5200005;4199001	50;2;5	1
924	231	12	3000002;5200005;4199001	80;2;5	1
925	231	15	3000002;5200005;4199001	80;2;5	1
926	231	18	3000002;5200005;4199001	80;2;5	1
927	231	21	3000002;5200005;4199001	80;2;5	1
928	231	24	3000002;5200005;4199001	100;2;5	1
929	231	27	3000002;5200005;4199001	100;2;5	1
930	231	30	3000002;5200005;4199001	100;2;5	1
931	331	3	3000002;5200005;4199001	80;3;5	1
932	331	6	3000002;5200005;4199001	80;3;5	1
933	331	9	3000002;5200005;4199001	80;3;5	1
934	331	12	3000002;5200005;4199001	100;3;5	1
935	331	15	3000002;5200005;4199001	100;3;5	1
936	331	18	3000002;5200005;4199001	100;3;5	1
937	331	21	3000002;5200005;4199001	100;3;5	1
938	331	24	3000002;5200005;4199001	120;3;5	1
939	331	27	3000002;5200005;4199001	120;3;5	1
940	331	30	3000002;5200005;4199001	120;3;5	1
941	431	1	4197005;4100032;4199001	1;5;5	1
942	431	2	4197005;4100032;4199001	1;5;5	1
943	431	3	4197005;4100032;4199001	2;5;5	1
944	431	4	4197005;4100032;4199001	1;5;5	1
945	431	5	4197005;4100032;4199001	1;5;5	1
946	431	6	4197005;4100032;4199001	2;5;5	1
947	132	3	3000002;5200005;4199001	20;1;5	1
948	132	6	3000002;5200005;4199001	20;1;5	1
949	132	9	3000002;5200005;4199001	20;1;5	1
950	132	12	3000002;5200005;4199001	50;1;5	1
951	132	15	3000002;5200005;4199001	50;1;5	1
952	132	18	3000002;5200005;4199001	50;1;5	1
953	132	21	3000002;5200005;4199001	50;1;5	1
954	132	24	3000002;5200005;4199001	80;1;5	1
955	132	27	3000002;5200005;4199001	80;1;5	1
956	132	30	3000002;5200005;4199001	80;1;5	1
957	232	3	3000002;5200005;4199001	50;2;5	1
958	232	6	3000002;5200005;4199001	50;2;5	1
959	232	9	3000002;5200005;4199001	50;2;5	1
960	232	12	3000002;5200005;4199001	80;2;5	1
961	232	15	3000002;5200005;4199001	80;2;5	1
962	232	18	3000002;5200005;4199001	80;2;5	1
963	232	21	3000002;5200005;4199001	80;2;5	1
964	232	24	3000002;5200005;4199001	100;2;5	1
965	232	27	3000002;5200005;4199001	100;2;5	1
966	232	30	3000002;5200005;4199001	100;2;5	1
967	332	3	3000002;5200005;4199001	80;3;5	1
968	332	6	3000002;5200005;4199001	80;3;5	1
969	332	9	3000002;5200005;4199001	80;3;5	1
970	332	12	3000002;5200005;4199001	100;3;5	1
971	332	15	3000002;5200005;4199001	100;3;5	1
972	332	18	3000002;5200005;4199001	100;3;5	1
973	332	21	3000002;5200005;4199001	100;3;5	1
974	332	24	3000002;5200005;4199001	120;3;5	1
975	332	27	3000002;5200005;4199001	120;3;5	1
976	332	30	3000002;5200005;4199001	120;3;5	1
977	432	1	4197005;4100032;4199001	1;5;5	1
978	432	2	4197005;4100032;4199001	1;5;5	1
979	432	3	4197005;4100032;4199001	2;5;5	1
980	432	4	4197005;4100032;4199001	1;5;5	1
981	432	5	4197005;4100032;4199001	1;5;5	1
982	432	6	4197005;4100032;4199001	2;5;5	1
983	133	3	3000002;5200005;4199001	20;1;5	1
984	133	6	3000002;5200005;4199001	20;1;5	1
985	133	9	3000002;5200005;4199001	20;1;5	1
986	133	12	3000002;5200005;4199001	50;1;5	1
987	133	15	3000002;5200005;4199001	50;1;5	1
988	133	18	3000002;5200005;4199001	50;1;5	1
989	133	21	3000002;5200005;4199001	50;1;5	1
990	133	24	3000002;5200005;4199001	80;1;5	1
991	133	27	3000002;5200005;4199001	80;1;5	1
992	133	30	3000002;5200005;4199001	80;1;5	1
993	233	3	3000002;5200005;4199001	50;2;5	1
994	233	6	3000002;5200005;4199001	50;2;5	1
995	233	9	3000002;5200005;4199001	50;2;5	1
996	233	12	3000002;5200005;4199001	80;2;5	1
997	233	15	3000002;5200005;4199001	80;2;5	1
998	233	18	3000002;5200005;4199001	80;2;5	1
999	233	21	3000002;5200005;4199001	80;2;5	1
1000	233	24	3000002;5200005;4199001	100;2;5	1
1001	233	27	3000002;5200005;4199001	100;2;5	1
1002	233	30	3000002;5200005;4199001	100;2;5	1
1003	333	3	3000002;5200005;4199001	80;3;5	1
1004	333	6	3000002;5200005;4199001	80;3;5	1
1005	333	9	3000002;5200005;4199001	80;3;5	1
1006	333	12	3000002;5200005;4199001	100;3;5	1
1007	333	15	3000002;5200005;4199001	100;3;5	1
1008	333	18	3000002;5200005;4199001	100;3;5	1
1009	333	21	3000002;5200005;4199001	100;3;5	1
1010	333	24	3000002;5200005;4199001	120;3;5	1
1011	333	27	3000002;5200005;4199001	120;3;5	1
1012	333	30	3000002;5200005;4199001	120;3;5	1
1013	433	1	4197005;4100032;4199001	1;5;5	1
1014	433	2	4197005;4100032;4199001	1;5;5	1
1015	433	3	4197005;4100032;4199001	2;5;5	1
1016	433	4	4197005;4100032;4199001	1;5;5	1
1017	433	5	4197005;4100032;4199001	1;5;5	1
1018	433	6	4197005;4100032;4199001	2;5;5	1
1019	134	3	3000002;5200005;4199001	20;1;5	1
1020	134	6	3000002;5200005;4199001	20;1;5	1
1021	134	9	3000002;5200005;4199001	20;1;5	1
1022	134	12	3000002;5200005;4199001	50;1;5	1
1023	134	15	3000002;5200005;4199001	50;1;5	1
1024	134	18	3000002;5200005;4199001	50;1;5	1
1025	134	21	3000002;5200005;4199001	50;1;5	1
1026	134	24	3000002;5200005;4199001	80;1;5	1
1027	134	27	3000002;5200005;4199001	80;1;5	1
1028	134	30	3000002;5200005;4199001	80;1;5	1
1029	234	3	3000002;5200005;4199001	50;2;5	1
1030	234	6	3000002;5200005;4199001	50;2;5	1
1031	234	9	3000002;5200005;4199001	50;2;5	1
1032	234	12	3000002;5200005;4199001	80;2;5	1
1033	234	15	3000002;5200005;4199001	80;2;5	1
1034	234	18	3000002;5200005;4199001	80;2;5	1
1035	234	21	3000002;5200005;4199001	80;2;5	1
1036	234	24	3000002;5200005;4199001	100;2;5	1
1037	234	27	3000002;5200005;4199001	100;2;5	1
1038	234	30	3000002;5200005;4199001	100;2;5	1
1039	334	3	3000002;5200005;4199001	80;3;5	1
1040	334	6	3000002;5200005;4199001	80;3;5	1
1041	334	9	3000002;5200005;4199001	80;3;5	1
1042	334	12	3000002;5200005;4199001	100;3;5	1
1043	334	15	3000002;5200005;4199001	100;3;5	1
1044	334	18	3000002;5200005;4199001	100;3;5	1
1045	334	21	3000002;5200005;4199001	100;3;5	1
1046	334	24	3000002;5200005;4199001	120;3;5	1
1047	334	27	3000002;5200005;4199001	120;3;5	1
1048	334	30	3000002;5200005;4199001	120;3;5	1
1049	434	1	4197005;4100032;4199001	1;5;5	1
1050	434	2	4197005;4100032;4199001	1;5;5	1
1051	434	3	4197005;4100032;4199001	2;5;5	1
1052	434	4	4197005;4100032;4199001	1;5;5	1
1053	434	5	4197005;4100032;4199001	1;5;5	1
1054	434	6	4197005;4100032;4199001	2;5;5	1
1055	135	3	3000002;5200005;4199001	20;1;5	1
1056	135	6	3000002;5200005;4199001	20;1;5	1
1057	135	9	3000002;5200005;4199001	20;1;5	1
1058	135	12	3000002;5200005;4199001	50;1;5	1
1059	135	15	3000002;5200005;4199001	50;1;5	1
1060	135	18	3000002;5200005;4199001	50;1;5	1
1061	135	21	3000002;5200005;4199001	50;1;5	1
1062	135	24	3000002;5200005;4199001	80;1;5	1
1063	135	27	3000002;5200005;4199001	80;1;5	1
1064	135	30	3000002;5200005;4199001	80;1;5	1
1065	235	3	3000002;5200005;4199001	50;2;5	1
1066	235	6	3000002;5200005;4199001	50;2;5	1
1067	235	9	3000002;5200005;4199001	50;2;5	1
1068	235	12	3000002;5200005;4199001	80;2;5	1
1069	235	15	3000002;5200005;4199001	80;2;5	1
1070	235	18	3000002;5200005;4199001	80;2;5	1
