groupId	condition	iconLight	iconDark	background	groupType	skipLevel	tipBoad	UpGroup	groupRewards	groupRewardsNum	boadReward	boadRewardNum	ruleId	status	title	title_zh_TW	title_en_UK	title_ja_JP	title_ko_KR	title_th_TH	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH
128	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1028	1028					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·蝶变	黑霧之淵·蝶變	Misty Depths (Metamorphosis)	黒霧ノ淵・蝶変	검은 안개의 심연·버터플라이	เหวหมอกมืด·วัฏจักรผีเสื้อ
228	2128010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1028	1028					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·蝶变	黑霧之淵·蝶變	Misty Depths (Metamorphosis)	黒霧ノ淵・蝶変	검은 안개의 심연·버터플라이	เหวหมอกมืด·วัฏจักรผีเสื้อ
328	2228010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1028	1028					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·蝶变	黑霧之淵·蝶變	Misty Depths (Metamorphosis)	黒霧ノ淵・蝶変	검은 안개의 심연·버터플라이	เหวหมอกมืด·วัฏจักรผีเสื้อ
129	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1029	1029					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·断罪	黑霧之淵·斷罪	Misty Depths (Judgement)	黒霧ノ淵・断罪	검은 안개의 심연·단죄	เหวหมอกมืด·นักโทษ
229	2129010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1029	1029					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·断罪	黑霧之淵·斷罪	Misty Depths (Judgement)	黒霧ノ淵・断罪	검은 안개의 심연·단죄	เหวหมอกมืด·นักโทษ
329	2229010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1029	1029					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·断罪	黑霧之淵·斷罪	Misty Depths (Judgement)	黒霧ノ淵・断罪	검은 안개의 심연·단죄	เหวหมอกมืด·นักโทษ
131	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1031	1031					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·无眠	黑霧之淵·無眠	Misty Depths (Insomnia)	黒霧ノ淵・不眠	검은 안개의 심연·불면	เหวหมอกมืด·ขอบตาดำ
231	2131010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1031	1031					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·无眠	黑霧之淵·無眠	Misty Depths (Insomnia)	黒霧ノ淵・不眠	검은 안개의 심연·불면	เหวหมอกมืด·ขอบตาดำ
331	2231010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1031	1031					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·无眠	黑霧之淵·無眠	Misty Depths (Insomnia)	黒霧ノ淵・不眠	검은 안개의 심연·불면	เหวหมอกมืด·ขอบตาดำ
130	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1030	1030					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·烟烬	黑霧之淵·煙燼	Misty Depths (Emberfall)	黒霧ノ淵・灰燼	검은 안개의 심연·애시즈	เหวหมอกมืด·เถ้าควัน
230	2130010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1030	1030					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·烟烬	黑霧之淵·煙燼	Misty Depths (Emberfall)	黒霧ノ淵・灰燼	검은 안개의 심연·애시즈	เหวหมอกมืด·เถ้าควัน
330	2230010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1030	1030					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·烟烬	黑霧之淵·煙燼	Misty Depths (Emberfall)	黒霧ノ淵・灰燼	검은 안개의 심연·애시즈	เหวหมอกมืด·เถ้าควัน
132	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1032	1032					6242	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·幻灭	黑霧之淵·幻滅	Misty Depths (Evanescence)	黒霧ノ淵・幻滅	흑안의 심연·환멸	เหวหมอกมืด·ดับสูญ
232	2132010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1032	1032	6230019	1			6242	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·幻灭	黑霧之淵·幻滅	Misty Depths (Evanescence)	黒霧ノ淵・幻滅	흑안의 심연·환멸	เหวหมอกมืด·ดับสูญ
332	2232010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1032	1032	6230018	1			6242	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·幻灭	黑霧之淵·幻滅	Misty Depths (Evanescence)	黒霧ノ淵・幻滅	흑안의 심연·환멸	เหวหมอกมืด·ดับสูญ
432	1001010	153:darkdream_tab_icon9	153:darkdream_tab_music_ico2	109:darkdream_bg_music	1	0	1032	2001			3000002	20	6242	1	挑战	挑戰	Challenge	挑戦	도전	ความท้าทาย	纯黑之界·幻灭	純黑之界·幻滅	Abyssal Realm (Evanescence)	純黒ノ境・幻滅	순흑의 경계·환멸	ดินแดนทมิฬ·ดับสูญ
133	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1033	1033					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·蜜罐	黑霧之淵·蜜罐	Misty Depths (Honeypot)	黒霧ノ淵・ハニーポット	검은 안개의 심연·허니	เหวหมอกมืด·โถน้ำผึ้ง
233	2133010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1033	1033					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·蜜罐	黑霧之淵·蜜罐	Misty Depths (Honeypot)	黒霧ノ淵・ハニーポット	검은 안개의 심연·허니	เหวหมอกมืด·โถน้ำผึ้ง
333	2233010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1033	1033					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·蜜罐	黑霧之淵·蜜罐	Misty Depths (Honeypot)	黒霧ノ淵・ハニーポット	검은 안개의 심연·허니	เหวหมอกมืด·โถน้ำผึ้ง
134	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1034	1034					6242	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·黄梁	黑霧之淵·黃梁	Misty Depths (Phantasm) 	黒霧ノ淵・白昼夢	검은 안개의 심연·와이드	เหวหมอกมืด·โกลเด้นดรีม
234	2134010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1034	1034	6230019	1			6242	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·黄梁	黑霧之淵·黃梁	Misty Depths (Phantasm) 	黒霧ノ淵・白昼夢	검은 안개의 심연·와이드	เหวหมอกมืด·โกลเด้นดรีม
334	2234010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1034	1034	6230018	1			6242	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·黄梁	黑霧之淵·黃梁	Misty Depths (Phantasm) 	黒霧ノ淵・白昼夢	검은 안개의 심연·와이드	เหวหมอกมืด·โกลเด้นดรีม
434	1001010	153:darkdream_tab_icon9	153:darkdream_tab_music_ico2	109:darkdream_bg_music	1	0	1034	2002			3000002	20	6242	1	挑战	挑戰	Challenge	挑戦	도전	ความท้าทาย	纯黑之界·黄梁	純黑之界·黃梁	Abyssal Realm (Phantasm)	純黒ノ境・白昼夢	순흑의 경계·와이드	ดินแดนทมิฬ·โกลเด้นดรีม
135	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1035	1035					6242	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·黄梁	黑霧之淵·黃梁	Misty Depths (Phantasm) 	黒霧ノ淵・白昼夢	검은 안개의 심연·와이드	เหวหมอกมืด·โกลเด้นดรีม
235	2135010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1035	1035	6230021	1			6242	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·黄梁	黑霧之淵·黃梁	Misty Depths (Phantasm) 	黒霧ノ淵・白昼夢	검은 안개의 심연·와이드	เหวหมอกมืด·โกลเด้นดรีม
335	2235010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1035	1035	6230020	1			6242	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·黄梁	黑霧之淵·黃梁	Misty Depths (Phantasm) 	黒霧ノ淵・白昼夢	검은 안개의 심연·와이드	เหวหมอกมืด·โกลเด้นดรีม
435	1001010	153:darkdream_tab_icon9	153:darkdream_tab_music_ico2	109:darkdream_bg_music	1	0	1035	2003			3000002	20	6242	1	挑战	挑戰	Challenge	挑戦	도전	ความท้าทาย	纯黑之界·黄梁	純黑之界·黃梁	Abyssal Realm (Phantasm)	純黒ノ境・白昼夢	순흑의 경계·와이드	ดินแดนทมิฬ·โกลเด้นดรีม
136	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1036	1036					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·欲妄	黑霧之淵·欲妄	Misty Depths (Blind Folly)	黒霧ノ淵・妄執	검은 안개의 심연·디자이어	เหวหมอกมืด·ลวงตา
236	2136010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1036	1036					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·欲妄	黑霧之淵·欲妄	Misty Depths (Blind Folly)	黒霧ノ淵・妄執	검은 안개의 심연·디자이어	เหวหมอกมืด·ลวงตา
336	2236010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1036	1036					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·欲妄	黑霧之淵·欲妄	Misty Depths (Blind Folly)	黒霧ノ淵・妄執	검은 안개의 심연·디자이어	เหวหมอกมืด·ลวงตา
137	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1037	1037					6242	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·尘劫	黑霧之淵·塵劫	Misty Depths (Tribulation)	黒霧ノ淵・劫火	검은 안개의 심연·더스트	เหวหมอกมืด·เถ้าธุลี
237	2137010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1037	1037	6230021	1			6242	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·尘劫	黑霧之淵·塵劫	Misty Depths (Tribulation)	黒霧ノ淵・劫火	검은 안개의 심연·더스트	เหวหมอกมืด·เถ้าธุลี
337	2237010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1037	1037	6230020	1			6242	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·尘劫	黑霧之淵·塵劫	Misty Depths (Tribulation)	黒霧ノ淵・劫火	검은 안개의 심연·더스트	เหวหมอกมืด·เถ้าธุลี
437	1001010	153:darkdream_tab_icon9	153:darkdream_tab_music_ico2	109:darkdream_bg_music	1	0	1037	2004			3000002	20	6242	1	挑战	挑戰	Challenge	挑戦	도전	ความท้าทาย	黑雾之渊·尘劫	黑霧之淵·塵劫	Misty Depths (Tribulation)	黒霧ノ淵・劫火	검은 안개의 심연·더스트	เหวหมอกมืด·เถ้าธุลี
138	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1038	1038					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·万壑	黑霧之淵·萬壑	Misty Depths (Endless Gullies)	黒霧ノ淵・万壑	검은 안개의 심연·골짜기	เหวหมอกมืด·เหวลึก
238	2138010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1038	1038					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·万壑	黑霧之淵·萬壑	Misty Depths (Endless Gullies)	黒霧ノ淵・万壑	검은 안개의 심연·골짜기	เหวหมอกมืด·เหวลึก
338	2238010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1038	1038					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·万壑	黑霧之淵·萬壑	Misty Depths (Endless Gullies)	黒霧ノ淵・万壑	검은 안개의 심연·골짜기	เหวหมอกมืด·เหวลึก
139	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1039	1039					6242	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·沉璧	黑霧之淵·沉璧	Misty Depths (Obscurity)	黒霧ノ淵・破離	흑안의 심연·침벽	เหวหมอกมืด·หยกก้นบึ้ง
239	2139010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1039	1039	6230019	1			6242	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·沉璧	黑霧之淵·沉璧	Misty Depths (Obscurity)	黒霧ノ淵・破離	흑안의 심연·침벽	เหวหมอกมืด·หยกก้นบึ้ง
339	2239010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1039	1039	6230018	1			6242	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·沉璧	黑霧之淵·沉璧	Misty Depths (Obscurity)	黒霧ノ淵・破離	흑안의 심연·침벽	เหวหมอกมืด·หยกก้นบึ้ง
439	1001010	153:darkdream_tab_icon9	153:darkdream_tab_music_ico2	109:darkdream_bg_music	1	0	1039	2006			3000002	20	6242	1	挑战	挑戰	Challenge	挑戦	도전	ความท้าทาย	黑雾之渊·沉璧	黑霧之淵·沉璧	Misty Depths (Obscurity)	黒霧ノ淵・破離	흑안의 심연·침벽	เหวหมอกมืด·หยกก้นบึ้ง
112	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1012	1012					6242	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·雾沼	黑霧之淵·霧沼	Misty Depths (Fogmarsh)	黒霧ノ淵・霧沼	검은 안개의 심연·안개의 늪	เหวหมอกมืด·บึงแห่งหมอก
212	2112010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1012	1012	6230021	1			6242	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·雾沼	黑霧之淵·霧沼	Misty Depths (Fogmarsh)	黒霧ノ淵・霧沼	검은 안개의 심연·안개의 늪	เหวหมอกมืด·บึงแห่งหมอก
312	2212010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1012	1012	6230020	1			6242	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·雾沼	黑霧之淵·霧沼	Misty Depths (Fogmarsh)	黒霧ノ淵・霧沼	검은 안개의 심연·안개의 늪	เหวหมอกมืด·บึงแห่งหมอก
412	1001010	153:darkdream_tab_icon9	153:darkdream_tab_music_ico2	109:darkdream_bg_music	1	0	1012	2007			3000002	20	6242	1	挑战	挑戰	Challenge	挑戦	도전	ความท้าทาย	黑雾之渊·雾沼	黑霧之淵·霧沼	Misty Depths (Fogmarsh)	黒霧ノ淵・霧沼	검은 안개의 심연·안개의 늪	เหวหมอกมืด·บึงแห่งหมอก
140	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1020	1020					6242	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·失序	黑霧之淵·失序	Misty Depths (Disorder)	黒霧ノ淵・混沌	검은 안개의 심연·디소더	เหวหมอกมืด·สูญสมดุล
240	2140010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1020	1020	6230019	1			6242	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·失序	黑霧之淵·失序	Misty Depths (Disorder)	黒霧ノ淵・混沌	검은 안개의 심연·디소더	เหวหมอกมืด·สูญสมดุล
340	2240010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1020	1020	6230018	1			6242	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·失序	黑霧之淵·失序	Misty Depths (Disorder)	黒霧ノ淵・混沌	검은 안개의 심연·디소더	เหวหมอกมืด·สูญสมดุล
440	1001010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	1	0	1020	2005			3000002	20	6242	1	挑战	挑戰	Challenge	挑戦	도전	ความท้าทาย	黑雾之渊·失序	黑霧之淵·失序	Misty Depths (Disorder)	黒霧ノ淵・混沌	검은 안개의 심연·디소더	เหวหมอกมืด·สูญสมดุล
141	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1021	1021					6242	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·无归	黑霧之淵·無歸	Misty Depths (Marooned)	黒霧ノ淵・不帰	검은 안개의 심연·논레페토	เหวหมอกมืด·ไร้ทางกลับ
241	2141010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1021	1021	6230021	1			6242	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·无归	黑霧之淵·無歸	Misty Depths (Marooned)	黒霧ノ淵・不帰	검은 안개의 심연·논레페토	เหวหมอกมืด·ไร้ทางกลับ
341	2241010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1021	1021	6230020	1			6242	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·无归	黑霧之淵·無歸	Misty Depths (Marooned)	黒霧ノ淵・不帰	검은 안개의 심연·논레페토	เหวหมอกมืด·ไร้ทางกลับ
441	1001010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	1	0	1021	2008			3000002	20	6242	1	挑战	挑戰	Challenge	挑戦	도전	ความท้าทาย	黑雾之渊·无归	黑霧之淵·無歸	Misty Depths (Marooned)	黒霧ノ淵・不帰	검은 안개의 심연·논레페토	เหวหมอกมืด·ไร้ทางกลับ
142	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1042	1042					6242	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·磐云	黑霧之淵·磐雲	Misty Depths (Cloudborn)	黒霧ノ淵・盤石	검은 안개의 심연·솔리드	เหวหมอกมืด·เมฆศิลา
242	2142010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1042	1042	6230029	1			6242	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·磐云	黑霧之淵·磐雲	Misty Depths (Cloudborn)	黒霧ノ淵・盤石	검은 안개의 심연·솔리드	เหวหมอกมืด·เมฆศิลา
342	2242010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1042	1042	6230028	1			6242	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·磐云	黑霧之淵·磐雲	Misty Depths (Cloudborn)	黒霧ノ淵・盤石	검은 안개의 심연·솔리드	เหวหมอกมืด·เมฆศิลา
442	1001010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	1	0	1042	2009			3000002	20	6242	1	挑战	挑戰	Challenge	挑戦	도전	ความท้าทาย	黑雾之渊·磐云	黑霧之淵·磐雲	Misty Depths (Cloudborn)	黒霧ノ淵・盤石	검은 안개의 심연·솔리드	เหวหมอกมืด·เมฆศิลา
143	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1043	1043					6242	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·浊尘	黑霧之淵·濁塵	Misty Depths (Fouldust)	黒霧ノ淵・汚塵	검은 안개의 심연·머디	เหวหมอกมืด·ฝุ่นละออง
243	2143010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1043	1043	6230031	1			6242	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·浊尘	黑霧之淵·濁塵	Misty Depths (Fouldust)	黒霧ノ淵・汚塵	검은 안개의 심연·머디	เหวหมอกมืด·ฝุ่นละออง
343	2243010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1043	1043	6230030	1			6242	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·浊尘	黑霧之淵·濁塵	Misty Depths (Fouldust)	黒霧ノ淵・汚塵	검은 안개의 심연·머디	เหวหมอกมืด·ฝุ่นละออง
443	1001010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	1	0	1043	2010			3000002	20	6242	1	挑战	挑戰	Challenge	挑戦	도전	ความท้าทาย	黑雾之渊·浊尘	黑霧之淵·濁塵	Misty Depths (Fouldust)	黒霧ノ淵・汚塵	검은 안개의 심연·머디	เหวหมอกมืด·ฝุ่นละออง
144	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1044	1044					6242	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·磐云	黑霧之淵·磐雲	Misty Depths (Cloudborn)	黒霧ノ淵・盤石	검은 안개의 심연·솔리드	เหวหมอกมืด·เมฆศิลา
244	2144010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1044	1044	6230023	1			6242	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·磐云	黑霧之淵·磐雲	Misty Depths (Cloudborn)	黒霧ノ淵・盤石	검은 안개의 심연·솔리드	เหวหมอกมืด·เมฆศิลา
344	2244010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1044	1044	6230022	1			6242	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·磐云	黑霧之淵·磐雲	Misty Depths (Cloudborn)	黒霧ノ淵・盤石	검은 안개의 심연·솔리드	เหวหมอกมืด·เมฆศิลา
444	1001010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	1	0	1044	2011			3000002	20	6242	1	挑战	挑戰	Challenge	挑戦	도전	ความท้าทาย	黑雾之渊·磐云	黑霧之淵·磐雲	Misty Depths (Cloudborn)	黒霧ノ淵・盤石	검은 안개의 심연·솔리드	เหวหมอกมืด·เมฆศิลา
145	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1045	1045					6242	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·蜜茧	黑霧之淵·蜜繭	Misty Depths (Honeycomb)	黒霧ノ淵・蜜繭	검은 안개의 심연·코쿤	เหวหมอกมืด·รังน้ำผึ้ง
245	2145010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1045	1045	6230033	1			6242	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·蜜茧	黑霧之淵·蜜繭	Misty Depths (Honeycomb)	黒霧ノ淵・蜜繭	검은 안개의 심연·코쿤	เหวหมอกมืด·รังน้ำผึ้ง
345	2245010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1045	1045	6230032	1			6242	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·蜜茧	黑霧之淵·蜜繭	Misty Depths (Honeycomb)	黒霧ノ淵・蜜繭	검은 안개의 심연·코쿤	เหวหมอกมืด·รังน้ำผึ้ง
445	1001010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	1	0	1045	2012			3000002	20	6242	1	挑战	挑戰	Challenge	挑戦	도전	ความท้าทาย	黑雾之渊·蜜茧	黑霧之淵·蜜繭	Misty Depths (Honeycomb)	黒霧ノ淵・蜜繭	검은 안개의 심연·코쿤	เหวหมอกมืด·รังน้ำผึ้ง
146	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1045	1045					6242	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·蜜茧	黑霧之淵·蜜繭	Misty Depths (Honeycomb)	黒霧ノ淵・蜜繭	검은 안개의 심연·코쿤	เหวหมอกมืด·รังน้ำผึ้ง
246	2146010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1045	1045	6230027	1			6242	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·蜜茧	黑霧之淵·蜜繭	Misty Depths (Honeycomb)	黒霧ノ淵・蜜繭	검은 안개의 심연·코쿤	เหวหมอกมืด·รังน้ำผึ้ง
346	2246010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1045	1045	6230026	1			6242	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·蜜茧	黑霧之淵·蜜繭	Misty Depths (Honeycomb)	黒霧ノ淵・蜜繭	검은 안개의 심연·코쿤	เหวหมอกมืด·รังน้ำผึ้ง
446	1001010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	1	0	1045	2012			3000002	20	6242	1	挑战	挑戰	Challenge	挑戦	도전	ความท้าทาย	黑雾之渊·蜜茧	黑霧之淵·蜜繭	Misty Depths (Honeycomb)	黒霧ノ淵・蜜繭	검은 안개의 심연·코쿤	เหวหมอกมืด·รังน้ำผึ้ง
147	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1047	1047					6242	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·断罪	黑霧之淵·斷罪	Misty Depths (Judgement)	黒霧ノ淵・断罪	검은 안개의 심연·단죄	เหวหมอกมืด·นักโทษ
247	2147010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1047	1047	6230035	1			6242	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·断罪	黑霧之淵·斷罪	Misty Depths (Judgement)	黒霧ノ淵・断罪	검은 안개의 심연·단죄	เหวหมอกมืด·นักโทษ
